VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,CLINTON,BCPERSON,HOU,XWAY2000,ISSUE,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,35.0,46.0,33.0,SECOND CALL,40-44,WHITE,MALE,BUSH,CONRAD,HOEVEN,APPROVE,UNFAVORABLE,POMEROY,BUSH,HEALTHCARE,CLINTON,BETTER,APP/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,SOUTH,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.614
STATE ONLY,35.0,46.0,34.0,SECOND CALL,40-44,WHITE,MALE,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,HEALTHCARE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,SOUTH,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.714
STATE ONLY,35.0,46.0,35.0,SECOND CALL,50-59,WHITE,MALE,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,ECON/JOBS,CLINTON,WORSE,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,SOUTH,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.714
STATE ONLY,35.0,46.0,36.0,SECOND CALL,75+,WHITE,FEMALE,,CONRAD,HOEVEN,APPROVE,FAVORABLE,POMEROY,OMITS,SOCIALSECUR,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,LESS15K,MODERATE,65+,STATE,COMPLETE,SOUTH,60+,60+,DEMOCRAT,65+,CATHOLIC,,,0.666
STATE ONLY,35.0,46.0,37.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,CONRAD,HOEVEN,APPROVE,FAVORABLE,POMEROY,GORE,ECON/JOBS,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,LESS15K,LIBERAL,18-64,STATE,COMPLETE,SOUTH,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.6990000000000001
STATE ONLY,35.0,46.0,38.0,SECOND CALL,18-24,WHITE,MALE,GORE,SAND,HEITKAMP,DISAPPR,UNFAVORABLE,DORSO,BUSH,SOCIALSECUR,OTHER,SAME,DIS/UNFAV,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,SOUTH,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,,,0.577
STATE ONLY,35.0,46.0,39.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,BUSH,ECON/JOBS,PEROT,SAME,APP/FAV,DEMOCRAT,NOHS,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,SOUTH,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.603
STATE ONLY,35.0,46.0,40.0,THIRD CALL,50-59,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,TAXES,NOVOTE,SAME,DIS/UNFAV,INDEPEND,HSGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,SOUTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.5690000000000001
STATE ONLY,35.0,46.0,41.0,THIRD CALL,40-44,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,ECON/JOBS,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,COMPLETE,SOUTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.5690000000000001
STATE ONLY,35.0,46.0,42.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,TAXES,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,,CONSERV,18-64,STATE,COMPLETE,SOUTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.559
STATE ONLY,35.0,46.0,43.0,THIRD CALL,40-44,,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,OMITS,DORSO,BUSH,HEALTHCARE,DOLE,SAME,OMITS,INDEPEND,HSGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,SOUTH,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,0.559
STATE ONLY,35.0,46.0,44.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,CONRAD,HOEVEN,DISAPPR,UNFAVORABLE,POMEROY,BUSH,HEALTHCARE,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,SOUTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.602
STATE ONLY,35.0,46.0,45.0,THIRD CALL,75+,WHITE,FEMALE,BUSH,,HOEVEN,OMITS,OMITS,POMEROY,BUSH,OMITS,OMITS,OMITS,OMITS,,,,,,65+,STATE,COMPLETE,SOUTH,60+,60+,,65+,,,,0.585
STATE ONLY,35.0,46.0,46.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,CONRAD,HEITKAMP,DISAPPR,UNFAVORABLE,POMEROY,BUSH,MEDICARE/RX,CLINTON,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,NONE,75-100K,CONSERV,18-64,STATE,COMPLETE,SOUTH,45-59,40-49,IND/OTHER,40-49,NONE,,,0.603
STATE ONLY,35.0,47.0,1.0,FIRST CALL,75+,WHITE,MALE,BUSH,CONRAD,HOEVEN,APPROVE,FAVORABLE,POMEROY,BUSH,OMITS,CLINTON,SAME,APP/FAV,REPUBLCN,NOHS,OTHERCHRIST,15-30K,LIBERAL,65+,STATE,COMPLETE,SOUTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.9400000000000001
STATE ONLY,35.0,47.0,2.0,FIRST CALL,75+,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,WORLDAFFAIRS,CLINTON,WORSE,DIS/UNFAV,DEMOCRAT,NOHS,CATHOLIC,LESS15K,CONSERV,65+,STATE,COMPLETE,SOUTH,60+,60+,DEMOCRAT,65+,CATHOLIC,,,0.873
STATE ONLY,35.0,47.0,3.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,OMITS,CLINTON,WORSE,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,SOUTH,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.8300000000000001
STATE ONLY,35.0,47.0,4.0,FIRST CALL,50-59,WHITE,MALE,OTHER,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,WORLDAFFAIRS,PEROT,WORSE,DIS/UNFAV,INDEPEND,HSGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,SOUTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.915
STATE ONLY,35.0,47.0,5.0,FIRST CALL,50-59,WHITE,MALE,BUSH,CONRAD,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,TAXES,DOLE,SAME,DIS/UNFAV,INDEPEND,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,SOUTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.97
STATE ONLY,35.0,47.0,6.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,SOUTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.8300000000000001
STATE ONLY,35.0,47.0,7.0,FIRST CALL,65-74,WHITE,MALE,GORE,CONRAD,HEITKAMP,APPROVE,OMITS,POMEROY,GORE,ECON/JOBS,CLINTON,BETTER,OMITS,REPUBLCN,HSGRAD,PROTESTANT,15-30K,CONSERV,65+,STATE,COMPLETE,SOUTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.092
STATE ONLY,35.0,47.0,8.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,CONRAD,HOEVEN,OMITS,UNFAVORABLE,POMEROY,BUSH,MEDICARE/RX,CLINTON,SAME,OMITS,DEMOCRAT,HSGRAD,PROTESTANT,,MODERATE,65+,STATE,COMPLETE,SOUTH,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.919
STATE ONLY,35.0,47.0,9.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,ECON/JOBS,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,,MODERATE,18-64,STATE,COMPLETE,SOUTH,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.042
STATE ONLY,35.0,47.0,10.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,CONRAD,HEITKAMP,OMITS,OMITS,POMEROY,OMITS,WORLDAFFAIRS,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,SOUTH,30-44,40-49,,40-49,,,,1.042
STATE ONLY,35.0,47.0,11.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,TAXES,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,SOUTH,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.722
STATE ONLY,35.0,47.0,12.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,WORLDAFFAIRS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,,CONSERV,18-64,STATE,COMPLETE,SOUTH,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.722
STATE ONLY,35.0,47.0,13.0,FIRST CALL,30-39,WHITE,MALE,BUSH,CONRAD,HOEVEN,OMITS,OMITS,DORSO,OMITS,ECON/JOBS,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,SOUTH,30-44,30-39,,30-39,,,,0.97
STATE ONLY,35.0,47.0,14.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,CONRAD,HOEVEN,APPROVE,FAVORABLE,POMEROY,BUSH,TAXES,NOVOTE,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,SOUTH,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.896
STATE ONLY,35.0,47.0,15.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,SOCIALSECUR,CLINTON,BETTER,APP/FAV,DEMOCRAT,NOHS,CATHOLIC,LESS15K,CONSERV,18-64,STATE,COMPLETE,SOUTH,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,1.069
STATE ONLY,35.0,47.0,16.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,SAND,HOEVEN,APPROVE,UNFAVORABLE,DORSO,BUSH,ECON/JOBS,CLINTON,SAME,APP/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,SOUTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.8300000000000001
STATE ONLY,35.0,47.0,17.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,HEALTHCARE,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,SOUTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.8300000000000001
STATE ONLY,35.0,47.0,18.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,OMITS,DOLE,OMITS,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,,CONSERV,18-64,STATE,COMPLETE,SOUTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.8300000000000001
STATE ONLY,35.0,47.0,19.0,FIRST CALL,30-39,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,TAXES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,SOUTH,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.847
STATE ONLY,35.0,47.0,20.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,TAXES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,ELSE,OVER100K,CONSERV,18-64,STATE,COMPLETE,SOUTH,30-44,40-49,REPUBLICAN,40-49,OTHER,,,0.8300000000000001
STATE ONLY,35.0,47.0,21.0,SECOND CALL,18-24,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,EDUCATION,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,SOUTH,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.737
STATE ONLY,35.0,47.0,22.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,CONRAD,HEITKAMP,OMITS,OMITS,POMEROY,OMITS,SOCIALSECUR,OMITS,OMITS,,,,,,,65+,STATE,NOTCOMPLETE,SOUTH,60+,60+,,65+,,,,1.069
STATE ONLY,35.0,47.0,23.0,SECOND CALL,65-74,WHITE,MALE,GORE,CONRAD,HEITKAMP,APPROVE,UNFAVORABLE,POMEROY,GORE,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,,PROTESTANT,15-30K,CONSERV,65+,STATE,COMPLETE,SOUTH,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.092
STATE ONLY,35.0,47.0,24.0,SECOND CALL,30-39,WHITE,MALE,BUSH,CONRAD,HOEVEN,APPROVE,FAVORABLE,POMEROY,BUSH,ECON/JOBS,CLINTON,SAME,APP/FAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,SOUTH,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.915
STATE ONLY,35.0,47.0,25.0,SECOND CALL,30-39,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,WORLDAFFAIRS,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,SOUTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.847
STATE ONLY,35.0,47.0,26.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,SOUTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.8300000000000001
STATE ONLY,35.0,47.0,27.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,SAND,HOEVEN,APPROVE,UNFAVORABLE,DORSO,GORE,SOCIALSECUR,DOLE,SAME,APP/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,SOUTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.965
STATE ONLY,35.0,47.0,28.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,CONRAD,HOEVEN,APPROVE,UNFAVORABLE,DORSO,BUSH,EDUCATION,OTHER,SAME,APP/UNFAV,INDEPEND,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,SOUTH,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.9500000000000001
STATE ONLY,35.0,47.0,29.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,BUSH,WORLDAFFAIRS,CLINTON,WORSE,APP/FAV,REPUBLCN,HSGRAD,OTHERCHRIST,50-75K,LIBERAL,18-64,STATE,COMPLETE,SOUTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.896
STATE ONLY,35.0,47.0,30.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,OMITS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,SOUTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.8300000000000001
STATE ONLY,35.0,47.0,31.0,SECOND CALL,60-64,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,SOUTH,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.873
STATE ONLY,35.0,47.0,32.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,ECON/JOBS,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,SOUTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.8300000000000001
STATE ONLY,35.0,47.0,33.0,SECOND CALL,30-39,WHITE,MALE,BUSH,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,BUSH,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,REPUBLCN,HSGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,SOUTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.917
STATE ONLY,35.0,47.0,34.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,BUSH,MEDICARE/RX,CLINTON,SAME,APP/FAV,INDEPEND,HSGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,COMPLETE,SOUTH,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.896
STATE ONLY,35.0,47.0,35.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,WORLDAFFAIRS,DOLE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,COMPLETE,SOUTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.8300000000000001
STATE ONLY,35.0,47.0,36.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,MEDICARE/RX,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,SOUTH,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,0.8300000000000001
STATE ONLY,35.0,47.0,37.0,SECOND CALL,40-44,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,ECON/JOBS,PEROT,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,SOUTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.847
STATE ONLY,35.0,47.0,38.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,ECON/JOBS,CLINTON,SAME,APP/FAV,DEMOCRAT,NOHS,PROTESTANT,LESS15K,MODERATE,65+,STATE,COMPLETE,SOUTH,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.069
STATE ONLY,35.0,47.0,39.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,OMITS,DOLE,WORSE,DIS/UNFAV,INDEPEND,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,SOUTH,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.8300000000000001
STATE ONLY,35.0,47.0,40.0,THIRD CALL,18-24,WHITE,MALE,NADER,CONRAD,HEITKAMP,APPROVE,FAVORABLE,DORSO,WOULDNOTVOTE,ECON/JOBS,NOVOTE,SAME,APP/FAV,ELSE,HSGRAD,NONE,15-30K,,18-64,STATE,COMPLETE,SOUTH,18-29,18-24,IND/OTHER,18-24,NONE,,,1.756
STATE ONLY,35.0,47.0,41.0,THIRD CALL,75+,WHITE,FEMALE,BUSH,CONRAD,HOEVEN,APPROVE,FAVORABLE,POMEROY,BUSH,SOCIALSECUR,CLINTON,SAME,APP/FAV,REPUBLCN,NOHS,CATHOLIC,,,65+,STATE,COMPLETE,SOUTH,60+,60+,REPUBLICAN,65+,CATHOLIC,,,0.919
STATE ONLY,35.0,47.0,42.0,THIRD CALL,45-49,WHITE,MALE,GORE,CONRAD,HOEVEN,APPROVE,FAVORABLE,DORSO,GORE,OMITS,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,SOUTH,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.1260000000000001
STATE ONLY,35.0,47.0,43.0,THIRD CALL,50-59,WHITE,MALE,BUSH,CONRAD,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,OMITS,DOLE,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,CATHOLIC,,MODERATE,18-64,STATE,COMPLETE,SOUTH,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,0.97
STATE ONLY,35.0,47.0,44.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,OMITS,PEROT,BETTER,DIS/UNFAV,INDEPEND,HSGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,SOUTH,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.8300000000000001
STATE ONLY,35.0,47.0,45.0,THIRD CALL,40-44,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,ELSE,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,SOUTH,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.847
STATE ONLY,35.0,47.0,46.0,THIRD CALL,40-44,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,HEALTHCARE,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,SOUTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.847
STATE ONLY,35.0,56.0,1.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,SAND,HEITKAMP,DISAPPR,UNFAVORABLE,DORSO,BUSH,ECON/JOBS,PEROT,SAME,DIS/UNFAV,INDEPEND,HSGRAD,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,EAST,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,0.889
STATE ONLY,35.0,56.0,2.0,FIRST CALL,65-74,WHITE,,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,MEDICARE/RX,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,LESS15K,LIBERAL,65+,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.732
STATE ONLY,35.0,56.0,3.0,FIRST CALL,75+,WHITE,MALE,GORE,CONRAD,HEITKAMP,APPROVE,UNFAVORABLE,POMEROY,GORE,WORLDAFFAIRS,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,HSGRAD,CATHOLIC,LESS15K,MODERATE,65+,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,CATHOLIC,,,0.732
STATE ONLY,35.0,56.0,4.0,FIRST CALL,65-74,WHITE,MALE,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,SOCIALSECUR,CLINTON,SAME,APP/FAV,DEMOCRAT,NOHS,PROTESTANT,15-30K,CONSERV,65+,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.732
STATE ONLY,35.0,56.0,5.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,30-50K,MODERATE,65+,STATE,COMPLETE,EAST,60+,60+,REPUBLICAN,65+,CATHOLIC,,,0.746
STATE ONLY,35.0,56.0,6.0,FIRST CALL,65-74,WHITE,MALE,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.732
STATE ONLY,35.0,56.0,7.0,FIRST CALL,40-44,WHITE,,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,30-50K,LIBERAL,18-64,STATE,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.8130000000000001
STATE ONLY,35.0,56.0,8.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,CONRAD,HOEVEN,DISAPPR,UNFAVORABLE,,BUSH,OMITS,OMITS,OMITS,DIS/UNFAV,,POSTGRAD,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,EAST,30-44,30-39,,30-39,PROT/CHRIST,,,1.016
