VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,ENVIRON,UNION4,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,MSCASE,TELEPOLL,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
STATE ONLY,48.0,64.0,10.0,SECOND CALL,50-59,WHITE,MALE,BUSH,GORTON,CARLSON,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,WORLDAFFAIRS,HONEST,NO,DOLE,PROGRWTH,ME,SAME,DIS/UNFAV,YES,INDEPEND,50-500K,SOMCOL/ASSOC,PROTESTANT,NEVER,50-75K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,NOTMUCH,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,0.32
STATE ONLY,48.0,64.0,11.0,SECOND CALL,65-74,WHITE,MALE,BUSH,GORTON,CARLSON,DISAPPR,UNFAVORABLE,BUSH,MORE,CITYOVER50K,MEDICARE/RX,COMPLEXISSUE,NO,NOVOTE,PROENVIR,NONE,SAME,DIS/UNFAV,NO,REPUBLCN,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,50-75K,YES,NO,MODERATE,65+,REDUCNATDEBT,NOTMUCH,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,60+,60+,REPUBLICAN,65+,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,0.291
STATE ONLY,48.0,64.0,12.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,CANTWELL,LOCKE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,SOCIALSECUR,CARES,NO,CLINTON,PROENVIR,NONE,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,HSGRAD,ELSE,NEVER,OVER100K,YES,YES,LIBERAL,18-64,SOCIALSECURI,NOTATALL,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,30-44,30-39,DEMOCRAT,30-39,OTHER,BOTH,BOTH,PERSONALQUAL,,,0.198
STATE ONLY,48.0,64.0,13.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,CANTWELL,CARLSON,APPROVE,FAVORABLE,GORE,LESS,CITYOVER50K,OMITS,EXPERIENCE,NO,CLINTON,PROENVIR,NONE,BETTER,APP/FAV,YES,INDEPEND,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,OVER100K,YES,YES,LIBERAL,18-64,REDUCNATDEBT,NOTATALL,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,0.211
STATE ONLY,48.0,64.0,14.0,SECOND CALL,50-59,,MALE,GORE,CANTWELL,LOCKE,APPROVE,UNFAVORABLE,GORE,LESS,CITYOVER50K,ECON/JOBS,CARES,NO,CLINTON,PROENVIR,NONE,BETTER,APP/UNFAV,YES,DEMOCRAT,50-500K,POSTGRAD,ELSE,NEVER,50-75K,YES,NO,MODERATE,18-64,SOCIALSECURI,SOMEWHAT,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,45-59,50-59,DEMOCRAT,50-64,OTHER,ONLYGORE,BOTH,ISSUES,,,0.224
STATE ONLY,48.0,64.0,15.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,CANTWELL,LOCKE,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,SOCIALSECUR,CARES,YES,CLINTON,PROENVIR,NONE,SAME,APP/UNFAV,NO,INDEPEND,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,15-30K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,NOTMUCH,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,0.198
STATE ONLY,48.0,64.0,16.0,SECOND CALL,65-74,WHITE,,GORE,CANTWELL,LOCKE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,MEDICARE/RX,CARES,YES,CLINTON,PROENVIR,,SAME,APP/FAV,NO,INDEPEND,50-500K,,PROTESTANT,AFEWAYEAR,15-30K,YES,NO,MODERATE,65+,SOCIALSECURI,NOTATALL,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,60+,60+,IND/OTHER,65+,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,0.18
STATE ONLY,48.0,64.0,17.0,SECOND CALL,60-64,WHITE,MALE,BUSH,GORTON,CARLSON,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,WORLDAFFAIRS,CARES,YES,CLINTON,PROENVIR,NONE,SAME,DIS/UNFAV,NO,REPUBLCN,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,50-75K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,SOMEWHAT,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,BOTH,ONLYGORE,PERSONALQUAL,,,0.291
STATE ONLY,48.0,64.0,18.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,CANTWELL,LOCKE,DISAPPR,UNFAVORABLE,GORE,MORE,CITYOVER50K,MEDICARE/RX,CARES,NO,OTHER,PROGRWTH,NONE,SAME,DIS/UNFAV,YES,DEMOCRAT,50-500K,NOHS,PROTESTANT,AFEWAYEAR,LESS15K,NO,NO,MODERATE,18-64,SOCIALSECURI,SOMEWHAT,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.198
STATE ONLY,48.0,64.0,19.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,CANTWELL,LOCKE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,EDUCATION,STRONGLEADER,NO,CLINTON,PROENVIR,NONE,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,NONE,NEVER,30-50K,YES,YES,LIBERAL,18-64,OTHRPROGRAMS,SOMEWHAT,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,30-44,30-39,DEMOCRAT,30-39,NONE,ONLYGORE,ONLYBUSH,ISSUES,,,0.198
STATE ONLY,48.0,64.0,20.0,SECOND CALL,30-39,WHITE,MALE,BUSH,GORTON,CARLSON,OMITS,OMITS,OMITS,MORE,CITYOVER50K,OMITS,HONEST,OMITS,OMITS,OMITS,SOMEONEELSE,OMITS,,,,50-500K,,,OMITS,,,,,18-64,OMITS,OMITS,EXITPOLL,STATE,NOTCOMPLETE,OLYMPICMNTNS,30-44,30-39,,30-39,,OMITS,OMITS,OMITS,,,0.32
STATE ONLY,48.0,64.0,21.0,SECOND CALL,65-74,WHITE,MALE,GORE,CANTWELL,LOCKE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,EDUCATION,CARES,NO,CLINTON,PROENVIR,NONE,BETTER,APP/FAV,NO,INDEPEND,50-500K,POSTGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,MODERATE,65+,SOCIALSECURI,NOTATALL,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,60+,60+,IND/OTHER,65+,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,0.20500000000000002
STATE ONLY,48.0,64.0,22.0,SECOND CALL,40-44,WHITE,MALE,GORE,GORTON,LOCKE,APPROVE,FAVORABLE,WOULDNOTVOTE,MORE,CITYOVER50K,HEALTHCARE,OMITS,YES,CLINTON,PROENVIR,NONE,BETTER,APP/FAV,YES,INDEPEND,50-500K,HSGRAD,PROTESTANT,MORETHAN1AWK,15-30K,NO,NO,LIBERAL,18-64,SOCIALSECURI,GREATDEAL,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,NEITHER,BOTH,PERSONALQUAL,,,0.31
STATE ONLY,48.0,64.0,23.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,CANTWELL,LOCKE,APPROVE,FAVORABLE,GORE,OMITS,CITYOVER50K,ECON/JOBS,EXPERIENCE,NO,CLINTON,PROGRWTH,ME,BETTER,APP/FAV,NO,DEMOCRAT,50-500K,COLGRAD,OTHERCHRIST,ONCEAWEEK,50-75K,YES,YES,LIBERAL,18-64,REDUCNATDEBT,NOTATALL,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,0.277
STATE ONLY,48.0,64.0,24.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,CANTWELL,LOCKE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,WORLDAFFAIRS,CARES,NO,CLINTON,PROENVIR,NONE,WORSE,APP/FAV,NO,DEMOCRAT,50-500K,HSGRAD,CATHOLIC,AFEWAYEAR,LESS15K,NO,NO,MODERATE,18-64,SOCIALSECURI,SOMEWHAT,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,ONLYGORE,BOTH,PERSONALQUAL,,,0.198
STATE ONLY,48.0,64.0,25.0,SECOND CALL,75+,WHITE,FEMALE,GORE,CANTWELL,LOCKE,APPROVE,FAVORABLE,GORE,LESS,CITYOVER50K,WORLDAFFAIRS,GOODJUDGMENT,NO,DOLE,PROENVIR,NONE,SAME,APP/FAV,NO,REPUBLCN,50-500K,SOMCOL/ASSOC,JEWISH,AFEWAYEAR,15-30K,NO,NO,MODERATE,65+,SOCIALSECURI,SOMEWHAT,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,60+,60+,REPUBLICAN,65+,JEWISH,ONLYGORE,BOTH,ISSUES,,,0.18
STATE ONLY,48.0,64.0,26.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,CANTWELL,CARLSON,APPROVE,FAVORABLE,GORE,LESS,CITYOVER50K,ECON/JOBS,HONEST,YES,CLINTON,PROENVIR,SOMEONEELSE,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,HSGRAD,OTHERCHRIST,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,REDUCNATDEBT,NOTATALL,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,BOTH,BOTH,ISSUES,,,0.211
STATE ONLY,48.0,64.0,27.0,SECOND CALL,45-49,ASIAN,FEMALE,BUSH,GORTON,CARLSON,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,WORLDAFFAIRS,HONEST,YES,NOVOTE,PROGRWTH,NONE,SAME,DIS/UNFAV,NO,REPUBLCN,50-500K,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,30-50K,YES,NO,CONSERV,18-64,REDUCNATDEBT,GREATDEAL,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,ONLYBUSH,ONLYBUSH,PERSONALQUAL,,,0.281
STATE ONLY,48.0,64.0,28.0,SECOND CALL,60-64,WHITE,MALE,BUSH,GORTON,CARLSON,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,TAXES,HONEST,YES,NOVOTE,PROENVIR,NONE,SAME,DIS/UNFAV,NO,REPUBLCN,50-500K,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,30-50K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,GREATDEAL,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,0.291
STATE ONLY,48.0,64.0,29.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,GORTON,CARLSON,DISAPPR,UNFAVORABLE,OMITS,LESS,CITYOVER50K,EDUCATION,GOODJUDGMENT,NO,DOLE,PROGRWTH,SOMEONEELSE,WORSE,DIS/UNFAV,YES,REPUBLCN,50-500K,HSGRAD,OTHERCHRIST,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,REDUCNATDEBT,NOTATALL,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,0.281
STATE ONLY,48.0,64.0,30.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,CANTWELL,LOCKE,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,EDUCATION,GOODJUDGMENT,NO,NOVOTE,PROENVIR,NONE,SAME,APP/UNFAV,YES,INDEPEND,50-500K,HSGRAD,NONE,NEVER,15-30K,NO,YES,CONSERV,18-64,REDUCNATDEBT,SOMEWHAT,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,18-29,18-24,IND/OTHER,18-24,NONE,ONLYGORE,ONLYBUSH,ISSUES,,,0.20600000000000002
STATE ONLY,48.0,64.0,31.0,SECOND CALL,40-44,WHITE,MALE,BUSH,GORTON,CARLSON,OMITS,OMITS,OMITS,LESS,CITYOVER50K,OMITS,HONEST,OMITS,OMITS,OMITS,NONE,OMITS,,,,50-500K,,,OMITS,,,,,18-64,OMITS,NOTMUCH,EXITPOLL,STATE,NOTCOMPLETE,OLYMPICMNTNS,30-44,40-49,,40-49,,OMITS,OMITS,OMITS,,,0.32
STATE ONLY,48.0,64.0,32.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,CANTWELL,LOCKE,DISAPPR,UNFAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,EXPERIENCE,NO,NOVOTE,PROENVIR,NONE,BETTER,DIS/UNFAV,NO,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,50-75K,NO,YES,MODERATE,18-64,REDUCNATDEBT,SOMEWHAT,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,0.20600000000000002
STATE ONLY,48.0,64.0,33.0,THIRD CALL,40-44,WHITE,MALE,GORE,CANTWELL,LOCKE,DISAPPR,UNFAVORABLE,GORE,LESS,CITYOVER50K,ECON/JOBS,EXPERIENCE,NO,PEROT,PROENVIR,NONE,BETTER,DIS/UNFAV,YES,ELSE,50-500K,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,50-75K,YES,YES,MODERATE,18-64,OTHRPROGRAMS,NOTMUCH,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,ONLYGORE,BOTH,PERSONALQUAL,,,0.224
STATE ONLY,48.0,64.0,34.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,CANTWELL,LOCKE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,EXPERIENCE,NO,CLINTON,PROGRWTH,ME,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,50-75K,YES,YES,MODERATE,18-64,SOCIALSECURI,NOTATALL,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,BOTH,BOTH,PERSONALQUAL,,,0.198
STATE ONLY,48.0,64.0,35.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,CANTWELL,LOCKE,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,OMITS,COMPLEXISSUE,NO,CLINTON,PROENVIR,SOMEONEELSE,BETTER,APP/UNFAV,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,NONE,NEVER,50-75K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,NOTATALL,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,30-44,30-39,DEMOCRAT,30-39,NONE,ONLYGORE,BOTH,ISSUES,,,0.198
STATE ONLY,48.0,64.0,36.0,THIRD CALL,18-24,WHITE,MALE,GORE,GORTON,LOCKE,DISAPPR,UNFAVORABLE,GORE,LESS,CITYOVER50K,HEALTHCARE,STRONGLEADER,OMITS,NOVOTE,PROENVIR,SOMEONEELSE,BETTER,DIS/UNFAV,YES,DEMOCRAT,50-500K,HSGRAD,OTHERCHRIST,MORETHAN1AWK,15-30K,NO,YES,MODERATE,18-64,CUTFEDINCTAX,SOMEWHAT,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,0.324
STATE ONLY,48.0,64.0,37.0,THIRD CALL,50-59,BLACK,MALE,GORE,CANTWELL,LOCKE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,EDUCATION,EXPERIENCE,OMITS,CLINTON,PROENVIR,NONE,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,,MORETHAN1AWK,50-75K,YES,NO,LIBERAL,18-64,REDUCNATDEBT,NOTMUCH,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,45-59,50-59,DEMOCRAT,50-64,,ONLYGORE,ONLYBUSH,ISSUES,,,0.318
STATE ONLY,48.0,64.0,38.0,THIRD CALL,45-49,WHITE,MALE,BUSH,GORTON,CARLSON,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,WORLDAFFAIRS,STRONGLEADER,YES,DOLE,PROENVIR,NONE,SAME,DIS/UNFAV,YES,REPUBLCN,50-500K,HSGRAD,OTHERCHRIST,AFEWAYEAR,50-75K,YES,NO,CONSERV,18-64,REDUCNATDEBT,GREATDEAL,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,0.32
STATE ONLY,48.0,64.0,39.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,CANTWELL,LOCKE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,WORLDAFFAIRS,COMPLEXISSUE,NO,CLINTON,PROENVIR,ME,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,30-50K,YES,NO,LIBERAL,18-64,REDUCNATDEBT,NOTATALL,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,0.198
STATE ONLY,48.0,64.0,40.0,THIRD CALL,50-59,WHITE,MALE,BUCHANAN,CANTWELL,CARLSON,APPROVE,UNFAVORABLE,WOULDNOTVOTE,LESS,CITYOVER50K,WORLDAFFAIRS,HONEST,YES,PEROT,PROGRWTH,ME,SAME,APP/UNFAV,YES,INDEPEND,50-500K,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,30-50K,YES,YES,CONSERV,18-64,REDUCNATDEBT,NOTATALL,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,NEITHER,BOTH,ISSUES,,,0.099
STATE ONLY,48.0,64.0,41.0,THIRD CALL,30-39,WHITE,MALE,GORE,CANTWELL,LOCKE,APPROVE,FAVORABLE,GORE,LESS,CITYOVER50K,ECON/JOBS,EXPERIENCE,NO,PEROT,PROENVIR,NONE,BETTER,APP/FAV,YES,INDEPEND,50-500K,HSGRAD,PROTESTANT,AFEWAYEAR,LESS15K,NO,NO,MODERATE,18-64,REDUCNATDEBT,NOTATALL,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,0.224
STATE ONLY,48.0,64.0,42.0,THIRD CALL,45-49,WHITE,MALE,GORE,CANTWELL,LOCKE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,HEALTHCARE,EXPERIENCE,NO,CLINTON,PROENVIR,SOMEONEELSE,SAME,APP/FAV,YES,INDEPEND,50-500K,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,50-75K,YES,YES,MODERATE,18-64,REDUCNATDEBT,SOMEWHAT,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,45-59,40-49,IND/OTHER,40-49,CATHOLIC,ONLYGORE,BOTH,ISSUES,,,0.224
STATE ONLY,48.0,64.0,43.0,THIRD CALL,25-29,WHITE,MALE,GORE,CANTWELL,LOCKE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,EDUCATION,STRONGLEADER,NO,CLINTON,PROENVIR,NONE,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,COLGRAD,ELSE,AFEWAYEAR,30-50K,NO,NO,LIBERAL,18-64,OTHRPROGRAMS,NOTMUCH,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,18-29,25-29,DEMOCRAT,25-29,OTHER,ONLYGORE,ONLYBUSH,ISSUES,,,0.23600000000000002
STATE ONLY,48.0,64.0,44.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,CANTWELL,LOCKE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,EDUCATION,STRONGLEADER,NO,CLINTON,PROENVIR,NONE,BETTER,APP/FAV,YES,INDEPEND,50-500K,COLGRAD,OTHERCHRIST,ONCEAWEEK,50-75K,YES,YES,LIBERAL,18-64,REDUCNATDEBT,SOMEWHAT,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,0.277
STATE ONLY,48.0,64.0,45.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,GORTON,CARLSON,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,EDUCATION,CARES,NO,DOLE,PROENVIR,NONE,BETTER,DIS/UNFAV,YES,REPUBLCN,50-500K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,15-30K,NO,YES,LIBERAL,18-64,REDUCNATDEBT,SOMEWHAT,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,BOTH,BOTH,ISSUES,,,0.281
STATE ONLY,48.0,64.0,46.0,THIRD CALL,45-49,WHITE,MALE,BUSH,GORTON,CARLSON,APPROVE,UNFAVORABLE,BUSH,LESS,CITYOVER50K,ECON/JOBS,GOODJUDGMENT,NO,DOLE,PROGRWTH,SOMEONEELSE,SAME,APP/UNFAV,YES,REPUBLCN,50-500K,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,30-50K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,GREATDEAL,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,ONLYBUSH,BOTH,PERSONALQUAL,,,0.32
STATE ONLY,48.0,64.0,47.0,THIRD CALL,30-39,WHITE,MALE,BUSH,GORTON,CARLSON,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,TAXES,COMPLEXISSUE,NO,DOLE,PROGRWTH,SOMEONEELSE,WORSE,DIS/UNFAV,YES,REPUBLCN,50-500K,HSGRAD,OTHERCHRIST,MORETHAN1AWK,30-50K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,SOMEWHAT,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,0.32
STATE ONLY,48.0,64.0,48.0,THIRD CALL,30-39,WHITE,MALE,GORE,CANTWELL,LOCKE,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,WORLDAFFAIRS,COMPLEXISSUE,NO,CLINTON,PROENVIR,NONE,BETTER,APP/UNFAV,YES,DEMOCRAT,50-500K,COLGRAD,OTHERCHRIST,AFEWAYEAR,75-100K,YES,NO,MODERATE,18-64,REDUCNATDEBT,NOTMUCH,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,0.224
STATE ONLY,48.0,64.0,49.0,THIRD CALL,40-44,HISP,FEMALE,GORE,GORTON,LOCKE,APPROVE,UNFAVORABLE,WOULDNOTVOTE,MORE,CITYOVER50K,EDUCATION,OMITS,YES,CLINTON,PROENVIR,MEANDSOMEONE,WORSE,APP/UNFAV,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,50-75K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,SOMEWHAT,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,BOTH,BOTH,ISSUES,,,0.381
STATE ONLY,48.0,64.0,50.0,THIRD CALL,18-24,WHITE,MALE,GORE,CANTWELL,LOCKE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,STRONGLEADER,NO,NOVOTE,PROENVIR,NONE,SAME,APP/FAV,NO,DEMOCRAT,50-500K,SOMCOL/ASSOC,NONE,AFEWAYEAR,75-100K,NO,NO,LIBERAL,18-64,REDUCNATDEBT,GREATDEAL,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,18-29,18-24,DEMOCRAT,18-24,NONE,ONLYGORE,ONLYBUSH,ISSUES,,,0.23600000000000002
STATE ONLY,48.0,64.0,51.0,THIRD CALL,50-59,WHITE,MALE,BUSH,GORTON,CARLSON,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,MEDICARE/RX,STRONGLEADER,NO,DOLE,PROENVIR,NONE,WORSE,DIS/UNFAV,YES,REPUBLCN,50-500K,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,50-75K,YES,NO,MODERATE,18-64,SOCIALSECURI,SOMEWHAT,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,0.32
STATE ONLY,48.0,67.0,1.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,CANTWELL,LOCKE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,EDUCATION,COMPLEXISSUE,NO,CLINTON,PROENVIR,ME,BETTER,APP/FAV,YES,REPUBLCN,50-500K,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,50-75K,NO,NO,MODERATE,18-64,SOCIALSECURI,SOMEWHAT,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,ONLYGORE,NEITHER,ISSUES,,,0.614
STATE ONLY,48.0,67.0,2.0,FIRST CALL,50-59,WHITE,MALE,GORE,CANTWELL,LOCKE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,WORLDAFFAIRS,COMPLEXISSUE,NO,CLINTON,PROENVIR,ME,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,POSTGRAD,JEWISH,AFEWAYEAR,OVER100K,YES,NO,LIBERAL,18-64,SOCIALSECURI,NOTMUCH,EXITPOLL,STATE,COMPLETE,OLYMPICMNTNS,45-59,50-59,DEMOCRAT,50-64,JEWISH,ONLYGORE,BOTH,ISSUES,,,0.501
