VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,UNION4,UNFAIR,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,GUNOWNER,GUN,WEIGHT
NATIONAL GREY,36.0,79.0,24.0,SECOND CALL,45-49,WHITE,MALE,GORE,CELESTE,,,,,SUBURBS,,,,,,BUSHDID,,,,DEMOCRAT,SUBURBS,HSGRAD,,,30-50K,,,MODERATE,18-64,OMITS,NATIONAL,COMPLETE,NORTHEAST,45-59,40-49,DEMOCRAT,40-49,,ONLYGORE,ONLYGORE,,,,YES,SUPPORT,0.8230000000000001
NATIONAL PINK,36.0,79.0,25.0,SECOND CALL,65-74,WHITE,MALE,GORE,CELESTE,,,,,SUBURBS,,,YES,,NONE,,,,NO,INDEPEND,SUBURBS,,PROTESTANT,,50-75K,YES,NO,MODERATE,65+,,NATIONAL,COMPLETE,NORTHEAST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,,,,,,1.1520000000000001
NATIONAL PINK,36.0,79.0,26.0,SECOND CALL,50-59,WHITE,MALE,GORE,CELESTE,,,,,SUBURBS,,,NO,,NONE,,,,YES,,SUBURBS,,,,,,,,18-64,,NATIONAL,NOTCOMPLETE,NORTHEAST,45-59,50-59,,50-64,,,,,,,,,0.8230000000000001
NATIONAL PINK,36.0,79.0,27.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,CELESTE,,,,,SUBURBS,,,NO,,NONE,,,,NO,DEMOCRAT,SUBURBS,,OTHERCHRIST,,50-75K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,NORTHEAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,,,,,,0.767
NATIONAL PINK,36.0,79.0,28.0,SECOND CALL,45-49,WHITE,FEMALE,NADER,CELESTE,,,,,SUBURBS,,,NO,,ME,,,,YES,DEMOCRAT,SUBURBS,,PROTESTANT,,30-50K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,NORTHEAST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,,,,,,0.643
NATIONAL WHITE,36.0,79.0,29.0,THIRD CALL,40-44,WHITE,MALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,GOODJUDGMENT,NO,DOLE,NONE,,WORSE,DIS/UNFAV,YES,INDEPEND,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,15-30K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,NORTHEAST,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,ISSUES,,,,,0.877
NATIONAL WHITE,36.0,79.0,30.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,HONEST,YES,DOLE,NONE,,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,15-30K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,NORTHEAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,ISSUES,,,,,0.877
NATIONAL WHITE,36.0,79.0,31.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,HEALTHCARE,EXPERIENCE,NO,PEROT,SOMEONEELSE,,BETTER,APP/UNFAV,YES,INDEPEND,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,NEVER,30-50K,YES,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,NORTHEAST,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,ISSUES,,,,,0.9570000000000001
NATIONAL WHITE,36.0,79.0,32.0,THIRD CALL,50-59,WHITE,MALE,GORE,DEWINE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,EXPERIENCE,NO,CLINTON,NONE,,SAME,APP/UNFAV,YES,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,30-50K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,NORTHEAST,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,ISSUES,,,,,0.9480000000000001
NATIONAL WHITE,36.0,79.0,33.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,CELESTE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,MEDICARE/RX,EXPERIENCE,NO,PEROT,,,BETTER,APP/FAV,YES,INDEPEND,SUBURBS,POSTGRAD,PROTESTANT,AFEWAYEAR,75-100K,YES,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,NORTHEAST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,ISSUES,,,,,0.767
NATIONAL WHITE,36.0,79.0,34.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DEWINE,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,OMITS,NO,NOVOTE,ME,,SAME,APP/UNFAV,YES,REPUBLCN,SUBURBS,HSGRAD,PROTESTANT,NEVER,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,NORTHEAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,OMITS,,,,,0.877
NATIONAL YELLOW,36.0,79.0,35.0,THIRD CALL,45-49,WHITE,MALE,BUCHANAN,DEWINE,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,LESS,SUBURBS,ECON/JOBS,HONEST,NO,CLINTON,ME,,SAME,DIS/UNFAV,YES,INDEPEND,SUBURBS,HSGRAD,PROTESTANT,NEVER,50-75K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,NORTHEAST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,ISSUES,ECON/JOBS,HONEST,,,0.99
NATIONAL YELLOW,36.0,79.0,36.0,THIRD CALL,50-59,WHITE,MALE,GORE,CELESTE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,OMITS,OMITS,NO,CLINTON,NONE,,BETTER,APP/FAV,YES,INDEPEND,SUBURBS,POSTGRAD,PROTESTANT,MORETHAN1AWK,OVER100K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,NORTHEAST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,OMITS,OMITS,OMITS,,,0.8230000000000001
NATIONAL YELLOW,36.0,79.0,37.0,THIRD CALL,75+,,FEMALE,GORE,DEWINE,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,OMITS,OMITS,YES,CLINTON,NONE,,SAME,APP/FAV,YES,DEMOCRAT,SUBURBS,NOHS,PROTESTANT,AFEWAYEAR,15-30K,NO,NO,LIBERAL,65+,,NATIONAL,COMPLETE,NORTHEAST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,ISSUES,OMITS,OMITS,,,1.231
NATIONAL YELLOW,36.0,79.0,38.0,THIRD CALL,40-44,WHITE,MALE,BUSH,DEWINE,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,STRONGLEADER,NO,DOLE,ME,,SAME,APP/UNFAV,YES,REPUBLCN,SUBURBS,HSGRAD,PROTESTANT,AFEWAYEAR,50-75K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,NORTHEAST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,ISSUES,EDUCATION,STRONGLEADER,,,0.877
NATIONAL YELLOW,36.0,79.0,39.0,THIRD CALL,25-29,WHITE,MALE,BUSH,,OMITS,OMITS,OMITS,MORE,SUBURBS,OMITS,GOODJUDGMENT,NO,OMITS,NONE,,OMITS,,YES,,SUBURBS,,,OMITS,,,,,18-64,,NATIONAL,NOTCOMPLETE,NORTHEAST,18-29,25-29,,25-29,,,,OMITS,OMITS,GOODJUDGMENT,,,0.9510000000000001
NATIONAL YELLOW,36.0,79.0,40.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,WORLDAFFAIRS,HONEST,NO,DOLE,NONE,,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,NORTHEAST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,PERSONALQUAL,WORLDAFFAIRS,HONEST,,,0.877
NATIONAL GREY,36.0,79.0,41.0,THIRD CALL,50-59,HISP,MALE,BUSH,DEWINE,,,,,SUBURBS,,,,,,GOREDID,,,,REPUBLCN,SUBURBS,SOMCOL/ASSOC,,,30-50K,,,CONSERV,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,NORTHEAST,45-59,50-59,REPUBLICAN,50-64,,ONLYBUSH,ONLYGORE,,,,NO,SUPPORT,0.601
NATIONAL GREY,36.0,79.0,42.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,DEWINE,,,,,SUBURBS,,,,,,GOREDID,,,,REPUBLCN,SUBURBS,HSGRAD,,,15-30K,,,CONSERV,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,NORTHEAST,30-44,40-49,REPUBLICAN,40-49,,ONLYBUSH,ONLYGORE,,,,NO,SUPPORT,0.8150000000000001
NATIONAL GREY,36.0,79.0,43.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,CELESTE,,,,,SUBURBS,,,,,,BOTHDID,,,,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,,,OVER100K,,,MODERATE,18-64,OMITS,NATIONAL,COMPLETE,NORTHEAST,30-44,40-49,DEMOCRAT,40-49,,ONLYGORE,BOTH,,,,NO,SUPPORT,0.767
NATIONAL GREY,36.0,79.0,44.0,THIRD CALL,65-74,WHITE,,GORE,DEWINE,,,,,SUBURBS,,,,,,BOTHDID,,,,DEMOCRAT,SUBURBS,HSGRAD,,,,,,CONSERV,65+,SOCIALSECURI,NATIONAL,COMPLETE,NORTHEAST,60+,60+,DEMOCRAT,65+,,ONLYGORE,ONLYBUSH,,,,NO,SUPPORT,1.325
NATIONAL GREY,36.0,79.0,45.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,DEWINE,,,,,SUBURBS,,,,,,BUSHDID,,,,DEMOCRAT,SUBURBS,HSGRAD,,,50-75K,,,MODERATE,18-64,SOCIALSECURI,NATIONAL,COMPLETE,NORTHEAST,45-59,40-49,DEMOCRAT,40-49,,ONLYGORE,ONLYBUSH,,,,NO,SUPPORT,0.883
NATIONAL GREY,36.0,79.0,46.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DEWINE,,,,,SUBURBS,,,,,,NEITHERDID,,,,INDEPEND,SUBURBS,HSGRAD,,,30-50K,,,MODERATE,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,NORTHEAST,30-44,30-39,IND/OTHER,30-39,,BOTH,BOTH,,,,NO,OPPOSE,0.877
NATIONAL PINK,36.0,79.0,47.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DEWINE,,,,,SUBURBS,,,NO,,SOMEONEELSE,,,,YES,REPUBLCN,SUBURBS,,NONE,,50-75K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,NORTHEAST,30-44,30-39,REPUBLICAN,30-39,NONE,,,,,,,,0.8150000000000001
NATIONAL PINK,36.0,79.0,48.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,CELESTE,,,,,SUBURBS,,,NO,,MEANDSOMEONE,,,,YES,DEMOCRAT,SUBURBS,,ELSE,,50-75K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,NORTHEAST,45-59,40-49,DEMOCRAT,40-49,OTHER,,,,,,,,0.767
NATIONAL PINK,36.0,79.0,49.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,,,,,,SUBURBS,,,NO,,NONE,,,,NO,DEMOCRAT,SUBURBS,,PROTESTANT,,15-30K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,NORTHEAST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,,,,,,0.857
NATIONAL PINK,36.0,79.0,50.0,THIRD CALL,40-44,WHITE,MALE,GORE,CELESTE,,,,,SUBURBS,,,NO,,ME,,,,YES,DEMOCRAT,SUBURBS,,CATHOLIC,,30-50K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,NORTHEAST,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,,,,,,0.8230000000000001
NATIONAL PINK,36.0,79.0,51.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,CELESTE,,,,,SUBURBS,,,NO,,NONE,,,,YES,DEMOCRAT,SUBURBS,,PROTESTANT,,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,NORTHEAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,,,,,,0.767
NATIONAL WHITE,36.0,81.0,1.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,CELESTE,OMITS,OMITS,OMITS,OMITS,SUBURBS,ECON/JOBS,COMPLEXISSUE,NO,OMITS,NONE,,OMITS,,YES,,SUBURBS,,,OMITS,,,,,18-64,,NATIONAL,NOTCOMPLETE,CENTRAL,45-59,50-59,,50-64,,,,OMITS,,,,,0.589
NATIONAL WHITE,36.0,81.0,2.0,FIRST CALL,40-44,WHITE,MALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,YES,DOLE,NONE,,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,POSTGRAD,OTHERCHRIST,MORETHAN1AWK,75-100K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,CENTRAL,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,ISSUES,,,,,0.745
NATIONAL WHITE,36.0,81.0,3.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,GOODJUDGMENT,YES,DOLE,NONE,,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,75-100K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,CENTRAL,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,PERSONALQUAL,,,,,0.656
NATIONAL YELLOW,36.0,81.0,4.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DEWINE,OMITS,OMITS,OMITS,MORE,SUBURBS,WORLDAFFAIRS,GOODJUDGMENT,NO,OMITS,NONE,,OMITS,,YES,,SUBURBS,,,OMITS,,,,,18-64,,NATIONAL,NOTCOMPLETE,CENTRAL,45-59,50-59,,50-64,,,,OMITS,WORLDAFFAIRS,GOODJUDGMENT,,,0.745
NATIONAL YELLOW,36.0,81.0,5.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,DEWINE,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,OMITS,OMITS,NO,NOVOTE,NONE,,BETTER,APP/UNFAV,YES,INDEPEND,SUBURBS,SOMCOL/ASSOC,PROTESTANT,NEVER,50-75K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,CENTRAL,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,ISSUES,OMITS,OMITS,,,0.675
NATIONAL YELLOW,36.0,81.0,6.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,HONEST,YES,CLINTON,NONE,,SAME,DIS/UNFAV,NO,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,30-50K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,CENTRAL,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,ISSUES,EDUCATION,HONEST,,,0.656
NATIONAL GREY,36.0,81.0,7.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,DEWINE,,,,,SUBURBS,,,,,,OMITS,,,,,SUBURBS,,,,,,,,18-64,OMITS,NATIONAL,NOTCOMPLETE,CENTRAL,30-44,40-49,,40-49,,OMITS,OMITS,,,,,OMITS,0.656
NATIONAL GREY,36.0,81.0,8.0,FIRST CALL,40-44,WHITE,MALE,NADER,DEWINE,,,,,SUBURBS,,,,,,BOTHDID,,,,INDEPEND,SUBURBS,COLGRAD,,,OVER100K,,,MODERATE,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,CENTRAL,30-44,40-49,IND/OTHER,40-49,,BOTH,BOTH,,,,NO,SUPPORT,0.466
NATIONAL GREY,36.0,81.0,9.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,DEWINE,,,,,SUBURBS,,,,,,GOREDID,,,,REPUBLCN,SUBURBS,POSTGRAD,,,30-50K,,,CONSERV,18-64,SOCIALSECURI,NATIONAL,COMPLETE,CENTRAL,45-59,50-59,REPUBLICAN,50-64,,BOTH,ONLYGORE,,,,NO,OPPOSE,0.656
NATIONAL PINK,36.0,81.0,10.0,FIRST CALL,40-44,WHITE,MALE,BUSH,DEWINE,,,,,SUBURBS,,,YES,,NONE,,,,YES,REPUBLCN,SUBURBS,,PROTESTANT,,50-75K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,CENTRAL,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,,,,,,0.745
NATIONAL PINK,36.0,81.0,11.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DEWINE,,,,,SUBURBS,,,NO,,NONE,,,,YES,REPUBLCN,SUBURBS,,CATHOLIC,,,,NO,MODERATE,18-64,,NATIONAL,COMPLETE,CENTRAL,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,,,,,,0.745
NATIONAL PINK,36.0,81.0,12.0,FIRST CALL,18-24,WHITE,MALE,GORE,CELESTE,,,,,SUBURBS,,,NO,,ME,,,,NO,DEMOCRAT,SUBURBS,,OTHERCHRIST,,50-75K,YES,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,CENTRAL,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,,,,,,0.635
NATIONAL WHITE,36.0,81.0,13.0,SECOND CALL,30-39,WHITE,MALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,GOODJUDGMENT,YES,DOLE,NONE,,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,HSGRAD,OTHERCHRIST,ONCEAWEEK,75-100K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,ISSUES,,,,,0.745
NATIONAL WHITE,36.0,81.0,14.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,HONEST,OMITS,DOLE,NONE,,SAME,DIS/UNFAV,NO,INDEPEND,SUBURBS,SOMCOL/ASSOC,,ONCEAWEEK,,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,CENTRAL,45-59,50-59,IND/OTHER,50-64,,,,PERSONALQUAL,,,,,0.656
NATIONAL WHITE,36.0,81.0,15.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,CELESTE,OMITS,OMITS,OMITS,MORE,SUBURBS,SOCIALSECUR,COMPLEXISSUE,NO,OMITS,NONE,,OMITS,,NO,,SUBURBS,,,OMITS,,,,,18-64,,NATIONAL,NOTCOMPLETE,CENTRAL,45-59,50-59,,50-64,,,,OMITS,,,,,0.589
NATIONAL WHITE,36.0,81.0,16.0,SECOND CALL,45-49,WHITE,MALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,ECON/JOBS,OMITS,NO,PEROT,NONE,,SAME,DIS/UNFAV,YES,ELSE,SUBURBS,SOMCOL/ASSOC,NONE,NEVER,30-50K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,CENTRAL,45-59,40-49,IND/OTHER,40-49,NONE,,,PERSONALQUAL,,,,,0.725
NATIONAL WHITE,36.0,81.0,17.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,LIKEABLE,NO,DOLE,NONE,,WORSE,DIS/UNFAV,NO,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,AFEWAMONTH,50-75K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,PERSONALQUAL,,,,,0.656
NATIONAL YELLOW,36.0,81.0,18.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,DEWINE,OMITS,OMITS,OMITS,LESS,SUBURBS,SOCIALSECUR,CARES,NO,OMITS,NONE,,OMITS,,NO,,SUBURBS,,,OMITS,,,,,65+,,NATIONAL,NOTCOMPLETE,CENTRAL,60+,60+,,65+,,,,OMITS,SOCIALSECUR,CARES,,,0.874
NATIONAL YELLOW,36.0,81.0,19.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,DEWINE,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,OMITS,EXPERIENCE,NO,OTHER,NONE,,SAME,APP/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,ELSE,AFEWAYEAR,30-50K,NO,YES,MODERATE,18-64,,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,REPUBLICAN,30-39,OTHER,,,ISSUES,OMITS,EXPERIENCE,,,0.675
NATIONAL YELLOW,36.0,81.0,20.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,EDUCATION,CARES,NO,NOVOTE,NONE,,WORSE,DIS/UNFAV,NO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,JEWISH,AFEWAYEAR,LESS15K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,CENTRAL,18-29,25-29,REPUBLICAN,25-29,JEWISH,,,ISSUES,EDUCATION,CARES,,,0.622
NATIONAL YELLOW,36.0,81.0,21.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,HONEST,YES,DOLE,NONE,,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,MORETHAN1AWK,,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,CENTRAL,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,ISSUES,OMITS,HONEST,,,0.622
NATIONAL YELLOW,36.0,81.0,22.0,SECOND CALL,50-59,WHITE,MALE,GORE,,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,SOCIALSECUR,GOODJUDGMENT,NO,CLINTON,NONE,,SAME,APP/FAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,CENTRAL,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,PERSONALQUAL,SOCIALSECUR,GOODJUDGMENT,,,0.746
NATIONAL GREY,36.0,81.0,23.0,SECOND CALL,40-44,WHITE,MALE,BUSH,DEWINE,,,,,SUBURBS,,,,,,GOREDID,,,,REPUBLCN,SUBURBS,SOMCOL/ASSOC,,,50-75K,,,CONSERV,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,CENTRAL,30-44,40-49,REPUBLICAN,40-49,,BOTH,ONLYGORE,,,,YES,OPPOSE,0.745
NATIONAL GREY,36.0,81.0,24.0,SECOND CALL,30-39,WHITE,MALE,BUSH,DEWINE,,,,,SUBURBS,,,,,,GOREDID,,,,REPUBLCN,SUBURBS,SOMCOL/ASSOC,,,30-50K,,,CONSERV,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,REPUBLICAN,30-39,,ONLYBUSH,BOTH,,,,YES,OPPOSE,0.745
NATIONAL GREY,36.0,81.0,25.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,OTHER,,,,,SUBURBS,,,,,,BOTHDID,,,,INDEPEND,SUBURBS,SOMCOL/ASSOC,,,50-75K,,,CONSERV,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,CENTRAL,45-59,50-59,IND/OTHER,50-64,,ONLYBUSH,BOTH,,,,YES,OPPOSE,1.522
NATIONAL GREY,36.0,81.0,26.0,SECOND CALL,25-29,OTHER,MALE,BUSH,DEWINE,,,,,SUBURBS,,,,,,NEITHERDID,,,,INDEPEND,SUBURBS,COLGRAD,,,30-50K,,,MODERATE,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,CENTRAL,18-29,25-29,IND/OTHER,25-29,,ONLYBUSH,ONLYGORE,,,,YES,OPPOSE,0.709
NATIONAL GREY,36.0,81.0,27.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,DEWINE,,,,,SUBURBS,,,,,,BOTHDID,,,,ELSE,SUBURBS,SOMCOL/ASSOC,,,75-100K,,,MODERATE,18-64,SOCIALSECURI,NATIONAL,COMPLETE,CENTRAL,45-59,40-49,IND/OTHER,40-49,,NEITHER,ONLYGORE,,,,NO,SUPPORT,0.656
NATIONAL PINK,36.0,81.0,28.0,SECOND CALL,18-24,WHITE,MALE,,OTHER,,,,,SUBURBS,,,NO,,SOMEONEELSE,,,,NO,INDEPEND,SUBURBS,,NONE,,75-100K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,CENTRAL,18-29,18-24,IND/OTHER,18-24,NONE,,,,,,,,1.6500000000000001
NATIONAL PINK,36.0,81.0,29.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,,,,,,SUBURBS,,,YES,,SOMEONEELSE,,,,NO,REPUBLCN,SUBURBS,,OTHERCHRIST,,50-75K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,CENTRAL,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,,,,,,0.637
NATIONAL PINK,36.0,81.0,30.0,SECOND CALL,50-59,WHITE,MALE,GORE,CELESTE,,,,,SUBURBS,,,NO,,SOMEONEELSE,,,,YES,DEMOCRAT,SUBURBS,,PROTESTANT,,75-100K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,CENTRAL,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,,,,,,0.669
NATIONAL PINK,36.0,81.0,31.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,CELESTE,,,,,SUBURBS,,,NO,,MEANDSOMEONE,,,,NO,INDEPEND,SUBURBS,,NONE,,75-100K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,CENTRAL,18-29,25-29,IND/OTHER,25-29,NONE,,,,,,,,0.559
NATIONAL PINK,36.0,81.0,32.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,CELESTE,,,,,SUBURBS,,,NO,,SOMEONEELSE,,,,NO,DEMOCRAT,SUBURBS,,ELSE,,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,CENTRAL,45-59,50-59,DEMOCRAT,50-64,OTHER,,,,,,,,0.589
