VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,PROPNV,GOVTDO,SIZEPLC3,ISSUE,QUAL,X6VOTE,UNION4,ABORTION,FINSIT,JOBPERS,WORK,MIGRATNV,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,HISPANIC,QRACE,REL5,PRESKNOW,NUCLEAR,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
STATE ONLY,29.0,46.0,17.0,SECOND CALL,60-64,WHITE,MALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,CITYOVER50K,TAXES,HONEST,DOLE,NONE,MOSTLGL,BETTER,DIS/UNFAV,NO,YES,INDEPEND,50-500K,COLGRAD,PROTESTANT,NEVER,75-100K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,60+,60+,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,BOTH,SOMEWHAT,ONLYGORE,PERSONALQUAL,,,2.037
STATE ONLY,29.0,46.0,18.0,SECOND CALL,40-44,,,GORE,BERNSTEIN,APPROVE,FAVORABLE,GORE,YES,LESS,CITYOVER50K,WORLDAFFAIRS,EXPERIENCE,CLINTON,SOMEONEELSE,MOSTLGL,BETTER,APP/FAV,NO,YES,DEMOCRAT,50-500K,COLGRAD,NONE,NEVER,OVER100K,NO,NO,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,CLARKCNTY,30-44,40-49,DEMOCRAT,40-49,,,NONE,ONLYGORE,VERYIMP,BOTH,ISSUES,,,1.239
STATE ONLY,29.0,46.0,19.0,SECOND CALL,75+,WHITE,,GORE,ENSIGN,DISAPPR,OMITS,GORE,YES,MORE,CITYOVER50K,SOCIALSECUR,EXPERIENCE,PEROT,,MOSTILL,SAME,OMITS,NO,NO,DEMOCRAT,50-500K,HSGRAD,CATHOLIC,MORETHAN1AWK,,YES,NO,CONSERV,65+,SOCIALSECURI,STATE,COMPLETE,CLARKCNTY,60+,60+,DEMOCRAT,65+,,WHITE,CATHOLIC,NEITHER,SOMEWHAT,ONLYGORE,ISSUES,,,1.704
STATE ONLY,29.0,46.0,20.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,BERNSTEIN,APPROVE,FAVORABLE,GORE,NO,MORE,CITYOVER50K,MEDICARE/RX,CARES,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,NO,YES,DEMOCRAT,50-500K,HSGRAD,PROTESTANT,NEVER,LESS15K,NO,NO,MODERATE,65+,SOCIALSECURI,STATE,COMPLETE,CLARKCNTY,60+,60+,DEMOCRAT,65+,NO,WHITE,PROT/CHRIST,BOTH,VERYIMP,BOTH,ISSUES,,,1.4060000000000001
STATE ONLY,29.0,46.0,21.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,,LESS,CITYOVER50K,SOCIALSECUR,EXPERIENCE,CLINTON,NONE,MOSTILL,BETTER,APP/FAV,YES,YES,INDEPEND,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,50-75K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,ONLYGORE,VERYIMP,BOTH,ISSUES,,,1.099
STATE ONLY,29.0,46.0,22.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,CITYOVER50K,EDUCATION,COMPLEXISSUE,PEROT,NONE,MOSTILL,SAME,DIS/UNFAV,YES,YES,DEMOCRAT,50-500K,HSGRAD,ELSE,ONCEAWEEK,30-50K,NO,YES,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,CLARKCNTY,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,OTHER,ONLYBUSH,VERYIMP,ONLYGORE,PERSONALQUAL,,,1.412
STATE ONLY,29.0,46.0,23.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,BERNSTEIN,APPROVE,FAVORABLE,GORE,YES,OMITS,CITYOVER50K,OMITS,CARES,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,NO,ELSE,50-500K,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,30-50K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,CLARKCNTY,45-59,50-59,IND/OTHER,50-64,NO,WHITE,CATHOLIC,ONLYGORE,VERYIMP,ONLYBUSH,PERSONALQUAL,,,1.247
STATE ONLY,29.0,46.0,24.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,BERNSTEIN,APPROVE,FAVORABLE,GORE,YES,LESS,CITYOVER50K,ECON/JOBS,CARES,CLINTON,NONE,MOSTLGL,WORSE,APP/FAV,YES,YES,REPUBLCN,50-500K,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,15-30K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,CLARKCNTY,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,BOTH,NOTTOOIMP,BOTH,ISSUES,,,1.247
STATE ONLY,29.0,46.0,25.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,BERNSTEIN,APPROVE,FAVORABLE,GORE,NO,MORE,CITYOVER50K,SOCIALSECUR,CARES,CLINTON,ME,MOSTLGL,BETTER,APP/FAV,YES,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,50-75K,NO,NO,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,BOTH,VERYIMP,BOTH,ISSUES,,,0.795
STATE ONLY,29.0,46.0,26.0,THIRD CALL,50-59,BLACK,MALE,GORE,ENSIGN,DISAPPR,UNFAVORABLE,GORE,YES,LESS,CITYOVER50K,ECON/JOBS,CARES,PEROT,ME,MOSTLGL,BETTER,DIS/UNFAV,YES,YES,DEMOCRAT,50-500K,HSGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,MODERATE,18-64,OMITS,STATE,COMPLETE,CLARKCNTY,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,OMITS,NOTATALL,OMITS,ISSUES,,,0.9540000000000001
STATE ONLY,29.0,46.0,27.0,THIRD CALL,30-39,WHITE,MALE,GORE,BERNSTEIN,APPROVE,FAVORABLE,GORE,NO,MORE,CITYOVER50K,ECON/JOBS,CARES,CLINTON,SOMEONEELSE,MOSTLGL,BETTER,APP/FAV,YES,NO,DEMOCRAT,50-500K,COLGRAD,CATHOLIC,AFEWAYEAR,15-30K,NO,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,CLARKCNTY,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,CATHOLIC,ONLYGORE,VERYIMP,ONLYBUSH,ISSUES,,,0.96
STATE ONLY,29.0,46.0,28.0,THIRD CALL,50-59,WHITE,MALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,CITYOVER50K,TAXES,CARES,NOVOTE,ME,MOSTLGL,BETTER,DIS/UNFAV,YES,YES,,50-500K,COLGRAD,OTHERCHRIST,AFEWAYEAR,50-75K,YES,NO,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,45-59,50-59,,50-64,NO,WHITE,PROT/CHRIST,NEITHER,VERYIMP,BOTH,PERSONALQUAL,,,1.4000000000000001
STATE ONLY,29.0,46.0,29.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,BERNSTEIN,APPROVE,FAVORABLE,GORE,NO,LESS,CITYOVER50K,HEALTHCARE,HONEST,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,YES,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,JEWISH,NEVER,30-50K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,CLARKCNTY,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,JEWISH,ONLYGORE,VERYIMP,ONLYBUSH,PERSONALQUAL,,,0.968
STATE ONLY,29.0,46.0,30.0,THIRD CALL,18-24,HISP,FEMALE,GORE,BERNSTEIN,APPROVE,UNFAVORABLE,GORE,NO,MORE,CITYOVER50K,EDUCATION,GOODJUDGMENT,NOVOTE,NONE,ALWYSLGL,BETTER,APP/UNFAV,YES,YES,INDEPEND,50-500K,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,30-50K,YES,YES,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,18-29,18-24,IND/OTHER,18-24,YES,WHITE,CATHOLIC,BOTH,VERYIMP,ONLYBUSH,ISSUES,,,0.855
STATE ONLY,29.0,46.0,31.0,THIRD CALL,45-49,HISP,FEMALE,GORE,BERNSTEIN,APPROVE,FAVORABLE,GORE,YES,LESS,CITYOVER50K,OMITS,OMITS,CLINTON,NONE,MOSTLGL,SAME,APP/FAV,NO,NO,DEMOCRAT,50-500K,HSGRAD,CATHOLIC,AFEWAMONTH,30-50K,YES,YES,LIBERAL,18-64,OMITS,STATE,COMPLETE,CLARKCNTY,45-59,40-49,DEMOCRAT,40-49,YES,HISP,CATHOLIC,BOTH,VERYIMP,ONLYBUSH,ISSUES,,,1.024
STATE ONLY,29.0,46.0,32.0,THIRD CALL,40-44,WHITE,MALE,GORE,ENSIGN,APPROVE,UNFAVORABLE,GORE,YES,MORE,CITYOVER50K,ECON/JOBS,HONEST,NOVOTE,NONE,MOSTILL,BETTER,APP/UNFAV,YES,NO,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,30-50K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,ONLYGORE,VERYIMP,BOTH,PERSONALQUAL,,,1.165
STATE ONLY,29.0,49.0,1.0,FIRST CALL,40-44,WHITE,MALE,GORE,ENSIGN,APPROVE,UNFAVORABLE,GORE,YES,MORE,SUBURBS,ECON/JOBS,EXPERIENCE,OTHER,MEANDSOMEONE,ALWYSLGL,BETTER,APP/UNFAV,YES,YES,INDEPEND,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,15-30K,NO,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,CLARKCNTY,30-44,40-49,IND/OTHER,40-49,NO,WHITE,CATHOLIC,ONLYGORE,VERYIMP,ONLYBUSH,PERSONALQUAL,,,0.783
STATE ONLY,29.0,49.0,2.0,FIRST CALL,30-39,WHITE,MALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,EDUCATION,HONEST,DOLE,NONE,MOSTILL,BETTER,DIS/UNFAV,YES,NO,REPUBLCN,SUBURBS,POSTGRAD,OTHERCHRIST,MORETHAN1AWK,30-50K,YES,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,CLARKCNTY,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,BOTH,NOTTOOIMP,ONLYGORE,PERSONALQUAL,,,0.9420000000000001
STATE ONLY,29.0,49.0,3.0,FIRST CALL,25-29,WHITE,MALE,BUSH,ENSIGN,APPROVE,UNFAVORABLE,BUSH,NO,LESS,SUBURBS,WORLDAFFAIRS,STRONGLEADER,PEROT,NONE,MOSTLGL,WORSE,APP/UNFAV,YES,YES,INDEPEND,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,CLARKCNTY,18-29,25-29,IND/OTHER,25-29,NO,WHITE,PROT/CHRIST,BOTH,VERYIMP,ONLYGORE,PERSONALQUAL,,,0.787
STATE ONLY,29.0,49.0,4.0,FIRST CALL,45-49,HISP,FEMALE,GORE,BERNSTEIN,APPROVE,FAVORABLE,GORE,NO,MORE,SUBURBS,OMITS,HONEST,CLINTON,ME,ALWYSLGL,WORSE,APP/FAV,YES,NO,DEMOCRAT,SUBURBS,HSGRAD,OTHERCHRIST,AFEWAYEAR,30-50K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,CLARKCNTY,45-59,40-49,DEMOCRAT,40-49,YES,WHITE,PROT/CHRIST,ONLYGORE,VERYIMP,ONLYGORE,ISSUES,,,0.534
STATE ONLY,29.0,49.0,5.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,BERNSTEIN,APPROVE,FAVORABLE,GORE,YES,LESS,SUBURBS,EDUCATION,STRONGLEADER,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,YES,YES,DEMOCRAT,SUBURBS,HSGRAD,PROTESTANT,AFEWAYEAR,50-75K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,CLARKCNTY,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,BOTH,VERYIMP,BOTH,ISSUES,,,0.839
STATE ONLY,29.0,49.0,6.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,SOCIALSECUR,GOODJUDGMENT,DOLE,NONE,ALWYSLGL,SAME,DIS/UNFAV,YES,NO,REPUBLCN,SUBURBS,COLGRAD,OTHERCHRIST,ONCEAWEEK,50-75K,YES,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,CLARKCNTY,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,BOTH,VERYIMP,ONLYGORE,ISSUES,,,0.9510000000000001
STATE ONLY,29.0,49.0,7.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,ECON/JOBS,COMPLEXISSUE,PEROT,NONE,MOSTLGL,BETTER,DIS/UNFAV,YES,NO,INDEPEND,SUBURBS,HSGRAD,OTHERCHRIST,ONCEAWEEK,50-75K,YES,YES,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,CLARKCNTY,30-44,30-39,IND/OTHER,30-39,NO,WHITE,PROT/CHRIST,ONLYBUSH,SOMEWHAT,BOTH,PERSONALQUAL,,,0.9510000000000001
STATE ONLY,29.0,49.0,8.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,ENSIGN,APPROVE,FAVORABLE,GORE,NO,LESS,SUBURBS,ECON/JOBS,HONEST,CLINTON,SOMEONEELSE,ALWYSLGL,BETTER,APP/FAV,YES,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,50-75K,YES,YES,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,BOTH,VERYIMP,BOTH,PERSONALQUAL,,,0.611
STATE ONLY,29.0,49.0,9.0,FIRST CALL,40-44,BLACK,MALE,GORE,BERNSTEIN,APPROVE,UNFAVORABLE,GORE,YES,LESS,SUBURBS,WORLDAFFAIRS,EXPERIENCE,NOVOTE,ME,MOSTLGL,BETTER,APP/UNFAV,YES,YES,INDEPEND,SUBURBS,COLGRAD,ELSE,NEVER,OVER100K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,CLARKCNTY,30-44,40-49,IND/OTHER,40-49,NO,BLACK,OTHER,BOTH,VERYIMP,BOTH,ISSUES,,,0.682
STATE ONLY,29.0,49.0,10.0,FIRST CALL,45-49,HISP,FEMALE,GORE,BERNSTEIN,APPROVE,FAVORABLE,GORE,,MORE,SUBURBS,WORLDAFFAIRS,OMITS,CLINTON,NONE,OMITS,BETTER,APP/FAV,YES,YES,DEMOCRAT,SUBURBS,HSGRAD,,OMITS,,NO,YES,CONSERV,18-64,OMITS,STATE,COMPLETE,CLARKCNTY,45-59,40-49,DEMOCRAT,40-49,YES,OTHER,,ONLYGORE,VERYIMP,BOTH,OMITS,,,0.633
STATE ONLY,29.0,49.0,11.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,EDUCATION,STRONGLEADER,PEROT,ME,MOSTILL,WORSE,DIS/UNFAV,YES,NO,ELSE,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,75-100K,YES,YES,,18-64,SOCIALSECURI,STATE,COMPLETE,CLARKCNTY,30-44,40-49,IND/OTHER,40-49,NO,WHITE,CATHOLIC,ONLYBUSH,VERYIMP,ONLYGORE,ISSUES,,,0.9510000000000001
STATE ONLY,29.0,49.0,12.0,SECOND CALL,50-59,,,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,WORLDAFFAIRS,EXPERIENCE,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,YES,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,,MORETHAN1AWK,15-30K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,45-59,50-59,REPUBLICAN,50-64,NO,,,ONLYBUSH,NOTATALL,ONLYGORE,ISSUES,,,0.9420000000000001
STATE ONLY,29.0,49.0,13.0,SECOND CALL,45-49,WHITE,MALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,TAXES,GOODJUDGMENT,CLINTON,ME,ALWYSLGL,WORSE,DIS/UNFAV,NO,NO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,NEVER,30-50K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,45-59,40-49,REPUBLICAN,40-49,,WHITE,PROT/CHRIST,BOTH,NOTATALL,ONLYGORE,PERSONALQUAL,,,0.9420000000000001
STATE ONLY,29.0,49.0,14.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,NONEOFABOVE,APPROVE,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,EDUCATION,STRONGLEADER,CLINTON,NONE,ALWYSLGL,SAME,APP/UNFAV,NO,YES,REPUBLCN,SUBURBS,POSTGRAD,CATHOLIC,ONCEAWEEK,30-50K,YES,YES,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,CLARKCNTY,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,BOTH,NOTTOOIMP,BOTH,PERSONALQUAL,,,0.553
STATE ONLY,29.0,49.0,15.0,SECOND CALL,40-44,WHITE,MALE,GORE,BERNSTEIN,APPROVE,FAVORABLE,GORE,NO,MORE,SUBURBS,ECON/JOBS,CARES,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,YES,NO,DEMOCRAT,SUBURBS,COLGRAD,NONE,NEVER,30-50K,YES,YES,LIBERAL,18-64,OTHRPROGRAMS,STATE,COMPLETE,CLARKCNTY,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,NONE,ONLYGORE,VERYIMP,ONLYBUSH,ISSUES,,,0.647
STATE ONLY,29.0,49.0,16.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,BERNSTEIN,APPROVE,FAVORABLE,GORE,NO,LESS,SUBURBS,MEDICARE/RX,EXPERIENCE,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,YES,NO,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,NONE,NEVER,OVER100K,YES,YES,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,CLARKCNTY,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,NONE,ONLYGORE,VERYIMP,ONLYBUSH,ISSUES,,,0.652
STATE ONLY,29.0,49.0,17.0,SECOND CALL,30-39,WHITE,MALE,GORE,BERNSTEIN,APPROVE,UNFAVORABLE,GORE,YES,LESS,SUBURBS,HEALTHCARE,CARES,CLINTON,NONE,MOSTLGL,BETTER,APP/UNFAV,YES,YES,DEMOCRAT,SUBURBS,HSGRAD,CATHOLIC,AFEWAYEAR,30-50K,YES,YES,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,CATHOLIC,ONLYGORE,VERYIMP,ONLYBUSH,ISSUES,,,0.8320000000000001
STATE ONLY,29.0,49.0,18.0,SECOND CALL,30-39,WHITE,MALE,GORE,OTHER,APPROVE,UNFAVORABLE,GORE,NO,LESS,SUBURBS,EDUCATION,HONEST,CLINTON,SOMEONEELSE,MOSTLGL,SAME,APP/UNFAV,YES,NO,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,50-75K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,PROT/CHRIST,ONLYBUSH,VERYIMP,BOTH,ISSUES,,,0.929
STATE ONLY,29.0,49.0,19.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,WORLDAFFAIRS,EXPERIENCE,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,NO,NO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,75-100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,BOTH,SOMEWHAT,NEITHER,ISSUES,,,0.9510000000000001
STATE ONLY,29.0,49.0,20.0,SECOND CALL,18-24,WHITE,MALE,NADER,OTHER,OMITS,OMITS,WOULDNOTVOTE,NO,MORE,SUBURBS,ECON/JOBS,GOODJUDGMENT,NOVOTE,SOMEONEELSE,OMITS,SAME,OMITS,YES,YES,ELSE,SUBURBS,,,OMITS,OVER100K,NO,YES,MODERATE,18-64,OTHRPROGRAMS,STATE,COMPLETE,CLARKCNTY,18-29,18-24,IND/OTHER,18-24,NO,WHITE,,NEITHER,VERYIMP,BOTH,ISSUES,,,0.899
STATE ONLY,29.0,49.0,21.0,SECOND CALL,50-59,HISP,MALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,ECON/JOBS,HONEST,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,NO,NO,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,NEVER,15-30K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,45-59,50-59,REPUBLICAN,50-64,YES,HISP,CATHOLIC,ONLYBUSH,SOMEWHAT,ONLYGORE,ISSUES,,,0.772
STATE ONLY,29.0,49.0,22.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,SUBURBS,TAXES,STRONGLEADER,CLINTON,NONE,MOSTLGL,BETTER,DIS/UNFAV,YES,NO,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,AFEWAYEAR,OVER100K,NO,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,ONLYBUSH,VERYIMP,ONLYGORE,ISSUES,,,0.9510000000000001
STATE ONLY,29.0,49.0,23.0,SECOND CALL,30-39,HISP,FEMALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,WORLDAFFAIRS,GOODJUDGMENT,DOLE,NONE,ALWYSILL,BETTER,DIS/UNFAV,YES,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,OVER100K,YES,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,CLARKCNTY,30-44,30-39,REPUBLICAN,30-39,YES,WHITE,PROT/CHRIST,ONLYBUSH,VERYIMP,BOTH,PERSONALQUAL,,,0.778
STATE ONLY,29.0,49.0,24.0,SECOND CALL,30-39,WHITE,,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,ECON/JOBS,HONEST,DOLE,MEANDSOMEONE,MOSTILL,BETTER,DIS/UNFAV,NO,YES,REPUBLCN,SUBURBS,COLGRAD,OTHERCHRIST,ONCEAWEEK,30-50K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,ONLYBUSH,VERYIMP,ONLYBUSH,PERSONALQUAL,,,0.9510000000000001
STATE ONLY,29.0,49.0,25.0,THIRD CALL,18-24,WHITE,MALE,BUSH,ENSIGN,APPROVE,FAVORABLE,BUSH,NO,MORE,SUBURBS,ECON/JOBS,CARES,DOLE,NONE,MOSTLGL,BETTER,APP/FAV,YES,NO,REPUBLCN,SUBURBS,HSGRAD,ELSE,AFEWAYEAR,30-50K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,OTHER,ONLYBUSH,VERYIMP,ONLYBUSH,PERSONALQUAL,,,0.787
STATE ONLY,29.0,49.0,26.0,THIRD CALL,30-39,HISP,FEMALE,GORE,BERNSTEIN,APPROVE,FAVORABLE,GORE,NO,MORE,SUBURBS,EDUCATION,EXPERIENCE,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,YES,YES,INDEPEND,SUBURBS,COLGRAD,CATHOLIC,AFEWAYEAR,50-75K,YES,YES,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,CLARKCNTY,30-44,30-39,IND/OTHER,30-39,YES,WHITE,CATHOLIC,ONLYGORE,SOMEWHAT,BOTH,ISSUES,,,0.534
STATE ONLY,29.0,49.0,27.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,BERNSTEIN,APPROVE,FAVORABLE,GORE,NO,LESS,SUBURBS,HEALTHCARE,GOODJUDGMENT,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,NO,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,CLARKCNTY,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,BOTH,NOTTOOIMP,BOTH,ISSUES,,,0.652
STATE ONLY,29.0,49.0,28.0,THIRD CALL,30-39,WHITE,MALE,BUSH,ENSIGN,APPROVE,FAVORABLE,BUSH,YES,OMITS,SUBURBS,OMITS,OMITS,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,YES,NO,ELSE,SUBURBS,HSGRAD,,AFEWAYEAR,30-50K,NO,YES,MODERATE,18-64,OMITS,STATE,COMPLETE,CLARKCNTY,30-44,30-39,IND/OTHER,30-39,NO,WHITE,,BOTH,VERYIMP,ONLYGORE,ISSUES,,,0.9420000000000001
