VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,RELIGION,INCOME,PHIL3,OVER65,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,25.0,21.0,18.0,SECOND CALL,60-64,,FEMALE,BUSH,LOTT,APPROVE,FAVORABLE,BUSH,YES,OMITS,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,15-30K,MODERATE,18-64,STATE,JACKSON/DELT,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.467
STATE ONLY,25.0,21.0,19.0,SECOND CALL,30-39,OTHER,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,MODERATE,18-64,STATE,JACKSON/DELT,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.41300000000000003
STATE ONLY,25.0,21.0,20.0,SECOND CALL,65-74,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,,LESS15K,LIBERAL,65+,STATE,JACKSON/DELT,60+,60+,DEMOCRAT,65+,,,,0.494
STATE ONLY,25.0,21.0,21.0,SECOND CALL,40-44,WHITE,MALE,BUSH,LOTT,APPROVE,UNFAVORABLE,BUSH,OMITS,CLINTON,BETTER,APP/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,STATE,JACKSON/DELT,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.442
STATE ONLY,25.0,21.0,22.0,SECOND CALL,50-59,HISP,FEMALE,BUSH,,APPROVE,FAVORABLE,BUSH,YES,NOVOTE,BETTER,APP/FAV,REPUBLCN,CATHOLIC,,MODERATE,18-64,STATE,JACKSON/DELT,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,0.428
STATE ONLY,25.0,21.0,23.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,LOTT,APPROVE,FAVORABLE,GORE,YES,DOLE,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,50-75K,MODERATE,18-64,STATE,JACKSON/DELT,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.512
STATE ONLY,25.0,21.0,24.0,SECOND CALL,25-29,BLACK,FEMALE,BUSH,BROWN,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,JACKSON/DELT,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.549
STATE ONLY,25.0,21.0,25.0,SECOND CALL,50-59,BLACK,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,JACKSON/DELT,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.468
STATE ONLY,25.0,21.0,26.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,LOTT,APPROVE,UNFAVORABLE,BUSH,NO,DOLE,SAME,APP/UNFAV,REPUBLCN,PROTESTANT,75-100K,MODERATE,18-64,STATE,JACKSON/DELT,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.41300000000000003
STATE ONLY,25.0,21.0,27.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,CLINTON,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,30-50K,CONSERV,18-64,STATE,JACKSON/DELT,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.41300000000000003
STATE ONLY,25.0,21.0,28.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,LOTT,APPROVE,UNFAVORABLE,BUSH,NO,CLINTON,SAME,APP/UNFAV,DEMOCRAT,CATHOLIC,30-50K,MODERATE,18-64,STATE,JACKSON/DELT,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.41300000000000003
STATE ONLY,25.0,21.0,29.0,THIRD CALL,50-59,WHITE,MALE,BUSH,LOTT,APPROVE,UNFAVORABLE,BUSH,NO,CLINTON,WORSE,APP/UNFAV,DEMOCRAT,PROTESTANT,30-50K,MODERATE,18-64,STATE,JACKSON/DELT,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.442
STATE ONLY,25.0,21.0,30.0,THIRD CALL,75+,WHITE,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,YES,OTHER,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,CONSERV,65+,STATE,JACKSON/DELT,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.438
STATE ONLY,25.0,21.0,31.0,THIRD CALL,18-24,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,LESS15K,CONSERV,18-64,STATE,JACKSON/DELT,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.687
STATE ONLY,25.0,21.0,32.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,STATE,JACKSON/DELT,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.41300000000000003
STATE ONLY,25.0,21.0,33.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,CONSERV,18-64,STATE,JACKSON/DELT,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.467
STATE ONLY,25.0,21.0,34.0,THIRD CALL,65-74,WHITE,FEMALE,BUSH,LOTT,APPROVE,UNFAVORABLE,BUSH,YES,DOLE,WORSE,APP/UNFAV,INDEPEND,OTHERCHRIST,15-30K,CONSERV,65+,STATE,JACKSON/DELT,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.467
STATE ONLY,25.0,21.0,35.0,THIRD CALL,60-64,WHITE,MALE,BUSH,LOTT,APPROVE,FAVORABLE,BUSH,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,50-75K,MODERATE,18-64,STATE,JACKSON/DELT,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.498
STATE ONLY,25.0,21.0,36.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,LOTT,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,INDEPEND,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,JACKSON/DELT,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,0.793
STATE ONLY,25.0,21.0,37.0,THIRD CALL,50-59,WHITE,MALE,BUSH,LOTT,APPROVE,UNFAVORABLE,BUSH,NO,DOLE,WORSE,APP/UNFAV,REPUBLCN,PROTESTANT,75-100K,MODERATE,18-64,STATE,JACKSON/DELT,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.442
STATE ONLY,25.0,21.0,38.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,JACKSON/DELT,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.41300000000000003
STATE ONLY,25.0,21.0,39.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,OMITS,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,STATE,JACKSON/DELT,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.41300000000000003
STATE ONLY,25.0,21.0,40.0,THIRD CALL,30-39,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,CONSERV,18-64,STATE,JACKSON/DELT,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.442
STATE ONLY,25.0,21.0,41.0,THIRD CALL,25-29,WHITE,MALE,GORE,LOTT,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,PROTESTANT,50-75K,MODERATE,18-64,STATE,JACKSON/DELT,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,0.85
STATE ONLY,25.0,21.0,42.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,MODERATE,18-64,STATE,JACKSON/DELT,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.41300000000000003
STATE ONLY,25.0,21.0,43.0,THIRD CALL,65-74,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,MODERATE,65+,STATE,JACKSON/DELT,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.498
STATE ONLY,25.0,21.0,44.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,JACKSON/DELT,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.41300000000000003
STATE ONLY,25.0,21.0,45.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,CONSERV,18-64,STATE,JACKSON/DELT,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.41300000000000003
STATE ONLY,25.0,21.0,46.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,DEMOCRAT,PROTESTANT,30-50K,MODERATE,18-64,STATE,JACKSON/DELT,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.641
STATE ONLY,25.0,21.0,47.0,THIRD CALL,45-49,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,OVER100K,MODERATE,18-64,STATE,JACKSON/DELT,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.442
STATE ONLY,25.0,21.0,48.0,THIRD CALL,30-39,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,PEROT,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,JACKSON/DELT,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.442
NATIONAL WHITE,25.0,24.0,1.0,FIRST CALL,25-29,BLACK,MALE,GORE,OTHER,APPROVE,FAVORABLE,GORE,YES,NOVOTE,BETTER,APP/FAV,DEMOCRAT,ELSE,75-100K,CONSERV,18-64,NATIONAL,OTHERURBAN,18-29,25-29,DEMOCRAT,25-29,OTHER,,,2.317
NATIONAL WHITE,25.0,24.0,2.0,FIRST CALL,75+,WHITE,FEMALE,GORE,LOTT,APPROVE,FAVORABLE,GORE,NO,CLINTON,WORSE,APP/FAV,DEMOCRAT,PROTESTANT,LESS15K,MODERATE,65+,NATIONAL,OTHERURBAN,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.987
NATIONAL WHITE,25.0,24.0,3.0,FIRST CALL,75+,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,LESS15K,MODERATE,65+,NATIONAL,OTHERURBAN,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.791
NATIONAL WHITE,25.0,24.0,4.0,FIRST CALL,30-39,BLACK,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,NONE,50-75K,MODERATE,18-64,NATIONAL,OTHERURBAN,30-44,30-39,DEMOCRAT,30-39,NONE,,,0.512
NATIONAL WHITE,25.0,24.0,5.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,BROWN,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,SAME,APP/UNFAV,INDEPEND,PROTESTANT,15-30K,MODERATE,65+,NATIONAL,OTHERURBAN,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.769
NATIONAL YELLOW,25.0,24.0,6.0,FIRST CALL,50-59,WHITE,FEMALE,NADER,BROWN,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,LESS15K,LIBERAL,18-64,NATIONAL,OTHERURBAN,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,SOCIALSECUR,COMPLEXISSUE,0.31
NATIONAL YELLOW,25.0,24.0,7.0,FIRST CALL,18-24,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,NOVOTE,BETTER,APP/FAV,DEMOCRAT,ELSE,15-30K,CONSERV,18-64,NATIONAL,OTHERURBAN,18-29,18-24,DEMOCRAT,18-24,OTHER,ECON/JOBS,CARES,0.493
NATIONAL YELLOW,25.0,24.0,8.0,FIRST CALL,60-64,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,,MODERATE,18-64,NATIONAL,OTHERURBAN,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,SOCIALSECUR,CARES,0.74
NATIONAL YELLOW,25.0,24.0,9.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,MODERATE,18-64,NATIONAL,OTHERURBAN,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,TAXES,HONEST,0.526
NATIONAL YELLOW,25.0,24.0,10.0,FIRST CALL,18-24,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,ELSE,CATHOLIC,30-50K,MODERATE,18-64,NATIONAL,OTHERURBAN,18-29,18-24,IND/OTHER,18-24,CATHOLIC,TAXES,HONEST,0.529
NATIONAL GREY,25.0,24.0,11.0,FIRST CALL,30-39,WHITE,MALE,BUSH,LOTT,,,,,,,,REPUBLCN,,OVER100K,CONSERV,18-64,NATIONAL,OTHERURBAN,30-44,30-39,REPUBLICAN,30-39,,,,0.55
NATIONAL GREY,25.0,24.0,12.0,FIRST CALL,50-59,BLACK,MALE,GORE,BROWN,,,,,,,,DEMOCRAT,,15-30K,MODERATE,18-64,NATIONAL,OTHERURBAN,45-59,50-59,DEMOCRAT,50-64,,,,0.512
NATIONAL GREY,25.0,24.0,13.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,LOTT,,,,,,,,REPUBLCN,,75-100K,MODERATE,18-64,NATIONAL,OTHERURBAN,45-59,50-59,REPUBLICAN,50-64,,,,0.547
NATIONAL GREY,25.0,24.0,14.0,FIRST CALL,30-39,BLACK,MALE,GORE,BROWN,,,,,,,,DEMOCRAT,,15-30K,MODERATE,18-64,NATIONAL,OTHERURBAN,30-44,30-39,DEMOCRAT,30-39,,,,0.512
NATIONAL GREY,25.0,24.0,15.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,LOTT,,,,,,,,REPUBLCN,,15-30K,MODERATE,18-64,NATIONAL,OTHERURBAN,18-29,18-24,REPUBLICAN,18-24,,,,0.526
NATIONAL PINK,25.0,24.0,16.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,LOTT,,,,OMITS,,,,DEMOCRAT,OTHERCHRIST,,,18-64,NATIONAL,OTHERURBAN,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.656
NATIONAL PINK,25.0,24.0,17.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,OTHER,,,,NO,,,,INDEPEND,ELSE,15-30K,MODERATE,65+,NATIONAL,OTHERURBAN,60+,60+,IND/OTHER,65+,OTHER,,,3.597
NATIONAL PINK,25.0,24.0,18.0,FIRST CALL,50-59,WHITE,MALE,NADER,LOTT,,,,OMITS,,,,INDEPEND,PROTESTANT,50-75K,LIBERAL,18-64,NATIONAL,OTHERURBAN,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.402
NATIONAL PINK,25.0,24.0,19.0,FIRST CALL,45-49,BLACK,FEMALE,GORE,BROWN,,,,NO,,,,DEMOCRAT,PROTESTANT,50-75K,MODERATE,18-64,NATIONAL,OTHERURBAN,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.509
NATIONAL PINK,25.0,24.0,20.0,FIRST CALL,18-24,WHITE,MALE,BUSH,BROWN,,,,NO,,,,DEMOCRAT,NONE,LESS15K,MODERATE,18-64,NATIONAL,OTHERURBAN,18-29,18-24,DEMOCRAT,18-24,NONE,,,0.41000000000000003
NATIONAL WHITE,25.0,24.0,21.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,LOTT,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,NONE,LESS15K,LIBERAL,18-64,NATIONAL,OTHERURBAN,18-29,18-24,DEMOCRAT,18-24,NONE,,,0.658
NATIONAL WHITE,25.0,24.0,22.0,SECOND CALL,75+,WHITE,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,ELSE,PROTESTANT,15-30K,MODERATE,65+,NATIONAL,OTHERURBAN,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.769
NATIONAL WHITE,25.0,24.0,23.0,SECOND CALL,75+,WHITE,FEMALE,GORE,LOTT,APPROVE,OMITS,GORE,NO,CLINTON,BETTER,OMITS,DEMOCRAT,PROTESTANT,30-50K,LIBERAL,65+,NATIONAL,OTHERURBAN,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.987
NATIONAL YELLOW,25.0,24.0,24.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,LOTT,APPROVE,FAVORABLE,GORE,YES,PEROT,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,15-30K,MODERATE,18-64,NATIONAL,OTHERURBAN,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,SOCIALSECUR,EXPERIENCE,0.68
NATIONAL YELLOW,25.0,24.0,25.0,SECOND CALL,50-59,BLACK,MALE,GORE,BROWN,OMITS,OMITS,GORE,NO,CLINTON,SAME,OMITS,,,15-30K,MODERATE,18-64,NATIONAL,OTHERURBAN,45-59,50-59,,50-64,,OMITS,STRONGLEADER,0.512
NATIONAL YELLOW,25.0,24.0,26.0,SECOND CALL,30-39,BLACK,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,75-100K,MODERATE,18-64,NATIONAL,OTHERURBAN,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ECON/JOBS,COMPLEXISSUE,0.512
NATIONAL GREY,25.0,24.0,27.0,SECOND CALL,18-24,BLACK,FEMALE,GORE,BROWN,,,,,,,,DEMOCRAT,,15-30K,MODERATE,18-64,NATIONAL,OTHERURBAN,18-29,18-24,DEMOCRAT,18-24,,,,0.493
NATIONAL GREY,25.0,24.0,28.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,LOTT,,,,,,,,REPUBLCN,,50-75K,CONSERV,18-64,NATIONAL,OTHERURBAN,30-44,30-39,REPUBLICAN,30-39,,,,0.547
NATIONAL GREY,25.0,24.0,29.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,LOTT,,,,,,,,REPUBLCN,,50-75K,CONSERV,18-64,NATIONAL,OTHERURBAN,30-44,40-49,REPUBLICAN,40-49,,,,0.547
NATIONAL PINK,25.0,24.0,30.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,LOTT,,,,YES,,,,REPUBLCN,OTHERCHRIST,50-75K,CONSERV,18-64,NATIONAL,OTHERURBAN,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.526
NATIONAL PINK,25.0,24.0,31.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,LOTT,,,,YES,,,,REPUBLCN,OTHERCHRIST,15-30K,CONSERV,18-64,NATIONAL,OTHERURBAN,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.526
NATIONAL PINK,25.0,24.0,32.0,SECOND CALL,18-24,BLACK,FEMALE,GORE,BROWN,,,,NO,,,,DEMOCRAT,OTHERCHRIST,15-30K,LIBERAL,18-64,NATIONAL,OTHERURBAN,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.493
NATIONAL WHITE,25.0,24.0,33.0,THIRD CALL,18-24,OTHER,FEMALE,BUSH,LOTT,APPROVE,OMITS,GORE,NO,CLINTON,BETTER,OMITS,INDEPEND,NONE,15-30K,LIBERAL,18-64,NATIONAL,OTHERURBAN,18-29,18-24,IND/OTHER,18-24,NONE,,,0.526
NATIONAL WHITE,25.0,24.0,34.0,THIRD CALL,18-24,WHITE,MALE,BUSH,LOTT,APPROVE,UNFAVORABLE,BUSH,YES,NOVOTE,BETTER,APP/UNFAV,REPUBLCN,CATHOLIC,75-100K,LIBERAL,18-64,NATIONAL,OTHERURBAN,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,0.529
NATIONAL WHITE,25.0,24.0,35.0,THIRD CALL,18-24,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,15-30K,MODERATE,18-64,NATIONAL,OTHERURBAN,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,0.529
NATIONAL WHITE,25.0,24.0,36.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,LOTT,APPROVE,FAVORABLE,GORE,NO,NOVOTE,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,75-100K,LIBERAL,18-64,NATIONAL,OTHERURBAN,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.658
NATIONAL WHITE,25.0,24.0,37.0,THIRD CALL,25-29,WHITE,FEMALE,OTHER,,APPROVE,FAVORABLE,GORE,NO,NOVOTE,SAME,APP/FAV,INDEPEND,ELSE,LESS15K,,18-64,NATIONAL,OTHERURBAN,18-29,25-29,IND/OTHER,25-29,OTHER,,,0.538
NATIONAL YELLOW,25.0,24.0,38.0,THIRD CALL,25-29,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,30-50K,MODERATE,18-64,NATIONAL,OTHERURBAN,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,TAXES,STRONGLEADER,0.529
NATIONAL YELLOW,25.0,24.0,39.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,LOTT,APPROVE,UNFAVORABLE,BUSH,NO,NOVOTE,BETTER,APP/UNFAV,INDEPEND,NONE,30-50K,MODERATE,18-64,NATIONAL,OTHERURBAN,18-29,18-24,IND/OTHER,18-24,NONE,TAXES,COMPLEXISSUE,0.526
NATIONAL YELLOW,25.0,24.0,40.0,THIRD CALL,45-49,BLACK,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,ELSE,PROTESTANT,50-75K,MODERATE,18-64,NATIONAL,OTHERURBAN,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,ECON/JOBS,COMPLEXISSUE,0.512
NATIONAL YELLOW,25.0,24.0,41.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,LOTT,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,LESS15K,,18-64,NATIONAL,OTHERURBAN,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,SOCIALSECUR,COMPLEXISSUE,0.656
NATIONAL YELLOW,25.0,24.0,42.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,NATIONAL,OTHERURBAN,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,SOCIALSECUR,EXPERIENCE,0.526
NATIONAL GREY,25.0,24.0,43.0,THIRD CALL,65-74,WHITE,FEMALE,,LOTT,,,,,,,,REPUBLCN,,,MODERATE,65+,NATIONAL,OTHERURBAN,60+,60+,REPUBLICAN,65+,,,,0.86
NATIONAL GREY,25.0,24.0,44.0,THIRD CALL,75+,WHITE,FEMALE,BUSH,LOTT,,,,,,,,REPUBLCN,,LESS15K,CONSERV,65+,NATIONAL,OTHERURBAN,60+,60+,REPUBLICAN,65+,,,,0.791
NATIONAL GREY,25.0,24.0,45.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,LOTT,,,,,,,,DEMOCRAT,,LESS15K,MODERATE,18-64,NATIONAL,OTHERURBAN,18-29,18-24,DEMOCRAT,18-24,,,,0.634
NATIONAL GREY,25.0,24.0,46.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,LOTT,,,,,,,,ELSE,,15-30K,MODERATE,18-64,NATIONAL,OTHERURBAN,45-59,50-59,IND/OTHER,50-64,,,,0.547
NATIONAL PINK,25.0,24.0,47.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,BROWN,,,,NO,,,,DEMOCRAT,OTHERCHRIST,50-75K,MODERATE,18-64,NATIONAL,OTHERURBAN,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.493
NATIONAL PINK,25.0,24.0,48.0,THIRD CALL,30-39,BLACK,MALE,BUSH,LOTT,,,,NO,,,,DEMOCRAT,PROTESTANT,30-50K,LIBERAL,18-64,NATIONAL,OTHERURBAN,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.527
NATIONAL PINK,25.0,24.0,49.0,THIRD CALL,45-49,WHITE,MALE,BUSH,LOTT,,,,NO,,,,REPUBLCN,CATHOLIC,30-50K,MODERATE,18-64,NATIONAL,OTHERURBAN,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,0.55
NATIONAL PINK,25.0,24.0,50.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,LOTT,,,,YES,,,,REPUBLCN,OTHERCHRIST,30-50K,MODERATE,18-64,NATIONAL,OTHERURBAN,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.526
STATE ONLY,25.0,29.0,1.0,FIRST CALL,25-29,BLACK,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,JACKSON/DELT,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.427
