VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,X6VOTE,UNION4,FINSIT,JOBPERS,WORK,GOV98MN,PARTYID,ISQUASEN,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,UNFAIRMN,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,TRACK,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
STATE ONLY,24.0,44.0,35.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,DAYTON,DISAPPR,UNFAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,COMPLEXISSUE,CLINTON,NONE,BETTER,DIS/UNFAV,YES,HUMPHREY,DEMOCRAT,ISSUES,SUBURBS,POSTGRAD,CATHOLIC,ONCEAWEEK,50-75K,NO,NO,LIBERAL,18-64,OTHRPROGRAMS,GRAMSDID,STATE,COMPLETE,MINNEAPOLIS,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,RIGHTDIR,OMITS,BOTH,ISSUES,,,0.226
STATE ONLY,24.0,44.0,36.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,GRAMS,APPROVE,FAVORABLE,BUSH,MORE,SUBURBS,MEDICARE/RX,CARES,CLINTON,NONE,BETTER,APP/FAV,YES,NOVOTE,INDEPEND,PERSONALQUAL,SUBURBS,SOMCOL/ASSOC,CATHOLIC,NEVER,30-50K,NO,NO,MODERATE,18-64,SOCIALSECURI,NEITHERDID,STATE,COMPLETE,MINNEAPOLIS,60+,60+,IND/OTHER,50-64,CATHOLIC,RIGHTDIR,BOTH,NEITHER,ISSUES,,,0.332
STATE ONLY,24.0,44.0,37.0,THIRD CALL,30-39,OTHER,FEMALE,GORE,,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,STRONGLEADER,CLINTON,NONE,SAME,APP/UNFAV,YES,NOVOTE,DEMOCRAT,PERSONALQUAL,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,30-50K,NO,YES,LIBERAL,18-64,CUTFEDINCTAX,BOTHDID,STATE,COMPLETE,MINNEAPOLIS,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,WRONGTRACK,BOTH,ONLYBUSH,ISSUES,,,0.223
STATE ONLY,24.0,44.0,38.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,DAYTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,HONEST,CLINTON,NONE,BETTER,APP/FAV,YES,NOVOTE,DEMOCRAT,ISSUES,SUBURBS,POSTGRAD,PROTESTANT,MORETHAN1AWK,75-100K,NO,NO,MODERATE,18-64,SOCIALSECURI,GRAMSDID,STATE,COMPLETE,MINNEAPOLIS,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,RIGHTDIR,ONLYGORE,ONLYGORE,ISSUES,,,0.229
STATE ONLY,24.0,44.0,39.0,THIRD CALL,50-59,WHITE,MALE,GORE,DAYTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,STRONGLEADER,CLINTON,NONE,BETTER,APP/FAV,YES,HUMPHREY,DEMOCRAT,ISSUES,SUBURBS,POSTGRAD,PROTESTANT,ONCEAWEEK,50-75K,NO,NO,LIBERAL,18-64,REDUCNATDEBT,GRAMSDID,STATE,COMPLETE,MINNEAPOLIS,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,RIGHTDIR,ONLYGORE,BOTH,PERSONALQUAL,,,0.26
STATE ONLY,24.0,44.0,40.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,GRAMS,APPROVE,UNFAVORABLE,BUSH,MORE,SUBURBS,ECON/JOBS,STRONGLEADER,DOLE,NONE,BETTER,APP/UNFAV,YES,NOVOTE,REPUBLCN,ISSUES,SUBURBS,COLGRAD,CATHOLIC,AFEWAMONTH,OVER100K,NO,NO,MODERATE,18-64,REDUCNATDEBT,BOTHDID,STATE,COMPLETE,MINNEAPOLIS,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,RIGHTDIR,ONLYBUSH,ONLYGORE,ISSUES,,,0.22
STATE ONLY,24.0,44.0,41.0,THIRD CALL,18-24,WHITE,MALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,EXPERIENCE,NOVOTE,NONE,BETTER,DIS/UNFAV,YES,NOVOTE,REPUBLCN,ISSUES,SUBURBS,COLGRAD,OTHERCHRIST,AFEWAYEAR,50-75K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,BOTHDID,STATE,COMPLETE,MINNEAPOLIS,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,RIGHTDIR,BOTH,ONLYGORE,ISSUES,,,0.256
STATE ONLY,24.0,44.0,42.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,DAYTON,APPROVE,UNFAVORABLE,BUSH,MORE,SUBURBS,ECON/JOBS,HONEST,NOVOTE,NONE,WORSE,APP/UNFAV,YES,NOVOTE,REPUBLCN,PERSONALQUAL,SUBURBS,COLGRAD,CATHOLIC,AFEWAMONTH,15-30K,NO,NO,MODERATE,18-64,SOCIALSECURI,BOTHDID,STATE,COMPLETE,MINNEAPOLIS,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,RIGHTDIR,BOTH,BOTH,PERSONALQUAL,,,0.219
STATE ONLY,24.0,44.0,43.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,DAYTON,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,COMPLEXISSUE,CLINTON,NONE,BETTER,APP/UNFAV,YES,COLEMAN,REPUBLCN,ISSUES,SUBURBS,COLGRAD,ELSE,ONCEAWEEK,75-100K,NO,NO,MODERATE,18-64,REDUCNATDEBT,BOTHDID,STATE,COMPLETE,MINNEAPOLIS,45-59,50-59,REPUBLICAN,50-64,OTHER,RIGHTDIR,ONLYGORE,BOTH,ISSUES,,,0.226
STATE ONLY,24.0,44.0,44.0,THIRD CALL,30-39,WHITE,MALE,BUSH,GIBSON,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,LIKEABLE,CLINTON,NONE,BETTER,APP/UNFAV,YES,VENTURA,DEMOCRAT,PERSONALQUAL,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,15-30K,NO,NO,LIBERAL,18-64,CUTFEDINCTAX,NEITHERDID,STATE,COMPLETE,MINNEAPOLIS,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,RIGHTDIR,ONLYBUSH,BOTH,ISSUES,,,0.168
STATE ONLY,24.0,47.0,1.0,FIRST CALL,30-39,WHITE,FEMALE,NADER,GIBSON,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,CARES,PEROT,NONE,BETTER,APP/UNFAV,NO,VENTURA,REPUBLCN,PERSONALQUAL,SUBURBS,POSTGRAD,PROTESTANT,ONCEAWEEK,OVER100K,YES,YES,MODERATE,18-64,SOCIALSECURI,BOTHDID,STATE,COMPLETE,MINNEAPOLIS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,RIGHTDIR,BOTH,BOTH,PERSONALQUAL,,,1.1480000000000001
STATE ONLY,24.0,47.0,2.0,FIRST CALL,65-74,WHITE,MALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,DOLE,NONE,SAME,DIS/UNFAV,NO,VENTURA,REPUBLCN,ISSUES,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,MODERATE,65+,CUTFEDINCTAX,BOTHDID,STATE,COMPLETE,MINNEAPOLIS,60+,60+,REPUBLICAN,65+,PROT/CHRIST,RIGHTDIR,BOTH,ONLYGORE,ISSUES,,,2.231
STATE ONLY,24.0,47.0,3.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,DAYTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,EDUCATION,STRONGLEADER,CLINTON,ME,BETTER,APP/FAV,YES,HUMPHREY,DEMOCRAT,ISSUES,SUBURBS,POSTGRAD,PROTESTANT,MORETHAN1AWK,OVER100K,YES,NO,LIBERAL,18-64,SOCIALSECURI,GRAMSDID,STATE,COMPLETE,MINNEAPOLIS,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,RIGHTDIR,ONLYGORE,ONLYBUSH,ISSUES,,,1.307
STATE ONLY,24.0,47.0,4.0,FIRST CALL,50-59,WHITE,MALE,GORE,DAYTON,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,EDUCATION,EXPERIENCE,CLINTON,NONE,BETTER,APP/UNFAV,YES,VENTURA,INDEPEND,ISSUES,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,30-50K,NO,NO,LIBERAL,18-64,SOCIALSECURI,BOTHDID,STATE,COMPLETE,MINNEAPOLIS,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,RIGHTDIR,ONLYGORE,BOTH,ISSUES,,,1.508
STATE ONLY,24.0,47.0,5.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,STRONGLEADER,DOLE,NONE,SAME,DIS/UNFAV,YES,COLEMAN,REPUBLCN,PERSONALQUAL,SUBURBS,COLGRAD,CATHOLIC,AFEWAMONTH,OVER100K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,DAYTONDID,STATE,COMPLETE,MINNEAPOLIS,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,WRONGTRACK,ONLYBUSH,ONLYGORE,ISSUES,,,1.164
STATE ONLY,24.0,47.0,6.0,FIRST CALL,50-59,WHITE,MALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,DOLE,NONE,BETTER,DIS/UNFAV,YES,COLEMAN,REPUBLCN,PERSONALQUAL,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,OVER100K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,DAYTONDID,STATE,COMPLETE,MINNEAPOLIS,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,RIGHTDIR,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,1.341
STATE ONLY,24.0,47.0,7.0,FIRST CALL,30-39,WHITE,MALE,GORE,DAYTON,APPROVE,FAVORABLE,GORE,OMITS,SUBURBS,OMITS,OMITS,CLINTON,NONE,BETTER,APP/FAV,YES,NOVOTE,INDEPEND,ISSUES,SUBURBS,COLGRAD,OTHERCHRIST,AFEWAYEAR,50-75K,YES,NO,MODERATE,18-64,SOCIALSECURI,OMITS,STATE,COMPLETE,MINNEAPOLIS,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,RIGHTDIR,NEITHER,BOTH,ISSUES,,,1.508
STATE ONLY,24.0,47.0,8.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,DAYTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,COMPLEXISSUE,CLINTON,NONE,BETTER,APP/FAV,YES,VENTURA,INDEPEND,ISSUES,SUBURBS,COLGRAD,PROTESTANT,AFEWAMONTH,50-75K,YES,YES,LIBERAL,18-64,REDUCNATDEBT,BOTHDID,STATE,COMPLETE,MINNEAPOLIS,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,RIGHTDIR,ONLYGORE,BOTH,ISSUES,,,1.307
STATE ONLY,24.0,47.0,9.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,DAYTON,OMITS,OMITS,OMITS,OMITS,SUBURBS,OMITS,OMITS,OMITS,NONE,OMITS,,,HUMPHREY,,OMITS,SUBURBS,,,OMITS,,,,,65+,OMITS,OMITS,STATE,NOTCOMPLETE,MINNEAPOLIS,60+,60+,,65+,,WRONGTRACK,OMITS,OMITS,OMITS,,,2.172
STATE ONLY,24.0,47.0,10.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,OMITS,SUBURBS,WORLDAFFAIRS,STRONGLEADER,CLINTON,NONE,SAME,DIS/UNFAV,YES,COLEMAN,REPUBLCN,PERSONALQUAL,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,50-75K,NO,YES,MODERATE,18-64,REDUCNATDEBT,BOTHDID,STATE,COMPLETE,MINNEAPOLIS,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,RIGHTDIR,ONLYBUSH,BOTH,PERSONALQUAL,,,1.164
STATE ONLY,24.0,47.0,11.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,HONEST,DOLE,NONE,SAME,DIS/UNFAV,NO,COLEMAN,REPUBLCN,PERSONALQUAL,SUBURBS,HSGRAD,PROTESTANT,ONCEAWEEK,30-50K,YES,NO,MODERATE,65+,SOCIALSECURI,OMITS,STATE,COMPLETE,MINNEAPOLIS,60+,60+,REPUBLICAN,65+,PROT/CHRIST,WRONGTRACK,BOTH,ONLYGORE,PERSONALQUAL,,,1.932
STATE ONLY,24.0,47.0,12.0,SECOND CALL,30-39,WHITE,MALE,GORE,GRAMS,DISAPPR,UNFAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,EXPERIENCE,PEROT,ME,BETTER,DIS/UNFAV,YES,COLEMAN,REPUBLCN,ISSUES,SUBURBS,COLGRAD,PROTESTANT,AFEWAMONTH,OVER100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,DAYTONDID,STATE,COMPLETE,MINNEAPOLIS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,RIGHTDIR,BOTH,BOTH,ISSUES,,,1.5230000000000001
STATE ONLY,24.0,47.0,13.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,GRAMS,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,HONEST,PEROT,ME,BETTER,APP/UNFAV,YES,COLEMAN,REPUBLCN,ISSUES,SUBURBS,COLGRAD,CATHOLIC,MORETHAN1AWK,50-75K,YES,NO,CONSERV,18-64,REDUCNATDEBT,BOTHDID,STATE,COMPLETE,MINNEAPOLIS,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,RIGHTDIR,ONLYBUSH,OMITS,PERSONALQUAL,,,1.164
STATE ONLY,24.0,47.0,14.0,SECOND CALL,45-49,WHITE,MALE,GORE,DAYTON,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,TAXES,COMPLEXISSUE,CLINTON,ME,SAME,APP/UNFAV,YES,VENTURA,INDEPEND,PERSONALQUAL,SUBURBS,SOMCOL/ASSOC,ELSE,AFEWAMONTH,50-75K,NO,NO,MODERATE,18-64,REDUCNATDEBT,NEITHERDID,STATE,COMPLETE,MINNEAPOLIS,45-59,40-49,IND/OTHER,40-49,OTHER,WRONGTRACK,ONLYGORE,ONLYBUSH,ISSUES,,,1.508
STATE ONLY,24.0,47.0,15.0,SECOND CALL,30-39,WHITE,MALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,HEALTHCARE,HONEST,DOLE,NONE,SAME,DIS/UNFAV,YES,COLEMAN,REPUBLCN,ISSUES,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,50-75K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,DAYTONDID,STATE,COMPLETE,MINNEAPOLIS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,WRONGTRACK,ONLYBUSH,ONLYGORE,ISSUES,,,1.341
STATE ONLY,24.0,47.0,16.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,DAYTON,OMITS,OMITS,OMITS,LESS,SUBURBS,MEDICARE/RX,GOODJUDGMENT,OMITS,NONE,OMITS,,,OMITS,,PERSONALQUAL,SUBURBS,,,OMITS,,,,,65+,OMITS,GRAMSDID,STATE,NOTCOMPLETE,MINNEAPOLIS,60+,60+,,65+,,RIGHTDIR,OMITS,OMITS,OMITS,,,1.913
STATE ONLY,24.0,47.0,17.0,SECOND CALL,45-49,WHITE,MALE,GORE,DAYTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,CARES,CLINTON,ME,SAME,APP/FAV,YES,VENTURA,DEMOCRAT,PERSONALQUAL,SUBURBS,COLGRAD,NONE,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,BOTHDID,STATE,COMPLETE,MINNEAPOLIS,45-59,40-49,DEMOCRAT,40-49,NONE,RIGHTDIR,ONLYGORE,ONLYBUSH,ISSUES,,,1.508
STATE ONLY,24.0,47.0,18.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,DAYTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,HONEST,CLINTON,NONE,SAME,APP/FAV,NO,VENTURA,DEMOCRAT,ISSUES,SUBURBS,SOMCOL/ASSOC,NONE,AFEWAYEAR,50-75K,YES,NO,MODERATE,18-64,REDUCNATDEBT,NEITHERDID,STATE,COMPLETE,MINNEAPOLIS,30-44,40-49,DEMOCRAT,40-49,NONE,RIGHTDIR,ONLYGORE,ONLYBUSH,ISSUES,,,1.307
STATE ONLY,24.0,47.0,19.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,DAYTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,MEDICARE/RX,EXPERIENCE,CLINTON,NONE,BETTER,APP/FAV,NO,HUMPHREY,INDEPEND,ISSUES,SUBURBS,COLGRAD,CATHOLIC,MORETHAN1AWK,50-75K,YES,NO,LIBERAL,65+,SOCIALSECURI,GRAMSDID,STATE,COMPLETE,MINNEAPOLIS,60+,60+,IND/OTHER,65+,CATHOLIC,RIGHTDIR,ONLYGORE,BOTH,ISSUES,,,2.172
STATE ONLY,24.0,47.0,20.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,DAYTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,COMPLEXISSUE,CLINTON,NONE,BETTER,APP/FAV,YES,HUMPHREY,DEMOCRAT,ISSUES,SUBURBS,COLGRAD,PROTESTANT,AFEWAMONTH,OVER100K,YES,YES,LIBERAL,18-64,OTHRPROGRAMS,NEITHERDID,STATE,COMPLETE,MINNEAPOLIS,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,RIGHTDIR,ONLYGORE,ONLYBUSH,ISSUES,,,1.307
STATE ONLY,24.0,47.0,21.0,SECOND CALL,30-39,WHITE,MALE,BUSH,GRAMS,APPROVE,FAVORABLE,BUSH,LESS,SUBURBS,OMITS,OMITS,CLINTON,ME,BETTER,APP/FAV,YES,VENTURA,DEMOCRAT,ISSUES,SUBURBS,HSGRAD,CATHOLIC,AFEWAYEAR,15-30K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,BOTHDID,STATE,COMPLETE,MINNEAPOLIS,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,RIGHTDIR,BOTH,BOTH,ISSUES,,,1.341
STATE ONLY,24.0,47.0,22.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,COMPLEXISSUE,NOVOTE,NONE,BETTER,DIS/UNFAV,YES,NOVOTE,REPUBLCN,PERSONALQUAL,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,,NO,NO,CONSERV,18-64,REDUCNATDEBT,BOTHDID,STATE,COMPLETE,MINNEAPOLIS,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,RIGHTDIR,ONLYBUSH,ONLYBUSH,ISSUES,,,1.164
STATE ONLY,24.0,47.0,23.0,THIRD CALL,30-39,WHITE,MALE,BUSH,GRAMS,APPROVE,FAVORABLE,BUSH,LESS,SUBURBS,TAXES,STRONGLEADER,DOLE,NONE,BETTER,APP/FAV,YES,COLEMAN,REPUBLCN,OMITS,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,OVER100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,BOTHDID,STATE,COMPLETE,MINNEAPOLIS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,RIGHTDIR,BOTH,BOTH,ISSUES,,,1.341
STATE ONLY,24.0,47.0,24.0,THIRD CALL,30-39,HISP,FEMALE,GORE,DAYTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,CARES,CLINTON,NONE,BETTER,APP/FAV,YES,NOVOTE,DEMOCRAT,ISSUES,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,15-30K,NO,YES,LIBERAL,18-64,SOCIALSECURI,GRAMSDID,STATE,COMPLETE,MINNEAPOLIS,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,RIGHTDIR,ONLYGORE,ONLYBUSH,ISSUES,,,1.331
STATE ONLY,24.0,47.0,25.0,THIRD CALL,40-44,WHITE,MALE,BUSH,DAYTON,DISAPPR,OMITS,BUSH,MORE,SUBURBS,TAXES,OMITS,PEROT,NONE,SAME,OMITS,YES,VENTURA,INDEPEND,OMITS,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,30-50K,NO,NO,CONSERV,18-64,SOCIALSECURI,OMITS,STATE,COMPLETE,MINNEAPOLIS,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,WRONGTRACK,NEITHER,BOTH,OMITS,,,1.328
STATE ONLY,24.0,47.0,26.0,THIRD CALL,30-39,WHITE,MALE,NADER,GIBSON,OMITS,OMITS,OMITS,LESS,SUBURBS,TAXES,HONEST,OMITS,NONE,OMITS,,,VENTURA,,ISSUES,SUBURBS,,,OMITS,,,,,18-64,OMITS,BOTHDID,STATE,NOTCOMPLETE,MINNEAPOLIS,30-44,30-39,,30-39,,RIGHTDIR,OMITS,OMITS,OMITS,,,1.324
STATE ONLY,24.0,47.0,27.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,DAYTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,COMPLEXISSUE,CLINTON,NONE,BETTER,APP/FAV,YES,HUMPHREY,REPUBLCN,PERSONALQUAL,SUBURBS,POSTGRAD,JEWISH,AFEWAMONTH,50-75K,YES,NO,MODERATE,18-64,OTHRPROGRAMS,GRAMSDID,STATE,COMPLETE,MINNEAPOLIS,60+,60+,REPUBLICAN,50-64,JEWISH,RIGHTDIR,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,2.172
STATE ONLY,24.0,47.0,28.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,STRONGLEADER,CLINTON,SOMEONEELSE,BETTER,DIS/UNFAV,YES,VENTURA,ELSE,ISSUES,SUBURBS,COLGRAD,CATHOLIC,AFEWAYEAR,,YES,NO,CONSERV,18-64,CUTFEDINCTAX,OMITS,STATE,COMPLETE,MINNEAPOLIS,45-59,40-49,IND/OTHER,40-49,CATHOLIC,OMITS,OMITS,BOTH,ISSUES,,,1.164
STATE ONLY,24.0,47.0,29.0,THIRD CALL,18-24,HISP,MALE,BUSH,GRAMS,OMITS,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,NOVOTE,NONE,BETTER,OMITS,NO,NOVOTE,REPUBLCN,PERSONALQUAL,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,OVER100K,NO,YES,CONSERV,18-64,CUTFEDINCTAX,OMITS,STATE,COMPLETE,MINNEAPOLIS,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,RIGHTDIR,BOTH,ONLYGORE,PERSONALQUAL,,,1.5090000000000001
STATE ONLY,24.0,47.0,30.0,THIRD CALL,18-24,HISP,FEMALE,GORE,DAYTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,EDUCATION,CARES,NOVOTE,NONE,BETTER,APP/FAV,NO,NOVOTE,DEMOCRAT,PERSONALQUAL,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,15-30K,YES,YES,MODERATE,18-64,SOCIALSECURI,NEITHERDID,STATE,COMPLETE,MINNEAPOLIS,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,RIGHTDIR,ONLYGORE,BOTH,ISSUES,,,1.467
STATE ONLY,24.0,47.0,31.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,DAYTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,CARES,CLINTON,NONE,BETTER,APP/FAV,YES,COLEMAN,DEMOCRAT,PERSONALQUAL,SUBURBS,COLGRAD,OTHERCHRIST,AFEWAYEAR,50-75K,NO,YES,LIBERAL,18-64,CUTFEDINCTAX,BOTHDID,STATE,COMPLETE,MINNEAPOLIS,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,RIGHTDIR,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,1.331
NATIONAL WHITE,24.0,53.0,1.0,FIRST CALL,60-64,WHITE,FEMALE,NADER,DAYTON,OMITS,OMITS,OMITS,LESS,SMCITY/RURAL,OMITS,CARES,OMITS,ME,OMITS,,YES,,,,RURAL,,,OMITS,,,,,18-64,,,NATIONAL,NOTCOMPLETE,DEMOCRAT,60+,60+,,50-64,,OMITS,,,OMITS,,,1.243
NATIONAL WHITE,24.0,53.0,2.0,FIRST CALL,40-44,WHITE,MALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,TAXES,HONEST,DOLE,ME,SAME,DIS/UNFAV,YES,,REPUBLCN,,RURAL,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,50-75K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,DEMOCRAT,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,RIGHTDIR,,,ISSUES,,,1.029
NATIONAL WHITE,24.0,53.0,3.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,MORE,SMCITY/RURAL,TAXES,CARES,CLINTON,ME,SAME,DIS/UNFAV,YES,,REPUBLCN,,RURAL,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,50-75K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,DEMOCRAT,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,RIGHTDIR,,,PERSONALQUAL,,,0.9410000000000001
NATIONAL YELLOW,24.0,53.0,4.0,FIRST CALL,50-59,WHITE,MALE,,,APPROVE,UNFAVORABLE,WOULDNOTVOTE,LESS,SMCITY/RURAL,EDUCATION,HONEST,OMITS,MEANDSOMEONE,WORSE,APP/UNFAV,NO,,INDEPEND,,RURAL,COLGRAD,OTHERCHRIST,ONCEAWEEK,50-75K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,DEMOCRAT,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,WRONGTRACK,,,PERSONALQUAL,EDUCATION,HONEST,1.161
