VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,X6VOTE,FINSIT,JOBPERS,PARTYID,RELIGION,INCOME,PHIL3,OVER65,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,12.0,6.0,1.0,FIRST CALL,50-59,OTHER,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,CATHOLIC,75-100K,MODERATE,18-64,STATE,HONOLULU,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.506
STATE ONLY,12.0,6.0,2.0,FIRST CALL,45-49,WHITE,MALE,BUSH,AKAKA,APPROVE,FAVORABLE,BUSH,CLINTON,SAME,APP/FAV,ELSE,OTHERCHRIST,75-100K,LIBERAL,18-64,STATE,HONOLULU,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.40700000000000003
STATE ONLY,12.0,6.0,3.0,FIRST CALL,75+,ASIAN,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,ELSE,50-75K,MODERATE,65+,STATE,HONOLULU,60+,60+,DEMOCRAT,65+,OTHER,,,0.704
STATE ONLY,12.0,6.0,4.0,FIRST CALL,,ASIAN,FEMALE,BUSH,AKAKA,APPROVE,FAVORABLE,BUSH,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,OVER100K,MODERATE,,STATE,HONOLULU,,,DEMOCRAT,,PROT/CHRIST,,,0.395
STATE ONLY,12.0,6.0,5.0,FIRST CALL,65-74,ASIAN,MALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,INDEPEND,CATHOLIC,50-75K,CONSERV,65+,STATE,HONOLULU,60+,60+,IND/OTHER,65+,CATHOLIC,,,0.614
STATE ONLY,12.0,6.0,6.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,AKAKA,APPROVE,UNFAVORABLE,GORE,CLINTON,SAME,APP/UNFAV,INDEPEND,CATHOLIC,50-75K,LIBERAL,18-64,STATE,HONOLULU,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,0.491
STATE ONLY,12.0,6.0,7.0,FIRST CALL,40-44,HISP,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,HONOLULU,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.35000000000000003
STATE ONLY,12.0,6.0,8.0,FIRST CALL,75+,WHITE,FEMALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,MODERATE,65+,STATE,HONOLULU,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.598
STATE ONLY,12.0,6.0,9.0,FIRST CALL,45-49,ASIAN,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,REPUBLCN,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,HONOLULU,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.506
STATE ONLY,12.0,6.0,10.0,FIRST CALL,65-74,ASIAN,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,65+,STATE,HONOLULU,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.704
STATE ONLY,12.0,6.0,11.0,FIRST CALL,40-44,ASIAN,MALE,BUSH,CARROLL,APPROVE,UNFAVORABLE,BUSH,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,OTHERCHRIST,OVER100K,MODERATE,18-64,STATE,HONOLULU,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.44
STATE ONLY,12.0,6.0,12.0,FIRST CALL,18-24,ASIAN,MALE,BUCHANAN,AKAKA,APPROVE,FAVORABLE,GORE,NOVOTE,SAME,APP/FAV,DEMOCRAT,NONE,75-100K,MODERATE,18-64,STATE,HONOLULU,18-29,18-24,DEMOCRAT,18-24,NONE,,,0.16
STATE ONLY,12.0,6.0,13.0,FIRST CALL,50-59,WHITE,MALE,BUSH,CARROLL,APPROVE,UNFAVORABLE,BUSH,DOLE,SAME,APP/UNFAV,REPUBLCN,OTHERCHRIST,OVER100K,MODERATE,18-64,STATE,HONOLULU,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.44
STATE ONLY,12.0,6.0,14.0,FIRST CALL,65-74,ASIAN,MALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,ELSE,75-100K,CONSERV,65+,STATE,HONOLULU,60+,60+,REPUBLICAN,65+,OTHER,,,0.614
STATE ONLY,12.0,6.0,15.0,FIRST CALL,45-49,WHITE,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,INDEPEND,CATHOLIC,OVER100K,MODERATE,18-64,STATE,HONOLULU,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,0.506
STATE ONLY,12.0,6.0,16.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,AKAKA,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,OVER100K,LIBERAL,18-64,STATE,HONOLULU,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.491
STATE ONLY,12.0,6.0,17.0,SECOND CALL,30-39,ASIAN,MALE,BUSH,CARROLL,APPROVE,UNFAVORABLE,BUSH,DOLE,BETTER,APP/UNFAV,REPUBLCN,OTHERCHRIST,OVER100K,MODERATE,18-64,STATE,HONOLULU,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.44
STATE ONLY,12.0,6.0,18.0,SECOND CALL,60-64,ASIAN,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,CATHOLIC,LESS15K,MODERATE,18-64,STATE,HONOLULU,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,0.685
STATE ONLY,12.0,6.0,19.0,SECOND CALL,65-74,ASIAN,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,INDEPEND,PROTESTANT,30-50K,MODERATE,65+,STATE,HONOLULU,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.685
STATE ONLY,12.0,6.0,20.0,SECOND CALL,75+,ASIAN,FEMALE,BUSH,,OMITS,OMITS,BUSH,CLINTON,SAME,OMITS,INDEPEND,PROTESTANT,LESS15K,CONSERV,65+,STATE,HONOLULU,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.5740000000000001
STATE ONLY,12.0,6.0,21.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,AKAKA,APPROVE,UNFAVORABLE,GORE,CLINTON,SAME,APP/UNFAV,INDEPEND,PROTESTANT,50-75K,LIBERAL,18-64,STATE,HONOLULU,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,0.685
STATE ONLY,12.0,6.0,22.0,SECOND CALL,45-49,OTHER,MALE,BUSH,AKAKA,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,PEROT,SAME,DIS/UNFAV,INDEPEND,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,HONOLULU,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.40700000000000003
STATE ONLY,12.0,6.0,23.0,SECOND CALL,18-24,,MALE,BUSH,AKAKA,APPROVE,FAVORABLE,BUSH,DOLE,BETTER,APP/FAV,REPUBLCN,CATHOLIC,,MODERATE,18-64,STATE,HONOLULU,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,0.443
STATE ONLY,12.0,6.0,24.0,SECOND CALL,40-44,OTHER,MALE,GORE,AKAKA,OMITS,OMITS,GORE,CLINTON,BETTER,OMITS,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,HONOLULU,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.506
STATE ONLY,12.0,6.0,25.0,SECOND CALL,45-49,WHITE,MALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,STATE,HONOLULU,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.44
STATE ONLY,12.0,6.0,26.0,SECOND CALL,30-39,OTHER,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,CATHOLIC,50-75K,MODERATE,18-64,STATE,HONOLULU,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.506
STATE ONLY,12.0,6.0,27.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,JEWISH,OVER100K,LIBERAL,18-64,STATE,HONOLULU,45-59,40-49,DEMOCRAT,40-49,JEWISH,,,0.491
STATE ONLY,12.0,6.0,28.0,SECOND CALL,18-24,ASIAN,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,75-100K,MODERATE,18-64,STATE,HONOLULU,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.545
STATE ONLY,12.0,6.0,29.0,SECOND CALL,30-39,ASIAN,MALE,NADER,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,INDEPEND,NONE,30-50K,LIBERAL,18-64,STATE,HONOLULU,30-44,30-39,IND/OTHER,30-39,NONE,,,0.385
STATE ONLY,12.0,6.0,30.0,SECOND CALL,40-44,OTHER,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,,MODERATE,18-64,STATE,HONOLULU,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.41100000000000003
STATE ONLY,12.0,6.0,31.0,SECOND CALL,50-59,ASIAN,FEMALE,BUSH,AKAKA,APPROVE,FAVORABLE,BUSH,CLINTON,BETTER,APP/FAV,REPUBLCN,NONE,75-100K,MODERATE,18-64,STATE,HONOLULU,45-59,50-59,REPUBLICAN,50-64,NONE,,,0.395
STATE ONLY,12.0,6.0,32.0,SECOND CALL,50-59,ASIAN,,BUSH,,DISAPPR,UNFAVORABLE,OMITS,DOLE,SAME,DIS/UNFAV,,OTHERCHRIST,,,18-64,STATE,HONOLULU,45-59,50-59,,50-64,PROT/CHRIST,,,0.41100000000000003
STATE ONLY,12.0,6.0,33.0,SECOND CALL,45-49,OTHER,MALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,OVER100K,CONSERV,18-64,STATE,HONOLULU,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.44
STATE ONLY,12.0,6.0,34.0,SECOND CALL,65-74,ASIAN,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,INDEPEND,NONE,50-75K,MODERATE,65+,STATE,HONOLULU,60+,60+,IND/OTHER,65+,NONE,,,0.685
STATE ONLY,12.0,6.0,35.0,SECOND CALL,40-44,WHITE,MALE,GORE,OTHER,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,INDEPEND,NONE,50-75K,MODERATE,18-64,STATE,HONOLULU,30-44,40-49,IND/OTHER,40-49,NONE,,,1.171
STATE ONLY,12.0,6.0,36.0,SECOND CALL,75+,ASIAN,FEMALE,BUSH,AKAKA,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,30-50K,MODERATE,65+,STATE,HONOLULU,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.553
STATE ONLY,12.0,6.0,37.0,SECOND CALL,50-59,,FEMALE,NADER,AKAKA,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,NOVOTE,BETTER,DIS/UNFAV,INDEPEND,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,HONOLULU,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.374
STATE ONLY,12.0,6.0,38.0,SECOND CALL,60-64,WHITE,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,INDEPEND,ELSE,50-75K,MODERATE,18-64,STATE,HONOLULU,60+,60+,IND/OTHER,50-64,OTHER,,,0.704
STATE ONLY,12.0,6.0,39.0,SECOND CALL,30-39,OTHER,FEMALE,GORE,AKAKA,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,HONOLULU,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.491
STATE ONLY,12.0,6.0,40.0,SECOND CALL,50-59,WHITE,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,75-100K,LIBERAL,18-64,STATE,HONOLULU,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.506
STATE ONLY,12.0,6.0,41.0,SECOND CALL,75+,ASIAN,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,,MODERATE,65+,STATE,HONOLULU,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.704
STATE ONLY,12.0,6.0,42.0,SECOND CALL,65-74,ASIAN,MALE,GORE,,APPROVE,FAVORABLE,GORE,DOLE,BETTER,APP/FAV,INDEPEND,ELSE,75-100K,CONSERV,65+,STATE,HONOLULU,60+,60+,IND/OTHER,65+,OTHER,,,0.73
STATE ONLY,12.0,6.0,43.0,SECOND CALL,40-44,ASIAN,FEMALE,GORE,AKAKA,APPROVE,OMITS,GORE,CLINTON,BETTER,OMITS,DEMOCRAT,CATHOLIC,30-50K,LIBERAL,18-64,STATE,HONOLULU,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.491
STATE ONLY,12.0,6.0,44.0,SECOND CALL,65-74,ASIAN,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,ELSE,15-30K,LIBERAL,65+,STATE,HONOLULU,60+,60+,DEMOCRAT,65+,OTHER,,,0.685
STATE ONLY,12.0,6.0,45.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,CARROLL,OMITS,UNFAVORABLE,BUSH,DOLE,SAME,OMITS,REPUBLCN,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,HONOLULU,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.428
STATE ONLY,12.0,6.0,46.0,SECOND CALL,50-59,WHITE,MALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,,,CONSERV,18-64,STATE,HONOLULU,45-59,50-59,REPUBLICAN,50-64,,,,0.44
STATE ONLY,12.0,6.0,47.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,,MODERATE,65+,STATE,HONOLULU,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.598
STATE ONLY,12.0,6.0,48.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,30-50K,CONSERV,18-64,STATE,HONOLULU,60+,60+,REPUBLICAN,50-64,CATHOLIC,,,0.598
STATE ONLY,12.0,6.0,49.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,NONE,50-75K,LIBERAL,18-64,STATE,HONOLULU,30-44,30-39,DEMOCRAT,30-39,NONE,,,0.491
STATE ONLY,12.0,6.0,50.0,SECOND CALL,75+,ASIAN,FEMALE,BUSH,AKAKA,APPROVE,FAVORABLE,BUSH,DOLE,BETTER,APP/FAV,REPUBLCN,CATHOLIC,50-75K,CONSERV,65+,STATE,HONOLULU,60+,60+,REPUBLICAN,65+,CATHOLIC,,,0.553
STATE ONLY,12.0,6.0,51.0,THIRD CALL,45-49,OTHER,MALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,WORSE,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,HONOLULU,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.44
STATE ONLY,12.0,6.0,52.0,THIRD CALL,50-59,ASIAN,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,INDEPEND,ELSE,30-50K,MODERATE,18-64,STATE,HONOLULU,45-59,50-59,IND/OTHER,50-64,OTHER,,,0.491
STATE ONLY,12.0,6.0,53.0,THIRD CALL,30-39,OTHER,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,ELSE,ELSE,50-75K,LIBERAL,18-64,STATE,HONOLULU,30-44,30-39,IND/OTHER,30-39,OTHER,,,0.506
STATE ONLY,12.0,6.0,54.0,THIRD CALL,65-74,WHITE,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,PEROT,BETTER,APP/FAV,INDEPEND,CATHOLIC,50-75K,MODERATE,65+,STATE,HONOLULU,60+,60+,IND/OTHER,65+,CATHOLIC,,,0.704
STATE ONLY,12.0,6.0,55.0,THIRD CALL,50-59,WHITE,MALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,INDEPEND,PROTESTANT,OVER100K,MODERATE,18-64,STATE,HONOLULU,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.44
STATE ONLY,12.0,6.0,56.0,THIRD CALL,50-59,ASIAN,MALE,GORE,AKAKA,DISAPPR,UNFAVORABLE,GORE,OTHER,BETTER,DIS/UNFAV,DEMOCRAT,PROTESTANT,50-75K,CONSERV,18-64,STATE,HONOLULU,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.506
STATE ONLY,12.0,6.0,57.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,AKAKA,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,INDEPEND,PROTESTANT,50-75K,LIBERAL,65+,STATE,HONOLULU,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.685
STATE ONLY,12.0,6.0,58.0,THIRD CALL,50-59,WHITE,MALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,75-100K,CONSERV,18-64,STATE,HONOLULU,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,0.44
STATE ONLY,12.0,6.0,59.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,,MODERATE,18-64,STATE,HONOLULU,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,0.428
STATE ONLY,12.0,6.0,60.0,THIRD CALL,75+,WHITE,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,NONE,75-100K,LIBERAL,65+,STATE,HONOLULU,60+,60+,DEMOCRAT,65+,NONE,,,0.704
STATE ONLY,12.0,6.0,61.0,THIRD CALL,45-49,WHITE,MALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,JEWISH,75-100K,MODERATE,18-64,STATE,HONOLULU,45-59,40-49,REPUBLICAN,40-49,JEWISH,,,0.44
STATE ONLY,12.0,6.0,62.0,THIRD CALL,25-29,ASIAN,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,NOVOTE,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,HONOLULU,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.545
STATE ONLY,12.0,6.0,63.0,THIRD CALL,65-74,WHITE,MALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,OVER100K,MODERATE,65+,STATE,HONOLULU,60+,60+,REPUBLICAN,65+,CATHOLIC,,,0.614
STATE ONLY,12.0,6.0,64.0,THIRD CALL,50-59,ASIAN,FEMALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,CONSERV,18-64,STATE,HONOLULU,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.428
STATE ONLY,12.0,6.0,65.0,THIRD CALL,30-39,OTHER,FEMALE,GORE,CARROLL,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,INDEPEND,PROTESTANT,15-30K,MODERATE,18-64,STATE,HONOLULU,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.529
STATE ONLY,12.0,6.0,66.0,THIRD CALL,30-39,ASIAN,FEMALE,BUSH,CARROLL,APPROVE,UNFAVORABLE,BUSH,DOLE,BETTER,APP/UNFAV,REPUBLCN,CATHOLIC,30-50K,MODERATE,18-64,STATE,HONOLULU,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.428
STATE ONLY,12.0,6.0,67.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,CARROLL,APPROVE,UNFAVORABLE,WOULDNOTVOTE,PEROT,BETTER,APP/UNFAV,INDEPEND,PROTESTANT,75-100K,MODERATE,18-64,STATE,HONOLULU,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.529
STATE ONLY,12.0,6.0,68.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,,APPROVE,UNFAVORABLE,BUSH,NOVOTE,WORSE,APP/UNFAV,REPUBLCN,PROTESTANT,OVER100K,CONSERV,18-64,STATE,HONOLULU,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.41100000000000003
STATE ONLY,12.0,6.0,69.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,CARROLL,OMITS,UNFAVORABLE,BUSH,OMITS,BETTER,OMITS,REPUBLCN,OTHERCHRIST,,,18-64,STATE,HONOLULU,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.428
STATE ONLY,12.0,6.0,70.0,THIRD CALL,30-39,ASIAN,FEMALE,BUSH,AKAKA,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,CLINTON,SAME,DIS/UNFAV,REPUBLCN,ELSE,30-50K,MODERATE,18-64,STATE,HONOLULU,30-44,30-39,REPUBLICAN,30-39,OTHER,,,0.395
STATE ONLY,12.0,7.0,1.0,FIRST CALL,30-39,ASIAN,MALE,BUSH,AKAKA,DISAPPR,UNFAVORABLE,BUSH,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,ELSE,15-30K,LIBERAL,18-64,STATE,HONOLULU,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.926
STATE ONLY,12.0,7.0,2.0,FIRST CALL,50-59,ASIAN,FEMALE,GORE,CARROLL,DISAPPR,UNFAVORABLE,GORE,PEROT,WORSE,DIS/UNFAV,REPUBLCN,ELSE,30-50K,LIBERAL,18-64,STATE,HONOLULU,45-59,50-59,REPUBLICAN,50-64,OTHER,,,1.204
STATE ONLY,12.0,7.0,3.0,FIRST CALL,50-59,ASIAN,,GORE,AKAKA,APPROVE,OMITS,GORE,CLINTON,SAME,OMITS,DEMOCRAT,NONE,,CONSERV,18-64,STATE,HONOLULU,45-59,50-59,DEMOCRAT,50-64,NONE,,,1.1480000000000001
STATE ONLY,12.0,7.0,4.0,FIRST CALL,60-64,OTHER,FEMALE,GORE,AKAKA,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,CATHOLIC,30-50K,MODERATE,18-64,STATE,HONOLULU,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,1.561
STATE ONLY,12.0,7.0,5.0,FIRST CALL,30-39,OTHER,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,NOVOTE,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,HONOLULU,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.116
STATE ONLY,12.0,7.0,6.0,FIRST CALL,50-59,ASIAN,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,ELSE,50-75K,MODERATE,18-64,STATE,HONOLULU,45-59,50-59,DEMOCRAT,50-64,OTHER,,,1.116
STATE ONLY,12.0,7.0,7.0,FIRST CALL,65-74,ASIAN,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,ELSE,30-50K,CONSERV,65+,STATE,HONOLULU,60+,60+,DEMOCRAT,65+,OTHER,,,1.561
STATE ONLY,12.0,7.0,8.0,FIRST CALL,30-39,,FEMALE,GORE,AKAKA,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,NONE,50-75K,LIBERAL,18-64,STATE,HONOLULU,30-44,30-39,DEMOCRAT,30-39,NONE,,,1.116
STATE ONLY,12.0,7.0,9.0,FIRST CALL,30-39,ASIAN,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,CATHOLIC,30-50K,LIBERAL,18-64,STATE,HONOLULU,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.116
STATE ONLY,12.0,7.0,10.0,FIRST CALL,30-39,ASIAN,MALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,,CONSERV,18-64,STATE,HONOLULU,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.0010000000000001
STATE ONLY,12.0,7.0,11.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,HONOLULU,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.116
STATE ONLY,12.0,7.0,12.0,FIRST CALL,30-39,ASIAN,MALE,BUSH,AKAKA,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,HONOLULU,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.926
STATE ONLY,12.0,7.0,13.0,FIRST CALL,60-64,ASIAN,FEMALE,GORE,AKAKA,APPROVE,OMITS,GORE,CLINTON,BETTER,OMITS,DEMOCRAT,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,HONOLULU,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.561
