VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,TIME,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,UNION4,UNFAIR,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,TRACK,PRESKNOW,THOMPSON,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
STATE ONLY,50.0,28.0,17.0,SECOND CALL,50-59,WHITE,MALE,BUSH,KOHL,BEFORE,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,HONEST,YES,DOLE,NONE,BOTHDID,BETTER,APP/UNFAV,YES,REPUBLCN,SUBURBS,POSTGRAD,CATHOLIC,ONCEAWEEK,50-75K,YES,NO,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTHWEST,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,BOTH,APPROVE,NEITHER,ISSUES,,,0.793
STATE ONLY,50.0,28.0,18.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,KOHL,LAST.3DAYS,APPROVE,UNFAVORABLE,BUSH,MORE,SUBURBS,MEDICARE/RX,CARES,NO,NOVOTE,NONE,BOTHDID,SAME,APP/UNFAV,YES,ELSE,SUBURBS,HSGRAD,PROTESTANT,AFEWAYEAR,30-50K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTHWEST,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,BOTH,APPROVE,BOTH,ISSUES,,,0.921
STATE ONLY,50.0,28.0,19.0,SECOND CALL,40-44,WHITE,MALE,GORE,KOHL,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,TAXES,COMPLEXISSUE,NO,CLINTON,NONE,NEITHERDID,BETTER,APP/UNFAV,YES,DEMOCRAT,SUBURBS,HSGRAD,ELSE,AFEWAYEAR,30-50K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTHWEST,30-44,40-49,DEMOCRAT,40-49,OTHER,,ONLYGORE,APPROVE,BOTH,ISSUES,,,0.678
STATE ONLY,50.0,28.0,20.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,KOHL,LAST.3DAYS,DISAPPR,UNFAVORABLE,GORE,LESS,SUBURBS,SOCIALSECUR,CARES,YES,NOVOTE,ME,BOTHDID,WORSE,DIS/UNFAV,YES,INDEPEND,SUBURBS,SOMCOL/ASSOC,PROTESTANT,NEVER,,NO,NO,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTHWEST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,ONLYBUSH,APPROVE,ONLYBUSH,PERSONALQUAL,,,0.8150000000000001
STATE ONLY,50.0,28.0,21.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,GILLESPIE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,WORLDAFFAIRS,GOODJUDGMENT,OMITS,DOLE,NONE,GOREDID,WORSE,DIS/UNFAV,NO,REPUBLCN,SUBURBS,HSGRAD,,OMITS,,YES,YES,,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTHWEST,45-59,40-49,REPUBLICAN,40-49,,,ONLYBUSH,APPROVE,ONLYGORE,ISSUES,,,0.745
STATE ONLY,50.0,28.0,22.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,KOHL,BEFORE,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,CARES,NO,CLINTON,NONE,BOTHDID,BETTER,APP/FAV,NO,DEMOCRAT,SUBURBS,HSGRAD,OTHERCHRIST,AFEWAYEAR,30-50K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTHWEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,ONLYGORE,DISAPPR,BOTH,PERSONALQUAL,,,0.6940000000000001
STATE ONLY,50.0,28.0,23.0,THIRD CALL,30-39,WHITE,MALE,GORE,KOHL,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,NONE,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,POSTGRAD,NONE,NEVER,30-50K,NO,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTHWEST,30-44,30-39,DEMOCRAT,30-39,NONE,,ONLYGORE,DISAPPR,BOTH,ISSUES,,,0.678
STATE ONLY,50.0,28.0,24.0,THIRD CALL,30-39,WHITE,MALE,BUSH,GILLESPIE,BEFORE,APPROVE,FAVORABLE,BUSH,LESS,SUBURBS,HEALTHCARE,COMPLEXISSUE,NO,CLINTON,ME,BOTHDID,SAME,APP/FAV,YES,REPUBLCN,SUBURBS,HSGRAD,ELSE,NEVER,15-30K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTHWEST,30-44,30-39,REPUBLICAN,30-39,OTHER,,ONLYBUSH,DISAPPR,BOTH,ISSUES,,,0.726
STATE ONLY,50.0,28.0,25.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,KOHL,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,SOCIALSECUR,CARES,NO,CLINTON,SOMEONEELSE,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,POSTGRAD,ELSE,NEVER,15-30K,NO,NO,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,NORTHWEST,45-59,40-49,DEMOCRAT,40-49,OTHER,,ONLYGORE,DISAPPR,BOTH,ISSUES,,,0.6940000000000001
STATE ONLY,50.0,28.0,26.0,THIRD CALL,30-39,WHITE,MALE,GORE,KOHL,BEFORE,OMITS,OMITS,OMITS,LESS,SUBURBS,ECON/JOBS,EXPERIENCE,NO,OMITS,SOMEONEELSE,BUSHDID,OMITS,,,,SUBURBS,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,NORTHWEST,30-44,30-39,,30-39,,,OMITS,APPROVE,OMITS,OMITS,,,0.678
STATE ONLY,50.0,28.0,27.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,KOHL,LASTWEEK,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,HEALTHCARE,HONEST,NO,CLINTON,NONE,NEITHERDID,BETTER,APP/UNFAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,NORTHWEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,BOTH,APPROVE,NEITHER,ISSUES,,,0.6940000000000001
STATE ONLY,50.0,28.0,28.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,KOHL,BEFORE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,EDUCATION,STRONGLEADER,NO,PEROT,ME,BOTHDID,BETTER,APP/UNFAV,YES,DEMOCRAT,SUBURBS,COLGRAD,PROTESTANT,AFEWAMONTH,30-50K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,NORTHWEST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,BOTH,DISAPPR,BOTH,ISSUES,,,0.874
STATE ONLY,50.0,28.0,29.0,THIRD CALL,50-59,WHITE,MALE,BUSH,GILLESPIE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,SOCIALSECUR,HONEST,NO,DOLE,NONE,GOREDID,BETTER,DIS/UNFAV,YES,INDEPEND,SUBURBS,POSTGRAD,PROTESTANT,AFEWAYEAR,OVER100K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTHWEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,BOTH,APPROVE,ONLYGORE,PERSONALQUAL,,,0.726
NATIONAL WHITE,50.0,30.0,1.0,FIRST CALL,50-59,WHITE,MALE,GORE,KOHL,,APPROVE,UNFAVORABLE,GORE,MORE,SMCITY/RURAL,SOCIALSECUR,COMPLEXISSUE,NO,CLINTON,NONE,,SAME,APP/UNFAV,NO,INDEPEND,RURAL,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,LESS15K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,FOXRIVERSW,45-59,50-59,IND/OTHER,50-64,CATHOLIC,RIGHTDIR,,,,ISSUES,,,0.506
NATIONAL WHITE,50.0,30.0,2.0,FIRST CALL,65-74,WHITE,MALE,GORE,KOHL,,APPROVE,OMITS,GORE,MORE,SMCITY/RURAL,WORLDAFFAIRS,CARES,NO,CLINTON,NONE,,SAME,OMITS,YES,DEMOCRAT,RURAL,HSGRAD,CATHOLIC,ONCEAWEEK,15-30K,YES,NO,MODERATE,65+,,NATIONAL,COMPLETE,FOXRIVERSW,60+,60+,DEMOCRAT,65+,CATHOLIC,RIGHTDIR,,,,PERSONALQUAL,,,0.593
NATIONAL WHITE,50.0,30.0,3.0,FIRST CALL,65-74,BLACK,,GORE,KOHL,,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,HEALTHCARE,HONEST,NO,DOLE,NONE,,SAME,DIS/UNFAV,NO,REPUBLCN,RURAL,HSGRAD,CATHOLIC,MORETHAN1AWK,,YES,NO,CONSERV,65+,,NATIONAL,COMPLETE,FOXRIVERSW,60+,60+,REPUBLICAN,65+,CATHOLIC,RIGHTDIR,,,,PERSONALQUAL,,,0.794
NATIONAL WHITE,50.0,30.0,4.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,GILLESPIE,,APPROVE,UNFAVORABLE,BUSH,MORE,SMCITY/RURAL,MEDICARE/RX,COMPLEXISSUE,NO,PEROT,SOMEONEELSE,,SAME,APP/UNFAV,NO,REPUBLCN,RURAL,HSGRAD,PROTESTANT,AFEWAYEAR,,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,FOXRIVERSW,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,RIGHTDIR,,,,ISSUES,,,0.536
NATIONAL YELLOW,50.0,30.0,5.0,FIRST CALL,65-74,WHITE,MALE,GORE,KOHL,,APPROVE,FAVORABLE,GORE,OMITS,SMCITY/RURAL,SOCIALSECUR,EXPERIENCE,NO,CLINTON,NONE,,SAME,APP/FAV,NO,DEMOCRAT,RURAL,HSGRAD,CATHOLIC,ONCEAWEEK,15-30K,YES,NO,MODERATE,65+,,NATIONAL,COMPLETE,FOXRIVERSW,60+,60+,DEMOCRAT,65+,CATHOLIC,RIGHTDIR,,,,ISSUES,SOCIALSECUR,EXPERIENCE,0.593
NATIONAL YELLOW,50.0,30.0,6.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,KOHL,,APPROVE,UNFAVORABLE,GORE,MORE,SMCITY/RURAL,SOCIALSECUR,COMPLEXISSUE,NO,CLINTON,NONE,,BETTER,APP/UNFAV,NO,DEMOCRAT,RURAL,SOMCOL/ASSOC,CATHOLIC,MORETHAN1AWK,30-50K,YES,NO,MODERATE,65+,,NATIONAL,COMPLETE,FOXRIVERSW,60+,60+,DEMOCRAT,65+,CATHOLIC,RIGHTDIR,,,,ISSUES,SOCIALSECUR,COMPLEXISSUE,0.582
NATIONAL YELLOW,50.0,30.0,7.0,FIRST CALL,40-44,WHITE,MALE,NADER,GILLESPIE,,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,MORE,SMCITY/RURAL,EDUCATION,HONEST,NO,PEROT,NONE,,SAME,DIS/UNFAV,NO,INDEPEND,RURAL,COLGRAD,OTHERCHRIST,NEVER,15-30K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,FOXRIVERSW,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,WRONGTRACK,,,,ISSUES,EDUCATION,HONEST,0.468
NATIONAL YELLOW,50.0,30.0,8.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,GILLESPIE,,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,HEALTHCARE,STRONGLEADER,NO,DOLE,SOMEONEELSE,,SAME,DIS/UNFAV,YES,REPUBLCN,RURAL,HSGRAD,CATHOLIC,AFEWAYEAR,30-50K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,FOXRIVERSW,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,WRONGTRACK,,,,ISSUES,HEALTHCARE,STRONGLEADER,0.459
NATIONAL GREY,50.0,30.0,9.0,FIRST CALL,65-74,WHITE,MALE,BUSH,GILLESPIE,BEFORE,,,,,SMCITY/RURAL,,,,,,BOTHDID,,,,REPUBLCN,RURAL,HSGRAD,,,50-75K,,,MODERATE,65+,REDUCNATDEBT,NATIONAL,COMPLETE,FOXRIVERSW,60+,60+,REPUBLICAN,65+,,,ONLYBUSH,,ONLYGORE,,,,0.545
NATIONAL GREY,50.0,30.0,10.0,FIRST CALL,65-74,WHITE,MALE,BUSH,GILLESPIE,LAST.MONTH,,,,,SMCITY/RURAL,,,,,,BOTHDID,,,,REPUBLCN,RURAL,SOMCOL/ASSOC,,,15-30K,,,MODERATE,65+,REDUCNATDEBT,NATIONAL,COMPLETE,FOXRIVERSW,60+,60+,REPUBLICAN,65+,,,ONLYBUSH,,BOTH,,,,0.545
NATIONAL GREY,50.0,30.0,11.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,GILLESPIE,LAST.MONTH,,,,,SMCITY/RURAL,,,,,,BOTHDID,,,,INDEPEND,RURAL,SOMCOL/ASSOC,,,,,,MODERATE,18-64,SOCIALSECURI,NATIONAL,COMPLETE,FOXRIVERSW,45-59,40-49,IND/OTHER,40-49,,,BOTH,,ONLYBUSH,,,,0.459
NATIONAL GREY,50.0,30.0,12.0,FIRST CALL,30-39,WHITE,MALE,GORE,KOHL,LAST.MONTH,,,,,SMCITY/RURAL,,,,,,NEITHERDID,,,,INDEPEND,RURAL,COLGRAD,,,30-50K,,,MODERATE,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,FOXRIVERSW,30-44,30-39,IND/OTHER,30-39,,,BOTH,,NEITHER,,,,0.506
NATIONAL PINK,50.0,30.0,13.0,FIRST CALL,75+,WHITE,FEMALE,BUSH,GILLESPIE,,,,,,SMCITY/RURAL,,,YES,,NONE,,,,NO,REPUBLCN,RURAL,,CATHOLIC,,30-50K,YES,NO,CONSERV,65+,,NATIONAL,COMPLETE,FOXRIVERSW,60+,60+,REPUBLICAN,65+,CATHOLIC,,,,,,,,0.536
NATIONAL PINK,50.0,30.0,14.0,FIRST CALL,65-74,WHITE,MALE,BUSH,KOHL,,,,,,SMCITY/RURAL,,,NO,,ME,,,,NO,INDEPEND,RURAL,,PROTESTANT,,15-30K,NO,NO,MODERATE,65+,,NATIONAL,COMPLETE,FOXRIVERSW,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,,,,,,0.597
NATIONAL PINK,50.0,30.0,15.0,FIRST CALL,30-39,WHITE,MALE,GORE,KOHL,,,,,,SMCITY/RURAL,,,YES,,MEANDSOMEONE,,,,YES,DEMOCRAT,RURAL,,CATHOLIC,,30-50K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,FOXRIVERSW,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,,,,,,0.506
NATIONAL PINK,50.0,30.0,16.0,FIRST CALL,65-74,WHITE,MALE,BUSH,GILLESPIE,,,,,,SMCITY/RURAL,,,NO,,NONE,,,,NO,REPUBLCN,RURAL,,CATHOLIC,,15-30K,YES,NO,CONSERV,65+,,NATIONAL,COMPLETE,FOXRIVERSW,60+,60+,REPUBLICAN,65+,CATHOLIC,,,,,,,,0.545
NATIONAL WHITE,50.0,30.0,17.0,SECOND CALL,50-59,WHITE,MALE,GORE,KOHL,,APPROVE,FAVORABLE,GORE,LESS,SMCITY/RURAL,EDUCATION,GOODJUDGMENT,YES,DOLE,NONE,,BETTER,APP/FAV,NO,INDEPEND,RURAL,SOMCOL/ASSOC,ELSE,MORETHAN1AWK,50-75K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,FOXRIVERSW,45-59,50-59,IND/OTHER,50-64,OTHER,WRONGTRACK,,,,PERSONALQUAL,,,0.506
NATIONAL WHITE,50.0,30.0,18.0,SECOND CALL,25-29,WHITE,MALE,GORE,KOHL,,APPROVE,UNFAVORABLE,GORE,MORE,SMCITY/RURAL,EDUCATION,CARES,NO,CLINTON,ME,,BETTER,APP/UNFAV,YES,DEMOCRAT,RURAL,POSTGRAD,ELSE,AFEWAMONTH,15-30K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,FOXRIVERSW,18-29,25-29,DEMOCRAT,25-29,OTHER,RIGHTDIR,,,,ISSUES,,,0.588
NATIONAL YELLOW,50.0,30.0,19.0,SECOND CALL,75+,WHITE,FEMALE,GORE,KOHL,,APPROVE,UNFAVORABLE,GORE,MORE,SMCITY/RURAL,MEDICARE/RX,EXPERIENCE,NO,CLINTON,NONE,,SAME,APP/UNFAV,NO,DEMOCRAT,RURAL,HSGRAD,CATHOLIC,ONCEAWEEK,15-30K,YES,NO,MODERATE,65+,,NATIONAL,COMPLETE,FOXRIVERSW,60+,60+,DEMOCRAT,65+,CATHOLIC,RIGHTDIR,,,,ISSUES,MEDICARE/RX,EXPERIENCE,0.582
NATIONAL YELLOW,50.0,30.0,20.0,SECOND CALL,18-24,WHITE,MALE,BUSH,KOHL,,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,OMITS,GOODJUDGMENT,NO,PEROT,NONE,,SAME,DIS/UNFAV,NO,REPUBLCN,RURAL,HSGRAD,OTHERCHRIST,NEVER,LESS15K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,FOXRIVERSW,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,RIGHTDIR,,,,ISSUES,OMITS,GOODJUDGMENT,0.592
NATIONAL YELLOW,50.0,30.0,21.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,KOHL,,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,EDUCATION,EXPERIENCE,NO,CLINTON,MEANDSOMEONE,,BETTER,APP/FAV,YES,DEMOCRAT,RURAL,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,15-30K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,FOXRIVERSW,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,RIGHTDIR,,,,ISSUES,EDUCATION,EXPERIENCE,0.577
NATIONAL GREY,50.0,30.0,22.0,SECOND CALL,75+,WHITE,FEMALE,GORE,KOHL,LAST.3DAYS,,,,,SMCITY/RURAL,,,,,,BOTHDID,,,,INDEPEND,RURAL,POSTGRAD,,,30-50K,,,LIBERAL,65+,OTHRPROGRAMS,NATIONAL,COMPLETE,FOXRIVERSW,60+,60+,IND/OTHER,65+,,,ONLYGORE,,BOTH,,,,0.582
NATIONAL GREY,50.0,30.0,23.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,GILLESPIE,BEFORE,,,,,SMCITY/RURAL,,,,,,BOTHDID,,,,REPUBLCN,RURAL,SOMCOL/ASSOC,,,LESS15K,,,CONSERV,65+,SOCIALSECURI,NATIONAL,COMPLETE,FOXRIVERSW,60+,60+,REPUBLICAN,65+,,,BOTH,,BOTH,,,,0.536
NATIONAL GREY,50.0,30.0,24.0,SECOND CALL,65-74,WHITE,MALE,GORE,KOHL,BEFORE,,,,,SMCITY/RURAL,,,,,,OMITS,,,,,RURAL,,,,,,,,65+,OMITS,NATIONAL,COMPLETE,FOXRIVERSW,60+,60+,,65+,,,OMITS,,BOTH,,,,0.593
NATIONAL GREY,50.0,30.0,25.0,SECOND CALL,65-74,WHITE,MALE,GORE,KOHL,BEFORE,,,,,SMCITY/RURAL,,,,,,BUSHDID,,,,REPUBLCN,RURAL,NOHS,,,15-30K,,,MODERATE,65+,REDUCNATDEBT,NATIONAL,COMPLETE,FOXRIVERSW,60+,60+,REPUBLICAN,65+,,,BOTH,,BOTH,,,,0.593
NATIONAL PINK,50.0,30.0,26.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,KOHL,,,,,,SMCITY/RURAL,,,YES,,NONE,,,,NO,DEMOCRAT,RURAL,,PROTESTANT,,15-30K,YES,NO,MODERATE,65+,,NATIONAL,COMPLETE,FOXRIVERSW,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,,,,,,0.582
NATIONAL PINK,50.0,30.0,27.0,SECOND CALL,60-64,WHITE,MALE,BUSH,GILLESPIE,,,,,,SMCITY/RURAL,,,YES,,NONE,,,,YES,REPUBLCN,RURAL,,PROTESTANT,,OVER100K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,FOXRIVERSW,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,,,,,,0.545
NATIONAL PINK,50.0,30.0,28.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,GILLESPIE,,,,,,SMCITY/RURAL,,,YES,,NONE,,,,NO,INDEPEND,RURAL,,OTHERCHRIST,,LESS15K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,FOXRIVERSW,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,,,,,,0.456
NATIONAL WHITE,50.0,30.0,29.0,THIRD CALL,30-39,WHITE,MALE,BUSH,GILLESPIE,,APPROVE,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,SOCIALSECUR,HONEST,NO,NOVOTE,NONE,,SAME,APP/UNFAV,YES,REPUBLCN,RURAL,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,FOXRIVERSW,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,RIGHTDIR,,,,PERSONALQUAL,,,0.468
NATIONAL WHITE,50.0,30.0,30.0,THIRD CALL,50-59,WHITE,MALE,BUSH,KOHL,,APPROVE,FAVORABLE,BUSH,LESS,SMCITY/RURAL,EDUCATION,STRONGLEADER,NO,CLINTON,ME,,SAME,APP/FAV,YES,DEMOCRAT,RURAL,POSTGRAD,PROTESTANT,AFEWAYEAR,50-75K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,FOXRIVERSW,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,RIGHTDIR,,,,ISSUES,,,0.511
NATIONAL WHITE,50.0,30.0,31.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,KOHL,,APPROVE,UNFAVORABLE,GORE,LESS,SMCITY/RURAL,SOCIALSECUR,COMPLEXISSUE,NO,CLINTON,SOMEONEELSE,,BETTER,APP/UNFAV,YES,DEMOCRAT,RURAL,COLGRAD,JEWISH,AFEWAYEAR,50-75K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,FOXRIVERSW,45-59,40-49,DEMOCRAT,40-49,JEWISH,WRONGTRACK,,,,ISSUES,,,0.497
NATIONAL WHITE,50.0,30.0,32.0,THIRD CALL,30-39,OTHER,FEMALE,GORE,KOHL,,APPROVE,UNFAVORABLE,WOULDNOTVOTE,MORE,SMCITY/RURAL,ECON/JOBS,COMPLEXISSUE,NO,NOVOTE,NONE,,BETTER,APP/UNFAV,YES,INDEPEND,RURAL,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,15-30K,YES,YES,,18-64,,NATIONAL,COMPLETE,FOXRIVERSW,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,RIGHTDIR,,,,ISSUES,,,0.497
NATIONAL YELLOW,50.0,30.0,33.0,THIRD CALL,40-44,BLACK,FEMALE,BUSH,KOHL,,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,OMITS,CARES,NO,DOLE,NONE,,BETTER,DIS/UNFAV,YES,REPUBLCN,RURAL,SOMCOL/ASSOC,ELSE,AFEWAYEAR,30-50K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,FOXRIVERSW,30-44,40-49,REPUBLICAN,40-49,OTHER,RIGHTDIR,,,,PERSONALQUAL,OMITS,CARES,0.683
NATIONAL YELLOW,50.0,30.0,34.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,KOHL,,APPROVE,FAVORABLE,GORE,LESS,SMCITY/RURAL,SOCIALSECUR,GOODJUDGMENT,NO,CLINTON,NONE,,BETTER,APP/FAV,YES,DEMOCRAT,RURAL,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,15-30K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,FOXRIVERSW,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,RIGHTDIR,,,,ISSUES,SOCIALSECUR,GOODJUDGMENT,0.497
NATIONAL YELLOW,50.0,30.0,35.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,KOHL,,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,OMITS,EXPERIENCE,NO,CLINTON,NONE,,BETTER,APP/FAV,YES,DEMOCRAT,RURAL,HSGRAD,PROTESTANT,AFEWAMONTH,15-30K,NO,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,FOXRIVERSW,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,RIGHTDIR,,,,ISSUES,OMITS,EXPERIENCE,0.497
NATIONAL YELLOW,50.0,30.0,36.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,GILLESPIE,,DISAPPR,UNFAVORABLE,BUSH,MORE,SMCITY/RURAL,EDUCATION,STRONGLEADER,YES,DOLE,NONE,,SAME,DIS/UNFAV,NO,REPUBLCN,RURAL,HSGRAD,OTHERCHRIST,ONCEAWEEK,15-30K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,FOXRIVERSW,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,WRONGTRACK,,,,ISSUES,EDUCATION,STRONGLEADER,0.532
NATIONAL YELLOW,50.0,30.0,37.0,THIRD CALL,65-74,WHITE,FEMALE,BUSH,KOHL,,APPROVE,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,WORLDAFFAIRS,HONEST,NO,DOLE,NONE,,BETTER,APP/UNFAV,NO,INDEPEND,RURAL,HSGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,MODERATE,65+,,NATIONAL,COMPLETE,FOXRIVERSW,60+,60+,IND/OTHER,65+,PROT/CHRIST,RIGHTDIR,,,,PERSONALQUAL,WORLDAFFAIRS,HONEST,0.586
NATIONAL GREY,50.0,30.0,38.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,KOHL,LAST.3DAYS,,,,,SMCITY/RURAL,,,,,,BOTHDID,,,,ELSE,RURAL,COLGRAD,,,30-50K,,,,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,FOXRIVERSW,30-44,40-49,IND/OTHER,40-49,,,ONLYGORE,,BOTH,,,,0.497
NATIONAL GREY,50.0,30.0,39.0,THIRD CALL,18-24,WHITE,MALE,GORE,,LAST.MONTH,,,,,SMCITY/RURAL,,,,,,BOTHDID,,,,INDEPEND,RURAL,HSGRAD,,,LESS15K,,,MODERATE,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,FOXRIVERSW,18-29,18-24,IND/OTHER,18-24,,,BOTH,,BOTH,,,,0.5710000000000001
NATIONAL GREY,50.0,30.0,40.0,THIRD CALL,40-44,WHITE,MALE,GORE,KOHL,LAST.3DAYS,,,,,SMCITY/RURAL,,,,,,NEITHERDID,,,,DEMOCRAT,RURAL,HSGRAD,,,15-30K,,,MODERATE,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,FOXRIVERSW,30-44,40-49,DEMOCRAT,40-49,,,BOTH,,BOTH,,,,0.506
