VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,PROPNE,SEN96NE,ISSUE,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,28.0,40.0,20.0,SECOND CALL,30-39,WHITE,MALE,BUSH,STENBERG,APPROVE,FAVORABLE,BUSH,YES,HAGEL,TAXES,NO,DOLE,BETTER,APP/FAV,REPUBLCN,COLGRAD,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,CD2,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.505
STATE ONLY,28.0,40.0,21.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,STENBERG,APPROVE,UNFAVORABLE,BUSH,YES,HAGEL,MEDICARE/RX,NO,DOLE,SAME,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,65+,STATE,COMPLETE,CD2,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.466
STATE ONLY,28.0,40.0,22.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,TAXES,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,CD2,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.506
STATE ONLY,28.0,40.0,23.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,NELSON,DISAPPR,UNFAVORABLE,BUSH,NO,NELSON,HEALTHCARE,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,CD2,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.602
STATE ONLY,28.0,40.0,24.0,SECOND CALL,50-59,WHITE,MALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,TAXES,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,COLGRAD,CATHOLIC,OVER100K,CONSERV,18-64,STATE,COMPLETE,CD2,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,0.505
STATE ONLY,28.0,40.0,25.0,SECOND CALL,65-74,WHITE,MALE,BUSH,STENBERG,APPROVE,UNFAVORABLE,BUSH,YES,HAGEL,SOCIALSECUR,NO,DOLE,SAME,APP/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,50-75K,CONSERV,65+,STATE,COMPLETE,CD2,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.465
STATE ONLY,28.0,40.0,26.0,SECOND CALL,25-29,WHITE,MALE,BUSH,STENBERG,APPROVE,UNFAVORABLE,BUSH,YES,OMITS,ECON/JOBS,OMITS,CLINTON,SAME,APP/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,CD2,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.489
STATE ONLY,28.0,40.0,27.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,TAXES,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,OVER100K,CONSERV,18-64,STATE,COMPLETE,CD2,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.506
STATE ONLY,28.0,40.0,28.0,SECOND CALL,25-29,WHITE,MALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,NO,HAGEL,TAXES,YES,OTHER,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,CD2,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.489
STATE ONLY,28.0,40.0,29.0,SECOND CALL,25-29,WHITE,MALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,NO,HAGEL,ECON/JOBS,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,COLGRAD,CATHOLIC,15-30K,CONSERV,18-64,STATE,COMPLETE,CD2,18-29,25-29,IND/OTHER,25-29,CATHOLIC,,,0.489
STATE ONLY,28.0,40.0,30.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,NO,HAGEL,ECON/JOBS,NO,DOLE,SAME,DIS/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,CD2,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.506
STATE ONLY,28.0,40.0,31.0,SECOND CALL,25-29,WHITE,MALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,NO,NOVOTE,ECON/JOBS,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,COMPLETE,CD2,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.489
STATE ONLY,28.0,40.0,32.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,OMITS,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,HSGRAD,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,CD2,60+,60+,IND/OTHER,50-64,CATHOLIC,,,0.466
STATE ONLY,28.0,40.0,33.0,SECOND CALL,40-44,WHITE,MALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,TAXES,OMITS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,CD2,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.505
STATE ONLY,28.0,40.0,34.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,NELSON,DISAPPR,UNFAVORABLE,BUSH,YES,NELSON,WORLDAFFAIRS,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,CD2,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.556
STATE ONLY,28.0,40.0,35.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,NELSON,APPROVE,FAVORABLE,GORE,NO,NOVOTE,MEDICARE/RX,NO,NOVOTE,WORSE,APP/FAV,INDEPEND,HSGRAD,NONE,LESS15K,LIBERAL,18-64,STATE,COMPLETE,CD2,18-29,18-24,IND/OTHER,18-24,NONE,,,0.731
STATE ONLY,28.0,40.0,36.0,SECOND CALL,30-39,WHITE,MALE,GORE,NELSON,APPROVE,FAVORABLE,GORE,NO,NELSON,EDUCATION,NO,CLINTON,BETTER,APP/FAV,REPUBLCN,POSTGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,CD2,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.751
STATE ONLY,28.0,40.0,37.0,SECOND CALL,40-44,,FEMALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,MEDICARE/RX,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,CD2,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,0.506
STATE ONLY,28.0,40.0,38.0,THIRD CALL,18-24,WHITE,MALE,GORE,NELSON,APPROVE,FAVORABLE,GORE,NO,NOVOTE,EDUCATION,NO,NOVOTE,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,CD2,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.729
STATE ONLY,28.0,40.0,39.0,THIRD CALL,50-59,WHITE,MALE,BUSH,NELSON,APPROVE,UNFAVORABLE,BUSH,YES,NELSON,OMITS,OMITS,DOLE,SAME,APP/UNFAV,INDEPEND,COLGRAD,ELSE,75-100K,MODERATE,18-64,STATE,COMPLETE,CD2,45-59,50-59,IND/OTHER,50-64,OTHER,,,0.601
STATE ONLY,28.0,40.0,40.0,THIRD CALL,40-44,WHITE,MALE,BUSH,STENBERG,APPROVE,FAVORABLE,BUSH,YES,HAGEL,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,CD2,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.505
STATE ONLY,28.0,41.0,1.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,STENBERG,APPROVE,FAVORABLE,GORE,NO,OMITS,HEALTHCARE,OMITS,CLINTON,WORSE,APP/FAV,DEMOCRAT,HSGRAD,NONE,15-30K,LIBERAL,18-64,STATE,COMPLETE,CD3,18-29,25-29,DEMOCRAT,25-29,NONE,,,0.559
STATE ONLY,28.0,41.0,2.0,FIRST CALL,50-59,WHITE,MALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,ELSE,EDUCATION,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,CD3,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.58
STATE ONLY,28.0,41.0,3.0,FIRST CALL,50-59,WHITE,MALE,NADER,NELSON,APPROVE,UNFAVORABLE,WOULDNOTVOTE,YES,NELSON,EDUCATION,YES,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,CD3,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.977
STATE ONLY,28.0,41.0,4.0,FIRST CALL,75+,,MALE,GORE,NELSON,APPROVE,FAVORABLE,GORE,,NELSON,MEDICARE/RX,OMITS,CLINTON,BETTER,APP/FAV,DEMOCRAT,,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,CD3,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.636
STATE ONLY,28.0,41.0,5.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,OMITS,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,CD3,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.538
STATE ONLY,28.0,41.0,6.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,NO,HAGEL,ECON/JOBS,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,CD3,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.538
STATE ONLY,28.0,41.0,7.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,NELSON,APPROVE,FAVORABLE,GORE,YES,NOVOTE,SOCIALSECUR,OMITS,NOVOTE,WORSE,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,LIBERAL,18-64,STATE,COMPLETE,CD3,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.517
STATE ONLY,28.0,41.0,8.0,FIRST CALL,75+,WHITE,FEMALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,HEALTHCARE,OMITS,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,,15-30K,MODERATE,65+,STATE,COMPLETE,CD3,60+,60+,REPUBLICAN,65+,,,,0.613
STATE ONLY,28.0,41.0,9.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,OMITS,OMITS,DOLE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CD3,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.538
STATE ONLY,28.0,41.0,10.0,FIRST CALL,50-59,WHITE,MALE,BUSH,STENBERG,OMITS,OMITS,OMITS,,HAGEL,OMITS,OMITS,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,CD3,45-59,50-59,,50-64,,,,0.58
STATE ONLY,28.0,41.0,11.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,OMITS,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,,CONSERV,18-64,STATE,COMPLETE,CD3,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,0.538
STATE ONLY,28.0,41.0,12.0,FIRST CALL,45-49,WHITE,MALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,WORLDAFFAIRS,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,CD3,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,0.58
STATE ONLY,28.0,41.0,13.0,FIRST CALL,25-29,WHITE,MALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,NELSON,WORLDAFFAIRS,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,CD3,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.746
STATE ONLY,28.0,41.0,14.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,NELSON,APPROVE,FAVORABLE,GORE,NO,NELSON,MEDICARE/RX,NO,CLINTON,WORSE,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,50-75K,MODERATE,65+,STATE,COMPLETE,CD3,60+,60+,DEMOCRAT,65+,CATHOLIC,,,0.589
STATE ONLY,28.0,41.0,15.0,SECOND CALL,60-64,WHITE,MALE,GORE,NELSON,OMITS,OMITS,OMITS,YES,NELSON,EDUCATION,OMITS,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,CD3,60+,60+,,50-64,,,,0.636
STATE ONLY,28.0,41.0,16.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,OMITS,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,,CONSERV,18-64,STATE,COMPLETE,CD3,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.538
STATE ONLY,28.0,41.0,17.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,STENBERG,OMITS,OMITS,OMITS,YES,OMITS,OMITS,YES,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,CD3,45-59,40-49,,40-49,,,,0.538
STATE ONLY,28.0,41.0,18.0,SECOND CALL,60-64,WHITE,MALE,GORE,NELSON,OMITS,OMITS,OMITS,YES,NELSON,EDUCATION,NO,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,CD3,60+,60+,,50-64,,,,0.636
STATE ONLY,28.0,41.0,19.0,SECOND CALL,50-59,WHITE,MALE,BUSH,NELSON,APPROVE,FAVORABLE,BUSH,,OMITS,OMITS,OMITS,CLINTON,SAME,APP/FAV,REPUBLCN,HSGRAD,PROTESTANT,,MODERATE,18-64,STATE,COMPLETE,CD3,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.6910000000000001
STATE ONLY,28.0,41.0,20.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,STENBERG,OMITS,OMITS,OMITS,YES,OMITS,OMITS,YES,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,CD3,45-59,40-49,,40-49,,,,0.538
STATE ONLY,28.0,41.0,21.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,OMITS,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,,CONSERV,18-64,STATE,COMPLETE,CD3,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.538
STATE ONLY,28.0,41.0,22.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,NO,HAGEL,WORLDAFFAIRS,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,CD3,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.613
STATE ONLY,28.0,41.0,23.0,SECOND CALL,65-74,WHITE,,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,OMITS,YES,DOLE,OMITS,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,,CONSERV,65+,STATE,COMPLETE,CD3,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.613
STATE ONLY,28.0,41.0,24.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,STENBERG,APPROVE,UNFAVORABLE,BUSH,YES,HAGEL,MEDICARE/RX,YES,DOLE,BETTER,APP/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,30-50K,MODERATE,65+,STATE,COMPLETE,CD3,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.613
STATE ONLY,28.0,41.0,25.0,SECOND CALL,75+,WHITE,MALE,BUSH,NELSON,APPROVE,UNFAVORABLE,BUSH,YES,NELSON,WORLDAFFAIRS,NO,CLINTON,BETTER,APP/UNFAV,REPUBLCN,,PROTESTANT,30-50K,LIBERAL,65+,STATE,COMPLETE,CD3,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.785
STATE ONLY,28.0,41.0,26.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,YES,NOVOTE,SOCIALSECUR,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,15-30K,CONSERV,65+,STATE,COMPLETE,CD3,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.669
STATE ONLY,28.0,41.0,27.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,NELSON,APPROVE,FAVORABLE,BUSH,NO,HAGEL,EDUCATION,NO,CLINTON,WORSE,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,LESS15K,MODERATE,18-64,STATE,COMPLETE,CD3,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.641
STATE ONLY,28.0,41.0,28.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,NELSON,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,EDUCATION,NO,DOLE,BETTER,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,CD3,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.641
STATE ONLY,28.0,41.0,29.0,THIRD CALL,30-39,WHITE,MALE,BUSH,NELSON,DISAPPR,UNFAVORABLE,BUSH,YES,NELSON,TAXES,OMITS,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,COMPLETE,CD3,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.6910000000000001
STATE ONLY,28.0,41.0,30.0,THIRD CALL,45-49,WHITE,MALE,GORE,NELSON,APPROVE,FAVORABLE,GORE,NO,NELSON,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,CD3,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.558
STATE ONLY,28.0,41.0,31.0,THIRD CALL,45-49,WHITE,MALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,TAXES,OMITS,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,CD3,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.58
STATE ONLY,28.0,41.0,32.0,THIRD CALL,50-59,WHITE,FEMALE,NADER,NELSON,APPROVE,FAVORABLE,WOULDNOTVOTE,YES,NELSON,SOCIALSECUR,YES,CLINTON,WORSE,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,LIBERAL,18-64,STATE,COMPLETE,CD3,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.908
STATE ONLY,28.0,41.0,33.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,NOVOTE,OMITS,YES,NOVOTE,SAME,DIS/UNFAV,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,,18-64,STATE,COMPLETE,CD3,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.538
STATE ONLY,28.0,41.0,34.0,THIRD CALL,40-44,WHITE,MALE,BUSH,STENBERG,OMITS,UNFAVORABLE,BUSH,YES,NOVOTE,OMITS,NO,DOLE,WORSE,OMITS,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,,18-64,STATE,COMPLETE,CD3,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.58
STATE ONLY,28.0,41.0,35.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,NELSON,APPROVE,UNFAVORABLE,GORE,YES,NOVOTE,SOCIALSECUR,YES,NOVOTE,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,LESS15K,CONSERV,65+,STATE,COMPLETE,CD3,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.589
STATE ONLY,28.0,41.0,36.0,THIRD CALL,45-49,WHITE,MALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,OMITS,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,75-100K,CONSERV,18-64,STATE,COMPLETE,CD3,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.58
STATE ONLY,28.0,41.0,37.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,NELSON,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,EDUCATION,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,CD3,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.641
STATE ONLY,28.0,48.0,1.0,FIRST CALL,50-59,WHITE,FEMALE,BUCHANAN,STENBERG,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,YES,HAGEL,SOCIALSECUR,NO,PEROT,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.041
STATE ONLY,28.0,48.0,2.0,FIRST CALL,40-44,WHITE,MALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,TAXES,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,CD1,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.502
STATE ONLY,28.0,48.0,3.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,NELSON,APPROVE,FAVORABLE,GORE,NO,NELSON,ECON/JOBS,NO,CLINTON,SAME,APP/FAV,INDEPEND,COLGRAD,PROTESTANT,75-100K,LIBERAL,18-64,STATE,COMPLETE,CD1,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,0.857
STATE ONLY,28.0,48.0,4.0,FIRST CALL,50-59,,FEMALE,GORE,NELSON,APPROVE,FAVORABLE,GORE,NO,NELSON,WORLDAFFAIRS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.686
STATE ONLY,28.0,48.0,5.0,FIRST CALL,50-59,WHITE,MALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,WORLDAFFAIRS,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,CATHOLIC,75-100K,CONSERV,18-64,STATE,COMPLETE,CD1,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,0.502
STATE ONLY,28.0,48.0,6.0,FIRST CALL,50-59,WHITE,MALE,GORE,NELSON,APPROVE,FAVORABLE,GORE,NO,NELSON,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.6990000000000001
STATE ONLY,28.0,48.0,7.0,FIRST CALL,50-59,WHITE,MALE,BUSH,STENBERG,OMITS,OMITS,OMITS,YES,HAGEL,OMITS,OMITS,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,CD1,45-59,50-59,,50-64,,,,0.502
STATE ONLY,28.0,48.0,8.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,NELSON,OMITS,UNFAVORABLE,GORE,NO,NELSON,OMITS,NO,CLINTON,BETTER,OMITS,DEMOCRAT,POSTGRAD,PROTESTANT,OVER100K,LIBERAL,18-64,STATE,COMPLETE,CD1,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.686
STATE ONLY,28.0,48.0,9.0,FIRST CALL,50-59,WHITE,MALE,BUSH,STENBERG,OMITS,OMITS,OMITS,YES,HAGEL,OMITS,YES,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,CD1,45-59,50-59,,50-64,,,,0.502
STATE ONLY,28.0,48.0,10.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,NELSON,APPROVE,UNFAVORABLE,GORE,YES,NELSON,ECON/JOBS,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.686
STATE ONLY,28.0,48.0,11.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,HAGEL,TAXES,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,,CONSERV,18-64,STATE,COMPLETE,CD1,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.49
STATE ONLY,28.0,48.0,12.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,STENBERG,DISAPPR,UNFAVORABLE,BUSH,YES,NELSON,OMITS,OMITS,DOLE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,75-100K,CONSERV,18-64,STATE,COMPLETE,CD1,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.49
