VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,GOV,CLINTON,BCPERSON,XWAY2000,GOVTDO,ISSUE,RELRIGHT,X6VOTE,FINSIT,JOBPERS,MIGRATNC,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,UNFAIRNC,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,34.0,69.0,23.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,YES,CLINTON,BETTER,APP/FAV,NO,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,50-75K,CONSERV,18-64,VINROOT,STATE,COMPLETE,CENTRALCTYS,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,0.586
STATE ONLY,34.0,69.0,24.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,LESS,OMITS,NO,CLINTON,SAME,APP/FAV,NO,DEMOCRAT,COLGRAD,OTHERCHRIST,LESS15K,MODERATE,18-64,NEITHER,STATE,COMPLETE,CENTRALCTYS,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.586
STATE ONLY,34.0,69.0,25.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,EASLEY,APPROVE,UNFAVORABLE,GORE,MORE,ECON/JOBS,YES,NOVOTE,SAME,APP/UNFAV,,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,BOTH,STATE,COMPLETE,CENTRALCTYS,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.527
STATE ONLY,34.0,69.0,26.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,EASLEY,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,,NO,,,,,,18-64,NEITHER,STATE,NOTCOMPLETE,CENTRALCTYS,30-44,30-39,,30-39,,,,0.527
STATE ONLY,34.0,69.0,27.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,WORLDAFFAIRS,NO,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,VINROOT,STATE,COMPLETE,CENTRALCTYS,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.586
STATE ONLY,34.0,69.0,28.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,YES,CLINTON,SAME,APP/FAV,NO,INDEPEND,COLGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,BOTH,STATE,COMPLETE,CENTRALCTYS,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.527
STATE ONLY,34.0,69.0,29.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NO,CLINTON,WORSE,APP/FAV,YES,DEMOCRAT,COLGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,BOTH,STATE,COMPLETE,CENTRALCTYS,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.527
STATE ONLY,34.0,69.0,30.0,THIRD CALL,30-39,BLACK,MALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,NO,CLINTON,SAME,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,LIBERAL,18-64,OMITS,STATE,COMPLETE,CENTRALCTYS,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.5760000000000001
STATE ONLY,34.0,69.0,31.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NO,CLINTON,WORSE,APP/FAV,NO,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,OMITS,STATE,COMPLETE,CENTRALCTYS,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.527
STATE ONLY,34.0,69.0,32.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,LESS,SOCIALSECUR,NO,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,COLGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,VINROOT,STATE,COMPLETE,CENTRALCTYS,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.527
STATE ONLY,34.0,71.0,1.0,FIRST CALL,25-29,BLACK,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,YES,CLINTON,BETTER,DIS/UNFAV,YES,ELSE,SOMCOL/ASSOC,OTHERCHRIST,,CONSERV,18-64,BOTH,STATE,COMPLETE,CENTRALCTYS,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,1.262
STATE ONLY,34.0,71.0,2.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,YES,CLINTON,OMITS,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,NONE,,MODERATE,18-64,BOTH,STATE,COMPLETE,CENTRALCTYS,30-44,30-39,DEMOCRAT,30-39,NONE,,,0.919
STATE ONLY,34.0,71.0,3.0,FIRST CALL,45-49,BLACK,MALE,GORE,EASLEY,DISAPPR,UNFAVORABLE,GORE,MORE,WORLDAFFAIRS,NO,NOVOTE,OMITS,DIS/UNFAV,NO,DEMOCRAT,HSGRAD,PROTESTANT,50-75K,LIBERAL,18-64,BOTH,STATE,COMPLETE,CENTRALCTYS,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.0070000000000001
STATE ONLY,34.0,71.0,4.0,FIRST CALL,30-39,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,OMITS,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,,CONSERV,18-64,NEITHER,STATE,COMPLETE,CENTRALCTYS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.559
STATE ONLY,34.0,71.0,5.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,MEDICARE/RX,YES,CLINTON,SAME,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,VINROOT,STATE,COMPLETE,CENTRALCTYS,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.919
STATE ONLY,34.0,71.0,6.0,FIRST CALL,50-59,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,YES,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,BOTH,STATE,COMPLETE,CENTRALCTYS,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.559
STATE ONLY,34.0,71.0,7.0,FIRST CALL,50-59,WHITE,MALE,OTHER,VINROOT,DISAPPR,UNFAVORABLE,BUSH,MORE,HEALTHCARE,NO,PEROT,BETTER,DIS/UNFAV,NO,INDEPEND,COLGRAD,NONE,,MODERATE,18-64,BOTH,STATE,COMPLETE,CENTRALCTYS,45-59,50-59,IND/OTHER,50-64,NONE,,,1.5230000000000001
STATE ONLY,34.0,71.0,8.0,FIRST CALL,25-29,ASIAN,FEMALE,BUSH,EASLEY,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,LESS,MEDICARE/RX,NO,NOVOTE,SAME,DIS/UNFAV,NO,ELSE,COLGRAD,NONE,15-30K,MODERATE,18-64,EASLEY,STATE,COMPLETE,CENTRALCTYS,18-29,25-29,IND/OTHER,25-29,NONE,,,1.56
STATE ONLY,34.0,71.0,9.0,FIRST CALL,40-44,BLACK,FEMALE,BUSH,,APPROVE,FAVORABLE,BUSH,MORE,SOCIALSECUR,NO,CLINTON,SAME,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,ELSE,50-75K,MODERATE,18-64,BOTH,STATE,COMPLETE,CENTRALCTYS,30-44,40-49,DEMOCRAT,40-49,OTHER,,,1.116
STATE ONLY,34.0,71.0,10.0,FIRST CALL,30-39,OTHER,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,HEALTHCARE,NO,CLINTON,BETTER,APP/FAV,,DEMOCRAT,COLGRAD,,75-100K,LIBERAL,18-64,EASLEY,STATE,COMPLETE,CENTRALCTYS,30-44,30-39,DEMOCRAT,30-39,,,,1.154
STATE ONLY,34.0,71.0,11.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,EASLEY,APPROVE,UNFAVORABLE,GORE,LESS,SOCIALSECUR,NO,CLINTON,BETTER,APP/UNFAV,NO,DEMOCRAT,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,BOTH,STATE,COMPLETE,CENTRALCTYS,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.154
STATE ONLY,34.0,71.0,12.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,,APPROVE,UNFAVORABLE,GORE,MORE,MEDICARE/RX,YES,NOVOTE,SAME,APP/UNFAV,NO,DEMOCRAT,HSGRAD,OTHERCHRIST,OVER100K,,18-64,NEITHER,STATE,COMPLETE,CENTRALCTYS,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.922
STATE ONLY,34.0,71.0,13.0,SECOND CALL,18-24,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,OMITS,EDUCATION,OMITS,NOVOTE,SAME,APP/FAV,NO,DEMOCRAT,COLGRAD,,15-30K,,18-64,OMITS,STATE,COMPLETE,CENTRALCTYS,18-29,18-24,DEMOCRAT,18-24,,,,1.025
STATE ONLY,34.0,71.0,14.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,HEALTHCARE,NO,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,50-75K,CONSERV,18-64,NEITHER,STATE,COMPLETE,CENTRALCTYS,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.421
STATE ONLY,34.0,71.0,15.0,THIRD CALL,50-59,BLACK,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,MORE,TAXES,NO,CLINTON,WORSE,DIS/UNFAV,NO,ELSE,COLGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,VINROOT,STATE,COMPLETE,CENTRALCTYS,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.1320000000000001
STATE ONLY,34.0,71.0,16.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,NO,DOLE,WORSE,DIS/UNFAV,,REPUBLCN,COLGRAD,PROTESTANT,15-30K,MODERATE,18-64,BOTH,STATE,COMPLETE,CENTRALCTYS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.421
STATE ONLY,34.0,71.0,17.0,THIRD CALL,40-44,BLACK,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,OMITS,NOVOTE,BETTER,DIS/UNFAV,NO,INDEPEND,POSTGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,BOTH,STATE,COMPLETE,CENTRALCTYS,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.1320000000000001
STATE ONLY,34.0,71.0,18.0,THIRD CALL,65-74,WHITE,MALE,BUSH,VINROOT,OMITS,UNFAVORABLE,BUSH,LESS,MEDICARE/RX,YES,DOLE,SAME,OMITS,NO,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,65+,NEITHER,STATE,COMPLETE,CENTRALCTYS,60+,60+,REPUBLICAN,65+,CATHOLIC,,,2.0460000000000003
STATE ONLY,34.0,71.0,19.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,LESS,MEDICARE/RX,YES,CLINTON,SAME,APP/FAV,NO,DEMOCRAT,HSGRAD,OTHERCHRIST,LESS15K,LIBERAL,18-64,BOTH,STATE,COMPLETE,CENTRALCTYS,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.919
STATE ONLY,34.0,71.0,20.0,THIRD CALL,30-39,WHITE,MALE,GORE,EASLEY,APPROVE,UNFAVORABLE,GORE,MORE,ECON/JOBS,NO,DOLE,SAME,APP/UNFAV,NO,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,LIBERAL,18-64,EASLEY,STATE,COMPLETE,CENTRALCTYS,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.266
STATE ONLY,34.0,71.0,21.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,WORLDAFFAIRS,YES,CLINTON,WORSE,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,NEITHER,STATE,COMPLETE,CENTRALCTYS,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.919
STATE ONLY,34.0,71.0,22.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,TAXES,YES,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,ELSE,30-50K,LIBERAL,18-64,VINROOT,STATE,COMPLETE,CENTRALCTYS,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.919
STATE ONLY,34.0,71.0,23.0,THIRD CALL,40-44,BLACK,MALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,,PROTESTANT,50-75K,MODERATE,18-64,NEITHER,STATE,COMPLETE,CENTRALCTYS,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.0070000000000001
STATE ONLY,34.0,71.0,24.0,THIRD CALL,25-29,BLACK,MALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,LESS,TAXES,NO,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,COLGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,EASLEY,STATE,COMPLETE,CENTRALCTYS,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,1.123
STATE ONLY,34.0,74.0,1.0,FIRST CALL,30-39,,MALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,OMITS,OMITS,OMITS,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,,MODERATE,18-64,OMITS,STATE,COMPLETE,CENTRALCTYS,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.115
STATE ONLY,34.0,74.0,2.0,FIRST CALL,18-24,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,NO,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,COLGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,BOTH,STATE,COMPLETE,CENTRALCTYS,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.904
STATE ONLY,34.0,74.0,3.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,NO,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,HSGRAD,PROTESTANT,50-75K,MODERATE,65+,BOTH,STATE,COMPLETE,CENTRALCTYS,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.645
STATE ONLY,34.0,74.0,4.0,FIRST CALL,40-44,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,,INDEPEND,COLGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,VINROOT,STATE,COMPLETE,CENTRALCTYS,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.811
STATE ONLY,34.0,74.0,5.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,NO,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,NEITHER,STATE,COMPLETE,CENTRALCTYS,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.811
STATE ONLY,34.0,74.0,6.0,FIRST CALL,40-44,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,NO,DOLE,WORSE,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,75-100K,CONSERV,18-64,EASLEY,STATE,COMPLETE,CENTRALCTYS,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.375
STATE ONLY,34.0,74.0,7.0,FIRST CALL,45-49,BLACK,FEMALE,GORE,EASLEY,APPROVE,UNFAVORABLE,GORE,MORE,EDUCATION,NO,CLINTON,BETTER,APP/UNFAV,NO,DEMOCRAT,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,VINROOT,STATE,COMPLETE,CENTRALCTYS,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.811
STATE ONLY,34.0,74.0,8.0,FIRST CALL,25-29,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,NO,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,COLGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,NEITHER,STATE,COMPLETE,CENTRALCTYS,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.904
STATE ONLY,34.0,74.0,9.0,FIRST CALL,18-24,OTHER,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,OMITS,YES,NOVOTE,SAME,APP/FAV,YES,DEMOCRAT,HSGRAD,ELSE,15-30K,CONSERV,18-64,NEITHER,STATE,COMPLETE,CENTRALCTYS,18-29,18-24,DEMOCRAT,18-24,OTHER,,,1.135
STATE ONLY,34.0,74.0,10.0,FIRST CALL,75+,WHITE,FEMALE,GORE,EASLEY,OMITS,OMITS,OMITS,LESS,WORLDAFFAIRS,NO,OMITS,OMITS,,NO,,,,,,65+,NEITHER,STATE,NOTCOMPLETE,CENTRALCTYS,60+,60+,,65+,,,,1.335
STATE ONLY,34.0,74.0,11.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,POSTGRAD,ELSE,15-30K,MODERATE,18-64,VINROOT,STATE,COMPLETE,CENTRALCTYS,45-59,50-59,DEMOCRAT,50-64,OTHER,,,1.0170000000000001
STATE ONLY,34.0,74.0,12.0,SECOND CALL,18-24,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,YES,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,OTHERCHRIST,15-30K,LIBERAL,18-64,BOTH,STATE,COMPLETE,CENTRALCTYS,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.904
STATE ONLY,34.0,74.0,13.0,SECOND CALL,30-39,BLACK,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,YES,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,COLGRAD,OTHERCHRIST,75-100K,CONSERV,18-64,OMITS,STATE,COMPLETE,CENTRALCTYS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.094
STATE ONLY,34.0,74.0,14.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,VINROOT,DISAPPR,OMITS,BUSH,LESS,OMITS,NO,DOLE,SAME,OMITS,NO,INDEPEND,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,65+,BOTH,STATE,COMPLETE,CENTRALCTYS,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.645
STATE ONLY,34.0,74.0,15.0,SECOND CALL,75+,WHITE,FEMALE,GORE,EASLEY,OMITS,OMITS,OMITS,LESS,MEDICARE/RX,YES,OMITS,OMITS,,YES,,,,,,65+,OMITS,STATE,NOTCOMPLETE,CENTRALCTYS,60+,60+,,65+,,,,1.335
STATE ONLY,34.0,74.0,16.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,NO,DOLE,SAME,DIS/UNFAV,NO,ELSE,POSTGRAD,PROTESTANT,15-30K,MODERATE,65+,BOTH,STATE,COMPLETE,CENTRALCTYS,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.645
STATE ONLY,34.0,74.0,17.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,VINROOT,APPROVE,UNFAVORABLE,BUSH,MORE,EDUCATION,NO,NOVOTE,BETTER,APP/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,BOTH,STATE,COMPLETE,CENTRALCTYS,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.399
STATE ONLY,34.0,74.0,18.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,EASLEY,OMITS,FAVORABLE,GORE,MORE,SOCIALSECUR,NO,OMITS,WORSE,OMITS,NO,DEMOCRAT,POSTGRAD,PROTESTANT,30-50K,MODERATE,18-64,VINROOT,STATE,COMPLETE,CENTRALCTYS,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.0170000000000001
STATE ONLY,34.0,74.0,19.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,YES,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,POSTGRAD,PROTESTANT,30-50K,CONSERV,65+,OMITS,STATE,COMPLETE,CENTRALCTYS,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.645
STATE ONLY,34.0,74.0,20.0,SECOND CALL,65-74,WHITE,MALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,WORLDAFFAIRS,NO,CLINTON,SAME,APP/FAV,NO,DEMOCRAT,COLGRAD,JEWISH,30-50K,LIBERAL,65+,VINROOT,STATE,COMPLETE,CENTRALCTYS,60+,60+,DEMOCRAT,65+,JEWISH,,,1.464
STATE ONLY,34.0,74.0,21.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,EASLEY,APPROVE,UNFAVORABLE,GORE,LESS,WORLDAFFAIRS,NO,PEROT,BETTER,APP/UNFAV,NO,REPUBLCN,POSTGRAD,PROTESTANT,50-75K,MODERATE,18-64,OMITS,STATE,COMPLETE,CENTRALCTYS,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.0170000000000001
STATE ONLY,34.0,74.0,22.0,SECOND CALL,75+,WHITE,MALE,BUSH,VINROOT,OMITS,UNFAVORABLE,BUSH,LESS,OMITS,YES,DOLE,SAME,OMITS,NO,INDEPEND,HSGRAD,PROTESTANT,,CONSERV,65+,EASLEY,STATE,COMPLETE,CENTRALCTYS,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.803
STATE ONLY,34.0,74.0,23.0,SECOND CALL,45-49,BLACK,MALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,LESS,WORLDAFFAIRS,NO,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,NEITHER,STATE,COMPLETE,CENTRALCTYS,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.889
STATE ONLY,34.0,74.0,24.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,EASLEY,DISAPPR,UNFAVORABLE,GORE,MORE,ECON/JOBS,NO,NOVOTE,BETTER,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,VINROOT,STATE,COMPLETE,CENTRALCTYS,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.811
STATE ONLY,34.0,74.0,25.0,SECOND CALL,40-44,BLACK,MALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,OMITS,CLINTON,BETTER,APP/FAV,,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,OMITS,STATE,COMPLETE,CENTRALCTYS,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.889
STATE ONLY,34.0,74.0,26.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,SOCIALSECUR,NO,DOLE,WORSE,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,50-75K,CONSERV,18-64,OMITS,STATE,COMPLETE,CENTRALCTYS,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,1.254
STATE ONLY,34.0,74.0,27.0,THIRD CALL,40-44,BLACK,MALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,LESS,ECON/JOBS,YES,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,HSGRAD,ELSE,50-75K,LIBERAL,18-64,BOTH,STATE,COMPLETE,CENTRALCTYS,30-44,40-49,DEMOCRAT,40-49,OTHER,,,0.889
STATE ONLY,34.0,74.0,28.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,YES,DOLE,SAME,DIS/UNFAV,YES,REPUBLCN,COLGRAD,PROTESTANT,15-30K,CONSERV,18-64,BOTH,STATE,COMPLETE,CENTRALCTYS,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.399
STATE ONLY,34.0,74.0,29.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,EASLEY,APPROVE,UNFAVORABLE,GORE,LESS,SOCIALSECUR,NO,CLINTON,BETTER,APP/UNFAV,YES,INDEPEND,COLGRAD,JEWISH,30-50K,MODERATE,18-64,BOTH,STATE,COMPLETE,CENTRALCTYS,60+,60+,IND/OTHER,50-64,JEWISH,,,1.335
STATE ONLY,34.0,74.0,30.0,THIRD CALL,30-39,WHITE,MALE,GORE,VINROOT,APPROVE,UNFAVORABLE,GORE,MORE,ECON/JOBS,NO,CLINTON,BETTER,APP/UNFAV,NO,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,BOTH,STATE,COMPLETE,CENTRALCTYS,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.135
STATE ONLY,34.0,74.0,31.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,HEALTHCARE,NO,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,POSTGRAD,OTHERCHRIST,75-100K,LIBERAL,18-64,VINROOT,STATE,COMPLETE,CENTRALCTYS,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.811
STATE ONLY,34.0,74.0,32.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,LESS,OMITS,NO,CLINTON,BETTER,APP/FAV,YES,ELSE,COLGRAD,NONE,15-30K,LIBERAL,18-64,OMITS,STATE,COMPLETE,CENTRALCTYS,30-44,30-39,IND/OTHER,30-39,NONE,,,1.0170000000000001
