VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,PROPCA,GOVTDO,SIZEPLC3,ISSUE,QUAL,X6VOTE,UNION4,FINSIT,JOBPERS,WORK,IMMIG,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,TELEPOLL,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,MEXICAN,QRACE,REL5,PRESKNOW,FTVOTER,SAYANY,ISSVQUAL,BORNUSA,VNS1,VNS2,WEIGHT
STATE ONLY,5.0,73.0,22.0,SECOND CALL,60-64,HISP,MALE,BUSH,CAMPBELL,OMITS,OMITS,OMITS,YES,MORE,CITYOVER50K,SOCIALSECUR,STRONGLEADER,OMITS,ME,OMITS,,,STAYSAME,,50-500K,,,OMITS,,,,,18-64,OMITS,EXITPOLL,STATE,NOTCOMPLETE,SOUTHCAL,60+,60+,,50-64,YES,HISP,,OMITS,NO,OMITS,OMITS,NO,,,0.996
STATE ONLY,5.0,73.0,23.0,SECOND CALL,18-24,HISP,MALE,GORE,OTHER,APPROVE,FAVORABLE,GORE,NO,MORE,CITYOVER50K,ECON/JOBS,CARES,CLINTON,ME,BETTER,APP/FAV,YES,STAYSAME,DEMOCRAT,50-500K,COLGRAD,CATHOLIC,AFEWAYEAR,50-75K,NO,YES,LIBERAL,18-64,SOCIALSECURI,EXITPOLL,STATE,COMPLETE,SOUTHCAL,18-29,18-24,DEMOCRAT,18-24,YES,HISP,CATHOLIC,ONLYGORE,NO,BOTH,ISSUES,YES,,,2.109
STATE ONLY,5.0,73.0,24.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,NO,MORE,CITYOVER50K,MEDICARE/RX,GOODJUDGMENT,CLINTON,NONE,BETTER,APP/FAV,NO,DECREASE,DEMOCRAT,50-500K,HSGRAD,OTHERCHRIST,MORETHAN1AWK,,YES,NO,LIBERAL,18-64,REDUCNATDEBT,EXITPOLL,STATE,COMPLETE,SOUTHCAL,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,ONLYGORE,NO,ONLYBUSH,ISSUES,YES,,,1.059
STATE ONLY,5.0,73.0,25.0,SECOND CALL,45-49,WHITE,MALE,GORE,FEINSTEIN,APPROVE,UNFAVORABLE,GORE,NO,MORE,CITYOVER50K,MEDICARE/RX,CARES,CLINTON,NONE,BETTER,APP/UNFAV,NO,STAYSAME,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,75-100K,NO,NO,MODERATE,18-64,SOCIALSECURI,EXITPOLL,STATE,COMPLETE,SOUTHCAL,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,ONLYGORE,NO,BOTH,ISSUES,YES,,,1.1440000000000001
STATE ONLY,5.0,73.0,26.0,SECOND CALL,60-64,BLACK,MALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,NO,MORE,CITYOVER50K,WORLDAFFAIRS,EXPERIENCE,CLINTON,NONE,SAME,APP/FAV,NO,DECREASE,DEMOCRAT,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,50-75K,YES,NO,LIBERAL,18-64,CUTFEDINCTAX,EXITPOLL,STATE,COMPLETE,SOUTHCAL,60+,60+,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,ONLYGORE,NO,ONLYBUSH,ISSUES,YES,,,1.232
STATE ONLY,5.0,73.0,27.0,SECOND CALL,18-24,HISP,MALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,NO,MORE,CITYOVER50K,ECON/JOBS,CARES,NOVOTE,NONE,BETTER,APP/FAV,NO,STAYSAME,DEMOCRAT,50-500K,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,15-30K,NO,NO,MODERATE,18-64,REDUCNATDEBT,EXITPOLL,STATE,COMPLETE,SOUTHCAL,18-29,18-24,DEMOCRAT,18-24,YES,HISP,CATHOLIC,ONLYGORE,YES,ONLYBUSH,ISSUES,YES,,,1.086
STATE ONLY,5.0,73.0,28.0,SECOND CALL,50-59,BLACK,MALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,CITYOVER50K,OMITS,OMITS,PEROT,SOMEONEELSE,WORSE,DIS/UNFAV,YES,DECREASE,ELSE,50-500K,COLGRAD,,OMITS,30-50K,YES,YES,LIBERAL,18-64,OMITS,EXITPOLL,STATE,COMPLETE,SOUTHCAL,45-59,50-59,IND/OTHER,50-64,,BLACK,,BOTH,NO,OMITS,ISSUES,YES,,,1.0190000000000001
STATE ONLY,5.0,73.0,29.0,SECOND CALL,18-24,HISP,MALE,GORE,CAMPBELL,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,CITYOVER50K,TAXES,GOODJUDGMENT,NOVOTE,SOMEONEELSE,SAME,DIS/UNFAV,NO,STAYSAME,REPUBLCN,50-500K,NOHS,CATHOLIC,ONCEAWEEK,30-50K,NO,NO,LIBERAL,18-64,CUTFEDINCTAX,EXITPOLL,STATE,COMPLETE,SOUTHCAL,18-29,18-24,REPUBLICAN,18-24,YES,HISP,CATHOLIC,ONLYBUSH,YES,ONLYGORE,ISSUES,YES,,,1.181
STATE ONLY,5.0,73.0,30.0,THIRD CALL,40-44,HISP,FEMALE,NADER,OTHER,APPROVE,UNFAVORABLE,WOULDNOTVOTE,NO,LESS,CITYOVER50K,WORLDAFFAIRS,COMPLEXISSUE,CLINTON,ME,BETTER,APP/UNFAV,YES,STAYSAME,DEMOCRAT,50-500K,COLGRAD,CATHOLIC,ONCEAWEEK,75-100K,YES,YES,CONSERV,18-64,REDUCNATDEBT,EXITPOLL,STATE,COMPLETE,SOUTHCAL,30-44,40-49,DEMOCRAT,40-49,YES,HISP,CATHOLIC,BOTH,NO,BOTH,ISSUES,NO,,,0.9
STATE ONLY,5.0,73.0,31.0,THIRD CALL,18-24,HISP,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,NO,MORE,CITYOVER50K,HEALTHCARE,COMPLEXISSUE,NOVOTE,NONE,BETTER,APP/FAV,NO,INCREASE,DEMOCRAT,50-500K,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,15-30K,YES,NO,LIBERAL,18-64,REDUCNATDEBT,EXITPOLL,STATE,COMPLETE,SOUTHCAL,18-29,18-24,DEMOCRAT,18-24,YES,HISP,CATHOLIC,ONLYGORE,NO,ONLYBUSH,ISSUES,YES,,,1.004
STATE ONLY,5.0,73.0,32.0,THIRD CALL,45-49,WHITE,MALE,GORE,FEINSTEIN,OMITS,OMITS,OMITS,NO,LESS,CITYOVER50K,OMITS,OMITS,OMITS,ME,OMITS,,,DECREASE,,50-500K,,,OMITS,,,,,18-64,OMITS,EXITPOLL,STATE,NOTCOMPLETE,SOUTHCAL,45-59,40-49,,40-49,NO,WHITE,,OMITS,NO,OMITS,OMITS,YES,,,1.1440000000000001
STATE ONLY,5.0,73.0,33.0,THIRD CALL,40-44,HISP,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,NO,MORE,CITYOVER50K,MEDICARE/RX,COMPLEXISSUE,CLINTON,NONE,BETTER,APP/FAV,YES,DECREASE,INDEPEND,50-500K,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,15-30K,YES,YES,MODERATE,18-64,SOCIALSECURI,EXITPOLL,STATE,COMPLETE,SOUTHCAL,30-44,40-49,IND/OTHER,40-49,YES,HISP,CATHOLIC,BOTH,NO,ONLYBUSH,ISSUES,YES,,,0.903
STATE ONLY,5.0,73.0,34.0,THIRD CALL,40-44,HISP,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,NO,OMITS,CITYOVER50K,SOCIALSECUR,COMPLEXISSUE,CLINTON,NONE,BETTER,APP/FAV,YES,STAYSAME,REPUBLCN,50-500K,HSGRAD,CATHOLIC,AFEWAYEAR,30-50K,YES,YES,CONSERV,18-64,SOCIALSECURI,EXITPOLL,STATE,COMPLETE,SOUTHCAL,30-44,40-49,REPUBLICAN,40-49,YES,HISP,CATHOLIC,ONLYGORE,NO,NEITHER,ISSUES,NO,,,0.903
STATE ONLY,5.0,73.0,35.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,YES,MORE,CITYOVER50K,ECON/JOBS,GOODJUDGMENT,CLINTON,SOMEONEELSE,SAME,APP/FAV,YES,STAYSAME,INDEPEND,50-500K,SOMCOL/ASSOC,NONE,NEVER,15-30K,NO,YES,MODERATE,18-64,OTHRPROGRAMS,EXITPOLL,STATE,COMPLETE,SOUTHCAL,30-44,30-39,IND/OTHER,30-39,NO,WHITE,NONE,BOTH,NO,ONLYGORE,PERSONALQUAL,YES,,,0.8150000000000001
STATE ONLY,5.0,73.0,36.0,THIRD CALL,30-39,HISP,FEMALE,GORE,FEINSTEIN,APPROVE,UNFAVORABLE,GORE,YES,LESS,CITYOVER50K,OMITS,EXPERIENCE,CLINTON,SOMEONEELSE,BETTER,APP/UNFAV,NO,STAYSAME,DEMOCRAT,50-500K,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,30-50K,YES,YES,MODERATE,18-64,OMITS,EXITPOLL,STATE,COMPLETE,SOUTHCAL,30-44,30-39,DEMOCRAT,30-39,YES,HISP,CATHOLIC,ONLYGORE,NO,BOTH,ISSUES,YES,,,0.6970000000000001
STATE ONLY,5.0,73.0,37.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,FEINSTEIN,APPROVE,UNFAVORABLE,GORE,NO,LESS,CITYOVER50K,HEALTHCARE,EXPERIENCE,CLINTON,NONE,BETTER,APP/UNFAV,NO,DECREASE,DEMOCRAT,50-500K,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,30-50K,YES,NO,MODERATE,18-64,OMITS,EXITPOLL,STATE,COMPLETE,SOUTHCAL,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,CATHOLIC,ONLYGORE,NO,BOTH,PERSONALQUAL,YES,,,1.059
STATE ONLY,5.0,73.0,38.0,THIRD CALL,45-49,HISP,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,NO,MORE,CITYOVER50K,OMITS,CARES,CLINTON,NONE,BETTER,APP/FAV,YES,DECREASE,DEMOCRAT,50-500K,HSGRAD,CATHOLIC,ONCEAWEEK,15-30K,NO,NO,MODERATE,18-64,SOCIALSECURI,EXITPOLL,STATE,COMPLETE,SOUTHCAL,45-59,40-49,DEMOCRAT,40-49,YES,HISP,CATHOLIC,ONLYGORE,NO,BOTH,ISSUES,YES,,,0.903
STATE ONLY,5.0,73.0,39.0,THIRD CALL,50-59,WHITE,MALE,BUSH,FEINSTEIN,APPROVE,UNFAVORABLE,BUSH,NO,LESS,CITYOVER50K,OMITS,STRONGLEADER,CLINTON,SOMEONEELSE,WORSE,APP/UNFAV,YES,STAYSAME,DEMOCRAT,50-500K,SOMCOL/ASSOC,PROTESTANT,NEVER,75-100K,YES,NO,MODERATE,18-64,OMITS,EXITPOLL,STATE,COMPLETE,SOUTHCAL,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,BOTH,NO,BOTH,ISSUES,YES,,,1.107
STATE ONLY,5.0,73.0,40.0,THIRD CALL,65-74,WHITE,FEMALE,BUSH,FEINSTEIN,APPROVE,FAVORABLE,BUSH,NO,LESS,CITYOVER50K,MEDICARE/RX,HONEST,CLINTON,NONE,BETTER,APP/FAV,,DECREASE,REPUBLCN,50-500K,POSTGRAD,PROTESTANT,AFEWAYEAR,30-50K,NO,NO,MODERATE,65+,SOCIALSECURI,EXITPOLL,STATE,COMPLETE,SOUTHCAL,60+,60+,REPUBLICAN,65+,NO,WHITE,PROT/CHRIST,BOTH,NO,ONLYGORE,OMITS,YES,,,1.292
STATE ONLY,5.0,73.0,41.0,THIRD CALL,40-44,WHITE,MALE,BUSH,CAMPBELL,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,CITYOVER50K,WORLDAFFAIRS,STRONGLEADER,DOLE,NONE,SAME,DIS/UNFAV,YES,STAYSAME,INDEPEND,50-500K,HSGRAD,OTHERCHRIST,AFEWAYEAR,50-75K,YES,NO,MODERATE,18-64,REDUCNATDEBT,EXITPOLL,STATE,COMPLETE,SOUTHCAL,30-44,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,BOTH,NO,BOTH,ISSUES,YES,,,0.926
STATE ONLY,5.0,73.0,42.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,FEINSTEIN,APPROVE,UNFAVORABLE,GORE,NO,LESS,CITYOVER50K,EDUCATION,STRONGLEADER,CLINTON,ME,BETTER,APP/UNFAV,YES,DECREASE,INDEPEND,50-500K,POSTGRAD,NONE,NEVER,50-75K,YES,NO,LIBERAL,18-64,SOCIALSECURI,EXITPOLL,STATE,COMPLETE,SOUTHCAL,45-59,50-59,IND/OTHER,50-64,NO,WHITE,NONE,BOTH,NO,BOTH,ISSUES,YES,,,1.059
STATE ONLY,5.0,73.0,43.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,NO,MORE,CITYOVER50K,ECON/JOBS,CARES,CLINTON,NONE,BETTER,APP/FAV,NO,DECREASE,DEMOCRAT,50-500K,HSGRAD,PROTESTANT,AFEWAYEAR,LESS15K,NO,NO,MODERATE,18-64,OMITS,EXITPOLL,STATE,COMPLETE,SOUTHCAL,60+,60+,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,ONLYGORE,NO,ONLYBUSH,ISSUES,YES,,,1.334
STATE ONLY,5.0,73.0,44.0,THIRD CALL,30-39,HISP,FEMALE,GORE,FEINSTEIN,APPROVE,UNFAVORABLE,GORE,YES,MORE,CITYOVER50K,ECON/JOBS,CARES,CLINTON,ME,BETTER,APP/UNFAV,YES,INCREASE,DEMOCRAT,50-500K,COLGRAD,OTHERCHRIST,MORETHAN1AWK,50-75K,YES,YES,MODERATE,18-64,SOCIALSECURI,EXITPOLL,STATE,COMPLETE,SOUTHCAL,30-44,30-39,DEMOCRAT,30-39,YES,HISP,PROT/CHRIST,BOTH,NO,BOTH,ISSUES,YES,,,0.6970000000000001
STATE ONLY,5.0,73.0,45.0,THIRD CALL,45-49,,FEMALE,GORE,FEINSTEIN,OMITS,OMITS,OMITS,NO,MORE,CITYOVER50K,SOCIALSECUR,EXPERIENCE,OMITS,SOMEONEELSE,OMITS,,,DECREASE,,50-500K,,,OMITS,,,,,18-64,OMITS,EXITPOLL,STATE,NOTCOMPLETE,SOUTHCAL,45-59,40-49,,40-49,NO,,,OMITS,,OMITS,OMITS,YES,,,1.059
STATE ONLY,5.0,73.0,46.0,THIRD CALL,40-44,HISP,FEMALE,GORE,FEINSTEIN,OMITS,OMITS,OMITS,NO,LESS,CITYOVER50K,EDUCATION,STRONGLEADER,OMITS,,OMITS,,,INCREASE,,50-500K,,,OMITS,,,,,18-64,OMITS,EXITPOLL,STATE,NOTCOMPLETE,SOUTHCAL,30-44,40-49,,40-49,YES,HISP,,OMITS,NO,OMITS,OMITS,NO,,,0.903
STATE ONLY,5.0,73.0,47.0,THIRD CALL,50-59,HISP,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,NO,OMITS,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,OMITS,,BETTER,APP/FAV,YES,OMITS,DEMOCRAT,50-500K,NOHS,CATHOLIC,MORETHAN1AWK,15-30K,YES,YES,CONSERV,18-64,OMITS,EXITPOLL,STATE,COMPLETE,SOUTHCAL,45-59,50-59,DEMOCRAT,50-64,YES,HISP,CATHOLIC,ONLYGORE,YES,ONLYGORE,OMITS,NO,,,0.903
STATE ONLY,5.0,73.0,48.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,CAMPBELL,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,CITYOVER50K,EDUCATION,GOODJUDGMENT,NOVOTE,NONE,SAME,DIS/UNFAV,NO,DECREASE,ELSE,50-500K,HSGRAD,OTHERCHRIST,AFEWAMONTH,50-75K,YES,YES,MODERATE,18-64,SOCIALSECURI,EXITPOLL,STATE,COMPLETE,SOUTHCAL,18-29,25-29,IND/OTHER,25-29,NO,WHITE,PROT/CHRIST,NEITHER,YES,BOTH,ISSUES,YES,,,1.239
NATIONAL WHITE,5.0,79.0,1.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,FEINSTEIN,APPROVE,UNFAVORABLE,BUSH,,MORE,SUBURBS,MEDICARE/RX,STRONGLEADER,DOLE,NONE,SAME,APP/UNFAV,NO,,REPUBLCN,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,,NO,NO,CONSERV,65+,,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,60+,60+,REPUBLICAN,65+,,WHITE,CATHOLIC,,NO,,PERSONALQUAL,,,,1.17
NATIONAL WHITE,5.0,79.0,2.0,FIRST CALL,50-59,WHITE,MALE,BUSH,FEINSTEIN,DISAPPR,UNFAVORABLE,BUSH,,LESS,SUBURBS,TAXES,CARES,DOLE,NONE,BETTER,DIS/UNFAV,NO,,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,NEVER,OVER100K,YES,NO,CONSERV,18-64,,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,NO,,PERSONALQUAL,,,,1.0050000000000001
NATIONAL WHITE,5.0,79.0,3.0,FIRST CALL,45-49,WHITE,MALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,,MORE,SUBURBS,SOCIALSECUR,GOODJUDGMENT,CLINTON,NONE,BETTER,APP/FAV,YES,,DEMOCRAT,SUBURBS,POSTGRAD,CATHOLIC,AFEWAYEAR,OVER100K,YES,NO,MODERATE,18-64,,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,CATHOLIC,,NO,,ISSUES,,,,1.039
NATIONAL YELLOW,5.0,79.0,4.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,,APPROVE,UNFAVORABLE,GORE,,MORE,SUBURBS,ECON/JOBS,CARES,CLINTON,NONE,BETTER,APP/UNFAV,YES,,DEMOCRAT,SUBURBS,COLGRAD,NONE,AFEWAYEAR,75-100K,YES,YES,LIBERAL,18-64,,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,NONE,,NO,,ISSUES,,ECON/JOBS,CARES,1.033
NATIONAL YELLOW,5.0,79.0,5.0,FIRST CALL,30-39,WHITE,MALE,BUSH,CAMPBELL,APPROVE,UNFAVORABLE,BUSH,,LESS,SUBURBS,TAXES,STRONGLEADER,NOVOTE,NONE,BETTER,APP/UNFAV,YES,,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,OVER100K,YES,NO,CONSERV,18-64,,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,CATHOLIC,,NO,,ISSUES,,TAXES,STRONGLEADER,1.094
NATIONAL YELLOW,5.0,79.0,6.0,FIRST CALL,40-44,HISP,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,,MORE,SUBURBS,EDUCATION,OMITS,CLINTON,NONE,BETTER,APP/FAV,YES,,DEMOCRAT,SUBURBS,NOHS,CATHOLIC,AFEWAMONTH,30-50K,NO,NO,,18-64,,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,30-44,40-49,DEMOCRAT,40-49,YES,HISP,CATHOLIC,,NO,,PERSONALQUAL,,EDUCATION,OMITS,0.8210000000000001
NATIONAL GREY,5.0,79.0,7.0,FIRST CALL,30-39,WHITE,MALE,BUSH,,,,,,,SUBURBS,,,,,,,,,,SUBURBS,,,,,,,,18-64,OMITS,EXITPOLL,NATIONAL,NOTCOMPLETE,SOUTHCAL,30-44,30-39,,30-39,NO,WHITE,,OMITS,,OMITS,,,,,1.081
NATIONAL GREY,5.0,79.0,8.0,FIRST CALL,40-44,WHITE,MALE,GORE,FEINSTEIN,,,,,,SUBURBS,,,,,,,,,REPUBLCN,SUBURBS,POSTGRAD,,,OVER100K,,,,18-64,REDUCNATDEBT,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,,ONLYGORE,,BOTH,,,,,1.039
NATIONAL GREY,5.0,79.0,9.0,FIRST CALL,75+,WHITE,MALE,BUSH,CAMPBELL,,,,,,SUBURBS,,,,,,,,,REPUBLCN,SUBURBS,COLGRAD,,,,,,MODERATE,65+,SOCIALSECURI,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,60+,60+,REPUBLICAN,65+,NO,WHITE,,ONLYBUSH,,BOTH,,,,,1.379
NATIONAL PINK,5.0,79.0,10.0,FIRST CALL,60-64,WHITE,MALE,BUSH,CAMPBELL,,,,,,SUBURBS,,,,NONE,,,YES,,,SUBURBS,,,,,,,,18-64,,EXITPOLL,NATIONAL,NOTCOMPLETE,SOUTHCAL,60+,60+,,50-64,NO,WHITE,,,NO,,,,,,1.379
NATIONAL PINK,5.0,79.0,11.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,CAMPBELL,,,,,,SUBURBS,,,,NONE,,,NO,,REPUBLCN,SUBURBS,,CATHOLIC,,OVER100K,YES,NO,MODERATE,18-64,,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,CATHOLIC,,NO,,,,,,1.012
NATIONAL PINK,5.0,79.0,12.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,OTHER,,,,,,SUBURBS,,,,NONE,,,YES,,REPUBLCN,SUBURBS,,OTHERCHRIST,,50-75K,YES,YES,MODERATE,18-64,,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,,NO,,,,,,1.802
NATIONAL WHITE,5.0,79.0,13.0,SECOND CALL,25-29,WHITE,MALE,NADER,OTHER,DISAPPR,FAVORABLE,GORE,,LESS,SUBURBS,EDUCATION,HONEST,OTHER,NONE,BETTER,DIS/FAV,YES,,INDEPEND,SUBURBS,COLGRAD,NONE,NEVER,75-100K,NO,NO,MODERATE,18-64,,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,18-29,25-29,IND/OTHER,25-29,NO,WHITE,NONE,,NO,,ISSUES,,,,1.1480000000000001
NATIONAL WHITE,5.0,79.0,14.0,SECOND CALL,75+,WHITE,MALE,BUSH,CAMPBELL,DISAPPR,UNFAVORABLE,BUSH,,LESS,SUBURBS,MEDICARE/RX,CARES,DOLE,NONE,SAME,DIS/UNFAV,NO,,REPUBLCN,SUBURBS,NOHS,ELSE,AFEWAYEAR,15-30K,YES,NO,MODERATE,65+,,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,60+,60+,REPUBLICAN,65+,NO,WHITE,OTHER,,NO,,ISSUES,,,,1.379
NATIONAL WHITE,5.0,79.0,15.0,SECOND CALL,50-59,WHITE,FEMALE,NADER,CAMPBELL,DISAPPR,UNFAVORABLE,BUSH,,LESS,SUBURBS,TAXES,HONEST,PEROT,NONE,SAME,DIS/UNFAV,NO,,REPUBLCN,SUBURBS,SOMCOL/ASSOC,NONE,NEVER,50-75K,NO,NO,CONSERV,18-64,,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,NONE,,NO,,ISSUES,,,,0.538
NATIONAL YELLOW,5.0,79.0,16.0,SECOND CALL,65-74,WHITE,MALE,BUSH,CAMPBELL,DISAPPR,UNFAVORABLE,BUSH,,MORE,SUBURBS,TAXES,CARES,DOLE,NONE,SAME,DIS/UNFAV,NO,,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,50-75K,YES,NO,CONSERV,65+,,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,60+,60+,REPUBLICAN,65+,NO,WHITE,PROT/CHRIST,,NO,,ISSUES,,TAXES,CARES,1.379
NATIONAL YELLOW,5.0,79.0,17.0,SECOND CALL,30-39,HISP,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,,MORE,SUBURBS,OMITS,COMPLEXISSUE,CLINTON,NONE,BETTER,APP/FAV,NO,,INDEPEND,SUBURBS,COLGRAD,NONE,NEVER,50-75K,YES,YES,MODERATE,18-64,,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,30-44,30-39,IND/OTHER,30-39,YES,HISP,NONE,,NO,,PERSONALQUAL,,OMITS,COMPLEXISSUE,0.8210000000000001
NATIONAL YELLOW,5.0,79.0,18.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,CAMPBELL,DISAPPR,UNFAVORABLE,BUSH,,LESS,SUBURBS,MEDICARE/RX,STRONGLEADER,DOLE,ME,SAME,DIS/UNFAV,NO,,REPUBLCN,SUBURBS,HSGRAD,PROTESTANT,ONCEAWEEK,,NO,NO,MODERATE,18-64,,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,60+,60+,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,NO,,ISSUES,,MEDICARE/RX,STRONGLEADER,1.2750000000000001
NATIONAL GREY,5.0,79.0,19.0,SECOND CALL,65-74,WHITE,,BUSH,,,,,,,SUBURBS,,,,,,,,,,SUBURBS,SOMCOL/ASSOC,,,15-30K,,,CONSERV,65+,OMITS,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,60+,60+,,65+,,WHITE,,ONLYBUSH,,ONLYGORE,,,,,1.363
NATIONAL GREY,5.0,79.0,20.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,CAMPBELL,,,,,,SUBURBS,,,,,,,,,REPUBLCN,SUBURBS,COLGRAD,,,OVER100K,,,MODERATE,18-64,REDUCNATDEBT,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,,ONLYBUSH,,ONLYGORE,,,,,1.012
NATIONAL GREY,5.0,79.0,21.0,SECOND CALL,75+,WHITE,MALE,BUSH,CAMPBELL,,,,,,SUBURBS,,,,,,,,,REPUBLCN,SUBURBS,NOHS,,,30-50K,,,MODERATE,65+,CUTFEDINCTAX,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,60+,60+,REPUBLICAN,65+,NO,WHITE,,ONLYBUSH,,ONLYGORE,,,,,1.379
NATIONAL PINK,5.0,79.0,22.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,CAMPBELL,,,,,,SUBURBS,,,,NONE,,,YES,,REPUBLCN,SUBURBS,,CATHOLIC,,OVER100K,YES,YES,MODERATE,18-64,,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,CATHOLIC,,NO,,,,,,1.122
NATIONAL PINK,5.0,79.0,23.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,FEINSTEIN,,,,,,SUBURBS,,,,ME,,,NO,,REPUBLCN,SUBURBS,,CATHOLIC,,50-75K,YES,YES,MODERATE,18-64,,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,CATHOLIC,,NO,,,,,,0.928
