VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,RELIGION,INCOME,PHIL3,OVER65,LOGO,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,37.0,25.0,13.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,65+,YES,STATE,WEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.12
STATE ONLY,37.0,25.0,14.0,FIRST CALL,30-39,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,15-30K,LIBERAL,18-64,YES,STATE,WEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.233
STATE ONLY,37.0,25.0,15.0,FIRST CALL,75+,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,DEMOCRAT,PROTESTANT,15-30K,MODERATE,65+,NO,STATE,WEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.113
STATE ONLY,37.0,25.0,16.0,FIRST CALL,60-64,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,CONSERV,18-64,YES,STATE,WEST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.113
STATE ONLY,37.0,25.0,17.0,FIRST CALL,65-74,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,LESS15K,MODERATE,65+,NO,STATE,WEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.508
STATE ONLY,37.0,25.0,18.0,FIRST CALL,50-59,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,OVER100K,MODERATE,18-64,NO,STATE,WEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.233
STATE ONLY,37.0,25.0,19.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,15-30K,MODERATE,18-64,YES,STATE,WEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.063
STATE ONLY,37.0,25.0,20.0,FIRST CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,INDEPEND,PROTESTANT,15-30K,CONSERV,65+,YES,STATE,WEST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.113
STATE ONLY,37.0,25.0,21.0,FIRST CALL,60-64,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,NO,STATE,WEST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.113
STATE ONLY,37.0,25.0,22.0,FIRST CALL,75+,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,15-30K,MODERATE,65+,NO,STATE,WEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.508
STATE ONLY,37.0,25.0,23.0,FIRST CALL,18-24,BLACK,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,NOVOTE,SAME,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,NO,STATE,WEST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.858
STATE ONLY,37.0,25.0,24.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,LIBERAL,65+,YES,STATE,WEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.12
STATE ONLY,37.0,25.0,25.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,YES,CLINTON,BETTER,APP/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,CONSERV,18-64,NO,STATE,WEST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.0090000000000001
STATE ONLY,37.0,25.0,26.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,15-30K,CONSERV,18-64,YES,STATE,WEST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.0090000000000001
STATE ONLY,37.0,25.0,27.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,LESS15K,MODERATE,18-64,NO,STATE,WEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.915
STATE ONLY,37.0,25.0,28.0,SECOND CALL,18-24,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,NO,NOVOTE,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,75-100K,MODERATE,18-64,NO,STATE,WEST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,1.002
STATE ONLY,37.0,25.0,29.0,SECOND CALL,18-24,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,ELSE,OTHERCHRIST,30-50K,MODERATE,18-64,YES,STATE,WEST,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,1.36
STATE ONLY,37.0,25.0,30.0,SECOND CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,CLINTON,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,75-100K,MODERATE,18-64,YES,STATE,WEST,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,0.909
STATE ONLY,37.0,25.0,31.0,SECOND CALL,18-24,HISP,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,MODERATE,18-64,NO,STATE,WEST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.864
STATE ONLY,37.0,25.0,32.0,SECOND CALL,25-29,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,15-30K,CONSERV,18-64,NO,STATE,WEST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.002
STATE ONLY,37.0,25.0,33.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,CONSERV,18-64,YES,STATE,WEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.915
STATE ONLY,37.0,25.0,34.0,SECOND CALL,45-49,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,NONE,50-75K,MODERATE,18-64,NO,STATE,WEST,45-59,40-49,DEMOCRAT,40-49,NONE,,,0.909
STATE ONLY,37.0,25.0,35.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,OTHERCHRIST,30-50K,CONSERV,18-64,NO,STATE,WEST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,1.0090000000000001
STATE ONLY,37.0,25.0,36.0,SECOND CALL,65-74,OTHER,FEMALE,BUSH,APPROVE,OMITS,BUSH,OMITS,DOLE,SAME,OMITS,REPUBLCN,PROTESTANT,,,65+,YES,STATE,WEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.12
STATE ONLY,37.0,25.0,37.0,SECOND CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,PEROT,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,,CONSERV,18-64,NO,STATE,WEST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.909
STATE ONLY,37.0,25.0,38.0,THIRD CALL,25-29,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,NONE,30-50K,MODERATE,18-64,NO,STATE,WEST,18-29,25-29,DEMOCRAT,25-29,NONE,,,1.002
STATE ONLY,37.0,25.0,39.0,THIRD CALL,30-39,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,30-50K,MODERATE,18-64,NO,STATE,WEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.233
STATE ONLY,37.0,25.0,40.0,THIRD CALL,30-39,OTHER,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,WORSE,DIS/UNFAV,INDEPEND,OTHERCHRIST,30-50K,MODERATE,18-64,NO,STATE,WEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.909
STATE ONLY,37.0,25.0,41.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,BUSH,NO,CLINTON,BETTER,APP/FAV,INDEPEND,PROTESTANT,30-50K,MODERATE,18-64,YES,STATE,WEST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.915
STATE ONLY,37.0,25.0,42.0,THIRD CALL,50-59,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,15-30K,MODERATE,18-64,NO,STATE,WEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.233
STATE ONLY,37.0,25.0,43.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,PEROT,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,MODERATE,18-64,YES,STATE,WEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.915
STATE ONLY,37.0,25.0,44.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,PEROT,SAME,DIS/UNFAV,ELSE,OTHERCHRIST,30-50K,MODERATE,18-64,NO,STATE,WEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.909
STATE ONLY,37.0,25.0,45.0,THIRD CALL,75+,WHITE,FEMALE,BUSH,DISAPPR,FAVORABLE,BUSH,NO,CLINTON,SAME,DIS/FAV,REPUBLCN,PROTESTANT,15-30K,CONSERV,65+,YES,STATE,WEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.12
STATE ONLY,37.0,25.0,46.0,THIRD CALL,25-29,OTHER,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,PROTESTANT,30-50K,MODERATE,18-64,NO,STATE,WEST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,1.0090000000000001
STATE ONLY,37.0,25.0,47.0,THIRD CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,50-75K,CONSERV,18-64,YES,STATE,WEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.909
STATE ONLY,37.0,25.0,48.0,THIRD CALL,45-49,BLACK,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,YES,STATE,WEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.778
STATE ONLY,37.0,25.0,49.0,THIRD CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,15-30K,MODERATE,18-64,NO,STATE,WEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.909
STATE ONLY,37.0,25.0,50.0,THIRD CALL,30-39,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,CLINTON,BETTER,APP/UNFAV,REPUBLCN,PROTESTANT,75-100K,CONSERV,18-64,YES,STATE,WEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.909
STATE ONLY,37.0,25.0,51.0,THIRD CALL,75+,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,NONE,LESS15K,CONSERV,65+,NO,STATE,WEST,60+,60+,REPUBLICAN,65+,NONE,,,1.113
STATE ONLY,37.0,30.0,1.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,OMITS,NO,PEROT,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,15-30K,MODERATE,18-64,YES,STATE,WEST,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.154
STATE ONLY,37.0,30.0,2.0,FIRST CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,15-30K,MODERATE,65+,NO,STATE,WEST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.1460000000000001
STATE ONLY,37.0,30.0,3.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,CONSERV,18-64,NO,STATE,WEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.936
STATE ONLY,37.0,30.0,4.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,CATHOLIC,15-30K,MODERATE,18-64,NO,STATE,WEST,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,0.936
STATE ONLY,37.0,30.0,5.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,MODERATE,18-64,NO,STATE,WEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.9420000000000001
STATE ONLY,37.0,30.0,6.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,OMITS,BETTER,DIS/UNFAV,,,75-100K,CONSERV,18-64,YES,STATE,WEST,30-44,30-39,,30-39,,,,0.9420000000000001
STATE ONLY,37.0,30.0,7.0,FIRST CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,CONSERV,18-64,NO,STATE,WEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.936
STATE ONLY,37.0,30.0,8.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,OMITS,DIS/UNFAV,REPUBLCN,OTHERCHRIST,75-100K,MODERATE,18-64,YES,STATE,WEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.936
STATE ONLY,37.0,30.0,9.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,OMITS,DOLE,BETTER,APP/UNFAV,REPUBLCN,CATHOLIC,75-100K,CONSERV,18-64,NO,STATE,WEST,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,0.9420000000000001
STATE ONLY,37.0,30.0,10.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,YES,STATE,WEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.936
STATE ONLY,37.0,30.0,11.0,FIRST CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,NONE,LESS15K,CONSERV,18-64,YES,STATE,WEST,18-29,18-24,REPUBLICAN,18-24,NONE,,,1.032
STATE ONLY,37.0,30.0,12.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,SAME,APP/UNFAV,DEMOCRAT,CATHOLIC,OVER100K,MODERATE,18-64,NO,STATE,WEST,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.278
STATE ONLY,37.0,30.0,13.0,FIRST CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,15-30K,MODERATE,65+,NO,STATE,WEST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.1460000000000001
STATE ONLY,37.0,30.0,14.0,FIRST CALL,45-49,WHITE,MALE,BUSH,APPROVE,FAVORABLE,OMITS,NO,OMITS,SAME,APP/FAV,REPUBLCN,ELSE,50-75K,CONSERV,18-64,NO,STATE,WEST,45-59,40-49,REPUBLICAN,40-49,OTHER,,,0.936
STATE ONLY,37.0,30.0,15.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,OMITS,UNFAVORABLE,BUSH,YES,DOLE,WORSE,OMITS,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,YES,STATE,WEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.9420000000000001
STATE ONLY,37.0,30.0,16.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,YES,STATE,WEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.936
STATE ONLY,37.0,30.0,17.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,CONSERV,18-64,YES,STATE,WEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.9420000000000001
STATE ONLY,37.0,30.0,18.0,FIRST CALL,60-64,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,PEROT,SAME,APP/UNFAV,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,YES,STATE,WEST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.551
STATE ONLY,37.0,30.0,19.0,FIRST CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,75-100K,CONSERV,18-64,NO,STATE,WEST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.936
STATE ONLY,37.0,30.0,20.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,LIBERAL,18-64,YES,STATE,WEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.936
STATE ONLY,37.0,30.0,21.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,50-75K,CONSERV,18-64,NO,STATE,WEST,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,0.9420000000000001
STATE ONLY,37.0,30.0,22.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,LESS15K,MODERATE,18-64,NO,STATE,WEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.278
STATE ONLY,37.0,30.0,23.0,SECOND CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,CONSERV,18-64,YES,STATE,WEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.936
STATE ONLY,37.0,30.0,24.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,NO,STATE,WEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.9420000000000001
STATE ONLY,37.0,30.0,25.0,SECOND CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,NO,STATE,WEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.936
STATE ONLY,37.0,30.0,26.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,ELSE,PROTESTANT,OVER100K,LIBERAL,18-64,NO,STATE,WEST,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.562
STATE ONLY,37.0,30.0,27.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,NO,STATE,WEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.9420000000000001
STATE ONLY,37.0,30.0,28.0,SECOND CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,CATHOLIC,30-50K,CONSERV,18-64,YES,STATE,WEST,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,0.936
STATE ONLY,37.0,30.0,29.0,SECOND CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,NOVOTE,SAME,DIS/UNFAV,INDEPEND,OTHERCHRIST,LESS15K,CONSERV,18-64,YES,STATE,WEST,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,1.032
STATE ONLY,37.0,30.0,30.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,75-100K,CONSERV,18-64,YES,STATE,WEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.9420000000000001
STATE ONLY,37.0,30.0,31.0,THIRD CALL,45-49,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,YES,CLINTON,SAME,APP/UNFAV,REPUBLCN,OTHERCHRIST,15-30K,LIBERAL,18-64,NO,STATE,WEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.936
STATE ONLY,37.0,30.0,32.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,BUSH,NO,PEROT,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,30-50K,CONSERV,18-64,NO,STATE,WEST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,1.038
STATE ONLY,37.0,30.0,33.0,THIRD CALL,45-49,OTHER,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,DEMOCRAT,PROTESTANT,50-75K,MODERATE,18-64,YES,STATE,WEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.9420000000000001
STATE ONLY,37.0,30.0,34.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,MODERATE,18-64,NO,STATE,WEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.9420000000000001
STATE ONLY,37.0,30.0,35.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,CLINTON,SAME,APP/UNFAV,INDEPEND,PROTESTANT,75-100K,MODERATE,18-64,NO,STATE,WEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.9420000000000001
STATE ONLY,37.0,30.0,36.0,THIRD CALL,25-29,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,CONSERV,18-64,YES,STATE,WEST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.032
STATE ONLY,37.0,30.0,37.0,THIRD CALL,18-24,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,NOVOTE,WORSE,APP/FAV,DEMOCRAT,OTHERCHRIST,15-30K,MODERATE,18-64,NO,STATE,WEST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,1.199
STATE ONLY,37.0,30.0,38.0,THIRD CALL,30-39,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,30-50K,CONSERV,18-64,YES,STATE,WEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.27
STATE ONLY,37.0,30.0,39.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,30-50K,MODERATE,18-64,NO,STATE,WEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.278
STATE ONLY,37.0,30.0,40.0,THIRD CALL,50-59,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,ELSE,50-75K,MODERATE,18-64,NO,STATE,WEST,45-59,50-59,DEMOCRAT,50-64,OTHER,,,1.27
STATE ONLY,37.0,30.0,41.0,THIRD CALL,30-39,WHITE,FEMALE,BUCHANAN,APPROVE,UNFAVORABLE,WOULDNOTVOTE,NO,OTHER,WORSE,APP/UNFAV,REPUBLCN,PROTESTANT,30-50K,MODERATE,18-64,YES,STATE,WEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.271
STATE ONLY,37.0,30.0,42.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,YES,STATE,WEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.936
