VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,CLINTON,BCPERSON,XWAY2000,GOVTDO,ISSUE,MCINTAX,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,15.0,69.0,28.0,SECOND CALL,75+,BLACK,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,OMITS,MEDICARE/RX,NO,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,ELSE,30-50K,CONSERV,65+,STATE,COMPLETE,MARIONCNTY,60+,60+,DEMOCRAT,65+,OTHER,,,1.256
STATE ONLY,15.0,69.0,29.0,SECOND CALL,18-24,BLACK,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,NO,NO,NOVOTE,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.7000000000000001
STATE ONLY,15.0,69.0,30.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,JOHNSON,OTHER,APPROVE,FAVORABLE,GORE,OMITS,WORLDAFFAIRS,OMITS,NO,CLINTON,BETTER,APP/FAV,INDEPEND,COLGRAD,NONE,30-50K,LIBERAL,18-64,STATE,COMPLETE,MARIONCNTY,30-44,30-39,IND/OTHER,30-39,NONE,,,1.62
STATE ONLY,15.0,69.0,31.0,SECOND CALL,30-39,BLACK,MALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,MEDICARE/RX,NO,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,COMPLETE,MARIONCNTY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.972
STATE ONLY,15.0,69.0,32.0,SECOND CALL,45-49,WHITE,MALE,GORE,LUGAR,MCINTOSH,APPROVE,FAVORABLE,GORE,LESS,ECON/JOBS,YES,NO,CLINTON,BETTER,APP/FAV,INDEPEND,COLGRAD,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,MARIONCNTY,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.923
STATE ONLY,15.0,69.0,33.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,LESS,TAXES,NO,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,ELSE,15-30K,LIBERAL,18-64,STATE,COMPLETE,MARIONCNTY,45-59,50-59,DEMOCRAT,50-64,OTHER,,,0.74
STATE ONLY,15.0,69.0,34.0,THIRD CALL,30-39,OTHER,MALE,GORE,LUGAR,OBANNON,APPROVE,UNFAVORABLE,GORE,LESS,ECON/JOBS,NO,NO,CLINTON,SAME,APP/UNFAV,ELSE,SOMCOL/ASSOC,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.014
STATE ONLY,15.0,69.0,35.0,THIRD CALL,30-39,WHITE,MALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,LESS,OMITS,NO,NO,CLINTON,SAME,APP/FAV,INDEPEND,POSTGRAD,ELSE,50-75K,LIBERAL,18-64,STATE,COMPLETE,MARIONCNTY,30-44,30-39,IND/OTHER,30-39,OTHER,,,0.885
STATE ONLY,15.0,69.0,36.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,LESS,TAXES,NO,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.8150000000000001
STATE ONLY,15.0,69.0,37.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,OTHER,OBANNON,DISAPPR,FAVORABLE,BUSH,LESS,EDUCATION,OMITS,YES,DOLE,BETTER,DIS/FAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,OVER100K,,18-64,STATE,COMPLETE,MARIONCNTY,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.311
STATE ONLY,15.0,69.0,38.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,JOHNSON,OBANNON,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,LESS,ECON/JOBS,YES,OMITS,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,LESS15K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.8150000000000001
STATE ONLY,15.0,69.0,39.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,NO,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,NONE,50-75K,LIBERAL,18-64,STATE,COMPLETE,MARIONCNTY,18-29,18-24,DEMOCRAT,18-24,NONE,,,0.636
STATE ONLY,15.0,69.0,40.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,OMITS,NO,NO,NOVOTE,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,NONE,50-75K,LIBERAL,18-64,STATE,COMPLETE,MARIONCNTY,18-29,18-24,DEMOCRAT,18-24,NONE,,,0.636
STATE ONLY,15.0,69.0,41.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,LUGAR,OBANNON,OMITS,OMITS,GORE,MORE,WORLDAFFAIRS,NO,NO,CLINTON,SAME,OMITS,INDEPEND,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.851
STATE ONLY,15.0,69.0,42.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,YES,YES,PEROT,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,MARIONCNTY,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.234
STATE ONLY,15.0,69.0,43.0,THIRD CALL,45-49,WHITE,FEMALE,OTHER,JOHNSON,OBANNON,APPROVE,UNFAVORABLE,GORE,MORE,MEDICARE/RX,NO,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,OVER100K,LIBERAL,18-64,STATE,COMPLETE,MARIONCNTY,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.323
STATE ONLY,15.0,69.0,44.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,UNFAVORABLE,GORE,MORE,ECON/JOBS,NO,NO,NOVOTE,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,NONE,30-50K,LIBERAL,18-64,STATE,COMPLETE,MARIONCNTY,18-29,25-29,DEMOCRAT,25-29,NONE,,,0.636
STATE ONLY,15.0,69.0,45.0,THIRD CALL,30-39,BLACK,MALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,BUSH,MORE,EDUCATION,NO,NO,PEROT,WORSE,APP/FAV,DEMOCRAT,NOHS,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,MARIONCNTY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.972
STATE ONLY,15.0,69.0,46.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,YES,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,15-30K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,18-29,18-24,DEMOCRAT,18-24,OTHER,,,0.7000000000000001
STATE ONLY,15.0,70.0,1.0,FIRST CALL,18-24,BLACK,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,HEALTHCARE,NO,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,COMPLETE,MARIONCNTY,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.105
STATE ONLY,15.0,70.0,2.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,JOHNSON,OBANNON,DISAPPR,UNFAVORABLE,GORE,LESS,ECON/JOBS,NO,YES,NOVOTE,WORSE,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.122
STATE ONLY,15.0,70.0,3.0,FIRST CALL,45-49,BLACK,MALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,YES,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,NOHS,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,COMPLETE,MARIONCNTY,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.146
STATE ONLY,15.0,70.0,4.0,FIRST CALL,45-49,BLACK,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,LESS,EDUCATION,NO,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.122
STATE ONLY,15.0,70.0,5.0,FIRST CALL,45-49,BLACK,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NO,YES,CLINTON,WORSE,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,,18-64,STATE,COMPLETE,MARIONCNTY,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.122
STATE ONLY,15.0,70.0,6.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,NO,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,MARIONCNTY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.122
STATE ONLY,15.0,70.0,7.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,YES,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,LESS15K,LIBERAL,18-64,STATE,COMPLETE,MARIONCNTY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.122
STATE ONLY,15.0,70.0,8.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,LUGAR,OBANNON,APPROVE,FAVORABLE,GORE,LESS,MEDICARE/RX,NO,NO,CLINTON,WORSE,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,LESS15K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.14
STATE ONLY,15.0,70.0,9.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NO,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.122
STATE ONLY,15.0,70.0,10.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NO,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.122
STATE ONLY,15.0,70.0,11.0,FIRST CALL,25-29,BLACK,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,NO,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,COMPLETE,MARIONCNTY,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.105
STATE ONLY,15.0,70.0,12.0,FIRST CALL,25-29,BLACK,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,NO,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.105
STATE ONLY,15.0,70.0,13.0,SECOND CALL,25-29,HISP,,GORE,JOHNSON,OBANNON,DISAPPR,UNFAVORABLE,GORE,LESS,WORLDAFFAIRS,NO,NO,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,HSGRAD,CATHOLIC,15-30K,CONSERV,18-64,STATE,COMPLETE,MARIONCNTY,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,0.124
STATE ONLY,15.0,70.0,14.0,SECOND CALL,45-49,BLACK,MALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NO,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.146
STATE ONLY,15.0,70.0,15.0,SECOND CALL,60-64,BLACK,FEMALE,,JOHNSON,,APPROVE,FAVORABLE,GORE,MORE,SOCIALSECUR,OMITS,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,MARIONCNTY,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.221
STATE ONLY,15.0,70.0,16.0,SECOND CALL,50-59,BLACK,MALE,GORE,,OBANNON,APPROVE,FAVORABLE,GORE,MORE,OMITS,NO,NO,CLINTON,BETTER,APP/FAV,ELSE,HSGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.162
STATE ONLY,15.0,70.0,17.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,LUGAR,OBANNON,APPROVE,FAVORABLE,GORE,MORE,HEALTHCARE,NO,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,15-30K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,30-44,40-49,DEMOCRAT,40-49,OTHER,,,0.14
STATE ONLY,15.0,70.0,18.0,SECOND CALL,45-49,BLACK,FEMALE,GORE,JOHNSON,OBANNON,OMITS,OMITS,OMITS,LESS,SOCIALSECUR,OMITS,YES,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,MARIONCNTY,45-59,40-49,,40-49,,,,0.122
STATE ONLY,15.0,70.0,19.0,SECOND CALL,50-59,BLACK,MALE,GORE,JOHNSON,OBANNON,OMITS,OMITS,OMITS,MORE,HEALTHCARE,OMITS,YES,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,MARIONCNTY,45-59,50-59,,50-64,,,,0.146
STATE ONLY,15.0,70.0,20.0,SECOND CALL,18-24,BLACK,MALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,LESS,ECON/JOBS,NO,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.124
STATE ONLY,15.0,70.0,21.0,SECOND CALL,25-29,BLACK,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,LESS,WORLDAFFAIRS,NO,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.105
STATE ONLY,15.0,70.0,22.0,SECOND CALL,45-49,BLACK,MALE,GORE,JOHNSON,OBANNON,DISAPPR,UNFAVORABLE,GORE,MORE,ECON/JOBS,NO,NO,NOVOTE,WORSE,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,LESS15K,CONSERV,18-64,STATE,COMPLETE,MARIONCNTY,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.146
STATE ONLY,15.0,70.0,23.0,THIRD CALL,65-74,BLACK,FEMALE,,OTHER,OTHER,APPROVE,FAVORABLE,OMITS,OMITS,OMITS,NO,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,POSTGRAD,OTHERCHRIST,30-50K,MODERATE,65+,STATE,COMPLETE,MARIONCNTY,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.877
STATE ONLY,15.0,70.0,24.0,THIRD CALL,50-59,BLACK,MALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NO,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,NOHS,ELSE,75-100K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,45-59,50-59,DEMOCRAT,50-64,OTHER,,,0.146
STATE ONLY,15.0,70.0,25.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,WORLDAFFAIRS,OMITS,YES,CLINTON,WORSE,APP/FAV,DEMOCRAT,HSGRAD,ELSE,30-50K,CONSERV,18-64,STATE,COMPLETE,MARIONCNTY,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.122
STATE ONLY,15.0,70.0,26.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,LESS,ECON/JOBS,NO,NO,CLINTON,WORSE,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,COMPLETE,MARIONCNTY,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.122
STATE ONLY,15.0,70.0,27.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,WORLDAFFAIRS,YES,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,MARIONCNTY,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.122
STATE ONLY,15.0,70.0,28.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,MEDICARE/RX,NO,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.122
STATE ONLY,15.0,70.0,29.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,YES,NO,CLINTON,WORSE,APP/FAV,INDEPEND,HSGRAD,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,0.105
STATE ONLY,15.0,70.0,30.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,OMITS,HEALTHCARE,NO,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,NONE,15-30K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,30-44,30-39,DEMOCRAT,30-39,NONE,,,0.122
STATE ONLY,15.0,70.0,31.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,JOHNSON,OBANNON,OMITS,OMITS,WOULDNOTVOTE,LESS,HEALTHCARE,NO,NO,CLINTON,SAME,OMITS,INDEPEND,COLGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.122
STATE ONLY,15.0,70.0,32.0,THIRD CALL,50-59,BLACK,MALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,LESS,MEDICARE/RX,NO,YES,CLINTON,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,75-100K,LIBERAL,18-64,STATE,COMPLETE,MARIONCNTY,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,0.146
STATE ONLY,15.0,70.0,33.0,THIRD CALL,65-74,BLACK,MALE,GORE,JOHNSON,OBANNON,APPROVE,OMITS,GORE,MORE,MEDICARE/RX,NO,YES,CLINTON,BETTER,OMITS,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,LIBERAL,65+,STATE,COMPLETE,MARIONCNTY,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.225
STATE ONLY,15.0,70.0,34.0,THIRD CALL,50-59,BLACK,MALE,GORE,JOHNSON,OBANNON,OMITS,OMITS,OMITS,MORE,MEDICARE/RX,OMITS,NO,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,MARIONCNTY,45-59,50-59,,50-64,,,,0.146
STATE ONLY,15.0,70.0,35.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,OMITS,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.122
STATE ONLY,15.0,70.0,36.0,THIRD CALL,30-39,,MALE,OTHER,LUGAR,OTHER,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,LESS,ECON/JOBS,NO,YES,OTHER,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.14400000000000002
STATE ONLY,15.0,70.0,37.0,THIRD CALL,60-64,BLACK,MALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,MEDICARE/RX,NO,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,COMPLETE,MARIONCNTY,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.225
STATE ONLY,15.0,70.0,38.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NO,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.122
STATE ONLY,15.0,70.0,39.0,THIRD CALL,30-39,BLACK,MALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,LESS,OMITS,NO,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.146
STATE ONLY,15.0,70.0,40.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,NO,NO,CLINTON,OMITS,APP/FAV,DEMOCRAT,COLGRAD,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.122
STATE ONLY,15.0,79.0,1.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,JOHNSON,MCINTOSH,APPROVE,FAVORABLE,BUSH,LESS,OMITS,YES,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,75-100K,LIBERAL,18-64,STATE,COMPLETE,MARIONCNTY,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.0230000000000001
STATE ONLY,15.0,79.0,2.0,FIRST CALL,45-49,WHITE,MALE,BUSH,LUGAR,OBANNON,APPROVE,UNFAVORABLE,BUSH,LESS,EDUCATION,OMITS,NO,CLINTON,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.546
STATE ONLY,15.0,79.0,3.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,LESS,HEALTHCARE,NO,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,MARIONCNTY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.775
STATE ONLY,15.0,79.0,4.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NO,NO,CLINTON,BETTER,APP/FAV,INDEPEND,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,0.704
STATE ONLY,15.0,79.0,5.0,FIRST CALL,40-44,WHITE,MALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,MORE,TAXES,YES,NO,PEROT,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,1.4020000000000001
STATE ONLY,15.0,79.0,6.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,NO,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,,CONSERV,18-64,STATE,COMPLETE,MARIONCNTY,60+,60+,REPUBLICAN,50-64,CATHOLIC,,,1.815
