VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,X6VOTE,FINSIT,JOBPERS,PARTYID,WARWEST,INCOME,REL7,PHIL3,OVER65,RELG6,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,13.0,29.0,20.0,SECOND CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,50-75K,OTHER,CONSERV,18-64,OTHER,STATE,PANHANDLE,45-59,40-49,REPUBLICAN,40-49,OTHER,,,1.377
STATE ONLY,13.0,29.0,21.0,SECOND CALL,45-49,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HELPSTATE,50-75K,NONE,LIBERAL,18-64,NONE,STATE,PANHANDLE,45-59,40-49,DEMOCRAT,40-49,NONE,,,1.543
STATE ONLY,13.0,29.0,22.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,NOTAFFECT,50-75K,NONE,,18-64,NONE,STATE,PANHANDLE,45-59,50-59,REPUBLICAN,50-64,NONE,,,1.221
STATE ONLY,13.0,29.0,23.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,NOTAFFECT,LESS15K,PROTESTANT,MODERATE,65+,PROT/CHRIST,STATE,PANHANDLE,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.5010000000000001
STATE ONLY,13.0,29.0,24.0,SECOND CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,PEROT,SAME,DIS/UNFAV,INDEPEND,HURTSTATE,,OTHERCHRIST,MODERATE,18-64,PROT/CHRIST,STATE,PANHANDLE,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.377
STATE ONLY,13.0,29.0,25.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NOVOTE,SAME,APP/UNFAV,INDEPEND,NOTAFFECT,30-50K,NONE,MODERATE,18-64,NONE,STATE,PANHANDLE,18-29,18-24,IND/OTHER,18-24,NONE,,,1.5330000000000001
STATE ONLY,13.0,29.0,26.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,DISAPPR,UNFAVORABLE,GORE,CLINTON,BETTER,DIS/UNFAV,ELSE,OMITS,OVER100K,OTHER,MODERATE,18-64,OTHER,STATE,PANHANDLE,45-59,50-59,IND/OTHER,50-64,OTHER,,,1.368
STATE ONLY,13.0,29.0,27.0,SECOND CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,30-50K,PROTESTANT,CONSERV,65+,PROT/CHRIST,STATE,PANHANDLE,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.693
STATE ONLY,13.0,29.0,28.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,SAME,APP/UNFAV,DEMOCRAT,NOTAFFECT,15-30K,PROTESTANT,LIBERAL,18-64,PROT/CHRIST,STATE,PANHANDLE,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.681
STATE ONLY,13.0,29.0,29.0,SECOND CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,INDEPEND,HURTSTATE,15-30K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,PANHANDLE,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.377
STATE ONLY,13.0,29.0,30.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,HELPSTATE,50-75K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,PANHANDLE,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.368
STATE ONLY,13.0,29.0,31.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,CLINTON,SAME,DIS/UNFAV,,NOTAFFECT,,PROTESTANT,CONSERV,18-64,PROT/CHRIST,STATE,PANHANDLE,60+,60+,,50-64,PROT/CHRIST,,,1.5010000000000001
STATE ONLY,13.0,29.0,32.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,OMITS,,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,PANHANDLE,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.221
STATE ONLY,13.0,29.0,33.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,ELSE,HURTSTATE,30-50K,OTHERCHRIST,MODERATE,18-64,PROT/CHRIST,STATE,PANHANDLE,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.368
STATE ONLY,13.0,29.0,34.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,50-75K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,PANHANDLE,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.221
STATE ONLY,13.0,29.0,35.0,THIRD CALL,45-49,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,OTHER,SAME,APP/UNFAV,DEMOCRAT,HURTSTATE,30-50K,JEWISH,LIBERAL,18-64,JEWISH,STATE,PANHANDLE,45-59,40-49,DEMOCRAT,40-49,JEWISH,,,1.543
STATE ONLY,13.0,29.0,36.0,THIRD CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,15-30K,PROTESTANT,CONSERV,65+,PROT/CHRIST,STATE,PANHANDLE,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.693
STATE ONLY,13.0,29.0,37.0,THIRD CALL,40-44,HISP,FEMALE,GORE,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,HURTSTATE,30-50K,OTHERCHRIST,MODERATE,18-64,PROT/CHRIST,STATE,PANHANDLE,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.9520000000000001
STATE ONLY,13.0,29.0,38.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,15-30K,OTHERCHRIST,CONSERV,18-64,PROT/CHRIST,STATE,PANHANDLE,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.377
STATE ONLY,13.0,29.0,39.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,75-100K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,STATE,PANHANDLE,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.377
STATE ONLY,13.0,29.0,40.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,OMITS,75-100K,CATHOLIC,CONSERV,18-64,CATHOLIC,STATE,PANHANDLE,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.221
STATE ONLY,13.0,29.0,41.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,SAME,APP/UNFAV,INDEPEND,HELPSTATE,30-50K,PROTESTANT,LIBERAL,18-64,PROT/CHRIST,STATE,PANHANDLE,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.368
STATE ONLY,13.0,29.0,42.0,THIRD CALL,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,LESS15K,PROTESTANT,CONSERV,65+,PROT/CHRIST,STATE,PANHANDLE,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.5010000000000001
STATE ONLY,13.0,29.0,43.0,THIRD CALL,60-64,,FEMALE,BUSH,OMITS,UNFAVORABLE,BUSH,OMITS,OMITS,OMITS,INDEPEND,OMITS,,OTHERCHRIST,,18-64,PROT/CHRIST,STATE,PANHANDLE,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.5010000000000001
STATE ONLY,13.0,29.0,44.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,NOTAFFECT,75-100K,CATHOLIC,MODERATE,18-64,CATHOLIC,STATE,PANHANDLE,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.368
STATE ONLY,13.0,29.0,45.0,THIRD CALL,45-49,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HELPSTATE,50-75K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,PANHANDLE,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.543
STATE ONLY,13.0,29.0,46.0,THIRD CALL,60-64,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,PEROT,SAME,APP/UNFAV,DEMOCRAT,HURTSTATE,30-50K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,PANHANDLE,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.693
STATE ONLY,13.0,29.0,47.0,THIRD CALL,40-44,OTHER,FEMALE,OTHER,APPROVE,UNFAVORABLE,BUSH,PEROT,BETTER,APP/UNFAV,INDEPEND,HURTSTATE,75-100K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,PANHANDLE,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.268
STATE ONLY,13.0,29.0,48.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,PEROT,BETTER,DIS/UNFAV,DEMOCRAT,HURTSTATE,50-75K,CATHOLIC,MODERATE,18-64,CATHOLIC,STATE,PANHANDLE,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.221
STATE ONLY,13.0,29.0,49.0,THIRD CALL,50-59,WHITE,MALE,OTHER,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HELPSTATE,30-50K,OTHER,LIBERAL,18-64,OTHER,STATE,PANHANDLE,45-59,50-59,DEMOCRAT,50-64,OTHER,,,0.303
STATE ONLY,13.0,29.0,50.0,THIRD CALL,65-74,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,DOLE,SAME,APP/UNFAV,ELSE,HURTSTATE,50-75K,PROTESTANT,MODERATE,65+,PROT/CHRIST,STATE,PANHANDLE,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.897
STATE ONLY,13.0,29.0,51.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DISAPPR,FAVORABLE,OMITS,DOLE,SAME,DIS/FAV,ELSE,HURTSTATE,30-50K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,PANHANDLE,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.377
STATE ONLY,13.0,31.0,1.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,,PROTESTANT,CONSERV,18-64,PROT/CHRIST,STATE,PANHANDLE,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.44
STATE ONLY,13.0,31.0,2.0,FIRST CALL,40-44,WHITE,FEMALE,BUCHANAN,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,15-30K,OTHERCHRIST,CONSERV,18-64,PROT/CHRIST,STATE,PANHANDLE,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.262
STATE ONLY,13.0,31.0,3.0,FIRST CALL,65-74,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,CLINTON,BETTER,APP/UNFAV,REPUBLCN,HURTSTATE,50-75K,PROTESTANT,MODERATE,65+,PROT/CHRIST,STATE,PANHANDLE,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.624
STATE ONLY,13.0,31.0,4.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,CLINTON,SAME,APP/UNFAV,DEMOCRAT,HURTSTATE,30-50K,NONE,MODERATE,18-64,NONE,STATE,PANHANDLE,18-29,25-29,DEMOCRAT,25-29,NONE,,,1.472
STATE ONLY,13.0,31.0,5.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,HELPSTATE,50-75K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,STATE,PANHANDLE,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.172
STATE ONLY,13.0,31.0,6.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,50-75K,MORMON/LDS,CONSERV,65+,MORMON/LDS,STATE,PANHANDLE,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.44
STATE ONLY,13.0,31.0,7.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,75-100K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,PANHANDLE,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.321
STATE ONLY,13.0,31.0,8.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,PEROT,SAME,DIS/UNFAV,DEMOCRAT,HURTSTATE,30-50K,OTHERCHRIST,MODERATE,18-64,PROT/CHRIST,STATE,PANHANDLE,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.321
STATE ONLY,13.0,31.0,9.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,INDEPEND,HURTSTATE,75-100K,CATHOLIC,CONSERV,18-64,CATHOLIC,STATE,PANHANDLE,60+,60+,IND/OTHER,50-64,CATHOLIC,,,1.44
STATE ONLY,13.0,31.0,10.0,FIRST CALL,60-64,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,DOLE,BETTER,APP/UNFAV,INDEPEND,HURTSTATE,75-100K,CATHOLIC,CONSERV,18-64,CATHOLIC,STATE,PANHANDLE,60+,60+,IND/OTHER,50-64,CATHOLIC,,,1.624
STATE ONLY,13.0,31.0,11.0,FIRST CALL,60-64,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,PEROT,BETTER,DIS/UNFAV,INDEPEND,HURTSTATE,75-100K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,STATE,PANHANDLE,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.624
STATE ONLY,13.0,31.0,12.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,CLINTON,WORSE,APP/UNFAV,DEMOCRAT,HURTSTATE,75-100K,CATHOLIC,LIBERAL,18-64,CATHOLIC,STATE,PANHANDLE,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.172
STATE ONLY,13.0,31.0,13.0,FIRST CALL,75+,WHITE,FEMALE,GORE,DISAPPR,UNFAVORABLE,BUSH,CLINTON,SAME,DIS/UNFAV,REPUBLCN,NOTAFFECT,LESS15K,PROTESTANT,MODERATE,65+,PROT/CHRIST,STATE,PANHANDLE,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.613
STATE ONLY,13.0,31.0,14.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,NOTAFFECT,30-50K,PROTESTANT,MODERATE,65+,PROT/CHRIST,STATE,PANHANDLE,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.613
STATE ONLY,13.0,31.0,15.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,PEROT,WORSE,DIS/UNFAV,REPUBLCN,HURTSTATE,15-30K,CATHOLIC,MODERATE,18-64,CATHOLIC,STATE,PANHANDLE,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.172
STATE ONLY,13.0,31.0,16.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,HELPSTATE,OVER100K,NONE,MODERATE,18-64,NONE,STATE,PANHANDLE,45-59,50-59,DEMOCRAT,50-64,NONE,,,1.312
STATE ONLY,13.0,31.0,17.0,SECOND CALL,25-29,WHITE,MALE,BUSH,OMITS,OMITS,BUSH,OMITS,OMITS,OMITS,REPUBLCN,OMITS,,,,18-64,,STATE,PANHANDLE,18-29,25-29,REPUBLICAN,25-29,,,,1.6600000000000001
STATE ONLY,13.0,31.0,18.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,OMITS,WORSE,DIS/UNFAV,,HURTSTATE,LESS15K,PROTESTANT,LIBERAL,18-64,PROT/CHRIST,STATE,PANHANDLE,60+,60+,,50-64,PROT/CHRIST,,,1.44
STATE ONLY,13.0,31.0,19.0,SECOND CALL,30-39,WHITE,MALE,OTHER,APPROVE,UNFAVORABLE,WOULDNOTVOTE,OTHER,BETTER,APP/UNFAV,INDEPEND,HELPSTATE,30-50K,CATHOLIC,MODERATE,18-64,CATHOLIC,STATE,PANHANDLE,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.29
STATE ONLY,13.0,31.0,20.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,30-50K,CATHOLIC,CONSERV,18-64,CATHOLIC,STATE,PANHANDLE,60+,60+,REPUBLICAN,50-64,CATHOLIC,,,1.44
STATE ONLY,13.0,31.0,21.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NOVOTE,WORSE,APP/FAV,DEMOCRAT,HELPSTATE,15-30K,PROTESTANT,LIBERAL,18-64,PROT/CHRIST,STATE,PANHANDLE,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.613
STATE ONLY,13.0,31.0,22.0,SECOND CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,INDEPEND,HURTSTATE,15-30K,OTHERCHRIST,CONSERV,18-64,PROT/CHRIST,STATE,PANHANDLE,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.321
STATE ONLY,13.0,31.0,23.0,SECOND CALL,25-29,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,NOTAFFECT,15-30K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,STATE,PANHANDLE,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.6600000000000001
STATE ONLY,13.0,31.0,24.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,DEMOCRAT,NOTAFFECT,,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,PANHANDLE,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.44
STATE ONLY,13.0,31.0,25.0,SECOND CALL,50-59,WHITE,FEMALE,OTHER,OMITS,OMITS,WOULDNOTVOTE,CLINTON,SAME,OMITS,DEMOCRAT,HELPSTATE,LESS15K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,PANHANDLE,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.258
STATE ONLY,13.0,31.0,26.0,SECOND CALL,25-29,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,ELSE,HELPSTATE,15-30K,NONE,LIBERAL,18-64,NONE,STATE,PANHANDLE,18-29,25-29,IND/OTHER,25-29,NONE,,,1.86
STATE ONLY,13.0,31.0,27.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,OMITS,OMITS,OMITS,DIS/UNFAV,,HURTSTATE,,OTHERCHRIST,,18-64,PROT/CHRIST,STATE,PANHANDLE,30-44,40-49,,40-49,PROT/CHRIST,,,1.172
STATE ONLY,13.0,31.0,28.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,OMITS,30-50K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,PANHANDLE,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.472
STATE ONLY,13.0,31.0,29.0,SECOND CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,30-50K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,PANHANDLE,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.321
STATE ONLY,13.0,31.0,30.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,15-30K,OTHERCHRIST,CONSERV,18-64,PROT/CHRIST,STATE,PANHANDLE,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.172
STATE ONLY,13.0,31.0,31.0,SECOND CALL,40-44,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,PEROT,BETTER,APP/FAV,REPUBLCN,HELPSTATE,15-30K,OTHERCHRIST,MODERATE,18-64,PROT/CHRIST,STATE,PANHANDLE,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.321
STATE ONLY,13.0,31.0,32.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,30-50K,CATHOLIC,CONSERV,18-64,CATHOLIC,STATE,PANHANDLE,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,1.172
STATE ONLY,13.0,31.0,33.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,HELPSTATE,15-30K,NONE,MODERATE,18-64,NONE,STATE,PANHANDLE,60+,60+,DEMOCRAT,50-64,NONE,,,1.613
STATE ONLY,13.0,31.0,34.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,DISAPPR,UNFAVORABLE,GORE,OTHER,SAME,DIS/UNFAV,INDEPEND,HURTSTATE,30-50K,NONE,LIBERAL,18-64,NONE,STATE,PANHANDLE,30-44,40-49,IND/OTHER,40-49,NONE,,,1.312
STATE ONLY,13.0,31.0,35.0,SECOND CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,INDEPEND,HURTSTATE,30-50K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,PANHANDLE,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.321
STATE ONLY,13.0,31.0,36.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,NOTAFFECT,30-50K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,PANHANDLE,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.312
STATE ONLY,13.0,31.0,37.0,SECOND CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,NOTAFFECT,50-75K,CATHOLIC,CONSERV,65+,CATHOLIC,STATE,PANHANDLE,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.624
STATE ONLY,13.0,31.0,38.0,SECOND CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,INDEPEND,HURTSTATE,30-50K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,STATE,PANHANDLE,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.321
STATE ONLY,13.0,31.0,39.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NOVOTE,BETTER,APP/UNFAV,DEMOCRAT,NOTAFFECT,LESS15K,OTHERCHRIST,MODERATE,18-64,PROT/CHRIST,STATE,PANHANDLE,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,1.6500000000000001
STATE ONLY,13.0,31.0,40.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,PEROT,WORSE,DIS/UNFAV,REPUBLCN,HURTSTATE,30-50K,OTHERCHRIST,CONSERV,18-64,PROT/CHRIST,STATE,PANHANDLE,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.172
STATE ONLY,13.0,31.0,41.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HURTSTATE,50-75K,CATHOLIC,CONSERV,18-64,CATHOLIC,STATE,PANHANDLE,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.321
STATE ONLY,13.0,31.0,42.0,THIRD CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,OMITS,PEROT,SAME,DIS/UNFAV,INDEPEND,HURTSTATE,50-75K,OTHERCHRIST,CONSERV,18-64,PROT/CHRIST,STATE,PANHANDLE,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.321
STATE ONLY,13.0,31.0,43.0,THIRD CALL,18-24,WHITE,MALE,BUSH,DISAPPR,FAVORABLE,BUSH,NOVOTE,SAME,DIS/FAV,INDEPEND,HURTSTATE,15-30K,CATHOLIC,MODERATE,18-64,CATHOLIC,STATE,PANHANDLE,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,1.6600000000000001
STATE ONLY,13.0,31.0,44.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,PEROT,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,30-50K,OTHERCHRIST,CONSERV,18-64,PROT/CHRIST,STATE,PANHANDLE,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.172
