VERSION,STATEID,PRECINCT,SEQ,CALL,WGT,AGE9,RACE,SEX,PRES,SEN,TIME,CLINTON,BCPERSON,XWAY2000,GOVTDO,ISSUE,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,FORESTS,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,SPANISH,QRACE,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,32.0,45.0,11.0,FIRST CALL,861.0,40-44,WHITE,MALE,BUSH,BINGAMAN,LAST.3DAYS,APPROVE,UNFAVORABLE,GORE,MORE,TAXES,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,NOHS,CATHOLIC,30-50K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,LITTLETEXAS,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,CATHOLIC,,,0.861
STATE ONLY,32.0,45.0,12.0,FIRST CALL,849.0,18-24,HISP,FEMALE,GORE,BINGAMAN,LASTWEEK,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,NOVOTE,SAME,APP/FAV,DEMOCRAT,HSGRAD,NONE,LESS15K,LIBERAL,18-64,NOTAFFECT,STATE,COMPLETE,LITTLETEXAS,18-29,18-24,DEMOCRAT,18-24,YES,HISP,NONE,,,0.849
STATE ONLY,32.0,45.0,13.0,FIRST CALL,833.0,45-49,WHITE,MALE,GORE,BINGAMAN,BEFORE,APPROVE,FAVORABLE,GORE,LESS,ECON/JOBS,CLINTON,BETTER,APP/FAV,INDEPEND,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,LITTLETEXAS,45-59,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,,,0.833
STATE ONLY,32.0,45.0,14.0,SECOND CALL,717.0,30-39,WHITE,MALE,BUSH,REDMOND,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,DOLE,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,15-30K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,LITTLETEXAS,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,,,0.717
STATE ONLY,32.0,45.0,15.0,SECOND CALL,819.0,18-24,WHITE,FEMALE,BUSH,BINGAMAN,LASTWEEK,DISAPPR,UNFAVORABLE,BUSH,MORE,EDUCATION,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,LESS15K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,LITTLETEXAS,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,PROT/CHRIST,,,0.8190000000000001
STATE ONLY,32.0,45.0,16.0,SECOND CALL,833.0,30-39,WHITE,MALE,GORE,BINGAMAN,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,LITTLETEXAS,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,PROT/CHRIST,,,0.833
STATE ONLY,32.0,45.0,17.0,SECOND CALL,833.0,50-59,WHITE,MALE,GORE,BINGAMAN,BEFORE,APPROVE,FAVORABLE,GORE,MORE,OMITS,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,NONE,50-75K,LIBERAL,18-64,OMITS,STATE,COMPLETE,LITTLETEXAS,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,NONE,,,0.833
STATE ONLY,32.0,45.0,18.0,SECOND CALL,819.0,25-29,WHITE,FEMALE,BUSH,BINGAMAN,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,30-50K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,LITTLETEXAS,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,CATHOLIC,,,0.8190000000000001
STATE ONLY,32.0,45.0,19.0,SECOND CALL,717.0,30-39,OTHER,MALE,BUSH,REDMOND,LAST.3DAYS,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,PEROT,SAME,DIS/UNFAV,INDEPEND,COLGRAD,PROTESTANT,15-30K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,LITTLETEXAS,30-44,30-39,IND/OTHER,30-39,NO,OTHER,PROT/CHRIST,,,0.717
STATE ONLY,32.0,45.0,20.0,SECOND CALL,817.0,50-59,WHITE,FEMALE,GORE,BINGAMAN,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,MORE,OMITS,CLINTON,BETTER,APP/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,75-100K,LIBERAL,18-64,NOTAFFECT,STATE,COMPLETE,LITTLETEXAS,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,,,0.8170000000000001
STATE ONLY,32.0,45.0,21.0,SECOND CALL,833.0,30-39,WHITE,MALE,GORE,BINGAMAN,LASTWEEK,APPROVE,FAVORABLE,GORE,LESS,EDUCATION,OTHER,BETTER,APP/FAV,REPUBLCN,POSTGRAD,NONE,50-75K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,LITTLETEXAS,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,NONE,,,0.833
STATE ONLY,32.0,45.0,22.0,SECOND CALL,861.0,30-39,WHITE,MALE,BUSH,BINGAMAN,BEFORE,APPROVE,FAVORABLE,BUSH,MORE,MEDICARE/RX,NOVOTE,BETTER,APP/FAV,REPUBLCN,COLGRAD,ELSE,50-75K,LIBERAL,18-64,HURTSTATE,STATE,COMPLETE,LITTLETEXAS,30-44,30-39,REPUBLICAN,30-39,,WHITE,OTHER,,,0.861
STATE ONLY,32.0,45.0,23.0,SECOND CALL,878.0,30-39,HISP,FEMALE,GORE,BINGAMAN,LAST.MONTH,APPROVE,FAVORABLE,GORE,OMITS,EDUCATION,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,CATHOLIC,OVER100K,LIBERAL,18-64,OMITS,STATE,COMPLETE,LITTLETEXAS,30-44,30-39,DEMOCRAT,30-39,YES,HISP,CATHOLIC,,,0.878
STATE ONLY,32.0,45.0,24.0,SECOND CALL,878.0,45-49,HISP,FEMALE,GORE,BINGAMAN,BEFORE,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,CATHOLIC,50-75K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,LITTLETEXAS,45-59,40-49,DEMOCRAT,40-49,YES,HISP,CATHOLIC,,,0.878
STATE ONLY,32.0,45.0,25.0,SECOND CALL,682.0,25-29,OTHER,FEMALE,BUSH,REDMOND,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,ELSE,15-30K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,LITTLETEXAS,18-29,25-29,REPUBLICAN,25-29,NO,OTHER,OTHER,,,0.682
STATE ONLY,32.0,45.0,26.0,SECOND CALL,948.0,60-64,WHITE,MALE,BUSH,REDMOND,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SOCIALSECUR,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,15-30K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,LITTLETEXAS,60+,60+,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,,0.9480000000000001
STATE ONLY,32.0,45.0,27.0,SECOND CALL,671.0,18-24,WHITE,MALE,GORE,REDMOND,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,LITTLETEXAS,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,PROT/CHRIST,,,0.671
STATE ONLY,32.0,45.0,28.0,SECOND CALL,837.0,18-24,WHITE,FEMALE,NADER,BINGAMAN,LAST.3DAYS,DISAPPR,UNFAVORABLE,BUSH,MORE,EDUCATION,NOVOTE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,OMITS,STATE,COMPLETE,LITTLETEXAS,18-29,18-24,IND/OTHER,18-24,NO,WHITE,PROT/CHRIST,,,0.837
STATE ONLY,32.0,45.0,29.0,SECOND CALL,878.0,45-49,HISP,FEMALE,GORE,BINGAMAN,LASTWEEK,APPROVE,UNFAVORABLE,GORE,MORE,MEDICARE/RX,CLINTON,SAME,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,LITTLETEXAS,45-59,40-49,DEMOCRAT,40-49,YES,HISP,CATHOLIC,,,0.878
STATE ONLY,32.0,45.0,30.0,SECOND CALL,682.0,18-24,OTHER,FEMALE,BUSH,REDMOND,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,NOVOTE,WORSE,DIS/UNFAV,ELSE,SOMCOL/ASSOC,OTHERCHRIST,LESS15K,LIBERAL,18-64,HURTSTATE,STATE,COMPLETE,LITTLETEXAS,18-29,18-24,IND/OTHER,18-24,NO,OTHER,PROT/CHRIST,,,0.682
STATE ONLY,32.0,45.0,31.0,SECOND CALL,878.0,45-49,HISP,FEMALE,GORE,BINGAMAN,BEFORE,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,CLINTON,WORSE,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,LESS15K,MODERATE,18-64,OMITS,STATE,COMPLETE,LITTLETEXAS,45-59,40-49,DEMOCRAT,40-49,YES,HISP,CATHOLIC,,,0.878
STATE ONLY,32.0,45.0,32.0,SECOND CALL,866.0,18-24,HISP,MALE,GORE,BINGAMAN,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,LITTLETEXAS,18-29,18-24,DEMOCRAT,18-24,YES,HISP,CATHOLIC,,,0.866
STATE ONLY,32.0,45.0,33.0,SECOND CALL,930.0,60-64,WHITE,FEMALE,BUSH,REDMOND,LASTWEEK,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,DOLE,SAME,DIS/UNFAV,INDEPEND,COLGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,LITTLETEXAS,60+,60+,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,,,0.93
STATE ONLY,32.0,45.0,34.0,SECOND CALL,771.0,30-39,HISP,MALE,BUSH,REDMOND,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,30-50K,CONSERV,18-64,NOTAFFECT,STATE,COMPLETE,LITTLETEXAS,30-44,30-39,REPUBLICAN,30-39,YES,HISP,CATHOLIC,,,0.771
STATE ONLY,32.0,45.0,35.0,THIRD CALL,817.0,30-39,WHITE,FEMALE,GORE,BINGAMAN,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,HEALTHCARE,CLINTON,BETTER,APP/FAV,INDEPEND,COLGRAD,OTHERCHRIST,75-100K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,LITTLETEXAS,30-44,30-39,IND/OTHER,30-39,NO,WHITE,PROT/CHRIST,,,0.8170000000000001
STATE ONLY,32.0,45.0,36.0,THIRD CALL,878.0,50-59,HISP,FEMALE,GORE,BINGAMAN,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,OMITS,CLINTON,WORSE,APP/FAV,DEMOCRAT,POSTGRAD,CATHOLIC,75-100K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,LITTLETEXAS,45-59,50-59,DEMOCRAT,50-64,YES,WHITE,CATHOLIC,,,0.878
STATE ONLY,32.0,45.0,37.0,THIRD CALL,895.0,50-59,HISP,MALE,GORE,BINGAMAN,BEFORE,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,LITTLETEXAS,45-59,50-59,DEMOCRAT,50-64,YES,HISP,CATHOLIC,,,0.895
STATE ONLY,32.0,45.0,38.0,THIRD CALL,771.0,45-49,HISP,MALE,BUSH,REDMOND,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,NOVOTE,WORSE,DIS/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,LITTLETEXAS,45-59,40-49,DEMOCRAT,40-49,YES,HISP,CATHOLIC,,,0.771
STATE ONLY,32.0,45.0,39.0,THIRD CALL,930.0,75+,WHITE,FEMALE,BUSH,REDMOND,LAST.MONTH,APPROVE,UNFAVORABLE,BUSH,MORE,SOCIALSECUR,DOLE,BETTER,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,65+,OMITS,STATE,COMPLETE,LITTLETEXAS,60+,60+,REPUBLICAN,65+,NO,WHITE,PROT/CHRIST,,,0.93
STATE ONLY,32.0,45.0,40.0,THIRD CALL,881.0,50-59,WHITE,MALE,NADER,BINGAMAN,LAST.MONTH,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,LESS,TAXES,PEROT,SAME,DIS/UNFAV,INDEPEND,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,LITTLETEXAS,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,,,0.881
STATE ONLY,32.0,45.0,41.0,THIRD CALL,861.0,50-59,WHITE,MALE,BUSH,BINGAMAN,LAST.MONTH,DISAPPR,UNFAVORABLE,OMITS,LESS,OMITS,DOLE,WORSE,DIS/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,75-100K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,LITTLETEXAS,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,,,0.861
STATE ONLY,32.0,45.0,42.0,THIRD CALL,908.0,30-39,HISP,FEMALE,BUSH,BINGAMAN,LASTWEEK,APPROVE,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,75-100K,LIBERAL,18-64,OMITS,STATE,COMPLETE,LITTLETEXAS,30-44,30-39,DEMOCRAT,30-39,YES,HISP,CATHOLIC,,,0.908
STATE ONLY,32.0,45.0,43.0,THIRD CALL,1181.0,60-64,HISP,MALE,GORE,BINGAMAN,BEFORE,APPROVE,FAVORABLE,GORE,LESS,SOCIALSECUR,PEROT,BETTER,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,30-50K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,LITTLETEXAS,60+,60+,DEMOCRAT,50-64,,HISP,PROT/CHRIST,,,1.181
STATE ONLY,32.0,45.0,44.0,THIRD CALL,791.0,25-29,WHITE,FEMALE,GORE,BINGAMAN,LAST.3DAYS,APPROVE,UNFAVORABLE,GORE,MORE,EDUCATION,NOVOTE,OMITS,APP/UNFAV,ELSE,POSTGRAD,ELSE,30-50K,MODERATE,18-64,OMITS,STATE,COMPLETE,LITTLETEXAS,18-29,25-29,IND/OTHER,25-29,NO,WHITE,OTHER,,,0.791
STATE ONLY,32.0,45.0,45.0,THIRD CALL,749.0,25-29,WHITE,MALE,OTHER,OTHER,LAST.3DAYS,APPROVE,UNFAVORABLE,BUSH,LESS,OMITS,OTHER,BETTER,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,15-30K,CONSERV,18-64,OMITS,STATE,COMPLETE,LITTLETEXAS,18-29,25-29,IND/OTHER,25-29,NO,WHITE,PROT/CHRIST,,,0.749
STATE ONLY,32.0,45.0,46.0,THIRD CALL,708.0,18-24,HISP,FEMALE,GORE,REDMOND,BEFORE,DISAPPR,UNFAVORABLE,BUSH,MORE,EDUCATION,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,LESS15K,CONSERV,18-64,NOTAFFECT,STATE,COMPLETE,LITTLETEXAS,18-29,18-24,REPUBLICAN,18-24,YES,HISP,CATHOLIC,,,0.708
STATE ONLY,32.0,45.0,47.0,THIRD CALL,849.0,18-24,HISP,FEMALE,GORE,BINGAMAN,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,HEALTHCARE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,LESS15K,LIBERAL,18-64,OMITS,STATE,COMPLETE,LITTLETEXAS,18-29,18-24,DEMOCRAT,18-24,YES,HISP,CATHOLIC,,,0.849
STATE ONLY,32.0,45.0,48.0,THIRD CALL,998.0,75+,BLACK,FEMALE,BUSH,REDMOND,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,MEDICARE/RX,DOLE,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,CONSERV,65+,HURTSTATE,STATE,COMPLETE,LITTLETEXAS,60+,60+,REPUBLICAN,65+,NO,BLACK,PROT/CHRIST,,,0.998
STATE ONLY,32.0,45.0,49.0,THIRD CALL,679.0,40-44,WHITE,FEMALE,GORE,REDMOND,LAST.3DAYS,DISAPPR,FAVORABLE,GORE,LESS,EDUCATION,CLINTON,BETTER,DIS/FAV,DEMOCRAT,POSTGRAD,CATHOLIC,50-75K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,LITTLETEXAS,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,CATHOLIC,,,0.679
STATE ONLY,32.0,45.0,50.0,THIRD CALL,849.0,25-29,HISP,FEMALE,GORE,BINGAMAN,LASTWEEK,APPROVE,FAVORABLE,GORE,MORE,HEALTHCARE,NOVOTE,BETTER,APP/FAV,INDEPEND,POSTGRAD,JEWISH,75-100K,CONSERV,18-64,OMITS,STATE,COMPLETE,LITTLETEXAS,18-29,25-29,IND/OTHER,25-29,YES,OTHER,JEWISH,,,0.849
STATE ONLY,32.0,45.0,51.0,THIRD CALL,878.0,50-59,HISP,FEMALE,GORE,BINGAMAN,BEFORE,APPROVE,UNFAVORABLE,GORE,MORE,HEALTHCARE,CLINTON,BETTER,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,LESS15K,LIBERAL,18-64,OMITS,STATE,COMPLETE,LITTLETEXAS,45-59,50-59,IND/OTHER,50-64,YES,OTHER,CATHOLIC,,,0.878
STATE ONLY,32.0,45.0,52.0,THIRD CALL,703.0,30-39,WHITE,FEMALE,BUSH,REDMOND,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,DOLE,WORSE,DIS/UNFAV,REPUBLCN,POSTGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,NOTAFFECT,STATE,COMPLETE,LITTLETEXAS,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,,,0.7030000000000001
STATE ONLY,32.0,45.0,53.0,THIRD CALL,758.0,30-39,HISP,FEMALE,BUSH,REDMOND,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,OMITS,STATE,COMPLETE,LITTLETEXAS,30-44,30-39,REPUBLICAN,30-39,YES,HISP,PROT/CHRIST,,,0.758
STATE ONLY,32.0,45.0,54.0,THIRD CALL,866.0,25-29,HISP,MALE,GORE,BINGAMAN,BEFORE,APPROVE,FAVORABLE,GORE,LESS,ECON/JOBS,CLINTON,SAME,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,15-30K,LIBERAL,18-64,NOTAFFECT,STATE,COMPLETE,LITTLETEXAS,18-29,25-29,DEMOCRAT,25-29,YES,HISP,CATHOLIC,,,0.866
STATE ONLY,32.0,47.0,1.0,FIRST CALL,4531.0,45-49,WHITE,FEMALE,BUSH,REDMOND,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,DOLE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,LITTLETEXAS,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,,4.531
STATE ONLY,32.0,47.0,2.0,FIRST CALL,732.0,18-24,HISP,MALE,BUCHANAN,BINGAMAN,LAST.MONTH,OMITS,OMITS,OMITS,MORE,OMITS,OMITS,OMITS,,,,,,,18-64,OMITS,STATE,NOTCOMPLETE,LITTLETEXAS,18-29,18-24,,18-24,,HISP,,,,0.732
STATE ONLY,32.0,47.0,3.0,FIRST CALL,5205.0,,BLACK,MALE,GORE,BINGAMAN,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,,,,OMITS,STATE,NOTCOMPLETE,LITTLETEXAS,,,,,,BLACK,,,,5.205
STATE ONLY,32.0,47.0,4.0,FIRST CALL,5205.0,40-44,HISP,FEMALE,GORE,BINGAMAN,LAST.MONTH,DISAPPR,FAVORABLE,BUSH,MORE,WORLDAFFAIRS,NOVOTE,WORSE,DIS/FAV,DEMOCRAT,HSGRAD,CATHOLIC,15-30K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,LITTLETEXAS,30-44,40-49,DEMOCRAT,40-49,YES,HISP,CATHOLIC,,,5.205
STATE ONLY,32.0,47.0,5.0,FIRST CALL,5205.0,65-74,BLACK,FEMALE,GORE,BINGAMAN,OMITS,OMITS,OMITS,OMITS,OMITS,MEDICARE/RX,OMITS,OMITS,,,,,,,65+,OMITS,STATE,NOTCOMPLETE,LITTLETEXAS,60+,60+,,65+,,BLACK,,,,5.205
STATE ONLY,32.0,47.0,6.0,FIRST CALL,5205.0,50-59,HISP,FEMALE,GORE,BINGAMAN,BEFORE,OMITS,OMITS,OMITS,MORE,MEDICARE/RX,OMITS,OMITS,,,,,,,18-64,OMITS,STATE,NOTCOMPLETE,LITTLETEXAS,45-59,50-59,,50-64,,HISP,,,,5.205
STATE ONLY,32.0,47.0,7.0,FIRST CALL,5205.0,30-39,HISP,MALE,GORE,BINGAMAN,LAST.MONTH,APPROVE,FAVORABLE,GORE,LESS,EDUCATION,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,CONSERV,18-64,NOTAFFECT,STATE,COMPLETE,LITTLETEXAS,30-44,30-39,DEMOCRAT,30-39,YES,HISP,CATHOLIC,,,5.205
STATE ONLY,32.0,47.0,8.0,FIRST CALL,5205.0,30-39,HISP,MALE,GORE,BINGAMAN,BEFORE,OMITS,OMITS,OMITS,MORE,MEDICARE/RX,OMITS,OMITS,,,,,,,18-64,OMITS,STATE,NOTCOMPLETE,LITTLETEXAS,30-44,30-39,,30-39,,HISP,,,,5.205
STATE ONLY,32.0,47.0,9.0,FIRST CALL,4815.0,40-44,HISP,FEMALE,BUSH,REDMOND,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SOCIALSECUR,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,50-75K,CONSERV,18-64,NOTAFFECT,STATE,COMPLETE,LITTLETEXAS,30-44,40-49,REPUBLICAN,40-49,YES,HISP,CATHOLIC,,,4.815
STATE ONLY,32.0,47.0,10.0,FIRST CALL,4341.0,65-74,WHITE,MALE,GORE,REDMOND,LAST.3DAYS,OMITS,OMITS,OMITS,LESS,SOCIALSECUR,OMITS,OMITS,,,,,,,65+,OMITS,STATE,NOTCOMPLETE,LITTLETEXAS,60+,60+,,65+,,WHITE,,,,4.341
STATE ONLY,32.0,47.0,11.0,FIRST CALL,5536.0,45-49,WHITE,MALE,BUSH,BINGAMAN,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,DOLE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,50-75K,LIBERAL,18-64,NOTAFFECT,STATE,COMPLETE,LITTLETEXAS,45-59,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,,,5.5360000000000005
STATE ONLY,32.0,47.0,12.0,THIRD CALL,4615.0,40-44,WHITE,MALE,BUSH,REDMOND,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,ELSE,30-50K,CONSERV,18-64,OMITS,STATE,COMPLETE,LITTLETEXAS,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,OTHER,,,4.615
STATE ONLY,32.0,47.0,13.0,THIRD CALL,5205.0,25-29,HISP,FEMALE,GORE,BINGAMAN,LASTWEEK,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,NOVOTE,SAME,APP/FAV,DEMOCRAT,NOHS,CATHOLIC,LESS15K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,LITTLETEXAS,18-29,25-29,DEMOCRAT,25-29,YES,HISP,CATHOLIC,,,5.205
STATE ONLY,32.0,47.0,14.0,THIRD CALL,5205.0,45-49,BLACK,FEMALE,GORE,BINGAMAN,LASTWEEK,APPROVE,FAVORABLE,GORE,MORE,WORLDAFFAIRS,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,NONE,15-30K,CONSERV,18-64,HELPSTATE,STATE,COMPLETE,LITTLETEXAS,45-59,40-49,DEMOCRAT,40-49,NO,BLACK,NONE,,,5.205
STATE ONLY,32.0,47.0,15.0,THIRD CALL,5086.0,25-29,WHITE,FEMALE,GORE,BINGAMAN,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,15-30K,LIBERAL,18-64,OMITS,STATE,COMPLETE,LITTLETEXAS,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,CATHOLIC,,,5.086
STATE ONLY,32.0,47.0,16.0,THIRD CALL,4714.0,18-24,HISP,FEMALE,BUSH,REDMOND,LAST.MONTH,APPROVE,FAVORABLE,BUSH,LESS,ECON/JOBS,CLINTON,BETTER,APP/FAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,LITTLETEXAS,18-29,18-24,REPUBLICAN,18-24,YES,HISP,PROT/CHRIST,,,4.714
STATE ONLY,32.0,47.0,17.0,THIRD CALL,5205.0,25-29,HISP,FEMALE,GORE,BINGAMAN,LAST.MONTH,DISAPPR,FAVORABLE,GORE,MORE,SOCIALSECUR,NOVOTE,BETTER,DIS/FAV,DEMOCRAT,POSTGRAD,CATHOLIC,15-30K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,LITTLETEXAS,18-29,25-29,DEMOCRAT,25-29,YES,HISP,CATHOLIC,,,5.205
