VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,HOU,XWAY2000,PROPHEMP,PROPTAX,X6VOTE,FINSIT,JOBPERS,PARTYID,RELIGION,INCOME,PHIL3,OVER65,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,WEIGHT
STATE ONLY,2.0,6.0,18.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,YOUNG,GORE,NO,NO,CLINTON,OMITS,APP/UNFAV,DEMOCRAT,ELSE,30-50K,MODERATE,18-64,STATE,ANCHORAGE,30-44,30-39,DEMOCRAT,30-39,OTHER,0.772
STATE ONLY,2.0,6.0,19.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,OTHER,GORE,YES,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,NONE,30-50K,LIBERAL,18-64,STATE,ANCHORAGE,30-44,30-39,DEMOCRAT,30-39,NONE,1.6340000000000001
STATE ONLY,2.0,6.0,20.0,SECOND CALL,30-39,WHITE,FEMALE,NADER,APPROVE,FAVORABLE,GREENE,GORE,NO,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,ELSE,50-75K,MODERATE,18-64,STATE,ANCHORAGE,30-44,30-39,DEMOCRAT,30-39,OTHER,1.1280000000000001
STATE ONLY,2.0,6.0,21.0,SECOND CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,YES,PEROT,BETTER,DIS/UNFAV,INDEPEND,PROTESTANT,75-100K,MODERATE,18-64,STATE,ANCHORAGE,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,1.078
STATE ONLY,2.0,6.0,22.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,BETTER,APP/UNFAV,ELSE,PROTESTANT,50-75K,MODERATE,18-64,STATE,ANCHORAGE,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,0.9430000000000001
STATE ONLY,2.0,6.0,23.0,THIRD CALL,40-44,ASIAN,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,50-75K,MODERATE,18-64,STATE,ANCHORAGE,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,0.899
STATE ONLY,2.0,6.0,24.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,YOUNG,GORE,NO,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,50-75K,LIBERAL,18-64,STATE,ANCHORAGE,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,0.772
STATE ONLY,2.0,6.0,25.0,THIRD CALL,40-44,WHITE,MALE,GORE,APPROVE,FAVORABLE,GREENE,GORE,YES,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,50-75K,MODERATE,18-64,STATE,ANCHORAGE,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,1.099
STATE ONLY,2.0,6.0,26.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,APPROVE,UNFAVORABLE,,GORE,NO,NO,NOVOTE,BETTER,APP/UNFAV,ELSE,ELSE,30-50K,MODERATE,18-64,STATE,ANCHORAGE,18-29,18-24,IND/OTHER,18-24,OTHER,0.705
STATE ONLY,2.0,6.0,27.0,THIRD CALL,30-39,OTHER,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,OMITS,BETTER,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,ANCHORAGE,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,0.9430000000000001
STATE ONLY,2.0,6.0,28.0,THIRD CALL,25-29,OTHER,MALE,NADER,APPROVE,FAVORABLE,OTHER,WOULDNOTVOTE,YES,NO,PEROT,SAME,APP/FAV,INDEPEND,NONE,50-75K,MODERATE,18-64,STATE,ANCHORAGE,18-29,25-29,IND/OTHER,25-29,NONE,1.123
STATE ONLY,2.0,6.0,29.0,THIRD CALL,25-29,HISP,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,50-75K,CONSERV,18-64,STATE,ANCHORAGE,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,0.711
STATE ONLY,2.0,6.0,30.0,THIRD CALL,40-44,OTHER,FEMALE,NADER,DISAPPR,UNFAVORABLE,YOUNG,WOULDNOTVOTE,YES,YES,NOVOTE,BETTER,DIS/UNFAV,INDEPEND,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,ANCHORAGE,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,0.753
STATE ONLY,2.0,6.0,31.0,THIRD CALL,25-29,WHITE,MALE,GORE,APPROVE,FAVORABLE,GREENE,GORE,YES,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,30-50K,LIBERAL,18-64,STATE,ANCHORAGE,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,1.06
STATE ONLY,2.0,6.0,32.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,ANCHORAGE,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.9430000000000001
STATE ONLY,2.0,6.0,33.0,THIRD CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,NONE,50-75K,MODERATE,18-64,STATE,ANCHORAGE,30-44,40-49,REPUBLICAN,40-49,NONE,0.899
STATE ONLY,2.0,6.0,34.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,OMITS,OMITS,YOUNG,OMITS,NO,YES,OMITS,BETTER,,,,,,18-64,STATE,ANCHORAGE,30-44,40-49,,40-49,,1.1320000000000001
STATE ONLY,2.0,6.0,35.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GREENE,GORE,YES,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,CATHOLIC,75-100K,LIBERAL,18-64,STATE,ANCHORAGE,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,0.931
STATE ONLY,2.0,6.0,36.0,THIRD CALL,30-39,ASIAN,MALE,BUSH,APPROVE,FAVORABLE,YOUNG,BUSH,NO,NO,CLINTON,SAME,APP/FAV,REPUBLCN,CATHOLIC,,CONSERV,18-64,STATE,ANCHORAGE,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,0.899
STATE ONLY,2.0,6.0,37.0,THIRD CALL,30-39,WHITE,MALE,GORE,APPROVE,FAVORABLE,YOUNG,GORE,YES,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,30-50K,LIBERAL,18-64,STATE,ANCHORAGE,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,0.67
STATE ONLY,2.0,6.0,38.0,THIRD CALL,50-59,HISP,MALE,GORE,DISAPPR,UNFAVORABLE,YOUNG,GORE,YES,NO,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,CATHOLIC,50-75K,LIBERAL,18-64,STATE,ANCHORAGE,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,0.622
STATE ONLY,2.0,6.0,39.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GREENE,GORE,NO,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,50-75K,LIBERAL,18-64,STATE,ANCHORAGE,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,1.2670000000000001
STATE ONLY,2.0,6.0,40.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,15-30K,MODERATE,18-64,STATE,ANCHORAGE,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,0.763
STATE ONLY,2.0,6.0,41.0,THIRD CALL,30-39,HISP,MALE,BUSH,APPROVE,FAVORABLE,YOUNG,BUSH,NO,NO,NOVOTE,BETTER,APP/FAV,REPUBLCN,OTHERCHRIST,OVER100K,MODERATE,18-64,STATE,ANCHORAGE,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,0.834
STATE ONLY,2.0,6.0,42.0,THIRD CALL,30-39,WHITE,MALE,NADER,DISAPPR,UNFAVORABLE,OTHER,WOULDNOTVOTE,YES,YES,PEROT,SAME,DIS/UNFAV,REPUBLCN,NONE,50-75K,MODERATE,18-64,STATE,ANCHORAGE,30-44,30-39,REPUBLICAN,30-39,NONE,1.665
STATE ONLY,2.0,6.0,43.0,THIRD CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,GREENE,BUSH,NO,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,MODERATE,18-64,STATE,ANCHORAGE,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,1.474
STATE ONLY,2.0,8.0,1.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,YES,PEROT,WORSE,DIS/UNFAV,INDEPEND,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,ANCHORAGE,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,1.0110000000000001
STATE ONLY,2.0,8.0,2.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,,GORE,NO,NO,CLINTON,SAME,APP/UNFAV,INDEPEND,PROTESTANT,50-75K,LIBERAL,18-64,STATE,ANCHORAGE,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,0.883
STATE ONLY,2.0,8.0,3.0,FIRST CALL,30-39,WHITE,MALE,GORE,OMITS,OMITS,GREENE,GORE,NO,NO,CLINTON,SAME,OMITS,INDEPEND,PROTESTANT,50-75K,LIBERAL,18-64,STATE,ANCHORAGE,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,1.1300000000000001
STATE ONLY,2.0,8.0,4.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,OTHER,GORE,YES,YES,NOVOTE,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,50-75K,MODERATE,18-64,STATE,ANCHORAGE,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,1.838
STATE ONLY,2.0,8.0,5.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,OMITS,GREENE,GORE,NO,NO,CLINTON,BETTER,OMITS,ELSE,ELSE,50-75K,LIBERAL,18-64,STATE,ANCHORAGE,45-59,50-59,IND/OTHER,50-64,OTHER,1.19
STATE ONLY,2.0,8.0,6.0,FIRST CALL,40-44,WHITE,MALE,NADER,APPROVE,FAVORABLE,OTHER,GORE,YES,YES,CLINTON,BETTER,APP/FAV,INDEPEND,ELSE,50-75K,LIBERAL,18-64,STATE,ANCHORAGE,30-44,40-49,IND/OTHER,40-49,OTHER,1.562
STATE ONLY,2.0,8.0,7.0,FIRST CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,ANCHORAGE,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,1.0110000000000001
STATE ONLY,2.0,8.0,8.0,FIRST CALL,50-59,WHITE,FEMALE,NADER,APPROVE,FAVORABLE,GREENE,GORE,NO,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,NONE,50-75K,LIBERAL,18-64,STATE,ANCHORAGE,45-59,50-59,DEMOCRAT,50-64,NONE,1.062
STATE ONLY,2.0,8.0,9.0,FIRST CALL,30-39,OTHER,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,CLINTON,BETTER,DIS/UNFAV,INDEPEND,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,ANCHORAGE,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,0.845
STATE ONLY,2.0,8.0,10.0,FIRST CALL,40-44,OTHER,FEMALE,GORE,APPROVE,FAVORABLE,GREENE,GORE,NO,NO,CLINTON,BETTER,APP/FAV,INDEPEND,NONE,OVER100K,LIBERAL,18-64,STATE,ANCHORAGE,30-44,40-49,IND/OTHER,40-49,NONE,1.19
STATE ONLY,2.0,8.0,11.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,NONE,OVER100K,CONSERV,18-64,STATE,ANCHORAGE,30-44,30-39,REPUBLICAN,30-39,NONE,0.887
STATE ONLY,2.0,8.0,12.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,OMITS,OMITS,YOUNG,OMITS,NO,NO,OMITS,BETTER,OMITS,,ELSE,,,18-64,STATE,ANCHORAGE,30-44,40-49,,40-49,OTHER,0.887
STATE ONLY,2.0,8.0,13.0,SECOND CALL,50-59,WHITE,FEMALE,NADER,DISAPPR,UNFAVORABLE,OTHER,BUSH,YES,YES,PEROT,WORSE,DIS/UNFAV,INDEPEND,CATHOLIC,15-30K,CONSERV,18-64,STATE,ANCHORAGE,45-59,50-59,IND/OTHER,50-64,CATHOLIC,1.6440000000000001
STATE ONLY,2.0,8.0,14.0,SECOND CALL,75+,WHITE,FEMALE,GORE,DISAPPR,OMITS,YOUNG,WOULDNOTVOTE,NO,NO,PEROT,BETTER,OMITS,INDEPEND,CATHOLIC,15-30K,MODERATE,65+,STATE,ANCHORAGE,60+,60+,IND/OTHER,65+,CATHOLIC,0.9540000000000001
STATE ONLY,2.0,8.0,15.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GREENE,GORE,YES,NO,NOVOTE,SAME,APP/UNFAV,INDEPEND,NONE,OVER100K,LIBERAL,18-64,STATE,ANCHORAGE,18-29,18-24,IND/OTHER,18-24,NONE,0.874
STATE ONLY,2.0,8.0,16.0,SECOND CALL,40-44,WHITE,MALE,NADER,APPROVE,FAVORABLE,GREENE,GORE,YES,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,ELSE,OVER100K,LIBERAL,18-64,STATE,ANCHORAGE,30-44,40-49,DEMOCRAT,40-49,OTHER,0.919
STATE ONLY,2.0,8.0,17.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,BETTER,DIS/UNFAV,INDEPEND,PROTESTANT,50-75K,MODERATE,18-64,STATE,ANCHORAGE,60+,60+,IND/OTHER,50-64,PROT/CHRIST,1.168
STATE ONLY,2.0,8.0,18.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GREENE,GORE,YES,YES,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,ANCHORAGE,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,1.708
STATE ONLY,2.0,8.0,19.0,SECOND CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,YES,NO,DOLE,BETTER,DIS/UNFAV,INDEPEND,PROTESTANT,OVER100K,MODERATE,18-64,STATE,ANCHORAGE,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,0.768
STATE ONLY,2.0,8.0,20.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,NOVOTE,OMITS,DIS/UNFAV,REPUBLCN,,,MODERATE,18-64,STATE,ANCHORAGE,30-44,30-39,REPUBLICAN,30-39,,0.887
STATE ONLY,2.0,8.0,21.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,,CONSERV,18-64,STATE,ANCHORAGE,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,1.064
STATE ONLY,2.0,8.0,22.0,SECOND CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,PEROT,WORSE,DIS/UNFAV,REPUBLCN,CATHOLIC,50-75K,MODERATE,65+,STATE,ANCHORAGE,60+,60+,REPUBLICAN,65+,CATHOLIC,1.111
STATE ONLY,2.0,8.0,23.0,SECOND CALL,50-59,ASIAN,FEMALE,BUSH,OMITS,UNFAVORABLE,YOUNG,BUSH,YES,YES,DOLE,SAME,OMITS,REPUBLCN,CATHOLIC,OVER100K,MODERATE,18-64,STATE,ANCHORAGE,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,0.97
STATE ONLY,2.0,8.0,24.0,SECOND CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,PEROT,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,STATE,ANCHORAGE,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,0.845
STATE ONLY,2.0,8.0,25.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GREENE,GORE,YES,NO,CLINTON,BETTER,APP/FAV,INDEPEND,NONE,50-75K,LIBERAL,18-64,STATE,ANCHORAGE,30-44,30-39,IND/OTHER,30-39,NONE,1.082
STATE ONLY,2.0,8.0,26.0,SECOND CALL,40-44,WHITE,MALE,NADER,APPROVE,FAVORABLE,GREENE,GORE,YES,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,75-100K,LIBERAL,18-64,STATE,ANCHORAGE,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,0.919
STATE ONLY,2.0,8.0,27.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,OMITS,OMITS,YOUNG,OMITS,NO,YES,OMITS,BETTER,,,,,,18-64,STATE,ANCHORAGE,30-44,40-49,,40-49,,1.064
STATE ONLY,2.0,8.0,28.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,YES,YES,OTHER,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,,CONSERV,65+,STATE,ANCHORAGE,60+,60+,IND/OTHER,65+,PROT/CHRIST,1.274
STATE ONLY,2.0,8.0,29.0,SECOND CALL,50-59,WHITE,FEMALE,NADER,DISAPPR,UNFAVORABLE,OTHER,BUSH,YES,NO,PEROT,WORSE,DIS/UNFAV,INDEPEND,ELSE,75-100K,MODERATE,18-64,STATE,ANCHORAGE,45-59,50-59,IND/OTHER,50-64,OTHER,1.373
STATE ONLY,2.0,8.0,30.0,SECOND CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,PEROT,SAME,DIS/UNFAV,REPUBLCN,NONE,50-75K,CONSERV,18-64,STATE,ANCHORAGE,30-44,40-49,REPUBLICAN,40-49,NONE,0.845
STATE ONLY,2.0,8.0,31.0,SECOND CALL,45-49,WHITE,FEMALE,OTHER,APPROVE,FAVORABLE,GREENE,WOULDNOTVOTE,NO,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,CATHOLIC,75-100K,MODERATE,18-64,STATE,ANCHORAGE,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,0.902
STATE ONLY,2.0,8.0,32.0,SECOND CALL,75+,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,CATHOLIC,,CONSERV,65+,STATE,ANCHORAGE,60+,60+,REPUBLICAN,65+,CATHOLIC,1.333
STATE ONLY,2.0,8.0,33.0,SECOND CALL,40-44,OTHER,MALE,BUCHANAN,DISAPPR,UNFAVORABLE,YOUNG,WOULDNOTVOTE,YES,YES,PEROT,SAME,DIS/UNFAV,INDEPEND,,15-30K,LIBERAL,18-64,STATE,ANCHORAGE,30-44,40-49,IND/OTHER,40-49,,0.642
STATE ONLY,2.0,8.0,34.0,SECOND CALL,40-44,WHITE,MALE,GORE,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,OVER100K,CONSERV,18-64,STATE,ANCHORAGE,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.6890000000000001
STATE ONLY,2.0,8.0,35.0,SECOND CALL,30-39,WHITE,MALE,GORE,APPROVE,FAVORABLE,GREENE,GORE,YES,YES,NOVOTE,WORSE,APP/FAV,INDEPEND,CATHOLIC,30-50K,LIBERAL,18-64,STATE,ANCHORAGE,30-44,30-39,IND/OTHER,30-39,CATHOLIC,1.234
STATE ONLY,2.0,8.0,36.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,YES,DOLE,OMITS,DIS/UNFAV,REPUBLCN,OTHERCHRIST,,CONSERV,18-64,STATE,ANCHORAGE,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,1.064
STATE ONLY,2.0,8.0,37.0,SECOND CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,OTHER,BUSH,YES,NO,CLINTON,WORSE,DIS/UNFAV,INDEPEND,PROTESTANT,50-75K,LIBERAL,18-64,STATE,ANCHORAGE,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,1.786
STATE ONLY,2.0,8.0,38.0,SECOND CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,NONE,50-75K,CONSERV,18-64,STATE,ANCHORAGE,30-44,30-39,REPUBLICAN,30-39,NONE,0.845
STATE ONLY,2.0,8.0,39.0,THIRD CALL,30-39,OTHER,MALE,,OMITS,OMITS,YOUNG,OMITS,YES,NO,OMITS,WORSE,,,,,,18-64,STATE,ANCHORAGE,30-44,30-39,,30-39,,0.6900000000000001
STATE ONLY,2.0,8.0,40.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,75-100K,CONSERV,18-64,STATE,ANCHORAGE,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,0.845
STATE ONLY,2.0,8.0,41.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,DISAPPR,UNFAVORABLE,YOUNG,GORE,YES,NO,NOVOTE,SAME,DIS/UNFAV,ELSE,NONE,30-50K,LIBERAL,18-64,STATE,ANCHORAGE,18-29,18-24,IND/OTHER,18-24,NONE,0.533
STATE ONLY,2.0,8.0,42.0,THIRD CALL,25-29,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,BETTER,DIS/UNFAV,ELSE,CATHOLIC,30-50K,CONSERV,18-64,STATE,ANCHORAGE,18-29,25-29,IND/OTHER,25-29,CATHOLIC,0.681
STATE ONLY,2.0,8.0,43.0,THIRD CALL,50-59,WHITE,MALE,BUSH,APPROVE,FAVORABLE,,BUSH,NO,YES,DOLE,SAME,APP/FAV,INDEPEND,ELSE,50-75K,CONSERV,18-64,STATE,ANCHORAGE,45-59,50-59,IND/OTHER,50-64,OTHER,1.229
STATE ONLY,2.0,8.0,44.0,THIRD CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,YES,NO,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,MODERATE,18-64,STATE,ANCHORAGE,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.768
STATE ONLY,2.0,8.0,45.0,THIRD CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,YES,NOVOTE,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,,MODERATE,18-64,STATE,ANCHORAGE,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,1.0110000000000001
STATE ONLY,2.0,8.0,46.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,YOUNG,BUSH,NO,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,,MODERATE,18-64,STATE,ANCHORAGE,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,0.887
STATE ONLY,2.0,8.0,47.0,THIRD CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,ANCHORAGE,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,1.0110000000000001
STATE ONLY,2.0,8.0,48.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,DISAPPR,UNFAVORABLE,YOUNG,GORE,YES,YES,CLINTON,BETTER,DIS/UNFAV,ELSE,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,ANCHORAGE,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,0.792
STATE ONLY,2.0,8.0,49.0,THIRD CALL,65-74,WHITE,MALE,GORE,APPROVE,FAVORABLE,GREENE,GORE,YES,NO,CLINTON,BETTER,APP/FAV,INDEPEND,NONE,75-100K,MODERATE,65+,STATE,ANCHORAGE,60+,60+,IND/OTHER,65+,NONE,1.357
STATE ONLY,2.0,8.0,50.0,THIRD CALL,45-49,,,NADER,APPROVE,FAVORABLE,OTHER,GORE,YES,YES,CLINTON,BETTER,APP/FAV,INDEPEND,OTHERCHRIST,75-100K,CONSERV,18-64,STATE,ANCHORAGE,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,1.562
STATE ONLY,2.0,8.0,51.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,30-50K,CONSERV,18-64,STATE,ANCHORAGE,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,0.887
STATE ONLY,2.0,8.0,52.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,BETTER,DIS/UNFAV,INDEPEND,CATHOLIC,OVER100K,MODERATE,18-64,STATE,ANCHORAGE,45-59,50-59,IND/OTHER,50-64,CATHOLIC,0.845
STATE ONLY,2.0,8.0,53.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,PEROT,BETTER,DIS/UNFAV,ELSE,OTHERCHRIST,OVER100K,MODERATE,18-64,STATE,ANCHORAGE,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,0.845
STATE ONLY,2.0,8.0,54.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,OMITS,UNFAVORABLE,YOUNG,BUSH,,,OMITS,BETTER,OMITS,REPUBLCN,OTHERCHRIST,OVER100K,CONSERV,18-64,STATE,ANCHORAGE,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.897
