VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,RELIGION,INCOME,PHIL3,OVER65,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,1.0,49.0,34.0,THIRD CALL,25-29,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,,50-75K,MODERATE,18-64,STATE,JEFFERSON,18-29,25-29,DEMOCRAT,25-29,,,,0.196
STATE ONLY,1.0,49.0,35.0,THIRD CALL,45-49,BLACK,,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,NONE,,MODERATE,18-64,STATE,JEFFERSON,45-59,40-49,DEMOCRAT,40-49,NONE,,,0.182
STATE ONLY,1.0,49.0,36.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,NOVOTE,BETTER,APP/FAV,DEMOCRAT,NONE,LESS15K,MODERATE,18-64,STATE,JEFFERSON,18-29,18-24,DEMOCRAT,18-24,NONE,,,0.192
STATE ONLY,1.0,49.0,37.0,THIRD CALL,40-44,,FEMALE,GORE,APPROVE,OMITS,OMITS,YES,CLINTON,SAME,OMITS,DEMOCRAT,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,JEFFERSON,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.277
STATE ONLY,1.0,49.0,38.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,SAME,APP/FAV,INDEPEND,NONE,LESS15K,MODERATE,18-64,STATE,JEFFERSON,30-44,40-49,IND/OTHER,40-49,NONE,,,0.182
STATE ONLY,1.0,49.0,39.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,NOVOTE,BETTER,APP/FAV,DEMOCRAT,ELSE,LESS15K,MODERATE,18-64,STATE,JEFFERSON,18-29,18-24,DEMOCRAT,18-24,OTHER,,,0.192
STATE ONLY,1.0,49.0,40.0,THIRD CALL,30-39,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,30-50K,MODERATE,18-64,STATE,JEFFERSON,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.186
STATE ONLY,1.0,49.0,41.0,THIRD CALL,50-59,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,JEFFERSON,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.186
STATE ONLY,1.0,49.0,42.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,ELSE,15-30K,MODERATE,18-64,STATE,JEFFERSON,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.182
STATE ONLY,1.0,49.0,43.0,THIRD CALL,40-44,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,JEFFERSON,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.186
STATE ONLY,1.0,49.0,44.0,THIRD CALL,45-49,,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,LESS15K,LIBERAL,18-64,STATE,JEFFERSON,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.28200000000000003
STATE ONLY,1.0,49.0,45.0,THIRD CALL,50-59,ASIAN,MALE,GORE,OMITS,OMITS,GORE,NO,CLINTON,OMITS,OMITS,DEMOCRAT,ELSE,15-30K,MODERATE,18-64,STATE,JEFFERSON,45-59,50-59,DEMOCRAT,50-64,OTHER,,,0.28200000000000003
STATE ONLY,1.0,49.0,46.0,THIRD CALL,30-39,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,50-75K,LIBERAL,18-64,STATE,JEFFERSON,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.186
STATE ONLY,1.0,49.0,47.0,THIRD CALL,40-44,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,15-30K,MODERATE,18-64,STATE,JEFFERSON,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.186
NATIONAL WHITE,1.0,50.0,1.0,FIRST CALL,18-24,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,15-30K,,18-64,NATIONAL,JEFFERSON,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.138
NATIONAL WHITE,1.0,50.0,2.0,FIRST CALL,45-49,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,NONE,30-50K,MODERATE,18-64,NATIONAL,JEFFERSON,45-59,40-49,DEMOCRAT,40-49,NONE,,,0.131
NATIONAL WHITE,1.0,50.0,3.0,FIRST CALL,45-49,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,NOVOTE,BETTER,APP/FAV,DEMOCRAT,NONE,LESS15K,LIBERAL,18-64,NATIONAL,JEFFERSON,45-59,40-49,DEMOCRAT,40-49,NONE,,,0.133
NATIONAL YELLOW,1.0,50.0,4.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,ELSE,30-50K,CONSERV,18-64,NATIONAL,JEFFERSON,30-44,30-39,DEMOCRAT,30-39,OTHER,TAXES,EXPERIENCE,0.131
NATIONAL YELLOW,1.0,50.0,5.0,FIRST CALL,18-24,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,OMITS,APP/FAV,DEMOCRAT,,,,18-64,NATIONAL,JEFFERSON,18-29,18-24,DEMOCRAT,18-24,,EDUCATION,GOODJUDGMENT,0.138
NATIONAL YELLOW,1.0,50.0,6.0,FIRST CALL,18-24,,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,OTHER,SAME,APP/FAV,DEMOCRAT,,LESS15K,LIBERAL,18-64,NATIONAL,JEFFERSON,18-29,18-24,DEMOCRAT,18-24,,EDUCATION,STRONGLEADER,0.211
NATIONAL GREY,1.0,50.0,7.0,FIRST CALL,75+,WHITE,MALE,BUSH,,,,,,,,REPUBLCN,,15-30K,CONSERV,65+,NATIONAL,JEFFERSON,60+,60+,REPUBLICAN,65+,,,,0.297
NATIONAL GREY,1.0,50.0,8.0,FIRST CALL,40-44,BLACK,FEMALE,GORE,,,,,,,,DEMOCRAT,,LESS15K,MODERATE,18-64,NATIONAL,JEFFERSON,30-44,40-49,DEMOCRAT,40-49,,,,0.131
NATIONAL GREY,1.0,50.0,9.0,FIRST CALL,30-39,BLACK,MALE,GORE,,,,,,,,,,,,18-64,NATIONAL,JEFFERSON,30-44,30-39,,30-39,,,,0.133
NATIONAL PINK,1.0,50.0,10.0,FIRST CALL,45-49,BLACK,MALE,GORE,,,,NO,,,,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,NATIONAL,JEFFERSON,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.133
NATIONAL PINK,1.0,50.0,11.0,FIRST CALL,40-44,WHITE,MALE,BUSH,,,,YES,,,,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,NATIONAL,JEFFERSON,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.211
NATIONAL PINK,1.0,50.0,12.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,,,,NO,,,,DEMOCRAT,OTHERCHRIST,15-30K,MODERATE,18-64,NATIONAL,JEFFERSON,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.131
NATIONAL WHITE,1.0,50.0,13.0,SECOND CALL,18-24,BLACK,MALE,GORE,APPROVE,OMITS,GORE,YES,CLINTON,BETTER,OMITS,DEMOCRAT,OTHERCHRIST,15-30K,MODERATE,18-64,NATIONAL,JEFFERSON,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.14
NATIONAL WHITE,1.0,50.0,14.0,SECOND CALL,60-64,BLACK,FEMALE,BUSH,APPROVE,FAVORABLE,BUSH,NO,CLINTON,BETTER,APP/FAV,REPUBLCN,PROTESTANT,OVER100K,MODERATE,18-64,NATIONAL,JEFFERSON,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.192
NATIONAL WHITE,1.0,50.0,15.0,SECOND CALL,18-24,BLACK,FEMALE,BUSH,APPROVE,FAVORABLE,BUSH,NO,DOLE,BETTER,APP/FAV,INDEPEND,,15-30K,LIBERAL,18-64,NATIONAL,JEFFERSON,18-29,18-24,IND/OTHER,18-24,,,,0.145
NATIONAL WHITE,1.0,50.0,16.0,SECOND CALL,45-49,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,,,18-64,NATIONAL,JEFFERSON,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.131
NATIONAL YELLOW,1.0,50.0,17.0,SECOND CALL,40-44,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,50-75K,MODERATE,18-64,NATIONAL,JEFFERSON,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,TAXES,STRONGLEADER,0.133
NATIONAL YELLOW,1.0,50.0,18.0,SECOND CALL,65-74,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,LESS15K,CONSERV,65+,NATIONAL,JEFFERSON,60+,60+,DEMOCRAT,65+,PROT/CHRIST,SOCIALSECUR,CARES,0.182
NATIONAL YELLOW,1.0,50.0,19.0,SECOND CALL,25-29,BLACK,MALE,,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,,18-64,NATIONAL,JEFFERSON,18-29,25-29,,25-29,,TAXES,EXPERIENCE,0.145
NATIONAL YELLOW,1.0,50.0,20.0,SECOND CALL,45-49,BLACK,FEMALE,GORE,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,,18-64,NATIONAL,JEFFERSON,45-59,40-49,,40-49,,EDUCATION,STRONGLEADER,0.131
NATIONAL GREY,1.0,50.0,21.0,SECOND CALL,50-59,BLACK,MALE,GORE,,,,,,,,DEMOCRAT,,30-50K,CONSERV,18-64,NATIONAL,JEFFERSON,45-59,50-59,DEMOCRAT,50-64,,,,0.133
NATIONAL GREY,1.0,50.0,22.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,,,,,,,,DEMOCRAT,,LESS15K,CONSERV,18-64,NATIONAL,JEFFERSON,45-59,50-59,DEMOCRAT,50-64,,,,0.131
NATIONAL GREY,1.0,50.0,23.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,,,,,,,,,,50-75K,,18-64,NATIONAL,JEFFERSON,30-44,40-49,,40-49,,,,0.131
NATIONAL GREY,1.0,50.0,24.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,,,,,,,,DEMOCRAT,,50-75K,MODERATE,18-64,NATIONAL,JEFFERSON,30-44,40-49,DEMOCRAT,40-49,,,,0.131
NATIONAL PINK,1.0,50.0,25.0,SECOND CALL,25-29,BLACK,FEMALE,GORE,,,,YES,,,,DEMOCRAT,ELSE,LESS15K,MODERATE,18-64,NATIONAL,JEFFERSON,18-29,25-29,DEMOCRAT,25-29,OTHER,,,0.138
NATIONAL PINK,1.0,50.0,26.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,,,,YES,,,,DEMOCRAT,OTHERCHRIST,50-75K,MODERATE,18-64,NATIONAL,JEFFERSON,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.131
NATIONAL PINK,1.0,50.0,27.0,SECOND CALL,40-44,,MALE,BUSH,,,,YES,,,,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,NATIONAL,JEFFERSON,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.211
NATIONAL PINK,1.0,50.0,28.0,SECOND CALL,30-39,BLACK,FEMALE,BUSH,,,,NO,,,,REPUBLCN,PROTESTANT,75-100K,CONSERV,18-64,NATIONAL,JEFFERSON,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.137
NATIONAL WHITE,1.0,50.0,29.0,THIRD CALL,75+,BLACK,FEMALE,,APPROVE,FAVORABLE,OMITS,NO,OMITS,SAME,APP/FAV,ELSE,NONE,50-75K,CONSERV,65+,NATIONAL,JEFFERSON,60+,60+,IND/OTHER,65+,NONE,,,0.188
NATIONAL WHITE,1.0,50.0,30.0,THIRD CALL,25-29,BLACK,MALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,NOVOTE,SAME,APP/UNFAV,DEMOCRAT,OTHERCHRIST,LESS15K,LIBERAL,18-64,NATIONAL,JEFFERSON,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.14
NATIONAL WHITE,1.0,50.0,31.0,THIRD CALL,25-29,BLACK,MALE,GORE,APPROVE,FAVORABLE,BUSH,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,75-100K,,18-64,NATIONAL,JEFFERSON,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.14
NATIONAL WHITE,1.0,50.0,32.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,OMITS,OMITS,OMITS,NO,CLINTON,BETTER,OMITS,,,,,18-64,NATIONAL,JEFFERSON,45-59,50-59,,50-64,,,,0.131
NATIONAL WHITE,1.0,50.0,33.0,THIRD CALL,30-39,BLACK,MALE,GORE,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,,18-64,NATIONAL,JEFFERSON,30-44,30-39,,30-39,,,,0.133
NATIONAL WHITE,1.0,50.0,34.0,THIRD CALL,50-59,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,NONE,30-50K,CONSERV,18-64,NATIONAL,JEFFERSON,45-59,50-59,DEMOCRAT,50-64,NONE,,,0.133
NATIONAL WHITE,1.0,50.0,35.0,THIRD CALL,60-64,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,ELSE,50-75K,LIBERAL,18-64,NATIONAL,JEFFERSON,60+,60+,DEMOCRAT,50-64,OTHER,,,0.185
NATIONAL YELLOW,1.0,50.0,36.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,ELSE,15-30K,MODERATE,18-64,NATIONAL,JEFFERSON,30-44,30-39,DEMOCRAT,30-39,OTHER,EDUCATION,STRONGLEADER,0.131
NATIONAL YELLOW,1.0,50.0,37.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,INDEPEND,OTHERCHRIST,15-30K,CONSERV,18-64,NATIONAL,JEFFERSON,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,OMITS,EXPERIENCE,0.138
NATIONAL YELLOW,1.0,50.0,38.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,15-30K,MODERATE,18-64,NATIONAL,JEFFERSON,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,HEALTHCARE,GOODJUDGMENT,0.138
NATIONAL YELLOW,1.0,50.0,39.0,THIRD CALL,50-59,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,30-50K,CONSERV,18-64,NATIONAL,JEFFERSON,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,SOCIALSECUR,CARES,0.133
NATIONAL YELLOW,1.0,50.0,40.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,OMITS,OMITS,OMITS,NO,OMITS,OMITS,,,,,,18-64,NATIONAL,JEFFERSON,30-44,30-39,,30-39,,ECON/JOBS,STRONGLEADER,0.131
NATIONAL YELLOW,1.0,50.0,41.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,OMITS,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,LESS15K,MODERATE,18-64,NATIONAL,JEFFERSON,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,WORLDAFFAIRS,EXPERIENCE,0.138
NATIONAL YELLOW,1.0,50.0,42.0,THIRD CALL,18-24,BLACK,MALE,GORE,DISAPPR,UNFAVORABLE,OMITS,NO,CLINTON,WORSE,DIS/UNFAV,REPUBLCN,CATHOLIC,,,18-64,NATIONAL,JEFFERSON,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,ECON/JOBS,CARES,0.14
NATIONAL GREY,1.0,50.0,43.0,THIRD CALL,18-24,BLACK,MALE,GORE,,,,,,,,INDEPEND,,LESS15K,MODERATE,18-64,NATIONAL,JEFFERSON,18-29,18-24,IND/OTHER,18-24,,,,0.14
NATIONAL GREY,1.0,50.0,44.0,THIRD CALL,18-24,BLACK,MALE,GORE,,,,,,,,,,,,18-64,NATIONAL,JEFFERSON,18-29,18-24,,18-24,,,,0.14
NATIONAL GREY,1.0,50.0,45.0,THIRD CALL,18-24,BLACK,MALE,GORE,,,,,,,,DEMOCRAT,,15-30K,LIBERAL,18-64,NATIONAL,JEFFERSON,18-29,18-24,DEMOCRAT,18-24,,,,0.14
NATIONAL GREY,1.0,50.0,46.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,,,,,,,,DEMOCRAT,,30-50K,MODERATE,18-64,NATIONAL,JEFFERSON,30-44,40-49,DEMOCRAT,40-49,,,,0.131
NATIONAL GREY,1.0,50.0,47.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,,,,,,,,DEMOCRAT,,LESS15K,CONSERV,18-64,NATIONAL,JEFFERSON,30-44,30-39,DEMOCRAT,30-39,,,,0.131
NATIONAL GREY,1.0,50.0,48.0,THIRD CALL,45-49,BLACK,MALE,GORE,,,,,,,,,,,,18-64,NATIONAL,JEFFERSON,45-59,40-49,,40-49,,,,0.133
NATIONAL PINK,1.0,50.0,49.0,THIRD CALL,30-39,BLACK,MALE,GORE,,,,YES,,,,DEMOCRAT,OTHERCHRIST,30-50K,CONSERV,18-64,NATIONAL,JEFFERSON,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.133
NATIONAL PINK,1.0,50.0,50.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,,,,NO,,,,DEMOCRAT,OTHERCHRIST,15-30K,MODERATE,18-64,NATIONAL,JEFFERSON,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.131
NATIONAL PINK,1.0,50.0,51.0,THIRD CALL,30-39,BLACK,MALE,GORE,,,,YES,,,,DEMOCRAT,OTHERCHRIST,50-75K,MODERATE,18-64,NATIONAL,JEFFERSON,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.133
NATIONAL PINK,1.0,50.0,52.0,THIRD CALL,50-59,BLACK,MALE,GORE,,,,NO,,,,DEMOCRAT,OTHERCHRIST,50-75K,LIBERAL,18-64,NATIONAL,JEFFERSON,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.133
NATIONAL WHITE,1.0,52.0,1.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,FAVORABLE,BUSH,NO,DOLE,BETTER,DIS/FAV,REPUBLCN,PROTESTANT,75-100K,CONSERV,18-64,NATIONAL,JEFFERSON,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.353
NATIONAL WHITE,1.0,52.0,2.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,OTHER,SAME,DIS/UNFAV,INDEPEND,ELSE,15-30K,MODERATE,18-64,NATIONAL,JEFFERSON,30-44,30-39,IND/OTHER,30-39,OTHER,,,0.353
NATIONAL WHITE,1.0,52.0,3.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,OTHERCHRIST,15-30K,,18-64,NATIONAL,JEFFERSON,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.335
NATIONAL YELLOW,1.0,52.0,4.0,FIRST CALL,45-49,BLACK,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,PROTESTANT,30-50K,MODERATE,18-64,NATIONAL,JEFFERSON,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,EDUCATION,STRONGLEADER,0.233
NATIONAL YELLOW,1.0,52.0,5.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,OMITS,OMITS,OMITS,YES,DOLE,BETTER,OMITS,,,,,18-64,NATIONAL,JEFFERSON,30-44,30-39,,30-39,,SOCIALSECUR,HONEST,0.353
NATIONAL YELLOW,1.0,52.0,6.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,NOVOTE,BETTER,APP/UNFAV,REPUBLCN,ELSE,50-75K,CONSERV,18-64,NATIONAL,JEFFERSON,45-59,40-49,REPUBLICAN,40-49,OTHER,SOCIALSECUR,COMPLEXISSUE,0.353
NATIONAL GREY,1.0,52.0,7.0,FIRST CALL,50-59,WHITE,MALE,BUSH,,,,,,,,INDEPEND,,50-75K,CONSERV,18-64,NATIONAL,JEFFERSON,45-59,50-59,IND/OTHER,50-64,,,,0.36
NATIONAL GREY,1.0,52.0,8.0,FIRST CALL,60-64,WHITE,,BUSH,,,,,,,,INDEPEND,,30-50K,CONSERV,18-64,NATIONAL,JEFFERSON,60+,60+,IND/OTHER,50-64,,,,0.506
NATIONAL GREY,1.0,52.0,9.0,FIRST CALL,65-74,,MALE,BUSH,,,,,,,,REPUBLCN,,75-100K,MODERATE,65+,NATIONAL,JEFFERSON,60+,60+,REPUBLICAN,65+,,,,0.506
NATIONAL PINK,1.0,52.0,10.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,,,,NO,,,,REPUBLCN,OTHERCHRIST,75-100K,CONSERV,18-64,NATIONAL,JEFFERSON,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.353
NATIONAL PINK,1.0,52.0,11.0,FIRST CALL,75+,WHITE,FEMALE,BUSH,,,,OMITS,,,,REPUBLCN,ELSE,,CONSERV,65+,NATIONAL,JEFFERSON,60+,60+,REPUBLICAN,65+,OTHER,,,0.496
NATIONAL PINK,1.0,52.0,12.0,FIRST CALL,30-39,WHITE,MALE,GORE,,,,YES,,,,DEMOCRAT,ELSE,,CONSERV,18-64,NATIONAL,JEFFERSON,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.342
NATIONAL WHITE,1.0,52.0,13.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,75-100K,MODERATE,18-64,NATIONAL,JEFFERSON,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.353
NATIONAL WHITE,1.0,52.0,14.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,PEROT,SAME,DIS/UNFAV,INDEPEND,OTHERCHRIST,50-75K,MODERATE,65+,NATIONAL,JEFFERSON,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.496
NATIONAL WHITE,1.0,52.0,15.0,SECOND CALL,60-64,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,DOLE,BETTER,APP/UNFAV,INDEPEND,PROTESTANT,50-75K,CONSERV,18-64,NATIONAL,JEFFERSON,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,0.506
NATIONAL YELLOW,1.0,52.0,16.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,DISAPPR,FAVORABLE,GORE,NO,NOVOTE,SAME,DIS/FAV,INDEPEND,OTHERCHRIST,,CONSERV,18-64,NATIONAL,JEFFERSON,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,ECON/JOBS,COMPLEXISSUE,0.335
NATIONAL YELLOW,1.0,52.0,17.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,65+,NATIONAL,JEFFERSON,60+,60+,REPUBLICAN,65+,PROT/CHRIST,SOCIALSECUR,HONEST,0.496
NATIONAL YELLOW,1.0,52.0,18.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,ELSE,LESS15K,MODERATE,18-64,NATIONAL,JEFFERSON,45-59,50-59,DEMOCRAT,50-64,OTHER,OMITS,OMITS,0.335
NATIONAL GREY,1.0,52.0,19.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,,,,,,,,REPUBLCN,,30-50K,CONSERV,65+,NATIONAL,JEFFERSON,60+,60+,REPUBLICAN,65+,,,,0.496
NATIONAL GREY,1.0,52.0,20.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,,,,,,,,INDEPEND,,15-30K,,18-64,NATIONAL,JEFFERSON,45-59,50-59,IND/OTHER,50-64,,,,0.353
NATIONAL GREY,1.0,52.0,21.0,SECOND CALL,40-44,WHITE,MALE,BUSH,,,,,,,,REPUBLCN,,50-75K,MODERATE,18-64,NATIONAL,JEFFERSON,30-44,40-49,REPUBLICAN,40-49,,,,0.36
NATIONAL PINK,1.0,52.0,22.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,,,,YES,,,,INDEPEND,OTHERCHRIST,50-75K,CONSERV,18-64,NATIONAL,JEFFERSON,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.353
NATIONAL PINK,1.0,52.0,23.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,,,,NO,,,,DEMOCRAT,CATHOLIC,50-75K,MODERATE,18-64,NATIONAL,JEFFERSON,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.335
NATIONAL PINK,1.0,52.0,24.0,SECOND CALL,18-24,WHITE,MALE,GORE,,,,NO,,,,DEMOCRAT,OTHERCHRIST,50-75K,MODERATE,18-64,NATIONAL,JEFFERSON,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.361
NATIONAL WHITE,1.0,52.0,25.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,30-50K,CONSERV,18-64,NATIONAL,JEFFERSON,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,0.36
