VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,CLINTON,BCPERSON,HOU,XWAY2000,ISSUE,X6VOTE,FINSIT,JOBPERS,SSEXFEEL,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,46.0,52.0,11.0,FIRST CALL,65-74,WHITE,FEMALE,,JEFFORDS,DWYER,OMITS,UNFAVORABLE,SANDERS,OMITS,MEDICARE/RX,PEROT,SAME,OMITS,OPPOSED,INDEPEND,HSGRAD,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,GREENMOUNTS,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.979
STATE ONLY,46.0,52.0,12.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,JEFFORDS,DWYER,APPROVE,UNFAVORABLE,KERIN,BUSH,OMITS,NOVOTE,BETTER,APP/UNFAV,OPPOSED,REPUBLCN,HSGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.9580000000000001
STATE ONLY,46.0,52.0,13.0,FIRST CALL,45-49,WHITE,MALE,BUSH,JEFFORDS,DWYER,APPROVE,UNFAVORABLE,SANDERS,BUSH,ECON/JOBS,DOLE,BETTER,APP/UNFAV,OPPOSED,REPUBLCN,HSGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.096
STATE ONLY,46.0,52.0,14.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,JEFFORDS,DEAN,DISAPPR,OMITS,SANDERS,WOULDNOTVOTE,OMITS,DOLE,SAME,OMITS,OPPOSED,INDEPEND,HSGRAD,CATHOLIC,LESS15K,LIBERAL,65+,STATE,COMPLETE,GREENMOUNTS,60+,60+,IND/OTHER,65+,CATHOLIC,,,0.901
STATE ONLY,46.0,52.0,15.0,FIRST CALL,30-39,WHITE,FEMALE,NADER,HUBBARD,POLLINA,DISAPPR,UNFAVORABLE,SANDERS,WOULDNOTVOTE,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,OPPOSED,REPUBLCN,COLGRAD,ELSE,30-50K,LIBERAL,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,30-39,REPUBLICAN,30-39,OTHER,,,1.078
STATE ONLY,46.0,52.0,16.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,,POLLINA,APPROVE,FAVORABLE,SANDERS,BUSH,ECON/JOBS,CLINTON,SAME,APP/FAV,ANGRY,INDEPEND,SOMCOL/ASSOC,CATHOLIC,,CONSERV,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,0.979
STATE ONLY,46.0,52.0,17.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,FLANAGAN,DEAN,APPROVE,FAVORABLE,SANDERS,BUSH,HEALTHCARE,CLINTON,BETTER,APP/FAV,OPPOSED,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.784
STATE ONLY,46.0,52.0,18.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,JEFFORDS,DEAN,APPROVE,UNFAVORABLE,SANDERS,GORE,EDUCATION,CLINTON,BETTER,APP/UNFAV,ENTHUSIASTIC,INDEPEND,POSTGRAD,CATHOLIC,50-75K,LIBERAL,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,1.137
STATE ONLY,46.0,52.0,19.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,,DWYER,DISAPPR,OMITS,,BUSH,TAXES,DOLE,SAME,OMITS,OPPOSED,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,GREENMOUNTS,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.8150000000000001
STATE ONLY,46.0,52.0,20.0,FIRST CALL,25-29,WHITE,MALE,GORE,JEFFORDS,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,ENTHUSIASTIC,DEMOCRAT,POSTGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,1.322
STATE ONLY,46.0,52.0,21.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,FLANAGAN,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,MEDICARE/RX,CLINTON,BETTER,APP/FAV,SUPPORTIVE,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,GREENMOUNTS,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.748
STATE ONLY,46.0,52.0,22.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,JEFFORDS,DWYER,APPROVE,UNFAVORABLE,SANDERS,BUSH,MEDICARE/RX,PEROT,SAME,APP/UNFAV,OPPOSED,ELSE,NOHS,CATHOLIC,,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,60+,60+,IND/OTHER,50-64,CATHOLIC,,,0.915
STATE ONLY,46.0,52.0,23.0,FIRST CALL,50-59,WHITE,MALE,BUSH,HUBBARD,DWYER,DISAPPR,UNFAVORABLE,,BUSH,EDUCATION,DOLE,SAME,DIS/UNFAV,ANGRY,INDEPEND,HSGRAD,ELSE,15-30K,CONSERV,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,50-59,IND/OTHER,50-64,OTHER,,,0.704
STATE ONLY,46.0,52.0,24.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,JEFFORDS,DWYER,APPROVE,FAVORABLE,SANDERS,GORE,WORLDAFFAIRS,CLINTON,SAME,APP/FAV,OPPOSED,ELSE,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.1520000000000001
STATE ONLY,46.0,52.0,25.0,FIRST CALL,65-74,WHITE,MALE,GORE,FLANAGAN,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,SOCIALSECUR,CLINTON,BETTER,APP/FAV,SUPPORTIVE,INDEPEND,HSGRAD,PROTESTANT,,LIBERAL,65+,STATE,COMPLETE,GREENMOUNTS,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.783
STATE ONLY,46.0,52.0,26.0,FIRST CALL,40-44,WHITE,MALE,GORE,JEFFORDS,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,SUPPORTIVE,INDEPEND,POSTGRAD,JEWISH,OVER100K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,40-49,IND/OTHER,40-49,JEWISH,,,1.19
STATE ONLY,46.0,52.0,27.0,FIRST CALL,18-24,WHITE,MALE,GORE,FLANAGAN,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,SOCIALSECUR,NOVOTE,BETTER,APP/FAV,SUPPORTIVE,INDEPEND,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,1.004
STATE ONLY,46.0,52.0,28.0,FIRST CALL,30-39,WHITE,MALE,BUSH,JEFFORDS,DWYER,DISAPPR,UNFAVORABLE,KERIN,BUSH,ECON/JOBS,DOLE,SAME,DIS/UNFAV,ANGRY,REPUBLCN,COLGRAD,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.999
STATE ONLY,46.0,52.0,29.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,,DWYER,DISAPPR,UNFAVORABLE,KERIN,BUSH,SOCIALSECUR,DOLE,WORSE,DIS/UNFAV,ANGRY,REPUBLCN,HSGRAD,CATHOLIC,30-50K,CONSERV,65+,STATE,COMPLETE,GREENMOUNTS,60+,60+,REPUBLICAN,65+,CATHOLIC,,,0.766
STATE ONLY,46.0,52.0,30.0,FIRST CALL,75+,WHITE,FEMALE,BUSH,JEFFORDS,DWYER,DISAPPR,UNFAVORABLE,SANDERS,BUSH,OMITS,DOLE,SAME,DIS/UNFAV,ANGRY,REPUBLCN,HSGRAD,PROTESTANT,LESS15K,MODERATE,65+,STATE,COMPLETE,GREENMOUNTS,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.915
STATE ONLY,46.0,52.0,31.0,FIRST CALL,65-74,WHITE,MALE,BUSH,,DWYER,DISAPPR,UNFAVORABLE,KERIN,BUSH,OMITS,DOLE,SAME,DIS/UNFAV,OPPOSED,REPUBLCN,POSTGRAD,CATHOLIC,50-75K,CONSERV,65+,STATE,COMPLETE,GREENMOUNTS,60+,60+,REPUBLICAN,65+,CATHOLIC,,,0.803
STATE ONLY,46.0,52.0,32.0,SECOND CALL,30-39,WHITE,MALE,GORE,FLANAGAN,POLLINA,APPROVE,FAVORABLE,SANDERS,GORE,ECON/JOBS,PEROT,SAME,APP/FAV,SUPPORTIVE,INDEPEND,HSGRAD,PROTESTANT,15-30K,LIBERAL,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.925
STATE ONLY,46.0,52.0,33.0,SECOND CALL,30-39,WHITE,MALE,BUSH,JEFFORDS,DWYER,DISAPPR,UNFAVORABLE,OTHER,BUSH,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,OPPOSED,REPUBLCN,COLGRAD,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.366
STATE ONLY,46.0,52.0,34.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,JEFFORDS,DWYER,APPROVE,FAVORABLE,SANDERS,GORE,WORLDAFFAIRS,NOVOTE,SAME,APP/FAV,OPPOSED,ELSE,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.1520000000000001
STATE ONLY,46.0,52.0,35.0,SECOND CALL,65-74,WHITE,MALE,GORE,JEFFORDS,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,OMITS,CLINTON,SAME,APP/FAV,SUPPORTIVE,INDEPEND,POSTGRAD,PROTESTANT,30-50K,MODERATE,65+,STATE,COMPLETE,GREENMOUNTS,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.035
STATE ONLY,46.0,52.0,36.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,JEFFORDS,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,ECON/JOBS,CLINTON,SAME,APP/FAV,ENTHUSIASTIC,DEMOCRAT,POSTGRAD,NONE,75-100K,LIBERAL,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,40-49,DEMOCRAT,40-49,NONE,,,1.137
STATE ONLY,46.0,52.0,37.0,SECOND CALL,45-49,HISP,FEMALE,GORE,FLANAGAN,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,HEALTHCARE,CLINTON,BETTER,APP/FAV,ENTHUSIASTIC,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.598
STATE ONLY,46.0,52.0,38.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,FLANAGAN,DEAN,APPROVE,UNFAVORABLE,SANDERS,GORE,OMITS,DOLE,SAME,APP/UNFAV,ENTHUSIASTIC,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,GREENMOUNTS,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,0.9590000000000001
STATE ONLY,46.0,52.0,39.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,JEFFORDS,DWYER,DISAPPR,UNFAVORABLE,SANDERS,BUSH,MEDICARE/RX,DOLE,BETTER,DIS/UNFAV,OPPOSED,REPUBLCN,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.048
STATE ONLY,46.0,52.0,40.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,JEFFORDS,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,SUPPORTIVE,DEMOCRAT,POSTGRAD,PROTESTANT,OVER100K,LIBERAL,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.137
STATE ONLY,46.0,52.0,41.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,FLANAGAN,POLLINA,DISAPPR,UNFAVORABLE,SANDERS,GORE,MEDICARE/RX,CLINTON,OMITS,DIS/UNFAV,ENTHUSIASTIC,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,LIBERAL,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.885
STATE ONLY,46.0,52.0,42.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,JEFFORDS,DWYER,APPROVE,UNFAVORABLE,KERIN,BUSH,TAXES,DOLE,SAME,APP/UNFAV,OPPOSED,INDEPEND,COLGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.9580000000000001
STATE ONLY,46.0,52.0,43.0,SECOND CALL,40-44,WHITE,MALE,BUSH,JEFFORDS,DEAN,DISAPPR,UNFAVORABLE,SANDERS,BUSH,ECON/JOBS,DOLE,SAME,DIS/UNFAV,SUPPORTIVE,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.083
STATE ONLY,46.0,52.0,44.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,,DWYER,APPROVE,FAVORABLE,,GORE,OMITS,CLINTON,BETTER,APP/FAV,SUPPORTIVE,REPUBLCN,,CATHOLIC,LESS15K,CONSERV,18-64,STATE,COMPLETE,GREENMOUNTS,60+,60+,REPUBLICAN,50-64,CATHOLIC,,,0.898
STATE ONLY,46.0,52.0,45.0,SECOND CALL,65-74,WHITE,MALE,BUSH,JEFFORDS,DWYER,DISAPPR,UNFAVORABLE,SANDERS,BUSH,MEDICARE/RX,DOLE,WORSE,DIS/UNFAV,ANGRY,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,,,65+,STATE,COMPLETE,GREENMOUNTS,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.9540000000000001
STATE ONLY,46.0,52.0,46.0,SECOND CALL,30-39,WHITE,MALE,BUSH,JEFFORDS,DWYER,APPROVE,UNFAVORABLE,KERIN,BUSH,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,OPPOSED,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.999
STATE ONLY,46.0,52.0,47.0,SECOND CALL,30-39,,FEMALE,BUSH,JEFFORDS,DWYER,DISAPPR,UNFAVORABLE,SANDERS,BUSH,HEALTHCARE,PEROT,OMITS,DIS/UNFAV,OMITS,REPUBLCN,COLGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.048
STATE ONLY,46.0,52.0,48.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,JEFFORDS,DWYER,APPROVE,FAVORABLE,SANDERS,GORE,OMITS,CLINTON,SAME,APP/FAV,OPPOSED,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.0010000000000001
STATE ONLY,46.0,52.0,49.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,JEFFORDS,DWYER,APPROVE,FAVORABLE,DIAMOND,GORE,EDUCATION,DOLE,BETTER,APP/FAV,ANGRY,REPUBLCN,HSGRAD,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.795
STATE ONLY,46.0,52.0,50.0,SECOND CALL,50-59,WHITE,MALE,BUSH,JEFFORDS,DWYER,DISAPPR,UNFAVORABLE,KERIN,BUSH,MEDICARE/RX,DOLE,SAME,DIS/UNFAV,ANGRY,REPUBLCN,POSTGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.999
STATE ONLY,46.0,52.0,51.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,JEFFORDS,DWYER,DISAPPR,FAVORABLE,KERIN,BUSH,EDUCATION,NOVOTE,BETTER,DIS/FAV,OPPOSED,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,LESS15K,CONSERV,18-64,STATE,COMPLETE,GREENMOUNTS,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,1.063
STATE ONLY,46.0,52.0,52.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,JEFFORDS,DWYER,DISAPPR,UNFAVORABLE,KERIN,BUSH,ECON/JOBS,DOLE,SAME,DIS/UNFAV,OPPOSED,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.9580000000000001
STATE ONLY,46.0,52.0,53.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,JEFFORDS,DWYER,APPROVE,FAVORABLE,,GORE,ECON/JOBS,NOVOTE,SAME,APP/FAV,OPPOSED,ELSE,,CATHOLIC,15-30K,CONSERV,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,1.116
STATE ONLY,46.0,52.0,54.0,THIRD CALL,60-64,WHITE,MALE,BUSH,JEFFORDS,DWYER,DISAPPR,UNFAVORABLE,SANDERS,BUSH,SOCIALSECUR,DOLE,SAME,DIS/UNFAV,OPPOSED,INDEPEND,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,0.9540000000000001
STATE ONLY,46.0,52.0,55.0,THIRD CALL,45-49,WHITE,MALE,GORE,FLANAGAN,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,SOCIALSECUR,CLINTON,SAME,APP/FAV,OPPOSED,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.903
STATE ONLY,46.0,52.0,56.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,JEFFORDS,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,SUPPORTIVE,DEMOCRAT,,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.137
STATE ONLY,46.0,52.0,57.0,THIRD CALL,30-39,WHITE,MALE,GORE,JEFFORDS,DWYER,APPROVE,FAVORABLE,SANDERS,GORE,SOCIALSECUR,CLINTON,BETTER,APP/FAV,OPPOSED,REPUBLCN,COLGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.207
STATE ONLY,46.0,52.0,58.0,THIRD CALL,50-59,WHITE,MALE,GORE,JEFFORDS,DEAN,OMITS,UNFAVORABLE,,GORE,OMITS,DOLE,BETTER,OMITS,SUPPORTIVE,INDEPEND,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.154
STATE ONLY,46.0,52.0,59.0,THIRD CALL,30-39,WHITE,MALE,BUSH,JEFFORDS,DWYER,DISAPPR,UNFAVORABLE,KERIN,BUSH,HEALTHCARE,OTHER,WORSE,DIS/UNFAV,ANGRY,REPUBLCN,NOHS,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.999
STATE ONLY,46.0,52.0,60.0,THIRD CALL,45-49,WHITE,MALE,BUSH,JEFFORDS,DWYER,DISAPPR,UNFAVORABLE,SANDERS,BUSH,TAXES,CLINTON,SAME,DIS/UNFAV,ANGRY,REPUBLCN,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.096
STATE ONLY,46.0,52.0,61.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,JEFFORDS,POLLINA,APPROVE,UNFAVORABLE,SANDERS,BUSH,WORLDAFFAIRS,CLINTON,SAME,APP/UNFAV,OPPOSED,INDEPEND,NOHS,CATHOLIC,30-50K,LIBERAL,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,1.058
STATE ONLY,46.0,52.0,62.0,THIRD CALL,50-59,WHITE,MALE,GORE,FLANAGAN,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,ECON/JOBS,CLINTON,SAME,APP/FAV,SUPPORTIVE,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.903
STATE ONLY,46.0,52.0,63.0,THIRD CALL,45-49,WHITE,MALE,GORE,FLANAGAN,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,SUPPORTIVE,DEMOCRAT,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.903
STATE ONLY,46.0,52.0,64.0,THIRD CALL,50-59,WHITE,MALE,BUSH,JEFFORDS,DWYER,DISAPPR,UNFAVORABLE,SANDERS,BUSH,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,OPPOSED,REPUBLCN,COLGRAD,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,1.096
STATE ONLY,46.0,52.0,65.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,HUBBARD,POLLINA,APPROVE,FAVORABLE,SANDERS,GORE,WORLDAFFAIRS,CLINTON,SAME,APP/FAV,OPPOSED,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.768
STATE ONLY,46.0,52.0,66.0,THIRD CALL,40-44,WHITE,MALE,GORE,JEFFORDS,DWYER,APPROVE,FAVORABLE,SANDERS,GORE,EDUCATION,CLINTON,SAME,APP/FAV,OPPOSED,ELSE,HSGRAD,NONE,30-50K,LIBERAL,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,40-49,IND/OTHER,40-49,NONE,,,1.207
STATE ONLY,46.0,52.0,67.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,JEFFORDS,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,ECON/JOBS,CLINTON,SAME,APP/FAV,ENTHUSIASTIC,DEMOCRAT,POSTGRAD,PROTESTANT,75-100K,LIBERAL,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.137
STATE ONLY,46.0,52.0,68.0,THIRD CALL,50-59,WHITE,MALE,NADER,JEFFORDS,POLLINA,APPROVE,FAVORABLE,OTHER,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,ENTHUSIASTIC,INDEPEND,POSTGRAD,NONE,50-75K,LIBERAL,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,50-59,IND/OTHER,50-64,NONE,,,2.132
STATE ONLY,46.0,52.0,69.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,JEFFORDS,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,ENTHUSIASTIC,DEMOCRAT,COLGRAD,JEWISH,50-75K,LIBERAL,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,30-39,DEMOCRAT,30-39,JEWISH,,,1.137
STATE ONLY,46.0,52.0,70.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,FLANAGAN,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,EDUCATION,CLINTON,BETTER,APP/FAV,SUPPORTIVE,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.863
STATE ONLY,46.0,52.0,71.0,THIRD CALL,30-39,WHITE,MALE,BUSH,JEFFORDS,DWYER,DISAPPR,UNFAVORABLE,KERIN,BUSH,OMITS,DOLE,SAME,DIS/UNFAV,ANGRY,INDEPEND,HSGRAD,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.999
STATE ONLY,46.0,52.0,72.0,THIRD CALL,30-39,WHITE,MALE,BUSH,OTHER,DWYER,DISAPPR,UNFAVORABLE,OTHER,BUSH,TAXES,DOLE,SAME,DIS/UNFAV,ANGRY,REPUBLCN,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.569
STATE ONLY,46.0,52.0,73.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,JEFFORDS,POLLINA,APPROVE,FAVORABLE,SANDERS,GORE,HEALTHCARE,NOVOTE,BETTER,APP/FAV,SUPPORTIVE,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.163
STATE ONLY,46.0,52.0,74.0,THIRD CALL,30-39,WHITE,FEMALE,OTHER,FLANAGAN,POLLINA,APPROVE,UNFAVORABLE,SANDERS,WOULDNOTVOTE,HEALTHCARE,OTHER,SAME,APP/UNFAV,ENTHUSIASTIC,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,75-100K,LIBERAL,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.863
