VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,CLINTON,BCPERSON,XWAY2000,GOVTDO,JEANCARN,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,UNION4,ABORTION,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,GUN,WEIGHT
STATE ONLY,26.0,40.0,12.0,FIRST CALL,30-39,WHITE,MALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,LESS,JEANCARNAHAN,CITYOVER50K,MEDICARE/RX,STRONGLEADER,NO,CLINTON,NONE,MOSTILL,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,COLGRAD,PROTESTANT,AFEWAYEAR,30-50K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,KANSASCITY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,SUPPORT,1.342
STATE ONLY,26.0,40.0,13.0,FIRST CALL,50-59,WHITE,MALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,CITYOVER50K,WORLDAFFAIRS,HONEST,NO,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,NO,INDEPEND,50-500K,SOMCOL/ASSOC,NONE,NEVER,50-75K,YES,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,KANSASCITY,45-59,50-59,IND/OTHER,50-64,NONE,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,OPPOSE,1.166
STATE ONLY,26.0,40.0,14.0,SECOND CALL,30-39,BLACK,MALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,CITYOVER50K,TAXES,HONEST,YES,DOLE,NONE,ALWYSILL,BETTER,DIS/UNFAV,YES,REPUBLCN,50-500K,COLGRAD,PROTESTANT,ONCEAWEEK,15-30K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,KANSASCITY,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,OPPOSE,0.9570000000000001
STATE ONLY,26.0,40.0,15.0,SECOND CALL,50-59,WHITE,MALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,CITYOVER50K,SOCIALSECUR,HONEST,NO,DOLE,NONE,MOSTLGL,SAME,DIS/UNFAV,NO,DEMOCRAT,50-500K,HSGRAD,CATHOLIC,AFEWAMONTH,50-75K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,KANSASCITY,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,ONLYBUSH,BOTH,PERSONALQUAL,,,SUPPORT,1.166
STATE ONLY,26.0,40.0,16.0,SECOND CALL,45-49,BLACK,MALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,CITYOVER50K,ECON/JOBS,CARES,NO,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,50-75K,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,KANSASCITY,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,ONLYGORE,ONLYGORE,PERSONALQUAL,,,OPPOSE,1.104
STATE ONLY,26.0,40.0,17.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,OMITS,GORE,MORE,JEANCARNAHAN,CITYOVER50K,SOCIALSECUR,GOODJUDGMENT,NO,DOLE,ME,MOSTLGL,SAME,OMITS,NO,DEMOCRAT,50-500K,HSGRAD,CATHOLIC,AFEWAYEAR,15-30K,NO,NO,MODERATE,65+,REDUCNATDEBT,STATE,COMPLETE,KANSASCITY,60+,60+,DEMOCRAT,65+,CATHOLIC,ONLYGORE,ONLYBUSH,ISSUES,,,SUPPORT,2.104
STATE ONLY,26.0,40.0,18.0,SECOND CALL,60-64,OTHER,FEMALE,,CARNAHAN,OTHER,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,CITYOVER50K,ECON/JOBS,STRONGLEADER,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,NO,DEMOCRAT,50-500K,SOMCOL/ASSOC,ELSE,MORETHAN1AWK,30-50K,NO,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,KANSASCITY,60+,60+,DEMOCRAT,50-64,OTHER,ONLYGORE,NEITHER,ISSUES,,,SUPPORT,3.1350000000000002
STATE ONLY,26.0,40.0,19.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,OMITS,GORE,MORE,JEANCARNAHAN,CITYOVER50K,SOCIALSECUR,CARES,OMITS,PEROT,SOMEONEELSE,ALWYSLGL,BETTER,OMITS,NO,DEMOCRAT,50-500K,HSGRAD,OTHERCHRIST,AFEWAMONTH,LESS15K,YES,NO,CONSERV,18-64,OTHRPROGRAMS,STATE,COMPLETE,KANSASCITY,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,BOTH,BOTH,PERSONALQUAL,,,SUPPORT,1.243
STATE ONLY,26.0,40.0,20.0,SECOND CALL,30-39,WHITE,MALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,CITYOVER50K,MEDICARE/RX,HONEST,NO,NOVOTE,NONE,MOSTLGL,BETTER,DIS/UNFAV,YES,REPUBLCN,50-500K,COLGRAD,OTHERCHRIST,AFEWAYEAR,75-100K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,KANSASCITY,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,OPPOSE,1.166
STATE ONLY,26.0,40.0,21.0,SECOND CALL,40-44,BLACK,MALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,CITYOVER50K,HEALTHCARE,HONEST,NO,CLINTON,NONE,ALWYSILL,BETTER,APP/FAV,YES,ELSE,50-500K,POSTGRAD,PROTESTANT,MORETHAN1AWK,50-75K,YES,YES,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,KANSASCITY,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,SUPPORT,1.104
STATE ONLY,26.0,40.0,22.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,CITYOVER50K,SOCIALSECUR,GOODJUDGMENT,NO,CLINTON,ME,MOSTLGL,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,POSTGRAD,PROTESTANT,AFEWAMONTH,50-75K,NO,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,KANSASCITY,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,BOTH,PERSONALQUAL,,,SUPPORT,1.5130000000000001
STATE ONLY,26.0,40.0,23.0,SECOND CALL,30-39,WHITE,MALE,BUSH,CARNAHAN,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,JEANCARNAHAN,CITYOVER50K,TAXES,HONEST,NO,DOLE,ME,MOSTILL,BETTER,DIS/UNFAV,YES,REPUBLCN,50-500K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,50-75K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,KANSASCITY,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,OPPOSE,1.1500000000000001
STATE ONLY,26.0,40.0,24.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,CITYOVER50K,ECON/JOBS,CARES,NO,CLINTON,SOMEONEELSE,MOSTLGL,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,HSGRAD,NONE,NEVER,30-50K,NO,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,KANSASCITY,18-29,25-29,DEMOCRAT,25-29,NONE,NEITHER,BOTH,ISSUES,,,SUPPORT,1.369
STATE ONLY,26.0,40.0,25.0,THIRD CALL,50-59,WHITE,MALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,LESS,JEANCARNAHAN,CITYOVER50K,OMITS,OMITS,NO,CLINTON,ME,ALWYSLGL,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,NOHS,ELSE,AFEWAYEAR,30-50K,YES,NO,MODERATE,18-64,OMITS,STATE,COMPLETE,KANSASCITY,45-59,50-59,DEMOCRAT,50-64,OTHER,ONLYGORE,ONLYGORE,ISSUES,,,OPPOSE,1.342
STATE ONLY,26.0,40.0,26.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,CITYOVER50K,EDUCATION,CARES,YES,CLINTON,SOMEONEELSE,MOSTILL,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,HSGRAD,PROTESTANT,ONCEAWEEK,30-50K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,KANSASCITY,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,SUPPORT,2.104
STATE ONLY,26.0,40.0,27.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,UNFAVORABLE,GORE,MORE,JEANCARNAHAN,CITYOVER50K,OMITS,EXPERIENCE,NO,CLINTON,,ALWYSLGL,BETTER,APP/UNFAV,NO,INDEPEND,50-500K,HSGRAD,ELSE,AFEWAYEAR,30-50K,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,KANSASCITY,45-59,40-49,IND/OTHER,40-49,OTHER,BOTH,BOTH,ISSUES,,,OPPOSE,1.5130000000000001
STATE ONLY,26.0,40.0,28.0,THIRD CALL,25-29,BLACK,MALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,CITYOVER50K,ECON/JOBS,STRONGLEADER,YES,CLINTON,NONE,ALWYSILL,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,30-50K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,KANSASCITY,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,ONLYGORE,ONLYGORE,PERSONALQUAL,,,SUPPORT,1.217
STATE ONLY,26.0,40.0,29.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,OMITS,MORE,JEANCARNAHAN,CITYOVER50K,SOCIALSECUR,STRONGLEADER,YES,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,COLGRAD,PROTESTANT,MORETHAN1AWK,30-50K,NO,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,KANSASCITY,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,ONLYGORE,ISSUES,,,SUPPORT,1.243
STATE ONLY,26.0,40.0,30.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,,HOLDEN,APPROVE,FAVORABLE,GORE,LESS,WOULDNOTVOTE,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,ME,MOSTLGL,SAME,APP/FAV,YES,DEMOCRAT,50-500K,HSGRAD,NONE,AFEWAYEAR,30-50K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,KANSASCITY,30-44,30-39,DEMOCRAT,30-39,NONE,ONLYGORE,ONLYBUSH,ISSUES,,,OPPOSE,1.241
STATE ONLY,26.0,40.0,31.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,ASHCROFT,HOLDEN,APPROVE,FAVORABLE,BUSH,LESS,ASHCROFT,CITYOVER50K,HEALTHCARE,COMPLEXISSUE,NO,NOVOTE,NONE,MOSTILL,BETTER,APP/FAV,YES,INDEPEND,50-500K,SOMCOL/ASSOC,NONE,AFEWAYEAR,30-50K,YES,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,KANSASCITY,18-29,18-24,IND/OTHER,18-24,NONE,BOTH,BOTH,ISSUES,,,OPPOSE,1.264
STATE ONLY,26.0,40.0,32.0,THIRD CALL,40-44,WHITE,MALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,LESS,JEANCARNAHAN,CITYOVER50K,ECON/JOBS,CARES,OMITS,CLINTON,ME,ALWYSILL,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,NOHS,OTHERCHRIST,AFEWAYEAR,30-50K,YES,YES,MODERATE,18-64,OMITS,STATE,COMPLETE,KANSASCITY,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,OPPOSE,1.342
STATE ONLY,26.0,40.0,33.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,CARNAHAN,,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,CITYOVER50K,SOCIALSECUR,GOODJUDGMENT,YES,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,HSGRAD,OTHERCHRIST,ONCEAWEEK,30-50K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,KANSASCITY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,SUPPORT,1.342
NATIONAL WHITE,26.0,44.0,1.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,ASHCROFT,,DISAPPR,UNFAVORABLE,BUSH,LESS,,CITYOVER50K,MEDICARE/RX,HONEST,NO,DOLE,NONE,ALWYSILL,SAME,DIS/UNFAV,YES,REPUBLCN,50-500K,COLGRAD,CATHOLIC,ONCEAWEEK,30-50K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,KANSASCITY,60+,60+,REPUBLICAN,50-64,CATHOLIC,,,PERSONALQUAL,,,,1.331
NATIONAL WHITE,26.0,44.0,2.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,ASHCROFT,,DISAPPR,UNFAVORABLE,BUSH,LESS,,CITYOVER50K,TAXES,HONEST,YES,DOLE,NONE,MOSTILL,WORSE,DIS/UNFAV,YES,REPUBLCN,50-500K,COLGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,KANSASCITY,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,ISSUES,,,,0.9580000000000001
NATIONAL WHITE,26.0,44.0,3.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,CARNAHAN,,APPROVE,FAVORABLE,GORE,MORE,,CITYOVER50K,ECON/JOBS,EXPERIENCE,NO,CLINTON,NONE,ALWYSLGL,SAME,APP/FAV,YES,ELSE,50-500K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,15-30K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,KANSASCITY,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,ISSUES,,,,1.264
NATIONAL WHITE,26.0,44.0,4.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,ASHCROFT,,DISAPPR,UNFAVORABLE,BUSH,LESS,,CITYOVER50K,EDUCATION,STRONGLEADER,NO,NOVOTE,SOMEONEELSE,MOSTLGL,BETTER,DIS/UNFAV,YES,REPUBLCN,50-500K,SOMCOL/ASSOC,NONE,AFEWAYEAR,30-50K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,KANSASCITY,18-29,18-24,REPUBLICAN,18-24,NONE,,,ISSUES,,,,1.055
NATIONAL YELLOW,26.0,44.0,5.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,ASHCROFT,,DISAPPR,UNFAVORABLE,BUSH,LESS,,CITYOVER50K,SOCIALSECUR,STRONGLEADER,YES,NOVOTE,NONE,ALWYSILL,BETTER,DIS/UNFAV,NO,REPUBLCN,50-500K,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,LESS15K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,KANSASCITY,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,ISSUES,SOCIALSECUR,STRONGLEADER,,1.331
NATIONAL YELLOW,26.0,44.0,6.0,FIRST CALL,30-39,WHITE,FEMALE,NADER,CARNAHAN,,APPROVE,UNFAVORABLE,GORE,OMITS,,CITYOVER50K,ECON/JOBS,CARES,NO,PEROT,SOMEONEELSE,MOSTLGL,BETTER,APP/UNFAV,YES,INDEPEND,50-500K,SOMCOL/ASSOC,ELSE,MORETHAN1AWK,30-50K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,KANSASCITY,30-44,30-39,IND/OTHER,30-39,OTHER,,,ISSUES,ECON/JOBS,CARES,,0.978
NATIONAL YELLOW,26.0,44.0,7.0,FIRST CALL,50-59,OTHER,MALE,BUSH,ASHCROFT,,APPROVE,UNFAVORABLE,BUSH,LESS,,CITYOVER50K,EDUCATION,STRONGLEADER,NO,OTHER,NONE,MOSTILL,SAME,APP/UNFAV,YES,INDEPEND,50-500K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,75-100K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,KANSASCITY,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,PERSONALQUAL,EDUCATION,STRONGLEADER,,0.851
NATIONAL YELLOW,26.0,44.0,8.0,FIRST CALL,45-49,WHITE,MALE,BUSH,ASHCROFT,,DISAPPR,UNFAVORABLE,BUSH,LESS,,CITYOVER50K,EDUCATION,STRONGLEADER,NO,DOLE,NONE,ALWYSILL,SAME,DIS/UNFAV,YES,INDEPEND,50-500K,COLGRAD,CATHOLIC,MORETHAN1AWK,75-100K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,KANSASCITY,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,PERSONALQUAL,EDUCATION,STRONGLEADER,,0.851
NATIONAL GREY,26.0,44.0,9.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,CARNAHAN,,,,,,,CITYOVER50K,,,,,,,,,,DEMOCRAT,50-500K,HSGRAD,,,30-50K,,,MODERATE,65+,REDUCNATDEBT,NATIONAL,COMPLETE,KANSASCITY,60+,60+,DEMOCRAT,65+,,ONLYGORE,BOTH,,,,SUPPORT,1.7570000000000001
NATIONAL GREY,26.0,44.0,10.0,FIRST CALL,45-49,WHITE,MALE,GORE,CARNAHAN,,,,,,,CITYOVER50K,,,,,,,,,,DEMOCRAT,50-500K,POSTGRAD,,,50-75K,,,LIBERAL,18-64,OTHRPROGRAMS,NATIONAL,COMPLETE,KANSASCITY,45-59,40-49,DEMOCRAT,40-49,,ONLYGORE,BOTH,,,,SUPPORT,1.122
NATIONAL GREY,26.0,44.0,11.0,FIRST CALL,30-39,,MALE,GORE,CARNAHAN,,,,,,,CITYOVER50K,,,,,,,,,,INDEPEND,50-500K,SOMCOL/ASSOC,,,50-75K,,,MODERATE,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,KANSASCITY,30-44,30-39,IND/OTHER,30-39,,BOTH,OMITS,,,,SUPPORT,1.122
NATIONAL GREY,26.0,44.0,12.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,ASHCROFT,,,,,,,CITYOVER50K,,,,,,,,,,INDEPEND,50-500K,COLGRAD,,,50-75K,,,CONSERV,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,KANSASCITY,30-44,40-49,IND/OTHER,40-49,,ONLYBUSH,ONLYGORE,,,,SUPPORT,0.9580000000000001
NATIONAL PINK,26.0,44.0,13.0,FIRST CALL,30-39,WHITE,MALE,,CARNAHAN,,,,,,,CITYOVER50K,,,OMITS,,NONE,,,,YES,,50-500K,,ELSE,,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,KANSASCITY,30-44,30-39,,30-39,OTHER,,,,,,,0.981
NATIONAL PINK,26.0,44.0,14.0,FIRST CALL,75+,WHITE,,GORE,CARNAHAN,,,,,,,CITYOVER50K,,,NO,,NONE,,,,NO,INDEPEND,50-500K,,PROTESTANT,,30-50K,YES,NO,MODERATE,65+,,NATIONAL,COMPLETE,KANSASCITY,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,,,,,1.56
NATIONAL PINK,26.0,44.0,16.0,FIRST CALL,75+,WHITE,FEMALE,BUSH,ASHCROFT,,,,,,,CITYOVER50K,,,NO,,NONE,,,,NO,INDEPEND,50-500K,,OTHERCHRIST,,30-50K,NO,NO,CONSERV,65+,,NATIONAL,COMPLETE,KANSASCITY,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,,,,,1.331
NATIONAL WHITE,26.0,44.0,17.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,ASHCROFT,,APPROVE,UNFAVORABLE,BUSH,LESS,,CITYOVER50K,SOCIALSECUR,CARES,YES,DOLE,ME,ALWYSILL,SAME,APP/UNFAV,NO,DEMOCRAT,50-500K,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,50-75K,NO,YES,CONSERV,18-64,,NATIONAL,COMPLETE,KANSASCITY,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,ISSUES,,,,1.331
NATIONAL WHITE,26.0,44.0,18.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,CARNAHAN,,APPROVE,FAVORABLE,GORE,LESS,,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,,ALWYSLGL,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,30-50K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,KANSASCITY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,ISSUES,,,,1.264
NATIONAL WHITE,26.0,44.0,19.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,,,APPROVE,FAVORABLE,GORE,LESS,,CITYOVER50K,OMITS,CARES,NO,CLINTON,ME,ALWYSILL,BETTER,APP/FAV,NO,DEMOCRAT,50-500K,COLGRAD,NONE,AFEWAYEAR,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,KANSASCITY,30-44,30-39,DEMOCRAT,30-39,NONE,,,PERSONALQUAL,,,,1.262
NATIONAL WHITE,26.0,44.0,20.0,SECOND CALL,40-44,WHITE,MALE,BUSH,ASHCROFT,,OMITS,OMITS,BUSH,LESS,,CITYOVER50K,OMITS,OMITS,NO,NOVOTE,NONE,MOSTILL,SAME,OMITS,,INDEPEND,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,15-30K,NO,NO,,18-64,,NATIONAL,COMPLETE,KANSASCITY,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,OMITS,,,,0.851
NATIONAL YELLOW,26.0,44.0,21.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,OTHER,,OMITS,OMITS,GORE,MORE,,CITYOVER50K,WORLDAFFAIRS,GOODJUDGMENT,NO,CLINTON,ME,MOSTLGL,WORSE,OMITS,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,LESS15K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,KANSASCITY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,PERSONALQUAL,WORLDAFFAIRS,GOODJUDGMENT,,0.6910000000000001
NATIONAL YELLOW,26.0,44.0,22.0,SECOND CALL,30-39,WHITE,FEMALE,NADER,,,OMITS,UNFAVORABLE,GORE,MORE,,CITYOVER50K,OMITS,STRONGLEADER,OMITS,CLINTON,SOMEONEELSE,MOSTILL,BETTER,OMITS,YES,INDEPEND,50-500K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,75-100K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,KANSASCITY,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,OMITS,OMITS,STRONGLEADER,,0.975
NATIONAL YELLOW,26.0,44.0,23.0,SECOND CALL,30-39,WHITE,MALE,BUSH,ASHCROFT,,APPROVE,FAVORABLE,BUSH,LESS,,CITYOVER50K,TAXES,STRONGLEADER,NO,CLINTON,NONE,MOSTILL,SAME,APP/FAV,YES,REPUBLCN,50-500K,HSGRAD,CATHOLIC,AFEWAYEAR,30-50K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,KANSASCITY,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,PERSONALQUAL,TAXES,STRONGLEADER,,0.851
NATIONAL YELLOW,26.0,44.0,24.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,ASHCROFT,,APPROVE,UNFAVORABLE,BUSH,LESS,,CITYOVER50K,SOCIALSECUR,STRONGLEADER,NO,DOLE,NONE,ALWYSILL,BETTER,APP/UNFAV,NO,INDEPEND,50-500K,HSGRAD,CATHOLIC,ONCEAWEEK,15-30K,YES,NO,CONSERV,65+,,NATIONAL,COMPLETE,KANSASCITY,60+,60+,IND/OTHER,65+,CATHOLIC,,,ISSUES,SOCIALSECUR,STRONGLEADER,,1.331
NATIONAL GREY,26.0,44.0,25.0,SECOND CALL,50-59,WHITE,MALE,BUSH,ASHCROFT,,,,,,,CITYOVER50K,,,,,,,,,,REPUBLCN,50-500K,HSGRAD,,,15-30K,,,MODERATE,18-64,SOCIALSECURI,NATIONAL,COMPLETE,KANSASCITY,45-59,50-59,REPUBLICAN,50-64,,ONLYGORE,ONLYGORE,,,,OPPOSE,0.851
NATIONAL GREY,26.0,44.0,26.0,SECOND CALL,50-59,HISP,FEMALE,GORE,CARNAHAN,,,,,,,CITYOVER50K,,,,,,,,,,DEMOCRAT,50-500K,SOMCOL/ASSOC,,,15-30K,,,MODERATE,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,KANSASCITY,45-59,50-59,DEMOCRAT,50-64,,ONLYGORE,ONLYBUSH,,,,SUPPORT,1.038
NATIONAL GREY,26.0,44.0,27.0,SECOND CALL,25-29,WHITE,MALE,,,,,,,,,CITYOVER50K,,,,,,,,,,ELSE,50-500K,SOMCOL/ASSOC,,,30-50K,,,MODERATE,18-64,SOCIALSECURI,NATIONAL,COMPLETE,KANSASCITY,18-29,25-29,IND/OTHER,25-29,,NEITHER,NEITHER,,,,OPPOSE,1.079
NATIONAL GREY,26.0,44.0,28.0,SECOND CALL,40-44,WHITE,MALE,BUSH,ASHCROFT,,,,,,,CITYOVER50K,,,,,,,,,,REPUBLCN,50-500K,NOHS,,,50-75K,,,CONSERV,18-64,SOCIALSECURI,NATIONAL,COMPLETE,KANSASCITY,30-44,40-49,REPUBLICAN,40-49,,BOTH,BOTH,,,,OPPOSE,0.851
NATIONAL PINK,26.0,44.0,29.0,SECOND CALL,40-44,WHITE,MALE,GORE,ASHCROFT,,,,,,,CITYOVER50K,,,NO,,NONE,,,,YES,DEMOCRAT,50-500K,,OTHERCHRIST,,30-50K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,KANSASCITY,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,,,,,1.1360000000000001
