VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,TIME,CLINTON,BCPERSON,XWAY2000,ISSUE,QUAL,RELRIGHT,X6VOTE,FINSIT,JOBPERS,BCRUN,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,4.0,63.0,20.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,EDUCATION,CARES,YES,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.456
STATE ONLY,4.0,63.0,21.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,CARES,YES,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,ELSE,15-30K,LIBERAL,18-64,STATE,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.456
STATE ONLY,4.0,63.0,22.0,SECOND CALL,60-64,BLACK,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,CARES,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.614
STATE ONLY,4.0,63.0,23.0,SECOND CALL,75+,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MEDICARE/RX,CARES,OMITS,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,PROTESTANT,LESS15K,MODERATE,65+,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.541
STATE ONLY,4.0,63.0,24.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,EXPERIENCE,NO,CLINTON,SAME,APP/FAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,LESS15K,CONSERV,18-64,STATE,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.456
STATE ONLY,4.0,63.0,25.0,SECOND CALL,60-64,BLACK,MALE,GORE,BEFORE,DISAPPR,UNFAVORABLE,GORE,MEDICARE/RX,COMPLEXISSUE,NO,CLINTON,SAME,DIS/UNFAV,NO,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,LIBERAL,18-64,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.614
STATE ONLY,4.0,63.0,26.0,SECOND CALL,50-59,BLACK,MALE,GORE,LAST.MONTH,APPROVE,FAVORABLE,GORE,MEDICARE/RX,HONEST,YES,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,NOHS,NONE,LESS15K,LIBERAL,18-64,STATE,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,NONE,,,0.517
STATE ONLY,4.0,63.0,27.0,SECOND CALL,50-59,BLACK,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CARES,OMITS,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,JEWISH,15-30K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,JEWISH,,,0.517
STATE ONLY,4.0,63.0,28.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MEDICARE/RX,CARES,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,ELSE,75-100K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,OTHER,,,0.456
STATE ONLY,4.0,63.0,29.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,EXPERIENCE,YES,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,ELSE,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,OTHER,,,0.456
STATE ONLY,4.0,63.0,30.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,HEALTHCARE,HONEST,YES,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,65+,STATE,COMPLETE,EAST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.006
STATE ONLY,4.0,63.0,31.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,STRONGLEADER,YES,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,NOHS,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.848
STATE ONLY,4.0,63.0,32.0,SECOND CALL,40-44,WHITE,MALE,BUSH,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,EXPERIENCE,YES,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,30-50K,LIBERAL,18-64,STATE,COMPLETE,EAST,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,0.961
STATE ONLY,4.0,63.0,33.0,SECOND CALL,18-24,HISP,FEMALE,BUCHANAN,LAST.3DAYS,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,EDUCATION,CARES,YES,NOVOTE,SAME,DIS/UNFAV,NO,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,LESS15K,MODERATE,18-64,STATE,COMPLETE,EAST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,1.817
STATE ONLY,4.0,63.0,34.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,SOCIALSECUR,STRONGLEADER,YES,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,EAST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.389
STATE ONLY,4.0,63.0,35.0,THIRD CALL,60-64,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,SOCIALSECUR,COMPLEXISSUE,YES,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.541
STATE ONLY,4.0,63.0,36.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,LASTWEEK,OMITS,FAVORABLE,GORE,EDUCATION,CARES,OMITS,CLINTON,BETTER,OMITS,YES,DEMOCRAT,COLGRAD,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.456
STATE ONLY,4.0,63.0,37.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,LAST.MONTH,APPROVE,FAVORABLE,GORE,EDUCATION,COMPLEXISSUE,YES,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.456
STATE ONLY,4.0,63.0,38.0,THIRD CALL,60-64,OTHER,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MEDICARE/RX,EXPERIENCE,YES,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,,PROTESTANT,LESS15K,MODERATE,18-64,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.599
STATE ONLY,4.0,63.0,39.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,EDUCATION,EXPERIENCE,OMITS,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,,,,0.504
STATE ONLY,4.0,63.0,40.0,THIRD CALL,45-49,WHITE,MALE,GORE,LAST.MONTH,APPROVE,FAVORABLE,GORE,MEDICARE/RX,EXPERIENCE,OMITS,CLINTON,SAME,APP/FAV,YES,DEMOCRAT,HSGRAD,ELSE,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,OTHER,,,0.5720000000000001
STATE ONLY,4.0,63.0,41.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,EDUCATION,HONEST,YES,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.456
STATE ONLY,4.0,63.0,42.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,EXPERIENCE,OMITS,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.456
STATE ONLY,4.0,63.0,43.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MEDICARE/RX,COMPLEXISSUE,YES,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,ELSE,15-30K,CONSERV,18-64,STATE,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,OTHER,,,0.456
STATE ONLY,4.0,63.0,44.0,THIRD CALL,60-64,BLACK,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,CARES,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.614
STATE ONLY,4.0,63.0,45.0,THIRD CALL,45-49,BLACK,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,SOCIALSECUR,HONEST,YES,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.517
STATE ONLY,4.0,63.0,46.0,THIRD CALL,65-74,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,SOCIALSECUR,COMPLEXISSUE,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,MODERATE,65+,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.541
STATE ONLY,4.0,63.0,47.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,BEFORE,OMITS,OMITS,OMITS,WORLDAFFAIRS,COMPLEXISSUE,NO,OMITS,OMITS,,OMITS,,,,,,18-64,STATE,NOTCOMPLETE,EAST,45-59,50-59,,50-64,,,,0.456
STATE ONLY,4.0,63.0,48.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,LAST.MONTH,OMITS,OMITS,GORE,EDUCATION,EXPERIENCE,NO,CLINTON,BETTER,OMITS,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,LESS15K,CONSERV,18-64,STATE,COMPLETE,EAST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.389
STATE ONLY,4.0,63.0,49.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CARES,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,ELSE,LESS15K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,OTHER,,,0.456
STATE ONLY,4.0,63.0,50.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MEDICARE/RX,CARES,NO,CLINTON,OMITS,APP/FAV,YES,DEMOCRAT,NOHS,,LESS15K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,,,,0.456
STATE ONLY,4.0,63.0,51.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,LAST.3DAYS,APPROVE,FAVORABLE,GORE,SOCIALSECUR,EXPERIENCE,YES,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.504
STATE ONLY,4.0,63.0,52.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,BEFORE,OMITS,OMITS,GORE,ECON/JOBS,CARES,OMITS,PEROT,BETTER,OMITS,YES,DEMOCRAT,POSTGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.456
STATE ONLY,4.0,63.0,53.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,LASTWEEK,APPROVE,FAVORABLE,GORE,ECON/JOBS,CARES,NO,NOVOTE,BETTER,APP/FAV,YES,INDEPEND,SOMCOL/ASSOC,NONE,LESS15K,CONSERV,18-64,STATE,COMPLETE,EAST,18-29,18-24,IND/OTHER,18-24,NONE,,,0.389
STATE ONLY,4.0,63.0,54.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,TAXES,CARES,YES,CLINTON,SAME,APP/FAV,YES,INDEPEND,HSGRAD,ELSE,LESS15K,MODERATE,18-64,STATE,COMPLETE,EAST,18-29,25-29,IND/OTHER,25-29,OTHER,,,0.389
STATE ONLY,4.0,63.0,55.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,EDUCATION,COMPLEXISSUE,OMITS,OMITS,BETTER,APP/FAV,YES,DEMOCRAT,POSTGRAD,PROTESTANT,,,18-64,STATE,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.504
STATE ONLY,4.0,63.0,56.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,STRONGLEADER,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,ELSE,,LIBERAL,18-64,STATE,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,OTHER,,,0.504
STATE ONLY,4.0,63.0,57.0,THIRD CALL,25-29,BLACK,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,OMITS,OMITS,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,PROTESTANT,15-30K,LIBERAL,18-64,STATE,COMPLETE,EAST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.441
STATE ONLY,4.0,63.0,58.0,THIRD CALL,65-74,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,MEDICARE/RX,HONEST,YES,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,30-50K,CONSERV,65+,STATE,COMPLETE,EAST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.141
STATE ONLY,4.0,63.0,59.0,THIRD CALL,25-29,WHITE,MALE,BUSH,LASTWEEK,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,HONEST,YES,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,30-50K,LIBERAL,18-64,STATE,COMPLETE,EAST,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,,,0.8210000000000001
STATE ONLY,4.0,63.0,60.0,THIRD CALL,30-39,WHITE,MALE,BUSH,BEFORE,OMITS,OMITS,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,OMITS,,,,,,18-64,STATE,NOTCOMPLETE,EAST,30-44,30-39,,30-39,,,,0.961
STATE ONLY,4.0,63.0,61.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,CARES,YES,OTHER,BETTER,DIS/UNFAV,NO,ELSE,HSGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,EAST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.848
STATE ONLY,4.0,63.0,62.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,HEALTHCARE,CARES,YES,DOLE,SAME,DIS/UNFAV,NO,INDEPEND,HSGRAD,,15-30K,CONSERV,18-64,STATE,COMPLETE,EAST,45-59,50-59,IND/OTHER,50-64,,,,0.848
STATE ONLY,4.0,63.0,63.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,GOODJUDGMENT,YES,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,COLGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.848
STATE ONLY,4.0,63.0,64.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,MEDICARE/RX,STRONGLEADER,YES,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,COLGRAD,ELSE,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,OTHER,,,0.848
STATE ONLY,4.0,63.0,65.0,THIRD CALL,18-24,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,HONEST,YES,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,COLGRAD,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.8210000000000001
STATE ONLY,4.0,63.0,66.0,THIRD CALL,50-59,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,MEDICARE/RX,GOODJUDGMENT,YES,NOVOTE,SAME,DIS/UNFAV,YES,ELSE,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,EAST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.961
STATE ONLY,4.0,66.0,1.0,FIRST CALL,65-74,WHITE,MALE,GORE,LAST.3DAYS,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,SAME,APP/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,65+,STATE,COMPLETE,NORTHWEST,60+,60+,IND/OTHER,65+,CATHOLIC,,,1.832
STATE ONLY,4.0,66.0,2.0,FIRST CALL,45-49,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,HONEST,NO,DOLE,BETTER,DIS/UNFAV,NO,INDEPEND,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,NORTHWEST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.91
STATE ONLY,4.0,66.0,3.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,LAST.3DAYS,APPROVE,UNFAVORABLE,GORE,SOCIALSECUR,EXPERIENCE,NO,CLINTON,SAME,APP/UNFAV,YES,INDEPEND,HSGRAD,CATHOLIC,30-50K,MODERATE,65+,STATE,COMPLETE,NORTHWEST,60+,60+,IND/OTHER,65+,CATHOLIC,,,1.788
STATE ONLY,4.0,66.0,4.0,FIRST CALL,50-59,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,STRONGLEADER,YES,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,,50-75K,CONSERV,18-64,STATE,COMPLETE,NORTHWEST,45-59,50-59,REPUBLICAN,50-64,,,,0.91
STATE ONLY,4.0,66.0,5.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,BEFORE,APPROVE,FAVORABLE,BUSH,SOCIALSECUR,GOODJUDGMENT,NO,PEROT,SAME,APP/FAV,YES,INDEPEND,SOMCOL/ASSOC,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,NORTHWEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.887
STATE ONLY,4.0,66.0,6.0,FIRST CALL,30-39,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,HONEST,NO,DOLE,BETTER,DIS/UNFAV,NO,ELSE,HSGRAD,OTHERCHRIST,OVER100K,CONSERV,18-64,STATE,COMPLETE,NORTHWEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.91
STATE ONLY,4.0,66.0,7.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,HONEST,NO,CLINTON,SAME,DIS/UNFAV,NO,ELSE,POSTGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTHWEST,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.887
STATE ONLY,4.0,66.0,8.0,FIRST CALL,50-59,WHITE,MALE,BUSH,LAST.3DAYS,APPROVE,UNFAVORABLE,BUSH,OMITS,OMITS,YES,CLINTON,BETTER,APP/UNFAV,NO,DEMOCRAT,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,NORTHWEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.91
STATE ONLY,4.0,66.0,9.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MEDICARE/RX,COMPLEXISSUE,NO,CLINTON,SAME,APP/FAV,YES,DEMOCRAT,COLGRAD,PROTESTANT,OVER100K,LIBERAL,18-64,STATE,COMPLETE,NORTHWEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.26
STATE ONLY,4.0,66.0,10.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,LASTWEEK,APPROVE,UNFAVORABLE,GORE,SOCIALSECUR,EXPERIENCE,NO,CLINTON,SAME,APP/UNFAV,YES,DEMOCRAT,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,NORTHWEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.26
STATE ONLY,4.0,66.0,11.0,FIRST CALL,50-59,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,HONEST,YES,DOLE,WORSE,DIS/UNFAV,NO,REPUBLCN,POSTGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,NORTHWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.91
STATE ONLY,4.0,66.0,12.0,FIRST CALL,50-59,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,HONEST,OMITS,DOLE,SAME,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,75-100K,CONSERV,18-64,STATE,COMPLETE,NORTHWEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.91
STATE ONLY,4.0,66.0,13.0,FIRST CALL,60-64,WHITE,MALE,BUSH,LASTWEEK,DISAPPR,UNFAVORABLE,BUSH,MEDICARE/RX,HONEST,NO,DOLE,SAME,DIS/UNFAV,NO,INDEPEND,POSTGRAD,NONE,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTHWEST,60+,60+,IND/OTHER,50-64,NONE,,,1.29
STATE ONLY,4.0,66.0,14.0,FIRST CALL,30-39,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,HONEST,OMITS,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,POSTGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,NORTHWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.91
STATE ONLY,4.0,66.0,15.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,HONEST,OMITS,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,NORTHWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.887
STATE ONLY,4.0,66.0,16.0,FIRST CALL,65-74,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,MEDICARE/RX,HONEST,YES,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,65+,STATE,COMPLETE,NORTHWEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.29
STATE ONLY,4.0,66.0,17.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,STRONGLEADER,YES,DOLE,SAME,DIS/UNFAV,NO,DEMOCRAT,COLGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,NORTHWEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.887
STATE ONLY,4.0,66.0,18.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,OMITS,OMITS,YES,PEROT,SAME,DIS/UNFAV,NO,ELSE,HSGRAD,PROTESTANT,,CONSERV,18-64,STATE,COMPLETE,NORTHWEST,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.258
STATE ONLY,4.0,66.0,19.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,HONEST,NO,PEROT,SAME,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,COMPLETE,NORTHWEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.887
STATE ONLY,4.0,66.0,20.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,HEALTHCARE,HONEST,YES,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,POSTGRAD,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,COMPLETE,NORTHWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.887
STATE ONLY,4.0,66.0,21.0,SECOND CALL,50-59,WHITE,MALE,GORE,LAST.MONTH,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CARES,NO,CLINTON,SAME,APP/FAV,YES,INDEPEND,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,NORTHWEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.292
