VERSION,STATEID,PRECINCT,SEQ,CALL,WGT,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,X6VOTE,UNION4,FINSIT,JOBPERS,WORK,RACPRO,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,CORZMONY,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,LATINO,QRACE,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
STATE ONLY,31.0,67.0,8.0,FIRST CALL,718.0,40-44,WHITE,MALE,BUSH,FRANKS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,EXPERIENCE,NOVOTE,NONE,BETTER,DIS/UNFAV,YES,NOTTOOSERIO,REPUBLCN,SUBURBS,POSTGRAD,PROTESTANT,ONCEAWEEK,,YES,YES,CONSERV,18-64,CUTFEDINCTAX,SOMEWHATCONC,STATE,COMPLETE,NORTHWEST,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,BOTH,ONLYGORE,ISSUES,,,0.718
STATE ONLY,31.0,67.0,9.0,FIRST CALL,478.0,30-39,HISP,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,TAXES,EXPERIENCE,CLINTON,ME,BETTER,APP/FAV,YES,VERYSERIOUS,DEMOCRAT,SUBURBS,COLGRAD,OTHERCHRIST,AFEWAMONTH,75-100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,NOTATALLCONC,STATE,COMPLETE,NORTHWEST,30-44,30-39,DEMOCRAT,30-39,YES,BLACK,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,0.47800000000000004
STATE ONLY,31.0,67.0,10.0,FIRST CALL,478.0,30-39,HISP,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,TAXES,EXPERIENCE,CLINTON,ME,BETTER,APP/FAV,YES,VERYSERIOUS,INDEPEND,SUBURBS,NOHS,PROTESTANT,AFEWAMONTH,75-100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,NOTATALLCONC,STATE,COMPLETE,NORTHWEST,30-44,30-39,IND/OTHER,30-39,YES,BLACK,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,0.47800000000000004
STATE ONLY,31.0,67.0,11.0,SECOND CALL,570.0,45-49,WHITE,MALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,HEALTHCARE,EXPERIENCE,CLINTON,NONE,SAME,APP/FAV,NO,SOMEWHTSERI,DEMOCRAT,SUBURBS,COLGRAD,OTHERCHRIST,AFEWAYEAR,LESS15K,NO,NO,MODERATE,18-64,SOCIALSECURI,NOTTOOCONC,STATE,COMPLETE,NORTHWEST,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,BOTH,BOTH,PERSONALQUAL,,,0.5700000000000001
STATE ONLY,31.0,67.0,12.0,SECOND CALL,503.0,30-39,HISP,MALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,STRONGLEADER,CLINTON,SOMEONEELSE,BETTER,APP/FAV,YES,VERYSERIOUS,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,30-50K,YES,YES,LIBERAL,18-64,OTHRPROGRAMS,NOTATALLCONC,STATE,COMPLETE,NORTHWEST,30-44,30-39,DEMOCRAT,30-39,YES,BLACK,PROT/CHRIST,BOTH,BOTH,ISSUES,,,0.503
STATE ONLY,31.0,67.0,13.0,SECOND CALL,718.0,30-39,WHITE,MALE,BUSH,FRANKS,APPROVE,UNFAVORABLE,BUSH,MORE,SUBURBS,WORLDAFFAIRS,LIKEABLE,DOLE,MEANDSOMEONE,SAME,APP/UNFAV,NO,NOTTOOSERIO,REPUBLCN,SUBURBS,COLGRAD,OTHERCHRIST,AFEWAYEAR,30-50K,NO,NO,CONSERV,18-64,REDUCNATDEBT,NOTTOOCONC,STATE,COMPLETE,NORTHWEST,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,BOTH,NEITHER,PERSONALQUAL,,,0.718
STATE ONLY,31.0,67.0,14.0,SECOND CALL,687.0,45-49,WHITE,FEMALE,BUSH,FRANKS,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,EXPERIENCE,DOLE,MEANDSOMEONE,SAME,APP/UNFAV,YES,SOMEWHTSERI,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,AFEWAYEAR,50-75K,YES,YES,CONSERV,18-64,SOCIALSECURI,SOMEWHATCONC,STATE,COMPLETE,NORTHWEST,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,BOTH,NEITHER,PERSONALQUAL,,,0.687
STATE ONLY,31.0,67.0,15.0,SECOND CALL,437.0,40-44,HISP,MALE,NADER,OTHER,DISAPPR,UNFAVORABLE,GORE,MORE,SUBURBS,EDUCATION,LIKEABLE,OTHER,ME,BETTER,DIS/UNFAV,YES,SOMEWHTSERI,ELSE,SUBURBS,SOMCOL/ASSOC,NONE,AFEWAYEAR,30-50K,NO,NO,LIBERAL,18-64,OTHRPROGRAMS,VERYCONC,STATE,COMPLETE,NORTHWEST,30-44,40-49,IND/OTHER,40-49,NO,HISP,NONE,NEITHER,NEITHER,ISSUES,,,0.437
STATE ONLY,31.0,67.0,16.0,SECOND CALL,545.0,50-59,WHITE,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,CARES,CLINTON,NONE,SAME,APP/FAV,YES,VERYSERIOUS,DEMOCRAT,SUBURBS,HSGRAD,NONE,ONCEAWEEK,50-75K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,NOTATALLCONC,STATE,COMPLETE,NORTHWEST,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,NONE,ONLYGORE,NEITHER,PERSONALQUAL,,,0.545
STATE ONLY,31.0,67.0,17.0,SECOND CALL,1118.0,18-24,WHITE,MALE,BUSH,FRANKS,APPROVE,FAVORABLE,BUSH,LESS,SUBURBS,HEALTHCARE,LIKEABLE,DOLE,SOMEONEELSE,SAME,APP/FAV,NO,SOMEWHTSERI,REPUBLCN,SUBURBS,COLGRAD,ELSE,AFEWAYEAR,75-100K,NO,NO,CONSERV,18-64,SOCIALSECURI,SOMEWHATCONC,STATE,COMPLETE,NORTHWEST,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,OTHER,BOTH,BOTH,PERSONALQUAL,,,1.118
STATE ONLY,31.0,67.0,18.0,SECOND CALL,545.0,45-49,WHITE,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,TAXES,STRONGLEADER,CLINTON,NONE,SAME,APP/FAV,YES,NOTTOOSERIO,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,30-50K,NO,YES,LIBERAL,18-64,OTHRPROGRAMS,NOTATALLCONC,STATE,COMPLETE,NORTHWEST,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,BOTH,BOTH,PERSONALQUAL,,,0.545
STATE ONLY,31.0,67.0,19.0,SECOND CALL,1118.0,25-29,WHITE,MALE,BUSH,FRANKS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,STRONGLEADER,DOLE,ME,SAME,DIS/UNFAV,YES,NOTTOOSERIO,REPUBLCN,SUBURBS,HSGRAD,OTHERCHRIST,ONCEAWEEK,15-30K,NO,NO,CONSERV,18-64,SOCIALSECURI,NOTTOOCONC,STATE,COMPLETE,NORTHWEST,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,PROT/CHRIST,BOTH,NEITHER,PERSONALQUAL,,,1.118
STATE ONLY,31.0,67.0,20.0,SECOND CALL,600.0,40-44,WHITE,FEMALE,GORE,FRANKS,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,GOODJUDGMENT,CLINTON,MEANDSOMEONE,SAME,APP/FAV,YES,SOMEWHTSERI,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,50-75K,YES,YES,LIBERAL,18-64,REDUCNATDEBT,NOTTOOCONC,STATE,COMPLETE,NORTHWEST,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,BOTH,BOTH,ISSUES,,,0.6
STATE ONLY,31.0,67.0,21.0,SECOND CALL,476.0,50-59,OTHER,FEMALE,NADER,OTHER,APPROVE,FAVORABLE,BUSH,MORE,SUBURBS,EDUCATION,STRONGLEADER,OTHER,NONE,SAME,APP/FAV,YES,NOTTOOSERIO,ELSE,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,50-75K,NO,YES,CONSERV,18-64,SOCIALSECURI,NOTATALLCONC,STATE,COMPLETE,NORTHWEST,45-59,50-59,IND/OTHER,50-64,NO,OTHER,PROT/CHRIST,BOTH,NEITHER,PERSONALQUAL,,,0.47600000000000003
STATE ONLY,31.0,67.0,22.0,SECOND CALL,1065.0,65-74,WHITE,FEMALE,BUSH,FRANKS,APPROVE,UNFAVORABLE,BUSH,MORE,SUBURBS,SOCIALSECUR,COMPLEXISSUE,DOLE,SOMEONEELSE,WORSE,APP/UNFAV,NO,NOTTOOSERIO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,30-50K,NO,NO,CONSERV,65+,SOCIALSECURI,NOTATALLCONC,STATE,COMPLETE,NORTHWEST,60+,60+,REPUBLICAN,65+,NO,WHITE,CATHOLIC,BOTH,NEITHER,ISSUES,,,1.065
STATE ONLY,31.0,67.0,23.0,SECOND CALL,849.0,18-24,WHITE,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,STRONGLEADER,CLINTON,NONE,SAME,APP/FAV,YES,VERYSERIOUS,DEMOCRAT,SUBURBS,HSGRAD,OTHERCHRIST,AFEWAMONTH,15-30K,NO,NO,MODERATE,18-64,OTHRPROGRAMS,NOTATALLCONC,STATE,COMPLETE,NORTHWEST,18-29,18-24,DEMOCRAT,18-24,NO,WHITE,PROT/CHRIST,BOTH,NEITHER,PERSONALQUAL,,,0.849
STATE ONLY,31.0,67.0,24.0,SECOND CALL,547.0,25-29,OTHER,MALE,NADER,FRANKS,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,CARES,DOLE,MEANDSOMEONE,SAME,APP/FAV,NO,NOTTOOSERIO,INDEPEND,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,30-50K,NO,NO,LIBERAL,18-64,OTHRPROGRAMS,SOMEWHATCONC,STATE,COMPLETE,NORTHWEST,18-29,25-29,IND/OTHER,25-29,NO,OTHER,PROT/CHRIST,BOTH,BOTH,PERSONALQUAL,,,0.547
STATE ONLY,31.0,67.0,25.0,SECOND CALL,718.0,45-49,WHITE,MALE,BUSH,FRANKS,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,WORLDAFFAIRS,EXPERIENCE,DOLE,NONE,BETTER,DIS/UNFAV,YES,NOTATALLSERI,REPUBLCN,SUBURBS,COLGRAD,NONE,NEVER,75-100K,YES,NO,CONSERV,18-64,REDUCNATDEBT,SOMEWHATCONC,STATE,COMPLETE,NORTHWEST,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,NONE,ONLYGORE,ONLYGORE,ISSUES,,,0.718
STATE ONLY,31.0,67.0,26.0,SECOND CALL,570.0,50-59,WHITE,MALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,SOCIALSECUR,LIKEABLE,CLINTON,SOMEONEELSE,SAME,APP/FAV,YES,NOTTOOSERIO,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,75-100K,NO,NO,MODERATE,18-64,REDUCNATDEBT,NOTTOOCONC,STATE,COMPLETE,NORTHWEST,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,CATHOLIC,BOTH,NEITHER,PERSONALQUAL,,,0.5700000000000001
STATE ONLY,31.0,67.0,27.0,SECOND CALL,1118.0,25-29,WHITE,MALE,BUSH,FRANKS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,STRONGLEADER,DOLE,ME,SAME,DIS/UNFAV,YES,NOTTOOSERIO,REPUBLCN,SUBURBS,HSGRAD,OTHERCHRIST,ONCEAWEEK,15-30K,NO,NO,CONSERV,18-64,SOCIALSECURI,NOTTOOCONC,STATE,COMPLETE,NORTHWEST,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,PROT/CHRIST,BOTH,NEITHER,PERSONALQUAL,,,1.118
STATE ONLY,31.0,67.0,28.0,SECOND CALL,600.0,40-44,WHITE,FEMALE,GORE,FRANKS,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,GOODJUDGMENT,CLINTON,MEANDSOMEONE,SAME,APP/FAV,YES,SOMEWHTSERI,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,50-75K,YES,YES,LIBERAL,18-64,REDUCNATDEBT,NOTTOOCONC,STATE,COMPLETE,NORTHWEST,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,BOTH,BOTH,ISSUES,,,0.6
STATE ONLY,31.0,67.0,29.0,THIRD CALL,718.0,50-59,WHITE,MALE,BUSH,FRANKS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,GOODJUDGMENT,DOLE,NONE,BETTER,DIS/UNFAV,NO,NOTTOOSERIO,REPUBLCN,SUBURBS,POSTGRAD,CATHOLIC,ONCEAWEEK,OVER100K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,NOTTOOCONC,STATE,COMPLETE,NORTHWEST,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,CATHOLIC,BOTH,ONLYGORE,ISSUES,,,0.718
STATE ONLY,31.0,67.0,30.0,THIRD CALL,849.0,25-29,WHITE,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,EXPERIENCE,CLINTON,NONE,BETTER,APP/FAV,NO,SOMEWHTSERI,DEMOCRAT,SUBURBS,POSTGRAD,JEWISH,AFEWAYEAR,15-30K,NO,NO,LIBERAL,18-64,OTHRPROGRAMS,NOTTOOCONC,STATE,COMPLETE,NORTHWEST,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,JEWISH,ONLYGORE,BOTH,ISSUES,,,0.849
STATE ONLY,31.0,67.0,31.0,THIRD CALL,687.0,40-44,WHITE,FEMALE,BUSH,FRANKS,DISAPPR,FAVORABLE,WOULDNOTVOTE,LESS,SUBURBS,TAXES,HONEST,DOLE,NONE,BETTER,DIS/FAV,NO,SOMEWHTSERI,ELSE,SUBURBS,HSGRAD,JEWISH,ONCEAWEEK,OVER100K,NO,YES,CONSERV,18-64,REDUCNATDEBT,VERYCONC,STATE,COMPLETE,NORTHWEST,30-44,40-49,IND/OTHER,40-49,NO,WHITE,JEWISH,ONLYGORE,ONLYGORE,ISSUES,,,0.687
STATE ONLY,31.0,67.0,32.0,THIRD CALL,718.0,30-39,WHITE,MALE,BUSH,FRANKS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,STRONGLEADER,DOLE,NONE,BETTER,DIS/UNFAV,YES,SOMEWHTSERI,REPUBLCN,SUBURBS,HSGRAD,PROTESTANT,AFEWAYEAR,50-75K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,NOTATALLCONC,STATE,COMPLETE,NORTHWEST,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,BOTH,NEITHER,ISSUES,,,0.718
STATE ONLY,31.0,67.0,33.0,THIRD CALL,718.0,40-44,WHITE,MALE,BUSH,FRANKS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,DOLE,NONE,BETTER,DIS/UNFAV,YES,VERYSERIOUS,REPUBLCN,SUBURBS,POSTGRAD,PROTESTANT,AFEWAMONTH,OVER100K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,VERYCONC,STATE,COMPLETE,NORTHWEST,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,BOTH,ONLYGORE,ISSUES,,,0.718
STATE ONLY,31.0,67.0,34.0,THIRD CALL,629.0,50-59,WHITE,MALE,GORE,FRANKS,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,GOODJUDGMENT,DOLE,NONE,WORSE,APP/UNFAV,YES,SOMEWHTSERI,REPUBLCN,SUBURBS,POSTGRAD,PROTESTANT,ONCEAWEEK,OVER100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,VERYCONC,STATE,COMPLETE,NORTHWEST,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,ONLYGORE,NEITHER,ISSUES,,,0.629
STATE ONLY,31.0,67.0,35.0,THIRD CALL,687.0,50-59,WHITE,FEMALE,BUSH,FRANKS,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,HEALTHCARE,HONEST,DOLE,NONE,BETTER,DIS/UNFAV,NO,NOTTOOSERIO,REPUBLCN,SUBURBS,HSGRAD,CATHOLIC,ONCEAWEEK,50-75K,YES,YES,CONSERV,18-64,SOCIALSECURI,NOTTOOCONC,STATE,COMPLETE,NORTHWEST,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,CATHOLIC,ONLYBUSH,ONLYBUSH,PERSONALQUAL,,,0.687
STATE ONLY,31.0,67.0,36.0,THIRD CALL,600.0,50-59,WHITE,FEMALE,GORE,FRANKS,OMITS,OMITS,OMITS,MORE,SUBURBS,WORLDAFFAIRS,COMPLEXISSUE,OMITS,NONE,WORSE,OMITS,,SOMEWHTSERI,,SUBURBS,,,OMITS,,NO,NO,,18-64,OMITS,SOMEWHATCONC,STATE,COMPLETE,NORTHWEST,45-59,50-59,,50-64,NO,WHITE,,OMITS,ONLYBUSH,OMITS,,,0.6
STATE ONLY,31.0,67.0,37.0,THIRD CALL,478.0,30-39,HISP,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,TAXES,EXPERIENCE,CLINTON,ME,BETTER,APP/FAV,YES,VERYSERIOUS,DEMOCRAT,SUBURBS,COLGRAD,OTHERCHRIST,AFEWAMONTH,75-100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,NOTATALLCONC,STATE,COMPLETE,NORTHWEST,30-44,30-39,DEMOCRAT,30-39,YES,BLACK,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,0.47800000000000004
STATE ONLY,31.0,67.0,38.0,THIRD CALL,520.0,60-64,ASIAN,FEMALE,NADER,FRANKS,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,HEALTHCARE,STRONGLEADER,NOVOTE,NONE,BETTER,APP/UNFAV,NO,VERYSERIOUS,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,30-50K,YES,NO,MODERATE,18-64,SOCIALSECURI,VERYCONC,STATE,COMPLETE,NORTHWEST,60+,60+,DEMOCRAT,50-64,NO,ASIAN,PROT/CHRIST,BOTH,BOTH,PERSONALQUAL,,,0.52
STATE ONLY,31.0,67.0,39.0,THIRD CALL,936.0,18-24,WHITE,FEMALE,GORE,FRANKS,OMITS,OMITS,OMITS,MORE,SUBURBS,WORLDAFFAIRS,EXPERIENCE,CLINTON,MEANDSOMEONE,WORSE,OMITS,YES,VERYSERIOUS,,SUBURBS,,,OMITS,,NO,YES,,18-64,OMITS,VERYCONC,STATE,COMPLETE,NORTHWEST,18-29,18-24,,18-24,NO,WHITE,,OMITS,ONLYBUSH,ISSUES,,,0.936
STATE ONLY,31.0,67.0,40.0,THIRD CALL,600.0,50-59,WHITE,FEMALE,GORE,FRANKS,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,WORLDAFFAIRS,HONEST,CLINTON,SOMEONEELSE,WORSE,APP/UNFAV,YES,NOTATALLSERI,DEMOCRAT,SUBURBS,COLGRAD,JEWISH,AFEWAMONTH,OVER100K,YES,YES,LIBERAL,18-64,CUTFEDINCTAX,NOTTOOCONC,STATE,COMPLETE,NORTHWEST,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,JEWISH,ONLYBUSH,ONLYBUSH,PERSONALQUAL,,,0.6
STATE ONLY,31.0,67.0,41.0,THIRD CALL,478.0,30-39,HISP,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,TAXES,EXPERIENCE,CLINTON,ME,SAME,APP/FAV,YES,VERYSERIOUS,DEMOCRAT,SUBURBS,COLGRAD,OTHERCHRIST,AFEWAMONTH,75-100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,NOTATALLCONC,STATE,COMPLETE,NORTHWEST,30-44,30-39,DEMOCRAT,30-39,YES,BLACK,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,0.47800000000000004
STATE ONLY,31.0,67.0,42.0,THIRD CALL,495.0,18-24,WHITE,MALE,NADER,CORZINE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,COMPLEXISSUE,NOVOTE,NONE,BETTER,APP/FAV,YES,SOMEWHTSERI,ELSE,SUBURBS,SOMCOL/ASSOC,ELSE,AFEWAMONTH,OVER100K,NO,YES,MODERATE,18-64,SOCIALSECURI,SOMEWHATCONC,STATE,COMPLETE,NORTHWEST,18-29,18-24,IND/OTHER,18-24,NO,WHITE,OTHER,ONLYGORE,BOTH,PERSONALQUAL,,,0.495
STATE ONLY,31.0,67.0,43.0,THIRD CALL,718.0,45-49,WHITE,MALE,BUSH,FRANKS,APPROVE,FAVORABLE,BUSH,MORE,SUBURBS,HEALTHCARE,EXPERIENCE,DOLE,ME,WORSE,APP/FAV,YES,SOMEWHTSERI,REPUBLCN,SUBURBS,POSTGRAD,CATHOLIC,AFEWAMONTH,15-30K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,SOMEWHATCONC,STATE,COMPLETE,NORTHWEST,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,BOTH,BOTH,ISSUES,,,0.718
STATE ONLY,31.0,67.0,44.0,THIRD CALL,545.0,45-49,WHITE,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,COMPLEXISSUE,CLINTON,NONE,SAME,APP/FAV,YES,SOMEWHTSERI,DEMOCRAT,SUBURBS,POSTGRAD,JEWISH,AFEWAYEAR,75-100K,YES,YES,MODERATE,18-64,SOCIALSECURI,NOTTOOCONC,STATE,COMPLETE,NORTHWEST,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,JEWISH,ONLYGORE,ONLYBUSH,ISSUES,,,0.545
STATE ONLY,31.0,67.0,45.0,THIRD CALL,687.0,40-44,WHITE,FEMALE,BUSH,FRANKS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,DOLE,NONE,BETTER,DIS/UNFAV,YES,SOMEWHTSERI,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,AFEWAYEAR,OVER100K,NO,YES,CONSERV,18-64,CUTFEDINCTAX,VERYCONC,STATE,COMPLETE,NORTHWEST,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,0.687
NATIONAL WHITE,31.0,69.0,1.0,FIRST CALL,828.0,40-44,WHITE,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,CARES,CLINTON,NONE,SAME,APP/FAV,YES,,DEMOCRAT,50-500K,COLGRAD,PROTESTANT,AFEWAMONTH,75-100K,YES,YES,LIBERAL,18-64,,,NATIONAL,COMPLETE,CENTRAL,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,,,ISSUES,,,0.8280000000000001
NATIONAL WHITE,31.0,69.0,2.0,FIRST CALL,1394.0,60-64,WHITE,MALE,BUSH,FRANKS,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,ECON/JOBS,OMITS,PEROT,SOMEONEELSE,BETTER,DIS/UNFAV,YES,,INDEPEND,50-500K,POSTGRAD,CATHOLIC,AFEWAMONTH,OVER100K,YES,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,CENTRAL,60+,60+,IND/OTHER,50-64,NO,WHITE,CATHOLIC,,,ISSUES,,,1.3940000000000001
NATIONAL WHITE,31.0,69.0,3.0,FIRST CALL,1134.0,65-74,WHITE,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,LESS,CITYOVER50K,OMITS,EXPERIENCE,CLINTON,NONE,SAME,APP/FAV,NO,,INDEPEND,50-500K,HSGRAD,CATHOLIC,MORETHAN1AWK,30-50K,NO,NO,MODERATE,65+,,,NATIONAL,COMPLETE,CENTRAL,60+,60+,IND/OTHER,65+,NO,WHITE,CATHOLIC,,,OMITS,,,1.1340000000000001
NATIONAL WHITE,31.0,69.0,4.0,FIRST CALL,828.0,50-59,WHITE,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,WORLDAFFAIRS,COMPLEXISSUE,CLINTON,NONE,BETTER,APP/FAV,YES,,DEMOCRAT,50-500K,POSTGRAD,PROTESTANT,NEVER,OVER100K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,CENTRAL,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,,,ISSUES,,,0.8280000000000001
NATIONAL YELLOW,31.0,69.0,5.0,FIRST CALL,787.0,50-59,WHITE,MALE,GORE,CORZINE,DISAPPR,FAVORABLE,GORE,MORE,CITYOVER50K,SOCIALSECUR,HONEST,DOLE,ME,SAME,DIS/FAV,YES,,DEMOCRAT,50-500K,COLGRAD,CATHOLIC,AFEWAYEAR,OVER100K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,CENTRAL,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,CATHOLIC,,,PERSONALQUAL,SOCIALSECUR,HONEST,0.787
NATIONAL YELLOW,31.0,69.0,6.0,FIRST CALL,1079.0,40-44,ASIAN,MALE,BUSH,FRANKS,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,TAXES,HONEST,DOLE,NONE,BETTER,DIS/UNFAV,YES,,INDEPEND,50-500K,POSTGRAD,PROTESTANT,ONCEAWEEK,OVER100K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,CENTRAL,30-44,40-49,IND/OTHER,40-49,NO,ASIAN,PROT/CHRIST,,,ISSUES,TAXES,HONEST,1.079
NATIONAL YELLOW,31.0,69.0,7.0,FIRST CALL,1069.0,65-74,WHITE,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,MEDICARE/RX,GOODJUDGMENT,CLINTON,NONE,WORSE,APP/FAV,NO,,DEMOCRAT,50-500K,POSTGRAD,JEWISH,ONCEAWEEK,50-75K,YES,NO,LIBERAL,65+,,,NATIONAL,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,65+,NO,WHITE,JEWISH,,,ISSUES,MEDICARE/RX,GOODJUDGMENT,1.069
