VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,HOU,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,UNION4,ABORTION,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,TELEPOLL,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,HISPANIC,QRACE,REL5,TRACK,PRESKNOW,FTVOTER,SAYANY,ISSVQUAL,VNS1,VNS2,GAY,CLINPRES,NEC,FEC,CLINECON,WEIGHT
STATE ONLY,38.0,3.0,126.0,FIRST CALL,25-29,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,LESS,,EDUCATION,STRONGLEADER,YES,NOVOTE,NONE,MOSTILL,WORSE,DIS/UNFAV,YES,REPUBLCN,,HSGRAD,PROTESTANT,MORETHAN1AWK,15-30K,YES,YES,CONSERV,18-64,PHONESVY,STATE,COMPLETE,SUBURBS,18-29,25-29,REPUBLICAN,25-29,NO,,PROT/CHRIST,WRONGTRACK,ONLYBUSH,NO,ONLYGORE,PERSONALQUAL,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,1.254
STATE ONLY,38.0,3.0,127.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,,GORE,LESS,,EDUCATION,HONEST,NO,CLINTON,NONE,ALWYSLGL,WORSE,APP/UNFAV,NO,DEMOCRAT,,POSTGRAD,NONE,NEVER,30-50K,YES,NO,MODERATE,18-64,PHONESVY,STATE,COMPLETE,SUBURBS,45-59,40-49,DEMOCRAT,40-49,NO,,NONE,WRONGTRACK,ONLYGORE,NO,ONLYBUSH,ISSUES,,,NO,NEITHER,EXCEL,SAME,VERYRESPONSI,1.313
STATE ONLY,38.0,3.0,128.0,FIRST CALL,60-64,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,,OMITS,LESS,,HEALTHCARE,GOODJUDGMENT,YES,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,NO,REPUBLCN,,COLGRAD,PROTESTANT,ONCEAWEEK,30-50K,YES,NO,MODERATE,18-64,PHONESVY,STATE,COMPLETE,SUBURBS,60+,60+,REPUBLICAN,50-64,NO,,PROT/CHRIST,WRONGTRACK,BOTH,NO,NEITHER,PERSONALQUAL,,,,NEITHER,GOOD,SAME,SOMEWHATRESP,0.5670000000000001
STATE ONLY,38.0,3.0,129.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,,GORE,MORE,,EDUCATION,CARES,NO,CLINTON,NONE,MOSTLGL,WORSE,APP/UNFAV,NO,INDEPEND,,POSTGRAD,PROTESTANT,AFEWAMONTH,30-50K,YES,YES,CONSERV,18-64,PHONESVY,STATE,COMPLETE,SUBURBS,30-44,30-39,IND/OTHER,30-39,NO,,PROT/CHRIST,RIGHTDIR,BOTH,NO,NEITHER,ISSUES,,,NO,NEITHER,NOTGOOD,OMITS,SOMEWHATRESP,1.091
STATE ONLY,38.0,3.0,130.0,FIRST CALL,40-44,WHITE,MALE,NADER,APPROVE,FAVORABLE,,GORE,MORE,,EDUCATION,COMPLEXISSUE,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,INDEPEND,,COLGRAD,ELSE,NEVER,75-100K,YES,YES,LIBERAL,18-64,PHONESVY,STATE,COMPLETE,SUBURBS,30-44,40-49,IND/OTHER,40-49,NO,,OTHER,RIGHTDIR,ONLYGORE,NO,NEITHER,ISSUES,,,NO,NEITHER,GOOD,BETTER,SOMEWHATRESP,1.114
STATE ONLY,38.0,3.0,131.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,,GORE,LESS,,OMITS,LIKEABLE,NO,CLINTON,SOMEONEELSE,ALWYSLGL,SAME,APP/FAV,NO,INDEPEND,,COLGRAD,NONE,NEVER,50-75K,YES,NO,MODERATE,18-64,PHONESVY,STATE,COMPLETE,SUBURBS,45-59,50-59,IND/OTHER,50-64,NO,,NONE,WRONGTRACK,BOTH,NO,BOTH,PERSONALQUAL,,,YES,NEITHER,EXCEL,WORSE,VERYRESPONSI,0.494
STATE ONLY,38.0,3.0,132.0,FIRST CALL,30-39,WHITE,MALE,BUSH,APPROVE,FAVORABLE,,BUSH,LESS,,OMITS,GOODJUDGMENT,NO,DOLE,NONE,MOSTLGL,SAME,APP/FAV,YES,INDEPEND,,HSGRAD,NONE,AFEWAYEAR,30-50K,NO,NO,MODERATE,18-64,PHONESVY,STATE,COMPLETE,SUBURBS,30-44,30-39,IND/OTHER,30-39,NO,,NONE,RIGHTDIR,BOTH,NO,NEITHER,ISSUES,,,NO,NEITHER,GOOD,BETTER,SOMEWHATRESP,1.192
STATE ONLY,38.0,3.0,133.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,LESS,,ECON/JOBS,STRONGLEADER,NO,DOLE,NONE,MOSTLGL,BETTER,DIS/UNFAV,YES,REPUBLCN,,COLGRAD,NONE,NEVER,50-75K,YES,YES,CONSERV,18-64,PHONESVY,STATE,COMPLETE,SUBURBS,30-44,30-39,REPUBLICAN,30-39,NO,,NONE,RIGHTDIR,ONLYBUSH,NO,ONLYGORE,ISSUES,,,NO,OPPOSECLIN,EXCEL,SAME,NOTTOORESPON,1.042
STATE ONLY,38.0,3.0,134.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,,GORE,MORE,,OMITS,EXPERIENCE,NO,CLINTON,NONE,ALWYSLGL,SAME,APP/UNFAV,NO,DEMOCRAT,,POSTGRAD,PROTESTANT,MORETHAN1AWK,,YES,NO,LIBERAL,65+,PHONESVY,STATE,COMPLETE,SUBURBS,60+,60+,DEMOCRAT,65+,NO,,PROT/CHRIST,RIGHTDIR,ONLYGORE,NO,BOTH,ISSUES,,,NO,NEITHER,EXCEL,SAME,VERYRESPONSI,1.447
STATE ONLY,38.0,3.0,135.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,LESS,,SOCIALSECUR,GOODJUDGMENT,YES,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,NO,REPUBLCN,,COLGRAD,PROTESTANT,MORETHAN1AWK,15-30K,NO,NO,CONSERV,65+,PHONESVY,STATE,COMPLETE,SUBURBS,60+,60+,REPUBLICAN,65+,NO,,PROT/CHRIST,WRONGTRACK,BOTH,NO,ONLYGORE,PERSONALQUAL,,,NO,OPPOSECLIN,GOOD,SAME,SOMEWHATRESP,1.04
STATE ONLY,38.0,3.0,136.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,LESS,,OMITS,HONEST,NO,DOLE,NONE,ALWYSLGL,SAME,DIS/UNFAV,YES,INDEPEND,,COLGRAD,NONE,NEVER,75-100K,NO,NO,MODERATE,18-64,PHONESVY,STATE,COMPLETE,SUBURBS,45-59,40-49,IND/OTHER,40-49,NO,,NONE,RIGHTDIR,BOTH,NO,BOTH,PERSONALQUAL,,,NO,OPPOSECLIN,GOOD,SAME,NOTATALLRESP,0.897
STATE ONLY,38.0,3.0,137.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,LESS,,OMITS,OMITS,NO,DOLE,NONE,ALWYSILL,BETTER,DIS/UNFAV,NO,REPUBLCN,,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,30-50K,YES,YES,CONSERV,18-64,PHONESVY,STATE,COMPLETE,SUBURBS,30-44,30-39,REPUBLICAN,30-39,NO,,CATHOLIC,WRONGTRACK,BOTH,NO,BOTH,ISSUES,,,NO,NEITHER,GOOD,SAME,NOTTOORESPON,1.042
STATE ONLY,38.0,3.0,203.0,FIRST CALL,75+,WHITE,FEMALE,GORE,DISAPPR,UNFAVORABLE,,GORE,OMITS,,SOCIALSECUR,HONEST,NO,CLINTON,NONE,OMITS,SAME,DIS/UNFAV,NO,REPUBLCN,,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,15-30K,NO,NO,LIBERAL,65+,PHONESVY,STATE,COMPLETE,SUBURBS,60+,60+,REPUBLICAN,65+,,,PROT/CHRIST,RIGHTDIR,BOTH,NO,BOTH,PERSONALQUAL,,,NO,NEITHER,GOOD,OMITS,VERYRESPONSI,0.5720000000000001
STATE ONLY,38.0,4.0,1.0,FIRST CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,LESS,,WORLDAFFAIRS,HONEST,NO,DOLE,NONE,MOSTLGL,SAME,DIS/UNFAV,NO,REPUBLCN,,COLGRAD,CATHOLIC,AFEWAYEAR,30-50K,YES,NO,MODERATE,65+,PHONESVY,STATE,COMPLETE,SOUTHANDEAST,60+,60+,REPUBLICAN,65+,NO,,CATHOLIC,WRONGTRACK,BOTH,NO,ONLYGORE,PERSONALQUAL,,,NO,OPPOSECLIN,GOOD,SAME,NOTATALLRESP,1.252
STATE ONLY,38.0,4.0,2.0,FIRST CALL,40-44,WHITE,MALE,GORE,OMITS,OMITS,,GORE,OMITS,,WORLDAFFAIRS,COMPLEXISSUE,NO,CLINTON,NONE,MOSTLGL,SAME,OMITS,YES,INDEPEND,,POSTGRAD,ELSE,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,PHONESVY,STATE,COMPLETE,SOUTHANDEAST,30-44,40-49,IND/OTHER,40-49,NO,,OTHER,OMITS,BOTH,NO,BOTH,ISSUES,,,NO,NEITHER,GOOD,SAME,NOTTOORESPON,0.657
STATE ONLY,38.0,4.0,3.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,,GORE,MORE,,EDUCATION,COMPLEXISSUE,NO,CLINTON,ME,ALWYSLGL,BETTER,APP/FAV,YES,DEMOCRAT,,POSTGRAD,NONE,NEVER,30-50K,NO,NO,LIBERAL,18-64,PHONESVY,STATE,COMPLETE,SOUTHANDEAST,30-44,30-39,DEMOCRAT,30-39,NO,,NONE,RIGHTDIR,ONLYGORE,NO,BOTH,ISSUES,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,0.725
STATE ONLY,38.0,4.0,4.0,FIRST CALL,45-49,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,,BUSH,LESS,,TAXES,HONEST,NO,DOLE,NONE,MOSTLGL,BETTER,APP/UNFAV,YES,REPUBLCN,,COLGRAD,PROTESTANT,AFEWAYEAR,OVER100K,NO,NO,MODERATE,18-64,PHONESVY,STATE,COMPLETE,SOUTHANDEAST,45-59,40-49,REPUBLICAN,40-49,NO,,PROT/CHRIST,RIGHTDIR,BOTH,NO,ONLYGORE,PERSONALQUAL,,,NO,OPPOSECLIN,EXCEL,SAME,SOMEWHATRESP,1.135
STATE ONLY,38.0,4.0,5.0,FIRST CALL,40-44,OTHER,MALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,LESS,,OMITS,HONEST,NO,PEROT,NONE,MOSTLGL,WORSE,DIS/UNFAV,YES,INDEPEND,,POSTGRAD,CATHOLIC,AFEWAMONTH,50-75K,YES,YES,CONSERV,18-64,PHONESVY,STATE,COMPLETE,SOUTHANDEAST,30-44,40-49,IND/OTHER,40-49,NO,,CATHOLIC,WRONGTRACK,ONLYBUSH,NO,ONLYGORE,PERSONALQUAL,,,NO,OPPOSECLIN,GOOD,WORSE,NOTATALLRESP,1.788
STATE ONLY,38.0,4.0,6.0,FIRST CALL,18-24,WHITE,FEMALE,GORE,DISAPPR,UNFAVORABLE,,GORE,LESS,,EDUCATION,CARES,YES,NOVOTE,NONE,ALWYSLGL,SAME,DIS/UNFAV,YES,DEMOCRAT,,SOMCOL/ASSOC,,NEVER,30-50K,YES,YES,LIBERAL,18-64,PHONESVY,STATE,COMPLETE,SOUTHANDEAST,18-29,18-24,DEMOCRAT,18-24,NO,,,WRONGTRACK,BOTH,NO,BOTH,ISSUES,,,NO,NEITHER,POOR,SAME,VERYRESPONSI,1.7
STATE ONLY,38.0,4.0,7.0,FIRST CALL,75+,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,LESS,,OMITS,OMITS,NO,DOLE,NONE,ALWYSLGL,BETTER,DIS/UNFAV,NO,REPUBLCN,,HSGRAD,PROTESTANT,NEVER,30-50K,NO,NO,MODERATE,65+,PHONESVY,STATE,COMPLETE,SOUTHANDEAST,60+,60+,REPUBLICAN,65+,NO,,PROT/CHRIST,RIGHTDIR,BOTH,YES,ONLYGORE,ISSUES,,,NO,NEITHER,GOOD,OMITS,NOTTOORESPON,0.625
STATE ONLY,38.0,4.0,8.0,FIRST CALL,18-24,WHITE,MALE,BUSH,OMITS,UNFAVORABLE,,BUSH,LESS,,TAXES,HONEST,NO,OTHER,NONE,MOSTILL,BETTER,OMITS,YES,INDEPEND,,COLGRAD,PROTESTANT,ONCEAWEEK,15-30K,YES,YES,MODERATE,18-64,PHONESVY,STATE,COMPLETE,SOUTHANDEAST,18-29,18-24,IND/OTHER,18-24,NO,,PROT/CHRIST,OMITS,ONLYGORE,NO,BOTH,ISSUES,,,NO,NEITHER,GOOD,WORSE,SOMEWHATRESP,0.6990000000000001
STATE ONLY,38.0,4.0,9.0,FIRST CALL,50-59,BLACK,FEMALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,LESS,,TAXES,HONEST,NO,DOLE,NONE,MOSTLGL,BETTER,DIS/UNFAV,YES,REPUBLCN,,HSGRAD,OTHERCHRIST,AFEWAYEAR,15-30K,YES,YES,CONSERV,18-64,PHONESVY,STATE,COMPLETE,SOUTHANDEAST,45-59,50-59,REPUBLICAN,50-64,NO,,PROT/CHRIST,RIGHTDIR,BOTH,NO,ONLYGORE,ISSUES,,,NO,NEITHER,EXCEL,BETTER,NOTATALLRESP,0.9430000000000001
STATE ONLY,38.0,4.0,10.0,FIRST CALL,50-59,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,,BUSH,LESS,,WORLDAFFAIRS,GOODJUDGMENT,NO,CLINTON,ME,ALWYSLGL,BETTER,APP/UNFAV,YES,INDEPEND,,SOMCOL/ASSOC,NONE,NEVER,30-50K,NO,NO,CONSERV,18-64,PHONESVY,STATE,COMPLETE,SOUTHANDEAST,45-59,50-59,IND/OTHER,50-64,NO,,NONE,RIGHTDIR,ONLYBUSH,NO,BOTH,ISSUES,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,0.54
STATE ONLY,38.0,4.0,11.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,OMITS,UNFAVORABLE,,BUSH,OMITS,,OMITS,OMITS,NO,OTHER,NONE,MOSTILL,WORSE,OMITS,NO,REPUBLCN,,NOHS,OTHERCHRIST,OMITS,LESS15K,YES,YES,CONSERV,18-64,PHONESVY,STATE,COMPLETE,SOUTHANDEAST,18-29,25-29,REPUBLICAN,25-29,NO,,PROT/CHRIST,WRONGTRACK,BOTH,NO,ONLYGORE,PERSONALQUAL,,,NO,NEITHER,POOR,OMITS,OMITS,1.042
STATE ONLY,38.0,4.0,12.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,LESS,,WORLDAFFAIRS,HONEST,YES,DOLE,ME,MOSTILL,SAME,DIS/UNFAV,YES,REPUBLCN,,HSGRAD,PROTESTANT,AFEWAMONTH,50-75K,YES,YES,CONSERV,18-64,PHONESVY,STATE,COMPLETE,SOUTHANDEAST,30-44,40-49,REPUBLICAN,40-49,NO,,PROT/CHRIST,WRONGTRACK,BOTH,NO,BOTH,PERSONALQUAL,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,1.563
STATE ONLY,38.0,4.0,13.0,FIRST CALL,65-74,OTHER,MALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,LESS,,SOCIALSECUR,CARES,YES,DOLE,NONE,MOSTLGL,SAME,DIS/UNFAV,NO,REPUBLCN,,NOHS,PROTESTANT,ONCEAWEEK,15-30K,YES,NO,CONSERV,65+,PHONESVY,STATE,COMPLETE,SOUTHANDEAST,60+,60+,REPUBLICAN,65+,NO,,PROT/CHRIST,WRONGTRACK,NEITHER,NO,BOTH,ISSUES,,,YES,NEITHER,GOOD,BETTER,NOTTOORESPON,1.252
STATE ONLY,38.0,4.0,14.0,FIRST CALL,40-44,WHITE,MALE,BUSH,APPROVE,FAVORABLE,,BUSH,LESS,,ECON/JOBS,GOODJUDGMENT,YES,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,YES,REPUBLCN,,HSGRAD,ELSE,ONCEAWEEK,15-30K,YES,YES,CONSERV,18-64,PHONESVY,STATE,COMPLETE,SOUTHANDEAST,30-44,40-49,REPUBLICAN,40-49,NO,,OTHER,RIGHTDIR,ONLYBUSH,NO,BOTH,PERSONALQUAL,,,NO,NEITHER,GOOD,BETTER,SOMEWHATRESP,1.254
STATE ONLY,38.0,4.0,15.0,FIRST CALL,75+,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,,GORE,OMITS,,SOCIALSECUR,CARES,NO,CLINTON,SOMEONEELSE,MOSTLGL,BETTER,APP/FAV,NO,DEMOCRAT,,NOHS,PROTESTANT,NEVER,LESS15K,YES,NO,CONSERV,65+,PHONESVY,STATE,COMPLETE,SOUTHANDEAST,60+,60+,DEMOCRAT,65+,NO,,PROT/CHRIST,OMITS,ONLYGORE,NO,NEITHER,ISSUES,,,NO,NEITHER,GOOD,BETTER,VERYRESPONSI,1.447
STATE ONLY,38.0,4.0,16.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,LESS,,TAXES,HONEST,NO,DOLE,ME,MOSTILL,SAME,DIS/UNFAV,YES,REPUBLCN,,HSGRAD,CATHOLIC,ONCEAWEEK,75-100K,YES,NO,MODERATE,18-64,PHONESVY,STATE,COMPLETE,SOUTHANDEAST,45-59,50-59,REPUBLICAN,50-64,NO,,CATHOLIC,RIGHTDIR,BOTH,NO,ONLYGORE,PERSONALQUAL,,,YES,OPPOSECLIN,GOOD,BETTER,NOTATALLRESP,1.135
STATE ONLY,38.0,4.0,17.0,FIRST CALL,50-59,WHITE,FEMALE,NADER,DISAPPR,UNFAVORABLE,,BUSH,LESS,,OMITS,CARES,YES,DOLE,NONE,MOSTLGL,WORSE,DIS/UNFAV,YES,INDEPEND,,HSGRAD,PROTESTANT,ONCEAWEEK,15-30K,NO,NO,MODERATE,18-64,PHONESVY,STATE,COMPLETE,SOUTHANDEAST,45-59,50-59,IND/OTHER,50-64,NO,,PROT/CHRIST,RIGHTDIR,ONLYBUSH,NO,BOTH,OMITS,,,NO,NEITHER,GOOD,OMITS,SOMEWHATRESP,0.419
STATE ONLY,38.0,4.0,18.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,,GORE,OMITS,,SOCIALSECUR,CARES,NO,CLINTON,NONE,ALWYSLGL,SAME,APP/UNFAV,NO,DEMOCRAT,,COLGRAD,PROTESTANT,AFEWAYEAR,30-50K,YES,NO,MODERATE,65+,PHONESVY,STATE,COMPLETE,SOUTHANDEAST,60+,60+,DEMOCRAT,65+,NO,,PROT/CHRIST,RIGHTDIR,OMITS,NO,BOTH,PERSONALQUAL,,,NO,NEITHER,GOOD,OMITS,SOMEWHATRESP,2.1710000000000003
STATE ONLY,38.0,4.0,19.0,FIRST CALL,75+,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,,BUSH,LESS,,OMITS,CARES,NO,DOLE,NONE,ALWYSILL,SAME,APP/UNFAV,NO,REPUBLCN,,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,50-75K,YES,NO,LIBERAL,65+,PHONESVY,STATE,COMPLETE,SOUTHANDEAST,60+,60+,REPUBLICAN,65+,NO,,CATHOLIC,RIGHTDIR,BOTH,NO,ONLYGORE,ISSUES,,,NO,OPPOSECLIN,GOOD,SAME,NOTATALLRESP,1.252
STATE ONLY,38.0,4.0,20.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,LESS,,TAXES,HONEST,YES,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,YES,REPUBLCN,,HSGRAD,PROTESTANT,ONCEAWEEK,LESS15K,YES,NO,CONSERV,18-64,PHONESVY,STATE,COMPLETE,SOUTHANDEAST,30-44,30-39,REPUBLICAN,30-39,NO,,PROT/CHRIST,WRONGTRACK,BOTH,NO,ONLYGORE,ISSUES,,,NO,OPPOSECLIN,GOOD,WORSE,NOTTOORESPON,1.254
STATE ONLY,38.0,4.0,21.0,FIRST CALL,30-39,OTHER,MALE,BUSH,APPROVE,FAVORABLE,,BUSH,MORE,,WORLDAFFAIRS,GOODJUDGMENT,NO,NOVOTE,ME,MOSTILL,SAME,APP/FAV,YES,REPUBLCN,,HSGRAD,OTHERCHRIST,AFEWAYEAR,30-50K,YES,YES,LIBERAL,18-64,PHONESVY,STATE,COMPLETE,SOUTHANDEAST,30-44,30-39,REPUBLICAN,30-39,NO,,PROT/CHRIST,RIGHTDIR,ONLYBUSH,NO,ONLYGORE,ISSUES,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,1.254
STATE ONLY,38.0,4.0,22.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,LESS,,EDUCATION,HONEST,NO,DOLE,ME,ALWYSILL,BETTER,DIS/UNFAV,YES,REPUBLCN,,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,30-50K,YES,YES,LIBERAL,18-64,PHONESVY,STATE,COMPLETE,SOUTHANDEAST,30-44,30-39,REPUBLICAN,30-39,NO,,PROT/CHRIST,RIGHTDIR,BOTH,NO,BOTH,PERSONALQUAL,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,1.254
STATE ONLY,38.0,4.0,23.0,FIRST CALL,75+,,MALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,LESS,,OMITS,CARES,OMITS,DOLE,NONE,MOSTILL,WORSE,DIS/UNFAV,NO,REPUBLCN,,COLGRAD,PROTESTANT,MORETHAN1AWK,15-30K,YES,NO,CONSERV,65+,PHONESVY,STATE,COMPLETE,SOUTHANDEAST,60+,60+,REPUBLICAN,65+,,,PROT/CHRIST,WRONGTRACK,ONLYBUSH,NO,ONLYGORE,PERSONALQUAL,,,NO,NEITHER,NOTGOOD,WORSE,NOTTOORESPON,1.252
STATE ONLY,38.0,4.0,24.0,FIRST CALL,75+,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,,GORE,OMITS,,MEDICARE/RX,STRONGLEADER,OMITS,CLINTON,NONE,MOSTLGL,SAME,APP/FAV,NO,DEMOCRAT,,HSGRAD,OTHERCHRIST,AFEWAYEAR,,YES,NO,MODERATE,65+,PHONESVY,STATE,COMPLETE,SOUTHANDEAST,60+,60+,DEMOCRAT,65+,NO,,PROT/CHRIST,RIGHTDIR,BOTH,NO,NEITHER,OMITS,,,NO,NEITHER,GOOD,SAME,OMITS,0.724
STATE ONLY,38.0,4.0,25.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,,GORE,MORE,,EDUCATION,STRONGLEADER,NO,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,YES,INDEPEND,,SOMCOL/ASSOC,NONE,AFEWAYEAR,15-30K,YES,NO,LIBERAL,18-64,PHONESVY,STATE,COMPLETE,SOUTHANDEAST,18-29,25-29,IND/OTHER,25-29,NO,,NONE,RIGHTDIR,ONLYGORE,NO,BOTH,ISSUES,,,NO,NEITHER,EXCEL,OMITS,SOMEWHATRESP,1.091
STATE ONLY,38.0,4.0,26.0,FIRST CALL,40-44,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,,GORE,LESS,,EDUCATION,GOODJUDGMENT,NO,CLINTON,NONE,ALWYSLGL,BETTER,APP/UNFAV,YES,DEMOCRAT,,SOMCOL/ASSOC,NONE,AFEWAYEAR,50-75K,YES,YES,LIBERAL,18-64,PHONESVY,STATE,COMPLETE,SOUTHANDEAST,30-44,40-49,DEMOCRAT,40-49,NO,,NONE,RIGHTDIR,ONLYGORE,NO,ONLYBUSH,ISSUES,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,0.435
STATE ONLY,38.0,4.0,27.0,FIRST CALL,50-59,WHITE,FEMALE,NADER,APPROVE,FAVORABLE,,GORE,MORE,,EDUCATION,GOODJUDGMENT,NO,OTHER,NONE,ALWYSLGL,WORSE,APP/FAV,NO,ELSE,,COLGRAD,ELSE,ONCEAWEEK,LESS15K,NO,NO,LIBERAL,18-64,PHONESVY,STATE,COMPLETE,SOUTHANDEAST,45-59,50-59,IND/OTHER,50-64,NO,,OTHER,RIGHTDIR,ONLYGORE,NO,BOTH,ISSUES,,,NO,NEITHER,NOTGOOD,SAME,NOTTOORESPON,0.419
STATE ONLY,38.0,4.0,28.0,FIRST CALL,50-59,WHITE,MALE,GORE,DISAPPR,UNFAVORABLE,,GORE,OMITS,,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,ME,MOSTLGL,SAME,DIS/UNFAV,YES,DEMOCRAT,,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,LESS15K,YES,NO,MODERATE,18-64,PHONESVY,STATE,COMPLETE,SOUTHANDEAST,45-59,50-59,DEMOCRAT,50-64,NO,,PROT/CHRIST,RIGHTDIR,BOTH,NO,BOTH,ISSUES,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,1.185
STATE ONLY,38.0,4.0,29.0,FIRST CALL,65-74,WHITE,FEMALE,NADER,DISAPPR,UNFAVORABLE,,WOULDNOTVOTE,LESS,,OMITS,HONEST,NO,DOLE,SOMEONEELSE,MOSTILL,SAME,DIS/UNFAV,NO,REPUBLCN,,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,30-50K,NO,NO,MODERATE,65+,PHONESVY,STATE,COMPLETE,SOUTHANDEAST,60+,60+,REPUBLICAN,65+,NO,,CATHOLIC,WRONGTRACK,OMITS,NO,BOTH,OMITS,,,NO,OMITS,GOOD,SAME,NOTTOORESPON,0.486
STATE ONLY,38.0,4.0,30.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,FAVORABLE,,BUSH,LESS,,WORLDAFFAIRS,HONEST,NO,DOLE,NONE,ALWYSLGL,WORSE,DIS/FAV,YES,ELSE,,POSTGRAD,PROTESTANT,AFEWAYEAR,30-50K,NO,NO,MODERATE,18-64,PHONESVY,STATE,COMPLETE,SOUTHANDEAST,45-59,50-59,IND/OTHER,50-64,NO,,PROT/CHRIST,RIGHTDIR,ONLYBUSH,NO,ONLYGORE,PERSONALQUAL,,,NO,NEITHER,EXCEL,BETTER,NOTATALLRESP,0.54
STATE ONLY,38.0,4.0,31.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,LESS,,SOCIALSECUR,HONEST,NO,PEROT,NONE,OMITS,BETTER,DIS/UNFAV,NO,INDEPEND,,HSGRAD,PROTESTANT,NEVER,15-30K,YES,NO,MODERATE,65+,PHONESVY,STATE,COMPLETE,SOUTHANDEAST,60+,60+,IND/OTHER,65+,NO,,PROT/CHRIST,WRONGTRACK,ONLYBUSH,NO,ONLYGORE,PERSONALQUAL,,,NO,OPPOSECLIN,GOOD,SAME,NOTTOORESPON,0.988
