VERSION,STATEID,PRECINCT,SEQ,CALL,WGT,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,RELIGION,INCOME,PHIL3,OVER65,EVOLCREA,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,17.0,27.0,7.0,FIRST CALL,685.0,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,65+,OMITS,STATE,RURAL,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.685
STATE ONLY,17.0,27.0,8.0,FIRST CALL,719.0,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,MODERATE,65+,CREATIONISM,STATE,RURAL,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.719
STATE ONLY,17.0,27.0,9.0,FIRST CALL,701.0,40-44,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,REPUBLCN,PROTESTANT,30-50K,LIBERAL,18-64,BOTH,STATE,RURAL,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.7010000000000001
STATE ONLY,17.0,27.0,10.0,FIRST CALL,670.0,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NOVOTE,WORSE,DIS/UNFAV,REPUBLCN,OTHERCHRIST,15-30K,MODERATE,18-64,BOTH,STATE,RURAL,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.67
STATE ONLY,17.0,27.0,11.0,FIRST CALL,719.0,65-74,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,OMITS,SAME,APP/UNFAV,REPUBLCN,PROTESTANT,15-30K,MODERATE,65+,CREATIONISM,STATE,RURAL,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.719
STATE ONLY,17.0,27.0,12.0,FIRST CALL,516.0,25-29,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,OMITS,DOLE,BETTER,APP/UNFAV,REPUBLCN,OTHERCHRIST,,CONSERV,18-64,OMITS,STATE,RURAL,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.516
STATE ONLY,17.0,27.0,13.0,FIRST CALL,667.0,30-39,WHITE,MALE,GORE,APPROVE,FAVORABLE,OMITS,NO,DOLE,BETTER,APP/FAV,DEMOCRAT,,15-30K,MODERATE,18-64,BOTH,STATE,RURAL,30-44,30-39,DEMOCRAT,30-39,,,,0.667
STATE ONLY,17.0,27.0,14.0,FIRST CALL,670.0,50-59,,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,15-30K,CONSERV,18-64,BOTH,STATE,RURAL,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.67
STATE ONLY,17.0,27.0,15.0,FIRST CALL,685.0,75+,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,,CONSERV,65+,OMITS,STATE,RURAL,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.685
STATE ONLY,17.0,27.0,16.0,FIRST CALL,638.0,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,MODERATE,18-64,BOTH,STATE,RURAL,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.638
STATE ONLY,17.0,27.0,17.0,FIRST CALL,670.0,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,OMITS,CLINTON,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,BOTH,STATE,RURAL,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.67
STATE ONLY,17.0,27.0,18.0,FIRST CALL,670.0,40-44,ASIAN,FEMALE,BUSH,APPROVE,FAVORABLE,BUSH,YES,NOVOTE,BETTER,APP/FAV,INDEPEND,CATHOLIC,50-75K,MODERATE,18-64,EVOLUTION,STATE,RURAL,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,0.67
STATE ONLY,17.0,27.0,19.0,FIRST CALL,638.0,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,MODERATE,18-64,BOTH,STATE,RURAL,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.638
STATE ONLY,17.0,27.0,20.0,FIRST CALL,719.0,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,OMITS,OMITS,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,LIBERAL,65+,OMITS,STATE,RURAL,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.719
STATE ONLY,17.0,27.0,21.0,FIRST CALL,701.0,30-39,WHITE,FEMALE,GORE,DISAPPR,UNFAVORABLE,GORE,NO,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,CONSERV,18-64,BOTH,STATE,RURAL,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.7010000000000001
STATE ONLY,17.0,27.0,22.0,FIRST CALL,638.0,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,PEROT,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,CONSERV,18-64,BOTH,STATE,RURAL,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.638
STATE ONLY,17.0,27.0,23.0,FIRST CALL,719.0,75+,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,SAME,DIS/UNFAV,,PROTESTANT,,CONSERV,65+,BOTH,STATE,RURAL,60+,60+,,65+,PROT/CHRIST,,,0.719
STATE ONLY,17.0,27.0,24.0,FIRST CALL,638.0,30-39,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,CLINTON,BETTER,APP/UNFAV,REPUBLCN,PROTESTANT,75-100K,MODERATE,18-64,BOTH,STATE,RURAL,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.638
STATE ONLY,17.0,27.0,25.0,SECOND CALL,685.0,60-64,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,MODERATE,18-64,BOTH,STATE,RURAL,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.685
STATE ONLY,17.0,27.0,26.0,SECOND CALL,516.0,25-29,WHITE,,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,NONE,30-50K,LIBERAL,18-64,BOTH,STATE,RURAL,18-29,25-29,REPUBLICAN,25-29,NONE,,,0.516
STATE ONLY,17.0,27.0,27.0,SECOND CALL,719.0,75+,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,MODERATE,65+,BOTH,STATE,RURAL,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.719
STATE ONLY,17.0,27.0,28.0,SECOND CALL,638.0,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,,CONSERV,18-64,CREATIONISM,STATE,RURAL,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.638
STATE ONLY,17.0,27.0,29.0,SECOND CALL,539.0,25-29,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,OVER100K,LIBERAL,18-64,BOTH,STATE,RURAL,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.539
STATE ONLY,17.0,27.0,30.0,SECOND CALL,516.0,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,OVER100K,MODERATE,18-64,BOTH,STATE,RURAL,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.516
STATE ONLY,17.0,27.0,31.0,SECOND CALL,670.0,30-39,OTHER,FEMALE,BUSH,DISAPPR,OMITS,BUSH,NO,PEROT,SAME,OMITS,INDEPEND,OTHERCHRIST,,LIBERAL,18-64,BOTH,STATE,RURAL,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.67
STATE ONLY,17.0,27.0,32.0,SECOND CALL,667.0,50-59,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,DOLE,BETTER,APP/UNFAV,INDEPEND,CATHOLIC,OVER100K,MODERATE,18-64,EVOLUTION,STATE,RURAL,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,0.667
STATE ONLY,17.0,27.0,33.0,SECOND CALL,596.0,18-24,HISP,MALE,BUSH,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,YES,NOVOTE,BETTER,DIS/UNFAV,INDEPEND,CATHOLIC,15-30K,LIBERAL,18-64,BOTH,STATE,RURAL,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,0.596
STATE ONLY,17.0,27.0,34.0,SECOND CALL,685.0,65-74,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,NO,DOLE,SAME,APP/FAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,65+,BOTH,STATE,RURAL,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.685
STATE ONLY,17.0,27.0,35.0,SECOND CALL,685.0,60-64,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,LIBERAL,18-64,BOTH,STATE,RURAL,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.685
STATE ONLY,17.0,27.0,36.0,THIRD CALL,343.0,40-44,WHITE,MALE,BUCHANAN,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,WORSE,DIS/UNFAV,INDEPEND,JEWISH,LESS15K,MODERATE,18-64,BOTH,STATE,RURAL,30-44,40-49,IND/OTHER,40-49,JEWISH,,,0.343
STATE ONLY,17.0,27.0,37.0,THIRD CALL,541.0,25-29,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,MODERATE,18-64,BOTH,STATE,RURAL,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.541
STATE ONLY,17.0,27.0,38.0,THIRD CALL,596.0,18-24,BLACK,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,CLINTON,WORSE,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,15-30K,CONSERV,18-64,BOTH,STATE,RURAL,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.596
STATE ONLY,17.0,27.0,39.0,THIRD CALL,626.0,25-29,HISP,,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,15-30K,CONSERV,18-64,CREATIONISM,STATE,RURAL,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,,,0.626
STATE ONLY,17.0,27.0,40.0,THIRD CALL,670.0,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,CONSERV,18-64,CREATIONISM,STATE,RURAL,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.67
STATE ONLY,17.0,27.0,41.0,THIRD CALL,670.0,30-39,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,OMITS,BETTER,APP/UNFAV,INDEPEND,CATHOLIC,30-50K,MODERATE,18-64,BOTH,STATE,RURAL,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.67
STATE ONLY,17.0,27.0,42.0,THIRD CALL,701.0,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,CATHOLIC,75-100K,MODERATE,18-64,BOTH,STATE,RURAL,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.7010000000000001
STATE ONLY,17.0,27.0,43.0,THIRD CALL,638.0,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,PEROT,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,CONSERV,18-64,CREATIONISM,STATE,RURAL,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.638
STATE ONLY,17.0,27.0,44.0,THIRD CALL,667.0,45-49,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,OTHER,SAME,APP/FAV,INDEPEND,OTHERCHRIST,15-30K,MODERATE,18-64,BOTH,STATE,RURAL,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.667
STATE ONLY,17.0,27.0,45.0,THIRD CALL,670.0,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,CONSERV,18-64,CREATIONISM,STATE,RURAL,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.67
STATE ONLY,17.0,27.0,46.0,THIRD CALL,638.0,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,NO,DOLE,BETTER,DIS/UNFAV,DEMOCRAT,ELSE,,,18-64,OMITS,STATE,RURAL,45-59,40-49,DEMOCRAT,40-49,OTHER,,,0.638
STATE ONLY,17.0,27.0,47.0,THIRD CALL,670.0,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,CONSERV,18-64,CREATIONISM,STATE,RURAL,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.67
STATE ONLY,17.0,27.0,48.0,THIRD CALL,670.0,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,,CONSERV,18-64,CREATIONISM,STATE,RURAL,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.67
STATE ONLY,17.0,27.0,49.0,THIRD CALL,738.0,50-59,HISP,,BUSH,APPROVE,FAVORABLE,BUSH,YES,NOVOTE,BETTER,APP/FAV,REPUBLCN,CATHOLIC,15-30K,CONSERV,18-64,CREATIONISM,STATE,RURAL,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,0.738
STATE ONLY,17.0,27.0,50.0,THIRD CALL,670.0,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,15-30K,,18-64,CREATIONISM,STATE,RURAL,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.67
STATE ONLY,17.0,27.0,51.0,THIRD CALL,1939.0,60-64,WHITE,FEMALE,NADER,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,50-75K,LIBERAL,18-64,EVOLUTION,STATE,RURAL,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.939
STATE ONLY,17.0,27.0,52.0,THIRD CALL,667.0,40-44,WHITE,MALE,GORE,DISAPPR,OMITS,BUSH,NO,CLINTON,WORSE,OMITS,DEMOCRAT,PROTESTANT,OVER100K,LIBERAL,18-64,EVOLUTION,STATE,RURAL,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.667
STATE ONLY,17.0,27.0,53.0,THIRD CALL,638.0,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,CATHOLIC,75-100K,CONSERV,18-64,BOTH,STATE,RURAL,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,0.638
STATE ONLY,17.0,27.0,54.0,THIRD CALL,638.0,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,PEROT,SAME,DIS/UNFAV,REPUBLCN,ELSE,,MODERATE,18-64,BOTH,STATE,RURAL,45-59,50-59,REPUBLICAN,50-64,OTHER,,,0.638
STATE ONLY,17.0,27.0,55.0,THIRD CALL,670.0,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,BOTH,STATE,RURAL,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.67
STATE ONLY,17.0,27.0,56.0,THIRD CALL,541.0,25-29,WHITE,FEMALE,BUSH,OMITS,UNFAVORABLE,BUSH,YES,CLINTON,BETTER,OMITS,REPUBLCN,PROTESTANT,30-50K,MODERATE,18-64,BOTH,STATE,RURAL,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.541
STATE ONLY,17.0,27.0,57.0,THIRD CALL,638.0,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,50-75K,CONSERV,18-64,BOTH,STATE,RURAL,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.638
STATE ONLY,17.0,27.0,58.0,THIRD CALL,667.0,40-44,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,PEROT,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,50-75K,LIBERAL,18-64,BOTH,STATE,RURAL,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.667
STATE ONLY,17.0,27.0,59.0,THIRD CALL,670.0,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,CONSERV,18-64,BOTH,STATE,RURAL,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.67
STATE ONLY,17.0,27.0,60.0,THIRD CALL,670.0,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,50-75K,CONSERV,18-64,CREATIONISM,STATE,RURAL,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.67
STATE ONLY,17.0,27.0,61.0,THIRD CALL,670.0,30-39,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,DOLE,BETTER,APP/UNFAV,REPUBLCN,PROTESTANT,30-50K,MODERATE,18-64,BOTH,STATE,RURAL,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.67
STATE ONLY,17.0,27.0,62.0,THIRD CALL,638.0,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,WORSE,DIS/UNFAV,INDEPEND,PROTESTANT,15-30K,CONSERV,18-64,BOTH,STATE,RURAL,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.638
STATE ONLY,17.0,27.0,63.0,THIRD CALL,753.0,60-64,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,LESS15K,MODERATE,18-64,BOTH,STATE,RURAL,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.753
STATE ONLY,17.0,27.0,64.0,THIRD CALL,541.0,18-24,WHITE,FEMALE,BUSH,DISAPPR,FAVORABLE,BUSH,YES,NOVOTE,SAME,DIS/FAV,INDEPEND,OTHERCHRIST,,,18-64,BOTH,STATE,RURAL,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,0.541
STATE ONLY,17.0,27.0,65.0,THIRD CALL,541.0,18-24,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,CONSERV,18-64,BOTH,STATE,RURAL,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.541
STATE ONLY,17.0,27.0,66.0,THIRD CALL,753.0,60-64,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,,,18-64,OMITS,STATE,RURAL,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.753
STATE ONLY,17.0,27.0,67.0,THIRD CALL,541.0,18-24,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,MODERATE,18-64,BOTH,STATE,RURAL,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.541
STATE ONLY,17.0,27.0,68.0,THIRD CALL,775.0,40-44,HISP,FEMALE,BUSH,OMITS,FAVORABLE,BUSH,YES,CLINTON,SAME,OMITS,REPUBLCN,CATHOLIC,15-30K,MODERATE,18-64,BOTH,STATE,RURAL,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,0.775
STATE ONLY,17.0,27.0,69.0,THIRD CALL,719.0,65-74,WHITE,,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,LESS15K,MODERATE,65+,OMITS,STATE,RURAL,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.719
STATE ONLY,17.0,27.0,70.0,THIRD CALL,775.0,30-39,HISP,FEMALE,BUSH,OMITS,OMITS,BUSH,OMITS,NOVOTE,OMITS,OMITS,REPUBLCN,CATHOLIC,15-30K,MODERATE,18-64,EVOLUTION,STATE,RURAL,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.775
STATE ONLY,17.0,27.0,71.0,THIRD CALL,775.0,30-39,HISP,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,CLINTON,WORSE,DIS/UNFAV,DEMOCRAT,CATHOLIC,15-30K,CONSERV,18-64,BOTH,STATE,RURAL,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.775
STATE ONLY,17.0,27.0,72.0,THIRD CALL,719.0,60-64,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,DOLE,BETTER,APP/UNFAV,REPUBLCN,PROTESTANT,15-30K,LIBERAL,18-64,BOTH,STATE,RURAL,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.719
STATE ONLY,17.0,34.0,1.0,FIRST CALL,3081.0,50-59,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,OVER100K,MODERATE,18-64,EVOLUTION,STATE,KCSUBURBS,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,3.081
STATE ONLY,17.0,34.0,2.0,FIRST CALL,2539.0,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,INDEPEND,PROTESTANT,30-50K,MODERATE,18-64,EVOLUTION,STATE,KCSUBURBS,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,2.539
STATE ONLY,17.0,34.0,3.0,FIRST CALL,2629.0,50-59,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,CLINTON,BETTER,APP/UNFAV,,OTHERCHRIST,50-75K,MODERATE,18-64,BOTH,STATE,KCSUBURBS,45-59,50-59,,50-64,PROT/CHRIST,,,2.629
STATE ONLY,17.0,34.0,4.0,FIRST CALL,3191.0,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,OVER100K,CONSERV,18-64,BOTH,STATE,KCSUBURBS,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,3.1910000000000003
STATE ONLY,17.0,34.0,5.0,FIRST CALL,3191.0,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,ELSE,OVER100K,CONSERV,18-64,BOTH,STATE,KCSUBURBS,30-44,40-49,REPUBLICAN,40-49,OTHER,,,3.1910000000000003
STATE ONLY,17.0,34.0,6.0,FIRST CALL,3988.0,75+,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,50-75K,CONSERV,65+,BOTH,STATE,KCSUBURBS,60+,60+,REPUBLICAN,65+,CATHOLIC,,,3.988
STATE ONLY,17.0,34.0,7.0,FIRST CALL,3191.0,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,OVER100K,MODERATE,18-64,BOTH,STATE,KCSUBURBS,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,3.1910000000000003
STATE ONLY,17.0,34.0,8.0,FIRST CALL,3191.0,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,15-30K,CONSERV,18-64,BOTH,STATE,KCSUBURBS,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,3.1910000000000003
STATE ONLY,17.0,34.0,9.0,FIRST CALL,2629.0,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,MODERATE,18-64,BOTH,STATE,KCSUBURBS,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,2.629
STATE ONLY,17.0,34.0,10.0,FIRST CALL,2896.0,25-29,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,50-75K,CONSERV,18-64,BOTH,STATE,KCSUBURBS,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,,,2.896
STATE ONLY,17.0,34.0,11.0,FIRST CALL,3081.0,40-44,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,INDEPEND,PROTESTANT,,MODERATE,18-64,EVOLUTION,STATE,KCSUBURBS,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,3.081
STATE ONLY,17.0,34.0,12.0,FIRST CALL,2539.0,45-49,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,CATHOLIC,OVER100K,LIBERAL,18-64,BOTH,STATE,KCSUBURBS,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,2.539
