VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,PROPMI,GOVTDO,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,UNION4,UNFAIR,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,MCSUPP,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,GUN,WEIGHT
STATE ONLY,23.0,71.0,43.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,SUBURBS,ECON/JOBS,HONEST,NO,DOLE,ME,NEITHERDID,BETTER,DIS/UNFAV,YES,INDEPEND,SUBURBS,,OTHERCHRIST,MORETHAN1AWK,OVER100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,SUBURBS,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,NO,ONLYBUSH,BOTH,PERSONALQUAL,,,OPPOSE,1.712
STATE ONLY,23.0,71.0,44.0,THIRD CALL,25-29,WHITE,FEMALE,OTHER,OTHER,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,NO,LESS,SUBURBS,TAXES,OMITS,NO,OTHER,NONE,GOREDID,SAME,DIS/UNFAV,YES,INDEPEND,SUBURBS,COLGRAD,JEWISH,AFEWAYEAR,50-75K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SUBURBS,18-29,25-29,IND/OTHER,25-29,JEWISH,YES,NEITHER,BOTH,ISSUES,,,OPPOSE,1.073
STATE ONLY,23.0,71.0,45.0,THIRD CALL,18-24,WHITE,MALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,SUBURBS,ECON/JOBS,CARES,NO,DOLE,NONE,GOREDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,OTHERCHRIST,AFEWAMONTH,30-50K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SUBURBS,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,NO,ONLYBUSH,ONLYGORE,ISSUES,,,OPPOSE,1.6520000000000001
STATE ONLY,23.0,71.0,46.0,THIRD CALL,25-29,WHITE,MALE,GORE,STABENOW,APPROVE,UNFAVORABLE,GORE,YES,LESS,SUBURBS,ECON/JOBS,EXPERIENCE,NO,CLINTON,NONE,NEITHERDID,SAME,APP/UNFAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,30-50K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,SUBURBS,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,NO,ONLYGORE,NEITHER,ISSUES,,,SUPPORT,0.898
STATE ONLY,23.0,71.0,47.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,STABENOW,APPROVE,UNFAVORABLE,GORE,NO,MORE,SUBURBS,WORLDAFFAIRS,COMPLEXISSUE,NO,CLINTON,MEANDSOMEONE,BOTHDID,BETTER,APP/UNFAV,NO,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,NEVER,50-75K,YES,NO,LIBERAL,18-64,OTHRPROGRAMS,STATE,COMPLETE,SUBURBS,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,YES,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,SUPPORT,1.456
STATE ONLY,23.0,71.0,48.0,THIRD CALL,25-29,WHITE,MALE,BUSH,ABRAHAM,APPROVE,FAVORABLE,BUSH,,LESS,SUBURBS,OMITS,LIKEABLE,NO,CLINTON,NONE,NEITHERDID,BETTER,APP/FAV,YES,INDEPEND,SUBURBS,SOMCOL/ASSOC,NONE,AFEWAYEAR,30-50K,NO,YES,,18-64,REDUCNATDEBT,STATE,COMPLETE,SUBURBS,18-29,25-29,IND/OTHER,25-29,NONE,OMITS,BOTH,BOTH,ISSUES,,,OPPOSE,1.41
NATIONAL WHITE,23.0,76.0,1.0,THIRD CALL,45-49,WHITE,MALE,BUSH,STABENOW,DISAPPR,UNFAVORABLE,BUSH,,MORE,SUBURBS,SOCIALSECUR,GOODJUDGMENT,YES,DOLE,ME,,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,OVER100K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,SUBURBS,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,,ISSUES,,,,5.189
NATIONAL WHITE,23.0,76.0,2.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,ABRAHAM,APPROVE,UNFAVORABLE,WOULDNOTVOTE,,LESS,SUBURBS,WORLDAFFAIRS,COMPLEXISSUE,NO,OTHER,NONE,,BETTER,APP/UNFAV,YES,INDEPEND,SUBURBS,POSTGRAD,CATHOLIC,AFEWAYEAR,OVER100K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,SUBURBS,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,,PERSONALQUAL,,,,4.994
NATIONAL YELLOW,23.0,76.0,3.0,THIRD CALL,65-74,WHITE,MALE,GORE,STABENOW,APPROVE,UNFAVORABLE,GORE,,LESS,SUBURBS,OMITS,EXPERIENCE,NO,PEROT,NONE,,SAME,APP/UNFAV,NO,INDEPEND,SUBURBS,POSTGRAD,OTHERCHRIST,ONCEAWEEK,30-50K,YES,NO,LIBERAL,65+,,NATIONAL,COMPLETE,SUBURBS,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,,PERSONALQUAL,OMITS,EXPERIENCE,,4.828
NATIONAL YELLOW,23.0,76.0,4.0,THIRD CALL,30-39,WHITE,MALE,GORE,STABENOW,DISAPPR,UNFAVORABLE,GORE,,LESS,SUBURBS,SOCIALSECUR,EXPERIENCE,NO,DOLE,ME,,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,SUBURBS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,,ISSUES,SOCIALSECUR,EXPERIENCE,,4.828
NATIONAL GREY,23.0,76.0,5.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,STABENOW,,,,,,SUBURBS,,,,,,BUSHDID,,,,DEMOCRAT,SUBURBS,COLGRAD,,,15-30K,,,MODERATE,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,SUBURBS,60+,60+,DEMOCRAT,50-64,,,ONLYGORE,ONLYBUSH,,,,OPPOSE,4.828
NATIONAL GREY,23.0,76.0,6.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,ABRAHAM,,,,,,SUBURBS,,,,,,NEITHERDID,,,,ELSE,SUBURBS,HSGRAD,,,50-75K,,,MODERATE,18-64,SOCIALSECURI,NATIONAL,COMPLETE,SUBURBS,60+,60+,IND/OTHER,50-64,,,BOTH,OMITS,,,,OPPOSE,5.37
NATIONAL PINK,23.0,76.0,7.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,ABRAHAM,,,,,,SUBURBS,,,YES,,ME,,,,NO,REPUBLCN,SUBURBS,,CATHOLIC,,50-75K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,SUBURBS,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,NO,,,,,,,5.37
NATIONAL PINK,23.0,76.0,8.0,THIRD CALL,18-24,WHITE,MALE,BUSH,ABRAHAM,,,,,,SUBURBS,,,NO,,NONE,,,,YES,REPUBLCN,SUBURBS,,NONE,,50-75K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,SUBURBS,18-29,18-24,REPUBLICAN,18-24,NONE,YES,,,,,,,5.37
STATE ONLY,23.0,80.0,1.0,FIRST CALL,30-39,WHITE,MALE,BUSH,STABENOW,OMITS,OMITS,OMITS,YES,LESS,SUBURBS,HEALTHCARE,CARES,NO,DOLE,SOMEONEELSE,BOTHDID,SAME,OMITS,,,SUBURBS,,,OMITS,,YES,YES,,18-64,OMITS,STATE,COMPLETE,SUBURBS,30-44,30-39,,30-39,,YES,OMITS,BOTH,OMITS,,,OMITS,0.432
STATE ONLY,23.0,80.0,2.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,STABENOW,APPROVE,UNFAVORABLE,GORE,NO,MORE,SUBURBS,MEDICARE/RX,CARES,NO,NOVOTE,NONE,NEITHERDID,BETTER,APP/UNFAV,YES,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,AFEWAMONTH,50-75K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,SUBURBS,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,NO,BOTH,BOTH,ISSUES,,,SUPPORT,0.543
STATE ONLY,23.0,80.0,3.0,FIRST CALL,40-44,WHITE,MALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,ECON/JOBS,GOODJUDGMENT,NO,DOLE,NONE,BOTHDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,OVER100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SUBURBS,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,YES,ONLYBUSH,ONLYGORE,ISSUES,,,OPPOSE,0.45
STATE ONLY,23.0,80.0,4.0,FIRST CALL,30-39,WHITE,MALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,SUBURBS,EDUCATION,GOODJUDGMENT,NO,DOLE,SOMEONEELSE,BOTHDID,BETTER,DIS/UNFAV,YES,INDEPEND,SUBURBS,COLGRAD,PROTESTANT,AFEWAMONTH,75-100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SUBURBS,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,YES,BOTH,BOTH,ISSUES,,,OPPOSE,0.7000000000000001
STATE ONLY,23.0,80.0,5.0,FIRST CALL,30-39,WHITE,MALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,WORLDAFFAIRS,HONEST,YES,DOLE,NONE,GOREDID,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,OVER100K,YES,NO,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,SUBURBS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,NO,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,OPPOSE,0.45
STATE ONLY,23.0,80.0,6.0,FIRST CALL,30-39,WHITE,MALE,BUSH,ABRAHAM,OMITS,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,TAXES,HONEST,NO,DOLE,NONE,GOREDID,SAME,OMITS,YES,REPUBLCN,SUBURBS,POSTGRAD,CATHOLIC,AFEWAMONTH,,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SUBURBS,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,NO,ONLYBUSH,ONLYGORE,ISSUES,,,SUPPORT,0.45
STATE ONLY,23.0,80.0,7.0,FIRST CALL,30-39,WHITE,MALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,ECON/JOBS,STRONGLEADER,NO,DOLE,NONE,NEITHERDID,SAME,DIS/UNFAV,NO,INDEPEND,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,15-30K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SUBURBS,30-44,30-39,IND/OTHER,30-39,CATHOLIC,NO,ONLYBUSH,ONLYGORE,ISSUES,,,OPPOSE,0.45
STATE ONLY,23.0,80.0,8.0,SECOND CALL,40-44,WHITE,MALE,BUSH,STABENOW,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,SUBURBS,OMITS,STRONGLEADER,NO,PEROT,NONE,BOTHDID,WORSE,DIS/UNFAV,YES,REPUBLCN,SUBURBS,POSTGRAD,CATHOLIC,AFEWAMONTH,50-75K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SUBURBS,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,YES,NEITHER,ONLYGORE,PERSONALQUAL,,,OPPOSE,0.432
STATE ONLY,23.0,80.0,9.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,STABENOW,APPROVE,FAVORABLE,GORE,NO,MORE,SUBURBS,OMITS,CARES,NO,CLINTON,NONE,BOTHDID,BETTER,APP/FAV,YES,INDEPEND,SUBURBS,COLGRAD,OTHERCHRIST,AFEWAYEAR,50-75K,NO,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,SUBURBS,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,NO,ONLYGORE,BOTH,PERSONALQUAL,,,OPPOSE,0.543
STATE ONLY,23.0,80.0,10.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,NO,OMITS,SUBURBS,OMITS,HONEST,OMITS,DOLE,SOMEONEELSE,GOREDID,BETTER,DIS/UNFAV,NO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,50-75K,YES,NO,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,SUBURBS,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,NO,ONLYBUSH,BOTH,PERSONALQUAL,,,OPPOSE,0.637
STATE ONLY,23.0,80.0,11.0,SECOND CALL,50-59,WHITE,MALE,GORE,STABENOW,APPROVE,FAVORABLE,GORE,NO,MORE,SUBURBS,SOCIALSECUR,EXPERIENCE,NO,CLINTON,NONE,BOTHDID,BETTER,APP/FAV,YES,INDEPEND,SUBURBS,POSTGRAD,CATHOLIC,ONCEAWEEK,50-75K,YES,YES,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,SUBURBS,45-59,50-59,IND/OTHER,50-64,CATHOLIC,NO,ONLYGORE,BOTH,PERSONALQUAL,,,SUPPORT,0.594
STATE ONLY,23.0,80.0,12.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,WORLDAFFAIRS,HONEST,OMITS,DOLE,NONE,GOREDID,SAME,DIS/UNFAV,NO,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,OVER100K,YES,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,SUBURBS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,NO,BOTH,ONLYGORE,ISSUES,,,OPPOSE,0.40800000000000003
STATE ONLY,23.0,80.0,13.0,SECOND CALL,25-29,WHITE,MALE,GORE,STABENOW,APPROVE,FAVORABLE,GORE,YES,LESS,SUBURBS,ECON/JOBS,HONEST,NO,NOVOTE,NONE,NEITHERDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,COLGRAD,NONE,NEVER,75-100K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,SUBURBS,18-29,25-29,DEMOCRAT,25-29,NONE,NO,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,OPPOSE,0.333
STATE ONLY,23.0,80.0,14.0,SECOND CALL,30-39,HISP,FEMALE,GORE,STABENOW,APPROVE,FAVORABLE,GORE,NO,MORE,SUBURBS,OMITS,COMPLEXISSUE,NO,CLINTON,NONE,NEITHERDID,SAME,APP/FAV,YES,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,NEVER,OVER100K,YES,NO,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,SUBURBS,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,NO,ONLYGORE,NEITHER,ISSUES,,,OPPOSE,0.366
STATE ONLY,23.0,80.0,15.0,SECOND CALL,50-59,WHITE,MALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,OMITS,HONEST,YES,DOLE,NONE,OMITS,WORSE,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,15-30K,YES,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,SUBURBS,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,NO,BOTH,ONLYGORE,PERSONALQUAL,,,OMITS,0.45
STATE ONLY,23.0,80.0,16.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,OMITS,STRONGLEADER,YES,DOLE,NONE,BOTHDID,WORSE,DIS/UNFAV,NO,REPUBLCN,SUBURBS,HSGRAD,PROTESTANT,MORETHAN1AWK,15-30K,YES,YES,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,SUBURBS,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,YES,BOTH,ONLYGORE,ISSUES,,,SUPPORT,0.40800000000000003
STATE ONLY,23.0,80.0,17.0,SECOND CALL,60-64,WHITE,MALE,BUSH,ABRAHAM,OMITS,OMITS,OMITS,YES,LESS,SUBURBS,TAXES,HONEST,NO,OMITS,NONE,BOTHDID,OMITS,,,,SUBURBS,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,SUBURBS,60+,60+,,50-64,,YES,OMITS,OMITS,OMITS,,,OPPOSE,0.384
STATE ONLY,23.0,80.0,18.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,OMITS,HONEST,YES,DOLE,NONE,BOTHDID,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,OVER100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SUBURBS,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,NO,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,OPPOSE,0.40800000000000003
STATE ONLY,23.0,80.0,19.0,SECOND CALL,18-24,WHITE,MALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,SUBURBS,TAXES,CARES,YES,NOVOTE,NONE,GOREDID,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,OVER100K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SUBURBS,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,NO,ONLYBUSH,ONLYGORE,ISSUES,,,OPPOSE,0.615
STATE ONLY,23.0,80.0,20.0,SECOND CALL,50-59,WHITE,MALE,BUSH,ABRAHAM,OMITS,OMITS,OMITS,YES,LESS,SUBURBS,MEDICARE/RX,HONEST,YES,OMITS,ME,BOTHDID,OMITS,,,,SUBURBS,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,SUBURBS,45-59,50-59,,50-64,,NO,OMITS,OMITS,OMITS,,,OPPOSE,0.45
STATE ONLY,23.0,80.0,21.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,EDUCATION,CARES,YES,DOLE,NONE,NEITHERDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,MORETHAN1AWK,30-50K,YES,NO,CONSERV,18-64,OMITS,STATE,COMPLETE,SUBURBS,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,NO,BOTH,NEITHER,ISSUES,,,OPPOSE,0.359
STATE ONLY,23.0,80.0,22.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,WORLDAFFAIRS,COMPLEXISSUE,YES,DOLE,SOMEONEELSE,GOREDID,OMITS,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,,YES,YES,MODERATE,18-64,OMITS,STATE,COMPLETE,SUBURBS,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,OMITS,ONLYGORE,ONLYGORE,ISSUES,,,OPPOSE,0.40800000000000003
STATE ONLY,23.0,80.0,23.0,SECOND CALL,30-39,WHITE,MALE,BUSH,ABRAHAM,APPROVE,FAVORABLE,BUSH,YES,MORE,SUBURBS,OMITS,OMITS,NO,DOLE,ME,GOREDID,BETTER,APP/FAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,50-75K,YES,YES,MODERATE,18-64,OMITS,STATE,COMPLETE,SUBURBS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,NO,BOTH,BOTH,PERSONALQUAL,,,OPPOSE,0.45
STATE ONLY,23.0,80.0,24.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,OMITS,HONEST,NO,DOLE,NONE,GOREDID,SAME,DIS/UNFAV,NO,REPUBLCN,SUBURBS,HSGRAD,PROTESTANT,MORETHAN1AWK,30-50K,YES,NO,CONSERV,18-64,OMITS,STATE,COMPLETE,SUBURBS,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,NO,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,OPPOSE,0.40800000000000003
STATE ONLY,23.0,80.0,25.0,SECOND CALL,50-59,WHITE,MALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,OMITS,HONEST,YES,DOLE,NONE,BOTHDID,BETTER,DIS/UNFAV,YES,INDEPEND,SUBURBS,HSGRAD,PROTESTANT,MORETHAN1AWK,75-100K,YES,NO,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,SUBURBS,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,NO,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,OPPOSE,0.45
STATE ONLY,23.0,80.0,26.0,SECOND CALL,30-39,WHITE,MALE,BUSH,ABRAHAM,OMITS,OMITS,OMITS,NO,LESS,SUBURBS,WORLDAFFAIRS,HONEST,OMITS,OMITS,NONE,GOREDID,OMITS,,,,SUBURBS,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,SUBURBS,30-44,30-39,,30-39,,OMITS,OMITS,OMITS,OMITS,,,OPPOSE,0.7000000000000001
STATE ONLY,23.0,80.0,27.0,SECOND CALL,25-29,WHITE,MALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,SUBURBS,ECON/JOBS,STRONGLEADER,NO,NOVOTE,NONE,NEITHERDID,WORSE,DIS/UNFAV,YES,DEMOCRAT,SUBURBS,HSGRAD,NONE,NEVER,30-50K,YES,YES,MODERATE,18-64,OMITS,STATE,COMPLETE,SUBURBS,18-29,25-29,DEMOCRAT,25-29,NONE,YES,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,SUPPORT,0.615
STATE ONLY,23.0,80.0,28.0,SECOND CALL,25-29,WHITE,MALE,GORE,STABENOW,APPROVE,FAVORABLE,GORE,YES,LESS,SUBURBS,ECON/JOBS,EXPERIENCE,NO,CLINTON,NONE,NEITHERDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,POSTGRAD,CATHOLIC,AFEWAYEAR,50-75K,NO,NO,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,SUBURBS,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,NO,BOTH,NEITHER,ISSUES,,,SUPPORT,0.333
STATE ONLY,23.0,80.0,29.0,SECOND CALL,45-49,WHITE,MALE,GORE,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,TAXES,HONEST,NO,DOLE,NONE,GOREDID,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,ELSE,AFEWAMONTH,75-100K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SUBURBS,45-59,40-49,REPUBLICAN,40-49,OTHER,NO,ONLYBUSH,ONLYGORE,ISSUES,,,OPPOSE,0.396
STATE ONLY,23.0,80.0,30.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,WORLDAFFAIRS,HONEST,NO,DOLE,NONE,BOTHDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,NONE,NEVER,OVER100K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SUBURBS,45-59,50-59,REPUBLICAN,50-64,NONE,NO,ONLYBUSH,BOTH,ISSUES,,,OPPOSE,0.40800000000000003
STATE ONLY,23.0,80.0,31.0,SECOND CALL,,WHITE,MALE,BUSH,ABRAHAM,OMITS,OMITS,OMITS,NO,OMITS,SUBURBS,OMITS,OMITS,OMITS,OMITS,,OMITS,OMITS,,,,SUBURBS,,,OMITS,,,,,,OMITS,STATE,NOTCOMPLETE,SUBURBS,,,,,,OMITS,OMITS,OMITS,OMITS,,,OMITS,0.7000000000000001
STATE ONLY,23.0,80.0,32.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,,OMITS,OMITS,OMITS,NO,OMITS,SUBURBS,EDUCATION,OMITS,OMITS,OMITS,,OMITS,OMITS,,,,SUBURBS,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,SUBURBS,18-29,18-24,,18-24,,OMITS,OMITS,OMITS,OMITS,,,OMITS,0.549
STATE ONLY,23.0,80.0,33.0,SECOND CALL,25-29,WHITE,MALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,SUBURBS,MEDICARE/RX,CARES,YES,NOVOTE,NONE,GOREDID,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,50-75K,NO,NO,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,SUBURBS,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,NO,ONLYBUSH,ONLYBUSH,PERSONALQUAL,,,OPPOSE,0.615
STATE ONLY,23.0,80.0,34.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,SUBURBS,OMITS,EXPERIENCE,NO,DOLE,NONE,GOREDID,BETTER,DIS/UNFAV,,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,AFEWAMONTH,OVER100K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,SUBURBS,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,NO,BOTH,NEITHER,ISSUES,,,SUPPORT,0.637
STATE ONLY,23.0,80.0,35.0,THIRD CALL,,,,,ABRAHAM,OMITS,OMITS,OMITS,NO,OMITS,SUBURBS,OMITS,OMITS,OMITS,OMITS,,OMITS,OMITS,,,,SUBURBS,,,OMITS,,,,,,OMITS,STATE,NOTCOMPLETE,SUBURBS,,,,,,OMITS,OMITS,OMITS,OMITS,,,OMITS,0.583
