VERSION,STATEID,PRECINCT,SEQ,CALL,WGT,AGE9,RACE,SEX,PRES,TIME,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,UNFAIR,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,BUSHWIN,PRESKNOW,SAYANY,ISSVQUAL,GOREWIN,VNS1,VNS2,WEIGHT
NATIONAL WHITE,18.0,53.0,2.0,FIRST CALL,328.0,65-74,BLACK,MALE,GORE,,APPROVE,FAVORABLE,GORE,LESS,CITYOVER50K,HEALTHCARE,CARES,YES,CLINTON,,SAME,APP/FAV,NO,DEMOCRAT,50-500K,NOHS,OTHERCHRIST,ONCEAWEEK,15-30K,YES,NO,LIBERAL,65+,,NATIONAL,COMPLETE,JEFFERSON,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,,PERSONALQUAL,,,,0.328
NATIONAL WHITE,18.0,53.0,3.0,FIRST CALL,82.0,18-24,BLACK,MALE,BUCHANAN,,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,WORLDAFFAIRS,COMPLEXISSUE,NO,CLINTON,,SAME,APP/FAV,YES,DEMOCRAT,50-500K,HSGRAD,CATHOLIC,ONCEAWEEK,30-50K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,JEFFERSON,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,,,,ISSUES,,,,0.082
NATIONAL WHITE,18.0,53.0,4.0,FIRST CALL,172.0,45-49,BLACK,MALE,GORE,,APPROVE,OMITS,GORE,MORE,CITYOVER50K,ECON/JOBS,EXPERIENCE,NO,CLINTON,,SAME,OMITS,YES,DEMOCRAT,50-500K,HSGRAD,NONE,AFEWAYEAR,30-50K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,JEFFERSON,45-59,40-49,DEMOCRAT,40-49,NONE,,,,PERSONALQUAL,,,,0.17200000000000001
NATIONAL YELLOW,18.0,53.0,5.0,FIRST CALL,183.0,18-24,BLACK,MALE,GORE,,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,EDUCATION,GOODJUDGMENT,NO,NOVOTE,,BETTER,APP/UNFAV,YES,DEMOCRAT,50-500K,HSGRAD,CATHOLIC,AFEWAMONTH,50-75K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,JEFFERSON,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,,,,ISSUES,,EDUCATION,GOODJUDGMENT,0.183
NATIONAL YELLOW,18.0,53.0,6.0,FIRST CALL,85.0,30-39,BLACK,FEMALE,BUCHANAN,,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,MORE,CITYOVER50K,EDUCATION,OMITS,NO,PEROT,,WORSE,DIS/UNFAV,YES,INDEPEND,50-500K,HSGRAD,OTHERCHRIST,AFEWAYEAR,15-30K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,JEFFERSON,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,,PERSONALQUAL,,EDUCATION,OMITS,0.085
NATIONAL YELLOW,18.0,53.0,7.0,FIRST CALL,172.0,40-44,BLACK,MALE,GORE,,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,SOCIALSECUR,GOODJUDGMENT,NO,CLINTON,,BETTER,APP/UNFAV,YES,DEMOCRAT,50-500K,NOHS,NONE,NEVER,LESS15K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,JEFFERSON,30-44,40-49,DEMOCRAT,40-49,NONE,,,,ISSUES,,SOCIALSECUR,GOODJUDGMENT,0.17200000000000001
NATIONAL YELLOW,18.0,53.0,8.0,FIRST CALL,193.0,45-49,BLACK,FEMALE,GORE,,APPROVE,OMITS,GORE,MORE,CITYOVER50K,TAXES,COMPLEXISSUE,NO,CLINTON,,SAME,OMITS,YES,DEMOCRAT,50-500K,HSGRAD,ELSE,AFEWAYEAR,15-30K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,JEFFERSON,45-59,40-49,DEMOCRAT,40-49,OTHER,,,,PERSONALQUAL,,TAXES,COMPLEXISSUE,0.193
NATIONAL GREY,18.0,53.0,9.0,FIRST CALL,206.0,25-29,BLACK,FEMALE,GORE,BEFORE,,,,MORE,CITYOVER50K,,,,,BOTHDID,,,,DEMOCRAT,50-500K,SOMCOL/ASSOC,,,15-30K,,,CONSERV,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,JEFFERSON,18-29,25-29,DEMOCRAT,25-29,,SCARED,OMITS,BOTH,,EXCITED,,,0.20600000000000002
NATIONAL GREY,18.0,53.0,10.0,FIRST CALL,172.0,40-44,BLACK,MALE,GORE,LASTWEEK,,,,LESS,CITYOVER50K,,,,,BOTHDID,,,,DEMOCRAT,50-500K,HSGRAD,,,15-30K,,,LIBERAL,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,JEFFERSON,30-44,40-49,DEMOCRAT,40-49,,OMITS,ONLYGORE,BOTH,,EXCITED,,,0.17200000000000001
NATIONAL GREY,18.0,53.0,11.0,FIRST CALL,193.0,50-59,BLACK,FEMALE,GORE,BEFORE,,,,MORE,CITYOVER50K,,,,,BUSHDID,,,,DEMOCRAT,50-500K,SOMCOL/ASSOC,,,50-75K,,,LIBERAL,18-64,OTHRPROGRAMS,NATIONAL,COMPLETE,JEFFERSON,45-59,50-59,DEMOCRAT,50-64,,SCARED,ONLYGORE,ONLYGORE,,EXCITED,,,0.193
NATIONAL PINK,18.0,53.0,12.0,FIRST CALL,176.0,45-49,WHITE,FEMALE,GORE,,,,,,CITYOVER50K,,,NO,,,,,NO,REPUBLCN,50-500K,,OTHERCHRIST,,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,JEFFERSON,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,,,,,,0.176
NATIONAL PINK,18.0,53.0,13.0,FIRST CALL,328.0,75+,BLACK,MALE,GORE,,,,,,CITYOVER50K,,,NO,,,,,YES,DEMOCRAT,50-500K,,OTHERCHRIST,,50-75K,NO,NO,MODERATE,65+,,NATIONAL,COMPLETE,JEFFERSON,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,,,,,,0.328
NATIONAL PINK,18.0,53.0,14.0,FIRST CALL,172.0,45-49,BLACK,MALE,GORE,,,,,,CITYOVER50K,,,NO,,,,,YES,DEMOCRAT,50-500K,,OTHERCHRIST,,30-50K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,JEFFERSON,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,,,,,,0.17200000000000001
NATIONAL PINK,18.0,53.0,15.0,FIRST CALL,172.0,50-59,BLACK,MALE,GORE,,,,,,CITYOVER50K,,,NO,,,,,YES,DEMOCRAT,50-500K,,OTHERCHRIST,,50-75K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,JEFFERSON,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,,,,,,0.17200000000000001
NATIONAL WHITE,18.0,53.0,16.0,SECOND CALL,172.0,40-44,BLACK,MALE,GORE,,APPROVE,FAVORABLE,GORE,LESS,CITYOVER50K,ECON/JOBS,GOODJUDGMENT,NO,CLINTON,,SAME,APP/FAV,YES,DEMOCRAT,50-500K,HSGRAD,CATHOLIC,AFEWAYEAR,15-30K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,JEFFERSON,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,,ISSUES,,,,0.17200000000000001
NATIONAL WHITE,18.0,53.0,17.0,SECOND CALL,167.0,25-29,WHITE,MALE,GORE,,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,WORLDAFFAIRS,EXPERIENCE,NO,CLINTON,,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,HSGRAD,OTHERCHRIST,AFEWAMONTH,50-75K,YES,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,JEFFERSON,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,,ISSUES,,,,0.167
NATIONAL WHITE,18.0,53.0,18.0,SECOND CALL,172.0,40-44,BLACK,MALE,GORE,,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,MEDICARE/RX,EXPERIENCE,NO,CLINTON,,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,POSTGRAD,PROTESTANT,MORETHAN1AWK,50-75K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,JEFFERSON,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,,PERSONALQUAL,,,,0.17200000000000001
NATIONAL WHITE,18.0,53.0,19.0,SECOND CALL,328.0,65-74,BLACK,MALE,GORE,,DISAPPR,UNFAVORABLE,GORE,MORE,CITYOVER50K,HEALTHCARE,EXPERIENCE,NO,CLINTON,,BETTER,DIS/UNFAV,YES,DEMOCRAT,50-500K,HSGRAD,CATHOLIC,AFEWAMONTH,LESS15K,YES,YES,LIBERAL,65+,,NATIONAL,COMPLETE,JEFFERSON,60+,60+,DEMOCRAT,65+,CATHOLIC,,,,ISSUES,,,,0.328
NATIONAL YELLOW,18.0,53.0,20.0,SECOND CALL,328.0,75+,BLACK,MALE,GORE,,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,SOCIALSECUR,CARES,NO,CLINTON,,SAME,APP/FAV,NO,DEMOCRAT,50-500K,HSGRAD,OTHERCHRIST,AFEWAMONTH,50-75K,NO,NO,MODERATE,65+,,NATIONAL,COMPLETE,JEFFERSON,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,,ISSUES,,SOCIALSECUR,CARES,0.328
NATIONAL YELLOW,18.0,53.0,21.0,SECOND CALL,193.0,40-44,BLACK,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,EXPERIENCE,YES,CLINTON,,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,15-30K,NO,YES,MODERATE,18-64,,NATIONAL,COMPLETE,JEFFERSON,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,,ISSUES,,ECON/JOBS,EXPERIENCE,0.193
NATIONAL YELLOW,18.0,53.0,22.0,SECOND CALL,172.0,45-49,BLACK,MALE,GORE,,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,EDUCATION,CARES,NO,DOLE,,BETTER,APP/UNFAV,YES,DEMOCRAT,50-500K,HSGRAD,CATHOLIC,AFEWAMONTH,15-30K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,JEFFERSON,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,,PERSONALQUAL,,EDUCATION,CARES,0.17200000000000001
NATIONAL YELLOW,18.0,53.0,23.0,SECOND CALL,206.0,25-29,BLACK,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,SOCIALSECUR,GOODJUDGMENT,NO,CLINTON,,SAME,APP/FAV,NO,DEMOCRAT,50-500K,HSGRAD,OTHERCHRIST,AFEWAMONTH,30-50K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,JEFFERSON,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,,ISSUES,,SOCIALSECUR,GOODJUDGMENT,0.20600000000000002
NATIONAL GREY,18.0,53.0,24.0,SECOND CALL,183.0,18-24,BLACK,MALE,GORE,LASTWEEK,,,,MORE,CITYOVER50K,,,,,BOTHDID,,,,INDEPEND,50-500K,COLGRAD,,,15-30K,,,MODERATE,18-64,SOCIALSECURI,NATIONAL,COMPLETE,JEFFERSON,18-29,18-24,IND/OTHER,18-24,,CONCERND,ONLYGORE,ONLYGORE,,CONCERND,,,0.183
NATIONAL GREY,18.0,53.0,25.0,SECOND CALL,193.0,45-49,BLACK,FEMALE,GORE,BEFORE,,,,MORE,CITYOVER50K,,,,,BOTHDID,,,,DEMOCRAT,50-500K,SOMCOL/ASSOC,,,15-30K,,,LIBERAL,18-64,SOCIALSECURI,NATIONAL,COMPLETE,JEFFERSON,45-59,40-49,DEMOCRAT,40-49,,SCARED,ONLYGORE,ONLYBUSH,,OPTIMIST,,,0.193
NATIONAL GREY,18.0,53.0,26.0,SECOND CALL,172.0,30-39,BLACK,MALE,GORE,BEFORE,,,,MORE,CITYOVER50K,,,,,BUSHDID,,,,DEMOCRAT,50-500K,SOMCOL/ASSOC,,,15-30K,,,LIBERAL,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,JEFFERSON,30-44,30-39,DEMOCRAT,30-39,,CONCERND,ONLYGORE,ONLYGORE,,EXCITED,,,0.17200000000000001
NATIONAL GREY,18.0,53.0,27.0,SECOND CALL,82.0,25-29,BLACK,MALE,BUCHANAN,LASTWEEK,,,,LESS,CITYOVER50K,,,,,GOREDID,,,,DEMOCRAT,50-500K,SOMCOL/ASSOC,,,LESS15K,,,LIBERAL,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,JEFFERSON,18-29,25-29,DEMOCRAT,25-29,,CONCERND,ONLYGORE,ONLYBUSH,,EXCITED,,,0.082
NATIONAL PINK,18.0,53.0,28.0,SECOND CALL,368.0,75+,BLACK,FEMALE,GORE,,,,,,CITYOVER50K,,,NO,,,,,NO,DEMOCRAT,50-500K,,OTHERCHRIST,,15-30K,YES,NO,MODERATE,65+,,NATIONAL,COMPLETE,JEFFERSON,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,,,,,,0.368
NATIONAL PINK,18.0,53.0,29.0,SECOND CALL,156.0,25-29,WHITE,MALE,BUSH,,,,,,CITYOVER50K,,,NO,,,,,NO,DEMOCRAT,50-500K,,PROTESTANT,,LESS15K,,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,JEFFERSON,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,,,,,,0.156
NATIONAL PINK,18.0,53.0,30.0,SECOND CALL,156.0,50-59,WHITE,MALE,GORE,,,,,,CITYOVER50K,,,NO,,,,,YES,DEMOCRAT,50-500K,,NONE,,OVER100K,YES,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,JEFFERSON,45-59,50-59,DEMOCRAT,50-64,NONE,,,,,,,,0.156
NATIONAL PINK,18.0,53.0,31.0,SECOND CALL,368.0,65-74,BLACK,,GORE,,,,,,CITYOVER50K,,,NO,,,,,YES,INDEPEND,50-500K,,PROTESTANT,,50-75K,YES,NO,MODERATE,65+,,NATIONAL,COMPLETE,JEFFERSON,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,,,,,,0.368
NATIONAL WHITE,18.0,53.0,32.0,THIRD CALL,193.0,45-49,BLACK,FEMALE,GORE,,DISAPPR,UNFAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,GOODJUDGMENT,YES,CLINTON,,WORSE,DIS/UNFAV,YES,INDEPEND,50-500K,COLGRAD,ELSE,AFEWAMONTH,LESS15K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,JEFFERSON,45-59,40-49,IND/OTHER,40-49,OTHER,,,,PERSONALQUAL,,,,0.193
NATIONAL WHITE,18.0,53.0,33.0,THIRD CALL,193.0,50-59,BLACK,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,SOCIALSECUR,CARES,NO,CLINTON,,WORSE,APP/FAV,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,75-100K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,JEFFERSON,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,,ISSUES,,,,0.193
NATIONAL WHITE,18.0,53.0,34.0,THIRD CALL,298.0,75+,OTHER,,GORE,,DISAPPR,FAVORABLE,BUSH,OMITS,CITYOVER50K,OMITS,OMITS,YES,DOLE,,BETTER,DIS/FAV,NO,ELSE,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,LESS15K,NO,YES,CONSERV,65+,,NATIONAL,COMPLETE,JEFFERSON,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,,PERSONALQUAL,,,,0.298
NATIONAL WHITE,18.0,53.0,35.0,THIRD CALL,183.0,18-24,BLACK,MALE,GORE,,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,EDUCATION,CARES,NO,CLINTON,,BETTER,APP/UNFAV,NO,DEMOCRAT,50-500K,HSGRAD,ELSE,ONCEAWEEK,30-50K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,JEFFERSON,18-29,18-24,DEMOCRAT,18-24,OTHER,,,,ISSUES,,,,0.183
NATIONAL WHITE,18.0,53.0,36.0,THIRD CALL,193.0,40-44,BLACK,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,WORLDAFFAIRS,EXPERIENCE,NO,CLINTON,,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,HSGRAD,ELSE,AFEWAMONTH,LESS15K,NO,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,JEFFERSON,30-44,40-49,DEMOCRAT,40-49,OTHER,,,,PERSONALQUAL,,,,0.193
NATIONAL YELLOW,18.0,53.0,37.0,THIRD CALL,183.0,18-24,BLACK,MALE,GORE,,DISAPPR,OMITS,WOULDNOTVOTE,MORE,CITYOVER50K,SOCIALSECUR,CARES,YES,DOLE,,SAME,OMITS,YES,INDEPEND,50-500K,COLGRAD,CATHOLIC,AFEWAMONTH,LESS15K,NO,YES,MODERATE,18-64,,NATIONAL,COMPLETE,JEFFERSON,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,,PERSONALQUAL,,SOCIALSECUR,CARES,0.183
NATIONAL YELLOW,18.0,53.0,38.0,THIRD CALL,206.0,25-29,BLACK,FEMALE,GORE,,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,GOODJUDGMENT,NO,NOVOTE,,BETTER,APP/UNFAV,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,NONE,MORETHAN1AWK,30-50K,YES,YES,,18-64,,NATIONAL,COMPLETE,JEFFERSON,18-29,25-29,DEMOCRAT,25-29,NONE,,,,ISSUES,,ECON/JOBS,GOODJUDGMENT,0.20600000000000002
NATIONAL YELLOW,18.0,53.0,39.0,THIRD CALL,172.0,50-59,BLACK,MALE,GORE,,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,OMITS,EXPERIENCE,NO,CLINTON,,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,HSGRAD,OTHERCHRIST,MORETHAN1AWK,30-50K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,JEFFERSON,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,,PERSONALQUAL,,OMITS,EXPERIENCE,0.17200000000000001
NATIONAL YELLOW,18.0,53.0,40.0,THIRD CALL,193.0,40-44,BLACK,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,HEALTHCARE,CARES,NO,CLINTON,,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,30-50K,,NO,,18-64,,NATIONAL,COMPLETE,JEFFERSON,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,,ISSUES,,HEALTHCARE,CARES,0.193
NATIONAL YELLOW,18.0,53.0,41.0,THIRD CALL,193.0,30-39,BLACK,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,LESS,CITYOVER50K,ECON/JOBS,CARES,NO,CLINTON,,WORSE,APP/FAV,NO,DEMOCRAT,50-500K,SOMCOL/ASSOC,ELSE,AFEWAYEAR,50-75K,NO,YES,MODERATE,18-64,,NATIONAL,COMPLETE,JEFFERSON,30-44,30-39,DEMOCRAT,30-39,OTHER,,,,PERSONALQUAL,,ECON/JOBS,CARES,0.193
NATIONAL GREY,18.0,53.0,42.0,THIRD CALL,206.0,18-24,BLACK,FEMALE,GORE,LAST.MONTH,,,,OMITS,CITYOVER50K,,,,,BOTHDID,,,,DEMOCRAT,50-500K,HSGRAD,,,LESS15K,,,MODERATE,18-64,OMITS,NATIONAL,COMPLETE,JEFFERSON,18-29,18-24,DEMOCRAT,18-24,,SCARED,NEITHER,BOTH,,OPTIMIST,,,0.20600000000000002
NATIONAL GREY,18.0,53.0,43.0,THIRD CALL,328.0,75+,BLACK,MALE,GORE,BEFORE,,,,MORE,CITYOVER50K,,,,,NEITHERDID,,,,DEMOCRAT,50-500K,NOHS,,,LESS15K,,,MODERATE,65+,SOCIALSECURI,NATIONAL,COMPLETE,JEFFERSON,60+,60+,DEMOCRAT,65+,,CONCERND,ONLYGORE,NEITHER,,EXCITED,,,0.328
NATIONAL GREY,18.0,53.0,44.0,THIRD CALL,172.0,50-59,BLACK,MALE,GORE,BEFORE,,,,MORE,CITYOVER50K,,,,,BUSHDID,,,,DEMOCRAT,50-500K,HSGRAD,,,15-30K,,,LIBERAL,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,JEFFERSON,45-59,50-59,DEMOCRAT,50-64,,CONCERND,ONLYGORE,ONLYGORE,,EXCITED,,,0.17200000000000001
NATIONAL GREY,18.0,53.0,45.0,THIRD CALL,193.0,50-59,BLACK,FEMALE,GORE,BEFORE,,,,MORE,CITYOVER50K,,,,,BUSHDID,,,,DEMOCRAT,50-500K,SOMCOL/ASSOC,,,30-50K,,,MODERATE,18-64,OTHRPROGRAMS,NATIONAL,COMPLETE,JEFFERSON,45-59,50-59,DEMOCRAT,50-64,,OMITS,ONLYGORE,ONLYGORE,,EXCITED,,,0.193
NATIONAL GREY,18.0,53.0,46.0,THIRD CALL,181.0,30-39,BLACK,FEMALE,BUSH,BEFORE,,,,LESS,CITYOVER50K,,,,,BOTHDID,,,,REPUBLCN,50-500K,COLGRAD,,,75-100K,,,CONSERV,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,JEFFERSON,30-44,30-39,REPUBLICAN,30-39,,OPTIMIST,OMITS,BOTH,,CONCERND,,,0.181
NATIONAL PINK,18.0,53.0,47.0,THIRD CALL,172.0,45-49,BLACK,MALE,GORE,,,,,,CITYOVER50K,,,YES,,,,,NO,DEMOCRAT,50-500K,,OTHERCHRIST,,15-30K,NO,YES,MODERATE,18-64,,NATIONAL,COMPLETE,JEFFERSON,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,,,,,,0.17200000000000001
NATIONAL PINK,18.0,53.0,48.0,THIRD CALL,183.0,25-29,BLACK,MALE,GORE,,,,,,CITYOVER50K,,,YES,,,,,YES,DEMOCRAT,50-500K,,OTHERCHRIST,,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,JEFFERSON,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,,,,,,0.183
NATIONAL PINK,18.0,53.0,49.0,THIRD CALL,187.0,18-24,WHITE,FEMALE,GORE,,,,,,CITYOVER50K,,,YES,,,,,NO,REPUBLCN,50-500K,,CATHOLIC,,30-50K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,JEFFERSON,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,,,,,,0.187
NATIONAL PINK,18.0,53.0,50.0,THIRD CALL,172.0,30-39,BLACK,MALE,GORE,,,,,,CITYOVER50K,,,YES,,,,,YES,DEMOCRAT,50-500K,,CATHOLIC,,15-30K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,JEFFERSON,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,,,,,,0.17200000000000001
NATIONAL PINK,18.0,53.0,51.0,THIRD CALL,172.0,50-59,BLACK,MALE,GORE,,,,,,CITYOVER50K,,,NO,,,,,YES,DEMOCRAT,50-500K,,PROTESTANT,,50-75K,YES,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,JEFFERSON,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,,,,,,0.17200000000000001
STATE ONLY,18.0,57.0,1.0,FIRST CALL,568.0,50-59,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,MEDICARE/RX,GOODJUDGMENT,NO,CLINTON,BUSHDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,30-50K,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,JEFFERSON,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,SCARED,ONLYGORE,BOTH,ISSUES,OPTIMIST,,,0.5680000000000001
STATE ONLY,18.0,57.0,2.0,FIRST CALL,556.0,45-49,BLACK,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,BOTHDID,SAME,APP/FAV,YES,DEMOCRAT,SUBURBS,POSTGRAD,OTHERCHRIST,MORETHAN1AWK,50-75K,YES,YES,LIBERAL,18-64,OTHRPROGRAMS,STATE,COMPLETE,JEFFERSON,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,CONCERND,ONLYGORE,BOTH,PERSONALQUAL,OPTIMIST,,,0.556
STATE ONLY,18.0,57.0,3.0,FIRST CALL,1059.0,75+,BLACK,MALE,GORE,LASTWEEK,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,EXPERIENCE,NO,CLINTON,BUSHDID,BETTER,APP/FAV,NO,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,LESS15K,NO,NO,LIBERAL,65+,SOCIALSECURI,STATE,COMPLETE,JEFFERSON,60+,60+,DEMOCRAT,65+,PROT/CHRIST,SCARED,ONLYGORE,ONLYBUSH,PERSONALQUAL,EXCITED,,,1.059
STATE ONLY,18.0,57.0,4.0,FIRST CALL,1059.0,60-64,BLACK,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,SOCIALSECUR,EXPERIENCE,NO,CLINTON,BUSHDID,BETTER,APP/FAV,NO,DEMOCRAT,SUBURBS,HSGRAD,PROTESTANT,AFEWAYEAR,50-75K,YES,NO,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,JEFFERSON,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,SCARED,ONLYGORE,BOTH,ISSUES,OPTIMIST,,,1.059
STATE ONLY,18.0,57.0,5.0,FIRST CALL,625.0,30-39,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,COMPLEXISSUE,NO,CLINTON,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,15-30K,NO,YES,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,JEFFERSON,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,SCARED,ONLYGORE,BOTH,ISSUES,CONCERND,,,0.625
STATE ONLY,18.0,57.0,6.0,FIRST CALL,473.0,30-39,WHITE,MALE,BUSH,BEFORE,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,COMPLEXISSUE,NO,DOLE,NEITHERDID,BETTER,APP/UNFAV,YES,REPUBLCN,SUBURBS,POSTGRAD,CATHOLIC,AFEWAYEAR,30-50K,NO,NO,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,JEFFERSON,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,OPTIMIST,ONLYBUSH,ONLYGORE,ISSUES,CONCERND,,,0.47300000000000003
