VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,CLINTON,BCPERSON,HOU,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,X6VOTE,FINSIT,JOBPERS,WORK,ROTH,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,TIMEDES,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
STATE ONLY,8.0,41.0,9.0,FIRST CALL,65-74,WHITE,MALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,CASTLE,GORE,MORE,CITYOVER50K,OMITS,OMITS,CLINTON,BETTER,APP/FAV,NO,YES,DEMOCRAT,50-500K,HSGRAD,CATHOLIC,ONCEAWEEK,30-50K,YES,NO,MODERATE,65+,OMITS,BEFORE,STATE,COMPLETE,CASTLE,60+,60+,DEMOCRAT,65+,CATHOLIC,ONLYGORE,BOTH,ISSUES,,,1.6560000000000001
STATE ONLY,8.0,41.0,10.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,MORE,CITYOVER50K,MEDICARE/RX,HONEST,DOLE,BETTER,APP/FAV,NO,YES,DEMOCRAT,50-500K,HSGRAD,CATHOLIC,ONCEAWEEK,30-50K,YES,NO,MODERATE,65+,SOCIALSECURI,BEFORE,STATE,COMPLETE,CASTLE,60+,60+,DEMOCRAT,65+,CATHOLIC,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,1.473
STATE ONLY,8.0,41.0,11.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,CARPER,BURRIS,APPROVE,UNFAVORABLE,CASTLE,GORE,MORE,CITYOVER50K,ECON/JOBS,EXPERIENCE,CLINTON,BETTER,APP/UNFAV,YES,YES,INDEPEND,50-500K,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,50-75K,YES,YES,MODERATE,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,CASTLE,30-44,40-49,IND/OTHER,40-49,CATHOLIC,ONLYGORE,BOTH,ISSUES,,,1.068
STATE ONLY,8.0,41.0,12.0,FIRST CALL,50-59,WHITE,,GORE,CARPER,MINNER,APPROVE,OMITS,MILLER,GORE,MORE,CITYOVER50K,OMITS,HONEST,CLINTON,BETTER,OMITS,NO,YES,DEMOCRAT,50-500K,NOHS,CATHOLIC,MORETHAN1AWK,15-30K,YES,NO,LIBERAL,18-64,CUTFEDINCTAX,LAST.3DAYS,STATE,COMPLETE,CASTLE,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,ONLYGORE,ONLYGORE,PERSONALQUAL,,,0.9560000000000001
STATE ONLY,8.0,41.0,13.0,FIRST CALL,75+,WHITE,MALE,BUSH,ROTH,BURRIS,DISAPPR,UNFAVORABLE,CASTLE,WOULDNOTVOTE,MORE,CITYOVER50K,WORLDAFFAIRS,STRONGLEADER,DOLE,SAME,DIS/UNFAV,NO,NO,INDEPEND,50-500K,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,15-30K,YES,NO,MODERATE,65+,REDUCNATDEBT,BEFORE,STATE,COMPLETE,CASTLE,60+,60+,IND/OTHER,65+,CATHOLIC,ONLYBUSH,ONLYGORE,ISSUES,,,1.79
STATE ONLY,8.0,41.0,14.0,FIRST CALL,65-74,WHITE,MALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,MORE,CITYOVER50K,WORLDAFFAIRS,EXPERIENCE,CLINTON,BETTER,APP/FAV,NO,YES,DEMOCRAT,50-500K,COLGRAD,CATHOLIC,AFEWAYEAR,50-75K,NO,NO,MODERATE,65+,REDUCNATDEBT,BEFORE,STATE,COMPLETE,CASTLE,60+,60+,DEMOCRAT,65+,CATHOLIC,BOTH,BOTH,ISSUES,,,1.449
STATE ONLY,8.0,41.0,15.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,CARPER,BURRIS,APPROVE,FAVORABLE,CASTLE,GORE,MORE,CITYOVER50K,OMITS,COMPLEXISSUE,CLINTON,SAME,APP/FAV,YES,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,75-100K,YES,NO,MODERATE,18-64,SOCIALSECURI,LASTWEEK,STATE,COMPLETE,CASTLE,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,NEITHER,BOTH,ISSUES,,,1.068
STATE ONLY,8.0,41.0,16.0,FIRST CALL,30-39,HISP,MALE,GORE,,OTHER,APPROVE,FAVORABLE,MILLER,GORE,MORE,CITYOVER50K,ECON/JOBS,CARES,NOVOTE,BETTER,APP/FAV,NO,YES,DEMOCRAT,50-500K,NOHS,CATHOLIC,ONCEAWEEK,LESS15K,YES,YES,LIBERAL,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,CASTLE,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,ONLYGORE,ONLYGORE,ISSUES,,,0.687
STATE ONLY,8.0,41.0,17.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,MORE,CITYOVER50K,SOCIALSECUR,EXPERIENCE,CLINTON,BETTER,APP/FAV,YES,NO,DEMOCRAT,50-500K,HSGRAD,ELSE,AFEWAYEAR,50-75K,YES,YES,CONSERV,18-64,REDUCNATDEBT,LAST.3DAYS,STATE,COMPLETE,CASTLE,30-44,30-39,DEMOCRAT,30-39,OTHER,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.759
STATE ONLY,8.0,41.0,18.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,LESS,CITYOVER50K,SOCIALSECUR,CARES,CLINTON,SAME,APP/FAV,YES,YES,DEMOCRAT,50-500K,HSGRAD,PROTESTANT,ONCEAWEEK,,YES,NO,CONSERV,65+,CUTFEDINCTAX,BEFORE,STATE,COMPLETE,CASTLE,60+,60+,DEMOCRAT,65+,PROT/CHRIST,BOTH,ONLYBUSH,ISSUES,,,1.473
STATE ONLY,8.0,41.0,19.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,ROTH,MINNER,APPROVE,FAVORABLE,MILLER,GORE,OMITS,CITYOVER50K,OMITS,OMITS,CLINTON,BETTER,APP/FAV,YES,NO,INDEPEND,50-500K,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,,YES,NO,MODERATE,18-64,OMITS,BEFORE,STATE,COMPLETE,CASTLE,60+,60+,IND/OTHER,50-64,CATHOLIC,ONLYGORE,ONLYBUSH,ISSUES,,,1.441
STATE ONLY,8.0,41.0,20.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,CARPER,MINNER,APPROVE,OMITS,CASTLE,GORE,MORE,CITYOVER50K,ECON/JOBS,HONEST,CLINTON,SAME,OMITS,YES,OMITS,DEMOCRAT,50-500K,SOMCOL/ASSOC,ELSE,MORETHAN1AWK,LESS15K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,LAST.MONTH,STATE,COMPLETE,CASTLE,30-44,30-39,DEMOCRAT,30-39,OTHER,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.872
STATE ONLY,8.0,41.0,21.0,SECOND CALL,40-44,WHITE,MALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,CASTLE,OMITS,LESS,CITYOVER50K,ECON/JOBS,OMITS,CLINTON,BETTER,APP/FAV,YES,NO,REPUBLCN,50-500K,POSTGRAD,,NEVER,75-100K,NO,NO,LIBERAL,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,CASTLE,30-44,40-49,REPUBLICAN,40-49,,ONLYGORE,BOTH,ISSUES,,,1.075
STATE ONLY,8.0,41.0,22.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,CARPER,BURRIS,APPROVE,FAVORABLE,CASTLE,GORE,MORE,CITYOVER50K,OMITS,OMITS,CLINTON,OMITS,APP/FAV,NO,NO,DEMOCRAT,50-500K,POSTGRAD,CATHOLIC,MORETHAN1AWK,,NO,,MODERATE,65+,CUTFEDINCTAX,OMITS,STATE,COMPLETE,CASTLE,60+,60+,DEMOCRAT,65+,CATHOLIC,BOTH,BOTH,PERSONALQUAL,,,1.645
STATE ONLY,8.0,41.0,23.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,MORE,CITYOVER50K,WORLDAFFAIRS,GOODJUDGMENT,CLINTON,SAME,APP/FAV,YES,NO,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,30-50K,NO,NO,,18-64,OMITS,BEFORE,STATE,COMPLETE,CASTLE,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,OMITS,OMITS,ISSUES,,,0.759
STATE ONLY,8.0,41.0,24.0,SECOND CALL,30-39,WHITE,MALE,NADER,ROTH,BURRIS,DISAPPR,UNFAVORABLE,CASTLE,GORE,MORE,CITYOVER50K,ECON/JOBS,HONEST,NOVOTE,WORSE,DIS/UNFAV,YES,NO,INDEPEND,50-500K,COLGRAD,NONE,AFEWAYEAR,50-75K,NO,YES,MODERATE,18-64,REDUCNATDEBT,BEFORE,STATE,COMPLETE,CASTLE,30-44,30-39,IND/OTHER,30-39,NONE,NEITHER,BOTH,ISSUES,,,1.169
STATE ONLY,8.0,41.0,25.0,SECOND CALL,45-49,WHITE,,BUSH,ROTH,BURRIS,DISAPPR,UNFAVORABLE,CASTLE,BUSH,MORE,CITYOVER50K,TAXES,HONEST,DOLE,SAME,DIS/UNFAV,YES,NO,INDEPEND,50-500K,HSGRAD,CATHOLIC,ONCEAWEEK,30-50K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,LAST.MONTH,STATE,COMPLETE,CASTLE,45-59,40-49,IND/OTHER,40-49,CATHOLIC,ONLYBUSH,ONLYGORE,ISSUES,,,1.162
STATE ONLY,8.0,41.0,26.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,LESS,CITYOVER50K,ECON/JOBS,CARES,NOVOTE,BETTER,APP/FAV,YES,YES,INDEPEND,50-500K,SOMCOL/ASSOC,ELSE,AFEWAMONTH,30-50K,NO,YES,LIBERAL,18-64,CUTFEDINCTAX,LAST.MONTH,STATE,COMPLETE,CASTLE,30-44,30-39,IND/OTHER,30-39,OTHER,ONLYGORE,BOTH,ISSUES,,,0.759
STATE ONLY,8.0,41.0,27.0,THIRD CALL,18-24,WHITE,MALE,BUSH,ROTH,BURRIS,DISAPPR,UNFAVORABLE,CASTLE,BUSH,MORE,CITYOVER50K,TAXES,STRONGLEADER,NOVOTE,BETTER,DIS/UNFAV,YES,NO,REPUBLCN,50-500K,SOMCOL/ASSOC,,AFEWAYEAR,75-100K,NO,YES,CONSERV,18-64,REDUCNATDEBT,BEFORE,STATE,COMPLETE,CASTLE,18-29,18-24,REPUBLICAN,18-24,,ONLYBUSH,BOTH,ISSUES,,,1.171
STATE ONLY,8.0,41.0,28.0,THIRD CALL,30-39,WHITE,MALE,BUSH,ROTH,BURRIS,DISAPPR,UNFAVORABLE,CASTLE,BUSH,LESS,CITYOVER50K,TAXES,HONEST,DOLE,SAME,DIS/UNFAV,YES,NO,REPUBLCN,50-500K,COLGRAD,OTHERCHRIST,MORETHAN1AWK,50-75K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,BEFORE,STATE,COMPLETE,CASTLE,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,BOTH,ONLYGORE,ISSUES,,,1.162
STATE ONLY,8.0,41.0,29.0,THIRD CALL,25-29,WHITE,MALE,NADER,CARPER,MINNER,APPROVE,UNFAVORABLE,CASTLE,GORE,LESS,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,NOVOTE,SAME,APP/UNFAV,YES,YES,INDEPEND,50-500K,POSTGRAD,CATHOLIC,ONCEAWEEK,15-30K,NO,NO,LIBERAL,18-64,REDUCNATDEBT,LASTWEEK,STATE,COMPLETE,CASTLE,18-29,25-29,IND/OTHER,25-29,CATHOLIC,BOTH,BOTH,ISSUES,,,1.231
STATE ONLY,8.0,41.0,30.0,THIRD CALL,40-44,WHITE,MALE,GORE,ROTH,MINNER,APPROVE,FAVORABLE,MILLER,GORE,MORE,CITYOVER50K,OMITS,EXPERIENCE,CLINTON,BETTER,APP/FAV,YES,NO,DEMOCRAT,50-500K,HSGRAD,CATHOLIC,AFEWAYEAR,30-50K,YES,NO,LIBERAL,18-64,CUTFEDINCTAX,BEFORE,STATE,COMPLETE,CASTLE,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,BOTH,ONLYBUSH,PERSONALQUAL,,,0.92
STATE ONLY,8.0,41.0,31.0,THIRD CALL,30-39,WHITE,MALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,MORE,CITYOVER50K,ECON/JOBS,EXPERIENCE,CLINTON,SAME,APP/FAV,YES,NO,DEMOCRAT,50-500K,COLGRAD,CATHOLIC,AFEWAYEAR,30-50K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,BEFORE,STATE,COMPLETE,CASTLE,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,BOTH,NEITHER,ISSUES,,,0.9400000000000001
STATE ONLY,8.0,41.0,32.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,CASTLE,GORE,LESS,CITYOVER50K,WORLDAFFAIRS,CARES,CLINTON,WORSE,APP/FAV,YES,YES,DEMOCRAT,50-500K,COLGRAD,CATHOLIC,ONCEAWEEK,30-50K,NO,NO,MODERATE,18-64,REDUCNATDEBT,LASTWEEK,STATE,COMPLETE,CASTLE,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,ONLYGORE,ONLYGORE,ISSUES,,,1.102
STATE ONLY,8.0,41.0,33.0,THIRD CALL,18-24,BLACK,FEMALE,BUSH,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,MORE,CITYOVER50K,ECON/JOBS,HONEST,CLINTON,BETTER,APP/FAV,YES,NO,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,15-30K,YES,YES,CONSERV,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,CASTLE,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,BOTH,BOTH,PERSONALQUAL,,,0.865
STATE ONLY,8.0,41.0,34.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,ROTH,BURRIS,DISAPPR,UNFAVORABLE,CASTLE,GORE,MORE,CITYOVER50K,MEDICARE/RX,GOODJUDGMENT,DOLE,SAME,DIS/UNFAV,YES,NO,INDEPEND,50-500K,COLGRAD,CATHOLIC,AFEWAYEAR,30-50K,NO,YES,MODERATE,18-64,CUTFEDINCTAX,BEFORE,STATE,COMPLETE,CASTLE,30-44,30-39,IND/OTHER,30-39,CATHOLIC,BOTH,BOTH,PERSONALQUAL,,,1.182
STATE ONLY,8.0,41.0,35.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,CASTLE,GORE,LESS,CITYOVER50K,TAXES,CARES,CLINTON,BETTER,APP/FAV,YES,NO,DEMOCRAT,50-500K,HSGRAD,ELSE,AFEWAYEAR,15-30K,NO,YES,CONSERV,18-64,SOCIALSECURI,LASTWEEK,STATE,COMPLETE,CASTLE,18-29,25-29,DEMOCRAT,25-29,OTHER,ONLYGORE,ONLYBUSH,ISSUES,,,0.879
STATE ONLY,8.0,41.0,36.0,THIRD CALL,18-24,WHITE,MALE,BUSH,,BURRIS,DISAPPR,FAVORABLE,,BUSH,LESS,CITYOVER50K,OMITS,STRONGLEADER,OMITS,SAME,DIS/FAV,NO,YES,REPUBLCN,50-500K,,CATHOLIC,ONCEAWEEK,,NO,NO,CONSERV,18-64,REDUCNATDEBT,OMITS,STATE,COMPLETE,CASTLE,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,ONLYBUSH,BOTH,PERSONALQUAL,,,1.1480000000000001
STATE ONLY,8.0,41.0,37.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,ROTH,BURRIS,APPROVE,UNFAVORABLE,CASTLE,BUSH,MORE,CITYOVER50K,SOCIALSECUR,EXPERIENCE,CLINTON,SAME,APP/UNFAV,YES,YES,INDEPEND,50-500K,SOMCOL/ASSOC,CATHOLIC,MORETHAN1AWK,50-75K,YES,NO,,18-64,CUTFEDINCTAX,LAST.3DAYS,STATE,COMPLETE,CASTLE,45-59,50-59,IND/OTHER,50-64,CATHOLIC,ONLYBUSH,ONLYGORE,ISSUES,,,1.182
STATE ONLY,8.0,41.0,38.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,CASTLE,GORE,MORE,CITYOVER50K,EDUCATION,CARES,NOVOTE,SAME,APP/FAV,YES,NO,DEMOCRAT,50-500K,POSTGRAD,OTHERCHRIST,AFEWAYEAR,,NO,YES,MODERATE,18-64,OMITS,BEFORE,STATE,COMPLETE,CASTLE,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ONLYGORE,ONLYGORE,ISSUES,,,0.872
STATE ONLY,8.0,41.0,39.0,THIRD CALL,30-39,BLACK,MALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,MORE,CITYOVER50K,ECON/JOBS,HONEST,CLINTON,SAME,APP/FAV,YES,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,30-50K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,LAST.3DAYS,STATE,COMPLETE,CASTLE,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,0.747
NATIONAL WHITE,8.0,45.0,1.0,FIRST CALL,18-24,BLACK,FEMALE,GORE,CARPER,,APPROVE,OMITS,MILLER,GORE,LESS,SMCITY/RURAL,EDUCATION,COMPLEXISSUE,NOVOTE,WORSE,OMITS,NO,,ELSE,10-50K,COLGRAD,PROTESTANT,ONCEAWEEK,30-50K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,CASTLE,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,ISSUES,,,0.227
NATIONAL WHITE,8.0,45.0,2.0,FIRST CALL,25-29,BLACK,MALE,GORE,ROTH,,OMITS,OMITS,MILLER,OMITS,MORE,SMCITY/RURAL,OMITS,STRONGLEADER,OMITS,OMITS,,YES,,,10-50K,,,OMITS,,,,,18-64,,,NATIONAL,NOTCOMPLETE,CASTLE,18-29,25-29,,25-29,,,,OMITS,,,0.221
NATIONAL WHITE,8.0,45.0,3.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,CARPER,,APPROVE,FAVORABLE,MILLER,GORE,OMITS,SMCITY/RURAL,HEALTHCARE,EXPERIENCE,CLINTON,BETTER,APP/FAV,YES,,ELSE,10-50K,NOHS,OTHERCHRIST,MORETHAN1AWK,50-75K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,CASTLE,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,PERSONALQUAL,,,0.227
NATIONAL WHITE,8.0,45.0,4.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,CARPER,,APPROVE,UNFAVORABLE,CASTLE,GORE,MORE,SMCITY/RURAL,OMITS,OMITS,CLINTON,BETTER,APP/UNFAV,YES,,DEMOCRAT,10-50K,COLGRAD,CATHOLIC,ONCEAWEEK,OVER100K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,CASTLE,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,ISSUES,,,0.325
NATIONAL WHITE,8.0,45.0,5.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,ROTH,,DISAPPR,UNFAVORABLE,CASTLE,BUSH,LESS,SMCITY/RURAL,ECON/JOBS,HONEST,DOLE,BETTER,DIS/UNFAV,YES,,REPUBLCN,10-50K,COLGRAD,OTHERCHRIST,ONCEAWEEK,OVER100K,YES,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,CASTLE,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,PERSONALQUAL,,,0.361
NATIONAL YELLOW,8.0,45.0,6.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,CARPER,,APPROVE,OMITS,CASTLE,GORE,MORE,SMCITY/RURAL,WORLDAFFAIRS,COMPLEXISSUE,CLINTON,SAME,OMITS,NO,,DEMOCRAT,10-50K,COLGRAD,PROTESTANT,ONCEAWEEK,,YES,NO,MODERATE,65+,,,NATIONAL,COMPLETE,CASTLE,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,ISSUES,WORLDAFFAIRS,COMPLEXISSUE,0.503
NATIONAL YELLOW,8.0,45.0,7.0,FIRST CALL,,,MALE,GORE,,,OMITS,OMITS,,OMITS,OMITS,SMCITY/RURAL,OMITS,OMITS,OMITS,OMITS,,,,,10-50K,,,OMITS,,,,,,,,NATIONAL,NOTCOMPLETE,CASTLE,,,,,,,,OMITS,OMITS,OMITS,0.307
NATIONAL YELLOW,8.0,45.0,8.0,FIRST CALL,45-49,HISP,MALE,GORE,CARPER,,OMITS,OMITS,CASTLE,OMITS,MORE,SMCITY/RURAL,SOCIALSECUR,EXPERIENCE,OMITS,OMITS,,YES,,,10-50K,,,OMITS,,,,,18-64,,,NATIONAL,NOTCOMPLETE,CASTLE,45-59,40-49,,40-49,,,,OMITS,SOCIALSECUR,EXPERIENCE,0.255
NATIONAL YELLOW,8.0,45.0,9.0,FIRST CALL,45-49,WHITE,MALE,BUSH,ROTH,,DISAPPR,UNFAVORABLE,CASTLE,BUSH,LESS,SMCITY/RURAL,WORLDAFFAIRS,HONEST,NOVOTE,BETTER,DIS/UNFAV,YES,,REPUBLCN,10-50K,SOMCOL/ASSOC,JEWISH,NEVER,30-50K,NO,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,CASTLE,45-59,40-49,REPUBLICAN,40-49,JEWISH,,,PERSONALQUAL,WORLDAFFAIRS,HONEST,0.354
NATIONAL YELLOW,8.0,45.0,10.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,ROTH,,APPROVE,FAVORABLE,CASTLE,BUSH,OMITS,SMCITY/RURAL,HEALTHCARE,OMITS,CLINTON,WORSE,APP/FAV,YES,,REPUBLCN,10-50K,HSGRAD,PROTESTANT,AFEWAYEAR,15-30K,NO,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,CASTLE,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,PERSONALQUAL,HEALTHCARE,OMITS,0.361
NATIONAL GREY,8.0,45.0,11.0,FIRST CALL,45-49,WHITE,MALE,BUSH,ROTH,,,,CASTLE,,,SMCITY/RURAL,,,,,,,,REPUBLCN,10-50K,SOMCOL/ASSOC,,,75-100K,,,CONSERV,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,CASTLE,45-59,40-49,REPUBLICAN,40-49,,ONLYBUSH,ONLYGORE,,,,0.354
NATIONAL GREY,8.0,45.0,12.0,FIRST CALL,40-44,WHITE,MALE,BUSH,ROTH,,,,CASTLE,,,SMCITY/RURAL,,,,,,,,INDEPEND,10-50K,SOMCOL/ASSOC,,,50-75K,,,CONSERV,18-64,SOCIALSECURI,,NATIONAL,COMPLETE,CASTLE,30-44,40-49,IND/OTHER,40-49,,BOTH,NEITHER,,,,0.354
NATIONAL GREY,8.0,45.0,13.0,FIRST CALL,30-39,WHITE,FEMALE,NADER,CARPER,,,,MILLER,,,SMCITY/RURAL,,,,,,,,DEMOCRAT,10-50K,SOMCOL/ASSOC,,,30-50K,,,LIBERAL,18-64,OTHRPROGRAMS,,NATIONAL,COMPLETE,CASTLE,30-44,30-39,DEMOCRAT,30-39,,ONLYGORE,BOTH,,,,0.322
NATIONAL GREY,8.0,45.0,14.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,CARPER,,,,MILLER,,,SMCITY/RURAL,,,,,,,,DEMOCRAT,10-50K,POSTGRAD,,,75-100K,,,LIBERAL,18-64,REDUCNATDEBT,,NATIONAL,COMPLETE,CASTLE,30-44,30-39,DEMOCRAT,30-39,,ONLYGORE,ONLYBUSH,,,,0.28300000000000003
NATIONAL GREY,8.0,45.0,15.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,CARPER,,,,CASTLE,,,SMCITY/RURAL,,,,,,,,INDEPEND,10-50K,POSTGRAD,,,50-75K,,,MODERATE,18-64,SOCIALSECURI,,NATIONAL,COMPLETE,CASTLE,30-44,40-49,IND/OTHER,40-49,,ONLYGORE,BOTH,,,,0.325
NATIONAL PINK,8.0,45.0,16.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,ROTH,,,,CASTLE,,,SMCITY/RURAL,,,,,,YES,,REPUBLCN,10-50K,,CATHOLIC,,50-75K,YES,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,CASTLE,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,,,,0.361
NATIONAL PINK,8.0,45.0,17.0,FIRST CALL,45-49,BLACK,MALE,GORE,,,,,CASTLE,,,SMCITY/RURAL,,,,,,YES,,,10-50K,,,,,,,,18-64,,,NATIONAL,NOTCOMPLETE,CASTLE,45-59,40-49,,40-49,,,,,,,0.253
NATIONAL PINK,8.0,45.0,18.0,FIRST CALL,50-59,OTHER,MALE,GORE,CARPER,,,,MILLER,,,SMCITY/RURAL,,,,,,YES,,INDEPEND,10-50K,,NONE,,75-100K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,CASTLE,45-59,50-59,IND/OTHER,50-64,NONE,,,,,,0.278
NATIONAL PINK,8.0,45.0,19.0,FIRST CALL,30-39,WHITE,MALE,BUSH,ROTH,,,,CASTLE,,,SMCITY/RURAL,,,,,,YES,,INDEPEND,10-50K,,NONE,,50-75K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,CASTLE,30-44,30-39,IND/OTHER,30-39,NONE,,,,,,0.354
NATIONAL PINK,8.0,45.0,20.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,ROTH,,,,CASTLE,,,SMCITY/RURAL,,,,,,NO,,DEMOCRAT,10-50K,,PROTESTANT,,50-75K,YES,YES,LIBERAL,18-64,,,NATIONAL,COMPLETE,CASTLE,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,,,,0.319
NATIONAL WHITE,8.0,45.0,21.0,SECOND CALL,30-39,WHITE,MALE,GORE,CARPER,,APPROVE,UNFAVORABLE,CASTLE,BUSH,LESS,SMCITY/RURAL,WORLDAFFAIRS,STRONGLEADER,NOVOTE,BETTER,APP/UNFAV,YES,,INDEPEND,10-50K,POSTGRAD,CATHOLIC,AFEWAMONTH,50-75K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,CASTLE,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,PERSONALQUAL,,,0.32
NATIONAL WHITE,8.0,45.0,22.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,CARPER,,OMITS,OMITS,MILLER,OMITS,MORE,SMCITY/RURAL,SOCIALSECUR,EXPERIENCE,OMITS,OMITS,,YES,,,10-50K,,,OMITS,,,,,65+,,,NATIONAL,NOTCOMPLETE,CASTLE,60+,60+,,65+,,,,OMITS,,,0.438
