VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,TIME,CLINTON,BCPERSON,XWAY2000,ISSUE,QUAL,RELRIGHT,X6VOTE,UNFAIR,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,16.0,52.0,6.0,FIRST CALL,60-64,WHITE,MALE,BUSH,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,HONEST,NO,CLINTON,GOREDID,SAME,DIS/UNFAV,INDEPEND,,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,CENTRAL,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,0.961
STATE ONLY,16.0,52.0,7.0,FIRST CALL,25-29,WHITE,MALE,BUSH,LASTWEEK,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,HONEST,NO,PEROT,GOREDID,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,CENTRAL,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,,,0.777
STATE ONLY,16.0,52.0,8.0,FIRST CALL,75+,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,MEDICARE/RX,CARES,NO,DOLE,GOREDID,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,75-100K,MODERATE,65+,STATE,COMPLETE,CENTRAL,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.928
STATE ONLY,16.0,52.0,9.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MEDICARE/RX,HONEST,NO,CLINTON,BUSHDID,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,,,65+,STATE,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.912
STATE ONLY,16.0,52.0,10.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,HONEST,YES,DOLE,GOREDID,SAME,DIS/UNFAV,INDEPEND,COLGRAD,PROTESTANT,15-30K,CONSERV,65+,STATE,COMPLETE,CENTRAL,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.928
STATE ONLY,16.0,52.0,11.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,OMITS,YES,DOLE,GOREDID,WORSE,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,15-30K,CONSERV,65+,STATE,COMPLETE,CENTRAL,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.928
STATE ONLY,16.0,52.0,12.0,FIRST CALL,30-39,,FEMALE,BUSH,LAST.3DAYS,APPROVE,UNFAVORABLE,BUSH,MEDICARE/RX,CARES,NO,NOVOTE,BOTHDID,SAME,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,CENTRAL,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.774
STATE ONLY,16.0,52.0,13.0,FIRST CALL,75+,WHITE,FEMALE,BUSH,LASTWEEK,OMITS,OMITS,BUSH,WORLDAFFAIRS,HONEST,NO,CLINTON,GOREDID,SAME,OMITS,REPUBLCN,POSTGRAD,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,CENTRAL,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.928
STATE ONLY,16.0,52.0,14.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,SOCIALSECUR,EXPERIENCE,NO,CLINTON,BUSHDID,BETTER,APP/FAV,INDEPEND,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,CENTRAL,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.76
STATE ONLY,16.0,52.0,15.0,FIRST CALL,18-24,WHITE,MALE,GORE,LAST.3DAYS,APPROVE,FAVORABLE,GORE,EDUCATION,GOODJUDGMENT,NO,NOVOTE,BOTHDID,SAME,APP/FAV,INDEPEND,HSGRAD,NONE,15-30K,MODERATE,18-64,STATE,COMPLETE,CENTRAL,18-29,18-24,IND/OTHER,18-24,NONE,,,0.762
STATE ONLY,16.0,52.0,16.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CARES,NO,CLINTON,BOTHDID,SAME,APP/FAV,INDEPEND,HSGRAD,PROTESTANT,LESS15K,,65+,STATE,COMPLETE,CENTRAL,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.912
STATE ONLY,16.0,52.0,17.0,SECOND CALL,30-39,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,STRONGLEADER,OMITS,DOLE,NEITHERDID,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,CENTRAL,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.802
STATE ONLY,16.0,52.0,18.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,HONEST,NO,DOLE,GOREDID,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,CENTRAL,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,0.774
STATE ONLY,16.0,52.0,19.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,BEFORE,APPROVE,UNFAVORABLE,GORE,MEDICARE/RX,GOODJUDGMENT,NO,CLINTON,NEITHERDID,SAME,APP/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.912
STATE ONLY,16.0,52.0,20.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,BEFORE,DISAPPR,UNFAVORABLE,GORE,ECON/JOBS,CARES,NO,PEROT,NEITHERDID,BETTER,DIS/UNFAV,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,CENTRAL,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.76
STATE ONLY,16.0,52.0,21.0,SECOND CALL,65-74,WHITE,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MEDICARE/RX,OMITS,NO,CLINTON,BUSHDID,BETTER,APP/FAV,INDEPEND,HSGRAD,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,CENTRAL,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.9440000000000001
STATE ONLY,16.0,52.0,22.0,SECOND CALL,18-24,WHITE,MALE,BUSH,LAST.3DAYS,DISAPPR,UNFAVORABLE,BUSH,OMITS,HONEST,YES,DOLE,BOTHDID,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,LESS15K,CONSERV,18-64,STATE,COMPLETE,CENTRAL,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.777
STATE ONLY,16.0,52.0,23.0,SECOND CALL,40-44,WHITE,MALE,BUSH,LAST.3DAYS,DISAPPR,UNFAVORABLE,BUSH,TAXES,HONEST,NO,DOLE,GOREDID,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,COMPLETE,CENTRAL,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.802
STATE ONLY,16.0,52.0,24.0,SECOND CALL,50-59,WHITE,MALE,BUSH,LASTWEEK,OMITS,OMITS,OMITS,SOCIALSECUR,HONEST,YES,OMITS,NEITHERDID,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,CENTRAL,45-59,50-59,,50-64,,,,0.802
STATE ONLY,16.0,52.0,25.0,SECOND CALL,40-44,WHITE,MALE,BUSH,LAST.MONTH,APPROVE,FAVORABLE,BUSH,OMITS,OMITS,NO,CLINTON,NEITHERDID,BETTER,APP/FAV,INDEPEND,HSGRAD,CATHOLIC,30-50K,LIBERAL,18-64,STATE,COMPLETE,CENTRAL,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,0.802
STATE ONLY,16.0,52.0,26.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,LAST.3DAYS,APPROVE,UNFAVORABLE,GORE,EDUCATION,EXPERIENCE,NO,DOLE,NEITHERDID,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,CENTRAL,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.737
STATE ONLY,16.0,52.0,27.0,SECOND CALL,30-39,WHITE,MALE,GORE,LAST.3DAYS,APPROVE,FAVORABLE,GORE,ECON/JOBS,EXPERIENCE,NO,CLINTON,NEITHERDID,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,15-30K,LIBERAL,18-64,STATE,COMPLETE,CENTRAL,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.788
STATE ONLY,16.0,52.0,28.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,GOODJUDGMENT,YES,CLINTON,OMITS,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,75-100K,CONSERV,18-64,STATE,COMPLETE,CENTRAL,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.774
STATE ONLY,16.0,52.0,29.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,EXPERIENCE,NO,CLINTON,BUSHDID,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,COMPLETE,CENTRAL,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.737
STATE ONLY,16.0,52.0,30.0,SECOND CALL,45-49,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,HONEST,YES,DOLE,BOTHDID,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,CENTRAL,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.802
STATE ONLY,16.0,52.0,31.0,THIRD CALL,75+,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MEDICARE/RX,EXPERIENCE,NO,CLINTON,BUSHDID,SAME,APP/FAV,DEMOCRAT,POSTGRAD,OTHERCHRIST,LESS15K,MODERATE,65+,STATE,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.912
STATE ONLY,16.0,52.0,32.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,LAST.3DAYS,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,HONEST,OMITS,OMITS,GOREDID,BETTER,DIS/UNFAV,REPUBLCN,NOHS,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,CENTRAL,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.749
STATE ONLY,16.0,52.0,33.0,THIRD CALL,30-39,WHITE,MALE,BUSH,LAST.3DAYS,APPROVE,FAVORABLE,BUSH,WORLDAFFAIRS,COMPLEXISSUE,NO,CLINTON,BOTHDID,SAME,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,CENTRAL,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.802
STATE ONLY,16.0,52.0,34.0,THIRD CALL,50-59,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,HONEST,YES,DOLE,NEITHERDID,SAME,DIS/UNFAV,INDEPEND,HSGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,CENTRAL,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.802
STATE ONLY,16.0,52.0,35.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,EDUCATION,EXPERIENCE,NO,CLINTON,BOTHDID,BETTER,APP/FAV,DEMOCRAT,COLGRAD,NONE,30-50K,CONSERV,18-64,STATE,COMPLETE,CENTRAL,18-29,25-29,DEMOCRAT,25-29,NONE,,,0.737
STATE ONLY,16.0,52.0,36.0,THIRD CALL,65-74,WHITE,MALE,GORE,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,MEDICARE/RX,CARES,NO,CLINTON,BUSHDID,SAME,APP/UNFAV,DEMOCRAT,NOHS,CATHOLIC,30-50K,MODERATE,65+,STATE,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,65+,CATHOLIC,,,0.9440000000000001
STATE ONLY,16.0,52.0,37.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,HONEST,YES,NOVOTE,GOREDID,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CENTRAL,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.774
STATE ONLY,16.0,52.0,38.0,THIRD CALL,30-39,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,STRONGLEADER,NO,DOLE,BOTHDID,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,CENTRAL,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.802
NATIONAL WHITE,16.0,54.0,1.0,FIRST CALL,30-39,WHITE,MALE,GORE,,APPROVE,FAVORABLE,GORE,HEALTHCARE,CARES,NO,OTHER,,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,LESS15K,LIBERAL,18-64,NATIONAL,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.807
NATIONAL WHITE,16.0,54.0,2.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,GOODJUDGMENT,NO,NOVOTE,,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,50-75K,CONSERV,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,0.763
NATIONAL WHITE,16.0,54.0,3.0,FIRST CALL,18-24,WHITE,MALE,GORE,,APPROVE,FAVORABLE,GORE,EDUCATION,EXPERIENCE,NO,NOVOTE,,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,OVER100K,LIBERAL,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,1.012
NATIONAL WHITE,16.0,54.0,4.0,FIRST CALL,18-24,ASIAN,MALE,BUSH,,APPROVE,FAVORABLE,BUSH,WORLDAFFAIRS,COMPLEXISSUE,NO,NOVOTE,,BETTER,APP/FAV,REPUBLCN,HSGRAD,CATHOLIC,OVER100K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,0.799
NATIONAL WHITE,16.0,54.0,5.0,FIRST CALL,18-24,WHITE,MALE,GORE,,APPROVE,FAVORABLE,GORE,EDUCATION,COMPLEXISSUE,NO,NOVOTE,,BETTER,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,50-75K,LIBERAL,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,1.012
NATIONAL YELLOW,16.0,54.0,6.0,FIRST CALL,18-24,WHITE,MALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,HONEST,NO,NOVOTE,,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,OVER100K,CONSERV,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,ECON/JOBS,HONEST,0.799
NATIONAL YELLOW,16.0,54.0,7.0,FIRST CALL,18-24,WHITE,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,EDUCATION,EXPERIENCE,NO,NOVOTE,,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,EDUCATION,EXPERIENCE,0.966
NATIONAL YELLOW,16.0,54.0,8.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,HONEST,NO,NOVOTE,,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,OVER100K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,ECON/JOBS,HONEST,0.763
NATIONAL YELLOW,16.0,54.0,9.0,FIRST CALL,18-24,HISP,FEMALE,GORE,,APPROVE,UNFAVORABLE,GORE,EDUCATION,COMPLEXISSUE,NO,NOVOTE,,WORSE,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,15-30K,LIBERAL,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,EDUCATION,COMPLEXISSUE,0.706
NATIONAL YELLOW,16.0,54.0,10.0,FIRST CALL,18-24,WHITE,FEMALE,GORE,,DISAPPR,UNFAVORABLE,GORE,EDUCATION,EXPERIENCE,NO,NOVOTE,,WORSE,DIS/UNFAV,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,EDUCATION,EXPERIENCE,0.966
NATIONAL GREY,16.0,54.0,11.0,FIRST CALL,18-24,WHITE,MALE,BUSH,LAST.MONTH,,,,,,,,GOREDID,,,DEMOCRAT,SOMCOL/ASSOC,,15-30K,LIBERAL,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,DEMOCRAT,18-24,,,,0.799
NATIONAL GREY,16.0,54.0,12.0,FIRST CALL,18-24,WHITE,MALE,GORE,LAST.3DAYS,,,,,,,,BOTHDID,,,INDEPEND,SOMCOL/ASSOC,,75-100K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,IND/OTHER,18-24,,,,1.012
NATIONAL GREY,16.0,54.0,13.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,BEFORE,,,,,,,,GOREDID,,,REPUBLCN,HSGRAD,,OVER100K,CONSERV,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,,,,0.763
NATIONAL GREY,16.0,54.0,14.0,FIRST CALL,18-24,WHITE,MALE,NADER,LAST.MONTH,,,,,,,,OMITS,,,,,,,,18-64,NATIONAL,NOTCOMPLETE,EAST,18-29,18-24,,18-24,,,,0.6890000000000001
NATIONAL GREY,16.0,54.0,15.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,BEFORE,,,,,,,,NEITHERDID,,,REPUBLCN,SOMCOL/ASSOC,,OVER100K,CONSERV,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,,,,0.763
NATIONAL PINK,16.0,54.0,16.0,FIRST CALL,18-24,WHITE,FEMALE,GORE,,,,,,,NO,,,,,DEMOCRAT,,CATHOLIC,OVER100K,LIBERAL,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,,,0.966
NATIONAL PINK,16.0,54.0,17.0,FIRST CALL,18-24,WHITE,MALE,GORE,,,,,,,NO,,,,,DEMOCRAT,,CATHOLIC,OVER100K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,,,1.012
NATIONAL PINK,16.0,54.0,18.0,FIRST CALL,18-24,WHITE,MALE,NADER,,,,,,,NO,,,,,INDEPEND,,PROTESTANT,OVER100K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,0.6890000000000001
NATIONAL PINK,16.0,54.0,19.0,FIRST CALL,18-24,WHITE,MALE,BUSH,,,,,,,NO,,,,,REPUBLCN,,CATHOLIC,OVER100K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,0.799
NATIONAL PINK,16.0,54.0,20.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,,,,,,,YES,,,,,REPUBLCN,,OTHERCHRIST,LESS15K,CONSERV,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.763
NATIONAL WHITE,16.0,54.0,21.0,SECOND CALL,18-24,OTHER,MALE,BUSH,,APPROVE,UNFAVORABLE,BUSH,WORLDAFFAIRS,STRONGLEADER,NO,DOLE,,SAME,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,NONE,15-30K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,NONE,,,0.799
NATIONAL WHITE,16.0,54.0,22.0,SECOND CALL,18-24,WHITE,MALE,BUSH,,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,ECON/JOBS,HONEST,NO,NOVOTE,,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,30-50K,CONSERV,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.799
NATIONAL WHITE,16.0,54.0,23.0,SECOND CALL,18-24,BLACK,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,ECON/JOBS,EXPERIENCE,NO,NOVOTE,,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,LESS15K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.706
NATIONAL WHITE,16.0,54.0,24.0,SECOND CALL,18-24,WHITE,MALE,GORE,,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,COMPLEXISSUE,NO,NOVOTE,,BETTER,APP/FAV,INDEPEND,HSGRAD,CATHOLIC,75-100K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,1.012
NATIONAL WHITE,16.0,54.0,25.0,SECOND CALL,18-24,ASIAN,FEMALE,NADER,,APPROVE,FAVORABLE,WOULDNOTVOTE,EDUCATION,COMPLEXISSUE,NO,NOVOTE,,SAME,APP/FAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,OVER100K,CONSERV,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.657
NATIONAL WHITE,16.0,54.0,26.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,,APPROVE,UNFAVORABLE,BUSH,HEALTHCARE,CARES,NO,NOVOTE,,BETTER,APP/UNFAV,ELSE,HSGRAD,CATHOLIC,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,0.763
NATIONAL YELLOW,16.0,54.0,27.0,SECOND CALL,18-24,WHITE,MALE,GORE,,APPROVE,FAVORABLE,WOULDNOTVOTE,ECON/JOBS,COMPLEXISSUE,NO,NOVOTE,,SAME,APP/FAV,ELSE,HSGRAD,PROTESTANT,75-100K,LIBERAL,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,ECON/JOBS,COMPLEXISSUE,1.012
NATIONAL YELLOW,16.0,54.0,28.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,EXPERIENCE,NO,NOVOTE,,BETTER,APP/FAV,INDEPEND,NOHS,ELSE,75-100K,LIBERAL,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,IND/OTHER,18-24,OTHER,WORLDAFFAIRS,EXPERIENCE,0.966
NATIONAL YELLOW,16.0,54.0,29.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,STRONGLEADER,NO,DOLE,,WORSE,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,SOCIALSECUR,STRONGLEADER,0.763
NATIONAL YELLOW,16.0,54.0,30.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,HONEST,OMITS,NOVOTE,,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,75-100K,CONSERV,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,ECON/JOBS,HONEST,0.763
NATIONAL YELLOW,16.0,54.0,31.0,SECOND CALL,25-29,WHITE,MALE,GORE,,APPROVE,FAVORABLE,GORE,ECON/JOBS,STRONGLEADER,NO,NOVOTE,,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,15-30K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,ECON/JOBS,STRONGLEADER,1.012
NATIONAL YELLOW,16.0,54.0,32.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,,APPROVE,UNFAVORABLE,BUSH,WORLDAFFAIRS,GOODJUDGMENT,NO,NOVOTE,,SAME,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,30-50K,CONSERV,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,WORLDAFFAIRS,GOODJUDGMENT,0.763
NATIONAL GREY,16.0,54.0,33.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,BEFORE,,,,,,,,GOREDID,,,REPUBLCN,SOMCOL/ASSOC,,15-30K,MODERATE,65+,NATIONAL,COMPLETE,EAST,60+,60+,REPUBLICAN,65+,,,,0.792
NATIONAL GREY,16.0,54.0,34.0,SECOND CALL,18-24,WHITE,MALE,NADER,LAST.MONTH,,,,,,,,OMITS,,,,,,,,18-64,NATIONAL,NOTCOMPLETE,EAST,18-29,18-24,,18-24,,,,0.6890000000000001
NATIONAL GREY,16.0,54.0,35.0,SECOND CALL,18-24,BLACK,FEMALE,GORE,LAST.MONTH,,,,,,,,BUSHDID,,,DEMOCRAT,HSGRAD,,50-75K,LIBERAL,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,DEMOCRAT,18-24,,,,0.706
NATIONAL GREY,16.0,54.0,36.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,LAST.MONTH,,,,,,,,BOTHDID,,,INDEPEND,HSGRAD,,OVER100K,LIBERAL,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,IND/OTHER,18-24,,,,0.966
