VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,HOU,XWAY2000,PROPSD,X6VOTE,FINSIT,JOBPERS,PARTYID,RELIGION,INCOME,PHIL3,OVER65,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,42.0,36.0,16.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,CONSERV,18-64,STATE,SOUTHEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.323
STATE ONLY,42.0,36.0,17.0,THIRD CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,STATE,SOUTHEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.46
STATE ONLY,42.0,36.0,18.0,THIRD CALL,45-49,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,THUNE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,30-50K,MODERATE,18-64,STATE,SOUTHEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.752
STATE ONLY,42.0,36.0,19.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,THUNE,BUSH,YES,CLINTON,BETTER,APP/UNFAV,INDEPEND,OTHERCHRIST,75-100K,CONSERV,18-64,STATE,SOUTHEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.354
STATE ONLY,42.0,36.0,20.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,HOHN,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,15-30K,MODERATE,18-64,STATE,SOUTHEST,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.763
STATE ONLY,42.0,36.0,21.0,THIRD CALL,40-44,OTHER,FEMALE,GORE,APPROVE,FAVORABLE,THUNE,GORE,YES,NOVOTE,BETTER,APP/FAV,INDEPEND,ELSE,15-30K,MODERATE,18-64,STATE,SOUTHEST,30-44,40-49,IND/OTHER,40-49,OTHER,,,0.5760000000000001
STATE ONLY,42.0,36.0,22.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,THUNE,BUSH,YES,DOLE,SAME,APP/UNFAV,REPUBLCN,PROTESTANT,OVER100K,CONSERV,18-64,STATE,SOUTHEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.354
STATE ONLY,42.0,36.0,23.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,CLINTON,BETTER,DIS/UNFAV,INDEPEND,CATHOLIC,75-100K,CONSERV,18-64,STATE,SOUTHEST,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.354
STATE ONLY,42.0,36.0,24.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,THUNE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,30-50K,LIBERAL,18-64,STATE,SOUTHEST,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,0.898
STATE ONLY,42.0,42.0,1.0,FIRST CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,CONSERV,18-64,STATE,WEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.656
STATE ONLY,42.0,42.0,2.0,FIRST CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,STATE,WEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.656
STATE ONLY,42.0,42.0,3.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,WEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.656
STATE ONLY,42.0,42.0,4.0,FIRST CALL,50-59,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,HOHN,GORE,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,NONE,50-75K,MODERATE,18-64,STATE,WEST,45-59,50-59,IND/OTHER,50-64,NONE,,,0.613
STATE ONLY,42.0,42.0,5.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,STATE,WEST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.27
STATE ONLY,42.0,42.0,6.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,HOHN,BUSH,NO,CLINTON,SAME,APP/UNFAV,INDEPEND,PROTESTANT,30-50K,CONSERV,18-64,STATE,WEST,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.68
STATE ONLY,42.0,42.0,7.0,FIRST CALL,60-64,BLACK,MALE,GORE,DISAPPR,UNFAVORABLE,THUNE,BUSH,NO,CLINTON,BETTER,DIS/UNFAV,INDEPEND,PROTESTANT,50-75K,CONSERV,18-64,STATE,WEST,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,0.495
STATE ONLY,42.0,42.0,8.0,FIRST CALL,75+,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,WOULDNOTVOTE,YES,PEROT,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,30-50K,,65+,STATE,WEST,60+,60+,REPUBLICAN,65+,CATHOLIC,,,0.8160000000000001
STATE ONLY,42.0,42.0,9.0,FIRST CALL,40-44,OTHER,MALE,BUSH,DISAPPR,FAVORABLE,THUNE,BUSH,YES,DOLE,WORSE,DIS/FAV,REPUBLCN,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,WEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.656
STATE ONLY,42.0,42.0,10.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,INDEPEND,OTHERCHRIST,50-75K,LIBERAL,18-64,STATE,WEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.022
STATE ONLY,42.0,42.0,11.0,FIRST CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,STATE,WEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.9380000000000001
STATE ONLY,42.0,42.0,12.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,THUNE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,WEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.033
STATE ONLY,42.0,42.0,13.0,SECOND CALL,40-44,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,THUNE,BUSH,NO,DOLE,SAME,APP/UNFAV,REPUBLCN,NONE,50-75K,MODERATE,18-64,STATE,WEST,30-44,40-49,REPUBLICAN,40-49,NONE,,,0.9380000000000001
STATE ONLY,42.0,42.0,14.0,SECOND CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,NOVOTE,BETTER,DIS/UNFAV,INDEPEND,PROTESTANT,50-75K,CONSERV,18-64,STATE,WEST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.656
STATE ONLY,42.0,42.0,15.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,OMITS,UNFAVORABLE,THUNE,BUSH,NO,OTHER,SAME,OMITS,REPUBLCN,CATHOLIC,30-50K,MODERATE,18-64,STATE,WEST,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.461
STATE ONLY,42.0,42.0,16.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,THUNE,GORE,YES,CLINTON,SAME,APP/UNFAV,DEMOCRAT,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,WEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.722
STATE ONLY,42.0,42.0,17.0,SECOND CALL,65-74,WHITE,MALE,GORE,APPROVE,OMITS,THUNE,BUSH,NO,PEROT,BETTER,OMITS,REPUBLCN,CATHOLIC,30-50K,MODERATE,65+,STATE,WEST,60+,60+,REPUBLICAN,65+,CATHOLIC,,,0.8240000000000001
STATE ONLY,42.0,42.0,18.0,SECOND CALL,25-29,OTHER,MALE,GORE,APPROVE,FAVORABLE,THUNE,GORE,NO,CLINTON,BETTER,APP/FAV,INDEPEND,ELSE,30-50K,LIBERAL,18-64,STATE,WEST,18-29,25-29,IND/OTHER,25-29,OTHER,,,0.8240000000000001
STATE ONLY,42.0,42.0,19.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,HOHN,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,50-75K,MODERATE,18-64,STATE,WEST,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.9530000000000001
STATE ONLY,42.0,42.0,20.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,HOHN,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,,,MODERATE,18-64,STATE,WEST,30-44,30-39,REPUBLICAN,30-39,,,,0.864
STATE ONLY,42.0,42.0,21.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,STATE,WEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.656
STATE ONLY,42.0,42.0,22.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,50-75K,CONSERV,18-64,STATE,WEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.656
STATE ONLY,42.0,42.0,23.0,THIRD CALL,45-49,OTHER,FEMALE,GORE,APPROVE,FAVORABLE,HOHN,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,15-30K,LIBERAL,18-64,STATE,WEST,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.9530000000000001
STATE ONLY,42.0,42.0,24.0,THIRD CALL,25-29,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,HOHN,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,WEST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.76
STATE ONLY,42.0,42.0,25.0,THIRD CALL,60-64,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,,CONSERV,18-64,STATE,WEST,60+,60+,REPUBLICAN,50-64,CATHOLIC,,,0.8160000000000001
STATE ONLY,42.0,42.0,26.0,THIRD CALL,18-24,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,THUNE,BUSH,NO,NOVOTE,SAME,APP/UNFAV,REPUBLCN,PROTESTANT,30-50K,LIBERAL,18-64,STATE,WEST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.167
STATE ONLY,42.0,42.0,27.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,NO,CLINTON,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,STATE,WEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.9380000000000001
STATE ONLY,42.0,42.0,28.0,THIRD CALL,30-39,WHITE,MALE,,APPROVE,FAVORABLE,THUNE,BUSH,NO,PEROT,SAME,APP/FAV,REPUBLCN,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,WEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.837
STATE ONLY,42.0,42.0,29.0,THIRD CALL,40-44,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,THUNE,BUSH,NO,CLINTON,SAME,APP/UNFAV,REPUBLCN,PROTESTANT,30-50K,MODERATE,18-64,STATE,WEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.9380000000000001
STATE ONLY,42.0,42.0,30.0,THIRD CALL,50-59,OTHER,FEMALE,GORE,DISAPPR,UNFAVORABLE,THUNE,GORE,YES,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,ELSE,15-30K,CONSERV,18-64,STATE,WEST,45-59,50-59,DEMOCRAT,50-64,OTHER,,,0.722
STATE ONLY,42.0,42.0,31.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,HOHN,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,50-75K,MODERATE,18-64,STATE,WEST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.185
STATE ONLY,42.0,42.0,32.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,YES,DOLE,SAME,DIS/UNFAV,INDEPEND,CATHOLIC,50-75K,CONSERV,18-64,STATE,WEST,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,1.085
STATE ONLY,42.0,42.0,33.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,WEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.656
STATE ONLY,42.0,42.0,34.0,THIRD CALL,30-39,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,THUNE,BUSH,NO,PEROT,BETTER,APP/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,STATE,WEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.9380000000000001
STATE ONLY,42.0,42.0,35.0,THIRD CALL,18-24,OTHER,MALE,BUSH,DISAPPR,OMITS,THUNE,BUSH,YES,NOVOTE,OMITS,OMITS,REPUBLCN,,,,18-64,STATE,WEST,18-29,18-24,REPUBLICAN,18-24,,,,0.8160000000000001
STATE ONLY,42.0,44.0,1.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,CONSERV,18-64,STATE,SOUTHEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.644
STATE ONLY,42.0,44.0,2.0,FIRST CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,CONSERV,18-64,STATE,SOUTHEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.836
STATE ONLY,42.0,44.0,3.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,HOHN,GORE,YES,CLINTON,SAME,APP/FAV,INDEPEND,PROTESTANT,50-75K,LIBERAL,18-64,STATE,SOUTHEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.967
STATE ONLY,42.0,44.0,4.0,FIRST CALL,65-74,WHITE,MALE,GORE,APPROVE,FAVORABLE,HOHN,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,75-100K,LIBERAL,65+,STATE,SOUTHEST,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.362
STATE ONLY,42.0,44.0,5.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,HOHN,BUSH,YES,DOLE,BETTER,DIS/UNFAV,INDEPEND,PROTESTANT,50-75K,MODERATE,18-64,STATE,SOUTHEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.539
STATE ONLY,42.0,44.0,6.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,SOUTHEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.644
STATE ONLY,42.0,44.0,7.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,HOHN,GORE,YES,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,50-75K,LIBERAL,18-64,STATE,SOUTHEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.967
STATE ONLY,42.0,44.0,8.0,FIRST CALL,75+,WHITE,MALE,GORE,APPROVE,FAVORABLE,HOHN,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,15-30K,MODERATE,65+,STATE,SOUTHEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.9530000000000001
STATE ONLY,42.0,44.0,9.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,STATE,SOUTHEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.836
STATE ONLY,42.0,44.0,10.0,FIRST CALL,75+,WHITE,MALE,GORE,APPROVE,FAVORABLE,THUNE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,15-30K,,65+,STATE,SOUTHEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.475
STATE ONLY,42.0,44.0,11.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,HOHN,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,50-75K,LIBERAL,18-64,STATE,SOUTHEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.383
STATE ONLY,42.0,44.0,12.0,FIRST CALL,60-64,WHITE,MALE,GORE,APPROVE,FAVORABLE,HOHN,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,75-100K,LIBERAL,18-64,STATE,SOUTHEST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.9530000000000001
STATE ONLY,42.0,44.0,13.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,THUNE,BUSH,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,30-50K,MODERATE,18-64,STATE,SOUTHEST,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,1.0010000000000001
STATE ONLY,42.0,44.0,14.0,SECOND CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,NO,PEROT,WORSE,DIS/UNFAV,REPUBLCN,OTHERCHRIST,LESS15K,CONSERV,18-64,STATE,SOUTHEST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.908
STATE ONLY,42.0,44.0,15.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,THUNE,GORE,NO,CLINTON,BETTER,APP/UNFAV,REPUBLCN,PROTESTANT,15-30K,MODERATE,65+,STATE,SOUTHEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.6280000000000001
STATE ONLY,42.0,44.0,16.0,SECOND CALL,45-49,WHITE,MALE,GORE,APPROVE,FAVORABLE,HOHN,GORE,NO,CLINTON,BETTER,APP/FAV,INDEPEND,CATHOLIC,75-100K,LIBERAL,18-64,STATE,SOUTHEST,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,1.2550000000000001
STATE ONLY,42.0,44.0,17.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,HOHN,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,,MODERATE,18-64,STATE,SOUTHEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.383
STATE ONLY,42.0,44.0,18.0,SECOND CALL,75+,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,HOHN,GORE,YES,PEROT,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,15-30K,LIBERAL,65+,STATE,SOUTHEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.05
STATE ONLY,42.0,44.0,19.0,SECOND CALL,75+,WHITE,,GORE,APPROVE,UNFAVORABLE,HOHN,GORE,YES,CLINTON,SAME,APP/UNFAV,DEMOCRAT,PROTESTANT,15-30K,MODERATE,65+,STATE,SOUTHEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.05
STATE ONLY,42.0,44.0,20.0,SECOND CALL,75+,WHITE,MALE,GORE,APPROVE,FAVORABLE,HOHN,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,30-50K,LIBERAL,65+,STATE,SOUTHEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.9530000000000001
STATE ONLY,42.0,44.0,21.0,SECOND CALL,75+,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,THUNE,GORE,YES,CLINTON,BETTER,APP/UNFAV,,PROTESTANT,15-30K,MODERATE,65+,STATE,SOUTHEST,60+,60+,,65+,PROT/CHRIST,,,1.033
STATE ONLY,42.0,44.0,22.0,SECOND CALL,65-74,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,THUNE,GORE,YES,CLINTON,BETTER,APP/UNFAV,REPUBLCN,PROTESTANT,15-30K,CONSERV,65+,STATE,SOUTHEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.033
STATE ONLY,42.0,44.0,23.0,SECOND CALL,18-24,WHITE,MALE,GORE,DISAPPR,UNFAVORABLE,THUNE,GORE,YES,OTHER,BETTER,DIS/UNFAV,REPUBLCN,NONE,LESS15K,CONSERV,18-64,STATE,SOUTHEST,18-29,18-24,REPUBLICAN,18-24,NONE,,,1.033
STATE ONLY,42.0,44.0,24.0,SECOND CALL,25-29,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,STATE,SOUTHEST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.634
STATE ONLY,42.0,44.0,25.0,SECOND CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,OTHER,SAME,DIS/UNFAV,REPUBLCN,ELSE,50-75K,CONSERV,18-64,STATE,SOUTHEST,30-44,30-39,REPUBLICAN,30-39,OTHER,,,0.583
STATE ONLY,42.0,44.0,26.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,PEROT,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,65+,STATE,SOUTHEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.7000000000000001
STATE ONLY,42.0,44.0,27.0,SECOND CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,75-100K,MODERATE,18-64,STATE,SOUTHEST,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,0.583
STATE ONLY,42.0,44.0,28.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,15-30K,CONSERV,18-64,STATE,SOUTHEST,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,0.644
STATE ONLY,42.0,44.0,29.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,PEROT,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,50-75K,MODERATE,65+,STATE,SOUTHEST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.7000000000000001
STATE ONLY,42.0,44.0,30.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,50-75K,MODERATE,18-64,STATE,SOUTHEST,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,0.922
STATE ONLY,42.0,44.0,31.0,THIRD CALL,30-39,WHITE,MALE,BUSH,APPROVE,FAVORABLE,THUNE,BUSH,NO,PEROT,SAME,APP/FAV,REPUBLCN,CATHOLIC,30-50K,MODERATE,18-64,STATE,SOUTHEST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.836
STATE ONLY,42.0,44.0,32.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,STATE,SOUTHEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.922
STATE ONLY,42.0,44.0,33.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,THUNE,GORE,NO,NOVOTE,SAME,APP/UNFAV,DEMOCRAT,OTHERCHRIST,LESS15K,LIBERAL,18-64,STATE,SOUTHEST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,1.6280000000000001
STATE ONLY,42.0,44.0,34.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,THUNE,GORE,NO,DOLE,BETTER,APP/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,STATE,SOUTHEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.499
STATE ONLY,42.0,44.0,35.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,HOHN,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,50-75K,LIBERAL,18-64,STATE,SOUTHEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.383
STATE ONLY,42.0,44.0,36.0,THIRD CALL,50-59,WHITE,MALE,GORE,APPROVE,FAVORABLE,HOHN,GORE,YES,CLINTON,WORSE,APP/FAV,INDEPEND,PROTESTANT,50-75K,MODERATE,18-64,STATE,SOUTHEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.877
