VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,TIME,CLINTON,BCPERSON,XWAY2000,ISSUE,RELRIGHT,X6VOTE,ENVIRON,UNION4,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,49.0,43.0,3.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,BYRD,WISE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,NO,PEROT,PROGRWTH,NONE,BETTER,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,NONE,LESS15K,MODERATE,18-64,STATE,COMPLETE,APPALACHIAN,30-44,30-39,DEMOCRAT,30-39,NONE,,,0.851
STATE ONLY,49.0,43.0,4.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,YES,DOLE,PROGRWTH,NONE,SAME,DIS/UNFAV,ELSE,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,APPALACHIAN,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.707
STATE ONLY,49.0,43.0,5.0,FIRST CALL,30-39,WHITE,MALE,BUSH,BYRD,UNDERWOOD,LAST.3DAYS,APPROVE,FAVORABLE,BUSH,ECON/JOBS,NO,CLINTON,PROGRWTH,NONE,BETTER,APP/FAV,REPUBLCN,COLGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,COMPLETE,APPALACHIAN,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.783
STATE ONLY,49.0,43.0,6.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,BEFORE,APPROVE,FAVORABLE,BUSH,SOCIALSECUR,YES,CLINTON,PROENVIR,SOMEONEELSE,SAME,APP/FAV,REPUBLCN,POSTGRAD,PROTESTANT,30-50K,MODERATE,65+,STATE,COMPLETE,APPALACHIAN,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.0150000000000001
STATE ONLY,49.0,43.0,7.0,SECOND CALL,65-74,WHITE,MALE,BUSH,BYRD,UNDERWOOD,LASTWEEK,OMITS,OMITS,OMITS,MEDICARE/RX,NO,OMITS,PROENVIR,NONE,OMITS,,,,,,,65+,STATE,NOTCOMPLETE,APPALACHIAN,60+,60+,,65+,,,,1.118
STATE ONLY,49.0,43.0,8.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,BYRD,UNDERWOOD,BEFORE,APPROVE,FAVORABLE,GORE,OMITS,YES,CLINTON,PROGRWTH,NONE,BETTER,APP/FAV,INDEPEND,NOHS,ELSE,30-50K,MODERATE,18-64,STATE,COMPLETE,APPALACHIAN,45-59,50-59,IND/OTHER,50-64,OTHER,,,0.605
STATE ONLY,49.0,43.0,9.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,BYRD,WISE,LASTWEEK,APPROVE,FAVORABLE,GORE,HEALTHCARE,NO,CLINTON,PROGRWTH,NONE,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,APPALACHIAN,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.039
STATE ONLY,49.0,43.0,10.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,BYRD,UNDERWOOD,LAST.3DAYS,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,NO,CLINTON,PROGRWTH,NONE,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,APPALACHIAN,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.8220000000000001
STATE ONLY,49.0,43.0,11.0,SECOND CALL,60-64,BLACK,FEMALE,GORE,,UNDERWOOD,BEFORE,APPROVE,FAVORABLE,GORE,SOCIALSECUR,NO,CLINTON,PROGRWTH,NONE,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,LESS15K,LIBERAL,18-64,STATE,COMPLETE,APPALACHIAN,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.192
STATE ONLY,49.0,43.0,12.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,GALLAHER,UNDERWOOD,LASTWEEK,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,YES,CLINTON,OMITS,,WORSE,DIS/UNFAV,DEMOCRAT,HSGRAD,OTHERCHRIST,LESS15K,,18-64,STATE,COMPLETE,APPALACHIAN,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.6950000000000001
STATE ONLY,49.0,43.0,13.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,YES,CLINTON,PROGRWTH,NONE,SAME,DIS/UNFAV,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,COMPLETE,APPALACHIAN,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.0150000000000001
STATE ONLY,49.0,43.0,14.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,OMITS,OMITS,UNFAVORABLE,BUSH,OMITS,NO,DOLE,OMITS,NONE,WORSE,OMITS,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,APPALACHIAN,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.0150000000000001
STATE ONLY,49.0,43.0,15.0,SECOND CALL,25-29,WHITE,FEMALE,NADER,BYRD,WISE,LAST.3DAYS,APPROVE,FAVORABLE,GORE,EDUCATION,YES,CLINTON,PROENVIR,NONE,SAME,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,APPALACHIAN,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.612
STATE ONLY,49.0,43.0,16.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,GALLAHER,UNDERWOOD,LAST.MONTH,OMITS,UNFAVORABLE,BUSH,HEALTHCARE,YES,PEROT,PROGRWTH,SOMEONEELSE,BETTER,OMITS,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,15-30K,CONSERV,65+,STATE,COMPLETE,APPALACHIAN,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.997
STATE ONLY,49.0,43.0,17.0,SECOND CALL,50-59,WHITE,FEMALE,OTHER,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,WOULDNOTVOTE,TAXES,NO,OTHER,PROGRWTH,ME,SAME,APP/FAV,ELSE,POSTGRAD,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,COMPLETE,APPALACHIAN,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.786
STATE ONLY,49.0,43.0,18.0,SECOND CALL,40-44,WHITE,MALE,GORE,BYRD,WISE,LAST.3DAYS,APPROVE,FAVORABLE,GORE,MEDICARE/RX,NO,NOVOTE,PROENVIR,NONE,BETTER,APP/FAV,DEMOCRAT,COLGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,APPALACHIAN,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.799
STATE ONLY,49.0,43.0,19.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,OMITS,OMITS,OMITS,SOCIALSECUR,NO,OMITS,PROGRWTH,NONE,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,APPALACHIAN,60+,60+,,50-64,,,,1.039
STATE ONLY,49.0,43.0,20.0,SECOND CALL,75+,WHITE,MALE,GORE,BYRD,WISE,BEFORE,DISAPPR,UNFAVORABLE,GORE,OMITS,YES,CLINTON,PROENVIR,ME,SAME,DIS/UNFAV,DEMOCRAT,NOHS,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,APPALACHIAN,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.145
STATE ONLY,49.0,43.0,21.0,SECOND CALL,40-44,WHITE,MALE,BUSH,GALLAHER,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,YES,DOLE,PROGRWTH,NONE,BETTER,DIS/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,APPALACHIAN,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.766
STATE ONLY,49.0,43.0,22.0,SECOND CALL,75+,WHITE,MALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,NO,CLINTON,PROENVIR,NONE,BETTER,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,50-75K,MODERATE,65+,STATE,COMPLETE,APPALACHIAN,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.145
STATE ONLY,49.0,43.0,23.0,THIRD CALL,18-24,WHITE,MALE,GORE,BYRD,UNDERWOOD,BEFORE,APPROVE,FAVORABLE,GORE,MEDICARE/RX,NO,CLINTON,PROGRWTH,NONE,SAME,APP/FAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,APPALACHIAN,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,0.72
STATE ONLY,49.0,43.0,24.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,BYRD,UNDERWOOD,LASTWEEK,APPROVE,FAVORABLE,GORE,SOCIALSECUR,NO,CLINTON,PROGRWTH,NONE,SAME,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,COMPLETE,APPALACHIAN,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.605
STATE ONLY,49.0,43.0,25.0,THIRD CALL,50-59,WHITE,MALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,SOCIALSECUR,NO,CLINTON,PROENVIR,ME,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,APPALACHIAN,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.799
STATE ONLY,49.0,43.0,26.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,GALLAHER,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,YES,DOLE,PROGRWTH,NONE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,LESS15K,MODERATE,18-64,STATE,COMPLETE,APPALACHIAN,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.997
STATE ONLY,49.0,43.0,27.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,BYRD,WISE,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,NO,DOLE,PROENVIR,NONE,WORSE,APP/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,APPALACHIAN,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.726
STATE ONLY,49.0,43.0,28.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,OTHER,WISE,BEFORE,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,NO,CLINTON,PROGRWTH,NONE,SAME,APP/UNFAV,DEMOCRAT,COLGRAD,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,APPALACHIAN,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.94
STATE ONLY,49.0,43.0,29.0,THIRD CALL,40-44,WHITE,MALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,SOCIALSECUR,NO,CLINTON,PROGRWTH,NONE,WORSE,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,APPALACHIAN,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.799
STATE ONLY,49.0,43.0,30.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,OMITS,DOLE,OMITS,NONE,SAME,DIS/UNFAV,,HSGRAD,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,APPALACHIAN,45-59,40-49,,40-49,PROT/CHRIST,,,0.707
STATE ONLY,49.0,43.0,31.0,THIRD CALL,40-44,WHITE,FEMALE,NADER,BYRD,WISE,LAST.3DAYS,APPROVE,UNFAVORABLE,WOULDNOTVOTE,ECON/JOBS,NO,CLINTON,PROGRWTH,NONE,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,APPALACHIAN,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.5650000000000001
STATE ONLY,49.0,43.0,32.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,TAXES,NO,DOLE,PROGRWTH,NONE,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,APPALACHIAN,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.707
STATE ONLY,49.0,43.0,33.0,THIRD CALL,25-29,WHITE,MALE,BUSH,BYRD,WISE,LAST.3DAYS,APPROVE,FAVORABLE,BUSH,EDUCATION,NO,CLINTON,PROGRWTH,NONE,BETTER,APP/FAV,ELSE,COLGRAD,NONE,30-50K,LIBERAL,18-64,STATE,COMPLETE,APPALACHIAN,18-29,25-29,IND/OTHER,25-29,NONE,,,1.0110000000000001
STATE ONLY,49.0,46.0,1.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,BYRD,UNDERWOOD,LAST.3DAYS,DISAPPR,UNFAVORABLE,GORE,ECON/JOBS,NO,DOLE,PROENVIR,ME,SAME,DIS/UNFAV,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.833
STATE ONLY,49.0,46.0,2.0,FIRST CALL,40-44,WHITE,MALE,BUSH,GALLAHER,WISE,LASTWEEK,APPROVE,FAVORABLE,BUSH,MEDICARE/RX,NO,DOLE,PROGRWTH,MEANDSOMEONE,WORSE,APP/FAV,REPUBLCN,SOMCOL/ASSOC,NONE,30-50K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,30-44,40-49,REPUBLICAN,40-49,NONE,,,2.5180000000000002
STATE ONLY,49.0,46.0,3.0,FIRST CALL,40-44,WHITE,MALE,GORE,BYRD,WISE,BEFORE,APPROVE,UNFAVORABLE,BUSH,MEDICARE/RX,YES,DOLE,PROENVIR,SOMEONEELSE,BETTER,APP/UNFAV,INDEPEND,HSGRAD,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,SOUTHWEST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,2.374
STATE ONLY,49.0,46.0,4.0,FIRST CALL,25-29,WHITE,MALE,BUCHANAN,GALLAHER,GIARDINA,LAST.3DAYS,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,YES,PEROT,PROGRWTH,MEANDSOMEONE,SAME,DIS/UNFAV,INDEPEND,COLGRAD,JEWISH,75-100K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,18-29,25-29,IND/OTHER,25-29,JEWISH,,,0.082
STATE ONLY,49.0,46.0,5.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,BYRD,WISE,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,HEALTHCARE,YES,PEROT,PROENVIR,SOMEONEELSE,SAME,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,2.2
STATE ONLY,49.0,46.0,6.0,SECOND CALL,75+,WHITE,MALE,BUSH,BYRD,GIARDINA,LAST.3DAYS,DISAPPR,FAVORABLE,BUSH,HEALTHCARE,YES,OTHER,PROGRWTH,NONE,WORSE,DIS/FAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,75-100K,LIBERAL,65+,STATE,COMPLETE,SOUTHWEST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,2.484
STATE ONLY,49.0,46.0,7.0,SECOND CALL,45-49,OTHER,FEMALE,GORE,BYRD,GIARDINA,LASTWEEK,DISAPPR,FAVORABLE,GORE,HEALTHCARE,YES,CLINTON,PROGRWTH,MEANDSOMEONE,OMITS,DIS/FAV,ELSE,HSGRAD,JEWISH,75-100K,LIBERAL,18-64,STATE,COMPLETE,SOUTHWEST,45-59,40-49,IND/OTHER,40-49,JEWISH,,,1.308
STATE ONLY,49.0,46.0,8.0,SECOND CALL,45-49,ASIAN,MALE,GORE,GALLAHER,GIARDINA,LASTWEEK,DISAPPR,UNFAVORABLE,GORE,MEDICARE/RX,YES,DOLE,PROGRWTH,ME,BETTER,DIS/UNFAV,DEMOCRAT,HSGRAD,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.385
STATE ONLY,49.0,46.0,9.0,SECOND CALL,45-49,BLACK,FEMALE,BUCHANAN,,WISE,LAST.3DAYS,DISAPPR,FAVORABLE,GORE,MEDICARE/RX,YES,CLINTON,PROENVIR,MEANDSOMEONE,BETTER,DIS/FAV,INDEPEND,NOHS,ELSE,15-30K,LIBERAL,18-64,STATE,COMPLETE,SOUTHWEST,45-59,40-49,IND/OTHER,40-49,OTHER,,,0.096
STATE ONLY,49.0,46.0,10.0,SECOND CALL,45-49,ASIAN,MALE,,GALLAHER,UNDERWOOD,LAST.3DAYS,DISAPPR,FAVORABLE,BUSH,HEALTHCARE,YES,DOLE,PROGRWTH,ME,WORSE,DIS/FAV,INDEPEND,SOMCOL/ASSOC,ELSE,50-75K,LIBERAL,18-64,STATE,COMPLETE,SOUTHWEST,45-59,40-49,IND/OTHER,40-49,OTHER,,,1.938
STATE ONLY,49.0,46.0,11.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,DISAPPR,UNFAVORABLE,GORE,HEALTHCARE,NO,DOLE,PROGRWTH,ME,SAME,DIS/UNFAV,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,2.005
STATE ONLY,49.0,46.0,12.0,SECOND CALL,25-29,WHITE,MALE,GORE,BYRD,WISE,LAST.3DAYS,APPROVE,FAVORABLE,BUSH,ECON/JOBS,NO,DOLE,PROENVIR,ME,SAME,APP/FAV,REPUBLCN,SOMCOL/ASSOC,NONE,30-50K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,18-29,25-29,REPUBLICAN,25-29,NONE,,,2.165
STATE ONLY,49.0,46.0,13.0,SECOND CALL,40-44,WHITE,MALE,GORE,BYRD,WISE,BEFORE,APPROVE,UNFAVORABLE,BUSH,MEDICARE/RX,YES,DOLE,PROENVIR,SOMEONEELSE,BETTER,APP/UNFAV,INDEPEND,HSGRAD,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,SOUTHWEST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,2.374
STATE ONLY,49.0,46.0,14.0,SECOND CALL,25-29,WHITE,MALE,BUCHANAN,GALLAHER,GIARDINA,LAST.3DAYS,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,YES,OTHER,PROGRWTH,MEANDSOMEONE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.082
STATE ONLY,49.0,46.0,15.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,BYRD,WISE,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,HEALTHCARE,YES,PEROT,PROENVIR,SOMEONEELSE,SAME,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,2.2
STATE ONLY,49.0,46.0,16.0,SECOND CALL,40-44,WHITE,MALE,BUSH,GALLAHER,WISE,BEFORE,APPROVE,UNFAVORABLE,BUSH,HEALTHCARE,YES,DOLE,PROENVIR,SOMEONEELSE,WORSE,APP/UNFAV,INDEPEND,HSGRAD,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,SOUTHWEST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,2.5180000000000002
STATE ONLY,49.0,46.0,17.0,SECOND CALL,30-39,WHITE,MALE,BUSH,GALLAHER,WISE,LAST.3DAYS,APPROVE,FAVORABLE,BUSH,MEDICARE/RX,NO,DOLE,PROGRWTH,SOMEONEELSE,SAME,APP/FAV,INDEPEND,HSGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,2.5180000000000002
STATE ONLY,49.0,46.0,18.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,BYRD,UNDERWOOD,LAST.3DAYS,DISAPPR,UNFAVORABLE,GORE,ECON/JOBS,NO,DOLE,PROENVIR,SOMEONEELSE,SAME,DIS/UNFAV,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.833
STATE ONLY,49.0,46.0,19.0,SECOND CALL,30-39,WHITE,MALE,GORE,BYRD,WISE,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,HEALTHCARE,NO,PEROT,PROENVIR,SOMEONEELSE,SAME,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,2.374
STATE ONLY,49.0,46.0,20.0,SECOND CALL,30-39,WHITE,FEMALE,BUCHANAN,GALLAHER,UNDERWOOD,LAST.3DAYS,DISAPPR,UNFAVORABLE,BUSH,MEDICARE/RX,YES,PEROT,PROGRWTH,MEANDSOMEONE,SAME,DIS/UNFAV,INDEPEND,COLGRAD,JEWISH,75-100K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,30-44,30-39,IND/OTHER,30-39,JEWISH,,,0.115
STATE ONLY,49.0,46.0,21.0,SECOND CALL,40-44,BLACK,MALE,BUSH,GALLAHER,WISE,LAST.MONTH,APPROVE,UNFAVORABLE,BUSH,MEDICARE/RX,YES,DOLE,PROGRWTH,MEANDSOMEONE,WORSE,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,NONE,30-50K,CONSERV,18-64,STATE,COMPLETE,SOUTHWEST,30-44,40-49,REPUBLICAN,40-49,NONE,,,1.698
STATE ONLY,49.0,46.0,22.0,SECOND CALL,40-44,WHITE,MALE,GORE,GALLAHER,UNDERWOOD,LASTWEEK,APPROVE,UNFAVORABLE,GORE,MEDICARE/RX,NO,DOLE,PROENVIR,SOMEONEELSE,SAME,APP/UNFAV,REPUBLCN,NOHS,ELSE,50-75K,CONSERV,18-64,STATE,COMPLETE,SOUTHWEST,30-44,40-49,REPUBLICAN,40-49,OTHER,,,1.94
STATE ONLY,49.0,46.0,23.0,SECOND CALL,40-44,WHITE,MALE,GORE,GALLAHER,WISE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,MEDICARE/RX,NO,CLINTON,PROENVIR,SOMEONEELSE,WORSE,DIS/UNFAV,REPUBLCN,NOHS,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,SOUTHWEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,2.328
STATE ONLY,49.0,46.0,24.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,GALLAHER,UNDERWOOD,LASTWEEK,DISAPPR,FAVORABLE,BUSH,ECON/JOBS,NO,DOLE,PROENVIR,ME,SAME,DIS/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.8
STATE ONLY,49.0,46.0,25.0,SECOND CALL,18-24,WHITE,MALE,BUSH,GALLAHER,UNDERWOOD,LASTWEEK,APPROVE,FAVORABLE,BUSH,MEDICARE/RX,YES,DOLE,PROGRWTH,MEANDSOMEONE,WORSE,APP/FAV,INDEPEND,HSGRAD,NONE,15-30K,CONSERV,18-64,STATE,COMPLETE,SOUTHWEST,18-29,18-24,IND/OTHER,18-24,NONE,,,1.9100000000000001
STATE ONLY,49.0,47.0,1.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,HEALTHCARE,YES,CLINTON,PROGRWTH,NONE,SAME,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,MONONGAHELA,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.877
STATE ONLY,49.0,47.0,2.0,FIRST CALL,30-39,WHITE,MALE,GORE,BYRD,WISE,LAST.MONTH,OMITS,UNFAVORABLE,GORE,OMITS,NO,PEROT,PROENVIR,NONE,BETTER,OMITS,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,MONONGAHELA,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.788
STATE ONLY,49.0,47.0,3.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,NO,PEROT,PROGRWTH,NONE,SAME,DIS/UNFAV,INDEPEND,POSTGRAD,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,MONONGAHELA,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.877
STATE ONLY,49.0,47.0,4.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,BYRD,,BEFORE,APPROVE,FAVORABLE,BUSH,TAXES,NO,CLINTON,PROGRWTH,NONE,SAME,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,MONONGAHELA,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.9510000000000001
STATE ONLY,49.0,47.0,5.0,FIRST CALL,40-44,ASIAN,FEMALE,BUSH,,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,YES,DOLE,PROGRWTH,NONE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,MONONGAHELA,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.888
