VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,LOGO,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,HISPANIC,QRACE,REL5,WEIGHT
STATE ONLY,9.0,4.0,29.0,THIRD CALL,18-24,BLACK,MALE,BUSH,APPROVE,FAVORABLE,BUSH,NOVOTE,BETTER,APP/FAV,ELSE,SOMCOL/ASSOC,OTHERCHRIST,75-100K,MODERATE,18-64,NO,STATE,NESESW,18-29,18-24,IND/OTHER,18-24,NO,BLACK,PROT/CHRIST,0.901
STATE ONLY,9.0,4.0,30.0,THIRD CALL,40-44,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,INDEPEND,COLGRAD,,30-50K,MODERATE,18-64,NO,STATE,NESESW,30-44,40-49,IND/OTHER,40-49,NO,WHITE,,0.661
STATE ONLY,9.0,4.0,31.0,THIRD CALL,25-29,ASIAN,MALE,GORE,APPROVE,FAVORABLE,GORE,NOVOTE,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,NONE,15-30K,LIBERAL,18-64,YES,STATE,NESESW,18-29,25-29,DEMOCRAT,25-29,NO,ASIAN,NONE,0.706
STATE ONLY,9.0,4.0,32.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,YES,STATE,NESESW,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,0.71
STATE ONLY,9.0,4.0,33.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,LIBERAL,18-64,NO,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,0.9470000000000001
STATE ONLY,9.0,4.0,34.0,THIRD CALL,65-74,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,LESS15K,CONSERV,65+,NO,STATE,NESESW,60+,60+,DEMOCRAT,65+,,BLACK,PROT/CHRIST,1.288
STATE ONLY,9.0,4.0,35.0,THIRD CALL,40-44,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,REPUBLCN,COLGRAD,CATHOLIC,OVER100K,LIBERAL,18-64,YES,STATE,NESESW,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,0.661
STATE ONLY,9.0,4.0,36.0,THIRD CALL,50-59,,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,INDEPEND,NOHS,PROTESTANT,15-30K,MODERATE,18-64,YES,STATE,NESESW,45-59,50-59,IND/OTHER,50-64,NO,,PROT/CHRIST,0.71
STATE ONLY,9.0,4.0,37.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,NONE,15-30K,MODERATE,18-64,NO,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,NONE,0.9470000000000001
STATE ONLY,9.0,4.0,38.0,THIRD CALL,65-74,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,ELSE,30-50K,LIBERAL,65+,NO,STATE,NESESW,60+,60+,DEMOCRAT,65+,NO,BLACK,OTHER,1.2
STATE ONLY,9.0,4.0,39.0,THIRD CALL,45-49,HISP,FEMALE,GORE,OMITS,FAVORABLE,GORE,CLINTON,SAME,OMITS,DEMOCRAT,HSGRAD,CATHOLIC,15-30K,CONSERV,18-64,YES,STATE,NESESW,45-59,40-49,DEMOCRAT,40-49,NO,HISP,CATHOLIC,0.9470000000000001
STATE ONLY,9.0,4.0,40.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,,50-75K,LIBERAL,18-64,NO,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,,0.9470000000000001
STATE ONLY,9.0,4.0,41.0,THIRD CALL,40-44,OTHER,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,75-100K,LIBERAL,18-64,NO,STATE,NESESW,30-44,40-49,DEMOCRAT,40-49,NO,OTHER,CATHOLIC,0.71
STATE ONLY,9.0,4.0,42.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,YES,STATE,NESESW,45-59,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,0.9470000000000001
STATE ONLY,9.0,4.0,43.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NOVOTE,BETTER,APP/FAV,DEMOCRAT,COLGRAD,OTHERCHRIST,LESS15K,LIBERAL,18-64,NO,STATE,NESESW,18-29,18-24,DEMOCRAT,18-24,NO,BLACK,PROT/CHRIST,1.01
STATE ONLY,9.0,4.0,44.0,THIRD CALL,40-44,OTHER,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,,ELSE,15-30K,LIBERAL,18-64,YES,STATE,NESESW,30-44,40-49,DEMOCRAT,40-49,,OTHER,OTHER,0.661
STATE ONLY,9.0,4.0,45.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,LESS15K,MODERATE,18-64,YES,STATE,NESESW,18-29,25-29,DEMOCRAT,25-29,NO,BLACK,OTHER,1.01
STATE ONLY,9.0,5.0,1.0,FIRST CALL,65-74,WHITE,,GORE,APPROVE,FAVORABLE,GORE,DOLE,SAME,APP/FAV,INDEPEND,HSGRAD,CATHOLIC,15-30K,LIBERAL,65+,YES,STATE,NESESW,60+,60+,IND/OTHER,65+,NO,WHITE,CATHOLIC,0.439
STATE ONLY,9.0,5.0,2.0,FIRST CALL,25-29,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,,OTHERCHRIST,,MODERATE,18-64,YES,STATE,NESESW,18-29,25-29,DEMOCRAT,25-29,NO,BLACK,PROT/CHRIST,0.493
STATE ONLY,9.0,5.0,3.0,FIRST CALL,60-64,BLACK,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,PEROT,SAME,DIS/UNFAV,INDEPEND,HSGRAD,NONE,50-75K,CONSERV,18-64,YES,STATE,NESESW,60+,60+,IND/OTHER,50-64,NO,BLACK,NONE,0.5650000000000001
STATE ONLY,9.0,5.0,4.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,NONE,15-30K,LIBERAL,18-64,NO,STATE,NESESW,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,NONE,0.34700000000000003
STATE ONLY,9.0,5.0,5.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,OTHERCHRIST,50-75K,LIBERAL,18-64,YES,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,0.462
STATE ONLY,9.0,5.0,6.0,FIRST CALL,50-59,,FEMALE,GORE,APPROVE,OMITS,GORE,CLINTON,SAME,OMITS,DEMOCRAT,NOHS,CATHOLIC,,LIBERAL,18-64,NO,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,,CATHOLIC,0.34700000000000003
STATE ONLY,9.0,5.0,7.0,FIRST CALL,18-24,BLACK,FEMALE,NADER,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,INDEPEND,SOMCOL/ASSOC,ELSE,15-30K,LIBERAL,18-64,NO,STATE,NESESW,18-29,18-24,IND/OTHER,18-24,NO,BLACK,OTHER,0.546
STATE ONLY,9.0,5.0,8.0,FIRST CALL,50-59,BLACK,,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,75-100K,LIBERAL,18-64,NO,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,0.462
STATE ONLY,9.0,5.0,9.0,FIRST CALL,65-74,BLACK,FEMALE,BUSH,OMITS,OMITS,BUSH,OTHER,SAME,OMITS,ELSE,HSGRAD,PROTESTANT,LESS15K,,65+,YES,STATE,NESESW,60+,60+,IND/OTHER,65+,NO,BLACK,PROT/CHRIST,0.606
STATE ONLY,9.0,5.0,10.0,FIRST CALL,65-74,WHITE,MALE,BUSH,OMITS,OMITS,BUSH,DOLE,BETTER,OMITS,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,OVER100K,MODERATE,65+,NO,STATE,NESESW,60+,60+,REPUBLICAN,65+,NO,WHITE,CATHOLIC,0.421
STATE ONLY,9.0,5.0,11.0,FIRST CALL,40-44,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,INDEPEND,COLGRAD,PROTESTANT,50-75K,LIBERAL,18-64,YES,STATE,NESESW,30-44,40-49,IND/OTHER,40-49,NO,BLACK,PROT/CHRIST,0.43
STATE ONLY,9.0,5.0,12.0,FIRST CALL,75+,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,MODERATE,65+,NO,STATE,NESESW,60+,60+,DEMOCRAT,65+,NO,BLACK,PROT/CHRIST,0.589
STATE ONLY,9.0,5.0,13.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,OVER100K,LIBERAL,18-64,YES,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,0.462
STATE ONLY,9.0,5.0,14.0,FIRST CALL,65-74,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,DOLE,SAME,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,15-30K,MODERATE,65+,NO,STATE,NESESW,60+,60+,DEMOCRAT,65+,NO,WHITE,CATHOLIC,0.439
STATE ONLY,9.0,5.0,15.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,NO,STATE,NESESW,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,0.462
STATE ONLY,9.0,5.0,16.0,SECOND CALL,60-64,BLACK,,GORE,APPROVE,FAVORABLE,GORE,DOLE,BETTER,APP/FAV,REPUBLCN,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,YES,STATE,NESESW,60+,60+,REPUBLICAN,50-64,NO,BLACK,PROT/CHRIST,0.589
STATE ONLY,9.0,5.0,17.0,SECOND CALL,25-29,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,ELSE,50-75K,MODERATE,18-64,NO,STATE,NESESW,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,OTHER,0.34500000000000003
STATE ONLY,9.0,5.0,18.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,ELSE,50-75K,LIBERAL,18-64,NO,STATE,NESESW,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,OTHER,0.34700000000000003
STATE ONLY,9.0,5.0,19.0,SECOND CALL,30-39,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,75-100K,LIBERAL,18-64,NO,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,0.43
STATE ONLY,9.0,5.0,20.0,SECOND CALL,65-74,OTHER,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,,LIBERAL,65+,YES,STATE,NESESW,60+,60+,DEMOCRAT,65+,,OTHER,CATHOLIC,0.47100000000000003
STATE ONLY,9.0,5.0,21.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,NO,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,0.462
STATE ONLY,9.0,5.0,22.0,THIRD CALL,50-59,BLACK,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,YES,STATE,NESESW,45-59,50-59,REPUBLICAN,50-64,NO,BLACK,PROT/CHRIST,0.442
STATE ONLY,9.0,5.0,23.0,THIRD CALL,40-44,BLACK,MALE,BUSH,APPROVE,FAVORABLE,BUSH,CLINTON,BETTER,APP/FAV,INDEPEND,COLGRAD,OTHERCHRIST,50-75K,LIBERAL,18-64,YES,STATE,NESESW,30-44,40-49,IND/OTHER,40-49,NO,BLACK,PROT/CHRIST,0.41200000000000003
STATE ONLY,9.0,5.0,24.0,THIRD CALL,45-49,BLACK,,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,CONSERV,18-64,YES,STATE,NESESW,45-59,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,0.462
STATE ONLY,9.0,5.0,25.0,THIRD CALL,60-64,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,OVER100K,MODERATE,18-64,YES,STATE,NESESW,60+,60+,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,0.632
STATE ONLY,9.0,5.0,26.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,NO,STATE,NESESW,45-59,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,0.462
STATE ONLY,9.0,5.0,27.0,THIRD CALL,40-44,BLACK,FEMALE,NADER,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,LIBERAL,18-64,YES,STATE,NESESW,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,0.509
STATE ONLY,9.0,5.0,28.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,OTHERCHRIST,15-30K,LIBERAL,18-64,YES,STATE,NESESW,18-29,25-29,DEMOCRAT,25-29,NO,BLACK,PROT/CHRIST,0.493
STATE ONLY,9.0,5.0,29.0,THIRD CALL,50-59,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,NO,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,0.43
STATE ONLY,9.0,5.0,30.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,OMITS,OMITS,GORE,CLINTON,BETTER,OMITS,DEMOCRAT,SOMCOL/ASSOC,NONE,50-75K,LIBERAL,18-64,NO,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,NONE,0.462
STATE ONLY,9.0,5.0,31.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,NONE,15-30K,MODERATE,18-64,NO,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,NONE,0.462
STATE ONLY,9.0,5.0,32.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,LIBERAL,18-64,NO,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,0.462
STATE ONLY,9.0,5.0,33.0,THIRD CALL,60-64,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,INDEPEND,POSTGRAD,PROTESTANT,30-50K,MODERATE,18-64,NO,STATE,NESESW,60+,60+,IND/OTHER,50-64,NO,BLACK,PROT/CHRIST,0.632
STATE ONLY,9.0,5.0,34.0,THIRD CALL,30-39,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,INDEPEND,COLGRAD,CATHOLIC,30-50K,MODERATE,18-64,YES,STATE,NESESW,30-44,30-39,IND/OTHER,30-39,NO,WHITE,CATHOLIC,0.323
STATE ONLY,9.0,5.0,35.0,THIRD CALL,30-39,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,NOVOTE,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,NONE,50-75K,MODERATE,18-64,YES,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,NONE,0.43
STATE ONLY,9.0,5.0,36.0,THIRD CALL,45-49,,MALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,INDEPEND,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,YES,STATE,NESESW,45-59,40-49,IND/OTHER,40-49,NO,,PROT/CHRIST,0.323
STATE ONLY,9.0,5.0,37.0,THIRD CALL,18-24,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,NOVOTE,BETTER,APP/FAV,DEMOCRAT,HSGRAD,ELSE,50-75K,LIBERAL,18-64,NO,STATE,NESESW,18-29,18-24,DEMOCRAT,18-24,NO,BLACK,OTHER,0.459
STATE ONLY,9.0,5.0,38.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,INDEPEND,POSTGRAD,ELSE,50-75K,MODERATE,18-64,NO,STATE,NESESW,45-59,50-59,IND/OTHER,50-64,NO,BLACK,OTHER,0.462
STATE ONLY,9.0,5.0,39.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,ELSE,30-50K,CONSERV,18-64,NO,STATE,NESESW,18-29,18-24,DEMOCRAT,18-24,NO,BLACK,OTHER,0.493
STATE ONLY,9.0,5.0,40.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,OTHERCHRIST,75-100K,MODERATE,18-64,YES,STATE,NESESW,18-29,18-24,DEMOCRAT,18-24,NO,BLACK,PROT/CHRIST,0.493
STATE ONLY,9.0,5.0,41.0,THIRD CALL,45-49,BLACK,,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,NO,STATE,NESESW,45-59,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,0.43
STATE ONLY,9.0,5.0,42.0,THIRD CALL,30-39,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,YES,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,CATHOLIC,0.43
STATE ONLY,9.0,5.0,43.0,THIRD CALL,18-24,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,NOVOTE,BETTER,APP/FAV,DEMOCRAT,COLGRAD,ELSE,30-50K,LIBERAL,18-64,YES,STATE,NESESW,18-29,18-24,DEMOCRAT,18-24,NO,BLACK,OTHER,0.459
STATE ONLY,9.0,5.0,44.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,INDEPEND,POSTGRAD,OTHERCHRIST,OVER100K,MODERATE,18-64,YES,STATE,NESESW,30-44,40-49,IND/OTHER,40-49,NO,BLACK,PROT/CHRIST,0.462
STATE ONLY,9.0,5.0,45.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,OMITS,FAVORABLE,GORE,CLINTON,BETTER,OMITS,DEMOCRAT,COLGRAD,PROTESTANT,30-50K,LIBERAL,18-64,NO,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,0.462
STATE ONLY,9.0,5.0,46.0,THIRD CALL,30-39,HISP,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,NO,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,YES,HISP,CATHOLIC,0.462
STATE ONLY,9.0,5.0,47.0,THIRD CALL,50-59,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,INDEPEND,POSTGRAD,PROTESTANT,15-30K,LIBERAL,18-64,NO,STATE,NESESW,45-59,50-59,IND/OTHER,50-64,NO,BLACK,PROT/CHRIST,0.43
STATE ONLY,9.0,5.0,48.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,NO,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,0.462
STATE ONLY,9.0,5.0,49.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,LIBERAL,18-64,YES,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,0.462
STATE ONLY,9.0,5.0,50.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,CONSERV,18-64,YES,STATE,NESESW,45-59,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,0.462
STATE ONLY,9.0,5.0,51.0,THIRD CALL,65-74,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,DOLE,SAME,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,15-30K,MODERATE,65+,NO,STATE,NESESW,60+,60+,DEMOCRAT,65+,NO,WHITE,CATHOLIC,0.439
STATE ONLY,9.0,13.0,1.0,SECOND CALL,50-59,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,OTHER,BETTER,APP/FAV,INDEPEND,HSGRAD,NONE,30-50K,MODERATE,18-64,,STATE,NESESW,45-59,50-59,IND/OTHER,50-64,NO,BLACK,NONE,1.524
STATE ONLY,9.0,13.0,2.0,SECOND CALL,50-59,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,ELSE,50-75K,MODERATE,18-64,,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,OTHER,1.524
STATE ONLY,9.0,13.0,3.0,SECOND CALL,50-59,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,,50-75K,LIBERAL,18-64,,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,,1.524
STATE ONLY,9.0,13.0,4.0,SECOND CALL,50-59,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,OTHERCHRIST,OVER100K,MODERATE,18-64,,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,1.524
STATE ONLY,9.0,13.0,5.0,SECOND CALL,30-39,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,15-30K,MODERATE,18-64,,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,CATHOLIC,1.524
STATE ONLY,9.0,13.0,6.0,SECOND CALL,30-39,HISP,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,ELSE,50-75K,LIBERAL,18-64,,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,YES,HISP,OTHER,1.635
STATE ONLY,9.0,13.0,7.0,SECOND CALL,50-59,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,OTHERCHRIST,OVER100K,MODERATE,18-64,,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,1.524
STATE ONLY,9.0,13.0,8.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,APPROVE,UNFAVORABLE,WOULDNOTVOTE,NOVOTE,WORSE,APP/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,50-75K,CONSERV,18-64,,STATE,NESESW,30-44,30-39,REPUBLICAN,30-39,NO,BLACK,PROT/CHRIST,1.635
STATE ONLY,9.0,13.0,9.0,SECOND CALL,18-24,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,15-30K,LIBERAL,18-64,,STATE,NESESW,18-29,18-24,DEMOCRAT,18-24,NO,BLACK,OTHER,1.744
STATE ONLY,9.0,13.0,10.0,SECOND CALL,65-74,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,LIBERAL,65+,,STATE,NESESW,60+,60+,DEMOCRAT,65+,NO,BLACK,PROT/CHRIST,2.073
STATE ONLY,9.0,13.0,11.0,SECOND CALL,45-49,BLACK,,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,CATHOLIC,OVER100K,MODERATE,18-64,,STATE,NESESW,45-59,40-49,DEMOCRAT,40-49,NO,BLACK,CATHOLIC,1.635
