VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,CLINTON,BCPERSON,XWAY2000,X6VOTE,FINSIT,JOBPERS,PARTYID,INCOME,REL7,PHIL3,OVER65,RELG6,LOGO,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,45.0,44.0,48.0,THIRD CALL,50-59,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,PEROT,BETTER,DIS/UNFAV,REPUBLCN,30-50K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,YES,STATE,WEST/PROVO,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.634
STATE ONLY,45.0,44.0,49.0,THIRD CALL,30-39,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,30-50K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,NO,STATE,WEST/PROVO,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.634
STATE ONLY,45.0,44.0,50.0,THIRD CALL,18-24,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,OMITS,DIS/UNFAV,REPUBLCN,15-30K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,YES,STATE,WEST/PROVO,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.593
STATE ONLY,45.0,44.0,51.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,50-75K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,NO,STATE,WEST/PROVO,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.672
NATIONAL WHITE,45.0,46.0,1.0,FIRST CALL,25-29,WHITE,MALE,OTHER,HATCH,,DISAPPR,UNFAVORABLE,BUSH,PEROT,BETTER,DIS/UNFAV,INDEPEND,50-75K,,CONSERV,18-64,,,NATIONAL,WEST/PROVO,18-29,25-29,IND/OTHER,25-29,,,,0.554
NATIONAL WHITE,45.0,46.0,2.0,FIRST CALL,40-44,WHITE,MALE,GORE,HOWELL,,APPROVE,UNFAVORABLE,GORE,CLINTON,SAME,APP/UNFAV,DEMOCRAT,30-50K,,CONSERV,18-64,,,NATIONAL,WEST/PROVO,30-44,40-49,DEMOCRAT,40-49,,,,0.833
NATIONAL WHITE,45.0,46.0,3.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,HOWELL,,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,75-100K,,MODERATE,18-64,,,NATIONAL,WEST/PROVO,18-29,25-29,DEMOCRAT,25-29,,,,0.886
NATIONAL WHITE,45.0,46.0,4.0,FIRST CALL,60-64,WHITE,MALE,BUSH,HATCH,,DISAPPR,UNFAVORABLE,BUSH,CLINTON,WORSE,DIS/UNFAV,DEMOCRAT,75-100K,,MODERATE,18-64,,,NATIONAL,WEST/PROVO,60+,60+,DEMOCRAT,50-64,,,,1.288
NATIONAL YELLOW,45.0,46.0,5.0,FIRST CALL,30-39,WHITE,MALE,BUSH,HATCH,,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,,,MODERATE,18-64,,,NATIONAL,WEST/PROVO,30-44,30-39,REPUBLICAN,30-39,,TAXES,HONEST,0.887
NATIONAL YELLOW,45.0,46.0,6.0,FIRST CALL,25-29,,,BUSH,HOWELL,,APPROVE,UNFAVORABLE,BUSH,DOLE,BETTER,APP/UNFAV,INDEPEND,30-50K,,MODERATE,18-64,,,NATIONAL,WEST/PROVO,18-29,25-29,IND/OTHER,25-29,,TAXES,HONEST,1.059
NATIONAL YELLOW,45.0,46.0,7.0,FIRST CALL,30-39,WHITE,MALE,BUSH,HOWELL,,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,INDEPEND,15-30K,,CONSERV,18-64,,,NATIONAL,WEST/PROVO,30-44,30-39,IND/OTHER,30-39,,EDUCATION,STRONGLEADER,0.996
NATIONAL YELLOW,45.0,46.0,8.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,HOWELL,,DISAPPR,UNFAVORABLE,GORE,DOLE,WORSE,DIS/UNFAV,INDEPEND,15-30K,,MODERATE,18-64,,,NATIONAL,WEST/PROVO,45-59,40-49,IND/OTHER,40-49,,ECON/JOBS,EXPERIENCE,0.9470000000000001
NATIONAL GREY,45.0,46.0,9.0,FIRST CALL,25-29,WHITE,MALE,BUSH,HATCH,,,,,,,,REPUBLCN,50-75K,,MODERATE,18-64,,,NATIONAL,WEST/PROVO,18-29,25-29,REPUBLICAN,25-29,,,,0.8270000000000001
NATIONAL GREY,45.0,46.0,10.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,HATCH,,,,,,,,REPUBLCN,30-50K,,CONSERV,18-64,,,NATIONAL,WEST/PROVO,30-44,30-39,REPUBLICAN,30-39,,,,1.008
NATIONAL GREY,45.0,46.0,11.0,FIRST CALL,25-29,WHITE,MALE,BUSH,HATCH,,,,,,,,INDEPEND,30-50K,,CONSERV,18-64,,,NATIONAL,WEST/PROVO,18-29,25-29,IND/OTHER,25-29,,,,0.8270000000000001
NATIONAL PINK,45.0,46.0,12.0,FIRST CALL,45-49,WHITE,MALE,GORE,HOWELL,,,,,,,,DEMOCRAT,75-100K,,MODERATE,18-64,,,NATIONAL,WEST/PROVO,45-59,40-49,DEMOCRAT,40-49,,,,0.833
NATIONAL PINK,45.0,46.0,13.0,FIRST CALL,30-39,WHITE,MALE,BUSH,HATCH,,,,,,,,REPUBLCN,OVER100K,,CONSERV,18-64,,,NATIONAL,WEST/PROVO,30-44,30-39,REPUBLICAN,30-39,,,,0.887
NATIONAL PINK,45.0,46.0,14.0,FIRST CALL,25-29,WHITE,MALE,BUSH,HATCH,,,,,,,,ELSE,30-50K,,CONSERV,18-64,,,NATIONAL,WEST/PROVO,18-29,25-29,IND/OTHER,25-29,,,,0.8270000000000001
NATIONAL PINK,45.0,46.0,15.0,FIRST CALL,18-24,WHITE,,BUSH,HATCH,,,,,,,,REPUBLCN,15-30K,,CONSERV,18-64,,,NATIONAL,WEST/PROVO,18-29,18-24,REPUBLICAN,18-24,,,,0.8270000000000001
NATIONAL WHITE,45.0,46.0,16.0,SECOND CALL,25-29,WHITE,MALE,BUSH,HATCH,,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,30-50K,,CONSERV,18-64,,,NATIONAL,WEST/PROVO,18-29,25-29,REPUBLICAN,25-29,,,,0.8270000000000001
NATIONAL WHITE,45.0,46.0,17.0,SECOND CALL,,WHITE,MALE,BUSH,HOWELL,,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,,,,,NATIONAL,WEST/PROVO,,,,,,,,0.996
NATIONAL WHITE,45.0,46.0,18.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,HATCH,,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,15-30K,,MODERATE,18-64,,,NATIONAL,WEST/PROVO,30-44,30-39,REPUBLICAN,30-39,,,,1.008
NATIONAL YELLOW,45.0,46.0,19.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,HATCH,,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,30-50K,,MODERATE,18-64,,,NATIONAL,WEST/PROVO,18-29,18-24,REPUBLICAN,18-24,,TAXES,HONEST,0.9400000000000001
NATIONAL YELLOW,45.0,46.0,20.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,HOWELL,,APPROVE,OMITS,GORE,CLINTON,WORSE,OMITS,DEMOCRAT,15-30K,,MODERATE,18-64,,,NATIONAL,WEST/PROVO,45-59,50-59,DEMOCRAT,50-64,,SOCIALSECUR,HONEST,0.9470000000000001
NATIONAL YELLOW,45.0,46.0,21.0,SECOND CALL,25-29,WHITE,MALE,BUSH,HATCH,,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,30-50K,,CONSERV,18-64,,,NATIONAL,WEST/PROVO,18-29,25-29,REPUBLICAN,25-29,,TAXES,GOODJUDGMENT,0.8270000000000001
NATIONAL GREY,45.0,46.0,22.0,SECOND CALL,30-39,WHITE,MALE,BUSH,HATCH,,,,,,,,REPUBLCN,30-50K,,CONSERV,18-64,,,NATIONAL,WEST/PROVO,30-44,30-39,REPUBLICAN,30-39,,,,0.887
NATIONAL GREY,45.0,46.0,23.0,SECOND CALL,30-39,WHITE,MALE,BUCHANAN,OTHER,,,,,,,,ELSE,,,,18-64,,,NATIONAL,WEST/PROVO,30-44,30-39,IND/OTHER,30-39,,,,0.595
NATIONAL GREY,45.0,46.0,24.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,HATCH,,,,,,,,REPUBLCN,50-75K,,MODERATE,18-64,,,NATIONAL,WEST/PROVO,18-29,18-24,REPUBLICAN,18-24,,,,0.9400000000000001
NATIONAL PINK,45.0,46.0,25.0,SECOND CALL,30-39,WHITE,MALE,BUSH,HATCH,,,,,,,,REPUBLCN,50-75K,,CONSERV,18-64,,,NATIONAL,WEST/PROVO,30-44,30-39,REPUBLICAN,30-39,,,,0.887
NATIONAL PINK,45.0,46.0,26.0,SECOND CALL,25-29,WHITE,FEMALE,NADER,HOWELL,,,,,,,,DEMOCRAT,50-75K,,LIBERAL,18-64,,,NATIONAL,WEST/PROVO,18-29,25-29,DEMOCRAT,25-29,,,,0.749
NATIONAL PINK,45.0,46.0,27.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,HATCH,,,,,,,,REPUBLCN,30-50K,,CONSERV,18-64,,,NATIONAL,WEST/PROVO,30-44,40-49,REPUBLICAN,40-49,,,,1.008
NATIONAL WHITE,45.0,46.0,28.0,THIRD CALL,40-44,WHITE,MALE,BUSH,HOWELL,,APPROVE,UNFAVORABLE,BUSH,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,OVER100K,,MODERATE,18-64,,,NATIONAL,WEST/PROVO,30-44,40-49,DEMOCRAT,40-49,,,,0.996
NATIONAL WHITE,45.0,46.0,29.0,THIRD CALL,30-39,WHITE,MALE,BUSH,HATCH,,DISAPPR,UNFAVORABLE,BUSH,PEROT,WORSE,DIS/UNFAV,REPUBLCN,15-30K,,MODERATE,18-64,,,NATIONAL,WEST/PROVO,30-44,30-39,REPUBLICAN,30-39,,,,0.887
NATIONAL WHITE,45.0,46.0,30.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,HATCH,,APPROVE,UNFAVORABLE,BUSH,NOVOTE,SAME,APP/UNFAV,REPUBLCN,15-30K,,MODERATE,18-64,,,NATIONAL,WEST/PROVO,18-29,18-24,REPUBLICAN,18-24,,,,0.9400000000000001
NATIONAL WHITE,45.0,46.0,31.0,THIRD CALL,25-29,WHITE,MALE,BUSH,HATCH,,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,50-75K,,CONSERV,18-64,,,NATIONAL,WEST/PROVO,18-29,25-29,REPUBLICAN,25-29,,,,0.8270000000000001
NATIONAL YELLOW,45.0,46.0,32.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,HATCH,,APPROVE,UNFAVORABLE,GORE,NOVOTE,BETTER,APP/UNFAV,DEMOCRAT,30-50K,,MODERATE,18-64,,,NATIONAL,WEST/PROVO,18-29,25-29,DEMOCRAT,25-29,,EDUCATION,EXPERIENCE,0.787
NATIONAL YELLOW,45.0,46.0,33.0,THIRD CALL,25-29,WHITE,MALE,BUSH,HATCH,,APPROVE,UNFAVORABLE,BUSH,OTHER,BETTER,APP/UNFAV,REPUBLCN,30-50K,,CONSERV,18-64,,,NATIONAL,WEST/PROVO,18-29,25-29,REPUBLICAN,25-29,,TAXES,CARES,0.8270000000000001
NATIONAL YELLOW,45.0,46.0,34.0,THIRD CALL,40-44,WHITE,FEMALE,BUCHANAN,HOWELL,,DISAPPR,UNFAVORABLE,BUSH,OTHER,WORSE,DIS/UNFAV,ELSE,30-50K,,CONSERV,18-64,,,NATIONAL,WEST/PROVO,30-44,40-49,IND/OTHER,40-49,,TAXES,STRONGLEADER,0.468
NATIONAL YELLOW,45.0,46.0,35.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,HATCH,,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,15-30K,,MODERATE,18-64,,,NATIONAL,WEST/PROVO,18-29,18-24,REPUBLICAN,18-24,,TAXES,STRONGLEADER,0.9400000000000001
NATIONAL GREY,45.0,46.0,36.0,THIRD CALL,30-39,WHITE,MALE,BUSH,HATCH,,,,,,,,REPUBLCN,OVER100K,,MODERATE,18-64,,,NATIONAL,WEST/PROVO,30-44,30-39,REPUBLICAN,30-39,,,,0.887
NATIONAL GREY,45.0,46.0,37.0,THIRD CALL,30-39,WHITE,MALE,BUSH,HATCH,,,,,,,,ELSE,30-50K,,MODERATE,18-64,,,NATIONAL,WEST/PROVO,30-44,30-39,IND/OTHER,30-39,,,,0.887
NATIONAL GREY,45.0,46.0,38.0,THIRD CALL,18-24,WHITE,MALE,BUSH,HATCH,,,,,,,,INDEPEND,15-30K,,CONSERV,18-64,,,NATIONAL,WEST/PROVO,18-29,18-24,IND/OTHER,18-24,,,,0.8270000000000001
NATIONAL GREY,45.0,46.0,39.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,HATCH,,,,,,,,REPUBLCN,30-50K,,MODERATE,18-64,,,NATIONAL,WEST/PROVO,18-29,18-24,REPUBLICAN,18-24,,,,0.9400000000000001
NATIONAL PINK,45.0,46.0,40.0,THIRD CALL,30-39,WHITE,MALE,NADER,HOWELL,,,,,,,,INDEPEND,30-50K,,LIBERAL,18-64,,,NATIONAL,WEST/PROVO,30-44,30-39,IND/OTHER,30-39,,,,0.706
NATIONAL PINK,45.0,46.0,41.0,THIRD CALL,25-29,WHITE,MALE,BUSH,HATCH,,,,,,,,REPUBLCN,30-50K,,MODERATE,18-64,,,NATIONAL,WEST/PROVO,18-29,25-29,REPUBLICAN,25-29,,,,0.8270000000000001
NATIONAL PINK,45.0,46.0,42.0,THIRD CALL,18-24,WHITE,MALE,BUSH,HOWELL,,,,,,,,REPUBLCN,15-30K,,MODERATE,18-64,,,NATIONAL,WEST/PROVO,18-29,18-24,REPUBLICAN,18-24,,,,0.93
NATIONAL PINK,45.0,46.0,43.0,THIRD CALL,18-24,OTHER,FEMALE,BUSH,HATCH,,,,,,,,REPUBLCN,75-100K,,MODERATE,18-64,,,NATIONAL,WEST/PROVO,18-29,18-24,REPUBLICAN,18-24,,,,0.9400000000000001
STATE ONLY,45.0,49.0,1.0,FIRST CALL,50-59,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,75-100K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,YES,STATE,WEST/PROVO,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.181
STATE ONLY,45.0,49.0,2.0,FIRST CALL,45-49,HISP,FEMALE,NADER,HOWELL,ORTON,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,INDEPEND,50-75K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,YES,STATE,WEST/PROVO,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.772
STATE ONLY,45.0,49.0,3.0,FIRST CALL,30-39,WHITE,MALE,BUSH,HATCH,ORTON,APPROVE,UNFAVORABLE,BUSH,PEROT,SAME,APP/UNFAV,REPUBLCN,50-75K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,YES,STATE,WEST/PROVO,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.227
STATE ONLY,45.0,49.0,4.0,FIRST CALL,30-39,WHITE,MALE,BUSH,HATCH,ORTON,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,75-100K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,YES,STATE,WEST/PROVO,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.227
STATE ONLY,45.0,49.0,5.0,FIRST CALL,30-39,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,75-100K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,NO,STATE,WEST/PROVO,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.181
STATE ONLY,45.0,49.0,6.0,FIRST CALL,50-59,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,15-30K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,NO,STATE,WEST/PROVO,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.181
STATE ONLY,45.0,49.0,7.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,75-100K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,YES,STATE,WEST/PROVO,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.345
STATE ONLY,45.0,49.0,8.0,FIRST CALL,25-29,WHITE,FEMALE,NADER,HATCH,ORTON,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,INDEPEND,15-30K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,YES,STATE,WEST/PROVO,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,0.923
STATE ONLY,45.0,49.0,9.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,HATCH,LEAVITT,APPROVE,UNFAVORABLE,BUSH,DOLE,BETTER,APP/UNFAV,REPUBLCN,50-75K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,NO,STATE,WEST/PROVO,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.345
STATE ONLY,45.0,49.0,10.0,FIRST CALL,30-39,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,75-100K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,NO,STATE,WEST/PROVO,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.181
STATE ONLY,45.0,49.0,11.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,OTHER,BETTER,DIS/UNFAV,INDEPEND,50-75K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,YES,STATE,WEST/PROVO,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.345
STATE ONLY,45.0,49.0,12.0,FIRST CALL,18-24,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,,MORMON/LDS,,18-64,MORMON/LDS,YES,STATE,WEST/PROVO,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.105
STATE ONLY,45.0,49.0,13.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,HATCH,ORTON,APPROVE,FAVORABLE,BUSH,CLINTON,WORSE,APP/FAV,REPUBLCN,30-50K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,YES,STATE,WEST/PROVO,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.3980000000000001
STATE ONLY,45.0,49.0,14.0,FIRST CALL,,WHITE,MALE,GORE,HOWELL,ORTON,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,ELSE,,NONE,MODERATE,,NONE,NO,STATE,WEST/PROVO,,,IND/OTHER,,NONE,,,1.154
STATE ONLY,45.0,49.0,15.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,HOWELL,ORTON,APPROVE,UNFAVORABLE,BUSH,CLINTON,SAME,APP/UNFAV,INDEPEND,50-75K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,NO,STATE,WEST/PROVO,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.571
STATE ONLY,45.0,49.0,16.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OVER100K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,YES,STATE,WEST/PROVO,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.345
STATE ONLY,45.0,49.0,17.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,OTHER,BETTER,DIS/UNFAV,REPUBLCN,OVER100K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,YES,STATE,WEST/PROVO,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.345
STATE ONLY,45.0,49.0,18.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,HATCH,ORTON,DISAPPR,UNFAVORABLE,BUSH,PEROT,BETTER,DIS/UNFAV,REPUBLCN,OVER100K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,NO,STATE,WEST/PROVO,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.3980000000000001
STATE ONLY,45.0,49.0,19.0,SECOND CALL,18-24,WHITE,MALE,BUSH,HATCH,LEAVITT,APPROVE,UNFAVORABLE,BUSH,NOVOTE,BETTER,APP/UNFAV,REPUBLCN,15-30K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,NO,STATE,WEST/PROVO,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.105
STATE ONLY,45.0,49.0,20.0,SECOND CALL,65-74,WHITE,MALE,BUSH,,LEAVITT,OMITS,UNFAVORABLE,BUSH,DOLE,WORSE,OMITS,REPUBLCN,30-50K,MORMON/LDS,CONSERV,65+,MORMON/LDS,YES,STATE,WEST/PROVO,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.805
STATE ONLY,45.0,49.0,21.0,SECOND CALL,65-74,WHITE,MALE,BUSH,HOWELL,ORTON,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,50-75K,,CONSERV,65+,,YES,STATE,WEST/PROVO,60+,60+,REPUBLICAN,65+,,,,2.0060000000000002
STATE ONLY,45.0,49.0,22.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,30-50K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,NO,STATE,WEST/PROVO,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.2550000000000001
STATE ONLY,45.0,49.0,23.0,SECOND CALL,65-74,WHITE,MALE,BUSH,OTHER,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,50-75K,MORMON/LDS,CONSERV,65+,MORMON/LDS,YES,STATE,WEST/PROVO,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,2.7880000000000003
STATE ONLY,45.0,49.0,24.0,SECOND CALL,18-24,WHITE,MALE,GORE,HATCH,LEAVITT,OMITS,OMITS,GORE,OMITS,BETTER,OMITS,REPUBLCN,,MORMON/LDS,CONSERV,18-64,MORMON/LDS,NO,STATE,WEST/PROVO,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.923
STATE ONLY,45.0,49.0,25.0,SECOND CALL,45-49,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,PEROT,BETTER,DIS/UNFAV,REPUBLCN,75-100K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,YES,STATE,WEST/PROVO,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.181
STATE ONLY,45.0,49.0,26.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,HOWELL,ORTON,APPROVE,UNFAVORABLE,GORE,NOVOTE,BETTER,APP/UNFAV,INDEPEND,OVER100K,OTHERCHRIST,MODERATE,18-64,PROT/CHRIST,YES,STATE,WEST/PROVO,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.313
STATE ONLY,45.0,49.0,27.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,CLINTON,SAME,DIS/UNFAV,REPUBLCN,OVER100K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,NO,STATE,WEST/PROVO,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.345
STATE ONLY,45.0,49.0,28.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,50-75K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,NO,STATE,WEST/PROVO,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.345
STATE ONLY,45.0,49.0,29.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,HATCH,ORTON,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,50-75K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,NO,STATE,WEST/PROVO,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.3980000000000001
STATE ONLY,45.0,49.0,30.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,50-75K,MORMON/LDS,CONSERV,65+,MORMON/LDS,YES,STATE,WEST/PROVO,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.954
STATE ONLY,45.0,49.0,31.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,HOWELL,ORTON,APPROVE,UNFAVORABLE,GORE,CLINTON,SAME,APP/UNFAV,DEMOCRAT,75-100K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,YES,STATE,WEST/PROVO,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.313
STATE ONLY,45.0,49.0,32.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,CLINTON,BETTER,DIS/UNFAV,INDEPEND,50-75K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,NO,STATE,WEST/PROVO,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.414
STATE ONLY,45.0,49.0,33.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,HATCH,ORTON,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OVER100K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,YES,STATE,WEST/PROVO,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.3980000000000001
