VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,ISSUE,X6VOTE,UNION4,FINSIT,JOBPERS,WORK,PARTYID,EDUC,RELIGION,INCOME,MARRIED,CHILD,PHIL3,OVER65,LOGO,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,21.0,56.0,31.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,TAXES,PEROT,NONE,BETTER,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,75-100K,YES,YES,MODERATE,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.771
STATE ONLY,21.0,56.0,32.0,THIRD CALL,60-64,WHITE,MALE,BUSH,SARBANES,DISAPPR,UNFAVORABLE,OMITS,OMITS,DOLE,NONE,SAME,DIS/UNFAV,YES,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,,YES,NO,MODERATE,18-64,NO,STATE,COMPLETE,BALTSUBURBAN,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,0.852
STATE ONLY,21.0,56.0,33.0,THIRD CALL,45-49,WHITE,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,SOCIALSECUR,NOVOTE,ME,SAME,APP/FAV,YES,DEMOCRAT,HSGRAD,ELSE,30-50K,YES,YES,MODERATE,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,45-59,40-49,DEMOCRAT,40-49,OTHER,,,0.7030000000000001
STATE ONLY,21.0,56.0,34.0,THIRD CALL,40-44,WHITE,MALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,NONE,SAME,DIS/UNFAV,YES,DEMOCRAT,COLGRAD,PROTESTANT,OVER100K,YES,YES,CONSERV,18-64,NO,STATE,COMPLETE,BALTSUBURBAN,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.739
STATE ONLY,21.0,56.0,35.0,THIRD CALL,45-49,WHITE,MALE,BUCHANAN,RAPPAPORT,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,OMITS,PEROT,NONE,SAME,DIS/UNFAV,YES,INDEPEND,SOMCOL/ASSOC,CATHOLIC,30-50K,YES,YES,MODERATE,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,0.111
STATE ONLY,21.0,56.0,36.0,THIRD CALL,40-44,WHITE,MALE,NADER,SARBANES,DISAPPR,UNFAVORABLE,OMITS,EDUCATION,PEROT,NONE,BETTER,DIS/UNFAV,YES,INDEPEND,POSTGRAD,OTHERCHRIST,OVER100K,YES,YES,MODERATE,18-64,NO,STATE,COMPLETE,BALTSUBURBAN,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.545
STATE ONLY,21.0,56.0,37.0,THIRD CALL,50-59,WHITE,MALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,CLINTON,NONE,SAME,DIS/UNFAV,YES,DEMOCRAT,HSGRAD,PROTESTANT,50-75K,YES,NO,MODERATE,18-64,NO,STATE,COMPLETE,BALTSUBURBAN,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.739
STATE ONLY,21.0,56.0,38.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,15-30K,YES,NO,LIBERAL,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.631
STATE ONLY,21.0,56.0,39.0,THIRD CALL,45-49,WHITE,MALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,NONE,BETTER,DIS/UNFAV,YES,REPUBLCN,COLGRAD,PROTESTANT,50-75K,YES,YES,MODERATE,18-64,NO,STATE,COMPLETE,BALTSUBURBAN,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.739
STATE ONLY,21.0,56.0,40.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,SARBANES,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,TAXES,NOVOTE,NONE,SAME,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,ELSE,50-75K,YES,YES,CONSERV,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,30-44,30-39,IND/OTHER,30-39,OTHER,,,0.769
STATE ONLY,21.0,56.0,41.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,OMITS,PEROT,NONE,SAME,DIS/UNFAV,YES,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,YES,YES,CONSERV,18-64,NO,STATE,COMPLETE,BALTSUBURBAN,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.771
STATE ONLY,21.0,56.0,42.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,PEROT,NONE,SAME,DIS/UNFAV,YES,REPUBLCN,POSTGRAD,CATHOLIC,50-75K,YES,YES,MODERATE,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.771
STATE ONLY,21.0,60.0,1.0,FIRST CALL,30-39,WHITE,MALE,GORE,SARBANES,APPROVE,UNFAVORABLE,GORE,SOCIALSECUR,CLINTON,NONE,BETTER,APP/UNFAV,YES,DEMOCRAT,POSTGRAD,JEWISH,OVER100K,YES,NO,MODERATE,18-64,NO,STATE,COMPLETE,BALTSUBURBAN,30-44,30-39,DEMOCRAT,30-39,JEWISH,,,1.393
STATE ONLY,21.0,60.0,2.0,FIRST CALL,60-64,WHITE,MALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,NONE,BETTER,DIS/UNFAV,YES,REPUBLCN,POSTGRAD,PROTESTANT,OVER100K,YES,NO,CONSERV,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.694
STATE ONLY,21.0,60.0,3.0,FIRST CALL,45-49,WHITE,MALE,GORE,SARBANES,APPROVE,UNFAVORABLE,GORE,TAXES,CLINTON,NONE,BETTER,APP/UNFAV,YES,DEMOCRAT,POSTGRAD,CATHOLIC,OVER100K,YES,YES,MODERATE,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.393
STATE ONLY,21.0,60.0,4.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,SARBANES,DISAPPR,UNFAVORABLE,GORE,HEALTHCARE,CLINTON,NONE,WORSE,DIS/UNFAV,YES,DEMOCRAT,POSTGRAD,CATHOLIC,50-75K,YES,NO,CONSERV,18-64,NO,STATE,COMPLETE,BALTSUBURBAN,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,1.685
STATE ONLY,21.0,60.0,5.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,OTHERCHRIST,50-75K,NO,YES,MODERATE,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.25
STATE ONLY,21.0,60.0,6.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,MEDICARE/RX,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,YES,YES,MODERATE,18-64,NO,STATE,COMPLETE,BALTSUBURBAN,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.25
STATE ONLY,21.0,60.0,7.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,NONE,BETTER,APP/FAV,YES,ELSE,SOMCOL/ASSOC,CATHOLIC,75-100K,NO,YES,MODERATE,18-64,NO,STATE,COMPLETE,BALTSUBURBAN,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,1.456
STATE ONLY,21.0,60.0,8.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,TAXES,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,POSTGRAD,OTHERCHRIST,30-50K,NO,NO,CONSERV,18-64,NO,STATE,COMPLETE,BALTSUBURBAN,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.25
STATE ONLY,21.0,60.0,9.0,SECOND CALL,30-39,BLACK,MALE,NADER,RAPPAPORT,APPROVE,FAVORABLE,GORE,ECON/JOBS,PEROT,NONE,SAME,APP/FAV,YES,INDEPEND,COLGRAD,NONE,75-100K,YES,YES,MODERATE,18-64,NO,STATE,COMPLETE,BALTSUBURBAN,30-44,30-39,IND/OTHER,30-39,NONE,,,0.932
STATE ONLY,21.0,60.0,10.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,HEALTHCARE,CLINTON,SOMEONEELSE,WORSE,APP/FAV,,DEMOCRAT,COLGRAD,CATHOLIC,75-100K,YES,YES,MODERATE,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.456
STATE ONLY,21.0,60.0,11.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,NONE,SAME,APP/FAV,NO,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,NO,NO,MODERATE,65+,NO,STATE,COMPLETE,BALTSUBURBAN,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.685
STATE ONLY,21.0,60.0,12.0,SECOND CALL,50-59,ASIAN,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CLINTON,NONE,BETTER,APP/FAV,NO,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,YES,NO,MODERATE,18-64,NO,STATE,COMPLETE,BALTSUBURBAN,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.456
STATE ONLY,21.0,60.0,13.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,SARBANES,APPROVE,UNFAVORABLE,GORE,SOCIALSECUR,DOLE,NONE,SAME,APP/UNFAV,NO,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,NO,NO,LIBERAL,65+,NO,STATE,COMPLETE,BALTSUBURBAN,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.685
STATE ONLY,21.0,60.0,14.0,SECOND CALL,50-59,WHITE,MALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,NONE,SAME,DIS/UNFAV,YES,REPUBLCN,COLGRAD,PROTESTANT,75-100K,NO,NO,MODERATE,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.464
STATE ONLY,21.0,60.0,15.0,SECOND CALL,25-29,WHITE,MALE,BUSH,SARBANES,DISAPPR,UNFAVORABLE,BUSH,TAXES,CLINTON,NONE,SAME,DIS/UNFAV,YES,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,NO,NO,MODERATE,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,1.408
STATE ONLY,21.0,60.0,16.0,SECOND CALL,60-64,WHITE,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CLINTON,NONE,SAME,APP/FAV,NO,INDEPEND,COLGRAD,PROTESTANT,75-100K,YES,NO,MODERATE,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.614
STATE ONLY,21.0,60.0,17.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,SARBANES,APPROVE,UNFAVORABLE,GORE,OMITS,CLINTON,NONE,BETTER,APP/UNFAV,,DEMOCRAT,COLGRAD,OTHERCHRIST,50-75K,YES,NO,LIBERAL,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.456
STATE ONLY,21.0,60.0,18.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,SAME,APP/FAV,YES,DEMOCRAT,COLGRAD,JEWISH,15-30K,NO,NO,LIBERAL,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,60+,60+,DEMOCRAT,50-64,JEWISH,,,1.685
STATE ONLY,21.0,60.0,19.0,THIRD CALL,30-39,WHITE,MALE,BUSH,RAPPAPORT,APPROVE,UNFAVORABLE,BUSH,TAXES,DOLE,NONE,BETTER,APP/UNFAV,YES,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,YES,YES,MODERATE,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.464
STATE ONLY,21.0,60.0,20.0,THIRD CALL,30-39,WHITE,MALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,NONE,WORSE,DIS/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,LESS15K,NO,NO,CONSERV,18-64,NO,STATE,COMPLETE,BALTSUBURBAN,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.464
STATE ONLY,21.0,60.0,21.0,THIRD CALL,30-39,ASIAN,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,NONE,SAME,APP/FAV,YES,INDEPEND,COLGRAD,JEWISH,50-75K,YES,NO,LIBERAL,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,30-44,30-39,IND/OTHER,30-39,JEWISH,,,1.393
STATE ONLY,21.0,60.0,22.0,THIRD CALL,30-39,WHITE,FEMALE,NADER,RAPPAPORT,APPROVE,UNFAVORABLE,WOULDNOTVOTE,OMITS,CLINTON,NONE,SAME,APP/UNFAV,YES,INDEPEND,COLGRAD,PROTESTANT,15-30K,NO,NO,MODERATE,18-64,NO,STATE,COMPLETE,BALTSUBURBAN,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.133
STATE ONLY,21.0,60.0,23.0,THIRD CALL,40-44,WHITE,MALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,ME,SAME,DIS/UNFAV,YES,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,50-75K,YES,YES,CONSERV,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.464
STATE ONLY,21.0,60.0,24.0,THIRD CALL,25-29,WHITE,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,NOVOTE,NONE,BETTER,APP/FAV,NO,DEMOCRAT,COLGRAD,NONE,OVER100K,NO,NO,LIBERAL,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,18-29,25-29,DEMOCRAT,25-29,NONE,,,1.343
STATE ONLY,21.0,60.0,25.0,THIRD CALL,30-39,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,ME,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,PROTESTANT,50-75K,NO,,LIBERAL,18-64,NO,STATE,COMPLETE,BALTSUBURBAN,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.197
STATE ONLY,21.0,60.0,26.0,THIRD CALL,40-44,WHITE,MALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,NONE,SAME,DIS/UNFAV,YES,REPUBLCN,POSTGRAD,JEWISH,OVER100K,YES,YES,CONSERV,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,30-44,40-49,REPUBLICAN,40-49,JEWISH,,,1.464
STATE ONLY,21.0,60.0,27.0,THIRD CALL,60-64,WHITE,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,PEROT,NONE,BETTER,APP/FAV,YES,INDEPEND,,JEWISH,OVER100K,YES,NO,MODERATE,18-64,NO,STATE,COMPLETE,BALTSUBURBAN,60+,60+,IND/OTHER,50-64,JEWISH,,,1.614
STATE ONLY,21.0,60.0,28.0,THIRD CALL,30-39,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,POSTGRAD,ELSE,50-75K,NO,NO,MODERATE,18-64,NO,STATE,COMPLETE,BALTSUBURBAN,30-44,30-39,DEMOCRAT,30-39,OTHER,,,1.197
STATE ONLY,21.0,60.0,29.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,RAPPAPORT,APPROVE,UNFAVORABLE,BUSH,ECON/JOBS,CLINTON,NONE,SAME,APP/UNFAV,YES,REPUBLCN,COLGRAD,PROTESTANT,75-100K,YES,YES,CONSERV,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.5270000000000001
STATE ONLY,21.0,60.0,30.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,SARBANES,APPROVE,OMITS,GORE,ECON/JOBS,CLINTON,NONE,BETTER,OMITS,NO,DEMOCRAT,POSTGRAD,NONE,OVER100K,YES,YES,MODERATE,18-64,YES,STATE,COMPLETE,BALTSUBURBAN,30-44,30-39,DEMOCRAT,30-39,NONE,,,1.456
STATE ONLY,21.0,60.0,31.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,OMITS,NONE,BETTER,APP/FAV,YES,INDEPEND,NOHS,OTHERCHRIST,LESS15K,NO,YES,LIBERAL,18-64,NO,STATE,COMPLETE,BALTSUBURBAN,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,1.206
STATE ONLY,21.0,60.0,32.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,NONE,BETTER,APP/FAV,YES,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,15-30K,NO,YES,LIBERAL,18-64,NO,STATE,COMPLETE,BALTSUBURBAN,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,1.205
STATE ONLY,21.0,62.0,1.0,FIRST CALL,30-39,,MALE,BUSH,SARBANES,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,NONE,BETTER,DIS/UNFAV,YES,ELSE,POSTGRAD,,,NO,NO,CONSERV,18-64,YES,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,IND/OTHER,30-39,,,,1.303
STATE ONLY,21.0,62.0,2.0,FIRST CALL,60-64,WHITE,MALE,,SARBANES,OMITS,OMITS,OMITS,OMITS,OMITS,NONE,OMITS,OMITS,NO,,,,,YES,NO,,18-64,YES,STATE,COMPLETE,DCSUBURBAN,60+,60+,,50-64,,,,1.821
STATE ONLY,21.0,62.0,3.0,FIRST CALL,60-64,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,ME,WORSE,APP/FAV,NO,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,NO,YES,MODERATE,18-64,YES,STATE,COMPLETE,DCSUBURBAN,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.975
STATE ONLY,21.0,62.0,4.0,FIRST CALL,50-59,WHITE,MALE,BUSH,SARBANES,DISAPPR,UNFAVORABLE,BUSH,MEDICARE/RX,PEROT,ME,WORSE,DIS/UNFAV,YES,ELSE,SOMCOL/ASSOC,CATHOLIC,30-50K,NO,NO,MODERATE,18-64,NO,STATE,COMPLETE,DCSUBURBAN,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,1.303
STATE ONLY,21.0,62.0,5.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,SARBANES,APPROVE,UNFAVORABLE,BUSH,ECON/JOBS,CLINTON,NONE,BETTER,APP/UNFAV,NO,REPUBLCN,HSGRAD,CATHOLIC,75-100K,YES,YES,MODERATE,18-64,NO,STATE,COMPLETE,DCSUBURBAN,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.211
STATE ONLY,21.0,62.0,6.0,FIRST CALL,50-59,HISP,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,POSTGRAD,CATHOLIC,OVER100K,YES,NO,LIBERAL,18-64,YES,STATE,COMPLETE,DCSUBURBAN,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.549
STATE ONLY,21.0,62.0,7.0,FIRST CALL,30-39,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,OTHERCHRIST,50-75K,YES,NO,MODERATE,18-64,YES,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.667
STATE ONLY,21.0,62.0,8.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,SARBANES,APPROVE,UNFAVORABLE,GORE,SOCIALSECUR,CLINTON,NONE,BETTER,APP/UNFAV,NO,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,75-100K,YES,YES,MODERATE,18-64,NO,STATE,COMPLETE,DCSUBURBAN,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.414
STATE ONLY,21.0,62.0,9.0,SECOND CALL,50-59,WHITE,MALE,GORE,SARBANES,APPROVE,UNFAVORABLE,GORE,HEALTHCARE,CLINTON,NONE,SAME,APP/UNFAV,YES,DEMOCRAT,POSTGRAD,CATHOLIC,30-50K,NO,YES,LIBERAL,18-64,NO,STATE,COMPLETE,DCSUBURBAN,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.5230000000000001
STATE ONLY,21.0,62.0,10.0,SECOND CALL,30-39,WHITE,MALE,BUSH,RAPPAPORT,APPROVE,UNFAVORABLE,BUSH,ECON/JOBS,DOLE,NONE,BETTER,APP/UNFAV,YES,REPUBLCN,POSTGRAD,CATHOLIC,50-75K,YES,NO,MODERATE,18-64,NO,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.306
STATE ONLY,21.0,62.0,11.0,SECOND CALL,50-59,OTHER,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,MEDICARE/RX,CLINTON,NONE,SAME,APP/FAV,YES,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,NO,NO,LIBERAL,18-64,NO,STATE,COMPLETE,DCSUBURBAN,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.414
STATE ONLY,21.0,62.0,12.0,SECOND CALL,60-64,BLACK,,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,BETTER,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,NO,NO,MODERATE,18-64,NO,STATE,COMPLETE,DCSUBURBAN,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.975
STATE ONLY,21.0,62.0,13.0,SECOND CALL,40-44,ASIAN,MALE,NADER,SARBANES,OMITS,OMITS,OMITS,ECON/JOBS,OMITS,NONE,OMITS,OMITS,YES,,,,,NO,NO,,18-64,NO,STATE,COMPLETE,DCSUBURBAN,30-44,40-49,,40-49,,,,1.063
STATE ONLY,21.0,62.0,14.0,SECOND CALL,50-59,HISP,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,75-100K,YES,NO,LIBERAL,18-64,YES,STATE,COMPLETE,DCSUBURBAN,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.549
STATE ONLY,21.0,62.0,15.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,PROTESTANT,50-75K,YES,YES,MODERATE,18-64,NO,STATE,COMPLETE,DCSUBURBAN,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.414
STATE ONLY,21.0,62.0,16.0,SECOND CALL,30-39,WHITE,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,YES,YES,CONSERV,18-64,NO,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.5230000000000001
STATE ONLY,21.0,62.0,17.0,SECOND CALL,18-24,OTHER,FEMALE,NADER,RAPPAPORT,APPROVE,FAVORABLE,WOULDNOTVOTE,WORLDAFFAIRS,NOVOTE,NONE,BETTER,APP/FAV,NO,INDEPEND,COLGRAD,OTHERCHRIST,30-50K,NO,YES,LIBERAL,18-64,YES,STATE,COMPLETE,DCSUBURBAN,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,1.032
STATE ONLY,21.0,62.0,18.0,SECOND CALL,50-59,WHITE,MALE,GORE,SARBANES,APPROVE,OMITS,GORE,ECON/JOBS,CLINTON,NONE,BETTER,OMITS,YES,DEMOCRAT,POSTGRAD,NONE,OVER100K,YES,YES,LIBERAL,18-64,YES,STATE,COMPLETE,DCSUBURBAN,45-59,50-59,DEMOCRAT,50-64,NONE,,,1.5230000000000001
STATE ONLY,21.0,62.0,19.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,ME,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,YES,YES,LIBERAL,18-64,NO,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.549
STATE ONLY,21.0,62.0,20.0,THIRD CALL,30-39,ASIAN,FEMALE,BUSH,RAPPAPORT,APPROVE,FAVORABLE,BUSH,OMITS,CLINTON,NONE,BETTER,APP/FAV,YES,INDEPEND,COLGRAD,CATHOLIC,50-75K,YES,YES,MODERATE,18-64,YES,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,1.214
STATE ONLY,21.0,62.0,21.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,NONE,SAME,APP/FAV,NO,DEMOCRAT,COLGRAD,OTHERCHRIST,15-30K,NO,NO,MODERATE,18-64,YES,STATE,COMPLETE,DCSUBURBAN,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,1.615
