VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,ISSUE,X6VOTE,UNION4,ABORTION,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,ATTEND,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,WEIGHT
STATE ONLY,40.0,53.0,7.0,FIRST CALL,65-74,WHITE,,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CLINTON,NONE,MOSTILL,BETTER,APP/FAV,DEMOCRAT,NOHS,CATHOLIC,ONCEAWEEK,30-50K,LIBERAL,65+,STATE,COMPLETE,RURAL,60+,60+,DEMOCRAT,65+,CATHOLIC,0.891
STATE ONLY,40.0,53.0,8.0,FIRST CALL,65-74,WHITE,MALE,GORE,CHAFEE,APPROVE,FAVORABLE,BUSH,EDUCATION,CLINTON,NONE,ALWYSLGL,WORSE,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,50-75K,CONSERV,65+,STATE,COMPLETE,RURAL,60+,60+,DEMOCRAT,65+,PROT/CHRIST,1.101
STATE ONLY,40.0,53.0,9.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,WEYGAND,DISAPPR,UNFAVORABLE,BUSH,HEALTHCARE,DOLE,NONE,ALWYSILL,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,MORETHAN1AWK,50-75K,CONSERV,18-64,STATE,COMPLETE,RURAL,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,0.621
STATE ONLY,40.0,53.0,10.0,FIRST CALL,50-59,WHITE,MALE,BUSH,CHAFEE,APPROVE,FAVORABLE,BUSH,TAXES,DOLE,NONE,MOSTLGL,BETTER,APP/FAV,REPUBLCN,HSGRAD,CATHOLIC,ONCEAWEEK,OVER100K,MODERATE,18-64,STATE,COMPLETE,RURAL,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,0.769
STATE ONLY,40.0,53.0,11.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,CHAFEE,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,ALWYSLGL,WORSE,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,ELSE,AFEWAYEAR,15-30K,LIBERAL,18-64,STATE,COMPLETE,RURAL,30-44,40-49,IND/OTHER,40-49,OTHER,0.705
STATE ONLY,40.0,53.0,12.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,CHAFEE,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,NONE,MOSTILL,WORSE,DIS/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,ONCEAWEEK,15-30K,CONSERV,18-64,STATE,COMPLETE,RURAL,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,0.667
STATE ONLY,40.0,53.0,13.0,FIRST CALL,30-39,BLACK,MALE,GORE,WEYGAND,OMITS,OMITS,OMITS,HEALTHCARE,OMITS,SOMEONEELSE,ALWYSLGL,OMITS,,,,,OMITS,,,18-64,STATE,NOTCOMPLETE,RURAL,30-44,30-39,,30-39,,0.628
STATE ONLY,40.0,53.0,14.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,WEYGAND,DISAPPR,UNFAVORABLE,GORE,ECON/JOBS,CLINTON,SOMEONEELSE,MOSTLGL,BETTER,DIS/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,AFEWAMONTH,50-75K,MODERATE,18-64,STATE,COMPLETE,RURAL,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,0.656
STATE ONLY,40.0,53.0,15.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,CHAFEE,APPROVE,UNFAVORABLE,GORE,HEALTHCARE,CLINTON,ME,MOSTLGL,WORSE,APP/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,AFEWAMONTH,50-75K,LIBERAL,18-64,STATE,COMPLETE,RURAL,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,0.705
STATE ONLY,40.0,53.0,16.0,FIRST CALL,60-64,WHITE,MALE,NADER,CHAFEE,APPROVE,UNFAVORABLE,BUSH,HEALTHCARE,DOLE,NONE,MOSTILL,SAME,APP/UNFAV,INDEPEND,HSGRAD,CATHOLIC,ONCEAWEEK,30-50K,CONSERV,18-64,STATE,COMPLETE,RURAL,60+,60+,IND/OTHER,50-64,CATHOLIC,0.635
STATE ONLY,40.0,53.0,17.0,FIRST CALL,65-74,WHITE,MALE,BUCHANAN,CHAFEE,APPROVE,FAVORABLE,GORE,HEALTHCARE,CLINTON,SOMEONEELSE,ALWYSLGL,BETTER,APP/FAV,INDEPEND,COLGRAD,CATHOLIC,ONCEAWEEK,75-100K,MODERATE,65+,STATE,COMPLETE,RURAL,60+,60+,IND/OTHER,65+,CATHOLIC,1.1520000000000001
STATE ONLY,40.0,53.0,18.0,SECOND CALL,30-39,WHITE,MALE,BUSH,CHAFEE,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,ME,MOSTILL,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,CATHOLIC,AFEWAYEAR,75-100K,CONSERV,18-64,STATE,COMPLETE,RURAL,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,0.769
STATE ONLY,40.0,53.0,19.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,CHAFEE,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,INDEPEND,COLGRAD,NONE,NEVER,50-75K,MODERATE,18-64,STATE,COMPLETE,RURAL,30-44,30-39,IND/OTHER,30-39,NONE,0.705
STATE ONLY,40.0,53.0,20.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,CHAFEE,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CLINTON,NONE,MOSTILL,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,30-50K,MODERATE,18-64,STATE,COMPLETE,RURAL,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,0.705
STATE ONLY,40.0,53.0,21.0,SECOND CALL,50-59,,FEMALE,GORE,CHAFEE,APPROVE,FAVORABLE,GORE,MEDICARE/RX,CLINTON,SOMEONEELSE,ALWYSLGL,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,15-30K,CONSERV,18-64,STATE,COMPLETE,RURAL,45-59,50-59,IND/OTHER,50-64,CATHOLIC,0.705
STATE ONLY,40.0,53.0,22.0,SECOND CALL,18-24,WHITE,MALE,BUSH,CHAFEE,APPROVE,FAVORABLE,BUSH,ECON/JOBS,DOLE,ME,ALWYSLGL,BETTER,APP/FAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,NEVER,OVER100K,CONSERV,18-64,STATE,COMPLETE,RURAL,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,1.042
STATE ONLY,40.0,53.0,23.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,,DISAPPR,UNFAVORABLE,GORE,SOCIALSECUR,OMITS,ME,MOSTILL,BETTER,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,75-100K,CONSERV,18-64,STATE,COMPLETE,RURAL,45-59,50-59,IND/OTHER,50-64,CATHOLIC,0.682
STATE ONLY,40.0,53.0,24.0,SECOND CALL,18-24,WHITE,MALE,NADER,CHAFEE,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,SOMEONEELSE,ALWYSLGL,SAME,APP/FAV,ELSE,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,30-50K,LIBERAL,18-64,STATE,COMPLETE,RURAL,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,0.635
STATE ONLY,40.0,53.0,25.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,CHAFEE,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,ME,MOSTILL,SAME,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,ONCEAWEEK,75-100K,MODERATE,18-64,STATE,COMPLETE,RURAL,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,0.705
STATE ONLY,40.0,53.0,26.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,WEYGAND,DISAPPR,UNFAVORABLE,BUSH,MEDICARE/RX,DOLE,NONE,ALWYSILL,SAME,DIS/UNFAV,INDEPEND,POSTGRAD,CATHOLIC,ONCEAWEEK,75-100K,CONSERV,65+,STATE,COMPLETE,RURAL,60+,60+,IND/OTHER,65+,CATHOLIC,0.843
STATE ONLY,40.0,53.0,27.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,CHAFEE,APPROVE,UNFAVORABLE,BUSH,MEDICARE/RX,CLINTON,SOMEONEELSE,MOSTLGL,SAME,APP/UNFAV,INDEPEND,HSGRAD,CATHOLIC,ONCEAWEEK,50-75K,MODERATE,18-64,STATE,COMPLETE,RURAL,60+,60+,IND/OTHER,50-64,CATHOLIC,0.904
STATE ONLY,40.0,53.0,28.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,CHAFEE,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,ALWYSLGL,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,OTHERCHRIST,AFEWAYEAR,50-75K,LIBERAL,18-64,STATE,COMPLETE,RURAL,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,0.705
STATE ONLY,40.0,53.0,29.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CLINTON,SOMEONEELSE,MOSTILL,BETTER,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,AFEWAMONTH,50-75K,MODERATE,18-64,STATE,COMPLETE,RURAL,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,0.656
STATE ONLY,40.0,53.0,30.0,THIRD CALL,45-49,WHITE,MALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,CATHOLIC,AFEWAMONTH,OVER100K,MODERATE,18-64,STATE,COMPLETE,RURAL,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,0.757
STATE ONLY,40.0,53.0,31.0,THIRD CALL,18-24,WHITE,MALE,BUSH,CHAFEE,OMITS,OMITS,OMITS,TAXES,OMITS,MEANDSOMEONE,MOSTLGL,OMITS,,,,,OMITS,,,18-64,STATE,NOTCOMPLETE,RURAL,18-29,18-24,,18-24,,1.042
STATE ONLY,40.0,53.0,32.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,CHAFEE,DISAPPR,UNFAVORABLE,BUSH,MEDICARE/RX,DOLE,NONE,MOSTLGL,BETTER,DIS/UNFAV,INDEPEND,POSTGRAD,CATHOLIC,AFEWAYEAR,50-75K,MODERATE,18-64,STATE,COMPLETE,RURAL,18-29,25-29,IND/OTHER,25-29,CATHOLIC,0.904
STATE ONLY,40.0,53.0,33.0,THIRD CALL,40-44,WHITE,MALE,BUSH,CHAFEE,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,NONE,MOSTILL,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,75-100K,CONSERV,18-64,STATE,COMPLETE,RURAL,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,0.769
STATE ONLY,40.0,53.0,34.0,THIRD CALL,30-39,WHITE,MALE,BUSH,CHAFEE,APPROVE,UNFAVORABLE,BUSH,TAXES,PEROT,NONE,MOSTLGL,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,AFEWAMONTH,OVER100K,CONSERV,18-64,STATE,COMPLETE,RURAL,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,0.769
STATE ONLY,40.0,53.0,35.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,NOVOTE,NONE,ALWYSLGL,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,NONE,AFEWAMONTH,OVER100K,LIBERAL,18-64,STATE,COMPLETE,RURAL,18-29,25-29,DEMOCRAT,25-29,NONE,0.74
STATE ONLY,40.0,53.0,36.0,THIRD CALL,30-39,WHITE,MALE,GORE,,DISAPPR,UNFAVORABLE,GORE,WORLDAFFAIRS,NOVOTE,NONE,MOSTLGL,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,CATHOLIC,AFEWAYEAR,30-50K,MODERATE,18-64,STATE,COMPLETE,RURAL,30-44,30-39,IND/OTHER,30-39,CATHOLIC,0.787
STATE ONLY,40.0,53.0,37.0,THIRD CALL,,WHITE,FEMALE,GORE,WEYGAND,OMITS,OMITS,OMITS,ECON/JOBS,OMITS,NONE,OMITS,OMITS,OMITS,,,,ONCEAWEEK,,,,STATE,COMPLETE,RURAL,,,,,,0.656
STATE ONLY,40.0,53.0,38.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,CHAFEE,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,MOSTLGL,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,AFEWAYEAR,OVER100K,MODERATE,18-64,STATE,COMPLETE,RURAL,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,0.705
STATE ONLY,40.0,53.0,39.0,THIRD CALL,30-39,WHITE,MALE,BUSH,CHAFEE,DISAPPR,UNFAVORABLE,BUSH,TAXES,PEROT,ME,MOSTILL,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,30-50K,LIBERAL,18-64,STATE,COMPLETE,RURAL,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,0.769
STATE ONLY,40.0,53.0,40.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,WEYGAND,APPROVE,UNFAVORABLE,GORE,TAXES,PEROT,ME,ALWYSLGL,WORSE,APP/UNFAV,INDEPEND,COLGRAD,CATHOLIC,AFEWAYEAR,30-50K,LIBERAL,18-64,STATE,COMPLETE,RURAL,45-59,50-59,IND/OTHER,50-64,CATHOLIC,0.656
STATE ONLY,40.0,54.0,1.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,MEDICARE/RX,CLINTON,SOMEONEELSE,MOSTLGL,BETTER,APP/FAV,INDEPEND,HSGRAD,CATHOLIC,AFEWAMONTH,50-75K,LIBERAL,18-64,STATE,COMPLETE,RURAL,30-44,40-49,IND/OTHER,40-49,CATHOLIC,1.55
STATE ONLY,40.0,54.0,2.0,FIRST CALL,50-59,WHITE,MALE,BUSH,CHAFEE,APPROVE,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,NONE,MOSTILL,SAME,APP/UNFAV,INDEPEND,POSTGRAD,CATHOLIC,AFEWAMONTH,OVER100K,CONSERV,18-64,STATE,COMPLETE,RURAL,45-59,50-59,IND/OTHER,50-64,CATHOLIC,1.814
STATE ONLY,40.0,54.0,3.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,CHAFEE,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,SOMEONEELSE,OMITS,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,ONCEAWEEK,,,18-64,STATE,COMPLETE,RURAL,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,1.572
STATE ONLY,40.0,54.0,4.0,FIRST CALL,40-44,WHITE,MALE,,CHAFEE,APPROVE,UNFAVORABLE,GORE,TAXES,CLINTON,ME,MOSTILL,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,ELSE,ONCEAWEEK,50-75K,CONSERV,18-64,STATE,COMPLETE,RURAL,30-44,40-49,DEMOCRAT,40-49,OTHER,1.793
STATE ONLY,40.0,54.0,5.0,FIRST CALL,30-39,WHITE,MALE,BUSH,CHAFEE,DISAPPR,UNFAVORABLE,BUSH,TAXES,PEROT,NONE,MOSTILL,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,CATHOLIC,ONCEAWEEK,75-100K,MODERATE,18-64,STATE,COMPLETE,RURAL,30-44,30-39,IND/OTHER,30-39,CATHOLIC,1.814
STATE ONLY,40.0,54.0,6.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,CHAFEE,APPROVE,FAVORABLE,GORE,HEALTHCARE,CLINTON,SOMEONEELSE,MOSTLGL,BETTER,APP/FAV,INDEPEND,HSGRAD,CATHOLIC,NEVER,50-75K,MODERATE,18-64,STATE,COMPLETE,RURAL,30-44,30-39,IND/OTHER,30-39,CATHOLIC,1.663
STATE ONLY,40.0,54.0,7.0,FIRST CALL,30-39,WHITE,MALE,BUSH,CHAFEE,OMITS,OMITS,OMITS,OMITS,OMITS,ME,ALWYSILL,OMITS,,,,,OMITS,,,18-64,STATE,NOTCOMPLETE,RURAL,30-44,30-39,,30-39,,1.814
STATE ONLY,40.0,54.0,8.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,CHAFEE,APPROVE,UNFAVORABLE,BUSH,EDUCATION,CLINTON,NONE,MOSTLGL,BETTER,APP/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,AFEWAYEAR,50-75K,MODERATE,18-64,STATE,COMPLETE,RURAL,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,1.572
STATE ONLY,40.0,54.0,9.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CLINTON,ME,ALWYSLGL,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,NONE,NEVER,50-75K,LIBERAL,18-64,STATE,COMPLETE,RURAL,45-59,50-59,DEMOCRAT,50-64,NONE,1.55
STATE ONLY,40.0,54.0,10.0,FIRST CALL,65-74,WHITE,MALE,BUSH,CHAFEE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,PEROT,ME,MOSTILL,SAME,DIS/UNFAV,INDEPEND,HSGRAD,CATHOLIC,ONCEAWEEK,,CONSERV,65+,STATE,COMPLETE,RURAL,60+,60+,IND/OTHER,65+,CATHOLIC,2.46
STATE ONLY,40.0,54.0,11.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,WEYGAND,APPROVE,UNFAVORABLE,GORE,HEALTHCARE,CLINTON,NONE,MOSTLGL,WORSE,APP/UNFAV,DEMOCRAT,POSTGRAD,CATHOLIC,AFEWAMONTH,,MODERATE,18-64,STATE,COMPLETE,RURAL,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,1.55
STATE ONLY,40.0,54.0,12.0,FIRST CALL,18-24,WHITE,FEMALE,NADER,WEYGAND,DISAPPR,FAVORABLE,GORE,EDUCATION,NOVOTE,NONE,MOSTLGL,BETTER,DIS/FAV,INDEPEND,HSGRAD,ELSE,AFEWAYEAR,30-50K,LIBERAL,18-64,STATE,COMPLETE,RURAL,18-29,18-24,IND/OTHER,18-24,OTHER,1.213
STATE ONLY,40.0,54.0,13.0,FIRST CALL,65-74,WHITE,,GORE,CHAFEE,OMITS,OMITS,OMITS,MEDICARE/RX,OMITS,NONE,MOSTLGL,OMITS,,,,,OMITS,,,65+,STATE,NOTCOMPLETE,RURAL,60+,60+,,65+,,2.602
STATE ONLY,40.0,54.0,14.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,WEYGAND,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,ELSE,HSGRAD,PROTESTANT,ONCEAWEEK,30-50K,CONSERV,18-64,STATE,COMPLETE,RURAL,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,1.466
STATE ONLY,40.0,54.0,15.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,CHAFEE,APPROVE,FAVORABLE,BUSH,TAXES,DOLE,NONE,MOSTLGL,BETTER,APP/FAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,NEVER,OVER100K,MODERATE,18-64,STATE,COMPLETE,RURAL,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,1.572
STATE ONLY,40.0,55.0,1.0,FIRST CALL,75+,WHITE,MALE,GORE,WEYGAND,APPROVE,UNFAVORABLE,GORE,SOCIALSECUR,CLINTON,,ALWYSLGL,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,JEWISH,MORETHAN1AWK,30-50K,LIBERAL,65+,STATE,COMPLETE,PROV/OTHIND,60+,60+,DEMOCRAT,65+,JEWISH,1.108
STATE ONLY,40.0,55.0,2.0,FIRST CALL,50-59,WHITE,MALE,BUSH,CHAFEE,APPROVE,UNFAVORABLE,BUSH,EDUCATION,DOLE,NONE,MOSTLGL,SAME,APP/UNFAV,INDEPEND,POSTGRAD,CATHOLIC,ONCEAWEEK,OVER100K,MODERATE,18-64,STATE,COMPLETE,PROV/OTHIND,45-59,50-59,IND/OTHER,50-64,CATHOLIC,1.101
STATE ONLY,40.0,55.0,3.0,FIRST CALL,40-44,HISP,FEMALE,NADER,CHAFEE,DISAPPR,UNFAVORABLE,GORE,SOCIALSECUR,CLINTON,NONE,MOSTLGL,SAME,DIS/UNFAV,INDEPEND,POSTGRAD,CATHOLIC,AFEWAYEAR,50-75K,LIBERAL,18-64,STATE,COMPLETE,PROV/OTHIND,30-44,40-49,IND/OTHER,40-49,CATHOLIC,0.511
STATE ONLY,40.0,55.0,4.0,FIRST CALL,30-39,WHITE,MALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,SOMEONEELSE,MOSTLGL,BETTER,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,AFEWAYEAR,75-100K,MODERATE,18-64,STATE,COMPLETE,PROV/OTHIND,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,0.937
STATE ONLY,40.0,55.0,5.0,FIRST CALL,30-39,WHITE,MALE,GORE,WEYGAND,OMITS,OMITS,OMITS,ECON/JOBS,OMITS,NONE,MOSTLGL,OMITS,,,,,OMITS,,,18-64,STATE,NOTCOMPLETE,PROV/OTHIND,30-44,30-39,,30-39,,0.937
STATE ONLY,40.0,55.0,6.0,FIRST CALL,30-39,WHITE,MALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,INDEPEND,POSTGRAD,CATHOLIC,NEVER,30-50K,LIBERAL,18-64,STATE,COMPLETE,PROV/OTHIND,30-44,30-39,IND/OTHER,30-39,CATHOLIC,0.937
STATE ONLY,40.0,55.0,7.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,CHAFEE,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,DEMOCRAT,COLGRAD,JEWISH,AFEWAYEAR,OVER100K,LIBERAL,18-64,STATE,COMPLETE,PROV/OTHIND,45-59,40-49,DEMOCRAT,40-49,JEWISH,0.961
STATE ONLY,40.0,55.0,8.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,CHAFEE,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,ME,MOSTLGL,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,MORETHAN1AWK,OVER100K,CONSERV,18-64,STATE,COMPLETE,PROV/OTHIND,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,1.246
STATE ONLY,40.0,55.0,9.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,WEYGAND,APPROVE,UNFAVORABLE,GORE,EDUCATION,CLINTON,ME,ALWYSLGL,WORSE,APP/UNFAV,DEMOCRAT,POSTGRAD,NONE,NEVER,15-30K,LIBERAL,18-64,STATE,COMPLETE,PROV/OTHIND,45-59,40-49,DEMOCRAT,40-49,NONE,0.897
STATE ONLY,40.0,55.0,10.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,WEYGAND,APPROVE,UNFAVORABLE,GORE,HEALTHCARE,CLINTON,NONE,MOSTLGL,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,NONE,NEVER,30-50K,LIBERAL,18-64,STATE,COMPLETE,PROV/OTHIND,30-44,30-39,DEMOCRAT,30-39,NONE,0.897
STATE ONLY,40.0,55.0,11.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,CHAFEE,APPROVE,UNFAVORABLE,BUSH,TAXES,PEROT,NONE,MOSTILL,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,AFEWAMONTH,OVER100K,CONSERV,18-64,STATE,COMPLETE,PROV/OTHIND,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,1.054
STATE ONLY,40.0,55.0,12.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,CHAFEE,APPROVE,UNFAVORABLE,GORE,EDUCATION,CLINTON,NONE,MOSTLGL,SAME,APP/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,ONCEAWEEK,OVER100K,MODERATE,18-64,STATE,COMPLETE,PROV/OTHIND,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,0.961
STATE ONLY,40.0,55.0,13.0,FIRST CALL,45-49,WHITE,MALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,ECON/JOBS,NOVOTE,NONE,ALWYSLGL,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,JEWISH,NEVER,75-100K,LIBERAL,18-64,STATE,COMPLETE,PROV/OTHIND,45-59,40-49,DEMOCRAT,40-49,JEWISH,0.937
STATE ONLY,40.0,55.0,14.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,CHAFEE,APPROVE,FAVORABLE,GORE,MEDICARE/RX,NOVOTE,NONE,MOSTLGL,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,50-75K,LIBERAL,18-64,STATE,COMPLETE,PROV/OTHIND,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,0.961
STATE ONLY,40.0,55.0,15.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,CHAFEE,APPROVE,UNFAVORABLE,GORE,EDUCATION,CLINTON,NONE,ALWYSLGL,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,PROTESTANT,AFEWAYEAR,OVER100K,MODERATE,18-64,STATE,COMPLETE,PROV/OTHIND,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,0.961
STATE ONLY,40.0,55.0,16.0,FIRST CALL,50-59,WHITE,MALE,NADER,CHAFEE,APPROVE,FAVORABLE,BUSH,HEALTHCARE,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,NEVER,30-50K,MODERATE,18-64,STATE,COMPLETE,PROV/OTHIND,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,0.53
STATE ONLY,40.0,55.0,17.0,FIRST CALL,65-74,WHITE,MALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CLINTON,SOMEONEELSE,MOSTLGL,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,30-50K,MODERATE,65+,STATE,COMPLETE,PROV/OTHIND,60+,60+,IND/OTHER,65+,CATHOLIC,1.108
STATE ONLY,40.0,55.0,18.0,SECOND CALL,65-74,WHITE,MALE,GORE,CHAFEE,APPROVE,UNFAVORABLE,GORE,MEDICARE/RX,CLINTON,NONE,ALWYSLGL,BETTER,APP/UNFAV,INDEPEND,COLGRAD,JEWISH,AFEWAYEAR,50-75K,MODERATE,65+,STATE,COMPLETE,PROV/OTHIND,60+,60+,IND/OTHER,65+,JEWISH,1.188
