VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,PROPME6,GOVTDO,ISSUE,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,20.0,43.0,19.0,SECOND CALL,45-49,WHITE,MALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,NO,LESS,ECON/JOBS,NO,DOLE,WORSE,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,LIBERAL,18-64,STATE,COMPLETE,CD1,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.094
STATE ONLY,20.0,43.0,20.0,SECOND CALL,50-59,WHITE,MALE,,SNOWE,APPROVE,FAVORABLE,OMITS,NO,LESS,OMITS,OMITS,CLINTON,SAME,APP/FAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,,18-64,STATE,COMPLETE,CD1,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.08
STATE ONLY,20.0,43.0,21.0,SECOND CALL,25-29,WHITE,MALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,TAXES,NO,PEROT,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,,15-30K,MODERATE,18-64,STATE,COMPLETE,CD1,18-29,25-29,REPUBLICAN,25-29,,,,1.285
STATE ONLY,20.0,43.0,22.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,SNOWE,APPROVE,UNFAVORABLE,GORE,NO,MORE,EDUCATION,NO,NOVOTE,BETTER,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,NONE,50-75K,MODERATE,18-64,STATE,COMPLETE,CD1,30-44,30-39,IND/OTHER,30-39,NONE,,,0.997
STATE ONLY,20.0,43.0,23.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,LAWRENCE,APPROVE,FAVORABLE,GORE,YES,MORE,HEALTHCARE,NO,CLINTON,SAME,APP/FAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,LESS15K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.924
STATE ONLY,20.0,43.0,24.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,LAWRENCE,APPROVE,UNFAVORABLE,GORE,YES,MORE,WORLDAFFAIRS,NO,NOVOTE,SAME,APP/UNFAV,INDEPEND,COLGRAD,CATHOLIC,15-30K,CONSERV,18-64,STATE,COMPLETE,CD1,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,1.024
STATE ONLY,20.0,43.0,25.0,THIRD CALL,45-49,WHITE,MALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,TAXES,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.032
STATE ONLY,20.0,43.0,26.0,THIRD CALL,25-29,WHITE,MALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,NO,MORE,EDUCATION,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,COMPLETE,CD1,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,1.212
STATE ONLY,20.0,43.0,27.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,EDUCATION,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,NONE,15-30K,MODERATE,18-64,STATE,COMPLETE,CD1,18-29,25-29,REPUBLICAN,25-29,NONE,,,1.169
STATE ONLY,20.0,43.0,28.0,THIRD CALL,25-29,WHITE,MALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,TAXES,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,CD1,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,,,1.285
STATE ONLY,20.0,43.0,29.0,THIRD CALL,30-39,WHITE,MALE,BUSH,SNOWE,APPROVE,UNFAVORABLE,BUSH,YES,LESS,TAXES,NO,DOLE,BETTER,APP/UNFAV,REPUBLCN,POSTGRAD,NONE,OVER100K,CONSERV,18-64,STATE,COMPLETE,CD1,30-44,30-39,REPUBLICAN,30-39,NONE,,,1.032
STATE ONLY,20.0,43.0,30.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,ECON/JOBS,NO,PEROT,WORSE,DIS/UNFAV,INDEPEND,COLGRAD,CATHOLIC,LESS15K,MODERATE,18-64,STATE,COMPLETE,CD1,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.937
STATE ONLY,20.0,43.0,31.0,THIRD CALL,,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,OMITS,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,,STATE,COMPLETE,CD1,,,IND/OTHER,,PROT/CHRIST,,,1.052
STATE ONLY,20.0,43.0,32.0,THIRD CALL,18-24,WHITE,MALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,EDUCATION,NO,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,CD1,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,1.285
STATE ONLY,20.0,43.0,33.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,SNOWE,APPROVE,UNFAVORABLE,GORE,YES,MORE,EDUCATION,NO,CLINTON,SAME,APP/UNFAV,DEMOCRAT,COLGRAD,PROTESTANT,15-30K,LIBERAL,18-64,STATE,COMPLETE,CD1,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.885
STATE ONLY,20.0,43.0,34.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,,LESS,EDUCATION,NO,CLINTON,BETTER,APP/FAV,ELSE,SOMCOL/ASSOC,ELSE,15-30K,MODERATE,18-64,STATE,COMPLETE,CD1,30-44,30-39,IND/OTHER,30-39,OTHER,,,0.9390000000000001
STATE ONLY,20.0,43.0,35.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,ECON/JOBS,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,CD1,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.052
STATE ONLY,20.0,43.0,36.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,SNOWE,APPROVE,UNFAVORABLE,GORE,NO,LESS,WORLDAFFAIRS,NO,PEROT,SAME,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.997
STATE ONLY,20.0,43.0,37.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,LAWRENCE,APPROVE,FAVORABLE,GORE,YES,MORE,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,CD1,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.924
STATE ONLY,20.0,43.0,38.0,THIRD CALL,30-39,WHITE,MALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,SOCIALSECUR,NO,PEROT,BETTER,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,CD1,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,1.032
STATE ONLY,20.0,43.0,39.0,THIRD CALL,45-49,WHITE,MALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,SOCIALSECUR,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.158
STATE ONLY,20.0,43.0,40.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,EDUCATION,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,LESS15K,CONSERV,18-64,STATE,COMPLETE,CD1,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.415
STATE ONLY,20.0,46.0,1.0,FIRST CALL,75+,WHITE,FEMALE,BUSH,SNOWE,APPROVE,FAVORABLE,OMITS,YES,MORE,HEALTHCARE,NO,DOLE,SAME,APP/FAV,REPUBLCN,,PROTESTANT,,,65+,STATE,COMPLETE,CD1,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.817
STATE ONLY,20.0,46.0,2.0,FIRST CALL,65-74,WHITE,FEMALE,NADER,SNOWE,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,YES,MORE,SOCIALSECUR,OMITS,PEROT,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,15-30K,,65+,STATE,COMPLETE,CD1,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.108
STATE ONLY,20.0,46.0,3.0,FIRST CALL,30-39,WHITE,MALE,BUSH,SNOWE,APPROVE,UNFAVORABLE,BUSH,NO,LESS,TAXES,NO,CLINTON,WORSE,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,CD1,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.668
STATE ONLY,20.0,46.0,4.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,TAXES,YES,OMITS,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,CD1,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.5190000000000001
STATE ONLY,20.0,46.0,5.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,EDUCATION,NO,DOLE,WORSE,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,CD1,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.5190000000000001
STATE ONLY,20.0,46.0,6.0,FIRST CALL,75+,WHITE,,GORE,LAWRENCE,OMITS,OMITS,OMITS,NO,MORE,WORLDAFFAIRS,OMITS,OMITS,OMITS,,,,,,,65+,STATE,NOTCOMPLETE,CD1,60+,60+,,65+,,,,2.208
STATE ONLY,20.0,46.0,7.0,FIRST CALL,50-59,WHITE,MALE,BUSH,SNOWE,APPROVE,UNFAVORABLE,BUSH,NO,LESS,ECON/JOBS,NO,DOLE,SAME,APP/UNFAV,REPUBLCN,COLGRAD,NONE,75-100K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,50-59,REPUBLICAN,50-64,NONE,,,1.668
STATE ONLY,20.0,46.0,8.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,WORLDAFFAIRS,NO,PEROT,WORSE,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,NONE,15-30K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,50-59,IND/OTHER,50-64,NONE,,,1.353
STATE ONLY,20.0,46.0,9.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,WORLDAFFAIRS,NO,NOVOTE,WORSE,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.353
STATE ONLY,20.0,46.0,10.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,YES,MORE,MEDICARE/RX,NO,CLINTON,SAME,APP/FAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,15-30K,LIBERAL,18-64,STATE,COMPLETE,CD1,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.2790000000000001
STATE ONLY,20.0,46.0,11.0,FIRST CALL,50-59,WHITE,MALE,GORE,LAWRENCE,APPROVE,UNFAVORABLE,GORE,NO,MORE,HEALTHCARE,YES,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.6440000000000001
STATE ONLY,20.0,46.0,12.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,SNOWE,OMITS,OMITS,OMITS,NO,LESS,MEDICARE/RX,YES,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,CD1,45-59,50-59,,50-64,,,,1.5190000000000001
STATE ONLY,20.0,46.0,13.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,HEALTHCARE,NO,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,HSGRAD,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,CD1,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.5190000000000001
STATE ONLY,20.0,46.0,14.0,FIRST CALL,75+,WHITE,FEMALE,GORE,LAWRENCE,OMITS,OMITS,OMITS,,LESS,MEDICARE/RX,NO,OMITS,OMITS,,,,,,,65+,STATE,NOTCOMPLETE,CD1,60+,60+,,65+,,,,1.895
STATE ONLY,20.0,46.0,15.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,EDUCATION,OMITS,DOLE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CD1,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.5190000000000001
STATE ONLY,20.0,46.0,16.0,SECOND CALL,18-24,WHITE,MALE,BUSH,SNOWE,APPROVE,FAVORABLE,BUSH,YES,LESS,ECON/JOBS,YES,NOVOTE,BETTER,APP/FAV,INDEPEND,NOHS,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,CD1,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,1.649
STATE ONLY,20.0,46.0,17.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,YES,LESS,MEDICARE/RX,YES,CLINTON,SAME,APP/FAV,INDEPEND,HSGRAD,PROTESTANT,15-30K,LIBERAL,18-64,STATE,COMPLETE,CD1,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.2790000000000001
STATE ONLY,20.0,46.0,18.0,SECOND CALL,75+,WHITE,FEMALE,GORE,LAWRENCE,OMITS,OMITS,OMITS,YES,MORE,SOCIALSECUR,OMITS,OMITS,OMITS,,,,,,,65+,STATE,NOTCOMPLETE,CD1,60+,60+,,65+,,,,1.79
STATE ONLY,20.0,46.0,19.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,LAWRENCE,APPROVE,FAVORABLE,GORE,YES,LESS,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,15-30K,LIBERAL,18-64,STATE,COMPLETE,CD1,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,1.476
STATE ONLY,20.0,46.0,20.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,SNOWE,DISAPPR,UNFAVORABLE,GORE,YES,MORE,MEDICARE/RX,OMITS,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,HSGRAD,CATHOLIC,,,18-64,STATE,COMPLETE,CD1,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.2790000000000001
STATE ONLY,20.0,46.0,21.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,LAWRENCE,DISAPPR,UNFAVORABLE,GORE,NO,LESS,MEDICARE/RX,NO,CLINTON,SAME,DIS/UNFAV,ELSE,SOMCOL/ASSOC,ELSE,LESS15K,,18-64,STATE,COMPLETE,CD1,45-59,50-59,IND/OTHER,50-64,OTHER,,,1.493
STATE ONLY,20.0,46.0,22.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,SNOWE,APPROVE,UNFAVORABLE,BUSH,YES,MORE,OMITS,NO,CLINTON,SAME,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,30-50K,,18-64,STATE,COMPLETE,CD1,18-29,25-29,IND/OTHER,25-29,CATHOLIC,,,1.5010000000000001
STATE ONLY,20.0,46.0,23.0,THIRD CALL,30-39,WHITE,MALE,BUSH,SNOWE,APPROVE,FAVORABLE,BUSH,NO,LESS,ECON/JOBS,NO,PEROT,BETTER,APP/FAV,INDEPEND,HSGRAD,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,CD1,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,1.668
STATE ONLY,20.0,46.0,24.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,SNOWE,APPROVE,FAVORABLE,BUSH,YES,MORE,EDUCATION,NO,NOVOTE,BETTER,APP/FAV,INDEPEND,COLGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,CD1,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,1.353
STATE ONLY,20.0,46.0,25.0,THIRD CALL,30-39,WHITE,FEMALE,,,OMITS,OMITS,OMITS,YES,LESS,OMITS,NO,OMITS,BETTER,OMITS,INDEPEND,POSTGRAD,,30-50K,MODERATE,18-64,STATE,COMPLETE,CD1,30-44,30-39,IND/OTHER,30-39,,,,1.278
STATE ONLY,20.0,46.0,26.0,THIRD CALL,50-59,WHITE,MALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,TAXES,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,,CONSERV,18-64,STATE,COMPLETE,CD1,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.668
STATE ONLY,20.0,46.0,27.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,LAWRENCE,APPROVE,UNFAVORABLE,BUSH,YES,MORE,EDUCATION,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,CD1,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,1.564
STATE ONLY,20.0,46.0,28.0,THIRD CALL,65-74,WHITE,MALE,GORE,LAWRENCE,APPROVE,UNFAVORABLE,GORE,YES,MORE,HEALTHCARE,NO,CLINTON,SAME,APP/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,30-50K,MODERATE,65+,STATE,COMPLETE,CD1,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.966
STATE ONLY,20.0,46.0,29.0,THIRD CALL,50-59,WHITE,MALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,NO,MORE,EDUCATION,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.579
STATE ONLY,20.0,46.0,30.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,SNOWE,DISAPPR,FAVORABLE,BUSH,YES,LESS,MEDICARE/RX,NO,CLINTON,SAME,DIS/FAV,DEMOCRAT,NOHS,PROTESTANT,LESS15K,MODERATE,65+,STATE,COMPLETE,CD1,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.716
STATE ONLY,20.0,46.0,31.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,HEALTHCARE,YES,PEROT,SAME,DIS/UNFAV,INDEPEND,HSGRAD,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,CD1,60+,60+,IND/OTHER,50-64,CATHOLIC,,,2.04
STATE ONLY,20.0,46.0,32.0,THIRD CALL,45-49,WHITE,MALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,YES,MORE,MEDICARE/RX,NO,CLINTON,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,1.4040000000000001
STATE ONLY,20.0,46.0,33.0,THIRD CALL,45-49,WHITE,MALE,GORE,,APPROVE,FAVORABLE,GORE,YES,MORE,WORLDAFFAIRS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.422
STATE ONLY,20.0,46.0,34.0,THIRD CALL,45-49,WHITE,MALE,NADER,LAWRENCE,APPROVE,FAVORABLE,GORE,NO,MORE,SOCIALSECUR,NO,OTHER,SAME,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.062
STATE ONLY,20.0,48.0,1.0,FIRST CALL,45-49,WHITE,MALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,NO,OMITS,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,NOHS,NONE,15-30K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,40-49,DEMOCRAT,40-49,NONE,,,1.0110000000000001
STATE ONLY,20.0,48.0,2.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,LAWRENCE,APPROVE,FAVORABLE,GORE,NO,MORE,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,CD1,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.9590000000000001
STATE ONLY,20.0,48.0,4.0,FIRST CALL,18-24,HISP,MALE,NADER,SNOWE,DISAPPR,FAVORABLE,GORE,NO,LESS,ECON/JOBS,YES,PEROT,SAME,DIS/FAV,REPUBLCN,HSGRAD,CATHOLIC,30-50K,LIBERAL,18-64,STATE,COMPLETE,CD1,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,0.645
STATE ONLY,20.0,48.0,5.0,FIRST CALL,18-24,WHITE,FEMALE,GORE,OTHER,DISAPPR,FAVORABLE,BUSH,NO,LESS,WORLDAFFAIRS,YES,DOLE,BETTER,DIS/FAV,REPUBLCN,COLGRAD,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,CD1,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,1.033
STATE ONLY,20.0,48.0,6.0,FIRST CALL,30-39,HISP,MALE,OTHER,SNOWE,APPROVE,FAVORABLE,GORE,NO,MORE,MEDICARE/RX,OMITS,CLINTON,WORSE,APP/FAV,,HSGRAD,CATHOLIC,,,18-64,STATE,COMPLETE,CD1,30-44,30-39,,30-39,CATHOLIC,,,0.891
STATE ONLY,20.0,48.0,7.0,FIRST CALL,25-29,WHITE,MALE,NADER,SNOWE,APPROVE,UNFAVORABLE,BUSH,YES,MORE,HEALTHCARE,NO,CLINTON,BETTER,APP/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,CD1,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.643
STATE ONLY,20.0,48.0,8.0,FIRST CALL,,WHITE,MALE,GORE,LAWRENCE,APPROVE,UNFAVORABLE,GORE,NO,LESS,MEDICARE/RX,NO,CLINTON,WORSE,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,,STATE,COMPLETE,CD1,,,DEMOCRAT,,PROT/CHRIST,,,1.053
STATE ONLY,20.0,48.0,9.0,FIRST CALL,25-29,WHITE,MALE,BUCHANAN,SNOWE,APPROVE,FAVORABLE,GORE,YES,MORE,MEDICARE/RX,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,CD1,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.896
STATE ONLY,20.0,48.0,10.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,HEALTHCARE,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,50-75K,MODERATE,65+,STATE,COMPLETE,CD1,60+,60+,REPUBLICAN,65+,CATHOLIC,,,1.234
STATE ONLY,20.0,48.0,11.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,SNOWE,APPROVE,UNFAVORABLE,GORE,YES,MORE,WORLDAFFAIRS,NO,CLINTON,WORSE,APP/UNFAV,REPUBLCN,NOHS,PROTESTANT,,MODERATE,65+,STATE,COMPLETE,CD1,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.162
STATE ONLY,20.0,48.0,12.0,FIRST CALL,30-39,WHITE,MALE,BUSH,LAWRENCE,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,HEALTHCARE,NO,CLINTON,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,CD1,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.992
STATE ONLY,20.0,48.0,13.0,FIRST CALL,45-49,WHITE,MALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,YES,MORE,EDUCATION,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.898
STATE ONLY,20.0,48.0,14.0,FIRST CALL,50-59,WHITE,FEMALE,NADER,LAWRENCE,DISAPPR,UNFAVORABLE,GORE,YES,LESS,EDUCATION,YES,PEROT,WORSE,DIS/UNFAV,INDEPEND,HSGRAD,NONE,30-50K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,50-59,IND/OTHER,50-64,NONE,,,0.551
STATE ONLY,20.0,48.0,15.0,SECOND CALL,18-24,WHITE,MALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,NO,MORE,EDUCATION,NO,NOVOTE,SAME,APP/FAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,CD1,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,1.122
