VERSION,STATEID,PRECINCT,SEQ,CALL,WGT,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,HOU,XWAY2000,GOVTDO,ISSUE,QUAL,RELRIGHT,X6VOTE,UNION4,ABORTION,FINSIT,JOBPERS,WORK,PARTYID,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,HISPANIC,QRACE,REL5,TRACK,PRESKNOW,FTVOTER,SAYANY,ISSVQUAL,VNS1,VNS2,GAY,CLINPRES,NEC,FEC,CLINECON,WEIGHT
NATIONAL GREY,44.0,55.0,29.0,SECOND CALL,1338.0,18-24,WHITE,FEMALE,GORE,KELLY,,,DEM,,,,,,,,,,,,DEMOCRAT,SOMCOL/ASSOC,,,LESS15K,,,MODERATE,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,SOUTH,18-29,18-24,DEMOCRAT,18-24,NO,WHITE,,,ONLYGORE,,BOTH,,,,,,,,,1.338
NATIONAL GREY,44.0,55.0,30.0,SECOND CALL,1065.0,30-39,BLACK,MALE,GORE,KELLY,,,DEM,,,,,,,,,,,,DEMOCRAT,SOMCOL/ASSOC,,,30-50K,,,MODERATE,18-64,SOCIALSECURI,NATIONAL,COMPLETE,SOUTH,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,,,ONLYGORE,,ONLYBUSH,,,,,,,,,1.065
NATIONAL GREY,44.0,55.0,31.0,SECOND CALL,1065.0,45-49,HISP,MALE,GORE,KELLY,,,DEM,,,,,,,,,,,,DEMOCRAT,SOMCOL/ASSOC,,,15-30K,,,MODERATE,18-64,SOCIALSECURI,NATIONAL,COMPLETE,SOUTH,45-59,40-49,DEMOCRAT,40-49,YES,BLACK,,,ONLYGORE,,ONLYBUSH,,,,,,,,,1.065
NATIONAL GREY,44.0,55.0,32.0,SECOND CALL,1369.0,18-24,BLACK,MALE,GORE,KELLY,,,DEM,,,,,,,,,,,,DEMOCRAT,HSGRAD,,,15-30K,,,MODERATE,18-64,SOCIALSECURI,NATIONAL,COMPLETE,SOUTH,18-29,18-24,DEMOCRAT,18-24,NO,BLACK,,,ONLYGORE,,ONLYGORE,,,,,,,,,1.369
NATIONAL PINK,44.0,55.0,33.0,SECOND CALL,1110.0,30-39,BLACK,FEMALE,GORE,KELLY,,,DEM,,,,,NO,,NONE,,,,YES,ELSE,,OTHERCHRIST,,50-75K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,30-39,IND/OTHER,30-39,NO,BLACK,PROT/CHRIST,,,NO,,,,,,,,,,1.11
NATIONAL PINK,44.0,55.0,34.0,SECOND CALL,1003.0,50-59,ASIAN,MALE,GORE,KELLY,,,DEM,,,,,NO,,NONE,,,,YES,DEMOCRAT,,PROTESTANT,,15-30K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,SOUTH,45-59,50-59,DEMOCRAT,50-64,NO,ASIAN,PROT/CHRIST,,,NO,,,,,,,,,,1.0030000000000001
NATIONAL PINK,44.0,55.0,35.0,SECOND CALL,1065.0,40-44,BLACK,MALE,GORE,KELLY,,,DEM,,,,,NO,,ME,,,,YES,DEMOCRAT,,,,30-50K,NO,YES,,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,,,,NO,,,,,,,,,,1.065
NATIONAL PINK,44.0,55.0,36.0,SECOND CALL,1110.0,30-39,BLACK,FEMALE,GORE,KELLY,,,DEM,,,,,YES,,NONE,,,,NO,DEMOCRAT,,OTHERCHRIST,,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,,,NO,,,,,,,,,,1.11
NATIONAL PINK,44.0,55.0,37.0,SECOND CALL,2478.0,40-44,BLACK,MALE,OTHER,OTHER,,,OTHER,,,,,NO,,NONE,,,,YES,DEMOCRAT,,OTHERCHRIST,,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,,,NO,,,,,,,,,,2.478
NATIONAL WHITE,44.0,55.0,38.0,THIRD CALL,1149.0,25-29,BLACK,MALE,GORE,,APPROVE,FAVORABLE,,GORE,MORE,SOCIALSECUR,COMPLEXISSUE,NO,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,CATHOLIC,ONCEAWEEK,30-50K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTH,18-29,25-29,DEMOCRAT,25-29,NO,BLACK,CATHOLIC,RIGHTDIR,,NO,,ISSUES,,,,NEITHER,GOOD,BETTER,VERYRESPONSI,1.149
NATIONAL WHITE,44.0,55.0,39.0,THIRD CALL,1065.0,30-39,BLACK,MALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,SOCIALSECUR,CARES,YES,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,15-30K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,NOTGOOD,SAME,VERYRESPONSI,1.065
NATIONAL WHITE,44.0,55.0,40.0,THIRD CALL,1003.0,50-59,OTHER,MALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,EDUCATION,CARES,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,DEMOCRAT,NOHS,OTHERCHRIST,MORETHAN1AWK,LESS15K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTH,45-59,50-59,DEMOCRAT,50-64,NO,OTHER,PROT/CHRIST,RIGHTDIR,,NO,,ISSUES,,,NO,SUPPORTCLIN,EXCEL,SAME,VERYRESPONSI,1.0030000000000001
NATIONAL YELLOW,44.0,55.0,41.0,THIRD CALL,1065.0,45-49,HISP,MALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,BUSH,MORE,TAXES,EXPERIENCE,YES,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,NO,DEMOCRAT,NOHS,PROTESTANT,MORETHAN1AWK,15-30K,YES,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,SOUTH,45-59,40-49,DEMOCRAT,40-49,YES,HISP,PROT/CHRIST,RIGHTDIR,,,,ISSUES,TAXES,EXPERIENCE,,OMITS,EXCEL,BETTER,VERYRESPONSI,1.065
NATIONAL YELLOW,44.0,55.0,42.0,THIRD CALL,1110.0,45-49,BLACK,FEMALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,HEALTHCARE,COMPLEXISSUE,YES,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,50-75K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,SOUTH,45-59,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,WRONGTRACK,,NO,,ISSUES,HEALTHCARE,COMPLEXISSUE,NO,NEITHER,EXCEL,BETTER,SOMEWHATRESP,1.11
NATIONAL YELLOW,44.0,55.0,43.0,THIRD CALL,1424.0,25-29,BLACK,FEMALE,GORE,KELLY,APPROVE,FAVORABLE,REP,GORE,LESS,EDUCATION,EXPERIENCE,YES,PEROT,SOMEONEELSE,ALWYSLGL,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,MORETHAN1AWK,15-30K,NO,YES,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTH,18-29,25-29,DEMOCRAT,25-29,NO,BLACK,PROT/CHRIST,WRONGTRACK,,NO,,ISSUES,EDUCATION,EXPERIENCE,YES,NEITHER,EXCEL,BETTER,VERYRESPONSI,1.424
NATIONAL GREY,44.0,55.0,44.0,THIRD CALL,1424.0,25-29,HISP,FEMALE,GORE,KELLY,,,DEM,,,,,,,,,,,,DEMOCRAT,NOHS,,,15-30K,,,MODERATE,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,SOUTH,18-29,25-29,DEMOCRAT,25-29,YES,BLACK,,,ONLYGORE,,ONLYGORE,,,,,,,,,1.424
NATIONAL GREY,44.0,55.0,45.0,THIRD CALL,1110.0,40-44,BLACK,FEMALE,GORE,KELLY,,,DEM,,,,,,,,,,,,DEMOCRAT,POSTGRAD,,,30-50K,,,MODERATE,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,SOUTH,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,,,BOTH,,ONLYGORE,,,,,,,,,1.11
NATIONAL GREY,44.0,55.0,46.0,THIRD CALL,1065.0,50-59,BLACK,MALE,GORE,KELLY,,,DEM,,,,,,,,,,,,DEMOCRAT,COLGRAD,,,15-30K,,,MODERATE,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,SOUTH,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,,,ONLYGORE,,ONLYGORE,,,,,,,,,1.065
NATIONAL PINK,44.0,55.0,47.0,THIRD CALL,1110.0,30-39,BLACK,FEMALE,GORE,KELLY,,,DEM,,,,,YES,,ME,,,,YES,DEMOCRAT,,PROTESTANT,,15-30K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,,,NO,,,,,,,,,,1.11
NATIONAL PINK,44.0,55.0,48.0,THIRD CALL,1065.0,30-39,BLACK,MALE,GORE,KELLY,,,DEM,,,,,NO,,NONE,,,,YES,DEMOCRAT,,ELSE,,50-75K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,OTHER,,,YES,,,,,,,,,,1.065
NATIONAL PINK,44.0,55.0,49.0,THIRD CALL,1110.0,30-39,BLACK,FEMALE,GORE,KELLY,,,DEM,,,,,NO,,NONE,,,,YES,DEMOCRAT,,ELSE,,50-75K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,SOUTH,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,OTHER,,,NO,,,,,,,,,,1.11
NATIONAL WHITE,44.0,61.0,1.0,FIRST CALL,1365.0,45-49,HISP,MALE,GORE,HUTCHISON,APPROVE,FAVORABLE,REP,GORE,MORE,ECON/JOBS,CARES,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,INDEPEND,HSGRAD,CATHOLIC,AFEWAMONTH,15-30K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,45-59,40-49,IND/OTHER,40-49,YES,HISP,CATHOLIC,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,1.365
NATIONAL WHITE,44.0,61.0,2.0,FIRST CALL,2338.0,65-74,WHITE,FEMALE,BUSH,HUTCHISON,APPROVE,UNFAVORABLE,REP,BUSH,MORE,SOCIALSECUR,HONEST,OMITS,NOVOTE,NONE,ALWYSILL,SAME,APP/UNFAV,NO,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,MORETHAN1AWK,50-75K,NO,NO,MODERATE,65+,,NATIONAL,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,NO,WHITE,CATHOLIC,RIGHTDIR,,NO,,ISSUES,,,NO,OPPOSECLIN,GOOD,SAME,SOMEWHATRESP,2.338
NATIONAL WHITE,44.0,61.0,3.0,FIRST CALL,2004.0,30-39,,MALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,DEM,BUSH,LESS,HEALTHCARE,HONEST,NO,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,YES,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,30-50K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,NO,,PROT/CHRIST,RIGHTDIR,,NO,,PERSONALQUAL,,,NO,OPPOSECLIN,GOOD,SAME,NOTTOORESPON,2.004
NATIONAL WHITE,44.0,61.0,4.0,FIRST CALL,3161.0,60-64,WHITE,MALE,BUSH,HUTCHISON,DISAPPR,OMITS,DEM,BUSH,LESS,MEDICARE/RX,CARES,NO,DOLE,NONE,ALWYSILL,WORSE,OMITS,YES,REPUBLCN,COLGRAD,CATHOLIC,ONCEAWEEK,30-50K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,EAST,60+,60+,REPUBLICAN,50-64,NO,WHITE,CATHOLIC,WRONGTRACK,,NO,,ISSUES,,,NO,NEITHER,GOOD,SAME,NOTATALLRESP,3.161
NATIONAL WHITE,44.0,61.0,5.0,FIRST CALL,1483.0,40-44,WHITE,FEMALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,REP,BUSH,LESS,WORLDAFFAIRS,HONEST,NO,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,YES,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,30-50K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,EAST,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,WRONGTRACK,,NO,,ISSUES,,,NO,NEITHER,GOOD,SAME,NOTTOORESPON,1.483
NATIONAL YELLOW,44.0,61.0,6.0,FIRST CALL,1483.0,40-44,WHITE,FEMALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,DEM,BUSH,LESS,ECON/JOBS,HONEST,NO,DOLE,NONE,ALWYSILL,BETTER,DIS/UNFAV,YES,INDEPEND,COLGRAD,PROTESTANT,ONCEAWEEK,15-30K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,EAST,30-44,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,WRONGTRACK,,NO,,PERSONALQUAL,ECON/JOBS,HONEST,NO,NEITHER,GOOD,SAME,NOTTOORESPON,1.483
NATIONAL YELLOW,44.0,61.0,7.0,FIRST CALL,2004.0,50-59,WHITE,MALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,REP,BUSH,LESS,MEDICARE/RX,HONEST,NO,DOLE,NONE,ALWYSILL,SAME,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,15-30K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,EAST,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,WRONGTRACK,,NO,,ISSUES,MEDICARE/RX,HONEST,NO,NEITHER,GOOD,WORSE,NOTATALLRESP,2.004
NATIONAL YELLOW,44.0,61.0,8.0,FIRST CALL,1483.0,40-44,WHITE,FEMALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,REP,BUSH,LESS,ECON/JOBS,STRONGLEADER,NO,DOLE,NONE,ALWYSILL,SAME,DIS/UNFAV,YES,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,15-30K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,WRONGTRACK,,NO,,PERSONALQUAL,ECON/JOBS,STRONGLEADER,NO,NEITHER,GOOD,SAME,NOTATALLRESP,1.483
NATIONAL YELLOW,44.0,61.0,9.0,FIRST CALL,2004.0,30-39,WHITE,MALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,DEM,BUSH,LESS,EDUCATION,HONEST,NO,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,YES,REPUBLCN,COLGRAD,PROTESTANT,MORETHAN1AWK,15-30K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,WRONGTRACK,,NO,,PERSONALQUAL,EDUCATION,HONEST,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,2.004
NATIONAL YELLOW,44.0,61.0,10.0,FIRST CALL,2004.0,45-49,WHITE,MALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,DEM,BUSH,LESS,ECON/JOBS,HONEST,NO,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,YES,REPUBLCN,POSTGRAD,OTHERCHRIST,AFEWAMONTH,30-50K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,EAST,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,RIGHTDIR,,NO,,ISSUES,ECON/JOBS,HONEST,NO,NEITHER,GOOD,SAME,NOTTOORESPON,2.004
NATIONAL GREY,44.0,61.0,11.0,FIRST CALL,1028.0,50-59,WHITE,FEMALE,GORE,HUTCHISON,,,REP,,,,,,,,,,,,REPUBLCN,SOMCOL/ASSOC,,,50-75K,,,CONSERV,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,EAST,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,,,BOTH,,NEITHER,,,,,,,,,1.028
NATIONAL GREY,44.0,61.0,12.0,FIRST CALL,2004.0,45-49,WHITE,MALE,BUSH,HUTCHISON,,,DEM,,,,,,,,,,,,REPUBLCN,COLGRAD,,,30-50K,,,MODERATE,18-64,SOCIALSECURI,NATIONAL,COMPLETE,EAST,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,,,ONLYGORE,,ONLYGORE,,,,,,,,,2.004
NATIONAL GREY,44.0,61.0,13.0,FIRST CALL,1971.0,30-39,BLACK,MALE,BUSH,HUTCHISON,,,DEM,,,,,,,,,,,,REPUBLCN,SOMCOL/ASSOC,,,15-30K,,,MODERATE,18-64,SOCIALSECURI,NATIONAL,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,NO,BLACK,,,BOTH,,ONLYGORE,,,,,,,,,1.971
NATIONAL GREY,44.0,61.0,14.0,FIRST CALL,1456.0,40-44,HISP,FEMALE,BUSH,HUTCHISON,,,DEM,,,,,,,,,,,,INDEPEND,HSGRAD,,,15-30K,,,CONSERV,18-64,OTHRPROGRAMS,NATIONAL,COMPLETE,EAST,30-44,40-49,IND/OTHER,40-49,NO,HISP,,,BOTH,,BOTH,,,,,,,,,1.456
NATIONAL PINK,44.0,61.0,15.0,FIRST CALL,1483.0,30-39,WHITE,FEMALE,BUSH,HUTCHISON,,,REP,,,,,YES,,NONE,,,,YES,,,CATHOLIC,,OVER100K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,EAST,30-44,30-39,,30-39,NO,WHITE,CATHOLIC,,,NO,,,,,,,,,,1.483
NATIONAL PINK,44.0,61.0,16.0,FIRST CALL,1009.0,30-39,BLACK,FEMALE,GORE,HUTCHISON,,,DEM,,,,,NO,,SOMEONEELSE,,,,YES,DEMOCRAT,,OTHERCHRIST,,15-30K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,,,YES,,,,,,,,,,1.0090000000000001
NATIONAL PINK,44.0,61.0,17.0,FIRST CALL,2338.0,25-29,WHITE,FEMALE,BUSH,HUTCHISON,,,REP,,,,,NO,,NONE,,,,YES,INDEPEND,,CATHOLIC,,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,18-29,25-29,IND/OTHER,25-29,NO,WHITE,CATHOLIC,,,NO,,,,,,,,,,2.338
NATIONAL PINK,44.0,61.0,18.0,FIRST CALL,1009.0,45-49,BLACK,FEMALE,GORE,HUTCHISON,,,DEM,,,,,NO,,NONE,,,,YES,DEMOCRAT,,ELSE,,30-50K,NO,YES,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,NO,BLACK,OTHER,,,NO,,,,,,,,,,1.0090000000000001
NATIONAL WHITE,44.0,61.0,19.0,SECOND CALL,1483.0,30-39,WHITE,FEMALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,REP,BUSH,LESS,HEALTHCARE,HONEST,NO,DOLE,NONE,ALWYSILL,SAME,DIS/UNFAV,YES,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,WRONGTRACK,,NO,,PERSONALQUAL,,,NO,NEITHER,GOOD,SAME,NOTATALLRESP,1.483
NATIONAL WHITE,44.0,61.0,20.0,SECOND CALL,2004.0,40-44,WHITE,MALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,DEM,BUSH,LESS,TAXES,HONEST,NO,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,YES,REPUBLCN,COLGRAD,NONE,AFEWAYEAR,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,NONE,RIGHTDIR,,NO,,PERSONALQUAL,,,NO,NEITHER,GOOD,SAME,NOTATALLRESP,2.004
NATIONAL WHITE,44.0,61.0,21.0,SECOND CALL,2004.0,30-39,WHITE,MALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,DEM,BUSH,LESS,ECON/JOBS,HONEST,NO,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,YES,REPUBLCN,COLGRAD,PROTESTANT,AFEWAMONTH,50-75K,NO,YES,CONSERV,18-64,,NATIONAL,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,WRONGTRACK,,NO,,PERSONALQUAL,,,NO,NEITHER,GOOD,SAME,NOTATALLRESP,2.004
NATIONAL WHITE,44.0,61.0,22.0,SECOND CALL,164.0,50-59,WHITE,FEMALE,BUCHANAN,HUTCHISON,DISAPPR,UNFAVORABLE,DEM,BUSH,LESS,HEALTHCARE,HONEST,NO,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,YES,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,30-50K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,EAST,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,CATHOLIC,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,GOOD,SAME,NOTATALLRESP,0.164
NATIONAL WHITE,44.0,61.0,23.0,SECOND CALL,1456.0,30-39,HISP,FEMALE,BUSH,HUTCHISON,APPROVE,UNFAVORABLE,DEM,BUSH,MORE,TAXES,EXPERIENCE,NO,CLINTON,SOMEONEELSE,ALWYSILL,SAME,APP/UNFAV,YES,INDEPEND,NOHS,CATHOLIC,ONCEAWEEK,15-30K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,YES,HISP,CATHOLIC,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,GOOD,WORSE,NOTATALLRESP,1.456
NATIONAL WHITE,44.0,61.0,24.0,SECOND CALL,2338.0,18-24,WHITE,FEMALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,DEM,BUSH,MORE,ECON/JOBS,HONEST,NO,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,NO,ELSE,HSGRAD,ELSE,AFEWAMONTH,15-30K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,18-29,18-24,IND/OTHER,18-24,NO,WHITE,OTHER,WRONGTRACK,,,,PERSONALQUAL,,,NO,OPPOSECLIN,GOOD,SAME,NOTATALLRESP,2.338
NATIONAL YELLOW,44.0,61.0,25.0,SECOND CALL,1971.0,40-44,BLACK,MALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,DEM,BUSH,LESS,TAXES,HONEST,NO,CLINTON,NONE,MOSTLGL,SAME,DIS/UNFAV,YES,REPUBLCN,COLGRAD,PROTESTANT,ONCEAWEEK,30-50K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,EAST,30-44,40-49,REPUBLICAN,40-49,NO,BLACK,PROT/CHRIST,WRONGTRACK,,NO,,PERSONALQUAL,TAXES,HONEST,NO,NEITHER,GOOD,SAME,NOTATALLRESP,1.971
NATIONAL YELLOW,44.0,61.0,26.0,SECOND CALL,2338.0,60-64,WHITE,FEMALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,REP,BUSH,LESS,HEALTHCARE,HONEST,NO,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,ONCEAWEEK,30-50K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,EAST,60+,60+,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,WRONGTRACK,,NO,,ISSUES,HEALTHCARE,HONEST,NO,OPPOSECLIN,GOOD,SAME,NOTTOORESPON,2.338
NATIONAL YELLOW,44.0,61.0,27.0,SECOND CALL,2910.0,18-24,WHITE,MALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,HEALTHCARE,EXPERIENCE,NO,NOVOTE,NONE,MOSTLGL,BETTER,APP/FAV,YES,ELSE,SOMCOL/ASSOC,ELSE,AFEWAYEAR,15-30K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,EAST,18-29,18-24,IND/OTHER,18-24,NO,WHITE,OTHER,RIGHTDIR,,YES,,ISSUES,HEALTHCARE,EXPERIENCE,NO,NEITHER,GOOD,BETTER,SOMEWHATRESP,2.91
NATIONAL YELLOW,44.0,61.0,28.0,SECOND CALL,1342.0,40-44,HISP,FEMALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,MEDICARE/RX,STRONGLEADER,NO,OTHER,NONE,OMITS,SAME,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,ELSE,ONCEAWEEK,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,YES,ASIAN,OTHER,RIGHTDIR,,NO,,PERSONALQUAL,MEDICARE/RX,STRONGLEADER,NO,SUPPORTCLIN,GOOD,SAME,SOMEWHATRESP,1.342
NATIONAL YELLOW,44.0,61.0,29.0,SECOND CALL,1483.0,30-39,WHITE,FEMALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,DEM,BUSH,MORE,TAXES,HONEST,NO,DOLE,NONE,ALWYSILL,SAME,DIS/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,MORETHAN1AWK,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,WRONGTRACK,,NO,,PERSONALQUAL,TAXES,HONEST,NO,NEITHER,GOOD,SAME,NOTATALLRESP,1.483
NATIONAL YELLOW,44.0,61.0,30.0,SECOND CALL,164.0,50-59,WHITE,FEMALE,BUCHANAN,HUTCHISON,DISAPPR,UNFAVORABLE,DEM,WOULDNOTVOTE,LESS,WORLDAFFAIRS,LIKEABLE,YES,NOVOTE,SOMEONEELSE,ALWYSILL,SAME,DIS/UNFAV,NO,ELSE,HSGRAD,OTHERCHRIST,MORETHAN1AWK,15-30K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,EAST,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,RIGHTDIR,,NO,,PERSONALQUAL,WORLDAFFAIRS,LIKEABLE,NO,NEITHER,GOOD,SAME,NOTATALLRESP,0.164
