VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,HOU,XWAY2000,X6VOTE,FINSIT,JOBPERS,PARTYID,RELIGION,INCOME,PHIL3,OVER65,LOGO,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,WEIGHT
STATE ONLY,51.0,9.0,38.0,THIRD CALL,30-39,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,50-75K,MODERATE,18-64,NO,STATE,NORTH,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,0.494
STATE ONLY,51.0,9.0,39.0,THIRD CALL,50-59,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,PEROT,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,,MODERATE,18-64,YES,STATE,NORTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,0.494
STATE ONLY,51.0,9.0,40.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,THOMAS,APPROVE,UNFAVORABLE,GREEN,GORE,CLINTON,WORSE,APP/UNFAV,DEMOCRAT,PROTESTANT,75-100K,MODERATE,18-64,YES,STATE,NORTH,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,0.518
STATE ONLY,51.0,9.0,41.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,OTHER,APPROVE,FAVORABLE,GREEN,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,ELSE,50-75K,LIBERAL,18-64,NO,STATE,NORTH,45-59,40-49,DEMOCRAT,40-49,OTHER,0.604
STATE ONLY,51.0,9.0,42.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,YES,STATE,NORTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.439
STATE ONLY,51.0,9.0,43.0,THIRD CALL,45-49,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,NONE,50-75K,MODERATE,18-64,NO,STATE,NORTH,45-59,40-49,REPUBLICAN,40-49,NONE,0.494
STATE ONLY,51.0,9.0,44.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,LOGAN,APPROVE,FAVORABLE,GREEN,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,CATHOLIC,30-50K,LIBERAL,18-64,YES,STATE,NORTH,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,0.558
STATE ONLY,51.0,9.0,45.0,THIRD CALL,50-59,BLACK,MALE,GORE,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,CLINTON,WORSE,DIS/UNFAV,REPUBLCN,CATHOLIC,50-75K,MODERATE,18-64,YES,STATE,NORTH,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,0.638
STATE ONLY,51.0,9.0,46.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,PEROT,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,CONSERV,18-64,YES,STATE,NORTH,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,0.481
STATE ONLY,51.0,9.0,47.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,LOGAN,APPROVE,UNFAVORABLE,GREEN,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,50-75K,MODERATE,18-64,NO,STATE,NORTH,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,0.605
STATE ONLY,51.0,9.0,48.0,THIRD CALL,45-49,BLACK,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,YES,STATE,NORTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.47200000000000003
STATE ONLY,51.0,14.0,1.0,FIRST CALL,40-44,BLACK,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,,STATE,NORTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.532
STATE ONLY,51.0,14.0,2.0,FIRST CALL,45-49,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,PEROT,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,15-30K,MODERATE,18-64,YES,STATE,NORTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.554
STATE ONLY,51.0,14.0,3.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,INDEPEND,CATHOLIC,50-75K,MODERATE,18-64,YES,STATE,NORTH,45-59,50-59,IND/OTHER,50-64,CATHOLIC,0.495
STATE ONLY,51.0,14.0,4.0,FIRST CALL,45-49,HISP,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,50-75K,MODERATE,18-64,YES,STATE,NORTH,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,0.532
STATE ONLY,51.0,14.0,5.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,NONE,OVER100K,MODERATE,18-64,YES,STATE,NORTH,18-29,25-29,REPUBLICAN,25-29,NONE,0.535
STATE ONLY,51.0,14.0,6.0,FIRST CALL,50-59,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,CONSERV,18-64,YES,STATE,NORTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,0.554
STATE ONLY,51.0,14.0,7.0,FIRST CALL,30-39,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,WORSE,DIS/UNFAV,ELSE,PROTESTANT,LESS15K,CONSERV,18-64,,STATE,NORTH,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,0.554
STATE ONLY,51.0,14.0,8.0,FIRST CALL,30-39,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,CLINTON,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,MODERATE,18-64,,STATE,NORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,0.554
STATE ONLY,51.0,14.0,9.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,PEROT,SAME,DIS/UNFAV,INDEPEND,OTHERCHRIST,50-75K,MODERATE,18-64,,STATE,NORTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,0.495
STATE ONLY,51.0,14.0,10.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,THOMAS,APPROVE,FAVORABLE,GREEN,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,LESS15K,MODERATE,65+,,STATE,NORTH,60+,60+,DEMOCRAT,65+,PROT/CHRIST,0.636
STATE ONLY,51.0,14.0,11.0,FIRST CALL,75+,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,LESS15K,CONSERV,65+,,STATE,NORTH,60+,60+,REPUBLICAN,65+,CATHOLIC,0.606
STATE ONLY,51.0,14.0,12.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,,STATE,NORTH,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,0.54
STATE ONLY,51.0,14.0,13.0,FIRST CALL,45-49,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,CONSERV,18-64,,STATE,NORTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.554
STATE ONLY,51.0,14.0,14.0,FIRST CALL,50-59,OTHER,FEMALE,BUSH,THOMAS,DISAPPR,FAVORABLE,CUBIN,BUSH,PEROT,BETTER,DIS/FAV,DEMOCRAT,PROTESTANT,30-50K,LIBERAL,18-64,,STATE,NORTH,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,0.495
STATE ONLY,51.0,14.0,15.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,THOMAS,APPROVE,UNFAVORABLE,CUBIN,BUSH,CLINTON,WORSE,APP/UNFAV,DEMOCRAT,OTHERCHRIST,LESS15K,MODERATE,18-64,NO,STATE,NORTH,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,0.495
STATE ONLY,51.0,14.0,16.0,THIRD CALL,50-59,WHITE,FEMALE,BUCHANAN,THOMAS,APPROVE,UNFAVORABLE,GREEN,BUSH,PEROT,BETTER,APP/UNFAV,INDEPEND,CATHOLIC,30-50K,MODERATE,18-64,YES,STATE,NORTH,45-59,50-59,IND/OTHER,50-64,CATHOLIC,0.176
STATE ONLY,51.0,14.0,17.0,THIRD CALL,65-74,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,,15-30K,,65+,YES,STATE,NORTH,60+,60+,REPUBLICAN,65+,,0.606
STATE ONLY,51.0,14.0,18.0,THIRD CALL,65-74,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,CLINTON,WORSE,DIS/UNFAV,REPUBLCN,CATHOLIC,15-30K,LIBERAL,65+,NO,STATE,NORTH,60+,60+,REPUBLICAN,65+,CATHOLIC,0.606
STATE ONLY,51.0,14.0,19.0,THIRD CALL,75+,WHITE,MALE,GORE,THOMAS,OMITS,OMITS,CUBIN,GORE,CLINTON,BETTER,OMITS,DEMOCRAT,PROTESTANT,15-30K,MODERATE,65+,NO,STATE,NORTH,60+,60+,DEMOCRAT,65+,PROT/CHRIST,0.8190000000000001
STATE ONLY,51.0,14.0,20.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,NO,STATE,NORTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.495
STATE ONLY,51.0,14.0,21.0,THIRD CALL,50-59,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,PEROT,SAME,DIS/UNFAV,REPUBLCN,ELSE,15-30K,MODERATE,18-64,YES,STATE,NORTH,45-59,50-59,REPUBLICAN,50-64,OTHER,0.554
STATE ONLY,51.0,14.0,22.0,THIRD CALL,50-59,WHITE,MALE,GORE,LOGAN,APPROVE,FAVORABLE,GREEN,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,75-100K,LIBERAL,18-64,YES,STATE,NORTH,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,0.704
STATE ONLY,51.0,14.0,23.0,THIRD CALL,30-39,WHITE,MALE,GORE,THOMAS,APPROVE,FAVORABLE,GREEN,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,ELSE,LESS15K,LIBERAL,18-64,YES,STATE,NORTH,30-44,30-39,DEMOCRAT,30-39,OTHER,0.652
STATE ONLY,51.0,14.0,24.0,THIRD CALL,40-44,WHITE,MALE,BUCHANAN,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,WOULDNOTVOTE,DOLE,WORSE,DIS/UNFAV,ELSE,PROTESTANT,30-50K,CONSERV,18-64,NO,STATE,NORTH,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,0.228
STATE ONLY,51.0,14.0,25.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,CONSERV,18-64,NO,STATE,NORTH,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,0.535
STATE ONLY,51.0,14.0,26.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,NO,STATE,NORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,0.495
STATE ONLY,51.0,14.0,27.0,THIRD CALL,40-44,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,GREEN,BUSH,DOLE,BETTER,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,75-100K,MODERATE,18-64,NO,STATE,NORTH,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,0.481
STATE ONLY,51.0,14.0,28.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,THOMAS,APPROVE,UNFAVORABLE,CUBIN,GORE,CLINTON,SAME,APP/UNFAV,INDEPEND,PROTESTANT,30-50K,MODERATE,18-64,YES,STATE,NORTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,0.667
STATE ONLY,51.0,14.0,29.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,THOMAS,APPROVE,UNFAVORABLE,GREEN,BUSH,PEROT,BETTER,APP/UNFAV,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,NO,STATE,NORTH,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,0.428
STATE ONLY,51.0,14.0,30.0,THIRD CALL,50-59,WHITE,MALE,BUSH,THOMAS,APPROVE,FAVORABLE,CUBIN,BUSH,DOLE,BETTER,APP/FAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,NO,STATE,NORTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,0.554
STATE ONLY,51.0,14.0,31.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,LOGAN,APPROVE,UNFAVORABLE,GREEN,BUSH,CLINTON,BETTER,APP/UNFAV,INDEPEND,PROTESTANT,15-30K,LIBERAL,18-64,YES,STATE,NORTH,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,0.464
STATE ONLY,51.0,14.0,32.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,GREEN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,75-100K,CONSERV,18-64,NO,STATE,NORTH,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,0.428
STATE ONLY,51.0,14.0,33.0,THIRD CALL,50-59,BLACK,MALE,BUSH,THOMAS,APPROVE,FAVORABLE,GREEN,BUSH,CLINTON,BETTER,APP/FAV,INDEPEND,PROTESTANT,50-75K,MODERATE,18-64,YES,STATE,NORTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,0.461
STATE ONLY,51.0,14.0,34.0,THIRD CALL,45-49,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,GREEN,BUSH,CLINTON,SAME,DIS/UNFAV,ELSE,PROTESTANT,50-75K,MODERATE,18-64,YES,STATE,NORTH,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,0.481
STATE ONLY,51.0,14.0,35.0,THIRD CALL,45-49,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,CONSERV,18-64,NO,STATE,NORTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.554
STATE ONLY,51.0,14.0,36.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,THOMAS,APPROVE,UNFAVORABLE,CUBIN,BUSH,DOLE,BETTER,APP/UNFAV,REPUBLCN,PROTESTANT,75-100K,MODERATE,18-64,NO,STATE,NORTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.495
STATE ONLY,51.0,14.0,37.0,THIRD CALL,40-44,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,GREEN,BUSH,DOLE,BETTER,DIS/UNFAV,ELSE,CATHOLIC,30-50K,LIBERAL,18-64,YES,STATE,NORTH,30-44,40-49,IND/OTHER,40-49,CATHOLIC,0.481
STATE ONLY,51.0,14.0,38.0,THIRD CALL,50-59,OTHER,FEMALE,BUSH,LOGAN,DISAPPR,UNFAVORABLE,GREEN,BUSH,DOLE,WORSE,DIS/UNFAV,INDEPEND,CATHOLIC,LESS15K,MODERATE,18-64,YES,STATE,NORTH,45-59,50-59,IND/OTHER,50-64,CATHOLIC,0.464
STATE ONLY,51.0,14.0,39.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,GREEN,BUSH,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,,MODERATE,18-64,NO,STATE,NORTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.428
STATE ONLY,51.0,14.0,40.0,THIRD CALL,60-64,WHITE,MALE,GORE,LOGAN,APPROVE,UNFAVORABLE,GREEN,GORE,DOLE,BETTER,APP/UNFAV,DEMOCRAT,OTHERCHRIST,50-75K,MODERATE,18-64,YES,STATE,NORTH,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,0.771
STATE ONLY,51.0,14.0,41.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,THOMAS,APPROVE,UNFAVORABLE,,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,OTHERCHRIST,50-75K,MODERATE,18-64,YES,STATE,NORTH,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,0.711
STATE ONLY,51.0,14.0,42.0,THIRD CALL,75+,WHITE,MALE,BUSH,THOMAS,APPROVE,FAVORABLE,CUBIN,BUSH,PEROT,SAME,APP/FAV,REPUBLCN,PROTESTANT,LESS15K,CONSERV,65+,NO,STATE,NORTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,0.606
STATE ONLY,51.0,14.0,43.0,THIRD CALL,40-44,WHITE,MALE,BUSH,THOMAS,APPROVE,FAVORABLE,CUBIN,BUSH,CLINTON,WORSE,APP/FAV,DEMOCRAT,PROTESTANT,30-50K,CONSERV,18-64,NO,STATE,NORTH,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,0.554
STATE ONLY,51.0,14.0,44.0,THIRD CALL,40-44,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,INDEPEND,CATHOLIC,15-30K,CONSERV,18-64,YES,STATE,NORTH,30-44,40-49,IND/OTHER,40-49,CATHOLIC,0.554
STATE ONLY,51.0,14.0,45.0,THIRD CALL,60-64,BLACK,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,CLINTON,WORSE,DIS/UNFAV,INDEPEND,OTHERCHRIST,15-30K,MODERATE,18-64,YES,STATE,NORTH,60+,60+,IND/OTHER,50-64,PROT/CHRIST,0.519
STATE ONLY,51.0,14.0,46.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,NO,STATE,NORTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.495
STATE ONLY,51.0,14.0,47.0,THIRD CALL,50-59,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,NO,STATE,NORTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,0.554
STATE ONLY,51.0,14.0,48.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,LOGAN,DISAPPR,UNFAVORABLE,GREEN,BUSH,CLINTON,WORSE,DIS/UNFAV,DEMOCRAT,PROTESTANT,75-100K,MODERATE,18-64,YES,STATE,NORTH,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,0.464
STATE ONLY,51.0,14.0,49.0,THIRD CALL,50-59,WHITE,MALE,GORE,THOMAS,APPROVE,FAVORABLE,CUBIN,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,50-75K,MODERATE,18-64,YES,STATE,NORTH,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,0.749
STATE ONLY,51.0,14.0,50.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,LOGAN,DISAPPR,UNFAVORABLE,CUBIN,BUSH,PEROT,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,15-30K,LIBERAL,18-64,YES,STATE,NORTH,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,0.577
STATE ONLY,51.0,16.0,1.0,FIRST CALL,75+,WHITE,FEMALE,GORE,,APPROVE,FAVORABLE,GREEN,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,NONE,LESS15K,MODERATE,65+,YES,STATE,NORTH,60+,60+,DEMOCRAT,65+,NONE,1.095
STATE ONLY,51.0,16.0,2.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,LOGAN,APPROVE,UNFAVORABLE,GREEN,GORE,CLINTON,BETTER,APP/UNFAV,INDEPEND,NONE,30-50K,LIBERAL,18-64,NO,STATE,NORTH,30-44,40-49,IND/OTHER,40-49,NONE,1.057
STATE ONLY,51.0,16.0,3.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,LOGAN,OMITS,UNFAVORABLE,OTHER,GORE,CLINTON,BETTER,OMITS,DEMOCRAT,ELSE,LESS15K,LIBERAL,18-64,YES,STATE,NORTH,45-59,40-49,DEMOCRAT,40-49,OTHER,1.707
STATE ONLY,51.0,16.0,4.0,FIRST CALL,45-49,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,CLINTON,BETTER,DIS/UNFAV,ELSE,OTHERCHRIST,,MODERATE,18-64,NO,STATE,NORTH,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,0.929
STATE ONLY,51.0,16.0,5.0,FIRST CALL,18-24,WHITE,FEMALE,GORE,LOGAN,APPROVE,FAVORABLE,GREEN,GORE,NOVOTE,BETTER,APP/FAV,DEMOCRAT,ELSE,LESS15K,LIBERAL,18-64,NO,STATE,NORTH,18-29,18-24,DEMOCRAT,18-24,OTHER,1.143
STATE ONLY,51.0,16.0,6.0,FIRST CALL,75+,WHITE,MALE,BUCHANAN,OTHER,APPROVE,UNFAVORABLE,OTHER,GORE,CLINTON,SAME,APP/UNFAV,INDEPEND,PROTESTANT,15-30K,LIBERAL,65+,YES,STATE,NORTH,60+,60+,IND/OTHER,65+,PROT/CHRIST,0.687
STATE ONLY,51.0,16.0,7.0,FIRST CALL,45-49,WHITE,MALE,BUSH,,DISAPPR,UNFAVORABLE,CUBIN,BUSH,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,,CONSERV,18-64,NO,STATE,NORTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.9520000000000001
STATE ONLY,51.0,16.0,8.0,FIRST CALL,45-49,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,OTHER,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,CATHOLIC,50-75K,CONSERV,18-64,NO,STATE,NORTH,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,1.304
STATE ONLY,51.0,16.0,9.0,FIRST CALL,45-49,WHITE,MALE,BUSH,THOMAS,APPROVE,UNFAVORABLE,CUBIN,BUSH,CLINTON,SAME,APP/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,MODERATE,18-64,YES,STATE,NORTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.929
STATE ONLY,51.0,16.0,10.0,FIRST CALL,18-24,WHITE,MALE,BUSH,THOMAS,APPROVE,FAVORABLE,CUBIN,BUSH,NOVOTE,SAME,APP/FAV,REPUBLCN,CATHOLIC,15-30K,MODERATE,18-64,NO,STATE,NORTH,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,1.008
STATE ONLY,51.0,16.0,11.0,FIRST CALL,45-49,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,NO,STATE,NORTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.929
STATE ONLY,51.0,16.0,12.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,GREEN,BUSH,CLINTON,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,MODERATE,18-64,NO,STATE,NORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,0.72
STATE ONLY,51.0,16.0,13.0,FIRST CALL,45-49,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,OVER100K,CONSERV,18-64,YES,STATE,NORTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.929
STATE ONLY,51.0,16.0,14.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,THOMAS,APPROVE,UNFAVORABLE,CUBIN,BUSH,CLINTON,BETTER,APP/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,YES,STATE,NORTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,0.8300000000000001
STATE ONLY,51.0,16.0,15.0,SECOND CALL,65-74,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,CONSERV,65+,NO,STATE,NORTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,1.0210000000000001
STATE ONLY,51.0,16.0,16.0,SECOND CALL,30-39,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,YES,STATE,NORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,0.929
STATE ONLY,51.0,16.0,17.0,SECOND CALL,45-49,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,15-30K,CONSERV,18-64,YES,STATE,NORTH,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,0.929
STATE ONLY,51.0,16.0,18.0,SECOND CALL,18-24,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,NOVOTE,WORSE,DIS/UNFAV,REPUBLCN,CATHOLIC,,MODERATE,18-64,NO,STATE,NORTH,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,1.008
