VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,PROPCO20,PROPCO22,ISSUE,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,MEXICAN,QRACE,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,6.0,33.0,47.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,NO,HEALTHCARE,NO,CLINTON,BETTER,APP/FAV,ELSE,POSTGRAD,CATHOLIC,50-75K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,45-59,50-59,IND/OTHER,50-64,NO,WHITE,CATHOLIC,,,0.639
STATE ONLY,6.0,33.0,48.0,THIRD CALL,40-44,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,YES,YES,WORLDAFFAIRS,NO,OTHER,BETTER,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,OVER100K,LIBERAL,18-64,STATE,COMPLETE,DENVR/BOULDR,30-44,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,,,1.079
STATE ONLY,6.0,45.0,1.0,FIRST CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NO,TAXES,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,PLAINSREPS,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,,,0.933
STATE ONLY,6.0,45.0,2.0,FIRST CALL,30-39,WHITE,MALE,BUCHANAN,DISAPPR,UNFAVORABLE,BUSH,NO,NO,WORLDAFFAIRS,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,PLAINSREPS,30-44,30-39,IND/OTHER,30-39,NO,WHITE,PROT/CHRIST,,,1.245
STATE ONLY,6.0,45.0,3.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NO,TAXES,YES,OTHER,BETTER,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,75-100K,CONSERV,18-64,STATE,COMPLETE,PLAINSREPS,30-44,30-39,IND/OTHER,30-39,NO,WHITE,PROT/CHRIST,,,0.933
STATE ONLY,6.0,45.0,4.0,FIRST CALL,50-59,WHITE,FEMALE,NADER,APPROVE,UNFAVORABLE,WOULDNOTVOTE,NO,YES,OMITS,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,HSGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,PLAINSREPS,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,,,0.664
STATE ONLY,6.0,45.0,5.0,FIRST CALL,45-49,HISP,MALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,YES,HEALTHCARE,NO,CLINTON,BETTER,APP/UNFAV,,COLGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,PLAINSREPS,45-59,40-49,,40-49,YES,HISP,CATHOLIC,,,1.185
STATE ONLY,6.0,45.0,6.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,YES,WORLDAFFAIRS,NO,PEROT,BETTER,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,PLAINSREPS,60+,60+,IND/OTHER,50-64,NO,WHITE,CATHOLIC,,,1.764
STATE ONLY,6.0,45.0,7.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,NO,MEDICARE/RX,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,PLAINSREPS,60+,60+,DEMOCRAT,65+,NO,WHITE,PROT/CHRIST,,,1.502
STATE ONLY,6.0,45.0,8.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,,,WORLDAFFAIRS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,PLAINSREPS,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,PROT/CHRIST,,,1.32
STATE ONLY,6.0,45.0,9.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,YES,ECON/JOBS,NO,PEROT,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,PLAINSREPS,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,,,1.068
STATE ONLY,6.0,45.0,10.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,,SOCIALSECUR,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,PLAINSREPS,60+,60+,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,,1.245
STATE ONLY,6.0,45.0,11.0,FIRST CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NO,TAXES,NO,DOLE,SAME,DIS/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,,CONSERV,65+,STATE,COMPLETE,PLAINSREPS,60+,60+,DEMOCRAT,65+,NO,WHITE,PROT/CHRIST,,,1.17
STATE ONLY,6.0,45.0,12.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,YES,TAXES,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,PLAINSREPS,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,,,1.068
STATE ONLY,6.0,45.0,13.0,FIRST CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NO,OMITS,YES,OTHER,WORSE,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,PLAINSREPS,30-44,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,,,0.933
STATE ONLY,6.0,45.0,14.0,SECOND CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,YES,TAXES,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,PLAINSREPS,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,,,1.068
STATE ONLY,6.0,45.0,15.0,SECOND CALL,45-49,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,YES,YES,TAXES,NO,CLINTON,BETTER,APP/FAV,ELSE,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,PLAINSREPS,45-59,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,,,1.068
STATE ONLY,6.0,45.0,16.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,YES,ECON/JOBS,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,PLAINSREPS,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,,,1.045
STATE ONLY,6.0,45.0,17.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,NO,ECON/JOBS,NO,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,PLAINSREPS,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,,,0.868
STATE ONLY,6.0,45.0,18.0,SECOND CALL,30-39,HISP,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,YES,WORLDAFFAIRS,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,PLAINSREPS,30-44,30-39,REPUBLICAN,30-39,YES,HISP,CATHOLIC,,,0.88
STATE ONLY,6.0,45.0,19.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,YES,WORLDAFFAIRS,YES,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,OTHERCHRIST,75-100K,CONSERV,18-64,STATE,COMPLETE,PLAINSREPS,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,PROT/CHRIST,,,1.364
STATE ONLY,6.0,45.0,20.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NO,OMITS,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,PLAINSREPS,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,,,0.892
STATE ONLY,6.0,45.0,21.0,SECOND CALL,40-44,WHITE,,,APPROVE,UNFAVORABLE,GORE,NO,NO,SOCIALSECUR,YES,OMITS,BETTER,APP/UNFAV,INDEPEND,HSGRAD,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,COMPLETE,PLAINSREPS,30-44,40-49,IND/OTHER,40-49,,WHITE,PROT/CHRIST,,,0.988
STATE ONLY,6.0,45.0,22.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,NO,OMITS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,PLAINSREPS,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,,,1.169
STATE ONLY,6.0,45.0,23.0,SECOND CALL,40-44,HISP,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,YES,WORLDAFFAIRS,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,NONE,15-30K,LIBERAL,18-64,STATE,COMPLETE,PLAINSREPS,30-44,40-49,DEMOCRAT,40-49,YES,HISP,NONE,,,1.155
STATE ONLY,6.0,45.0,24.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,BUSH,NO,NO,WORLDAFFAIRS,NO,CLINTON,BETTER,APP/FAV,REPUBLCN,COLGRAD,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,PLAINSREPS,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,CATHOLIC,,,0.892
STATE ONLY,6.0,45.0,25.0,THIRD CALL,45-49,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,WOULDNOTVOTE,NO,YES,ECON/JOBS,NO,NOVOTE,BETTER,APP/UNFAV,INDEPEND,COLGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,PLAINSREPS,45-59,40-49,IND/OTHER,40-49,NO,WHITE,CATHOLIC,,,1.48
STATE ONLY,6.0,45.0,26.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,YES,TAXES,NO,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,PLAINSREPS,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,CATHOLIC,,,1.0190000000000001
STATE ONLY,6.0,45.0,27.0,THIRD CALL,40-44,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,GORE,YES,YES,MEDICARE/RX,NO,PEROT,BETTER,APP/UNFAV,INDEPEND,NOHS,CATHOLIC,15-30K,CONSERV,18-64,STATE,COMPLETE,PLAINSREPS,30-44,40-49,IND/OTHER,40-49,NO,WHITE,CATHOLIC,,,1.068
STATE ONLY,6.0,45.0,28.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,NO,EDUCATION,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,POSTGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,PLAINSREPS,30-44,40-49,IND/OTHER,40-49,NO,WHITE,CATHOLIC,,,1.2
STATE ONLY,6.0,45.0,29.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NO,SOCIALSECUR,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,PLAINSREPS,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,,,0.892
STATE ONLY,6.0,45.0,30.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,YES,SOCIALSECUR,NO,CLINTON,SAME,APP/UNFAV,INDEPEND,COLGRAD,ELSE,,MODERATE,18-64,STATE,COMPLETE,PLAINSREPS,30-44,40-49,IND/OTHER,40-49,NO,WHITE,OTHER,,,1.373
STATE ONLY,6.0,45.0,31.0,THIRD CALL,50-59,HISP,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,YES,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,PLAINSREPS,45-59,50-59,DEMOCRAT,50-64,YES,HISP,CATHOLIC,,,1.155
STATE ONLY,6.0,45.0,32.0,THIRD CALL,30-39,HISP,MALE,BUSH,DISAPPR,FAVORABLE,BUSH,YES,NO,WORLDAFFAIRS,NO,DOLE,BETTER,DIS/FAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,50-75K,LIBERAL,18-64,STATE,COMPLETE,PLAINSREPS,30-44,30-39,REPUBLICAN,30-39,YES,HISP,CATHOLIC,,,0.729
STATE ONLY,6.0,45.0,33.0,THIRD CALL,30-39,WHITE,MALE,BUSH,OMITS,OMITS,OMITS,NO,YES,WORLDAFFAIRS,NO,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,PLAINSREPS,30-44,30-39,,30-39,NO,WHITE,,,,1.097
STATE ONLY,6.0,45.0,34.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,NO,WORLDAFFAIRS,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,PLAINSREPS,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,,,0.868
STATE ONLY,6.0,45.0,35.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,NO,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,PLAINSREPS,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,,,1.2
STATE ONLY,6.0,45.0,36.0,THIRD CALL,18-24,HISP,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,YES,EDUCATION,NO,NOVOTE,SAME,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,PLAINSREPS,18-29,18-24,DEMOCRAT,18-24,YES,WHITE,PROT/CHRIST,,,1.469
STATE ONLY,6.0,45.0,37.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NO,WORLDAFFAIRS,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,PLAINSREPS,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,,,0.892
STATE ONLY,6.0,45.0,38.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,,YES,EDUCATION,NO,NOVOTE,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,PLAINSREPS,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,PROT/CHRIST,,,1.3800000000000001
NATIONAL WHITE,6.0,47.0,1.0,FIRST CALL,25-29,HISP,MALE,GORE,DISAPPR,UNFAVORABLE,GORE,,YES,SOCIALSECUR,YES,PEROT,BETTER,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,50-75K,LIBERAL,18-64,NATIONAL,COMPLETE,PLAINSREPS,18-29,25-29,IND/OTHER,25-29,YES,WHITE,PROT/CHRIST,,,1.106
NATIONAL WHITE,6.0,47.0,2.0,FIRST CALL,25-29,HISP,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,,NO,ECON/JOBS,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,75-100K,MODERATE,18-64,NATIONAL,COMPLETE,PLAINSREPS,18-29,25-29,REPUBLICAN,25-29,YES,WHITE,PROT/CHRIST,,,0.6970000000000001
NATIONAL WHITE,6.0,47.0,3.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,,NO,OMITS,NO,DOLE,BETTER,APP/UNFAV,REPUBLCN,POSTGRAD,CATHOLIC,75-100K,CONSERV,18-64,NATIONAL,COMPLETE,PLAINSREPS,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,CATHOLIC,,,0.621
NATIONAL WHITE,6.0,47.0,4.0,FIRST CALL,50-59,WHITE,MALE,GORE,OMITS,OMITS,OMITS,,YES,SOCIALSECUR,NO,OMITS,OMITS,,,,,,,18-64,NATIONAL,NOTCOMPLETE,PLAINSREPS,45-59,50-59,,50-64,,WHITE,,,,1.032
NATIONAL YELLOW,6.0,47.0,5.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,,NO,OMITS,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,PLAINSREPS,30-44,30-39,IND/OTHER,30-39,NO,WHITE,PROT/CHRIST,OMITS,OMITS,0.621
NATIONAL YELLOW,6.0,47.0,6.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,,NO,EDUCATION,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,LESS15K,CONSERV,18-64,NATIONAL,COMPLETE,PLAINSREPS,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,EDUCATION,HONEST,0.651
NATIONAL YELLOW,6.0,47.0,7.0,FIRST CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,,YES,EDUCATION,NO,DOLE,WORSE,DIS/UNFAV,INDEPEND,POSTGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,NATIONAL,COMPLETE,PLAINSREPS,30-44,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,EDUCATION,HONEST,0.766
NATIONAL YELLOW,6.0,47.0,8.0,FIRST CALL,30-39,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,,YES,MEDICARE/RX,YES,NOVOTE,BETTER,APP/UNFAV,ELSE,HSGRAD,NONE,30-50K,LIBERAL,18-64,NATIONAL,COMPLETE,PLAINSREPS,30-44,30-39,IND/OTHER,30-39,NO,WHITE,NONE,MEDICARE/RX,HONEST,0.766
NATIONAL GREY,6.0,47.0,9.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,,,,,YES,,,,,,REPUBLCN,SOMCOL/ASSOC,,50-75K,CONSERV,18-64,NATIONAL,COMPLETE,PLAINSREPS,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,,,,0.729
NATIONAL GREY,6.0,47.0,10.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,,,,,YES,,,,,,REPUBLCN,POSTGRAD,,OVER100K,CONSERV,18-64,NATIONAL,COMPLETE,PLAINSREPS,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,,,,0.729
NATIONAL GREY,6.0,47.0,11.0,FIRST CALL,40-44,WHITE,MALE,BUSH,,,,,NO,,,,,,REPUBLCN,COLGRAD,,30-50K,CONSERV,18-64,NATIONAL,COMPLETE,PLAINSREPS,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,,,,0.651
NATIONAL GREY,6.0,47.0,12.0,FIRST CALL,40-44,WHITE,MALE,BUSH,,,,,NO,,,,,,,,,,,18-64,NATIONAL,NOTCOMPLETE,PLAINSREPS,30-44,40-49,,40-49,NO,WHITE,,,,0.651
NATIONAL PINK,6.0,47.0,13.0,FIRST CALL,40-44,WHITE,FEMALE,,,,,,,,YES,,,,REPUBLCN,,CATHOLIC,75-100K,MODERATE,18-64,NATIONAL,COMPLETE,PLAINSREPS,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,,,0.734
NATIONAL PINK,6.0,47.0,14.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,,,,,YES,,YES,,,,REPUBLCN,,PROTESTANT,30-50K,CONSERV,18-64,NATIONAL,COMPLETE,PLAINSREPS,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,PROT/CHRIST,,,0.975
NATIONAL PINK,6.0,47.0,15.0,FIRST CALL,18-24,WHITE,MALE,BUSH,,,,,NO,,YES,,,,REPUBLCN,,OTHERCHRIST,,CONSERV,18-64,NATIONAL,COMPLETE,PLAINSREPS,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,PROT/CHRIST,,,0.872
NATIONAL PINK,6.0,47.0,16.0,FIRST CALL,18-24,WHITE,FEMALE,NADER,,,,,YES,,NO,,,,,,NONE,LESS15K,LIBERAL,18-64,NATIONAL,COMPLETE,PLAINSREPS,18-29,18-24,,18-24,NO,WHITE,NONE,,,0.619
NATIONAL WHITE,6.0,47.0,17.0,SECOND CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,,YES,OMITS,NO,DOLE,SAME,DIS/UNFAV,ELSE,SOMCOL/ASSOC,CATHOLIC,LESS15K,CONSERV,18-64,NATIONAL,COMPLETE,PLAINSREPS,30-44,40-49,IND/OTHER,40-49,NO,WHITE,CATHOLIC,,,0.766
NATIONAL YELLOW,6.0,47.0,18.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,,YES,TAXES,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,,MODERATE,18-64,NATIONAL,COMPLETE,PLAINSREPS,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,TAXES,COMPLEXISSUE,0.729
NATIONAL GREY,6.0,47.0,19.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,,,,,YES,,,,,,REPUBLCN,COLGRAD,,75-100K,CONSERV,18-64,NATIONAL,COMPLETE,PLAINSREPS,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,,,,0.729
NATIONAL GREY,6.0,47.0,20.0,SECOND CALL,30-39,OTHER,MALE,BUSH,,,,,YES,,,,,,DEMOCRAT,SOMCOL/ASSOC,,OVER100K,LIBERAL,18-64,NATIONAL,COMPLETE,PLAINSREPS,30-44,30-39,DEMOCRAT,30-39,NO,OTHER,,,,0.766
NATIONAL PINK,6.0,47.0,21.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,,,,,YES,,YES,,,,INDEPEND,,OTHERCHRIST,15-30K,CONSERV,18-64,NATIONAL,COMPLETE,PLAINSREPS,30-44,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,,,0.729
NATIONAL WHITE,6.0,47.0,22.0,THIRD CALL,18-24,HISP,FEMALE,BUSH,APPROVE,FAVORABLE,BUSH,,YES,TAXES,YES,NOVOTE,BETTER,APP/FAV,REPUBLCN,COLGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,NATIONAL,COMPLETE,PLAINSREPS,18-29,18-24,REPUBLICAN,18-24,YES,HISP,PROT/CHRIST,,,0.781
NATIONAL WHITE,6.0,47.0,23.0,THIRD CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,,NO,OMITS,OMITS,OMITS,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,,MODERATE,18-64,NATIONAL,COMPLETE,PLAINSREPS,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,,0.651
NATIONAL WHITE,6.0,47.0,24.0,THIRD CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,,NO,WORLDAFFAIRS,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,PLAINSREPS,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,,0.651
NATIONAL WHITE,6.0,47.0,25.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,,YES,ECON/JOBS,NO,CLINTON,WORSE,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,NATIONAL,COMPLETE,PLAINSREPS,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,,,0.983
NATIONAL WHITE,6.0,47.0,26.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,,YES,EDUCATION,NO,NOVOTE,SAME,APP/FAV,INDEPEND,SOMCOL/ASSOC,NONE,75-100K,MODERATE,18-64,NATIONAL,COMPLETE,PLAINSREPS,18-29,18-24,IND/OTHER,18-24,NO,BLACK,NONE,,,1.052
NATIONAL WHITE,6.0,47.0,27.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,,YES,WORLDAFFAIRS,NO,CLINTON,WORSE,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,LIBERAL,18-64,NATIONAL,COMPLETE,PLAINSREPS,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,,,0.983
NATIONAL YELLOW,6.0,47.0,28.0,THIRD CALL,25-29,WHITE,MALE,NADER,OMITS,OMITS,OMITS,,YES,WORLDAFFAIRS,NO,OMITS,OMITS,,,,,,,18-64,NATIONAL,NOTCOMPLETE,PLAINSREPS,18-29,25-29,,25-29,NO,WHITE,,WORLDAFFAIRS,STRONGLEADER,0.651
NATIONAL YELLOW,6.0,47.0,29.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,,YES,HEALTHCARE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,NATIONAL,COMPLETE,PLAINSREPS,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,HEALTHCARE,CARES,0.786
