VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,PROPSC,GOVTDO,ISSLOTT,ISSUE,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,41.0,64.0,1.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,BUSH,YES,MORE,PEOPLEFREE,TAXES,YES,NOVOTE,SAME,APP/FAV,REPUBLCN,HSGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.766
STATE ONLY,41.0,64.0,2.0,SECOND CALL,40-44,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,LESS,MONEYFOREDUC,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,CHARLESTON,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.022
STATE ONLY,41.0,64.0,3.0,SECOND CALL,30-39,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,YES,LESS,MONEYFOREDUC,ECON/JOBS,NO,PEROT,BETTER,APP/FAV,INDEPEND,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.934
STATE ONLY,41.0,64.0,4.0,SECOND CALL,60-64,WHITE,FEMALE,,APPROVE,UNFAVORABLE,GORE,YES,LESS,PEOPLEFREE,MEDICARE/RX,NO,CLINTON,WORSE,APP/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,LESS15K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.1260000000000001
STATE ONLY,41.0,64.0,5.0,SECOND CALL,30-39,WHITE,MALE,GORE,DISAPPR,UNFAVORABLE,GORE,NO,LESS,OMITS,MEDICARE/RX,YES,DOLE,WORSE,DIS/UNFAV,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.266
STATE ONLY,41.0,64.0,6.0,SECOND CALL,30-39,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MONEYFOREDUC,EDUCATION,YES,NOVOTE,SAME,APP/FAV,DEMOCRAT,NOHS,ELSE,15-30K,CONSERV,18-64,STATE,COMPLETE,CHARLESTON,30-44,30-39,DEMOCRAT,30-39,OTHER,,,1.022
STATE ONLY,41.0,64.0,7.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,LESS,CHURCHPOSITI,TAXES,YES,NOVOTE,WORSE,APP/FAV,INDEPEND,NOHS,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,COMPLETE,CHARLESTON,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,1.014
STATE ONLY,41.0,64.0,8.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MYPARTYPOSIT,ECON/JOBS,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,0.861
STATE ONLY,41.0,64.0,9.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,LESS,OMITS,OMITS,OMITS,CLINTON,BETTER,APP/FAV,,HSGRAD,OTHERCHRIST,50-75K,,18-64,STATE,COMPLETE,CHARLESTON,45-59,50-59,,50-64,PROT/CHRIST,,,1.1380000000000001
STATE ONLY,41.0,64.0,10.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,CHURCHPOSITI,ECON/JOBS,NO,NOVOTE,WORSE,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CHARLESTON,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.787
STATE ONLY,41.0,64.0,11.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,MONEYFOREDUC,MEDICARE/RX,YES,DOLE,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,NONE,30-50K,CONSERV,65+,STATE,COMPLETE,CHARLESTON,60+,60+,IND/OTHER,65+,NONE,,,1.006
STATE ONLY,41.0,64.0,12.0,SECOND CALL,75+,WHITE,MALE,BUSH,DISAPPR,FAVORABLE,BUSH,YES,LESS,PEOPLEFREE,MEDICARE/RX,NO,DOLE,SAME,DIS/FAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,65+,STATE,COMPLETE,CHARLESTON,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.121
STATE ONLY,41.0,64.0,13.0,SECOND CALL,40-44,BLACK,FEMALE,NADER,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MORALISSUES,ECON/JOBS,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CHARLESTON,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.9550000000000001
STATE ONLY,41.0,64.0,14.0,SECOND CALL,60-64,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MONEYFOREDUC,MEDICARE/RX,NO,CLINTON,BETTER,APP/FAV,INDEPEND,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.48
STATE ONLY,41.0,64.0,15.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MONEYFOREDUC,SOCIALSECUR,NO,CLINTON,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.33
STATE ONLY,41.0,64.0,16.0,SECOND CALL,50-59,BLACK,MALE,GORE,OMITS,OMITS,OMITS,YES,LESS,MONEYFOREDUC,SOCIALSECUR,YES,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,CHARLESTON,45-59,50-59,,50-64,,,,1.022
STATE ONLY,41.0,64.0,17.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,PEOPLEFREE,WORLDAFFAIRS,YES,NOVOTE,SAME,APP/FAV,INDEPEND,NOHS,ELSE,15-30K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,30-44,30-39,IND/OTHER,30-39,OTHER,,,0.918
STATE ONLY,41.0,64.0,18.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,BUSH,YES,MORE,PEOPLEFREE,TAXES,YES,NOVOTE,SAME,APP/FAV,REPUBLCN,HSGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.766
STATE ONLY,41.0,64.0,19.0,SECOND CALL,40-44,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,LESS,MONEYFOREDUC,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,CHARLESTON,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.022
STATE ONLY,41.0,64.0,20.0,SECOND CALL,30-39,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,YES,LESS,MONEYFOREDUC,ECON/JOBS,NO,PEROT,BETTER,APP/FAV,INDEPEND,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.934
STATE ONLY,41.0,64.0,21.0,SECOND CALL,60-64,BLACK,FEMALE,,APPROVE,UNFAVORABLE,GORE,YES,LESS,PEOPLEFREE,MEDICARE/RX,NO,CLINTON,WORSE,APP/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,LESS15K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.932
STATE ONLY,41.0,64.0,22.0,SECOND CALL,30-39,WHITE,MALE,GORE,DISAPPR,UNFAVORABLE,GORE,NO,LESS,OMITS,MEDICARE/RX,OMITS,DOLE,WORSE,DIS/UNFAV,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.266
STATE ONLY,41.0,64.0,23.0,SECOND CALL,30-39,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MONEYFOREDUC,EDUCATION,YES,NOVOTE,SAME,APP/FAV,DEMOCRAT,NOHS,ELSE,15-30K,CONSERV,18-64,STATE,COMPLETE,CHARLESTON,30-44,30-39,DEMOCRAT,30-39,OTHER,,,1.022
STATE ONLY,41.0,64.0,24.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,LESS,MONEYFOREDUC,TAXES,YES,NOVOTE,WORSE,APP/FAV,INDEPEND,POSTGRAD,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,COMPLETE,CHARLESTON,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,1.014
STATE ONLY,41.0,64.0,25.0,THIRD CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,MONEYFOREDUC,EDUCATION,NO,PEROT,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CHARLESTON,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.854
STATE ONLY,41.0,64.0,26.0,THIRD CALL,40-44,WHITE,FEMALE,NADER,APPROVE,UNFAVORABLE,GORE,YES,MORE,MONEYFOREDUC,ECON/JOBS,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.1260000000000001
STATE ONLY,41.0,64.0,27.0,THIRD CALL,30-39,WHITE,,BUSH,APPROVE,FAVORABLE,BUSH,YES,MORE,MONEYFOREDUC,OMITS,YES,OTHER,BETTER,APP/FAV,REPUBLCN,POSTGRAD,PROTESTANT,75-100K,LIBERAL,18-64,STATE,COMPLETE,CHARLESTON,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.934
STATE ONLY,41.0,64.0,28.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,LESS,PEOPLEFREE,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,NOHS,ELSE,30-50K,LIBERAL,18-64,STATE,COMPLETE,CHARLESTON,18-29,25-29,DEMOCRAT,25-29,OTHER,,,1.014
STATE ONLY,41.0,64.0,29.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,OMITS,GORE,YES,MORE,MONEYFOREDUC,WORLDAFFAIRS,OMITS,CLINTON,BETTER,OMITS,INDEPEND,NOHS,ELSE,50-75K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,45-59,50-59,IND/OTHER,50-64,OTHER,,,1.109
STATE ONLY,41.0,64.0,30.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,MORALISSUES,TAXES,NO,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.861
STATE ONLY,41.0,64.0,31.0,THIRD CALL,65-74,WHITE,MALE,BUSH,OMITS,OMITS,OMITS,NO,LESS,MYPARTYPOSIT,SOCIALSECUR,YES,OMITS,OMITS,,,,,,,65+,STATE,NOTCOMPLETE,CHARLESTON,60+,60+,,65+,,,,1.149
STATE ONLY,41.0,64.0,32.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,MORE,MONEYFOREDUC,MEDICARE/RX,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,COLGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.9420000000000001
STATE ONLY,41.0,64.0,33.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,MORE,CHURCHPOSITI,ECON/JOBS,YES,CLINTON,BETTER,APP/FAV,ELSE,HSGRAD,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,CHARLESTON,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.364
STATE ONLY,41.0,64.0,34.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MONEYFOREDUC,EDUCATION,NO,CLINTON,BETTER,APP/FAV,INDEPEND,POSTGRAD,JEWISH,50-75K,LIBERAL,18-64,STATE,COMPLETE,CHARLESTON,45-59,40-49,IND/OTHER,40-49,JEWISH,,,1.109
STATE ONLY,41.0,64.0,35.0,THIRD CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,CHURCHPOSITI,OMITS,YES,NOVOTE,SAME,DIS/UNFAV,,HSGRAD,OTHERCHRIST,15-30K,,18-64,STATE,COMPLETE,CHARLESTON,18-29,18-24,,18-24,PROT/CHRIST,,,0.875
STATE ONLY,41.0,64.0,36.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MYPARTYPOSIT,EDUCATION,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,NOHS,OTHERCHRIST,30-50K,,18-64,STATE,COMPLETE,CHARLESTON,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.918
STATE ONLY,41.0,64.0,37.0,THIRD CALL,75+,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,YES,LESS,MONEYFOREDUC,EDUCATION,YES,NOVOTE,SAME,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,CHARLESTON,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.006
STATE ONLY,41.0,64.0,38.0,THIRD CALL,75+,WHITE,MALE,GORE,DISAPPR,UNFAVORABLE,BUSH,,OMITS,OMITS,OMITS,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,LESS15K,CONSERV,65+,STATE,COMPLETE,CHARLESTON,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.498
STATE ONLY,41.0,64.0,39.0,THIRD CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,MONEYFOREDUC,ECON/JOBS,NO,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,NONE,OVER100K,CONSERV,18-64,STATE,COMPLETE,CHARLESTON,18-29,18-24,REPUBLICAN,18-24,NONE,,,0.854
STATE ONLY,41.0,64.0,40.0,THIRD CALL,75+,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,CHURCHPOSITI,EDUCATION,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,,CONSERV,65+,STATE,COMPLETE,CHARLESTON,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.033
STATE ONLY,41.0,64.0,41.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,MORALISSUES,MEDICARE/RX,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,LESS15K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.033
STATE ONLY,41.0,64.0,42.0,THIRD CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,MONEYFOREDUC,SOCIALSECUR,NO,DOLE,BETTER,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,LESS15K,CONSERV,65+,STATE,COMPLETE,CHARLESTON,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.121
STATE ONLY,41.0,64.0,43.0,THIRD CALL,60-64,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MYPARTYPOSIT,WORLDAFFAIRS,YES,DOLE,WORSE,DIS/UNFAV,INDEPEND,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,CHARLESTON,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.149
STATE ONLY,41.0,64.0,44.0,THIRD CALL,45-49,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,YES,LESS,MONEYFOREDUC,ECON/JOBS,NO,CLINTON,WORSE,APP/FAV,ELSE,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.934
STATE ONLY,41.0,64.0,45.0,THIRD CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,MONEYFOREDUC,WORLDAFFAIRS,NO,PEROT,SAME,DIS/UNFAV,,HSGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,30-44,40-49,,40-49,PROT/CHRIST,,,0.934
STATE ONLY,41.0,64.0,46.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,MONEYFOREDUC,EDUCATION,YES,PEROT,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.838
STATE ONLY,41.0,64.0,47.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,OMITS,MONEYFOREDUC,OMITS,OMITS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,,,18-64,STATE,COMPLETE,CHARLESTON,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.766
STATE ONLY,41.0,64.0,48.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,OMITS,UNFAVORABLE,GORE,YES,MORE,MONEYFOREDUC,TAXES,OMITS,OMITS,SAME,OMITS,DEMOCRAT,HSGRAD,ELSE,30-50K,,18-64,STATE,COMPLETE,CHARLESTON,45-59,50-59,DEMOCRAT,50-64,OTHER,,,1.109
STATE ONLY,41.0,64.0,49.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,FAVORABLE,BUSH,YES,MORE,MONEYFOREDUC,OMITS,NO,DOLE,BETTER,DIS/FAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.838
STATE ONLY,41.0,64.0,50.0,THIRD CALL,75+,WHITE,FEMALE,BUSH,APPROVE,OMITS,BUSH,NO,OMITS,CHURCHPOSITI,WORLDAFFAIRS,OMITS,CLINTON,SAME,OMITS,,HSGRAD,OTHERCHRIST,,MODERATE,65+,STATE,COMPLETE,CHARLESTON,60+,60+,,65+,PROT/CHRIST,,,1.033
STATE ONLY,41.0,64.0,51.0,THIRD CALL,50-59,WHITE,MALE,GORE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MORALISSUES,WORLDAFFAIRS,YES,PEROT,BETTER,DIS/UNFAV,REPUBLCN,NOHS,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.266
STATE ONLY,41.0,64.0,52.0,THIRD CALL,75+,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MORALISSUES,TAXES,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,CHARLESTON,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.033
NATIONAL WHITE,41.0,66.0,1.0,FIRST CALL,50-59,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,MORE,,ECON/JOBS,NO,CLINTON,SAME,APP/UNFAV,ELSE,HSGRAD,PROTESTANT,30-50K,CONSERV,18-64,NATIONAL,COMPLETE,CHARLESTON,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.836
NATIONAL WHITE,41.0,66.0,2.0,FIRST CALL,45-49,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,,MEDICARE/RX,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,COLGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,CHARLESTON,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.366
NATIONAL WHITE,41.0,66.0,3.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,,ECON/JOBS,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,CHARLESTON,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.249
NATIONAL WHITE,41.0,66.0,4.0,FIRST CALL,75+,BLACK,,GORE,DISAPPR,OMITS,GORE,YES,MORE,,HEALTHCARE,NO,CLINTON,BETTER,OMITS,ELSE,NOHS,PROTESTANT,15-30K,LIBERAL,65+,NATIONAL,COMPLETE,CHARLESTON,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.637
NATIONAL YELLOW,41.0,66.0,5.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,,ECON/JOBS,NO,NOVOTE,WORSE,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,,MODERATE,18-64,NATIONAL,COMPLETE,CHARLESTON,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,ECON/JOBS,CARES,1.391
NATIONAL YELLOW,41.0,66.0,6.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,MORE,,EDUCATION,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,CHARLESTON,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,EDUCATION,EXPERIENCE,1.693
NATIONAL YELLOW,41.0,66.0,7.0,FIRST CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,,ECON/JOBS,NO,PEROT,BETTER,DIS/UNFAV,INDEPEND,HSGRAD,PROTESTANT,75-100K,MODERATE,18-64,NATIONAL,COMPLETE,CHARLESTON,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,ECON/JOBS,STRONGLEADER,1.391
NATIONAL YELLOW,41.0,66.0,8.0,FIRST CALL,18-24,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,LESS,,TAXES,NO,PEROT,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,CHARLESTON,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,TAXES,EXPERIENCE,1.5090000000000001
NATIONAL GREY,41.0,66.0,9.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,,,,YES,,,,,,,,DEMOCRAT,HSGRAD,,15-30K,CONSERV,18-64,NATIONAL,COMPLETE,CHARLESTON,30-44,30-39,DEMOCRAT,30-39,,,,1.366
NATIONAL GREY,41.0,66.0,10.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,,,,NO,,,,,,,,INDEPEND,SOMCOL/ASSOC,,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,CHARLESTON,45-59,40-49,IND/OTHER,40-49,,,,1.281
NATIONAL GREY,41.0,66.0,11.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,,,,NO,,,,,,,,REPUBLCN,SOMCOL/ASSOC,,75-100K,,18-64,NATIONAL,COMPLETE,CHARLESTON,18-29,18-24,REPUBLICAN,18-24,,,,1.172
NATIONAL GREY,41.0,66.0,12.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,,,,NO,,,,,,,,REPUBLCN,POSTGRAD,,OVER100K,MODERATE,18-64,NATIONAL,COMPLETE,CHARLESTON,45-59,40-49,REPUBLICAN,40-49,,,,1.281
NATIONAL PINK,41.0,66.0,13.0,FIRST CALL,18-24,BLACK,FEMALE,GORE,,,,YES,,,,NO,,,,DEMOCRAT,,ELSE,50-75K,LIBERAL,18-64,NATIONAL,COMPLETE,CHARLESTON,18-29,18-24,DEMOCRAT,18-24,OTHER,,,1.248
NATIONAL PINK,41.0,66.0,14.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,,,,,,,,YES,,,,DEMOCRAT,,OTHERCHRIST,15-30K,LIBERAL,18-64,NATIONAL,COMPLETE,CHARLESTON,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.3820000000000001
NATIONAL PINK,41.0,66.0,15.0,FIRST CALL,45-49,BLACK,MALE,GORE,,,,YES,,,,NO,,,,DEMOCRAT,,ELSE,30-50K,LIBERAL,18-64,NATIONAL,COMPLETE,CHARLESTON,45-59,40-49,DEMOCRAT,40-49,OTHER,,,1.52
NATIONAL PINK,41.0,66.0,16.0,FIRST CALL,65-74,WHITE,MALE,BUSH,,,,YES,,,,NO,,,,REPUBLCN,,PROTESTANT,15-30K,MODERATE,65+,NATIONAL,COMPLETE,CHARLESTON,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.668
NATIONAL WHITE,41.0,66.0,17.0,SECOND CALL,45-49,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,LESS,,ECON/JOBS,NO,OMITS,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,CHARLESTON,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.836
