VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,CLINTON,BCPERSON,HOU,XWAY2000,ISSUE,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,FORESTS,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,27.0,37.0,17.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,SCHWEITZER,OKEEFE,DISAPPR,UNFAVORABLE,KEENAN,BUSH,HEALTHCARE,CLINTON,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,ELSE,15-30K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,18-29,18-24,IND/OTHER,18-24,OTHER,,,2.184
STATE ONLY,27.0,37.0,18.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,EDUCATION,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,15-30K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,1.7890000000000001
STATE ONLY,27.0,37.0,19.0,SECOND CALL,25-29,ASIAN,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,TAXES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,CATHOLIC,LESS15K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,,,1.7590000000000001
STATE ONLY,27.0,37.0,20.0,SECOND CALL,50-59,WHITE,MALE,BUSH,BURNS,MARTZ,APPROVE,FAVORABLE,REHBERG,BUSH,TAXES,PEROT,BETTER,APP/FAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,OVER100K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.792
STATE ONLY,27.0,37.0,21.0,SECOND CALL,50-59,WHITE,FEMALE,NADER,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,WOULDNOTVOTE,EDUCATION,CLINTON,BETTER,APP/FAV,ELSE,POSTGRAD,ELSE,50-75K,LIBERAL,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,45-59,50-59,IND/OTHER,50-64,OTHER,,,1.447
STATE ONLY,27.0,37.0,22.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,SCHWEITZER,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,EDUCATION,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,15-30K,CONSERV,65+,HURTSTATE,STATE,COMPLETE,URBANWEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,3.216
STATE ONLY,27.0,37.0,23.0,SECOND CALL,25-29,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,WORLDAFFAIRS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,15-30K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.7590000000000001
STATE ONLY,27.0,37.0,24.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,NONE,75-100K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,30-44,30-39,DEMOCRAT,30-39,NONE,,,1.823
STATE ONLY,27.0,37.0,25.0,THIRD CALL,25-29,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,18-29,25-29,IND/OTHER,25-29,CATHOLIC,,,1.7590000000000001
STATE ONLY,27.0,37.0,26.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,EDUCATION,DOLE,BETTER,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,15-30K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.709
STATE ONLY,27.0,37.0,27.0,THIRD CALL,18-24,WHITE,FEMALE,NADER,SCHWEITZER,OKEEFE,DISAPPR,UNFAVORABLE,KEENAN,WOULDNOTVOTE,WORLDAFFAIRS,NOVOTE,SAME,DIS/UNFAV,ELSE,COLGRAD,ELSE,50-75K,,18-64,OMITS,STATE,COMPLETE,URBANWEST,18-29,18-24,IND/OTHER,18-24,OTHER,,,1.419
STATE ONLY,27.0,37.0,28.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,SOCIALSECUR,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.709
STATE ONLY,27.0,37.0,29.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,EDUCATION,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.823
STATE ONLY,27.0,37.0,30.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,DISAPPR,UNFAVORABLE,KEENAN,GORE,SOCIALSECUR,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,LESS15K,LIBERAL,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.823
STATE ONLY,27.0,37.0,31.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,GORE,EDUCATION,CLINTON,WORSE,APP/UNFAV,DEMOCRAT,COLGRAD,JEWISH,50-75K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,30-44,30-39,DEMOCRAT,30-39,JEWISH,,,1.823
STATE ONLY,27.0,37.0,32.0,THIRD CALL,50-59,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,ECON/JOBS,CLINTON,SAME,APP/FAV,DEMOCRAT,POSTGRAD,NONE,30-50K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,45-59,50-59,DEMOCRAT,50-64,NONE,,,1.9140000000000001
STATE ONLY,27.0,37.0,33.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,KEENAN,BUSH,ECON/JOBS,PEROT,BETTER,DIS/UNFAV,ELSE,COLGRAD,NONE,30-50K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,30-44,30-39,IND/OTHER,30-39,NONE,,,1.861
STATE ONLY,27.0,37.0,34.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,GORE,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,NONE,50-75K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,45-59,50-59,DEMOCRAT,50-64,NONE,,,1.823
STATE ONLY,27.0,38.0,1.0,FIRST CALL,65-74,OTHER,FEMALE,GORE,SCHWEITZER,OKEEFE,DISAPPR,UNFAVORABLE,KEENAN,GORE,SOCIALSECUR,CLINTON,WORSE,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,LESS15K,MODERATE,65+,HURTSTATE,STATE,COMPLETE,URBANWEST,60+,60+,DEMOCRAT,65+,OTHER,,,1.471
STATE ONLY,27.0,38.0,2.0,FIRST CALL,30-39,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,ECON/JOBS,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,50-75K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.975
STATE ONLY,27.0,38.0,3.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,OTHER,MARTZ,APPROVE,OMITS,REHBERG,BUSH,SOCIALSECUR,CLINTON,SAME,OMITS,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,,CONSERV,65+,HURTSTATE,STATE,COMPLETE,URBANWEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.012
STATE ONLY,27.0,38.0,4.0,FIRST CALL,50-59,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,SOCIALSECUR,CLINTON,SAME,APP/FAV,INDEPEND,COLGRAD,,50-75K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,URBANWEST,45-59,50-59,IND/OTHER,50-64,,,,1.04
STATE ONLY,27.0,38.0,5.0,FIRST CALL,50-59,WHITE,MALE,BUSH,BURNS,MARTZ,APPROVE,FAVORABLE,REHBERG,BUSH,SOCIALSECUR,CLINTON,WORSE,APP/FAV,REPUBLCN,HSGRAD,CATHOLIC,15-30K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,0.975
STATE ONLY,27.0,38.0,6.0,FIRST CALL,30-39,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,ECON/JOBS,DOLE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.975
STATE ONLY,27.0,38.0,7.0,FIRST CALL,50-59,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,OMITS,PEROT,SAME,DIS/UNFAV,INDEPEND,HSGRAD,PROTESTANT,50-75K,,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.975
STATE ONLY,27.0,38.0,8.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,SCHWEITZER,OKEEFE,DISAPPR,UNFAVORABLE,KEENAN,BUSH,OMITS,CLINTON,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.21
STATE ONLY,27.0,38.0,9.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,ECON/JOBS,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,15-30K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.928
STATE ONLY,27.0,38.0,10.0,FIRST CALL,18-24,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,INDEPEND,HSGRAD,NONE,15-30K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,18-29,18-24,IND/OTHER,18-24,NONE,,,0.9550000000000001
STATE ONLY,27.0,38.0,11.0,SECOND CALL,50-59,WHITE,MALE,BUSH,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,GORE,HEALTHCARE,PEROT,WORSE,APP/UNFAV,REPUBLCN,HSGRAD,NONE,LESS15K,LIBERAL,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,45-59,50-59,REPUBLICAN,50-64,NONE,,,1.2710000000000001
STATE ONLY,27.0,38.0,12.0,SECOND CALL,30-39,WHITE,MALE,BUSH,BURNS,MARTZ,OMITS,OMITS,REHBERG,OMITS,TAXES,OMITS,OMITS,,,,,,,18-64,OMITS,STATE,NOTCOMPLETE,URBANWEST,30-44,30-39,,30-39,,,,0.975
STATE ONLY,27.0,38.0,13.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,SOCIALSECUR,DOLE,SAME,DIS/UNFAV,INDEPEND,HSGRAD,PROTESTANT,15-30K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.377
STATE ONLY,27.0,38.0,14.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,KEENAN,BUSH,ECON/JOBS,PEROT,WORSE,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.012
STATE ONLY,27.0,38.0,15.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,REHBERG,GORE,EDUCATION,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,OTHERCHRIST,75-100K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.908
STATE ONLY,27.0,38.0,16.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,OMITS,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,0.911
STATE ONLY,27.0,38.0,17.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,BURNS,OTHER,DISAPPR,UNFAVORABLE,REHBERG,WOULDNOTVOTE,OMITS,CLINTON,WORSE,DIS/UNFAV,INDEPEND,HSGRAD,CATHOLIC,,LIBERAL,18-64,NOTAFFECT,STATE,COMPLETE,URBANWEST,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,1.53
STATE ONLY,27.0,38.0,18.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,OMITS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.928
STATE ONLY,27.0,38.0,19.0,SECOND CALL,40-44,OTHER,MALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,OTHER,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,ELSE,OVER100K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,30-44,40-49,DEMOCRAT,40-49,OTHER,,,2.82
STATE ONLY,27.0,38.0,20.0,SECOND CALL,40-44,WHITE,MALE,BUSH,SCHWEITZER,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.238
STATE ONLY,27.0,38.0,21.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,REHBERG,GORE,SOCIALSECUR,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,,MODERATE,65+,HELPSTATE,STATE,COMPLETE,URBANWEST,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.351
STATE ONLY,27.0,38.0,22.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,GORE,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,NONE,50-75K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,18-29,25-29,DEMOCRAT,25-29,NONE,,,0.973
STATE ONLY,27.0,38.0,23.0,SECOND CALL,30-39,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,ECON/JOBS,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,50-75K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.975
STATE ONLY,27.0,38.0,24.0,SECOND CALL,45-49,WHITE,MALE,NADER,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,ELSE,30-50K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,45-59,40-49,DEMOCRAT,40-49,OTHER,,,0.8280000000000001
STATE ONLY,27.0,38.0,25.0,SECOND CALL,45-49,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,MEDICARE/RX,PEROT,WORSE,APP/FAV,DEMOCRAT,NOHS,OTHERCHRIST,15-30K,LIBERAL,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.04
STATE ONLY,27.0,38.0,26.0,SECOND CALL,40-44,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,KEENAN,BUSH,EDUCATION,PEROT,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.063
STATE ONLY,27.0,38.0,27.0,SECOND CALL,40-44,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,ECON/JOBS,DOLE,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,15-30K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.975
STATE ONLY,27.0,38.0,28.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,GORE,SOCIALSECUR,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,ELSE,30-50K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,45-59,50-59,DEMOCRAT,50-64,OTHER,,,0.99
STATE ONLY,27.0,38.0,29.0,SECOND CALL,50-59,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,INDEPEND,HSGRAD,CATHOLIC,50-75K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,0.975
STATE ONLY,27.0,38.0,30.0,THIRD CALL,50-59,WHITE,,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,ECON/JOBS,PEROT,WORSE,DIS/UNFAV,REPUBLCN,HSGRAD,NONE,30-50K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,45-59,50-59,REPUBLICAN,50-64,NONE,,,0.975
STATE ONLY,27.0,38.0,31.0,THIRD CALL,40-44,,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,GORE,EDUCATION,CLINTON,BETTER,APP/UNFAV,INDEPEND,COLGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.99
STATE ONLY,27.0,38.0,32.0,THIRD CALL,50-59,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,OMITS,DOLE,SAME,DIS/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,50-75K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.975
STATE ONLY,27.0,38.0,33.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,TAXES,NOVOTE,BETTER,APP/FAV,ELSE,COLGRAD,NONE,15-30K,LIBERAL,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,30-44,30-39,IND/OTHER,30-39,NONE,,,0.99
STATE ONLY,27.0,38.0,34.0,THIRD CALL,30-39,WHITE,MALE,BUSH,BURNS,OKEEFE,DISAPPR,UNFAVORABLE,,BUSH,ECON/JOBS,DOLE,WORSE,DIS/UNFAV,ELSE,SOMCOL/ASSOC,NONE,75-100K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,30-44,30-39,IND/OTHER,30-39,NONE,,,0.974
STATE ONLY,27.0,38.0,35.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,BURNS,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,GORE,WORLDAFFAIRS,CLINTON,SAME,APP/UNFAV,DEMOCRAT,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.779
STATE ONLY,27.0,38.0,36.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,TAXES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,15-30K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.928
STATE ONLY,27.0,38.0,37.0,THIRD CALL,18-24,WHITE,MALE,NADER,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,WORLDAFFAIRS,NOVOTE,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,NONE,75-100K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,URBANWEST,18-29,18-24,DEMOCRAT,18-24,NONE,,,0.812
STATE ONLY,27.0,38.0,38.0,THIRD CALL,45-49,WHITE,FEMALE,NADER,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,EDUCATION,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,MODERATE,18-64,OMITS,STATE,COMPLETE,URBANWEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.784
STATE ONLY,27.0,38.0,39.0,THIRD CALL,60-64,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,WORLDAFFAIRS,PEROT,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,75-100K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.446
STATE ONLY,27.0,38.0,40.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,BURNS,OKEEFE,DISAPPR,UNFAVORABLE,REHBERG,BUSH,ECON/JOBS,NOVOTE,WORSE,DIS/UNFAV,DEMOCRAT,HSGRAD,,,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,30-44,40-49,DEMOCRAT,40-49,,,,0.875
STATE ONLY,27.0,38.0,41.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,EDUCATION,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.911
STATE ONLY,27.0,41.0,1.0,FIRST CALL,65-74,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,APPROVE,OMITS,KEENAN,GORE,OMITS,CLINTON,SAME,OMITS,INDEPEND,COLGRAD,,50-75K,MODERATE,65+,HURTSTATE,STATE,COMPLETE,URBANWEST,60+,60+,IND/OTHER,65+,,,,1.4020000000000001
STATE ONLY,27.0,41.0,2.0,FIRST CALL,40-44,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,ECON/JOBS,DOLE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,50-75K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,0.887
STATE ONLY,27.0,41.0,3.0,FIRST CALL,50-59,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,SOCIALSECUR,CLINTON,SAME,APP/FAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,URBANWEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.9470000000000001
STATE ONLY,27.0,41.0,4.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,DISAPPR,UNFAVORABLE,KEENAN,GORE,ECON/JOBS,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,75-100K,LIBERAL,18-64,OMITS,STATE,COMPLETE,URBANWEST,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.898
STATE ONLY,27.0,41.0,5.0,FIRST CALL,30-39,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,EDUCATION,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.9470000000000001
