VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,GOV,CLINTON,BCPERSON,XWAY2000,ISSUE,X6VOTE,FINSIT,JOBPERS,MIGRATNH,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,MCSUPP,STINCTAX,VNS1,VNS2,WEIGHT
STATE ONLY,30.0,72.0,4.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,BETTER,APP/FAV,NO,INDEPEND,SOMCOL/ASSOC,NONE,15-30K,LIBERAL,65+,STATE,COMPLETE,CONCORD,60+,60+,IND/OTHER,65+,NONE,YES,YES,,,1.731
STATE ONLY,30.0,72.0,5.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,CONCORD,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,YES,NO,,,1.6520000000000001
STATE ONLY,30.0,72.0,6.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,BETTER,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,CATHOLIC,,CONSERV,65+,STATE,COMPLETE,CONCORD,60+,60+,IND/OTHER,65+,CATHOLIC,YES,NO,,,1.913
STATE ONLY,30.0,72.0,7.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,SAME,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,,MODERATE,18-64,STATE,COMPLETE,CONCORD,60+,60+,DEMOCRAT,50-64,CATHOLIC,NO,YES,,,1.731
STATE ONLY,30.0,72.0,8.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,DOLE,SAME,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,CONCORD,60+,60+,IND/OTHER,65+,PROT/CHRIST,YES,NO,,,1.913
STATE ONLY,30.0,72.0,9.0,FIRST CALL,40-44,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,TAXES,PEROT,BETTER,DIS/UNFAV,NO,INDEPEND,HSGRAD,CATHOLIC,15-30K,CONSERV,18-64,STATE,COMPLETE,CONCORD,30-44,40-49,IND/OTHER,40-49,CATHOLIC,YES,NO,,,1.676
STATE ONLY,30.0,72.0,10.0,FIRST CALL,30-39,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,COLGRAD,CATHOLIC,75-100K,CONSERV,18-64,STATE,COMPLETE,CONCORD,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,NO,NO,,,1.676
STATE ONLY,30.0,72.0,11.0,FIRST CALL,45-49,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,TAXES,CLINTON,BETTER,APP/FAV,YES,INDEPEND,COLGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,CONCORD,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,YES,YES,,,1.514
STATE ONLY,30.0,72.0,12.0,FIRST CALL,75+,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,BUSH,OMITS,CLINTON,BETTER,APP/FAV,YES,INDEPEND,HSGRAD,PROTESTANT,,MODERATE,65+,STATE,COMPLETE,CONCORD,60+,60+,IND/OTHER,65+,PROT/CHRIST,NO,NO,,,1.731
STATE ONLY,30.0,72.0,13.0,SECOND CALL,40-44,WHITE,MALE,BUSH,BROWN,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,HSGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,CONCORD,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,YES,NO,,,1.711
STATE ONLY,30.0,72.0,14.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,MEDICARE/RX,CLINTON,WORSE,APP/FAV,NO,INDEPEND,COLGRAD,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,CONCORD,60+,60+,IND/OTHER,65+,PROT/CHRIST,OMITS,NO,,,1.731
STATE ONLY,30.0,72.0,15.0,SECOND CALL,75+,WHITE,MALE,GORE,,APPROVE,FAVORABLE,GORE,TAXES,CLINTON,BETTER,APP/FAV,,DEMOCRAT,,OTHERCHRIST,LESS15K,,65+,STATE,COMPLETE,CONCORD,60+,60+,DEMOCRAT,65+,PROT/CHRIST,YES,NO,,,1.747
STATE ONLY,30.0,72.0,16.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,WORSE,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,65+,STATE,COMPLETE,CONCORD,60+,60+,IND/OTHER,65+,PROT/CHRIST,YES,NO,,,1.913
STATE ONLY,30.0,72.0,17.0,SECOND CALL,30-39,WHITE,MALE,GORE,HUMPHREY,DISAPPR,FAVORABLE,GORE,MEDICARE/RX,CLINTON,SAME,DIS/FAV,NO,INDEPEND,NOHS,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,CONCORD,30-44,30-39,IND/OTHER,30-39,CATHOLIC,YES,NO,,,1.497
STATE ONLY,30.0,72.0,18.0,SECOND CALL,18-24,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,EDUCATION,NOVOTE,BETTER,APP/FAV,NO,INDEPEND,HSGRAD,NONE,75-100K,LIBERAL,18-64,STATE,COMPLETE,CONCORD,18-29,18-24,IND/OTHER,18-24,NONE,YES,NO,,,1.492
STATE ONLY,30.0,72.0,19.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,EDUCATION,CLINTON,WORSE,APP/UNFAV,YES,INDEPEND,COLGRAD,NONE,50-75K,MODERATE,18-64,STATE,COMPLETE,CONCORD,18-29,25-29,IND/OTHER,25-29,NONE,OMITS,NO,,,1.471
STATE ONLY,30.0,72.0,20.0,SECOND CALL,65-74,BLACK,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,POSTGRAD,PROTESTANT,30-50K,MODERATE,65+,STATE,COMPLETE,CONCORD,60+,60+,DEMOCRAT,65+,PROT/CHRIST,NO,YES,,,1.221
STATE ONLY,30.0,72.0,21.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,MEDICARE/RX,CLINTON,WORSE,APP/FAV,NO,INDEPEND,HSGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,CONCORD,45-59,40-49,IND/OTHER,40-49,CATHOLIC,YES,YES,,,1.494
STATE ONLY,30.0,72.0,22.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,YES,INDEPEND,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,CONCORD,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,YES,NO,,,1.494
STATE ONLY,30.0,72.0,23.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,HUMPHREY,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,CLINTON,SAME,APP/UNFAV,NO,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,LIBERAL,18-64,STATE,COMPLETE,CONCORD,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,NO,NO,,,1.476
STATE ONLY,30.0,72.0,24.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,SHAHEEN,APPROVE,FAVORABLE,BUSH,MEDICARE/RX,NOVOTE,BETTER,APP/FAV,NO,REPUBLCN,HSGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,CONCORD,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,YES,NO,,,1.672
STATE ONLY,30.0,72.0,25.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,HEALTHCARE,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,CONCORD,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,YES,NO,,,1.494
STATE ONLY,30.0,72.0,26.0,THIRD CALL,60-64,WHITE,MALE,GORE,OTHER,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,CONCORD,60+,60+,DEMOCRAT,50-64,CATHOLIC,NO,NO,,,3.275
STATE ONLY,30.0,72.0,27.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,CLINTON,SAME,DIS/UNFAV,YES,INDEPEND,COLGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,CONCORD,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,YES,YES,,,1.6520000000000001
STATE ONLY,30.0,72.0,28.0,THIRD CALL,45-49,WHITE,MALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,TAXES,DOLE,BETTER,APP/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,CONCORD,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,YES,YES,,,1.514
STATE ONLY,30.0,72.0,29.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,SHAHEEN,APPROVE,UNFAVORABLE,BUSH,HEALTHCARE,CLINTON,BETTER,APP/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,CONCORD,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,YES,YES,,,1.672
STATE ONLY,30.0,72.0,30.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,OMITS,CLINTON,BETTER,APP/UNFAV,NO,DEMOCRAT,NOHS,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,CONCORD,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,NO,YES,,,1.494
STATE ONLY,30.0,72.0,31.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,SHAHEEN,APPROVE,UNFAVORABLE,BUSH,ECON/JOBS,OMITS,BETTER,APP/UNFAV,NO,INDEPEND,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,CONCORD,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,NO,YES,,,1.672
STATE ONLY,30.0,72.0,32.0,THIRD CALL,40-44,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,CONCORD,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,NO,NO,,,1.676
STATE ONLY,30.0,72.0,33.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,SOCIALSECUR,CLINTON,BETTER,APP/UNFAV,NO,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,CONCORD,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,NO,YES,,,1.494
STATE ONLY,30.0,72.0,34.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,SHAHEEN,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,CLINTON,BETTER,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,CONCORD,30-44,30-39,IND/OTHER,30-39,CATHOLIC,YES,NO,,,1.672
STATE ONLY,30.0,72.0,35.0,THIRD CALL,50-59,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,SAME,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,CONCORD,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,NO,NO,,,1.514
STATE ONLY,30.0,72.0,36.0,THIRD CALL,40-44,WHITE,MALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,SOCIALSECUR,CLINTON,SAME,APP/UNFAV,NO,INDEPEND,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,CONCORD,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,YES,YES,,,1.514
STATE ONLY,30.0,72.0,37.0,THIRD CALL,30-39,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,TAXES,NOVOTE,SAME,APP/FAV,NO,INDEPEND,SOMCOL/ASSOC,ELSE,50-75K,MODERATE,18-64,STATE,COMPLETE,CONCORD,30-44,30-39,IND/OTHER,30-39,OTHER,NO,NO,,,1.514
STATE ONLY,30.0,72.0,38.0,THIRD CALL,50-59,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,WOULDNOTVOTE,ECON/JOBS,CLINTON,BETTER,APP/FAV,YES,INDEPEND,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,CONCORD,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,YES,NO,,,1.514
STATE ONLY,30.0,72.0,39.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,WORSE,DIS/UNFAV,YES,REPUBLCN,COLGRAD,PROTESTANT,,MODERATE,18-64,STATE,COMPLETE,CONCORD,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,NO,NO,,,1.6520000000000001
STATE ONLY,30.0,72.0,40.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,EDUCATION,DOLE,BETTER,APP/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,CONCORD,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,YES,NO,,,1.494
STATE ONLY,30.0,72.0,41.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,SAME,DIS/UNFAV,YES,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,CONCORD,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,YES,NO,,,1.6260000000000001
STATE ONLY,30.0,72.0,42.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,NO,INDEPEND,COLGRAD,ELSE,30-50K,MODERATE,18-64,STATE,COMPLETE,CONCORD,45-59,40-49,IND/OTHER,40-49,OTHER,YES,NO,,,1.494
STATE ONLY,30.0,74.0,1.0,FIRST CALL,60-64,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,,CATHOLIC,15-30K,CONSERV,18-64,STATE,COMPLETE,CONCORD,60+,60+,REPUBLICAN,50-64,CATHOLIC,YES,NO,,,1.097
STATE ONLY,30.0,74.0,2.0,FIRST CALL,65-74,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,WORSE,DIS/UNFAV,YES,REPUBLCN,COLGRAD,OTHERCHRIST,15-30K,CONSERV,65+,STATE,COMPLETE,CONCORD,60+,60+,REPUBLICAN,65+,PROT/CHRIST,NO,NO,,,1.097
STATE ONLY,30.0,74.0,3.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,NOVOTE,BETTER,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,NONE,30-50K,MODERATE,18-64,STATE,COMPLETE,CONCORD,18-29,18-24,IND/OTHER,18-24,NONE,YES,NO,,,0.918
STATE ONLY,30.0,74.0,4.0,FIRST CALL,50-59,WHITE,MALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,CONCORD,45-59,50-59,IND/OTHER,50-64,CATHOLIC,YES,NO,,,0.857
STATE ONLY,30.0,74.0,5.0,FIRST CALL,30-39,WHITE,MALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,YES,INDEPEND,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,CONCORD,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,YES,YES,,,0.857
STATE ONLY,30.0,74.0,6.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,SHAHEEN,APPROVE,FAVORABLE,BUSH,ECON/JOBS,CLINTON,SAME,APP/FAV,NO,REPUBLCN,HSGRAD,CATHOLIC,50-75K,LIBERAL,18-64,STATE,COMPLETE,CONCORD,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,YES,NO,,,0.9430000000000001
STATE ONLY,30.0,74.0,7.0,FIRST CALL,65-74,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,MEDICARE/RX,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,POSTGRAD,CATHOLIC,LESS15K,LIBERAL,65+,STATE,COMPLETE,CONCORD,60+,60+,DEMOCRAT,65+,CATHOLIC,YES,YES,,,0.991
STATE ONLY,30.0,74.0,8.0,FIRST CALL,30-39,WHITE,MALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,WORLDAFFAIRS,CLINTON,BETTER,APP/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,NONE,15-30K,MODERATE,18-64,STATE,COMPLETE,CONCORD,30-44,30-39,IND/OTHER,30-39,NONE,YES,NO,,,0.857
STATE ONLY,30.0,74.0,9.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,SHAHEEN,OMITS,OMITS,GORE,OMITS,CLINTON,BETTER,OMITS,YES,ELSE,POSTGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,CONCORD,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,YES,NO,,,0.845
STATE ONLY,30.0,74.0,10.0,FIRST CALL,75+,WHITE,FEMALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,15-30K,CONSERV,65+,STATE,COMPLETE,CONCORD,60+,60+,REPUBLICAN,65+,PROT/CHRIST,NO,NO,,,1.081
STATE ONLY,30.0,74.0,11.0,FIRST CALL,25-29,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,COLGRAD,NONE,30-50K,CONSERV,18-64,STATE,COMPLETE,CONCORD,18-29,25-29,REPUBLICAN,25-29,NONE,NO,NO,,,0.93
STATE ONLY,30.0,74.0,12.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,SAME,DIS/UNFAV,NO,INDEPEND,COLGRAD,OTHERCHRIST,,MODERATE,18-64,STATE,COMPLETE,CONCORD,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,OMITS,NO,,,0.931
STATE ONLY,30.0,74.0,13.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,SAME,APP/FAV,NO,INDEPEND,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,CONCORD,30-44,40-49,IND/OTHER,40-49,CATHOLIC,YES,YES,,,0.845
STATE ONLY,30.0,74.0,14.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,POSTGRAD,CATHOLIC,30-50K,LIBERAL,18-64,STATE,COMPLETE,CONCORD,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,NO,YES,,,0.845
STATE ONLY,30.0,74.0,15.0,SECOND CALL,18-24,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,EDUCATION,NOVOTE,BETTER,APP/FAV,NO,DEMOCRAT,NOHS,CATHOLIC,,MODERATE,18-64,STATE,COMPLETE,CONCORD,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,NO,NO,,,0.844
STATE ONLY,30.0,74.0,16.0,SECOND CALL,50-59,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,SAME,APP/FAV,NO,INDEPEND,COLGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,CONCORD,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,YES,NO,,,0.857
STATE ONLY,30.0,74.0,17.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,HEALTHCARE,NOVOTE,BETTER,APP/FAV,NO,DEMOCRAT,COLGRAD,CATHOLIC,30-50K,LIBERAL,18-64,STATE,COMPLETE,CONCORD,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,YES,NO,,,0.845
STATE ONLY,30.0,74.0,18.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,BROWN,APPROVE,UNFAVORABLE,GORE,EDUCATION,CLINTON,SAME,APP/UNFAV,NO,INDEPEND,COLGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,CONCORD,30-44,30-39,IND/OTHER,30-39,CATHOLIC,YES,YES,,,0.852
STATE ONLY,30.0,74.0,19.0,SECOND CALL,25-29,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CLINTON,WORSE,APP/FAV,NO,INDEPEND,SOMCOL/ASSOC,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,CONCORD,18-29,25-29,IND/OTHER,25-29,CATHOLIC,YES,NO,,,0.844
STATE ONLY,30.0,74.0,20.0,SECOND CALL,45-49,WHITE,MALE,GORE,SHAHEEN,DISAPPR,UNFAVORABLE,GORE,EDUCATION,PEROT,BETTER,DIS/UNFAV,NO,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,CONCORD,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,NO,NO,,,0.857
STATE ONLY,30.0,74.0,21.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,EDUCATION,CLINTON,BETTER,APP/UNFAV,NO,DEMOCRAT,COLGRAD,CATHOLIC,75-100K,LIBERAL,18-64,STATE,COMPLETE,CONCORD,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,YES,NO,,,0.845
STATE ONLY,30.0,74.0,22.0,SECOND CALL,45-49,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,SAME,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,LIBERAL,18-64,STATE,COMPLETE,CONCORD,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,YES,NO,,,0.857
STATE ONLY,30.0,74.0,23.0,SECOND CALL,65-74,WHITE,MALE,GORE,HUMPHREY,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,BETTER,APP/FAV,NO,INDEPEND,POSTGRAD,PROTESTANT,50-75K,MODERATE,65+,STATE,COMPLETE,CONCORD,60+,60+,IND/OTHER,65+,PROT/CHRIST,NO,NO,,,0.978
STATE ONLY,30.0,74.0,24.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,TAXES,NOVOTE,SAME,APP/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CONCORD,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,NO,NO,,,0.845
STATE ONLY,30.0,74.0,25.0,SECOND CALL,50-59,WHITE,MALE,NADER,SHAHEEN,APPROVE,UNFAVORABLE,WOULDNOTVOTE,EDUCATION,NOVOTE,WORSE,APP/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,CATHOLIC,LESS15K,LIBERAL,18-64,STATE,COMPLETE,CONCORD,45-59,50-59,IND/OTHER,50-64,CATHOLIC,NO,NO,,,0.8210000000000001
STATE ONLY,30.0,74.0,26.0,SECOND CALL,40-44,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,WORSE,DIS/UNFAV,NO,REPUBLCN,HSGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,CONCORD,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,OMITS,NO,,,0.9450000000000001
STATE ONLY,30.0,74.0,27.0,SECOND CALL,65-74,,FEMALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,,CONSERV,65+,STATE,COMPLETE,CONCORD,60+,60+,REPUBLICAN,65+,PROT/CHRIST,YES,OMITS,,,1.081
STATE ONLY,30.0,74.0,28.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,HSGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,COMPLETE,CONCORD,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,OMITS,NO,,,0.931
STATE ONLY,30.0,74.0,29.0,THIRD CALL,25-29,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,NONE,15-30K,CONSERV,18-64,STATE,COMPLETE,CONCORD,18-29,25-29,REPUBLICAN,25-29,NONE,YES,NO,,,0.93
