VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,ISSUE,X6VOTE,FINSIT,JOBPERS,MIGRATAZ,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,MEXICAN,QRACE,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,3.0,38.0,34.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,DOLE,BETTER,DIS/UNFAV,NO,ELSE,SOMCOL/ASSOC,ELSE,OVER100K,CONSERV,18-64,STATE,COMPLETE,MARICOPA,45-59,50-59,IND/OTHER,50-64,NO,WHITE,OTHER,,,0.964
STATE ONLY,3.0,38.0,35.0,SECOND CALL,65-74,WHITE,MALE,GORE,OTHER,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,JEWISH,OVER100K,LIBERAL,65+,STATE,COMPLETE,MARICOPA,60+,60+,DEMOCRAT,65+,NO,WHITE,JEWISH,,,0.861
STATE ONLY,3.0,38.0,36.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,KYL,APPROVE,UNFAVORABLE,GORE,MORE,OMITS,PEROT,BETTER,APP/UNFAV,NO,DEMOCRAT,COLGRAD,JEWISH,OVER100K,LIBERAL,18-64,STATE,COMPLETE,MARICOPA,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,JEWISH,,,0.733
STATE ONLY,3.0,38.0,37.0,SECOND CALL,30-39,WHITE,MALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,COLGRAD,OTHERCHRIST,OVER100K,CONSERV,18-64,STATE,COMPLETE,MARICOPA,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,,,0.928
STATE ONLY,3.0,38.0,38.0,SECOND CALL,40-44,WHITE,MALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,POSTGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,MARICOPA,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,,0.928
STATE ONLY,3.0,38.0,39.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,SOCIALSECUR,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,,MODERATE,65+,STATE,COMPLETE,MARICOPA,60+,60+,REPUBLICAN,65+,NO,WHITE,PROT/CHRIST,,,1.173
STATE ONLY,3.0,38.0,40.0,SECOND CALL,50-59,WHITE,MALE,GORE,OTHER,APPROVE,FAVORABLE,GORE,LESS,ECON/JOBS,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,POSTGRAD,JEWISH,OVER100K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,JEWISH,,,0.706
STATE ONLY,3.0,38.0,41.0,SECOND CALL,65-74,WHITE,MALE,GORE,,APPROVE,UNFAVORABLE,GORE,MORE,MEDICARE/RX,CLINTON,BETTER,APP/UNFAV,NO,DEMOCRAT,POSTGRAD,PROTESTANT,OVER100K,MODERATE,65+,STATE,COMPLETE,MARICOPA,60+,60+,DEMOCRAT,65+,NO,WHITE,PROT/CHRIST,,,0.861
STATE ONLY,3.0,38.0,42.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,OVER100K,CONSERV,65+,STATE,COMPLETE,MARICOPA,60+,60+,REPUBLICAN,65+,NO,WHITE,CATHOLIC,,,1.173
STATE ONLY,3.0,38.0,43.0,SECOND CALL,75+,WHITE,MALE,GORE,,APPROVE,FAVORABLE,GORE,MORE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,HSGRAD,ELSE,30-50K,LIBERAL,65+,STATE,COMPLETE,MARICOPA,60+,60+,DEMOCRAT,65+,NO,WHITE,OTHER,,,0.861
STATE ONLY,3.0,38.0,44.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,KYL,APPROVE,UNFAVORABLE,BUSH,LESS,EDUCATION,NOVOTE,BETTER,APP/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,,0.964
STATE ONLY,3.0,38.0,45.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,DOLE,SAME,DIS/UNFAV,NO,INDEPEND,COLGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,60+,60+,IND/OTHER,50-64,NO,WHITE,CATHOLIC,,,1.173
STATE ONLY,3.0,38.0,46.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,DOLE,WORSE,DIS/UNFAV,YES,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,OVER100K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,30-44,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,,,0.964
STATE ONLY,3.0,38.0,47.0,THIRD CALL,50-59,WHITE,MALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,PEROT,SAME,DIS/UNFAV,YES,INDEPEND,POSTGRAD,CATHOLIC,75-100K,CONSERV,18-64,STATE,COMPLETE,MARICOPA,45-59,50-59,IND/OTHER,50-64,NO,WHITE,CATHOLIC,,,0.928
STATE ONLY,3.0,38.0,48.0,THIRD CALL,65-74,WHITE,FEMALE,NADER,KYL,APPROVE,FAVORABLE,WOULDNOTVOTE,OMITS,OMITS,CLINTON,SAME,APP/FAV,YES,DEMOCRAT,HSGRAD,CATHOLIC,,MODERATE,65+,STATE,COMPLETE,MARICOPA,60+,60+,DEMOCRAT,65+,NO,WHITE,CATHOLIC,,,0.597
STATE ONLY,3.0,38.0,49.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,KYL,APPROVE,UNFAVORABLE,GORE,LESS,MEDICARE/RX,NOVOTE,BETTER,APP/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,30-44,30-39,IND/OTHER,30-39,NO,WHITE,PROT/CHRIST,,,0.733
STATE ONLY,3.0,38.0,50.0,THIRD CALL,50-59,WHITE,MALE,GORE,KYL,APPROVE,UNFAVORABLE,GORE,LESS,TAXES,CLINTON,BETTER,APP/UNFAV,YES,INDEPEND,COLGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,,,0.706
STATE ONLY,3.0,38.0,51.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,KYL,DISAPPR,UNFAVORABLE,GORE,LESS,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,,,0.733
STATE ONLY,3.0,38.0,52.0,THIRD CALL,50-59,WHITE,MALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,COLGRAD,CATHOLIC,OVER100K,CONSERV,18-64,STATE,COMPLETE,MARICOPA,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,CATHOLIC,,,0.928
STATE ONLY,3.0,38.0,53.0,THIRD CALL,60-64,,MALE,GORE,KYL,APPROVE,FAVORABLE,GORE,LESS,SOCIALSECUR,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,POSTGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,60+,60+,DEMOCRAT,50-64,NO,,CATHOLIC,,,0.861
STATE ONLY,3.0,38.0,54.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,KYL,APPROVE,UNFAVORABLE,BUSH,LESS,MEDICARE/RX,DOLE,BETTER,APP/UNFAV,YES,REPUBLCN,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,,,0.964
STATE ONLY,3.0,38.0,55.0,THIRD CALL,60-64,,FEMALE,GORE,OTHER,APPROVE,FAVORABLE,GORE,MORE,OMITS,CLINTON,BETTER,APP/FAV,NO,INDEPEND,SOMCOL/ASSOC,NONE,OVER100K,LIBERAL,18-64,STATE,COMPLETE,MARICOPA,60+,60+,IND/OTHER,50-64,NO,,NONE,,,0.893
STATE ONLY,3.0,38.0,56.0,THIRD CALL,50-59,WHITE,MALE,GORE,KYL,APPROVE,FAVORABLE,GORE,LESS,ECON/JOBS,DOLE,SAME,APP/FAV,YES,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,MARICOPA,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,CATHOLIC,,,0.706
STATE ONLY,3.0,38.0,57.0,THIRD CALL,25-29,WHITE,MALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,MARICOPA,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,PROT/CHRIST,,,1.154
STATE ONLY,3.0,38.0,58.0,THIRD CALL,30-39,WHITE,MALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,OTHER,BETTER,DIS/UNFAV,YES,REPUBLCN,POSTGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,CATHOLIC,,,0.928
STATE ONLY,3.0,41.0,1.0,FIRST CALL,45-49,HISP,FEMALE,GORE,,APPROVE,UNFAVORABLE,GORE,LESS,OMITS,CLINTON,BETTER,APP/UNFAV,YES,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,MARICOPA,45-59,40-49,DEMOCRAT,40-49,YES,WHITE,PROT/CHRIST,,,0.419
STATE ONLY,3.0,41.0,2.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,KYL,APPROVE,FAVORABLE,GORE,LESS,SOCIALSECUR,CLINTON,BETTER,APP/FAV,NO,INDEPEND,SOMCOL/ASSOC,NONE,30-50K,LIBERAL,18-64,STATE,COMPLETE,MARICOPA,45-59,40-49,IND/OTHER,40-49,NO,WHITE,NONE,,,0.611
STATE ONLY,3.0,41.0,3.0,FIRST CALL,40-44,WHITE,MALE,GORE,,APPROVE,FAVORABLE,GORE,LESS,HEALTHCARE,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,NOHS,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,,,0.589
STATE ONLY,3.0,41.0,4.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,DIDNOTVOTE,APPROVE,UNFAVORABLE,GORE,MORE,EDUCATION,CLINTON,SAME,APP/UNFAV,NO,DEMOCRAT,POSTGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,,,0.611
STATE ONLY,3.0,41.0,5.0,FIRST CALL,30-39,HISP,FEMALE,GORE,OTHER,APPROVE,FAVORABLE,GORE,MORE,HEALTHCARE,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,POSTGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,30-44,30-39,DEMOCRAT,30-39,YES,HISP,CATHOLIC,,,0.419
STATE ONLY,3.0,41.0,6.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,KYL,APPROVE,UNFAVORABLE,GORE,LESS,EDUCATION,PEROT,BETTER,APP/UNFAV,NO,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,75-100K,LIBERAL,18-64,STATE,COMPLETE,MARICOPA,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,,,0.611
STATE ONLY,3.0,41.0,7.0,FIRST CALL,60-64,HISP,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,MORE,SOCIALSECUR,CLINTON,WORSE,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,60+,60+,DEMOCRAT,50-64,YES,HISP,PROT/CHRIST,,,0.51
STATE ONLY,3.0,41.0,8.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,PEROT,BETTER,DIS/UNFAV,NO,INDEPEND,HSGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,COMPLETE,MARICOPA,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,,,0.803
STATE ONLY,3.0,41.0,9.0,FIRST CALL,18-24,ASIAN,MALE,GORE,KYL,APPROVE,UNFAVORABLE,GORE,MORE,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,NO,DEMOCRAT,SOMCOL/ASSOC,ELSE,15-30K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,18-29,18-24,DEMOCRAT,18-24,NO,ASIAN,OTHER,,,0.732
STATE ONLY,3.0,41.0,10.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,OTHER,DISAPPR,UNFAVORABLE,BUSH,OMITS,ECON/JOBS,NOVOTE,BETTER,DIS/UNFAV,YES,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,18-29,25-29,IND/OTHER,25-29,NO,WHITE,PROT/CHRIST,,,0.998
STATE ONLY,3.0,41.0,11.0,FIRST CALL,75+,WHITE,MALE,GORE,KYL,APPROVE,FAVORABLE,GORE,MORE,SOCIALSECUR,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,NOHS,ELSE,LESS15K,MODERATE,65+,STATE,COMPLETE,MARICOPA,60+,60+,DEMOCRAT,65+,NO,WHITE,OTHER,,,0.717
STATE ONLY,3.0,41.0,12.0,FIRST CALL,30-39,WHITE,MALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,NOVOTE,SAME,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,MARICOPA,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,CATHOLIC,,,0.775
STATE ONLY,3.0,41.0,13.0,FIRST CALL,30-39,WHITE,MALE,BUSH,,APPROVE,FAVORABLE,BUSH,LESS,EDUCATION,DOLE,SAME,APP/FAV,NO,ELSE,HSGRAD,CATHOLIC,50-75K,LIBERAL,18-64,STATE,COMPLETE,MARICOPA,30-44,30-39,IND/OTHER,30-39,NO,WHITE,CATHOLIC,,,0.775
STATE ONLY,3.0,41.0,14.0,FIRST CALL,30-39,WHITE,MALE,GORE,KYL,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,JEWISH,30-50K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,JEWISH,,,0.589
STATE ONLY,3.0,41.0,15.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,HSGRAD,NONE,75-100K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,NONE,,,0.803
STATE ONLY,3.0,41.0,16.0,FIRST CALL,75+,WHITE,MALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,OTHER,WORSE,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,MARICOPA,60+,60+,REPUBLICAN,65+,,WHITE,PROT/CHRIST,,,0.9430000000000001
STATE ONLY,3.0,41.0,17.0,SECOND CALL,50-59,WHITE,FEMALE,NADER,OTHER,APPROVE,FAVORABLE,GORE,MORE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,POSTGRAD,NONE,50-75K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,NONE,,,0.40900000000000003
STATE ONLY,3.0,41.0,18.0,SECOND CALL,30-39,WHITE,MALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,COLGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,CATHOLIC,,,0.775
STATE ONLY,3.0,41.0,19.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,,APPROVE,UNFAVORABLE,WOULDNOTVOTE,LESS,HEALTHCARE,CLINTON,BETTER,APP/UNFAV,NO,INDEPEND,COLGRAD,CATHOLIC,OVER100K,LIBERAL,18-64,STATE,COMPLETE,MARICOPA,18-29,18-24,IND/OTHER,18-24,NO,WHITE,CATHOLIC,,,0.759
STATE ONLY,3.0,41.0,20.0,SECOND CALL,25-29,WHITE,MALE,GORE,KYL,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,PROT/CHRIST,,,0.732
STATE ONLY,3.0,41.0,21.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,MORE,ECON/JOBS,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,,,0.803
STATE ONLY,3.0,41.0,22.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,KYL,APPROVE,UNFAVORABLE,GORE,MORE,WORLDAFFAIRS,CLINTON,SAME,APP/UNFAV,NO,DEMOCRAT,COLGRAD,ELSE,15-30K,LIBERAL,18-64,STATE,COMPLETE,MARICOPA,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,OTHER,,,0.611
STATE ONLY,3.0,41.0,23.0,SECOND CALL,50-59,WHITE,MALE,NADER,DIDNOTVOTE,APPROVE,FAVORABLE,GORE,MORE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,YES,ELSE,COLGRAD,ELSE,,LIBERAL,18-64,STATE,COMPLETE,MARICOPA,45-59,50-59,IND/OTHER,50-64,NO,WHITE,OTHER,,,0.393
STATE ONLY,3.0,41.0,24.0,SECOND CALL,50-59,OTHER,FEMALE,GORE,OTHER,APPROVE,FAVORABLE,GORE,MORE,HEALTHCARE,CLINTON,SAME,APP/FAV,NO,DEMOCRAT,POSTGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,45-59,50-59,DEMOCRAT,50-64,NO,OTHER,PROT/CHRIST,,,0.611
STATE ONLY,3.0,41.0,25.0,SECOND CALL,50-59,WHITE,MALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,DOLE,SAME,DIS/UNFAV,NO,INDEPEND,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,,,0.775
STATE ONLY,3.0,41.0,26.0,SECOND CALL,30-39,,MALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,NO,INDEPEND,COLGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,MARICOPA,30-44,30-39,IND/OTHER,30-39,,,PROT/CHRIST,,,0.775
STATE ONLY,3.0,41.0,27.0,SECOND CALL,25-29,WHITE,MALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,POSTGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,MARICOPA,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,PROT/CHRIST,,,0.963
STATE ONLY,3.0,41.0,28.0,SECOND CALL,30-39,WHITE,FEMALE,NADER,DIDNOTVOTE,APPROVE,FAVORABLE,GORE,OMITS,OMITS,PEROT,SAME,APP/FAV,NO,INDEPEND,SOMCOL/ASSOC,NONE,30-50K,LIBERAL,18-64,STATE,COMPLETE,MARICOPA,30-44,30-39,IND/OTHER,30-39,NO,WHITE,NONE,,,0.40900000000000003
STATE ONLY,3.0,41.0,29.0,SECOND CALL,25-29,BLACK,MALE,GORE,KYL,APPROVE,FAVORABLE,BUSH,MORE,HEALTHCARE,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,ELSE,15-30K,LIBERAL,18-64,STATE,COMPLETE,MARICOPA,18-29,25-29,DEMOCRAT,25-29,NO,BLACK,OTHER,,,0.501
STATE ONLY,3.0,41.0,30.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,KYL,APPROVE,FAVORABLE,BUSH,LESS,EDUCATION,NOVOTE,SAME,APP/FAV,YES,DEMOCRAT,HSGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,18-29,18-24,DEMOCRAT,18-24,NO,WHITE,CATHOLIC,,,0.998
STATE ONLY,3.0,41.0,31.0,SECOND CALL,25-29,WHITE,MALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,MARICOPA,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,PROT/CHRIST,,,0.963
STATE ONLY,3.0,41.0,32.0,SECOND CALL,45-49,WHITE,MALE,GORE,KYL,APPROVE,FAVORABLE,GORE,LESS,EDUCATION,PEROT,BETTER,APP/FAV,NO,INDEPEND,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,45-59,40-49,IND/OTHER,40-49,NO,WHITE,CATHOLIC,,,0.589
STATE ONLY,3.0,41.0,33.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,MARICOPA,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,,0.803
STATE ONLY,3.0,41.0,34.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,KYL,APPROVE,OMITS,GORE,MORE,HEALTHCARE,CLINTON,BETTER,OMITS,YES,DEMOCRAT,POSTGRAD,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,PROT/CHRIST,,,0.759
STATE ONLY,3.0,41.0,35.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,MORE,EDUCATION,NOVOTE,WORSE,DIS/UNFAV,NO,REPUBLCN,COLGRAD,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,COMPLETE,MARICOPA,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,PROT/CHRIST,,,0.998
STATE ONLY,3.0,41.0,36.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,KYL,DISAPPR,UNFAVORABLE,GORE,MORE,EDUCATION,PEROT,WORSE,DIS/UNFAV,NO,REPUBLCN,POSTGRAD,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,,,0.611
STATE ONLY,3.0,41.0,37.0,THIRD CALL,40-44,WHITE,MALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,MARICOPA,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,,,0.775
STATE ONLY,3.0,41.0,38.0,THIRD CALL,30-39,HISP,FEMALE,GORE,KYL,DISAPPR,FAVORABLE,BUSH,MORE,EDUCATION,CLINTON,BETTER,DIS/FAV,YES,ELSE,NOHS,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,30-44,30-39,IND/OTHER,30-39,YES,HISP,PROT/CHRIST,,,0.419
STATE ONLY,3.0,41.0,39.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,,0.803
STATE ONLY,3.0,41.0,40.0,THIRD CALL,50-59,OTHER,MALE,BUSH,OTHER,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,OTHER,SAME,DIS/UNFAV,NO,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,MARICOPA,45-59,50-59,DEMOCRAT,50-64,NO,OTHER,CATHOLIC,,,0.775
STATE ONLY,3.0,41.0,41.0,THIRD CALL,25-29,WHITE,MALE,GORE,KYL,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,COMPLETE,MARICOPA,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,PROT/CHRIST,,,0.732
STATE ONLY,3.0,41.0,42.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,KYL,OMITS,UNFAVORABLE,BUSH,MORE,SOCIALSECUR,PEROT,SAME,OMITS,NO,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,MARICOPA,45-59,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,,,0.803
