VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,TIME,CLINTON,BCPERSON,XWAY2000,GOVTDO,CUBAN3,SIZEPLC3,ISSUE,QUAL,X6VOTE,ENVIRON,UNFAIR,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,QRACE,REL5,PRESKNOW,JEBBUSH,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
NATIONAL PINK,10.0,67.0,49.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,,,,,,,,CITYOVER50K,,,,PROENVIR,,,,YES,DEMOCRAT,OVER500K,,PROTESTANT,,50-75K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,NORTH,18-29,18-24,DEMOCRAT,18-24,WHITE,PROT/CHRIST,,,,,,,0.481
NATIONAL PINK,10.0,67.0,50.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,MCCOLLUM,,,,,,,CITYOVER50K,,,,PROGRWTH,,,,YES,REPUBLCN,OVER500K,,PROTESTANT,,15-30K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,NORTH,45-59,40-49,REPUBLICAN,40-49,WHITE,PROT/CHRIST,,,,,,,0.464
NATIONAL PINK,10.0,67.0,51.0,THIRD CALL,50-59,WHITE,MALE,BUSH,MCCOLLUM,,,,,,,CITYOVER50K,,,,PROGRWTH,,,,YES,REPUBLCN,OVER500K,,PROTESTANT,,75-100K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,NORTH,45-59,50-59,REPUBLICAN,50-64,WHITE,PROT/CHRIST,,,,,,,0.468
NATIONAL WHITE,10.0,69.0,1.0,FIRST CALL,25-29,WHITE,MALE,BUSH,MCCOLLUM,,DISAPPR,UNFAVORABLE,BUSH,LESS,,CITYOVER50K,SOCIALSECUR,STRONGLEADER,DOLE,,,SAME,DIS/UNFAV,YES,REPUBLCN,OVER500K,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,30-50K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,NORTH,18-29,25-29,REPUBLICAN,25-29,WHITE,PROT/CHRIST,,,,ISSUES,,,0.613
NATIONAL WHITE,10.0,69.0,2.0,FIRST CALL,25-29,BLACK,FEMALE,BUSH,MCCOLLUM,,APPROVE,FAVORABLE,BUSH,LESS,,CITYOVER50K,TAXES,COMPLEXISSUE,CLINTON,,,BETTER,APP/FAV,YES,INDEPEND,OVER500K,COLGRAD,ELSE,AFEWAYEAR,30-50K,NO,YES,MODERATE,18-64,,NATIONAL,COMPLETE,NORTH,18-29,25-29,IND/OTHER,25-29,BLACK,OTHER,,,,ISSUES,,,0.595
NATIONAL WHITE,10.0,69.0,3.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,NELSON,,APPROVE,UNFAVORABLE,GORE,LESS,,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,CLINTON,,,BETTER,APP/UNFAV,YES,DEMOCRAT,OVER500K,COLGRAD,OTHERCHRIST,MORETHAN1AWK,OVER100K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,NORTH,30-44,30-39,DEMOCRAT,30-39,BLACK,PROT/CHRIST,,,,ISSUES,,,0.613
NATIONAL WHITE,10.0,69.0,4.0,FIRST CALL,30-39,WHITE,MALE,BUSH,MCCOLLUM,,DISAPPR,UNFAVORABLE,BUSH,LESS,,CITYOVER50K,OMITS,OMITS,DOLE,,,SAME,DIS/UNFAV,YES,REPUBLCN,OVER500K,COLGRAD,PROTESTANT,NEVER,50-75K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,WHITE,PROT/CHRIST,,,,ISSUES,,,0.613
NATIONAL YELLOW,10.0,69.0,5.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,MCCOLLUM,,APPROVE,UNFAVORABLE,BUSH,LESS,,CITYOVER50K,EDUCATION,GOODJUDGMENT,DOLE,,,SAME,APP/UNFAV,YES,REPUBLCN,OVER500K,COLGRAD,OTHERCHRIST,AFEWAYEAR,30-50K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,NORTH,18-29,25-29,REPUBLICAN,25-29,WHITE,PROT/CHRIST,,,,ISSUES,EDUCATION,GOODJUDGMENT,0.607
NATIONAL YELLOW,10.0,69.0,6.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,MCCOLLUM,,DISAPPR,UNFAVORABLE,BUSH,LESS,,CITYOVER50K,SOCIALSECUR,HONEST,DOLE,,,SAME,DIS/UNFAV,YES,REPUBLCN,OVER500K,SOMCOL/ASSOC,CATHOLIC,MORETHAN1AWK,50-75K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,NORTH,30-44,40-49,REPUBLICAN,40-49,WHITE,CATHOLIC,,,,PERSONALQUAL,SOCIALSECUR,HONEST,0.607
NATIONAL YELLOW,10.0,69.0,7.0,FIRST CALL,45-49,WHITE,MALE,BUSH,MCCOLLUM,,DISAPPR,UNFAVORABLE,BUSH,LESS,,CITYOVER50K,SOCIALSECUR,OMITS,PEROT,,,SAME,DIS/UNFAV,YES,ELSE,OVER500K,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,30-50K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,NORTH,45-59,40-49,IND/OTHER,40-49,WHITE,PROT/CHRIST,,,,PERSONALQUAL,SOCIALSECUR,OMITS,0.613
NATIONAL YELLOW,10.0,69.0,8.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,NELSON,,DISAPPR,FAVORABLE,GORE,MORE,,CITYOVER50K,ECON/JOBS,STRONGLEADER,CLINTON,,,BETTER,DIS/FAV,YES,DEMOCRAT,OVER500K,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,30-50K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,NORTH,30-44,30-39,DEMOCRAT,30-39,BLACK,PROT/CHRIST,,,,ISSUES,ECON/JOBS,STRONGLEADER,0.613
NATIONAL GREY,10.0,69.0,9.0,FIRST CALL,50-59,ASIAN,FEMALE,,NELSON,BEFORE,,,,,,CITYOVER50K,,,,,BOTHDID,,,,DEMOCRAT,OVER500K,POSTGRAD,,,50-75K,,,MODERATE,18-64,SOCIALSECURI,NATIONAL,COMPLETE,NORTH,45-59,50-59,DEMOCRAT,50-64,ASIAN,,NEITHER,,ONLYGORE,,,,0.608
NATIONAL GREY,10.0,69.0,10.0,FIRST CALL,65-74,WHITE,MALE,BUSH,MCCOLLUM,LAST.MONTH,,,,,,CITYOVER50K,,,,,GOREDID,,,,REPUBLCN,OVER500K,COLGRAD,,,75-100K,,,MODERATE,65+,CUTFEDINCTAX,NATIONAL,COMPLETE,NORTH,60+,60+,REPUBLICAN,65+,WHITE,,BOTH,,ONLYGORE,,,,0.783
NATIONAL GREY,10.0,69.0,11.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,MCCOLLUM,BEFORE,,,,,,CITYOVER50K,,,,,GOREDID,,,,REPUBLCN,OVER500K,SOMCOL/ASSOC,,,75-100K,,,CONSERV,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,NORTH,45-59,40-49,REPUBLICAN,40-49,WHITE,,BOTH,,ONLYGORE,,,,0.607
NATIONAL GREY,10.0,69.0,12.0,FIRST CALL,75+,WHITE,FEMALE,NADER,NELSON,LAST.3DAYS,,,,,,CITYOVER50K,,,,,GOREDID,,,,REPUBLCN,OVER500K,HSGRAD,,,LESS15K,,,MODERATE,65+,CUTFEDINCTAX,NATIONAL,COMPLETE,NORTH,60+,60+,REPUBLICAN,65+,WHITE,,ONLYGORE,,ONLYGORE,,,,0.684
NATIONAL PINK,10.0,69.0,13.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,NELSON,,,,,,,CITYOVER50K,,,,PROENVIR,,,,YES,DEMOCRAT,OVER500K,,CATHOLIC,,OVER100K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,NORTH,30-44,40-49,DEMOCRAT,40-49,WHITE,CATHOLIC,,,,,,,0.625
NATIONAL PINK,10.0,69.0,14.0,FIRST CALL,50-59,WHITE,MALE,BUSH,MCCOLLUM,,,,,,,CITYOVER50K,,,,PROENVIR,,,,YES,DEMOCRAT,OVER500K,,PROTESTANT,,75-100K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,NORTH,45-59,50-59,DEMOCRAT,50-64,WHITE,PROT/CHRIST,,,,,,,0.613
NATIONAL PINK,10.0,69.0,15.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,LOGAN,,,,,,,CITYOVER50K,,,,PROGRWTH,,,,NO,DEMOCRAT,OVER500K,,NONE,,15-30K,YES,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,NORTH,30-44,40-49,DEMOCRAT,40-49,WHITE,NONE,,,,,,,0.527
NATIONAL PINK,10.0,69.0,16.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,MCCOLLUM,,,,,,,CITYOVER50K,,,,PROGRWTH,,,,NO,REPUBLCN,OVER500K,,OTHERCHRIST,,,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,NORTH,18-29,25-29,REPUBLICAN,25-29,WHITE,PROT/CHRIST,,,,,,,0.607
NATIONAL WHITE,10.0,69.0,17.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,MCCOLLUM,,DISAPPR,UNFAVORABLE,BUSH,MORE,,CITYOVER50K,MEDICARE/RX,CARES,DOLE,,,SAME,DIS/UNFAV,NO,REPUBLCN,OVER500K,SOMCOL/ASSOC,CATHOLIC,NEVER,30-50K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,NORTH,18-29,25-29,REPUBLICAN,25-29,WHITE,CATHOLIC,,,,PERSONALQUAL,,,0.607
NATIONAL WHITE,10.0,69.0,18.0,SECOND CALL,30-39,WHITE,MALE,BUSH,MCCOLLUM,,APPROVE,UNFAVORABLE,BUSH,MORE,,CITYOVER50K,SOCIALSECUR,HONEST,DOLE,,,BETTER,APP/UNFAV,YES,REPUBLCN,OVER500K,HSGRAD,OTHERCHRIST,MORETHAN1AWK,30-50K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,WHITE,PROT/CHRIST,,,,PERSONALQUAL,,,0.613
NATIONAL WHITE,10.0,69.0,19.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,MCCOLLUM,,DISAPPR,UNFAVORABLE,BUSH,LESS,,CITYOVER50K,WORLDAFFAIRS,COMPLEXISSUE,DOLE,,,WORSE,DIS/UNFAV,NO,REPUBLCN,OVER500K,SOMCOL/ASSOC,ELSE,MORETHAN1AWK,50-75K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,NORTH,18-29,25-29,REPUBLICAN,25-29,WHITE,OTHER,,,,ISSUES,,,0.628
NATIONAL WHITE,10.0,69.0,20.0,SECOND CALL,50-59,WHITE,MALE,BUSH,MCCOLLUM,,DISAPPR,UNFAVORABLE,BUSH,LESS,,CITYOVER50K,TAXES,GOODJUDGMENT,DOLE,,,SAME,DIS/UNFAV,YES,REPUBLCN,OVER500K,POSTGRAD,PROTESTANT,AFEWAYEAR,OVER100K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,NORTH,45-59,50-59,REPUBLICAN,50-64,WHITE,PROT/CHRIST,,,,PERSONALQUAL,,,0.613
NATIONAL WHITE,10.0,69.0,21.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,MCCOLLUM,,APPROVE,FAVORABLE,GORE,MORE,,CITYOVER50K,SOCIALSECUR,STRONGLEADER,CLINTON,,,BETTER,APP/FAV,YES,DEMOCRAT,OVER500K,HSGRAD,PROTESTANT,AFEWAYEAR,30-50K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,NORTH,45-59,50-59,DEMOCRAT,50-64,WHITE,PROT/CHRIST,,,,PERSONALQUAL,,,0.628
NATIONAL YELLOW,10.0,69.0,22.0,SECOND CALL,25-29,WHITE,MALE,BUSH,MCCOLLUM,,APPROVE,FAVORABLE,BUSH,LESS,,CITYOVER50K,TAXES,STRONGLEADER,CLINTON,,,WORSE,APP/FAV,YES,REPUBLCN,OVER500K,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,NORTH,18-29,25-29,REPUBLICAN,25-29,WHITE,CATHOLIC,,,,ISSUES,TAXES,STRONGLEADER,0.613
NATIONAL YELLOW,10.0,69.0,23.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,MCCOLLUM,,DISAPPR,UNFAVORABLE,BUSH,OMITS,,CITYOVER50K,TAXES,CARES,DOLE,,,SAME,DIS/UNFAV,NO,REPUBLCN,OVER500K,HSGRAD,OTHERCHRIST,MORETHAN1AWK,30-50K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,NORTH,18-29,25-29,REPUBLICAN,25-29,WHITE,PROT/CHRIST,,,,ISSUES,TAXES,CARES,0.607
NATIONAL YELLOW,10.0,69.0,24.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,NELSON,,APPROVE,FAVORABLE,GORE,MORE,,CITYOVER50K,EDUCATION,HONEST,CLINTON,,,SAME,APP/FAV,YES,DEMOCRAT,OVER500K,COLGRAD,OTHERCHRIST,MORETHAN1AWK,50-75K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,NORTH,30-44,40-49,DEMOCRAT,40-49,BLACK,PROT/CHRIST,,,,ISSUES,EDUCATION,HONEST,0.613
NATIONAL YELLOW,10.0,69.0,25.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,NELSON,,APPROVE,UNFAVORABLE,GORE,MORE,,CITYOVER50K,SOCIALSECUR,STRONGLEADER,CLINTON,,,BETTER,APP/UNFAV,NO,DEMOCRAT,OVER500K,HSGRAD,CATHOLIC,NEVER,,NO,NO,MODERATE,65+,,NATIONAL,COMPLETE,NORTH,60+,60+,DEMOCRAT,65+,WHITE,CATHOLIC,,,,ISSUES,SOCIALSECUR,STRONGLEADER,0.798
NATIONAL YELLOW,10.0,69.0,26.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,MCCOLLUM,,APPROVE,UNFAVORABLE,BUSH,LESS,,CITYOVER50K,WORLDAFFAIRS,GOODJUDGMENT,DOLE,,,SAME,APP/UNFAV,NO,REPUBLCN,OVER500K,POSTGRAD,ELSE,AFEWAYEAR,OVER100K,YES,NO,,18-64,,NATIONAL,COMPLETE,NORTH,45-59,50-59,REPUBLICAN,50-64,WHITE,OTHER,,,,PERSONALQUAL,WORLDAFFAIRS,GOODJUDGMENT,0.607
NATIONAL GREY,10.0,69.0,27.0,SECOND CALL,30-39,ASIAN,MALE,GORE,NELSON,BEFORE,,,,,,CITYOVER50K,,,,,BOTHDID,,,,DEMOCRAT,OVER500K,COLGRAD,,,30-50K,,,LIBERAL,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,NORTH,30-44,30-39,DEMOCRAT,30-39,ASIAN,,ONLYGORE,,BOTH,,,,0.631
NATIONAL GREY,10.0,69.0,28.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,NELSON,LAST.3DAYS,,,,,,CITYOVER50K,,,,,BOTHDID,,,,DEMOCRAT,OVER500K,HSGRAD,,,,,,MODERATE,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,NORTH,30-44,40-49,DEMOCRAT,40-49,BLACK,,ONLYGORE,,BOTH,,,,0.613
NATIONAL GREY,10.0,69.0,29.0,SECOND CALL,30-39,BLACK,MALE,BUSH,MCCOLLUM,BEFORE,,,,,,CITYOVER50K,,,,,GOREDID,,,,REPUBLCN,OVER500K,POSTGRAD,,,15-30K,,,CONSERV,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,BLACK,,ONLYBUSH,,ONLYGORE,,,,0.601
NATIONAL GREY,10.0,69.0,30.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,NELSON,LAST.3DAYS,,,,,,CITYOVER50K,,,,,NEITHERDID,,,,INDEPEND,OVER500K,SOMCOL/ASSOC,,,30-50K,,,CONSERV,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,NORTH,30-44,40-49,IND/OTHER,40-49,WHITE,,BOTH,,BOTH,,,,0.605
NATIONAL GREY,10.0,69.0,31.0,SECOND CALL,30-39,BLACK,MALE,GORE,NELSON,BEFORE,,,,,,CITYOVER50K,,,,,NEITHERDID,,,,DEMOCRAT,OVER500K,SOMCOL/ASSOC,,,50-75K,,,MODERATE,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,NORTH,30-44,30-39,DEMOCRAT,30-39,BLACK,,BOTH,,BOTH,,,,0.619
NATIONAL PINK,10.0,69.0,32.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,MCCOLLUM,,,,,,,CITYOVER50K,,,,PROGRWTH,,,,YES,REPUBLCN,OVER500K,,CATHOLIC,,30-50K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,NORTH,18-29,25-29,REPUBLICAN,25-29,WHITE,CATHOLIC,,,,,,,0.607
NATIONAL PINK,10.0,69.0,33.0,SECOND CALL,40-44,OTHER,FEMALE,BUSH,MCCOLLUM,,,,,,,CITYOVER50K,,,,PROGRWTH,,,,YES,DEMOCRAT,OVER500K,,OTHERCHRIST,,15-30K,NO,YES,MODERATE,18-64,,NATIONAL,COMPLETE,NORTH,30-44,40-49,DEMOCRAT,40-49,OTHER,PROT/CHRIST,,,,,,,0.607
NATIONAL PINK,10.0,69.0,34.0,SECOND CALL,30-39,ASIAN,MALE,BUSH,MCCOLLUM,,,,,,,CITYOVER50K,,,,PROGRWTH,,,,YES,INDEPEND,OVER500K,,PROTESTANT,,30-50K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,NORTH,30-44,30-39,IND/OTHER,30-39,ASIAN,PROT/CHRIST,,,,,,,0.613
NATIONAL PINK,10.0,69.0,35.0,SECOND CALL,25-29,WHITE,MALE,BUSH,MCCOLLUM,,,,,,,CITYOVER50K,,,,PROGRWTH,,,,YES,REPUBLCN,OVER500K,,CATHOLIC,,50-75K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,NORTH,18-29,25-29,REPUBLICAN,25-29,WHITE,CATHOLIC,,,,,,,0.613
NATIONAL PINK,10.0,69.0,36.0,SECOND CALL,65-74,,MALE,BUSH,MCCOLLUM,,,,,,,CITYOVER50K,,,,OMITS,,,,NO,REPUBLCN,OVER500K,,OTHERCHRIST,,50-75K,YES,NO,MODERATE,65+,,NATIONAL,COMPLETE,NORTH,60+,60+,REPUBLICAN,65+,,PROT/CHRIST,,,,,,,0.783
NATIONAL WHITE,10.0,69.0,37.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,,,APPROVE,FAVORABLE,GORE,MORE,,CITYOVER50K,EDUCATION,CARES,NOVOTE,,,WORSE,APP/FAV,YES,INDEPEND,OVER500K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,50-75K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,NORTH,18-29,18-24,IND/OTHER,18-24,WHITE,PROT/CHRIST,,,,ISSUES,,,0.63
NATIONAL WHITE,10.0,69.0,38.0,THIRD CALL,30-39,ASIAN,FEMALE,BUSH,,,OMITS,UNFAVORABLE,OMITS,MORE,,CITYOVER50K,MEDICARE/RX,LIKEABLE,OTHER,,,BETTER,OMITS,YES,,OVER500K,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,,YES,YES,,18-64,,NATIONAL,COMPLETE,NORTH,30-44,30-39,,30-39,ASIAN,CATHOLIC,,,,ISSUES,,,0.609
NATIONAL WHITE,10.0,69.0,39.0,THIRD CALL,30-39,WHITE,MALE,BUSH,MCCOLLUM,,APPROVE,UNFAVORABLE,BUSH,MORE,,CITYOVER50K,WORLDAFFAIRS,STRONGLEADER,PEROT,,,BETTER,APP/UNFAV,YES,REPUBLCN,OVER500K,SOMCOL/ASSOC,ELSE,AFEWAYEAR,50-75K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,WHITE,OTHER,,,,PERSONALQUAL,,,0.613
NATIONAL WHITE,10.0,69.0,40.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,NELSON,,APPROVE,UNFAVORABLE,GORE,MORE,,CITYOVER50K,EDUCATION,EXPERIENCE,CLINTON,,,BETTER,APP/UNFAV,YES,DEMOCRAT,OVER500K,COLGRAD,PROTESTANT,AFEWAYEAR,50-75K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,NORTH,45-59,40-49,DEMOCRAT,40-49,WHITE,PROT/CHRIST,,,,ISSUES,,,0.625
NATIONAL YELLOW,10.0,69.0,41.0,THIRD CALL,40-44,WHITE,MALE,BUSH,MCCOLLUM,,DISAPPR,UNFAVORABLE,BUSH,MORE,,CITYOVER50K,WORLDAFFAIRS,HONEST,OMITS,,,SAME,DIS/UNFAV,YES,REPUBLCN,OVER500K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,NORTH,30-44,40-49,REPUBLICAN,40-49,WHITE,PROT/CHRIST,,,,PERSONALQUAL,WORLDAFFAIRS,HONEST,0.613
NATIONAL YELLOW,10.0,69.0,42.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,NELSON,,APPROVE,FAVORABLE,GORE,OMITS,,CITYOVER50K,MEDICARE/RX,GOODJUDGMENT,CLINTON,,,SAME,APP/FAV,YES,DEMOCRAT,OVER500K,HSGRAD,PROTESTANT,MORETHAN1AWK,50-75K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,NORTH,45-59,40-49,DEMOCRAT,40-49,BLACK,PROT/CHRIST,,,,PERSONALQUAL,MEDICARE/RX,GOODJUDGMENT,0.613
NATIONAL YELLOW,10.0,69.0,43.0,THIRD CALL,40-44,WHITE,MALE,GORE,MCCOLLUM,,DISAPPR,UNFAVORABLE,GORE,MORE,,CITYOVER50K,SOCIALSECUR,EXPERIENCE,DOLE,,,BETTER,DIS/UNFAV,YES,REPUBLCN,OVER500K,HSGRAD,PROTESTANT,AFEWAYEAR,50-75K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,NORTH,30-44,40-49,REPUBLICAN,40-49,WHITE,PROT/CHRIST,,,,ISSUES,SOCIALSECUR,EXPERIENCE,0.634
NATIONAL YELLOW,10.0,69.0,44.0,THIRD CALL,30-39,WHITE,MALE,BUSH,MCCOLLUM,,DISAPPR,UNFAVORABLE,BUSH,LESS,,CITYOVER50K,TAXES,STRONGLEADER,DOLE,,,BETTER,DIS/UNFAV,YES,REPUBLCN,OVER500K,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,50-75K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,WHITE,CATHOLIC,,,,PERSONALQUAL,TAXES,STRONGLEADER,0.613
NATIONAL GREY,10.0,69.0,45.0,THIRD CALL,40-44,ASIAN,FEMALE,BUSH,MCCOLLUM,LAST.MONTH,,,,,,CITYOVER50K,,,,,GOREDID,,,,REPUBLCN,OVER500K,SOMCOL/ASSOC,,,30-50K,,,MODERATE,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,NORTH,30-44,40-49,REPUBLICAN,40-49,ASIAN,,ONLYBUSH,,OMITS,,,,0.607
NATIONAL GREY,10.0,69.0,46.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,NELSON,BEFORE,,,,,,CITYOVER50K,,,,,OMITS,,,,DEMOCRAT,OVER500K,SOMCOL/ASSOC,,,75-100K,,,,18-64,OMITS,NATIONAL,COMPLETE,NORTH,18-29,18-24,DEMOCRAT,18-24,BLACK,,ONLYGORE,,ONLYBUSH,,,,0.613
NATIONAL GREY,10.0,69.0,47.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,NELSON,BEFORE,,,,,,CITYOVER50K,,,,,BOTHDID,,,,DEMOCRAT,OVER500K,HSGRAD,,,75-100K,,,LIBERAL,18-64,SOCIALSECURI,NATIONAL,COMPLETE,NORTH,45-59,50-59,DEMOCRAT,50-64,WHITE,,ONLYGORE,,ONLYBUSH,,,,0.625
NATIONAL GREY,10.0,69.0,48.0,THIRD CALL,60-64,WHITE,MALE,GORE,NELSON,BEFORE,,,,,,CITYOVER50K,,,,,BOTHDID,,,,DEMOCRAT,OVER500K,COLGRAD,,,75-100K,,,MODERATE,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,NORTH,60+,60+,DEMOCRAT,50-64,WHITE,,ONLYGORE,,BOTH,,,,0.806
NATIONAL PINK,10.0,69.0,49.0,THIRD CALL,40-44,BLACK,,GORE,NELSON,,,,,,,CITYOVER50K,,,,PROGRWTH,,,,YES,DEMOCRAT,OVER500K,,OTHERCHRIST,,75-100K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,NORTH,30-44,40-49,DEMOCRAT,40-49,BLACK,PROT/CHRIST,,,,,,,0.613
NATIONAL PINK,10.0,69.0,50.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,MCCOLLUM,,,,,,,CITYOVER50K,,,,PROENVIR,,,,YES,REPUBLCN,OVER500K,,CATHOLIC,,50-75K,NO,YES,MODERATE,18-64,,NATIONAL,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,WHITE,CATHOLIC,,,,,,,0.607
NATIONAL PINK,10.0,69.0,51.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,MCCOLLUM,,,,,,,CITYOVER50K,,,,PROGRWTH,,,,YES,REPUBLCN,OVER500K,,CATHOLIC,,50-75K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,NORTH,30-44,40-49,REPUBLICAN,40-49,WHITE,CATHOLIC,,,,,,,0.607
NATIONAL PINK,10.0,69.0,52.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,NELSON,,,,,,,CITYOVER50K,,,,PROENVIR,,,,YES,DEMOCRAT,OVER500K,,PROTESTANT,,30-50K,,NO,MODERATE,65+,,NATIONAL,COMPLETE,NORTH,60+,60+,DEMOCRAT,65+,WHITE,PROT/CHRIST,,,,,,,0.798
STATE ONLY,10.0,71.0,1.0,FIRST CALL,65-74,BLACK,,GORE,NELSON,BEFORE,DISAPPR,FAVORABLE,GORE,MORE,NO,CITYOVER50K,MEDICARE/RX,STRONGLEADER,CLINTON,PROGRWTH,NEITHERDID,BETTER,DIS/FAV,NO,DEMOCRAT,50-500K,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,15-30K,YES,NO,CONSERV,65+,CUTFEDINCTAX,STATE,COMPLETE,NORTH,60+,60+,DEMOCRAT,65+,BLACK,PROT/CHRIST,ONLYGORE,UNFAVORABLE,NEITHER,PERSONALQUAL,,,0.5760000000000001
STATE ONLY,10.0,71.0,2.0,FIRST CALL,50-59,WHITE,MALE,BUSH,NELSON,BEFORE,OMITS,OMITS,OMITS,LESS,NO,CITYOVER50K,SOCIALSECUR,HONEST,OMITS,PROGRWTH,GOREDID,OMITS,,,,50-500K,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,NORTH,45-59,50-59,,50-64,WHITE,,OMITS,FAVORABLE,OMITS,OMITS,,,0.445
