VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,ISSUE,QUAL,RELRIGHT,X6VOTE,FINSIT,JOBPERS,GORETN,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
NATIONAL WHITE,43.0,61.0,16.0,SECOND CALL,45-49,WHITE,MALE,BUSH,FRIST,APPROVE,UNFAVORABLE,BUSH,LESS,ECON/JOBS,EXPERIENCE,NO,DOLE,BETTER,APP/UNFAV,,REPUBLCN,COLGRAD,PROTESTANT,,CONSERV,18-64,NATIONAL,COMPLETE,EAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.775
NATIONAL WHITE,43.0,61.0,17.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,CLARK,DISAPPR,UNFAVORABLE,GORE,MORE,EDUCATION,STRONGLEADER,NO,CLINTON,WORSE,DIS/UNFAV,,DEMOCRAT,HSGRAD,,LESS15K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,,,,0.86
NATIONAL WHITE,43.0,61.0,18.0,SECOND CALL,18-24,WHITE,MALE,BUSH,FRIST,APPROVE,FAVORABLE,BUSH,LESS,ECON/JOBS,STRONGLEADER,NO,OTHER,SAME,APP/FAV,,REPUBLCN,COLGRAD,NONE,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,NONE,,,0.896
NATIONAL YELLOW,43.0,61.0,19.0,SECOND CALL,30-39,BLACK,MALE,GORE,CLARK,APPROVE,UNFAVORABLE,GORE,MORE,MEDICARE/RX,LIKEABLE,NO,CLINTON,SAME,APP/UNFAV,,DEMOCRAT,HSGRAD,PROTESTANT,LESS15K,LIBERAL,18-64,NATIONAL,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,MEDICARE/RX,LIKEABLE,0.916
NATIONAL YELLOW,43.0,61.0,20.0,SECOND CALL,18-24,BLACK,FEMALE,GORE,CLARK,DISAPPR,UNFAVORABLE,GORE,MORE,EDUCATION,GOODJUDGMENT,NO,NOVOTE,BETTER,DIS/UNFAV,,DEMOCRAT,HSGRAD,NONE,LESS15K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,DEMOCRAT,18-24,NONE,EDUCATION,GOODJUDGMENT,0.996
NATIONAL YELLOW,43.0,61.0,21.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,CLARK,APPROVE,UNFAVORABLE,GORE,MORE,HEALTHCARE,LIKEABLE,NO,CLINTON,SAME,APP/UNFAV,,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,LIBERAL,18-64,NATIONAL,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,HEALTHCARE,LIKEABLE,0.732
NATIONAL YELLOW,43.0,61.0,22.0,SECOND CALL,25-29,WHITE,MALE,GORE,CLARK,DISAPPR,UNFAVORABLE,GORE,MORE,EDUCATION,EXPERIENCE,NO,NOVOTE,BETTER,DIS/UNFAV,,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,EDUCATION,EXPERIENCE,0.901
NATIONAL YELLOW,43.0,61.0,23.0,SECOND CALL,40-44,WHITE,MALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,MORE,TAXES,EXPERIENCE,NO,CLINTON,SAME,APP/FAV,,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,LIBERAL,18-64,NATIONAL,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,TAXES,EXPERIENCE,0.781
NATIONAL YELLOW,43.0,61.0,24.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,CLARK,APPROVE,OMITS,BUSH,MORE,HEALTHCARE,LIKEABLE,NO,CLINTON,SAME,OMITS,,DEMOCRAT,HSGRAD,PROTESTANT,LESS15K,LIBERAL,18-64,NATIONAL,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,HEALTHCARE,LIKEABLE,0.732
NATIONAL YELLOW,43.0,61.0,25.0,SECOND CALL,60-64,WHITE,MALE,GORE,CLARK,APPROVE,UNFAVORABLE,GORE,MORE,MEDICARE/RX,LIKEABLE,NO,CLINTON,SAME,APP/UNFAV,,DEMOCRAT,HSGRAD,PROTESTANT,LESS15K,LIBERAL,18-64,NATIONAL,COMPLETE,EAST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,MEDICARE/RX,LIKEABLE,1.207
NATIONAL GREY,43.0,61.0,26.0,SECOND CALL,,BLACK,MALE,GORE,CLARK,,,,,,,,,,,,DEMOCRAT,SOMCOL/ASSOC,,30-50K,MODERATE,,NATIONAL,COMPLETE,EAST,,,DEMOCRAT,,,,,0.916
NATIONAL GREY,43.0,61.0,27.0,SECOND CALL,45-49,,MALE,BUSH,CLARK,,,,,,,,,,,,INDEPEND,COLGRAD,,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,45-59,40-49,IND/OTHER,40-49,,,,0.704
NATIONAL GREY,43.0,61.0,28.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,CLARK,,,,,,,,,,,,REPUBLCN,SOMCOL/ASSOC,,50-75K,CONSERV,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,,,,0.764
NATIONAL GREY,43.0,61.0,29.0,SECOND CALL,18-24,BLACK,FEMALE,GORE,CLARK,,,,,,,,,,,,INDEPEND,SOMCOL/ASSOC,,15-30K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,IND/OTHER,18-24,,,,0.996
NATIONAL GREY,43.0,61.0,30.0,SECOND CALL,45-49,BLACK,MALE,GORE,FRIST,,,,,,,,,,,,REPUBLCN,COLGRAD,,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,45-59,40-49,REPUBLICAN,40-49,,,,1.012
NATIONAL GREY,43.0,61.0,31.0,SECOND CALL,50-59,BLACK,MALE,GORE,CLARK,,,,,,,,,,,,DEMOCRAT,SOMCOL/ASSOC,,LESS15K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,,,,0.916
NATIONAL GREY,43.0,61.0,32.0,SECOND CALL,45-49,,MALE,BUSH,CLARK,,,,,,,,,,,,ELSE,COLGRAD,,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,45-59,40-49,IND/OTHER,40-49,,,,0.704
NATIONAL PINK,43.0,61.0,33.0,SECOND CALL,45-49,WHITE,MALE,BUSH,CLARK,,,,,,,NO,,,,,DEMOCRAT,,PROTESTANT,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.704
NATIONAL PINK,43.0,61.0,34.0,SECOND CALL,45-49,BLACK,FEMALE,BUSH,FRIST,,,,,,,NO,,,,,DEMOCRAT,,NONE,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,NONE,,,0.854
NATIONAL PINK,43.0,61.0,35.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,CLARK,,,,,,,NO,,,,,DEMOCRAT,,PROTESTANT,30-50K,LIBERAL,18-64,NATIONAL,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.732
NATIONAL PINK,43.0,61.0,36.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,CLARK,,,,,,,NO,,,,,DEMOCRAT,,CATHOLIC,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.732
NATIONAL PINK,43.0,61.0,37.0,SECOND CALL,60-64,BLACK,MALE,GORE,,,,,,,,NO,,,,,DEMOCRAT,,PROTESTANT,15-30K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.545
NATIONAL PINK,43.0,61.0,38.0,SECOND CALL,45-49,WHITE,MALE,BUSH,CLARK,,,,,,,NO,,,,,DEMOCRAT,,PROTESTANT,30-50K,LIBERAL,18-64,NATIONAL,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.704
NATIONAL PINK,43.0,61.0,39.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,CLARK,,,,,,,OMITS,,,,,DEMOCRAT,,PROTESTANT,15-30K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.732
NATIONAL WHITE,43.0,61.0,40.0,THIRD CALL,50-59,WHITE,MALE,GORE,CLARK,APPROVE,UNFAVORABLE,GORE,MORE,SOCIALSECUR,COMPLEXISSUE,NO,CLINTON,SAME,APP/UNFAV,,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.781
NATIONAL WHITE,43.0,61.0,41.0,THIRD CALL,18-24,BLACK,MALE,BUSH,FRIST,APPROVE,FAVORABLE,BUSH,LESS,ECON/JOBS,STRONGLEADER,NO,DOLE,SAME,APP/FAV,,REPUBLCN,POSTGRAD,NONE,OVER100K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,NONE,,,1.057
NATIONAL WHITE,43.0,61.0,42.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,FRIST,APPROVE,UNFAVORABLE,BUSH,LESS,EDUCATION,STRONGLEADER,NO,DOLE,BETTER,APP/UNFAV,,REPUBLCN,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.726
NATIONAL WHITE,43.0,61.0,43.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,COMPLEXISSUE,NO,CLINTON,BETTER,APP/FAV,,DEMOCRAT,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.86
NATIONAL WHITE,43.0,61.0,44.0,THIRD CALL,60-64,WHITE,MALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,MORE,MEDICARE/RX,EXPERIENCE,NO,CLINTON,BETTER,APP/FAV,,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.207
NATIONAL YELLOW,43.0,61.0,45.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,CLARK,APPROVE,UNFAVORABLE,GORE,MORE,HEALTHCARE,GOODJUDGMENT,YES,CLINTON,BETTER,APP/UNFAV,,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,LIBERAL,18-64,NATIONAL,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,HEALTHCARE,GOODJUDGMENT,0.732
NATIONAL YELLOW,43.0,61.0,46.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,CLARK,DISAPPR,UNFAVORABLE,GORE,MORE,EDUCATION,STRONGLEADER,NO,NOVOTE,BETTER,DIS/UNFAV,,INDEPEND,SOMCOL/ASSOC,NONE,LESS15K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,IND/OTHER,18-24,NONE,EDUCATION,STRONGLEADER,0.847
NATIONAL YELLOW,43.0,61.0,47.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,CLARK,APPROVE,UNFAVORABLE,GORE,MORE,EDUCATION,COMPLEXISSUE,NO,NOVOTE,BETTER,APP/UNFAV,,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,EDUCATION,COMPLEXISSUE,0.86
NATIONAL YELLOW,43.0,61.0,48.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,FRIST,APPROVE,UNFAVORABLE,BUSH,MORE,EDUCATION,STRONGLEADER,NO,CLINTON,BETTER,APP/UNFAV,,REPUBLCN,COLGRAD,PROTESTANT,75-100K,CONSERV,18-64,NATIONAL,COMPLETE,EAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,EDUCATION,STRONGLEADER,0.726
NATIONAL YELLOW,43.0,61.0,49.0,THIRD CALL,30-39,HISP,MALE,GORE,CLARK,APPROVE,UNFAVORABLE,GORE,MORE,SOCIALSECUR,GOODJUDGMENT,NO,NOVOTE,BETTER,APP/UNFAV,,DEMOCRAT,HSGRAD,CATHOLIC,15-30K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,SOCIALSECUR,GOODJUDGMENT,0.916
NATIONAL GREY,43.0,61.0,50.0,THIRD CALL,25-29,BLACK,MALE,GORE,,,,,,,,,,,,,INDEPEND,HSGRAD,,15-30K,LIBERAL,18-64,NATIONAL,COMPLETE,EAST,18-29,25-29,IND/OTHER,25-29,,,,1.156
NATIONAL GREY,43.0,61.0,51.0,THIRD CALL,18-24,BLACK,MALE,GORE,CLARK,,,,,,,,,,,,DEMOCRAT,SOMCOL/ASSOC,,15-30K,LIBERAL,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,DEMOCRAT,18-24,,,,1.062
NATIONAL GREY,43.0,61.0,52.0,THIRD CALL,18-24,BLACK,MALE,GORE,CLARK,,,,,,,,,,,,DEMOCRAT,SOMCOL/ASSOC,,15-30K,LIBERAL,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,DEMOCRAT,18-24,,,,1.062
NATIONAL GREY,43.0,61.0,53.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,CLARK,,,,,,,,,,,,INDEPEND,HSGRAD,,15-30K,LIBERAL,18-64,NATIONAL,COMPLETE,EAST,18-29,25-29,IND/OTHER,25-29,,,,0.996
NATIONAL GREY,43.0,61.0,54.0,THIRD CALL,25-29,BLACK,MALE,GORE,CLARK,,,,,,,,,,,,DEMOCRAT,SOMCOL/ASSOC,,30-50K,LIBERAL,18-64,NATIONAL,COMPLETE,EAST,18-29,25-29,DEMOCRAT,25-29,,,,1.062
NATIONAL PINK,43.0,61.0,55.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,CLARK,,,,,,,NO,,,,,DEMOCRAT,,PROTESTANT,30-50K,LIBERAL,18-64,NATIONAL,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.732
NATIONAL PINK,43.0,61.0,56.0,THIRD CALL,30-39,BLACK,MALE,GORE,,,,,,,,NO,,,,,DEMOCRAT,,PROTESTANT,15-30K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.999
NATIONAL PINK,43.0,61.0,57.0,THIRD CALL,45-49,BLACK,MALE,GORE,CLARK,,,,,,,NO,,,,,DEMOCRAT,,PROTESTANT,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.916
NATIONAL PINK,43.0,61.0,58.0,THIRD CALL,30-39,HISP,FEMALE,GORE,CLARK,,,,,,,NO,,,,,DEMOCRAT,,CATHOLIC,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.86
NATIONAL PINK,43.0,61.0,59.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,CLARK,,,,,,,NO,,,,,DEMOCRAT,,PROTESTANT,30-50K,LIBERAL,18-64,NATIONAL,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.732
STATE ONLY,43.0,63.0,1.0,SECOND CALL,18-24,WHITE,MALE,GORE,FRIST,DISAPPR,UNFAVORABLE,OMITS,MORE,WORLDAFFAIRS,HONEST,NO,CLINTON,BETTER,DIS/UNFAV,VERYIMP,,,JEWISH,,,18-64,STATE,COMPLETE,EAST,18-29,18-24,,18-24,JEWISH,,,1.77
STATE ONLY,43.0,63.0,2.0,SECOND CALL,30-39,WHITE,MALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,OMITS,WORLDAFFAIRS,COMPLEXISSUE,OMITS,DOLE,WORSE,DIS/UNFAV,SOMEWHAT,REPUBLCN,NOHS,JEWISH,15-30K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,JEWISH,,,1.377
STATE ONLY,43.0,63.0,3.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,GORE,OMITS,HEALTHCARE,COMPLEXISSUE,OMITS,DOLE,WORSE,DIS/UNFAV,SOMEWHAT,INDEPEND,HSGRAD,CATHOLIC,30-50K,LIBERAL,18-64,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,1.293
STATE ONLY,43.0,63.0,4.0,SECOND CALL,,WHITE,FEMALE,GORE,,OMITS,OMITS,OMITS,OMITS,WORLDAFFAIRS,OMITS,OMITS,OMITS,BETTER,OMITS,OMITS,,,,,,,STATE,COMPLETE,EAST,,,,,,,,1.417
STATE ONLY,43.0,63.0,5.0,SECOND CALL,30-39,WHITE,MALE,GORE,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,COMPLEXISSUE,YES,OMITS,BETTER,DIS/UNFAV,VERYIMP,DEMOCRAT,SOMCOL/ASSOC,JEWISH,LESS15K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,JEWISH,,,1.5290000000000001
STATE ONLY,43.0,63.0,6.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,GORE,OMITS,OMITS,HONEST,OMITS,DOLE,WORSE,DIS/UNFAV,SOMEWHAT,INDEPEND,SOMCOL/ASSOC,JEWISH,30-50K,LIBERAL,18-64,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,JEWISH,,,1.293
STATE ONLY,43.0,63.0,7.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,FRIST,DISAPPR,UNFAVORABLE,BUSH,OMITS,WORLDAFFAIRS,COMPLEXISSUE,OMITS,CLINTON,BETTER,DIS/UNFAV,SOMEWHAT,DEMOCRAT,NOHS,JEWISH,LESS15K,LIBERAL,18-64,STATE,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,JEWISH,,,1.434
STATE ONLY,43.0,63.0,8.0,SECOND CALL,30-39,WHITE,MALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,GORE,OMITS,OMITS,COMPLEXISSUE,OMITS,DOLE,WORSE,DIS/UNFAV,SOMEWHAT,INDEPEND,SOMCOL/ASSOC,CATHOLIC,30-50K,LIBERAL,18-64,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,1.377
STATE ONLY,43.0,63.0,9.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,GORE,OMITS,HEALTHCARE,COMPLEXISSUE,OMITS,DOLE,WORSE,DIS/UNFAV,VERYIMP,INDEPEND,NOHS,JEWISH,LESS15K,LIBERAL,18-64,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,JEWISH,,,1.293
STATE ONLY,43.0,63.0,10.0,THIRD CALL,30-39,WHITE,MALE,GORE,FRIST,DISAPPR,UNFAVORABLE,BUSH,OMITS,WORLDAFFAIRS,COMPLEXISSUE,OMITS,OMITS,BETTER,DIS/UNFAV,VERYIMP,REPUBLCN,NOHS,CATHOLIC,LESS15K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.5290000000000001
STATE ONLY,43.0,63.0,11.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,FRIST,APPROVE,UNFAVORABLE,GORE,OMITS,TAXES,HONEST,OMITS,DOLE,WORSE,APP/UNFAV,VERYIMP,INDEPEND,HSGRAD,JEWISH,15-30K,LIBERAL,18-64,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,JEWISH,,,1.293
STATE ONLY,43.0,63.0,12.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,GORE,OMITS,OMITS,COMPLEXISSUE,OMITS,DOLE,WORSE,DIS/UNFAV,VERYIMP,INDEPEND,HSGRAD,JEWISH,15-30K,LIBERAL,18-64,STATE,COMPLETE,EAST,18-29,25-29,IND/OTHER,25-29,JEWISH,,,1.495
STATE ONLY,43.0,63.0,13.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,FRIST,DISAPPR,UNFAVORABLE,BUSH,OMITS,ECON/JOBS,COMPLEXISSUE,OMITS,OMITS,BETTER,DIS/UNFAV,OMITS,REPUBLCN,HSGRAD,JEWISH,50-75K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,JEWISH,,,1.434
STATE ONLY,43.0,63.0,14.0,THIRD CALL,30-39,WHITE,FEMALE,OTHER,FRIST,DISAPPR,UNFAVORABLE,OMITS,OMITS,SOCIALSECUR,HONEST,OMITS,OMITS,WORSE,DIS/UNFAV,SOMEWHAT,,,JEWISH,,,18-64,STATE,COMPLETE,EAST,30-44,30-39,,30-39,JEWISH,,,1.347
STATE ONLY,43.0,63.0,15.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,FRIST,DISAPPR,UNFAVORABLE,OMITS,OMITS,HEALTHCARE,COMPLEXISSUE,OMITS,CLINTON,BETTER,DIS/UNFAV,VERYIMP,,,JEWISH,,,18-64,STATE,COMPLETE,EAST,30-44,30-39,,30-39,JEWISH,,,1.686
STATE ONLY,43.0,63.0,16.0,THIRD CALL,30-39,WHITE,MALE,BUSH,FRIST,APPROVE,UNFAVORABLE,GORE,OMITS,OMITS,COMPLEXISSUE,OMITS,DOLE,WORSE,APP/UNFAV,SOMEWHAT,DEMOCRAT,NOHS,JEWISH,15-30K,LIBERAL,18-64,STATE,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,JEWISH,,,1.377
STATE ONLY,43.0,63.0,17.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,FRIST,OMITS,UNFAVORABLE,BUSH,OMITS,EDUCATION,HONEST,OMITS,DOLE,WORSE,OMITS,VERYIMP,REPUBLCN,NOHS,JEWISH,15-30K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,JEWISH,,,1.293
STATE ONLY,43.0,63.0,18.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,FRIST,APPROVE,UNFAVORABLE,BUSH,OMITS,TAXES,COMPLEXISSUE,OMITS,DOLE,WORSE,APP/UNFAV,SOMEWHAT,ELSE,NOHS,JEWISH,15-30K,LIBERAL,18-64,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,JEWISH,,,1.293
STATE ONLY,43.0,63.0,19.0,THIRD CALL,30-39,WHITE,MALE,BUSH,CLARK,APPROVE,UNFAVORABLE,BUSH,OMITS,EDUCATION,OMITS,OMITS,DOLE,WORSE,APP/UNFAV,VERYIMP,INDEPEND,SOMCOL/ASSOC,JEWISH,75-100K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,JEWISH,,,1.25
STATE ONLY,43.0,63.0,20.0,THIRD CALL,30-39,WHITE,MALE,GORE,FRIST,DISAPPR,UNFAVORABLE,BUSH,OMITS,SOCIALSECUR,HONEST,OMITS,OMITS,BETTER,DIS/UNFAV,VERYIMP,REPUBLCN,SOMCOL/ASSOC,JEWISH,LESS15K,LIBERAL,18-64,STATE,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,JEWISH,,,1.5290000000000001
STATE ONLY,43.0,63.0,21.0,THIRD CALL,25-29,WHITE,MALE,BUSH,CLARK,DISAPPR,UNFAVORABLE,GORE,OMITS,ECON/JOBS,COMPLEXISSUE,OMITS,DOLE,WORSE,DIS/UNFAV,SOMEWHAT,DEMOCRAT,NOHS,JEWISH,15-30K,MODERATE,18-64,STATE,COMPLETE,EAST,18-29,25-29,DEMOCRAT,25-29,JEWISH,,,1.447
STATE ONLY,43.0,63.0,22.0,THIRD CALL,25-29,WHITE,MALE,OTHER,FRIST,DISAPPR,OMITS,BUSH,OMITS,WORLDAFFAIRS,HONEST,OMITS,DOLE,WORSE,OMITS,SOMEWHAT,REPUBLCN,HSGRAD,JEWISH,15-30K,MODERATE,18-64,STATE,COMPLETE,EAST,18-29,25-29,REPUBLICAN,25-29,JEWISH,,,1.6620000000000001
STATE ONLY,43.0,63.0,23.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,FRIST,APPROVE,UNFAVORABLE,GORE,OMITS,TAXES,COMPLEXISSUE,OMITS,DOLE,WORSE,APP/UNFAV,SOMEWHAT,ELSE,NOHS,JEWISH,15-30K,LIBERAL,18-64,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,JEWISH,,,1.293
STATE ONLY,43.0,63.0,24.0,THIRD CALL,30-39,WHITE,MALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,GORE,OMITS,TAXES,COMPLEXISSUE,OMITS,DOLE,WORSE,DIS/UNFAV,SOMEWHAT,INDEPEND,NOHS,JEWISH,30-50K,LIBERAL,18-64,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,JEWISH,,,1.377
STATE ONLY,43.0,63.0,25.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,FRIST,DISAPPR,UNFAVORABLE,GORE,OMITS,SOCIALSECUR,COMPLEXISSUE,OMITS,CLINTON,WORSE,DIS/UNFAV,VERYIMP,ELSE,NOHS,JEWISH,LESS15K,LIBERAL,18-64,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,JEWISH,,,1.434
STATE ONLY,43.0,63.0,26.0,THIRD CALL,30-39,WHITE,MALE,BUSH,CLARK,DISAPPR,UNFAVORABLE,GORE,OMITS,WORLDAFFAIRS,COMPLEXISSUE,OMITS,DOLE,WORSE,DIS/UNFAV,VERYIMP,ELSE,NOHS,JEWISH,75-100K,LIBERAL,18-64,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,JEWISH,,,1.25
STATE ONLY,43.0,63.0,27.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,CLARK,DISAPPR,UNFAVORABLE,GORE,OMITS,EDUCATION,COMPLEXISSUE,OMITS,CLINTON,BETTER,DIS/UNFAV,VERYIMP,INDEPEND,NOHS,JEWISH,75-100K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,JEWISH,,,1.303
STATE ONLY,43.0,63.0,28.0,THIRD CALL,30-39,WHITE,MALE,BUSH,FRIST,APPROVE,UNFAVORABLE,BUSH,OMITS,TAXES,COMPLEXISSUE,OMITS,DOLE,WORSE,APP/UNFAV,SOMEWHAT,INDEPEND,SOMCOL/ASSOC,JEWISH,15-30K,MODERATE,18-64,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,JEWISH,,,1.377
