VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,ABORTION,FINSIT,JOBPERS,WORK,MIGRATGA,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
STATE ONLY,11.0,50.0,4.0,FIRST CALL,50-59,WHITE,MALE,BUSH,MATTINGLY,OMITS,OMITS,OMITS,LESS,CITYOVER50K,HEALTHCARE,HONEST,NO,OMITS,MOSTLGL,OMITS,,,NO,,50-500K,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,ATLANTA,45-59,50-59,,50-64,,OMITS,OMITS,OMITS,,,1.037
STATE ONLY,11.0,50.0,5.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,SOCIALSECUR,CARES,NO,DOLE,ALWYSLGL,SAME,DIS/UNFAV,NO,NO,REPUBLCN,50-500K,COLGRAD,CATHOLIC,AFEWAYEAR,OVER100K,YES,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,ATLANTA,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,BOTH,NEITHER,ISSUES,,,0.991
STATE ONLY,11.0,50.0,6.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,EDUCATION,EXPERIENCE,NO,CLINTON,OMITS,BETTER,APP/FAV,YES,YES,DEMOCRAT,50-500K,COLGRAD,OTHERCHRIST,AFEWAMONTH,50-75K,NO,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,1.217
STATE ONLY,11.0,50.0,7.0,FIRST CALL,50-59,WHITE,MALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,SOCIALSECUR,HONEST,NO,DOLE,MOSTILL,BETTER,DIS/UNFAV,YES,NO,REPUBLCN,50-500K,POSTGRAD,PROTESTANT,AFEWAMONTH,75-100K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,1.037
STATE ONLY,11.0,50.0,8.0,FIRST CALL,65-74,WHITE,MALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,ECON/JOBS,HONEST,NO,DOLE,MOSTILL,SAME,DIS/UNFAV,YES,NO,REPUBLCN,50-500K,POSTGRAD,PROTESTANT,ONCEAWEEK,75-100K,YES,NO,CONSERV,65+,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,60+,60+,REPUBLICAN,65+,PROT/CHRIST,BOTH,ONLYGORE,PERSONALQUAL,,,1.429
STATE ONLY,11.0,50.0,9.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,MATTINGLY,APPROVE,UNFAVORABLE,BUSH,LESS,CITYOVER50K,WORLDAFFAIRS,GOODJUDGMENT,NO,DOLE,MOSTLGL,SAME,APP/UNFAV,YES,YES,REPUBLCN,50-500K,COLGRAD,OTHERCHRIST,NEVER,OVER100K,YES,NO,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,ATLANTA,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,BOTH,ONLYGORE,PERSONALQUAL,,,0.991
STATE ONLY,11.0,50.0,10.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,LESS,CITYOVER50K,ECON/JOBS,EXPERIENCE,NO,CLINTON,MOSTLGL,BETTER,APP/FAV,YES,YES,DEMOCRAT,50-500K,COLGRAD,PROTESTANT,ONCEAWEEK,OVER100K,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,ATLANTA,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,1.326
STATE ONLY,11.0,50.0,11.0,SECOND CALL,50-59,WHITE,MALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,OMITS,CITYOVER50K,OMITS,COMPLEXISSUE,NO,CLINTON,ALWYSLGL,BETTER,APP/FAV,YES,NO,DEMOCRAT,50-500K,POSTGRAD,JEWISH,AFEWAYEAR,OVER100K,YES,NO,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,ATLANTA,45-59,50-59,DEMOCRAT,50-64,JEWISH,ONLYGORE,ONLYBUSH,ISSUES,,,1.3880000000000001
STATE ONLY,11.0,50.0,12.0,SECOND CALL,50-59,HISP,FEMALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,TAXES,HONEST,NO,DOLE,MOSTLGL,OMITS,DIS/UNFAV,NO,NO,REPUBLCN,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,ONLYBUSH,BOTH,PERSONALQUAL,,,0.909
STATE ONLY,11.0,50.0,13.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,SOCIALSECUR,HONEST,NO,DOLE,MOSTLGL,SAME,DIS/UNFAV,NO,NO,REPUBLCN,50-500K,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,OVER100K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,0.991
STATE ONLY,11.0,50.0,14.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,MATTINGLY,OMITS,UNFAVORABLE,BUSH,LESS,CITYOVER50K,TAXES,HONEST,YES,DOLE,MOSTILL,SAME,OMITS,NO,NO,REPUBLCN,50-500K,COLGRAD,PROTESTANT,ONCEAWEEK,,YES,NO,CONSERV,65+,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,60+,60+,REPUBLICAN,65+,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,1.365
STATE ONLY,11.0,50.0,15.0,SECOND CALL,50-59,WHITE,MALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,ECON/JOBS,HONEST,NO,DOLE,MOSTLGL,SAME,DIS/UNFAV,YES,YES,REPUBLCN,50-500K,POSTGRAD,PROTESTANT,AFEWAYEAR,OVER100K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,1.037
STATE ONLY,11.0,50.0,16.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,ECON/JOBS,HONEST,NO,DOLE,MOSTLGL,SAME,DIS/UNFAV,NO,NO,REPUBLCN,50-500K,COLGRAD,CATHOLIC,AFEWAMONTH,OVER100K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,0.991
STATE ONLY,11.0,50.0,17.0,SECOND CALL,60-64,WHITE,MALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,WORLDAFFAIRS,HONEST,NO,DOLE,MOSTLGL,BETTER,DIS/UNFAV,YES,YES,INDEPEND,50-500K,POSTGRAD,PROTESTANT,AFEWAYEAR,75-100K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,60+,60+,IND/OTHER,50-64,PROT/CHRIST,NEITHER,ONLYGORE,PERSONALQUAL,,,1.429
STATE ONLY,11.0,50.0,18.0,SECOND CALL,25-29,WHITE,MALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,TAXES,HONEST,NO,DOLE,MOSTILL,BETTER,DIS/UNFAV,YES,NO,INDEPEND,50-500K,COLGRAD,OTHERCHRIST,ONCEAWEEK,75-100K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,OMITS,ONLYGORE,ISSUES,,,1.504
STATE ONLY,11.0,50.0,19.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,TAXES,EXPERIENCE,NO,DOLE,MOSTLGL,BETTER,DIS/UNFAV,NO,NO,REPUBLCN,50-500K,POSTGRAD,PROTESTANT,NEVER,OVER100K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,0.991
STATE ONLY,11.0,50.0,20.0,SECOND CALL,60-64,WHITE,MALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,TAXES,GOODJUDGMENT,NO,DOLE,MOSTLGL,BETTER,DIS/UNFAV,NO,NO,REPUBLCN,50-500K,COLGRAD,PROTESTANT,NEVER,OVER100K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,BOTH,ONLYGORE,ISSUES,,,1.429
STATE ONLY,11.0,50.0,21.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,TAXES,STRONGLEADER,NO,DOLE,ALWYSLGL,SAME,DIS/UNFAV,YES,NO,REPUBLCN,50-500K,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,OVER100K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,ONLYBUSH,ONLYGORE,ISSUES,,,0.991
STATE ONLY,11.0,50.0,22.0,THIRD CALL,50-59,WHITE,MALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,TAXES,HONEST,NO,PEROT,MOSTILL,BETTER,DIS/UNFAV,YES,NO,REPUBLCN,50-500K,POSTGRAD,PROTESTANT,ONCEAWEEK,OVER100K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,BOTH,ONLYGORE,PERSONALQUAL,,,1.037
STATE ONLY,11.0,50.0,23.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,TAXES,STRONGLEADER,NO,NOVOTE,MOSTLGL,BETTER,DIS/UNFAV,NO,YES,REPUBLCN,50-500K,COLGRAD,PROTESTANT,ONCEAWEEK,OVER100K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,BOTH,ONLYGORE,ISSUES,,,0.991
STATE ONLY,11.0,50.0,24.0,THIRD CALL,50-59,WHITE,MALE,BUSH,MILLER,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,WORLDAFFAIRS,GOODJUDGMENT,NO,DOLE,ALWYSLGL,BETTER,DIS/UNFAV,YES,NO,REPUBLCN,50-500K,COLGRAD,PROTESTANT,AFEWAYEAR,OVER100K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,BOTH,ONLYGORE,PERSONALQUAL,,,1.106
STATE ONLY,11.0,50.0,25.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,MATTINGLY,APPROVE,UNFAVORABLE,BUSH,LESS,CITYOVER50K,ECON/JOBS,HONEST,NO,PEROT,MOSTLGL,SAME,APP/UNFAV,NO,NO,INDEPEND,50-500K,COLGRAD,PROTESTANT,ONCEAWEEK,OVER100K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,ATLANTA,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,BOTH,ONLYGORE,PERSONALQUAL,,,0.991
STATE ONLY,11.0,50.0,26.0,THIRD CALL,30-39,WHITE,MALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,WORLDAFFAIRS,EXPERIENCE,NO,CLINTON,MOSTLGL,SAME,APP/FAV,NO,NO,DEMOCRAT,50-500K,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,OVER100K,NO,NO,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,ATLANTA,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,BOTH,BOTH,ISSUES,,,1.3880000000000001
STATE ONLY,11.0,50.0,27.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,TAXES,GOODJUDGMENT,NO,DOLE,MOSTILL,SAME,DIS/UNFAV,YES,NO,REPUBLCN,50-500K,COLGRAD,OTHERCHRIST,AFEWAMONTH,OVER100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,0.991
STATE ONLY,11.0,50.0,28.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,MATTINGLY,APPROVE,UNFAVORABLE,BUSH,LESS,CITYOVER50K,ECON/JOBS,STRONGLEADER,NO,DOLE,MOSTLGL,BETTER,APP/UNFAV,NO,NO,REPUBLCN,50-500K,COLGRAD,CATHOLIC,AFEWAYEAR,OVER100K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,BOTH,ONLYGORE,ISSUES,,,0.991
STATE ONLY,11.0,52.0,1.0,FIRST CALL,65-74,WHITE,MALE,OTHER,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,CARES,NO,DOLE,MOSTLGL,SAME,DIS/UNFAV,NO,YES,INDEPEND,SUBURBS,SOMCOL/ASSOC,PROTESTANT,NEVER,50-75K,NO,NO,CONSERV,65+,OMITS,STATE,COMPLETE,ATLANTA,60+,60+,IND/OTHER,65+,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,0.454
STATE ONLY,11.0,52.0,2.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,MATTINGLY,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,NO,DOLE,MOSTLGL,BETTER,APP/UNFAV,NO,NO,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,AFEWAYEAR,OVER100K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,BOTH,NEITHER,ISSUES,,,0.595
STATE ONLY,11.0,52.0,3.0,FIRST CALL,30-39,ASIAN,MALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,OMITS,EXPERIENCE,NO,CLINTON,MOSTLGL,BETTER,APP/FAV,YES,NO,DEMOCRAT,SUBURBS,COLGRAD,JEWISH,AFEWAYEAR,15-30K,YES,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,ATLANTA,30-44,30-39,DEMOCRAT,30-39,JEWISH,BOTH,BOTH,ISSUES,,,0.8310000000000001
STATE ONLY,11.0,52.0,4.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,HONEST,NO,DOLE,MOSTLGL,BETTER,DIS/UNFAV,NO,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,NEVER,50-75K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,0.595
STATE ONLY,11.0,52.0,5.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,MATTINGLY,OMITS,OMITS,BUSH,OMITS,SUBURBS,OMITS,HONEST,OMITS,DOLE,ALWYSILL,SAME,OMITS,YES,NO,INDEPEND,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,50-75K,NO,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,ATLANTA,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,BOTH,NEITHER,ISSUES,,,0.595
STATE ONLY,11.0,52.0,6.0,FIRST CALL,25-29,WHITE,MALE,BUSH,MILLER,OMITS,OMITS,OMITS,LESS,SUBURBS,ECON/JOBS,STRONGLEADER,NO,OMITS,MOSTLGL,OMITS,,,NO,,SUBURBS,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,ATLANTA,18-29,25-29,,25-29,,OMITS,OMITS,OMITS,,,0.962
STATE ONLY,11.0,52.0,7.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,COMPLEXISSUE,NO,CLINTON,MOSTLGL,BETTER,APP/FAV,YES,YES,DEMOCRAT,SUBURBS,POSTGRAD,ELSE,AFEWAMONTH,75-100K,YES,YES,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,30-44,30-39,DEMOCRAT,30-39,OTHER,ONLYGORE,ONLYBUSH,ISSUES,,,0.729
STATE ONLY,11.0,52.0,8.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,MILLER,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,GOODJUDGMENT,NO,DOLE,MOSTILL,BETTER,DIS/UNFAV,NO,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,OVER100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,ATLANTA,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,BOTH,ONLYGORE,ISSUES,,,0.632
STATE ONLY,11.0,52.0,9.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,MILLER,OMITS,OMITS,OMITS,MORE,SUBURBS,OMITS,OMITS,OMITS,OMITS,MOSTILL,OMITS,OMITS,,NO,,SUBURBS,,,OMITS,,,,,18-64,OMITS,STATE,COMPLETE,ATLANTA,30-44,40-49,,40-49,,OMITS,ONLYBUSH,OMITS,,,0.632
STATE ONLY,11.0,52.0,10.0,SECOND CALL,30-39,WHITE,MALE,OTHER,MILLER,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,GOODJUDGMENT,NO,OTHER,ALWYSLGL,SAME,DIS/UNFAV,YES,YES,INDEPEND,SUBURBS,POSTGRAD,ELSE,ONCEAWEEK,,NO,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,30-44,30-39,IND/OTHER,30-39,OTHER,NEITHER,ONLYGORE,PERSONALQUAL,,,0.35000000000000003
STATE ONLY,11.0,52.0,11.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,HONEST,YES,DOLE,MOSTILL,BETTER,DIS/UNFAV,YES,YES,REPUBLCN,SUBURBS,POSTGRAD,PROTESTANT,ONCEAWEEK,OVER100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,0.595
STATE ONLY,11.0,52.0,12.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,MILLER,DISAPPR,UNFAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,GOODJUDGMENT,NO,CLINTON,MOSTLGL,BETTER,DIS/UNFAV,NO,NO,INDEPEND,SUBURBS,POSTGRAD,OTHERCHRIST,ONCEAWEEK,OVER100K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,ATLANTA,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,0.794
STATE ONLY,11.0,52.0,13.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,MILLER,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,OMITS,NO,CLINTON,ALWYSLGL,BETTER,APP/UNFAV,YES,YES,DEMOCRAT,SUBURBS,COLGRAD,JEWISH,AFEWAYEAR,OVER100K,YES,YES,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,ATLANTA,30-44,40-49,DEMOCRAT,40-49,JEWISH,BOTH,BOTH,ISSUES,,,0.794
STATE ONLY,11.0,52.0,14.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,CARES,NO,CLINTON,ALWYSLGL,WORSE,APP/FAV,YES,YES,DEMOCRAT,SUBURBS,POSTGRAD,JEWISH,OMITS,75-100K,YES,NO,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,ATLANTA,45-59,50-59,DEMOCRAT,50-64,JEWISH,ONLYGORE,BOTH,ISSUES,,,0.794
STATE ONLY,11.0,52.0,15.0,SECOND CALL,60-64,WHITE,MALE,BUSH,MILLER,APPROVE,FAVORABLE,BUSH,LESS,SUBURBS,TAXES,COMPLEXISSUE,NO,CLINTON,MOSTLGL,WORSE,APP/FAV,NO,NO,INDEPEND,SUBURBS,COLGRAD,CATHOLIC,AFEWAYEAR,50-75K,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,ATLANTA,60+,60+,IND/OTHER,50-64,CATHOLIC,BOTH,NEITHER,ISSUES,,,0.915
STATE ONLY,11.0,52.0,16.0,SECOND CALL,40-44,WHITE,MALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,NO,DOLE,ALWYSILL,SAME,DIS/UNFAV,YES,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,30-50K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,0.621
STATE ONLY,11.0,52.0,17.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,MILLER,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,COMPLEXISSUE,NO,CLINTON,ALWYSLGL,WORSE,APP/UNFAV,YES,NO,DEMOCRAT,SUBURBS,POSTGRAD,ELSE,AFEWAYEAR,30-50K,NO,YES,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,ATLANTA,30-44,30-39,DEMOCRAT,30-39,OTHER,ONLYGORE,BOTH,ISSUES,,,0.794
STATE ONLY,11.0,52.0,18.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,MILLER,APPROVE,UNFAVORABLE,GORE,OMITS,SUBURBS,WORLDAFFAIRS,COMPLEXISSUE,NO,CLINTON,MOSTLGL,BETTER,APP/UNFAV,YES,NO,INDEPEND,SUBURBS,POSTGRAD,PROTESTANT,AFEWAYEAR,OVER100K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,ATLANTA,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,ONLYGORE,NEITHER,ISSUES,,,0.794
STATE ONLY,11.0,52.0,19.0,SECOND CALL,30-39,HISP,MALE,GORE,MATTINGLY,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,STRONGLEADER,NO,CLINTON,ALWYSLGL,BETTER,APP/FAV,YES,YES,,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,30-50K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,30-44,30-39,,30-39,CATHOLIC,BOTH,ONLYBUSH,ISSUES,,,0.717
STATE ONLY,11.0,52.0,20.0,SECOND CALL,30-39,WHITE,MALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,EXPERIENCE,NO,CLINTON,ALWYSLGL,BETTER,APP/FAV,YES,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,NEVER,30-50K,NO,NO,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,ATLANTA,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,0.8310000000000001
STATE ONLY,11.0,52.0,21.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,MATTINGLY,OMITS,OMITS,OMITS,LESS,SUBURBS,ECON/JOBS,GOODJUDGMENT,NO,OMITS,MOSTLGL,OMITS,,,NO,,SUBURBS,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,ATLANTA,30-44,30-39,,30-39,,OMITS,OMITS,OMITS,,,0.595
STATE ONLY,11.0,52.0,22.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,OMITS,OMITS,NO,CLINTON,MOSTLGL,BETTER,APP/FAV,YES,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,30-50K,NO,NO,LIBERAL,18-64,OMITS,STATE,COMPLETE,ATLANTA,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,BOTH,OMITS,ISSUES,,,0.794
STATE ONLY,11.0,52.0,23.0,SECOND CALL,40-44,WHITE,MALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,HONEST,NO,DOLE,ALWYSILL,BETTER,DIS/UNFAV,YES,NO,REPUBLCN,SUBURBS,POSTGRAD,OTHERCHRIST,ONCEAWEEK,75-100K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,0.621
STATE ONLY,11.0,52.0,24.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,ECON/JOBS,LIKEABLE,NO,PEROT,MOSTILL,SAME,DIS/UNFAV,NO,NO,INDEPEND,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,50-75K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,ATLANTA,30-44,40-49,IND/OTHER,40-49,CATHOLIC,BOTH,BOTH,PERSONALQUAL,,,0.636
