VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,FINSIT,JOBPERS,WORK,ROBB,PARTYID,UNFAIRVA,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,TIMEVAS,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
STATE ONLY,47.0,82.0,11.0,FIRST CALL,60-64,WHITE,MALE,GORE,ROBB,OMITS,OMITS,OMITS,MORE,SMCITY/RURAL,SOCIALSECUR,GOODJUDGMENT,NO,OMITS,OMITS,,,RIGHTAMT,,ALLENDID,RURAL,,,OMITS,,,,,18-64,OMITS,LAST.MONTH,STATE,NOTCOMPLETE,WST/SHENANDO,60+,60+,,50-64,,OMITS,OMITS,OMITS,,,0.757
STATE ONLY,47.0,82.0,12.0,FIRST CALL,65-74,WHITE,MALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,MEDICARE/RX,HONEST,YES,CLINTON,SAME,APP/FAV,YES,NOTENOUGH,DEMOCRAT,ALLENDID,RURAL,NOHS,OTHERCHRIST,AFEWAMONTH,15-30K,YES,NO,MODERATE,65+,SOCIALSECURI,BEFORE,STATE,COMPLETE,WST/SHENANDO,60+,60+,DEMOCRAT,65+,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,0.757
STATE ONLY,47.0,82.0,13.0,SECOND CALL,45-49,WHITE,MALE,GORE,ROBB,APPROVE,UNFAVORABLE,GORE,MORE,SMCITY/RURAL,HEALTHCARE,EXPERIENCE,YES,CLINTON,WORSE,APP/UNFAV,YES,RIGHTAMT,INDEPEND,BOTHDID,RURAL,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,50-75K,NO,NO,MODERATE,18-64,OTHRPROGRAMS,LAST.MONTH,STATE,COMPLETE,WST/SHENANDO,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,0.8190000000000001
STATE ONLY,47.0,82.0,14.0,SECOND CALL,75+,WHITE,FEMALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,OMITS,SMCITY/RURAL,MEDICARE/RX,GOODJUDGMENT,NO,CLINTON,BETTER,APP/FAV,,RIGHTAMT,DEMOCRAT,ALLENDID,RURAL,COLGRAD,PROTESTANT,ONCEAWEEK,15-30K,YES,NO,LIBERAL,65+,SOCIALSECURI,BEFORE,STATE,COMPLETE,WST/SHENANDO,60+,60+,DEMOCRAT,65+,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,0.766
STATE ONLY,47.0,82.0,15.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,OMITS,SMCITY/RURAL,MEDICARE/RX,EXPERIENCE,OMITS,CLINTON,OMITS,APP/FAV,YES,OMITS,DEMOCRAT,OMITS,RURAL,,PROTESTANT,AFEWAMONTH,,NO,NO,MODERATE,65+,SOCIALSECURI,BEFORE,STATE,COMPLETE,WST/SHENANDO,60+,60+,DEMOCRAT,65+,PROT/CHRIST,ONLYGORE,OMITS,ISSUES,,,0.766
STATE ONLY,47.0,82.0,16.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,ALLEN,APPROVE,FAVORABLE,GORE,LESS,SMCITY/RURAL,ECON/JOBS,STRONGLEADER,YES,CLINTON,BETTER,APP/FAV,YES,NOTENOUGH,DEMOCRAT,NEITHERDID,RURAL,SOMCOL/ASSOC,NONE,NEVER,15-30K,YES,YES,CONSERV,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,WST/SHENANDO,30-44,30-39,DEMOCRAT,30-39,NONE,ONLYGORE,ONLYGORE,ISSUES,,,0.806
STATE ONLY,47.0,82.0,17.0,SECOND CALL,60-64,WHITE,MALE,GORE,ALLEN,DISAPPR,FAVORABLE,GORE,MORE,SMCITY/RURAL,MEDICARE/RX,EXPERIENCE,YES,CLINTON,SAME,DIS/FAV,NO,NOTENOUGH,DEMOCRAT,BOTHDID,RURAL,NOHS,OTHERCHRIST,AFEWAYEAR,LESS15K,YES,NO,MODERATE,18-64,SOCIALSECURI,LASTWEEK,STATE,COMPLETE,WST/SHENANDO,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,0.736
STATE ONLY,47.0,82.0,18.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,MEDICARE/RX,COMPLEXISSUE,NO,CLINTON,BETTER,APP/FAV,NO,RIGHTAMT,DEMOCRAT,ALLENDID,RURAL,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,15-30K,YES,NO,MODERATE,65+,REDUCNATDEBT,BEFORE,STATE,COMPLETE,WST/SHENANDO,60+,60+,DEMOCRAT,65+,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,0.766
STATE ONLY,47.0,82.0,19.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,ALLEN,APPROVE,FAVORABLE,BUSH,MORE,SMCITY/RURAL,OMITS,CARES,YES,NOVOTE,SAME,APP/FAV,NO,TOOOFTEN,INDEPEND,BOTHDID,RURAL,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,75-100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,BEFORE,STATE,COMPLETE,WST/SHENANDO,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,0.854
STATE ONLY,47.0,82.0,20.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,SOCIALSECUR,CARES,YES,NOVOTE,BETTER,APP/FAV,YES,RIGHTAMT,INDEPEND,NEITHERDID,RURAL,HSGRAD,OTHERCHRIST,MORETHAN1AWK,30-50K,YES,NO,CONSERV,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,WST/SHENANDO,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,0.8280000000000001
STATE ONLY,47.0,82.0,21.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,HEALTHCARE,HONEST,NO,CLINTON,BETTER,APP/FAV,NO,RIGHTAMT,DEMOCRAT,NEITHERDID,RURAL,HSGRAD,OTHERCHRIST,AFEWAMONTH,LESS15K,NO,NO,MODERATE,65+,SOCIALSECURI,LAST.MONTH,STATE,COMPLETE,WST/SHENANDO,60+,60+,DEMOCRAT,65+,PROT/CHRIST,ONLYGORE,NEITHER,PERSONALQUAL,,,0.766
STATE ONLY,47.0,82.0,22.0,SECOND CALL,75+,WHITE,MALE,BUSH,ALLEN,OMITS,OMITS,OMITS,LESS,SMCITY/RURAL,SOCIALSECUR,HONEST,YES,OMITS,OMITS,,,TOOOFTEN,,BOTHDID,RURAL,,,OMITS,,,,,65+,OMITS,BEFORE,STATE,NOTCOMPLETE,WST/SHENANDO,60+,60+,,65+,,OMITS,OMITS,OMITS,,,0.782
STATE ONLY,47.0,82.0,23.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,ALLEN,DISAPPR,UNFAVORABLE,GORE,MORE,SMCITY/RURAL,MEDICARE/RX,OMITS,OMITS,CLINTON,BETTER,DIS/UNFAV,YES,TOOOFTEN,REPUBLCN,BOTHDID,RURAL,NOHS,ELSE,AFEWAYEAR,30-50K,YES,YES,MODERATE,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,WST/SHENANDO,30-44,40-49,REPUBLICAN,40-49,OTHER,ONLYGORE,BOTH,ISSUES,,,0.806
STATE ONLY,47.0,82.0,24.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,ALLEN,OMITS,OMITS,BUSH,MORE,SMCITY/RURAL,WORLDAFFAIRS,CARES,YES,DOLE,SAME,OMITS,NO,OMITS,REPUBLCN,OMITS,RURAL,HSGRAD,PROTESTANT,ONCEAWEEK,LESS15K,YES,NO,CONSERV,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,WST/SHENANDO,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,ONLYBUSH,OMITS,ISSUES,,,0.791
STATE ONLY,47.0,82.0,25.0,SECOND CALL,65-74,WHITE,,GORE,ROBB,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,OMITS,OMITS,NO,CLINTON,SAME,APP/FAV,NO,RIGHTAMT,DEMOCRAT,ALLENDID,RURAL,HSGRAD,PROTESTANT,AFEWAMONTH,30-50K,YES,NO,LIBERAL,65+,OMITS,BEFORE,STATE,COMPLETE,WST/SHENANDO,60+,60+,DEMOCRAT,65+,PROT/CHRIST,ONLYGORE,ONLYGORE,ISSUES,,,0.766
STATE ONLY,47.0,82.0,26.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,,APPROVE,FAVORABLE,BUSH,MORE,SMCITY/RURAL,SOCIALSECUR,EXPERIENCE,YES,OMITS,SAME,APP/FAV,NO,OMITS,REPUBLCN,BOTHDID,RURAL,HSGRAD,PROTESTANT,AFEWAMONTH,,,,,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,WST/SHENANDO,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,ONLYBUSH,OMITS,OMITS,,,0.763
STATE ONLY,47.0,82.0,27.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,LESS,SMCITY/RURAL,SOCIALSECUR,COMPLEXISSUE,NO,CLINTON,BETTER,APP/FAV,NO,RIGHTAMT,DEMOCRAT,ALLENDID,RURAL,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,15-30K,YES,YES,MODERATE,65+,SOCIALSECURI,BEFORE,STATE,COMPLETE,WST/SHENANDO,60+,60+,DEMOCRAT,65+,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,0.766
STATE ONLY,47.0,82.0,28.0,SECOND CALL,50-59,WHITE,MALE,GORE,ROBB,APPROVE,UNFAVORABLE,GORE,LESS,SMCITY/RURAL,HEALTHCARE,COMPLEXISSUE,NO,CLINTON,BETTER,APP/UNFAV,NO,RIGHTAMT,INDEPEND,BOTHDID,RURAL,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,15-30K,YES,NO,MODERATE,18-64,REDUCNATDEBT,LAST.3DAYS,STATE,COMPLETE,WST/SHENANDO,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,BOTH,BOTH,ISSUES,,,0.8190000000000001
STATE ONLY,47.0,82.0,29.0,SECOND CALL,65-74,WHITE,MALE,BUSH,ALLEN,OMITS,OMITS,BUSH,LESS,SMCITY/RURAL,OMITS,EXPERIENCE,YES,PEROT,SAME,OMITS,NO,TOOOFTEN,REPUBLCN,NEITHERDID,RURAL,HSGRAD,CATHOLIC,ONCEAWEEK,15-30K,YES,NO,CONSERV,65+,SOCIALSECURI,LAST.MONTH,STATE,COMPLETE,WST/SHENANDO,60+,60+,REPUBLICAN,65+,CATHOLIC,ONLYBUSH,ONLYGORE,ISSUES,,,0.782
STATE ONLY,47.0,82.0,30.0,SECOND CALL,65-74,WHITE,,GORE,ROBB,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,OMITS,OMITS,NO,CLINTON,WORSE,APP/FAV,NO,RIGHTAMT,INDEPEND,BOTHDID,RURAL,,PROTESTANT,MORETHAN1AWK,15-30K,YES,NO,MODERATE,65+,OMITS,BEFORE,STATE,COMPLETE,WST/SHENANDO,60+,60+,IND/OTHER,65+,PROT/CHRIST,BOTH,BOTH,ISSUES,,,0.757
STATE ONLY,47.0,82.0,31.0,THIRD CALL,30-39,WHITE,MALE,GORE,ROBB,DISAPPR,UNFAVORABLE,GORE,MORE,SMCITY/RURAL,OMITS,OMITS,YES,CLINTON,SAME,DIS/UNFAV,YES,RIGHTAMT,DEMOCRAT,ALLENDID,RURAL,COLGRAD,OTHERCHRIST,AFEWAMONTH,50-75K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,LAST.MONTH,STATE,COMPLETE,WST/SHENANDO,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.8190000000000001
STATE ONLY,47.0,82.0,32.0,THIRD CALL,60-64,WHITE,MALE,GORE,ALLEN,APPROVE,FAVORABLE,GORE,LESS,SMCITY/RURAL,EDUCATION,GOODJUDGMENT,YES,CLINTON,SAME,APP/FAV,YES,RIGHTAMT,DEMOCRAT,NEITHERDID,RURAL,,OTHERCHRIST,ONCEAWEEK,30-50K,YES,NO,MODERATE,18-64,REDUCNATDEBT,BEFORE,STATE,COMPLETE,WST/SHENANDO,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,BOTH,NEITHER,ISSUES,,,0.736
STATE ONLY,47.0,82.0,33.0,THIRD CALL,40-44,WHITE,MALE,BUSH,ALLEN,DISAPPR,FAVORABLE,BUSH,MORE,SMCITY/RURAL,WORLDAFFAIRS,GOODJUDGMENT,OMITS,PEROT,WORSE,DIS/FAV,YES,TOOOFTEN,INDEPEND,NEITHERDID,RURAL,POSTGRAD,OTHERCHRIST,ONCEAWEEK,75-100K,NO,NO,MODERATE,18-64,REDUCNATDEBT,LASTWEEK,STATE,COMPLETE,WST/SHENANDO,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,0.845
STATE ONLY,47.0,82.0,34.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,ALLEN,APPROVE,UNFAVORABLE,GORE,LESS,SMCITY/RURAL,ECON/JOBS,GOODJUDGMENT,YES,CLINTON,WORSE,APP/UNFAV,NO,RIGHTAMT,INDEPEND,OMITS,RURAL,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,30-50K,YES,NO,LIBERAL,18-64,CUTFEDINCTAX,BEFORE,STATE,COMPLETE,WST/SHENANDO,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,NEITHER,ONLYBUSH,PERSONALQUAL,,,0.806
STATE ONLY,47.0,82.0,35.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,ALLEN,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,TAXES,CARES,NO,CLINTON,SAME,DIS/UNFAV,YES,TOOOFTEN,DEMOCRAT,BOTHDID,RURAL,HSGRAD,ELSE,AFEWAYEAR,30-50K,YES,YES,LIBERAL,18-64,REDUCNATDEBT,BEFORE,STATE,COMPLETE,WST/SHENANDO,45-59,40-49,DEMOCRAT,40-49,OTHER,BOTH,BOTH,ISSUES,,,0.854
STATE ONLY,47.0,82.0,36.0,THIRD CALL,45-49,WHITE,MALE,BUSH,ALLEN,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,OMITS,COMPLEXISSUE,NO,PEROT,WORSE,DIS/UNFAV,YES,TOOOFTEN,INDEPEND,NEITHERDID,RURAL,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,30-50K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,BEFORE,STATE,COMPLETE,WST/SHENANDO,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,BOTH,ONLYGORE,ISSUES,,,0.845
STATE ONLY,47.0,82.0,37.0,THIRD CALL,30-39,WHITE,MALE,GORE,ROBB,APPROVE,UNFAVORABLE,GORE,LESS,SMCITY/RURAL,OMITS,COMPLEXISSUE,NO,CLINTON,BETTER,APP/UNFAV,YES,RIGHTAMT,DEMOCRAT,BOTHDID,RURAL,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,15-30K,NO,YES,CONSERV,18-64,REDUCNATDEBT,BEFORE,STATE,COMPLETE,WST/SHENANDO,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,BOTH,BOTH,PERSONALQUAL,,,0.8190000000000001
STATE ONLY,47.0,82.0,38.0,THIRD CALL,65-74,WHITE,MALE,GORE,ALLEN,OMITS,OMITS,GORE,OMITS,SMCITY/RURAL,OMITS,OMITS,OMITS,CLINTON,WORSE,OMITS,,OMITS,,OMITS,RURAL,,,OMITS,LESS15K,YES,NO,,65+,OMITS,OMITS,STATE,COMPLETE,WST/SHENANDO,60+,60+,,65+,,ONLYGORE,OMITS,OMITS,,,0.736
STATE ONLY,47.0,82.0,39.0,THIRD CALL,18-24,WHITE,MALE,OTHER,ROBB,APPROVE,FAVORABLE,GORE,LESS,SMCITY/RURAL,ECON/JOBS,CARES,NO,NOVOTE,BETTER,APP/FAV,YES,RIGHTAMT,DEMOCRAT,ALLENDID,RURAL,HSGRAD,PROTESTANT,AFEWAMONTH,15-30K,NO,NO,LIBERAL,18-64,REDUCNATDEBT,BEFORE,STATE,COMPLETE,WST/SHENANDO,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,0.742
STATE ONLY,47.0,82.0,40.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,LESS,SMCITY/RURAL,OMITS,STRONGLEADER,YES,CLINTON,WORSE,APP/FAV,YES,TOOOFTEN,INDEPEND,BOTHDID,RURAL,COLGRAD,OTHERCHRIST,MORETHAN1AWK,30-50K,YES,NO,LIBERAL,18-64,SOCIALSECURI,LAST.3DAYS,STATE,COMPLETE,WST/SHENANDO,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,BOTH,BOTH,ISSUES,,,0.8280000000000001
STATE ONLY,47.0,82.0,41.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,LESS,SMCITY/RURAL,OMITS,CARES,NO,CLINTON,BETTER,APP/FAV,YES,RIGHTAMT,DEMOCRAT,ALLENDID,RURAL,HSGRAD,NONE,NEVER,LESS15K,NO,YES,MODERATE,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,WST/SHENANDO,30-44,40-49,DEMOCRAT,40-49,NONE,ONLYGORE,BOTH,ISSUES,,,0.8280000000000001
STATE ONLY,47.0,82.0,42.0,THIRD CALL,50-59,WHITE,MALE,GORE,ALLEN,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,OMITS,EXPERIENCE,YES,CLINTON,SAME,APP/FAV,YES,RIGHTAMT,DEMOCRAT,BOTHDID,RURAL,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,30-50K,YES,NO,CONSERV,18-64,REDUCNATDEBT,BEFORE,STATE,COMPLETE,WST/SHENANDO,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,BOTH,NEITHER,PERSONALQUAL,,,0.797
STATE ONLY,47.0,82.0,43.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,WORLDAFFAIRS,COMPLEXISSUE,NO,CLINTON,WORSE,APP/FAV,NO,RIGHTAMT,DEMOCRAT,ALLENDID,RURAL,POSTGRAD,PROTESTANT,ONCEAWEEK,,NO,NO,MODERATE,18-64,REDUCNATDEBT,LASTWEEK,STATE,COMPLETE,WST/SHENANDO,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,0.766
STATE ONLY,47.0,82.0,44.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,ROBB,APPROVE,UNFAVORABLE,GORE,MORE,SMCITY/RURAL,WORLDAFFAIRS,HONEST,YES,CLINTON,BETTER,APP/UNFAV,NO,RIGHTAMT,DEMOCRAT,NEITHERDID,RURAL,HSGRAD,PROTESTANT,AFEWAMONTH,50-75K,YES,NO,CONSERV,18-64,REDUCNATDEBT,LASTWEEK,STATE,COMPLETE,WST/SHENANDO,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.729
STATE ONLY,47.0,82.0,45.0,THIRD CALL,25-29,WHITE,MALE,BUSH,ALLEN,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,ECON/JOBS,COMPLEXISSUE,NO,DOLE,WORSE,DIS/UNFAV,YES,TOOOFTEN,INDEPEND,ALLENDID,RURAL,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,30-50K,YES,YES,LIBERAL,18-64,CUTFEDINCTAX,LAST.3DAYS,STATE,COMPLETE,WST/SHENANDO,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,NEITHER,BOTH,ISSUES,,,0.745
STATE ONLY,47.0,82.0,46.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,ALLEN,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,SOCIALSECUR,CARES,NO,CLINTON,BETTER,APP/FAV,YES,NOTENOUGH,DEMOCRAT,BOTHDID,RURAL,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,30-50K,YES,NO,MODERATE,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,WST/SHENANDO,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.806
NATIONAL WHITE,47.0,84.0,1.0,FIRST CALL,40-44,WHITE,MALE,BUSH,ALLEN,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,HONEST,NO,DOLE,BETTER,DIS/UNFAV,YES,,INDEPEND,,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,75-100K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,EST/RICHMOND,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,PERSONALQUAL,,,1.137
NATIONAL WHITE,47.0,84.0,2.0,FIRST CALL,45-49,BLACK,MALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,CARES,NO,CLINTON,BETTER,APP/FAV,YES,,DEMOCRAT,,SUBURBS,SOMCOL/ASSOC,NONE,AFEWAMONTH,50-75K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,EST/RICHMOND,45-59,40-49,DEMOCRAT,40-49,NONE,,,ISSUES,,,1.174
NATIONAL WHITE,47.0,84.0,3.0,FIRST CALL,45-49,ASIAN,MALE,BUSH,ALLEN,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,HONEST,NO,NOVOTE,BETTER,APP/UNFAV,YES,,REPUBLCN,,SUBURBS,POSTGRAD,CATHOLIC,ONCEAWEEK,OVER100K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,EST/RICHMOND,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,PERSONALQUAL,,,1.137
NATIONAL WHITE,47.0,84.0,4.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,ALLEN,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,YES,DOLE,SAME,DIS/UNFAV,NO,,REPUBLCN,,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,75-100K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,EST/RICHMOND,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,ISSUES,,,1.207
NATIONAL YELLOW,47.0,84.0,5.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,EDUCATION,CARES,NO,CLINTON,BETTER,APP/FAV,YES,,DEMOCRAT,,SUBURBS,COLGRAD,OTHERCHRIST,ONCEAWEEK,OVER100K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,EST/RICHMOND,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,ISSUES,EDUCATION,CARES,1.246
NATIONAL YELLOW,47.0,84.0,6.0,FIRST CALL,30-39,WHITE,MALE,GORE,ALLEN,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,TAXES,EXPERIENCE,NO,CLINTON,BETTER,APP/FAV,YES,,INDEPEND,,SUBURBS,COLGRAD,CATHOLIC,AFEWAYEAR,OVER100K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,EST/RICHMOND,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,PERSONALQUAL,TAXES,EXPERIENCE,1.171
NATIONAL YELLOW,47.0,84.0,7.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,ROBB,DISAPPR,FAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,COMPLEXISSUE,NO,CLINTON,BETTER,DIS/FAV,NO,,DEMOCRAT,,SUBURBS,POSTGRAD,OTHERCHRIST,AFEWAMONTH,30-50K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,EST/RICHMOND,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,PERSONALQUAL,EDUCATION,COMPLEXISSUE,1.242
NATIONAL YELLOW,47.0,84.0,8.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,ALLEN,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,HONEST,YES,DOLE,BETTER,DIS/UNFAV,YES,,REPUBLCN,,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,OVER100K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,EST/RICHMOND,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,ISSUES,EDUCATION,HONEST,1.207
NATIONAL GREY,47.0,84.0,9.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,ALLEN,,,,,SUBURBS,,,,,,,,,DEMOCRAT,,SUBURBS,SOMCOL/ASSOC,,,75-100K,,,LIBERAL,18-64,SOCIALSECURI,,NATIONAL,COMPLETE,EST/RICHMOND,45-59,40-49,DEMOCRAT,40-49,,BOTH,ONLYGORE,,,,1.207
NATIONAL GREY,47.0,84.0,10.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,ROBB,,,,,SUBURBS,,,,,,,,,INDEPEND,,SUBURBS,SOMCOL/ASSOC,,,50-75K,,,MODERATE,18-64,SOCIALSECURI,,NATIONAL,COMPLETE,EST/RICHMOND,45-59,40-49,IND/OTHER,40-49,,BOTH,BOTH,,,,1.242
NATIONAL GREY,47.0,84.0,11.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,ROBB,,,,,SUBURBS,,,,,,,,,DEMOCRAT,,SUBURBS,SOMCOL/ASSOC,,,75-100K,,,LIBERAL,18-64,REDUCNATDEBT,,NATIONAL,COMPLETE,EST/RICHMOND,30-44,40-49,DEMOCRAT,40-49,,ONLYGORE,BOTH,,,,1.28
NATIONAL GREY,47.0,84.0,12.0,FIRST CALL,30-39,BLACK,MALE,GORE,ROBB,,,,,SUBURBS,,,,,,,,,,,SUBURBS,,,,,,,,18-64,OMITS,,NATIONAL,NOTCOMPLETE,EST/RICHMOND,30-44,30-39,,30-39,,OMITS,OMITS,,,,1.174
NATIONAL PINK,47.0,84.0,13.0,FIRST CALL,45-49,WHITE,MALE,GORE,ROBB,,,,,SUBURBS,,,NO,,,,YES,,DEMOCRAT,,SUBURBS,,ELSE,,50-75K,YES,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,EST/RICHMOND,45-59,40-49,DEMOCRAT,40-49,OTHER,,,,,,1.205
