ID,ABORT2,ABORTION,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAK14,BREAK14B,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,CHRISTIEPRES,CLIMATECHANGE,CONGRESS,CONGRESS4,CUBAN3,EBOLA14,ECONBETT,ECONDIR,ECONFAIR,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVDEM2,FAVREP2,FINSIT2,FOLLOW14,FOLLOW14B,FOROBAMAH,GAY,GEOCODE,GOV,GOVTDO10,HCLINPRES,HEALTHCARE14,HILLVREP,HOU,IMMDEPORT,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,ISIS14,ISSUE14,JBUSHPRES,LANDPHONE,LATINO,LIFE,MARCHILD,MARIJUANALAW,MARRIED,NEC,NEC2,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OBAMAANG,OBAMAANG2,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PAULPRES,PERRYPRES,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QRACEAK,QRACEHI,QTYPE,RACE,RACEAI,RACEAK,RACEREL14,RCONGANG,RCONGANG2,REGION,REL5,RELIGN10,RELWHITE,SAMESEXM12,SEN,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TEABRN,TEAPARTY,TEAPARTY3,TELEPOLL,TERRWORR,TERWORR2,TRACK,TRUSTGOV,TRUSTGOVB,UNIONHH12,VERSION,VETVOTER,WHITEREL,WHNCLINC,WHTEVANG,WORK,WORKSEX,WPROTBRN,WPROTBRN3,WRKWOMEN,WRKWOMEN4,WEIGHT
78091.0,,,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,,,,Complete,,,Yes,Call 2,14.0,Yes,Only cell phone service,,No,,,,,Approve,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,Very closely,Extremely or very closely,,No,1.0,The Democratic candidate,,Yes,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,No,No,No,,,,,,,,,,,,,45+,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,No,No,Liberal,141.0,Liberal Democrats,Liberal Democrats,Black,Black,,,National questionnaire,Black,Black,,,,,Midwest,Something else,Other,,,The Democratic candidate,Male,Black men,,"Cities over 500,000","Cities over 50,000",, Michigan,Born-again but not Tea Party supporter,Strongly oppose,Oppose,Election day exit poll,,,,,,,Version 5,,Non-white,No,All others,,,No,,,,0.292127102613449
78018.0,,,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,,,,Call 2,14.0,,,,,Yes,,,,,,,Favors the wealthy,Postgraduate study,College graduate,More than High school graduate,White college degree,Omit,Unfavorable,,,,,,1.0,The Democratic candidate,Omit,,,,,Omit,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,,No,About the same,,Legal,,,,,,,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,,,Liberal,141.0,Moderate/Liberal Republicans,Liberal Independents,White,White,,,National questionnaire,White,White,,Stayed about the same,,,Midwest,,,,Yes,The Democratic candidate,Male,White men,,"Cities over 500,000","Cities over 50,000",, Michigan,,,,Election day exit poll,,,Omit,,,,Version 4,,,No,,,,,,,,0.310751587152481
77257.0,,,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,,,,Complete,,,No,Call 2,14.0,Yes,Only cell phone service,,Omit,,,,,Approve,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,Not too closely,Somewhat or not too closely,,No,1.0,The Democratic candidate,,No,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,18-44,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Omit,Omit,,147.0,,,Black,Black,,,National questionnaire,Black,Black,,,,,Midwest,Catholic,Catholic,,,The Democratic candidate,Male,Black men,,"Cities over 500,000","Cities over 50,000",, Michigan,Neither,Strongly oppose,Oppose,Election day exit poll,,,,,,,Version 5,,Non-white,No,All others,,,No,,,,0.198496639728546
76957.0,,,18-29,18-29,25-29,18-44,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,,,,Complete,,,,Call 2,14.0,,,,,Yes,,,,,,,Favors the wealthy,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,,,,,,1.0,The Democratic candidate,Government should do more to solve problems,,,,,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,,No,About the same,,Illegal,,,,,,,,,,18-44,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,,,Liberal,141.0,Liberal Democrats,Liberal Democrats,Black,Black,,,National questionnaire,Black,Black,,Stayed about the same,,,Midwest,,,,No,The Democratic candidate,Female,Black women,,"Cities over 500,000","Cities over 50,000",, Michigan,,,,Election day exit poll,,,Seriously off on the wrong track,,,,Version 4,,,No,,,,,,,,0.314003258943558
72262.0,,,18-29,18-29,18-24,18-44,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,,,,Not complete,,,,Call 2,6.0,,,,,,,,,,,,,,,,,,,,,,Barack Obama was not a factor,,3.0,The Democratic candidate,,,,,The Democratic candidate,,,,,,,,,,,,,No,,,,,,,,,,,,,18-44,18-64,,,,,,,,,,,100.0,,,Black,Black,,,National questionnaire,Black,Black,,,,,South,,,,,The Democratic candidate,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000",,South Carolina,,,,Election day exit poll,,,,,,,Version 2,,,,,No,Non-working women,,,All others,Non-working women,0.824396729469299
69736.0,,,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,,,,Not complete,,,,Call 2,5.0,,,,,,,,,,,,,,,,,,,,,,Barack Obama was not a factor,,3.0,The Democratic candidate,,,,,The Democratic candidate,,,,,,,,,,,,,No,,,,,,,,,,,,,18-44,18-64,,,,,,,,,,,51.0,,,White,White,,,National questionnaire,White,White,,,,,South,,,,,The Democratic candidate,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",, Georgia,,,,Election day exit poll,,,,,,,Version 2,,,,,No,Non-working women,,,All others,Non-working women,0.461691498756409
69283.0,,,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,,,,Not complete,,,,Call 2,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,The Democratic candidate,Government should do more to solve problems,,,,The Democratic candidate,,,,,,,,,,,,,No,,,,,,,,,,,,,18-44,18-64,,,,,,,,,,,6.0,,,Black,Black,,,National questionnaire,Black,Black,,,,,South,,,,,The Democratic candidate,Male,Black men,,Suburbs,Suburbs,,South Carolina,,,,Election day exit poll,,,Generally going in the right direction,,,,Version 4,,,,,,,,,,,0.687045574188232
69042.0,,,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,,,,Not complete,,,,Call 2,5.0,,,,,,,,,,,,,,,,,,,,,,Barack Obama was not a factor,,3.0,The Democratic candidate,,,,,The Democratic candidate,,,,,,,,,,,,,No,,,,,,,,,,,,,18-44,18-64,,,,,,,,,,,51.0,,,White,White,,,National questionnaire,White,White,,,,,South,,,,,The Democratic candidate,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",, Georgia,,,,Election day exit poll,,,,,,,Version 2,,,,,No,Non-working women,,,All others,Non-working women,0.541237473487854
65325.0,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Not complete,,,,Call 1,1.0,,,,,,,,,,,,,,,,,,,,,,To express support for Barack Obama,,1.0,The Democratic candidate,,,,,The Democratic candidate,,,,,,,,,,,,,No,,,,,,,,,,,,,45+,65+,,,,,,,,,,,67.0,,,White,White,,,National questionnaire,White,White,,,,,South,,,,,The Democratic candidate,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",,Oklahoma,,,,Election day exit poll,,,,,,,Version 2,,,,,Yes,Working men,,,All others,Working men,0.273491591215134
101104.0,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Not complete,,,,Call 3,6.0,,,,,,,,,,,,,,,,,,,,,,To express support for Barack Obama,,2.0,The Democratic candidate,,,,,The Democratic candidate,,,,,,,,,,,,,,,,,,,,,,,,,,45+,18-64,,,,,,,,,,,108.0,,,White,White,,,National questionnaire,White,White,,,,,Midwest,,,,,The Democratic candidate,Male,White men,,Suburbs,Suburbs,,Minnesota,,,,Election day exit poll,,,,,,,Version 2,,,,,Yes,Working men,,,All others,Working men,0.601499199867249
62308.0,,,18-29,18-29,18-24,18-44,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,,,,Not complete,,,,Call 1,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,The Democratic candidate,Government should do more to solve problems,,,,The Democratic candidate,,,,,,,,,,,,,No,,,,,,,,,,,,,18-44,18-64,,,,,,,,,,,63.0,,,Black,Black,,,National questionnaire,Black,Black,,,,,East,,,,,The Democratic candidate,Female,Black women,,Suburbs,Suburbs,,Maine,,,,Election day exit poll,,,Seriously off on the wrong track,,,,Version 4,,,,,,,,,,,0.728302955627441
61895.0,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Not complete,,,,Call 1,9.0,,,No,,,,,,,,,,,,,,,,,,,,,3.0,The Democratic candidate,,,,,The Democratic candidate,,,,,,,,,,,,,No,,,,,,,,,,,,,45+,65+,Men without children,,,,,,,,,,115.0,,,White,White,,,National questionnaire,White,White,,,,,East,,,,,The Democratic candidate,Male,White men,,Suburbs,Suburbs,,Massachusetts,,,,Election day exit poll,,,,,,,Version 3,,,,All others,,,,,,,0.887710452079773
63633.0,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,,,,Not complete,,,,Call 1,1.0,,,,,,,,,,,,,,,,,,,,,,Barack Obama was not a factor,,4.0,The Democratic candidate,,,,,The Democratic candidate,,,,,,,,,,,,,Yes,,,,,,,,,,,,,45+,65+,,,,,,,,,,,83.0,,,Other,White,,,National questionnaire,Hispanic/Latino,Hispanic/Latino,,,,,Midwest,,,,,The Democratic candidate,Male,Latino men,,Rural,Small Cities/Rural,,Minnesota,,,,Election day exit poll,,,,,,,Version 2,,,,,No,Non-working men,,,All others,Non-working men,0.614899456501007
96538.0,,,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,,Not complete,,,,Call 3,5.0,,,,,,,,,,,,,,,,,,,,,,To express opposition to Barack Obama,,3.0,The Democratic candidate,,,,,The Democratic candidate,,,,,,,,,,,,,No,,,,,,,,,,,,,45+,18-64,,,,,,,,,,,17.0,,,White,White,,,National questionnaire,White,White,,,,,Midwest,,,,,The Democratic candidate,Male,White men,,Suburbs,Suburbs,, Michigan,,,,Election day exit poll,,,,,,,Version 2,,,,,Yes,Working men,,,All others,Working men,0.705372989177704
99119.0,,,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,,Not complete,,,,Call 3,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,The Democratic candidate,Government should do more to solve problems,,,,The Democratic candidate,,,,,,,,,,,,,No,,,,,,,,,,,,,18-44,18-64,,,,,,,,,,,45.0,,,White,White,,,National questionnaire,White,White,,,,,Midwest,,,,,The Democratic candidate,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",, Iowa,,,,Election day exit poll,,,Generally going in the right direction,,,,Version 4,,,,,,,,,,,0.805883765220642
96681.0,,,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,,Not complete,,,No,Call 3,5.0,,,No,,,,,,,,,,,,,,,,,,,,,3.0,The Democratic candidate,,,,,The Democratic candidate,,,,,,,,,,,,,No,,,,,,,,,,,,,45+,18-64,Men without children,,,,,,,,,,17.0,,,White,White,,,National questionnaire,White,White,,,,,Midwest,,,,,The Democratic candidate,Male,White men,,Suburbs,Suburbs,, Michigan,,,,Election day exit poll,,,,,,Yes,Version 3,,,,All others,,,,,,,0.705372989177704
59057.0,,,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,,,,Not complete,,,,Call 1,6.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,The Democratic candidate,Government should do more to solve problems,,,,The Democratic candidate,,,,,,,,,,,,,No,,,,,,,,,,,,,18-44,18-64,,,,,,,,,,,57.0,,,Black,Black,,,National questionnaire,Black,Black,,,,,East,,,,,The Democratic candidate,Female,Black women,,Suburbs,Suburbs,,Massachusetts,,,,Election day exit poll,,,Generally going in the right direction,,,,Version 4,,,,,,,,,,,0.606097161769867
59011.0,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Not complete,,,,Call 1,16.0,,,,,,,,,,,,,,,,,,,,,,To express support for Barack Obama,,4.0,The Democratic candidate,,,,,The Democratic candidate,,,,,,,,,,,,,No,,,,,,,,,,,,,45+,18-64,,,,,,,,,,,4.0,,,White,White,,,National questionnaire,White,White,,,,,Midwest,,,,,The Democratic candidate,Male,White men,,Suburbs,Suburbs,English, Illinois,,,,Election day exit poll,,,,,,,Version 2,,,,,Yes,Working men,,,All others,Working men,0.703852832317352
58991.0,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Not complete,,,,Call 1,3.0,Yes,Both regular land-line and cell phone service,,,,,,,,,,,,,,,,,,Extremely closely,Extremely or very closely,,,4.0,The Democratic candidate,,,,,The Democratic candidate,,,,,,,,,,,,Yes,No,,,,,,,,,,,,,45+,65+,,,,,,,,,,,32.0,,,White,White,,,National questionnaire,White,White,,,,,East,,,,,The Democratic candidate,Female,White women,,Suburbs,Suburbs,,Massachusetts,,,,Election day exit poll,,,,,,,Version 5,,,,,,,,,,,0.813137531280518
89456.0,,,18-29,18-29,25-29,18-44,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,,,,Not complete,,,,Call 3,6.0,Yes,Only cell phone service,,,,,,,,,,,,,,,,,,Not too closely,Somewhat or not too closely,,,2.0,The Democratic candidate,,,,,The Democratic candidate,,,,,,,,,,,,No,No,,,,,,,,,,,,,18-44,18-64,,,,,,,,,,,101.0,,,Black,Black,,,National questionnaire,Black,Black,,,,,South,,,,,The Democratic candidate,Male,Black men,,Suburbs,Suburbs,,Tennessee,,,,Election day exit poll,,,,,,,Version 5,,,,,,,,,,,1.03508806228638
91905.0,,,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,,,,Not complete,,,,Call 3,6.0,,,,,,,,,,,,,,,,,,,,,,To express support for Barack Obama,,1.0,The Democratic candidate,,,,,The Democratic candidate,,,,,,,,,,,,,No,,,,,,,,,,,,,45+,18-64,,,,,,,,,,,57.0,,,Black,Black,,,National questionnaire,Black,Black,,,,,East,,,,,The Democratic candidate,Female,Black women,,Suburbs,Suburbs,,Massachusetts,,,,Election day exit poll,,,,,,,Version 2,,,,,Yes,Working women,,,Working women,Working women,0.606097161769867
91413.0,,,45-65,60+,60-64,45+,60+,50-64,Black 60+,Black 60+,Black 45-64,,,,Not complete,,,,Call 3,14.0,,,,,,,,,,,,,,,,,,,,,,To express support for Barack Obama,,1.0,The Democratic candidate,,,,,The Democratic candidate,,,,,,,,,,,,,No,,,,,,,,,,,,,45+,18-64,,,,,,,,,,,147.0,,,Black,Black,,,National questionnaire,Black,Black,,,,,Midwest,,,,,The Democratic candidate,Male,Black men,,"Cities over 500,000","Cities over 50,000",, Michigan,,,,Election day exit poll,,,,,,,Version 2,,,,,No,Non-working men,,,All others,Non-working men,0.188396096229553
57861.0,,,65+,60+,65 or over,45+,60+,65+,Black 60+,Black 60+,Black 65+,,,,Not complete,Extremely closely,Extremely or very closely,,Call 1,14.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,The Democratic candidate,,,,,The Democratic candidate,,,,,,,,,,,,,No,,,,,,,,,,,,,45+,65+,,,,,,,,,,,141.0,,,Black,Black,,,National questionnaire,Black,Black,,,,,Midwest,,,,,The Democratic candidate,Male,Black men,,"Cities over 500,000","Cities over 50,000",, Michigan,,,,Election day exit poll,,,,,,,Version 1,Yes,,,,,,,,,,0.277262181043625
91326.0,,,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,,,,Not complete,,,,Call 3,14.0,Yes,Only cell phone service,,,,,,,,,,,,,,,,,,Not too closely,Somewhat or not too closely,,,1.0,The Democratic candidate,,,,,The Democratic candidate,,,,,,,,,,,,No,No,,,,,,,,,,,,,45+,18-64,,,,,,,,,,,147.0,,,Black,Black,,,National questionnaire,Black,Black,,,,,Midwest,,,,,The Democratic candidate,Female,Black women,,"Cities over 500,000","Cities over 50,000",, Michigan,,,,Election day exit poll,,,,,,,Version 5,,,,,,,,,,,0.168595835566521
57267.0,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Not complete,Extremely closely,Extremely or very closely,,Call 1,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,The Democratic candidate,,,,,The Democratic candidate,,,,,,,,,,,,,No,,,,,,,,,,,,,45+,65+,,,,,,,,,,,74.0,,,White,White,,,National questionnaire,White,White,,,,,East,,,,,The Democratic candidate,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",,New Hampshire,,,,Election day exit poll,,,,,,,Version 1,No,,,,,,,,,,0.823087692260742
57241.0,,,45-65,60+,60-64,45+,60+,50-64,Black 60+,Black 60+,Black 45-64,,,,Not complete,,,,Call 1,14.0,,,,,,,,,,,,,,,,,,,,,,To express support for Barack Obama,,1.0,The Democratic candidate,,,,,The Democratic candidate,,,,,,,,,,,,,No,,,,,,,,,,,,,45+,18-64,,,,,,,,,,,141.0,,,Black,Black,,,National questionnaire,Black,Black,,,,,Midwest,,,,,The Democratic candidate,Male,Black men,,"Cities over 500,000","Cities over 50,000",, Michigan,,,,Election day exit poll,,,,,,,Version 2,,,,,Yes,Working men,,,All others,Working men,0.277262181043625
57073.0,,,45-65,60+,60-64,45+,60+,50-64,Black 60+,Black 60+,Black 45-64,,,,Not complete,,,,Call 1,10.0,,,,,,,,,,,,,,,,,,,,,,Barack Obama was not a factor,,3.0,The Democratic candidate,,,,,The Democratic candidate,,,,,,,,,,,,,No,,,,,,,,,,,,,45+,18-64,,,,,,,,,,,122.0,,,Black,Black,,,National questionnaire,Black,Black,,,,,Midwest,,,,,The Democratic candidate,Male,Black men,,Suburbs,Suburbs,, Michigan,,,,Election day exit poll,,,,,,,Version 2,,,,,No,Non-working men,,,All others,Non-working men,1.29035186767578
56283.0,,,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,,,,Not complete,,,,Call 1,14.0,Yes,Only cell phone service,,,,,,,,,,,,,,,,,,Extremely closely,Extremely or very closely,,,1.0,The Democratic candidate,,,,,The Democratic candidate,,,,,,,,,,,,No,No,,,,,,,,,,,,,45+,18-64,,,,,,,,,,,147.0,,,Black,Black,,,National questionnaire,Black,Black,,,,,Midwest,,,,,The Democratic candidate,Male,Black men,,"Cities over 500,000","Cities over 50,000",, Michigan,,,,Election day exit poll,,,,,,,Version 5,,,,,,,,,,,0.184290438890457
90764.0,,,45-65,60+,60-64,45+,60+,50-64,Black 60+,Black 60+,Black 45-64,,,,Not complete,,,,Call 3,5.0,,,,,,,,,,,,,,,,,,,,,,To express support for Barack Obama,,2.0,The Democratic candidate,,,,,The Democratic candidate,,,,,,,,,,,,,No,,,,,,,,,,,,,45+,18-64,,,,,,,,,,,27.0,,,Black,Black,,,National questionnaire,Black,Black,,,,,South,,,,,The Democratic candidate,Female,Black women,,"Cities over 500,000","Cities over 50,000",,Tennessee,,,,Election day exit poll,,,,,,,Version 2,,,,,No,Non-working women,,,All others,Non-working women,0.935604631900787
54094.0,,,18-29,18-29,25-29,18-44,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,,,,Not complete,,,Yes,Call 1,6.0,,,Yes,,,,,,,,,,,,,,,,,,,,,5.0,The Democratic candidate,,,,,The Democratic candidate,,,,,,,,,,,,,No,,,,,,,,,,,,,18-44,18-64,Women with children,,,,,,,,,,15.0,,,Black,Black,,,National questionnaire,Black,Black,,,,,South,,,,,The Democratic candidate,Female,Black women,,Suburbs,Suburbs,,South Carolina,,,,Election day exit poll,,,,,,No,Version 3,,,,All others,,,,,,,0.657289266586304
81989.0,,,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,,Not complete,,,,Call 2,1.0,,,,,,,,,,,,,,,,,,,,,,To express support for Barack Obama,,3.0,The Democratic candidate,,,,,The Democratic candidate,,,,,,,,,,,,,No,,,,,,,,,,,,,18-44,18-64,,,,,,,,,,,62.0,,,White,White,,,National questionnaire,White,White,,,,,West,,,,,The Democratic candidate,Male,White men,,Suburbs,Suburbs,, New Mexico,,,,Election day exit poll,,,,,,,Version 2,,,,,Yes,Working men,,,All others,Working men,1.00397133827209
86262.0,,,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,,,,Not complete,,,Yes,Call 2,2.0,,,No,,,,,,,,,,,,,,,,,,,,,4.0,The Democratic candidate,,,,,The Democratic candidate,,,,,,,,,,,,,Yes,,,,,,,,,,,,,18-44,18-64,Men without children,,,,,,,,,,14.0,,,Other,White,,,National questionnaire,Hispanic/Latino,Hispanic/Latino,,,,,West,,,,,The Democratic candidate,Male,Latino men,,"Cities 50,000-500,000","Cities over 50,000",, Idaho,,,,Election day exit poll,,,,,,No,Version 3,,,,All others,,,,,,,0.40968382358551
84525.0,,,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,,,,Not complete,,,,Call 2,16.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,The Democratic candidate,Government should do more to solve problems,,,,The Democratic candidate,,,,,,,,,,,,,Yes,,,,,,,,,,,,,18-44,18-64,,,,,,,,,,,43.0,,,Other,Hispanic/Latino,,,National questionnaire,Hispanic/Latino,Hispanic/Latino,,,,,South,,,,,The Democratic candidate,Female,Latino women,,"Cities over 500,000","Cities over 50,000",English,Texas,,,,Election day exit poll,,,Generally going in the right direction,,,,Version 4,,,,,,,,,,,0.919212341308594
84439.0,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Not complete,Somewhat closely,Somewhat or not too closely,,Call 3,6.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,The Democratic candidate,,,,,The Democratic candidate,,,,,,,,,,,,,No,,,,,,,,,,,,,45+,18-64,,,,,,,,,,,100.0,,,White,White,,,National questionnaire,White,White,,,,,South,,,,,The Democratic candidate,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",,South Carolina,,,,Election day exit poll,,,,,,,Version 1,No,,,,,,,,,,0.766261518001556
81040.0,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Not complete,,,,Call 2,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,The Democratic candidate,Government should do more to solve problems,,,,The Democratic candidate,,,,,,,,,,,,,No,,,,,,,,,,,,,45+,65+,,,,,,,,,,,17.0,,,White,White,,,National questionnaire,White,White,,,,,Midwest,,,,,The Democratic candidate,Male,White men,,Suburbs,Suburbs,, Michigan,,,,Election day exit poll,,,Generally going in the right direction,,,,Version 4,,,,,,,,,,,0.705372989177704
80474.0,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Not complete,,,,Call 2,5.0,,,,,,,,,,,,,,,,,,,,,,To express support for Barack Obama,,3.0,The Democratic candidate,,,,,The Democratic candidate,,,,,,,,,,,,,No,,,,,,,,,,,,,45+,18-64,,,,,,,,,,,17.0,,,White,White,,,National questionnaire,White,White,,,,,Midwest,,,,,The Democratic candidate,Female,White women,,Suburbs,Suburbs,, Michigan,,,,Election day exit poll,,,,,,,Version 2,,,,,No,Non-working women,,,All others,Non-working women,0.631238877773285
78944.0,,,,,,,,,,,,,,,Not complete,,,Yes,Call 2,14.0,,,Yes,,,,,,,,,,,,,,,,,,,,,1.0,The Democratic candidate,,,,,The Democratic candidate,,,,,,,,,,,,,No,,,,,,,,,,,,,,,Women with children,,,,,,,,,,147.0,,,Black,Black,,,National questionnaire,Black,Black,,,,,Midwest,,,,,The Democratic candidate,Female,Black women,,"Cities over 500,000","Cities over 50,000",, Michigan,,,,Election day exit poll,,,,,,No,Version 3,,,,All others,,,,,,,0.164806753396988
78327.0,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Not complete,,,,Call 2,2.0,Yes,Only cell phone service,,,,,,,,,,,,,,,,,,Very closely,Extremely or very closely,,,2.0,The Democratic candidate,,,,,The Democratic candidate,,,,,,,,,,,,No,No,,,,,,,,,,,,,45+,18-64,,,,,,,,,,,74.0,,,White,White,,,National questionnaire,White,White,,,,,East,,,,,The Democratic candidate,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",,New Hampshire,,,,Election day exit poll,,,,,,,Version 5,,,,,,,,,,,0.82405686378479
77926.0,,,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,,Not complete,,,,Call 2,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,The Democratic candidate,Government should do more to solve problems,,,,The Democratic candidate,,,,,,,,,,,,,No,,,,,,,,,,,,,45+,18-64,,,,,,,,,,,74.0,,,White,White,,,National questionnaire,White,White,,,,,East,,,,,The Democratic candidate,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",,New Hampshire,,,,Election day exit poll,,,Generally going in the right direction,,,,Version 4,,,,,,,,,,,0.838668286800385
77725.0,,,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,,,,Not complete,,,,Call 2,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,The Democratic candidate,Government should do more to solve problems,,,,The Democratic candidate,,,,,,,,,,,,,Yes,,,,,,,,,,,,,18-44,18-64,,,,,,,,,,,74.0,,,Other,Hispanic/Latino,,,National questionnaire,Hispanic/Latino,Hispanic/Latino,,,,,East,,,,,The Democratic candidate,Female,Latino women,,"Cities 50,000-500,000","Cities over 50,000",,New Hampshire,,,,Election day exit poll,,,Generally going in the right direction,,,,Version 4,,,,,,,,,,,0.808747708797455
77699.0,,,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,,Not complete,Omit,Omit,,Call 2,8.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,The Democratic candidate,,,,,The Democratic candidate,,,,,,,,,,,,,No,,,,,,,,,,,,,45+,18-64,,,,,,,,,,,24.0,,,White,White,,,National questionnaire,White,White,,,,,Midwest,,,,,The Democratic candidate,Female,White women,,Suburbs,Suburbs,, Michigan,,,,Election day exit poll,,,,,,,Version 1,,,,,,,,,,,0.94685834646225
