ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENNH10,GOVNH10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,CHILD,FAVDEM2,FAVREP2,FAVPALIN2,FAVROMN2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,NECWORRY,OBAMA4,PRIORITY,TEAPARTY,TIMESEN10,VOTE2008,WORK,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,PARENTS,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARENTS,TEAPARTY3,TIMESENMTH10,TIMESENWK10,WHNCLINC,WRKWOMEN,XTEAPARTYID,CELLPHONE,LANDPHONE,RPRIM2012,TAXCUTSNH,CELLULAR,REP2012P,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
902193.0,New Hampshire,53.0,Call 3,Complete,Election day exit poll,1.123814702034,Kelly Ayotte,John Stephen,Male,White,40-44,Independent,Moderate,"$100,000-$199,999",College graduate,No,Yes,,,Unfavorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Somewhat worried,Somewhat disapprove,,Somewhat support,,,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Dads - Men with children,,Something else,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Tea Party supporters and Dads,Support,,,No,,Tea Party supporters,,,,Continue them for all Americans,,,State questionnaire,Suburbs,Suburbs,1.0,4.0,East,Version 1,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,3053.0
892459.0,New Hampshire,99.0,Call 2,Complete,Election day exit poll,0.934978365898132,Kelly Ayotte,John Stephen,Female,White,45-49,Republican,Conservative,"$100,000-$199,999",College graduate,No,No,,,Favorable,Unfavorable,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Somewhat worried,Somewhat approve,,Neutral,,,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Women without children,,Something else,Worried,Approve,Republican,Republican Women,White Republicans,Conservative Republicans,White,Do not have children,Neutral,,,No,,Non-Tea Party supporters and Republicans,,,,"Continue them for families who earn less than $250,000 a year",,,State questionnaire,Rural,Small Cities/Rural,2.0,5.0,East,Version 1,Low Density Rural,Rural,Rural,Downscale,3269.0
877856.0,New Hampshire,102.0,Call 1,Complete,Election day exit poll,0.919110536575317,Kelly Ayotte,John Stephen,Female,White,65 or over,Republican,Conservative,"Under $30,000",High school graduate,No,,,,Favorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly approve,,Strongly support,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,,Something else,Worried,Approve,Republican,Republican Women,White Republicans,Conservative Republicans,White,,Support,,,Yes,,Tea Party supporters,,,,Continue them for all Americans,,,State questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,3874.0
892398.0,New Hampshire,37.0,Call 2,Complete,Election day exit poll,0.712361752986908,Kelly Ayotte,John Stephen,Female,White,65 or over,Republican,Conservative,"$50,000-$74,999",College graduate,No,No,,,Favorable,Unfavorable,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Not too worried,Strongly disapprove,,Somewhat support,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,,Something else,Not worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Do not have children,Support,,,No,,Tea Party supporters,,,,Continue them for all Americans,,,State questionnaire,Suburbs,Suburbs,1.0,4.0,East,Version 1,Suburb,70s Suburbs,Urban Perimeter,Upscale,3045.0
877692.0,New Hampshire,102.0,Call 1,Complete,Election day exit poll,0.862355887889862,Kelly Ayotte,John Stephen,Male,Hispanic,50-59,Independent,Conservative,"$50,000-$74,999",Some college/assoc. degree,Yes,No,,,Favorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,,Strongly support,,,,Non black male,Latino men,45-65,30-59,45+,45-59,50-64,Latino 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Men without children,,Something else,Worried,Disapprove,Independent/Something else,Independent Men,All others,Independents/Something else,White,Do not have children,Support,,,No,,Tea Party supporters,,,,Continue them for all Americans,,,State questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,3874.0
877687.0,New Hampshire,22.0,Call 1,Complete,Election day exit poll,2.07529354095459,Kelly Ayotte,John Stephen,Male,White,65 or over,Republican,Conservative,"$50,000-$74,999",College graduate,No,No,,,Favorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,,Strongly support,,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Do not have children,Support,,,No,,Tea Party supporters,,,,Continue them for all Americans,,,State questionnaire,Suburbs,Suburbs,1.0,4.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,3038.0
892129.0,New Hampshire,57.0,Call 2,Complete,Election day exit poll,1.17236518859863,Kelly Ayotte,John Stephen,Male,White,40-44,Republican,Conservative,"$30,000-$49,999",High school graduate,No,Yes,,,Favorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Leave it as is,Illegal immigration,Very worried,Strongly disapprove,,Strongly support,,,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Dads - Men with children,,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Tea Party supporters and Dads,Support,,,Yes,,Tea Party supporters,,,,Continue them for all Americans,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,2.0,East,Version 1,Suburb,Urban,Urban Core,Very downscale,3102.0
877464.0,New Hampshire,113.0,Call 1,Complete,Election day exit poll,1.22267651557922,Kelly Ayotte,John Stephen,Male,White,60-64,Independent,Conservative,"$75,000-$99,999",College graduate,No,No,,,Favorable,Favorable,,,,Government should do more to solve problems,Repeal it,Illegal immigration,Very worried,Strongly disapprove,,Strongly support,,,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,Something else,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Do not have children,Support,,,No,,Tea Party supporters,,,,Continue them for all Americans,,,State questionnaire,Rural,Small Cities/Rural,2.0,3.0,East,Version 1,Low Density Rural,Rural,Rural,Very downscale,3470.0
877423.0,New Hampshire,57.0,Call 1,Complete,Election day exit poll,1.35798907279968,Kelly Ayotte,John Stephen,Female,White,25-29,Republican,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,Yes,,,Unfavorable,Unfavorable,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Somewhat disapprove,,Somewhat support,,,,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Moms - Women with children,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Tea Party supporters and Moms,Support,,,No,,Tea Party supporters,,,,Continue them for all Americans,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,2.0,East,Version 1,Suburb,Urban,Urban Core,Very downscale,3102.0
877390.0,New Hampshire,85.0,Call 1,Complete,Election day exit poll,1.13755702972412,Kelly Ayotte,John Stephen,Female,White,50-59,Republican,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,Yes,,,Favorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,,Somewhat support,,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Moms - Women with children,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Tea Party supporters and Moms,Support,,,No,,Tea Party supporters,,,,Continue them for all Americans,,,State questionnaire,Suburbs,Suburbs,1.0,5.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,3862.0
904312.0,New Hampshire,45.0,Call 3,Complete,Election day exit poll,1.12812447547913,Kelly Ayotte,John Stephen,Male,White,45-49,Republican,Conservative,"$75,000-$99,999",College graduate,No,No,,,Favorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Somewhat worried,Strongly disapprove,,Strongly support,,,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Do not have children,Support,,,No,,Tea Party supporters,,,,Continue them for all Americans,,,State questionnaire,Rural,Small Cities/Rural,2.0,3.0,East,Version 1,Low Density Rural,Rural,Rural,Very upscale,3229.0
877244.0,New Hampshire,92.0,Call 1,Complete,Election day exit poll,1.13071179389954,Kelly Ayotte,John Stephen,Female,White,50-59,Republican,Moderate,"$100,000-$199,999",College graduate,No,No,,,Favorable,Favorable,,,,Government should do more to solve problems,Repeal it,Illegal immigration,Very worried,Strongly disapprove,,Somewhat support,,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Women without children,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Do not have children,Support,,,No,,Tea Party supporters,,,,Continue them for all Americans,,,State questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,3801.0
877179.0,New Hampshire,85.0,Call 1,Complete,Election day exit poll,1.23289966583252,Kelly Ayotte,John Stephen,Female,White,60-64,Republican,Moderate,"$50,000-$74,999",Postgraduate study,No,No,,,Favorable,Unfavorable,,,,Government should do more to solve problems,Repeal it,Illegal immigration,Somewhat worried,Strongly disapprove,,Strongly support,,,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Do not have children,Support,,,No,,Tea Party supporters,,,,Continue them for all Americans,,,State questionnaire,Suburbs,Suburbs,1.0,5.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,3862.0
891594.0,New Hampshire,40.0,Call 2,Complete,Election day exit poll,1.00486350059509,Kelly Ayotte,John Stephen,Male,White,45-49,Republican,Conservative,"$30,000-$49,999",College graduate,No,Yes,,,Favorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Somewhat worried,Strongly disapprove,,Strongly support,,,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Dads - Men with children,,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Tea Party supporters and Dads,Support,,,No,,Tea Party supporters,,,,Continue them for all Americans,,,State questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 1,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Very upscale,3842.0
876944.0,New Hampshire,92.0,Call 1,Complete,Election day exit poll,1.22548067569733,Kelly Ayotte,John Stephen,Female,White,65 or over,Republican,Conservative,,Some college/assoc. degree,No,No,,,Favorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,,Strongly support,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,,Women without children,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Do not have children,Support,,,,,Tea Party supporters,,,,Continue them for all Americans,,,State questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,3801.0
891407.0,New Hampshire,102.0,Call 2,Complete,Election day exit poll,0.862355887889862,Kelly Ayotte,John Stephen,Male,White,40-44,Independent,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,Yes,,,Favorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,,Strongly support,,,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Dads - Men with children,,Something else,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Tea Party supporters and Dads,Support,,,No,,Tea Party supporters,,,,Continue them for all Americans,,,State questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,3874.0
891382.0,New Hampshire,53.0,Call 2,Complete,Election day exit poll,1.3237361907959,Kelly Ayotte,John Stephen,Male,White,18-24,Republican,Conservative,"Under $30,000",College graduate,No,No,,,Favorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,,Strongly support,,,,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Men without children,,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Do not have children,Support,,,No,,Tea Party supporters,,,,Continue them for all Americans,,,State questionnaire,Suburbs,Suburbs,1.0,4.0,East,Version 1,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,3053.0
891362.0,New Hampshire,47.0,Call 2,Complete,Election day exit poll,1.46757352352142,Kelly Ayotte,John Stephen,Female,White,18-24,Republican,Conservative,"$75,000-$99,999",Some college/assoc. degree,No,No,,,Favorable,Unfavorable,,,,Government should do more to solve problems,Repeal it,Illegal immigration,Somewhat worried,Strongly disapprove,,Strongly support,,,,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Do not have children,Support,,,No,,Tea Party supporters,,,,Allow them to expire for all,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,3.0,East,Version 1,Suburb,Rural,Rural,Downscale,3431.0
891358.0,New Hampshire,48.0,Call 2,Complete,Election day exit poll,0.945488512516022,Kelly Ayotte,John Stephen,Female,White,65 or over,Republican,Moderate,,Some college/assoc. degree,No,No,,,Favorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,,Strongly support,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,,Women without children,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Do not have children,Support,,,,,Tea Party supporters,,,,Allow them to expire for all,,,State questionnaire,Suburbs,Suburbs,1.0,4.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,3848.0
891283.0,New Hampshire,98.0,Call 2,Complete,Election day exit poll,1.2098445892334,Kelly Ayotte,John Stephen,Male,White,45-49,Republican,Moderate,"$200,000 or more",College graduate,No,Yes,,,Favorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,,Strongly support,,,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Dads - Men with children,,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Tea Party supporters and Dads,Support,,,No,,Tea Party supporters,,,,Continue them for all Americans,,,State questionnaire,Suburbs,Suburbs,2.0,4.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,3079.0
891196.0,New Hampshire,98.0,Call 2,Complete,Election day exit poll,1.31124591827393,Kelly Ayotte,John Stephen,Male,White,60-64,Independent,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,No,,,Favorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,,Strongly support,,,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,Something else,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Do not have children,Support,,,No,,Tea Party supporters,,,,Continue them for all Americans,,,State questionnaire,Suburbs,Suburbs,2.0,4.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,3079.0
905710.0,New Hampshire,110.0,Call 3,Complete,Election day exit poll,0.763895988464355,Kelly Ayotte,John Stephen,Male,White,40-44,Republican,Conservative,"$100,000-$199,999",College graduate,No,Yes,,,Favorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,,Somewhat support,,,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Dads - Men with children,,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Tea Party supporters and Dads,Support,,,No,,Tea Party supporters,,,,Continue them for all Americans,,,State questionnaire,Suburbs,Suburbs,2.0,4.0,East,Version 1,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,3281.0
891020.0,New Hampshire,77.0,Call 2,Complete,Election day exit poll,0.814142525196075,Kelly Ayotte,John Stephen,Male,White,30-39,Republican,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,No,,,Favorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,,Strongly support,,,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Men without children,,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Do not have children,Support,,,No,,Tea Party supporters,,,,Continue them for all Americans,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,2.0,East,Version 1,Suburb,Urban,Urban Core,Very upscale,3062.0
876429.0,New Hampshire,47.0,Call 1,Complete,Election day exit poll,1.26697051525116,Kelly Ayotte,John Stephen,Male,Hispanic,30-39,Independent,Conservative,"Under $30,000",Some college/assoc. degree,Yes,Yes,,,Favorable,Unfavorable,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,,Strongly support,,,,Non black male,Latino men,30-44,30-59,18-44,30-44,30-39,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,Dads - Men with children,,Something else,Worried,Disapprove,Independent/Something else,Independent Men,All others,Independents/Something else,White,Tea Party supporters and Dads,Support,,,No,,Tea Party supporters,,,,Continue them for all Americans,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,3.0,East,Version 1,Suburb,Rural,Rural,Downscale,3431.0
890947.0,New Hampshire,96.0,Call 2,Complete,Election day exit poll,0.766538560390472,Kelly Ayotte,John Stephen,Male,White,30-39,Independent,Conservative,"$50,000-$74,999",Postgraduate study,No,Yes,,,Unfavorable,Unfavorable,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Somewhat worried,Strongly disapprove,,Strongly support,,,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Dads - Men with children,,Something else,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Tea Party supporters and Dads,Support,,,No,,Tea Party supporters,,,,Continue them for all Americans,,,State questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,3867.0
890796.0,New Hampshire,87.0,Call 2,Complete,Election day exit poll,0.846161723136902,Kelly Ayotte,John Stephen,Male,White,40-44,Republican,Conservative,"$100,000-$199,999",Postgraduate study,No,,,,Favorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,,Strongly support,,,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,,Support,,,No,,Tea Party supporters,,,,Continue them for all Americans,,,State questionnaire,Suburbs,Suburbs,2.0,4.0,East,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,3076.0
876180.0,New Hampshire,113.0,Call 1,Complete,Election day exit poll,1.22267651557922,Kelly Ayotte,John Stephen,Male,White,65 or over,Independent,Conservative,"$30,000-$49,999",Postgraduate study,,No,,,Favorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Omit,Illegal immigration,Very worried,Somewhat disapprove,,Strongly support,,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Men without children,,Something else,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Do not have children,Support,,,No,,Tea Party supporters,,,,"Continue them for families who earn less than $250,000 a year",,,State questionnaire,Rural,Small Cities/Rural,2.0,3.0,East,Version 1,Low Density Rural,Rural,Rural,Very downscale,3470.0
876048.0,New Hampshire,107.0,Call 1,Complete,Election day exit poll,0.635357081890106,Kelly Ayotte,John Stephen,Male,White,50-59,Republican,Conservative,"$30,000-$49,999",College graduate,No,Yes,,,Favorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,,Strongly support,,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Dads - Men with children,,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Tea Party supporters and Dads,Support,,,No,,Tea Party supporters,,,,Continue them for all Americans,,,State questionnaire,Rural,Small Cities/Rural,2.0,3.0,East,Version 1,Low Density Rural,Rural,Rural,Very downscale,3465.0
905128.0,New Hampshire,98.0,Call 3,Complete,Election day exit poll,1.18975150585175,Kelly Ayotte,John Stephen,Female,White,40-44,Republican,Conservative,"$100,000-$199,999",College graduate,No,Yes,,,Favorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Somewhat worried,Somewhat disapprove,,Strongly support,,,,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Moms - Women with children,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Tea Party supporters and Moms,Support,,,No,,Tea Party supporters,,,,Continue them for all Americans,,,State questionnaire,Suburbs,Suburbs,2.0,4.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,3079.0
890543.0,New Hampshire,96.0,Call 2,Complete,Election day exit poll,0.902902185916901,Kelly Ayotte,John Stephen,Male,White,25-29,Republican,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,Yes,,,Favorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,,Strongly support,,,,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Dads - Men with children,,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Tea Party supporters and Dads,Support,,,No,,Tea Party supporters,,,,Continue them for all Americans,,,State questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,3867.0
890542.0,New Hampshire,85.0,Call 2,Complete,Election day exit poll,1.23289966583252,Kelly Ayotte,John Stephen,Female,White,65 or over,Republican,Moderate,"$30,000-$49,999",College graduate,No,No,,,Unfavorable,Favorable,,,,Government should do more to solve problems,Expand it,Illegal immigration,Very worried,Somewhat disapprove,,Neutral,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Women without children,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Do not have children,Neutral,,,No,,Non-Tea Party supporters and Republicans,,,,"Continue them for families who earn less than $250,000 a year",,,State questionnaire,Suburbs,Suburbs,1.0,5.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,3862.0
