ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENCA10,GOVCA10,CAPROP19,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,DESCRIBS10,FAVDEM2,FAVREP2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,LAIDOFF,NECWORRY,OBAMA4,PRIORITY,QUALSEN10,TEAPARTY,TEAREAS,TIMESEN10,TRACK,UNFAIRCA10,VOTE2008,WORK,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARTY3,TIMESENMTH10,TIMESENWK10,UNFAIRBOXER,UNFAIRFIORINA,WHNCLINC,XTEAPARTYID,BALLOTDRAW,CADEFCT,IMMDEPORT,JOBSCAL,OUTSIDER,UNFAIRCA10G,JOBSBOXER,JOBSFIORINA,UNFAIRBROWN,UNFAIRWHIT,WRKWOMEN,QTYPE,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
863109.0,California,50229.0,,Complete,Telephone survey,0.25,Barbara Boxer,Jerry Brown,Yes,Female,White,65 or over,Democrat,Liberal,"$75,000-$99,999",Postgraduate study,No,,,,,,,,,,,,,,Has the right experience,,,,Generally going in the right direction,,Obama,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,,,No,,Governor,,Offered a chance to apply for legal status,Only Barbara Boxer,An insider who knows how to get things done,Both of them,Barbara Boxer will,Carly Fiorina will not,Jerry Brown did,Meg Whitman did,,State questionnaire,English,Suburbs,Suburbs,46.0,5.0,West,Version 3,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
919439.0,California,58.0,Call 3,Complete,Election day exit poll,0.589999973773956,Barbara Boxer,Jerry Brown,Yes,Female,Hispanic,50-59,Democrat,Liberal,"$100,000-$199,999",Postgraduate study,Yes,,,,,,,,,,,,,,Has the right experience,,,,Seriously off on the wrong track,,Obama,,Non black female,Latino women,45-65,30-59,45+,45-59,50-64,Latino 45-54,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,,,,,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,White,,,,,,No,,Governor,,Offered a chance to apply for legal status,Only Barbara Boxer,An insider who knows how to get things done,Only Meg Whitman,Barbara Boxer will,Carly Fiorina will not,Jerry Brown did not,Meg Whitman did,,State questionnaire,English,Suburbs,Suburbs,46.0,5.0,West,Version 3,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
919438.0,California,58.0,Call 3,Complete,Election day exit poll,0.589999973773956,Barbara Boxer,Jerry Brown,Yes,Female,Hispanic,50-59,Democrat,Liberal,"$100,000-$199,999",Postgraduate study,Yes,,,,,,,,,,,,,,Has the right experience,,,,Seriously off on the wrong track,,Obama,,Non black female,Latino women,45-65,30-59,45+,45-59,50-64,Latino 45-54,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,,,,,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,White,,,,,,No,,Governor,,Offered a chance to apply for legal status,Only Barbara Boxer,An insider who knows how to get things done,Only Meg Whitman,Barbara Boxer will,Carly Fiorina will not,Jerry Brown did not,Meg Whitman did,,State questionnaire,English,Suburbs,Suburbs,46.0,5.0,West,Version 3,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
919381.0,California,58.0,Call 3,Complete,Election day exit poll,0.589999973773956,Barbara Boxer,Jerry Brown,Yes,Female,White,30-39,Democrat,Liberal,"$100,000-$199,999",Postgraduate study,No,,,,,,,,,,,,,,Understands the needs of people like me,,,,Generally going in the right direction,,Obama,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,,,No,,U.S. Senate,,Offered a chance to apply for legal status,Only Barbara Boxer,Omit,Only Meg Whitman,Barbara Boxer will,Carly Fiorina will not,Jerry Brown did not,Meg Whitman did,,State questionnaire,English,Suburbs,Suburbs,46.0,5.0,West,Version 3,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
919321.0,California,58.0,Call 3,Complete,Election day exit poll,0.75,Barbara Boxer,Jerry Brown,No,Female,White,60-64,Democrat,Liberal,,Postgraduate study,No,I strongly favor my candidate,Favorable,Unfavorable,About the same,To express support for Barack Obama,Enthusiastic,,,,,,,Reducing the budget deficit,,,The Tea Party movement was not a factor,,,Omit,Obama,Yes,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Positive,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,Omit,Omit,,,,,,,,,,,,,Working women,State questionnaire,English,Suburbs,Suburbs,46.0,5.0,West,Version 2,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
899335.0,California,58.0,Call 2,Complete,Election day exit poll,0.589999973773956,Barbara Boxer,Jerry Brown,Yes,Male,White,50-59,Democrat,Liberal,,Some college/assoc. degree,No,I strongly favor my candidate,Favorable,Favorable,Better,Barack Obama was not a factor,Enthusiastic,,,,,,,Spending to create jobs,,,The Tea Party movement was not a factor,,,Neither of them,Obama,No,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,Positive,,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,,,Barbara Boxer did not,Carly Fiorina did not,,,,,,,,,,,,,All others,State questionnaire,English,Suburbs,Suburbs,46.0,5.0,West,Version 2,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
919043.0,California,58.0,Call 3,Complete,Election day exit poll,0.589999973773956,Barbara Boxer,Jerry Brown,Yes,Male,Hispanic,30-39,Independent,,,Postgraduate study,Yes,I strongly favor my candidate,Favorable,Unfavorable,About the same,To express support for Barack Obama,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,,,Against the Tea Party movement,,,Both of them,Obama,Yes,Non black male,Latino men,30-44,30-59,18-44,30-44,30-39,Latino 30-44,College graduate,More than High school graduate,Non white college degree,,,,,,Negative,,,,Independent/Something else,Independent Men,All others,Independents/Something else,Other,,,,Barbara Boxer did,Carly Fiorina did,,,,,,,,,,,,,All others,State questionnaire,English,Suburbs,Suburbs,46.0,5.0,West,Version 2,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
899738.0,California,58.0,Call 2,Complete,Election day exit poll,0.589999973773956,Barbara Boxer,Jerry Brown,Yes,Male,White,30-39,Democrat,Moderate,,Postgraduate study,No,I dislike the other candidate,Favorable,Unfavorable,Worse,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,,Spending to create jobs,,,The Tea Party movement was not a factor,,,Both of them,Obama,Yes,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,Positive,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,Barbara Boxer did,Carly Fiorina did,,,,,,,,,,,,,All others,State questionnaire,English,Suburbs,Suburbs,46.0,5.0,West,Version 2,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
919218.0,California,58.0,Call 3,Complete,Election day exit poll,0.550000011920929,Carly Fiorina,Other,Yes,Male,Asian,45-49,Independent,Moderate,,College graduate,No,I dislike the other candidate,Unfavorable,Unfavorable,Better,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Reducing the budget deficit,,,In favor of the Tea Party movement,,,Both of them,Obama,Yes,Non black male,All other races,45-65,30-59,45+,45-59,40-49,Other,College graduate,More than High school graduate,Non white college degree,,,,,,Negative,,,,Independent/Something else,Independent Men,All others,Independents/Something else,Asian,,,,Barbara Boxer did,Carly Fiorina did,,,,,,,,,,,,,All others,State questionnaire,English,Suburbs,Suburbs,46.0,5.0,West,Version 2,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
899544.0,California,58.0,Call 2,Complete,Election day exit poll,0.629999995231628,Barbara Boxer,Jerry Brown,Yes,Female,Hispanic,65 or over,Independent,Moderate,,Some college/assoc. degree,Yes,I like my candidate but with reservations,Favorable,Unfavorable,Worse,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Reducing the budget deficit,,,Against the Tea Party movement,,,Both of them,Obama,No,Non black female,Latino women,65+,60+,45+,60+,65+,Latino 65+,No college degree,More than High school graduate,Non white no college degree,,,,,,Negative,,,,Independent/Something else,Independent Women,All others,Independents/Something else,White,,,,Barbara Boxer did,Carly Fiorina did,,,,,,,,,,,,,All others,State questionnaire,English,Suburbs,Suburbs,46.0,5.0,West,Version 2,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
918950.0,California,58.0,Call 3,Complete,Election day exit poll,0.870000004768372,Carly Fiorina,Meg Whitman,Yes,Male,White,25-29,Republican,Conservative,,Postgraduate study,No,I strongly favor my candidate,Unfavorable,Favorable,About the same,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Reducing the budget deficit,,,The Tea Party movement was not a factor,,,Both of them,Obama,Yes,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,Barbara Boxer did,Carly Fiorina did,,,,,,,,,,,,,All others,State questionnaire,English,Suburbs,Suburbs,46.0,5.0,West,Version 2,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
881269.0,California,58.0,Call 1,Complete,Election day exit poll,0.589999973773956,Barbara Boxer,Jerry Brown,Yes,Female,Hispanic,30-39,Democrat,Moderate,,Postgraduate study,Yes,I strongly favor my candidate,Favorable,Unfavorable,About the same,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,,,Against the Tea Party movement,,,Only Carly Fiorina,Obama,Yes,Non black female,Latino women,30-44,30-59,18-44,30-44,30-39,Latino 30-44,College graduate,More than High school graduate,Non white college degree,,,,,,Negative,,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,White,,,,Barbara Boxer did not,Carly Fiorina did,,,,,,,,,,,,,Working women,State questionnaire,English,Suburbs,Suburbs,46.0,5.0,West,Version 2,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
919156.0,California,58.0,Call 3,Complete,Election day exit poll,0.589999973773956,Barbara Boxer,Jerry Brown,Yes,Female,Hispanic,45-49,Independent,Liberal,,College graduate,Yes,I like my candidate but with reservations,Favorable,Unfavorable,About the same,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Reducing the budget deficit,,,Against the Tea Party movement,,,Only Carly Fiorina,Obama,No,Non black female,Latino women,45-65,30-59,45+,45-59,40-49,Latino 45-54,College graduate,More than High school graduate,Non white college degree,,,,,,Negative,,,,Independent/Something else,Independent Women,All others,Independents/Something else,Other,,,,Barbara Boxer did not,Carly Fiorina did,,,,,,,,,,,,,All others,State questionnaire,English,Suburbs,Suburbs,46.0,5.0,West,Version 2,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
919085.0,California,58.0,Call 3,Complete,Election day exit poll,0.589999973773956,Barbara Boxer,Jerry Brown,Yes,Female,White,40-44,Democrat,Moderate,,Postgraduate study,No,I like my candidate but with reservations,Favorable,Unfavorable,Worse,To express support for Barack Obama,"Dissatisfied, but not angry",,,,,,,Reducing the budget deficit,,,The Tea Party movement was not a factor,,,Only Carly Fiorina,Obama,Yes,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,Barbara Boxer did not,Carly Fiorina did,,,,,,,,,,,,,Working women,State questionnaire,English,Suburbs,Suburbs,46.0,5.0,West,Version 2,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
881217.0,California,58.0,Call 1,Complete,Election day exit poll,0.0,Carly Fiorina,Meg Whitman,,Female,White,50-59,Republican,Moderate,,College graduate,No,I strongly favor my candidate,Unfavorable,Favorable,Worse,Barack Obama was not a factor,Angry,,,,,,,Spending to create jobs,,,The Tea Party movement was not a factor,,,Only Barbara Boxer,Obama,Yes,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,,,,Barbara Boxer did,Carly Fiorina did not,,,,,,,,,,,,,Working women,State questionnaire,English,Suburbs,Suburbs,46.0,5.0,West,Version 2,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
865571.0,California,50004.0,,Complete,Telephone survey,2.30999994277954,Barbara Boxer,Jerry Brown,Yes,Male,White,60-64,Democrat,Moderate,,Some college/assoc. degree,No,,,,,,,,Expand it,,,,,Spending to create jobs,,Strongly oppose,,,Generally going in the right direction,,Obama,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Oppose,,,,,,Non-Tea Party supporters and Democrats,,,,,,,,,,,,National questionnaire,English,Suburbs,Suburbs,,5.0,West,Version 3,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
899252.0,California,58.0,Call 2,Complete,Election day exit poll,0.589999973773956,Barbara Boxer,Jerry Brown,Yes,Male,White,30-39,Democrat,Liberal,"$100,000-$199,999",College graduate,No,,,,,,,Government is doing too many things better left to businesses and individuals,Expand it,The economy,Yes,Not too worried,Strongly approve,,,Omit,,Before that,,,,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Not worried,Approve,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Omit,Before that,In the last month or earlier,,,No,,,No,,,,,,,,,,State questionnaire,English,Suburbs,Suburbs,46.0,5.0,West,Version 1,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
881467.0,California,58.0,Call 1,Complete,Election day exit poll,0.589999973773956,Barbara Boxer,Jerry Brown,Yes,Male,White,50-59,Something else,Moderate,"$100,000-$199,999",College graduate,No,,,,,,,Government should do more to solve problems,Expand it,The economy,No,Not too worried,Strongly approve,,,Strongly oppose,,Before that,,,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Not worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Oppose,Before that,In the last month or earlier,,,No,Non-Tea Party supporters and Independents/Something else,,No,,,,,,,,,,State questionnaire,English,Suburbs,Suburbs,46.0,5.0,West,Version 1,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
918913.0,California,58.0,Call 3,Complete,Election day exit poll,0.46000000834465,Barbara Boxer,Other,Yes,Male,Black,50-59,Democrat,Liberal,"$100,000-$199,999",Some college/assoc. degree,No,,,,,,,Government should do more to solve problems,Expand it,The economy,No,Somewhat worried,Somewhat approve,,,Strongly oppose,,In the last three days,,,,,Black male,Black men,45-65,30-59,45+,45-59,50-64,Black 45-54,No college degree,More than High school graduate,Non white no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,,The economy,Worried,Approve,Democrat,Democratic Men,Non White Democrats,Liberal Democrats,Black,Oppose,In the last month,In the last week,,,No,Non-Tea Party supporters and Democrats,,No,,,,,,,,,,State questionnaire,English,Suburbs,Suburbs,46.0,5.0,West,Version 1,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
918847.0,California,58.0,Call 3,Complete,Election day exit poll,0.730000019073486,Carly Fiorina,Jerry Brown,Yes,Male,White,30-39,Independent,Moderate,"$50,000-$74,999",High school graduate,No,,,,,,,Government should do more to solve problems,Expand it,Health care,No,Somewhat worried,Somewhat approve,,,Somewhat oppose,,In the last three days,,,,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Something else,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Oppose,In the last month,In the last week,,,No,Non-Tea Party supporters and Independents/Something else,,No,,,,,,,,,,State questionnaire,English,Suburbs,Suburbs,46.0,5.0,West,Version 1,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
862606.0,California,50229.0,,Complete,Telephone survey,1.55999994277954,Carly Fiorina,Meg Whitman,No,Female,,50-59,Republican,Moderate,,Postgraduate study,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,No,Very worried,Strongly disapprove,,,Neutral,,Before that,,,,,,,45-65,30-59,45+,45-59,50-64,,College graduate,More than High school graduate,,,,,,,,The economy,Worried,Disapprove,Republican,Republican Women,,Moderate/Liberal Republicans,,Neutral,Before that,In the last month or earlier,,,,Non-Tea Party supporters and Republicans,,No,,,,,,,,,,State questionnaire,,Suburbs,Suburbs,46.0,5.0,West,Version 1,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
899183.0,California,58.0,Call 2,Complete,Election day exit poll,0.970000028610229,Carly Fiorina,Meg Whitman,No,Female,White,65 or over,Republican,Moderate,"$30,000-$49,999",High school graduate,,,,,,,,Government is doing too many things better left to businesses and individuals,Leave it as is,The economy,No,Somewhat worried,Somewhat approve,,,Neutral,,In the last week,,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Approve,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Neutral,In the last month,In the last week,,,Yes,Non-Tea Party supporters and Republicans,,Omit,,,,,,,,,,State questionnaire,,Suburbs,Suburbs,46.0,5.0,West,Version 1,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
918676.0,California,58.0,Call 3,Complete,Election day exit poll,0.759999990463257,Carly Fiorina,Meg Whitman,Yes,Male,White,50-59,Independent,Conservative,"$75,000-$99,999",Postgraduate study,No,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,No,Somewhat worried,Somewhat disapprove,,,Neutral,,Before that,,,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Neutral,Before that,In the last month or earlier,,,No,Non-Tea Party supporters and Independents/Something else,,No,,,,,,,,,,State questionnaire,English,Suburbs,Suburbs,46.0,5.0,West,Version 1,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
899110.0,California,58.0,Call 2,Complete,Election day exit poll,0.910000026226044,Carly Fiorina,Meg Whitman,No,Female,White,50-59,Republican,Conservative,"$100,000-$199,999",College graduate,No,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,No,Very worried,Strongly disapprove,,,Neutral,,Before that,,,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Neutral,Before that,In the last month or earlier,,,No,Non-Tea Party supporters and Republicans,,No,,,,,,,,,,State questionnaire,English,Suburbs,Suburbs,46.0,5.0,West,Version 1,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
881416.0,California,58.0,Call 1,Complete,Election day exit poll,0.970000028610229,Carly Fiorina,Meg Whitman,No,Female,Hispanic,60-64,Republican,Moderate,"$30,000-$49,999",College graduate,Yes,,,,,,,Government should do more to solve problems,Repeal it,The economy,No,Somewhat worried,Strongly disapprove,,,Neutral,,Before that,,,,,Non black female,Latino women,45-65,60+,45+,60+,50-64,Latino 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,,The economy,Worried,Disapprove,Republican,Republican Women,All others,Moderate/Liberal Republicans,Hispanic/Latino,Neutral,Before that,In the last month or earlier,,,No,Non-Tea Party supporters and Republicans,,Yes,,,,,,,,,,State questionnaire,English,Suburbs,Suburbs,46.0,5.0,West,Version 1,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
918713.0,California,58.0,Call 3,Complete,Election day exit poll,0.629999995231628,Carly Fiorina,Other,Yes,Male,White,25-29,Something else,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The war in Afghanistan,No,Somewhat worried,Somewhat approve,,,Neutral,,In the last month,,,,,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Something else,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Neutral,In the last month,In the last month or earlier,,,No,Non-Tea Party supporters and Independents/Something else,,No,,,,,,,,,,State questionnaire,English,Suburbs,Suburbs,46.0,5.0,West,Version 1,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
899038.0,California,58.0,Call 2,Complete,Election day exit poll,0.589999973773956,Barbara Boxer,Jerry Brown,Yes,Male,Hispanic,45-49,Independent,Moderate,"Under $30,000",Some college/assoc. degree,Yes,,,,,,,Government should do more to solve problems,Expand it,The economy,Yes,Very worried,Strongly approve,,,Neutral,,In the last week,,,,,Non black male,Latino men,45-65,30-59,45+,45-59,40-49,Latino 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,,The economy,Worried,Approve,Independent/Something else,Independent Men,All others,Independents/Something else,Hispanic/Latino,Neutral,In the last month,In the last week,,,No,Non-Tea Party supporters and Independents/Something else,,Yes,,,,,,,,,,State questionnaire,English,Suburbs,Suburbs,46.0,5.0,West,Version 1,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
898977.0,California,58.0,Call 2,Complete,Election day exit poll,0.75,Barbara Boxer,Jerry Brown,No,Female,White,65 or over,Democrat,Moderate,"$100,000-$199,999",College graduate,No,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,No,Very worried,Somewhat disapprove,,,Somewhat support,,Before that,,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Something else,Worried,Disapprove,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Support,Before that,In the last month or earlier,,,No,Tea Party supporters,,Yes,,,,,,,,,,State questionnaire,English,Suburbs,Suburbs,46.0,5.0,West,Version 1,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
918882.0,California,58.0,Call 3,Complete,Election day exit poll,0.910000026226044,Carly Fiorina,Meg Whitman,No,Female,White,30-39,Republican,Moderate,"$100,000-$199,999",College graduate,No,,,,,,,Government should do more to solve problems,Repeal it,Illegal immigration,No,Very worried,Strongly disapprove,,,Somewhat support,,In the last month,,,,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Support,In the last month,In the last month or earlier,,,No,Tea Party supporters,,No,,,,,,,,,,State questionnaire,English,Suburbs,Suburbs,46.0,5.0,West,Version 1,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
918642.0,California,58.0,Call 3,Complete,Election day exit poll,0.959999978542328,Carly Fiorina,Meg Whitman,No,Male,White,60-64,Independent,Conservative,"$100,000-$199,999",Postgraduate study,No,,,,,,,Government should do more to solve problems,Repeal it,Illegal immigration,No,Very worried,Strongly disapprove,,,Strongly support,,In the last month,,,,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Something else,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,In the last month,In the last month or earlier,,,No,Tea Party supporters,,No,,,,,,,,,,State questionnaire,English,Suburbs,Suburbs,46.0,5.0,West,Version 1,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
918815.0,California,58.0,Call 3,Complete,Election day exit poll,0.910000026226044,Carly Fiorina,Meg Whitman,No,Female,White,45-49,Republican,Conservative,"$75,000-$99,999",High school graduate,No,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,No,Very worried,Strongly disapprove,,,Strongly support,,Before that,,,,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Support,Before that,In the last month or earlier,,,No,Tea Party supporters,,No,,,,,,,,,,State questionnaire,English,Suburbs,Suburbs,46.0,5.0,West,Version 1,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
881371.0,California,58.0,Call 1,Complete,Election day exit poll,0.910000026226044,Carly Fiorina,Meg Whitman,No,Female,White,40-44,Republican,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,No,Very worried,Strongly disapprove,,,Strongly support,,Before that,,,,,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Support,Before that,In the last month or earlier,,,No,Tea Party supporters,,Yes,,,,,,,,,,State questionnaire,English,Suburbs,Suburbs,46.0,5.0,West,Version 1,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
