ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENIN10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,BRNAGAIN,DESCRIBS10,FAVDEM2,FAVREP2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,LAIDOFF,NECWORRY,OBAMA4,PRIORITY,SENCNTL,STIMULUS,TEAPARTY,TIMESEN10,TRACK,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARTY3,TIMESENMTH10,TIMESENWK10,WHNCLINC,WHTEVANG,XTEAPARTYID,ABORTION,ABORT2,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
867692.0,Indiana,70.0,Call 1,Complete,Election day exit poll,0.631082117557526,Brad Ellsworth,Female,Black,45-49,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,,I strongly favor my candidate,Favorable,Unfavorable,Worse,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Spending to create jobs,The Democratic Party,Helped the economy,,,,Obama,Black female,Black women,45-65,30-59,45+,45-59,40-49,Black 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,Positive,,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,,,No,,,Legal in all cases,Legal,State questionnaire,"Cities over 500,000","Cities over 50,000",7.0,3.0,Midwest,Version 2,High Density Urban,Urban,Urban Core,Downscale
867671.0,Indiana,87.0,Call 1,Complete,Election day exit poll,1.66625559329987,Brad Ellsworth,Male,White,30-39,Independent,Moderate,"$50,000-$74,999",Postgraduate study,No,,I like my candidate but with reservations,Favorable,Unfavorable,Worse,To express support for Barack Obama,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,The Democratic Party,Helped the economy,,,,Obama,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,No,,,Legal in most cases,Legal,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",9.0,5.0,Midwest,Version 2,Suburb,Urban,Urban Core,Downscale
901594.0,Indiana,108.0,Call 3,Complete,Election day exit poll,0.644444167613983,Brad Ellsworth,Female,Black,25-29,Democrat,Liberal,"Under $30,000",Some college/assoc. degree,No,,I strongly favor my candidate,Favorable,Unfavorable,Better,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Spending to create jobs,The Democratic Party,Helped the economy,,,,Obama,Black female,Black women,18-29,18-29,18-44,18-29,25-29,Black 18-29,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,Positive,,,,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Black,,,,No,,,Illegal in most cases,Illegal,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,5.0,Midwest,Version 2,Suburb,Urban,Urban Core,Very upscale
882143.0,Indiana,70.0,Call 2,Complete,Election day exit poll,0.452263176441193,Brad Ellsworth,Male,White,40-44,Independent,Liberal,"$75,000-$99,999",Postgraduate study,No,,I dislike the other candidate,Favorable,Unfavorable,About the same,To express support for Barack Obama,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,The Democratic Party,Helped the economy,,,,Obama,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,No,,,Legal in all cases,Legal,State questionnaire,"Cities over 500,000","Cities over 50,000",7.0,3.0,Midwest,Version 2,High Density Urban,Urban,Urban Core,Downscale
867546.0,Indiana,57.0,Call 1,Complete,Election day exit poll,0.857201635837555,Brad Ellsworth,Male,Black,65 or over,,Moderate,"$30,000-$49,999",High school graduate,No,,I like my candidate but with reservations,Favorable,Unfavorable,Better,To express support for Barack Obama,Enthusiastic,,,,,,,Spending to create jobs,The Democratic Party,Helped the economy,,,,Obama,Black male,Black men,65+,60+,45+,60+,65+,Black 65+,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,Positive,,,,,,,,Black,,,,No,,,Legal in most cases,Legal,State questionnaire,Suburbs,Suburbs,1.0,1.0,Midwest,Version 2,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale
867521.0,Indiana,99.0,Call 1,Complete,Election day exit poll,0.593623399734497,Brad Ellsworth,Female,White,60-64,Democrat,Liberal,"$100,000-$199,999",Postgraduate study,No,,I strongly favor my candidate,Favorable,Unfavorable,About the same,To express support for Barack Obama,Enthusiastic,,,,,,,Spending to create jobs,The Democratic Party,Helped the economy,,,,Obama,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Positive,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,No,,,Omit,Omit,State questionnaire,Suburbs,Suburbs,2.0,1.0,Midwest,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale
883582.0,Indiana,35.0,Call 2,Complete,Election day exit poll,1.11243259906769,Brad Ellsworth,Female,White,50-59,Independent,Conservative,"$75,000-$99,999",College graduate,No,,I like my candidate but with reservations,Favorable,Unfavorable,Worse,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,Does not matter to me,Helped the economy,,,,Obama,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,No,,,Illegal in most cases,Illegal,State questionnaire,Suburbs,Suburbs,5.0,4.0,Midwest,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
867447.0,Indiana,87.0,Call 1,Complete,Election day exit poll,1.65405142307281,Brad Ellsworth,Female,White,45-49,Democrat,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,,I strongly favor my candidate,Favorable,Unfavorable,Better,To express support for Barack Obama,Enthusiastic,,,,,,,Spending to create jobs,The Democratic Party,Helped the economy,,,,Obama,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Positive,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,No,,,Legal in most cases,Legal,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",9.0,5.0,Midwest,Version 2,Suburb,Urban,Urban Core,Downscale
881989.0,Indiana,57.0,Call 2,Complete,Election day exit poll,0.857201635837555,Brad Ellsworth,Male,Black,65 or over,Democrat,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,,I dislike the other candidate,Favorable,Unfavorable,About the same,To express support for Barack Obama,Enthusiastic,,,,,,,Spending to create jobs,The Democratic Party,Helped the economy,,,,Obama,Black male,Black men,65+,60+,45+,60+,65+,Black 65+,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Positive,,,,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,,,,No,,,Omit,Omit,State questionnaire,Suburbs,Suburbs,1.0,1.0,Midwest,Version 2,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale
881968.0,Indiana,111.0,Call 2,Complete,Election day exit poll,2.96056771278381,Brad Ellsworth,Male,White,60-64,Independent,Moderate,"$75,000-$99,999",College graduate,No,,I strongly favor my candidate,Favorable,Unfavorable,Worse,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Spending to create jobs,Does not matter to me,Helped the economy,,,,Obama,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Positive,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,No,,,Legal in most cases,Legal,State questionnaire,Suburbs,Suburbs,8.0,5.0,Midwest,Version 2,Suburb,70s Suburbs,Urban Perimeter,Very upscale
881912.0,Indiana,82.0,Call 2,Complete,Election day exit poll,1.59969830513,Brad Ellsworth,Female,Hispanic,30-39,Independent,Moderate,"Under $30,000",College graduate,Yes,,I like my candidate but with reservations,Favorable,Unfavorable,About the same,To express support for Barack Obama,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,The Democratic Party,Helped the economy,,,,Obama,Non black female,Latino women,30-44,30-59,18-44,30-44,30-39,Latino 30-44,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,Negative,,,,Independent/Something else,Independent Women,All others,Independents/Something else,Black,,,,No,,,Legal in most cases,Legal,State questionnaire,"Cities over 500,000","Cities over 50,000",7.0,3.0,Midwest,Version 2,Suburb,Urban,Urban Core,Very downscale
867271.0,Indiana,108.0,Call 1,Complete,Election day exit poll,0.442123383283615,Brad Ellsworth,Male,White,,Democrat,,,,No,,I strongly favor my candidate,Favorable,Unfavorable,Omit,To express support for Barack Obama,Enthusiastic,,,,,,,Spending to create jobs,The Democratic Party,Helped the economy,,,,Obama,Non black male,White men,,,,,,,,,,,,,,,Positive,,,,Democrat,Democratic Men,White Democrats,,White,,,,,,,Illegal in all cases,Illegal,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,5.0,Midwest,Version 2,Suburb,Urban,Urban Core,Very upscale
867197.0,Indiana,34.0,Call 1,Complete,Election day exit poll,0.8383549451828,Brad Ellsworth,Female,White,50-59,Democrat,Moderate,"$75,000-$99,999",Postgraduate study,No,,I strongly favor my candidate,Favorable,Unfavorable,Better,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Spending to create jobs,The Democratic Party,Helped the economy,,,,Obama,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Positive,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,No,,,Legal in most cases,Legal,State questionnaire,Suburbs,Suburbs,5.0,4.0,Midwest,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
867141.0,Indiana,82.0,Call 1,Complete,Election day exit poll,1.16959917545319,Brad Ellsworth,Female,White,25-29,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,,I strongly favor my candidate,Favorable,Unfavorable,About the same,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,,Spending to create jobs,The Democratic Party,Helped the economy,,,,Obama,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Positive,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,Yes,,,Legal in all cases,Legal,State questionnaire,"Cities over 500,000","Cities over 50,000",7.0,3.0,Midwest,Version 2,Suburb,Urban,Urban Core,Very downscale
881586.0,Indiana,57.0,Call 2,Complete,Election day exit poll,0.593067049980164,Brad Ellsworth,Female,Other,50-59,Democrat,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,I strongly favor my candidate,Favorable,Unfavorable,About the same,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Spending to create jobs,The Democratic Party,Helped the economy,,,,Obama,Non black female,All other races,45-65,30-59,45+,45-59,50-64,Other,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,Positive,,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Other,,,,No,,,Illegal in all cases,Illegal,State questionnaire,Suburbs,Suburbs,1.0,1.0,Midwest,Version 2,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale
892483.0,Indiana,88.0,Call 2,Complete,Election day exit poll,1.3270617723465,Brad Ellsworth,Female,White,65 or over,Democrat,Liberal,"$50,000-$74,999",College graduate,No,,I strongly favor my candidate,Favorable,Unfavorable,About the same,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,The Democratic Party,Helped the economy,,,,Obama,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,No,,,Legal in all cases,Legal,State questionnaire,Suburbs,Suburbs,4.0,5.0,Midwest,Version 2,Suburb,70s Suburbs,Urban Perimeter,Upscale
881470.0,Indiana,56.0,Call 2,Complete,Election day exit poll,1.25790643692017,Brad Ellsworth,Male,White,40-44,Democrat,Conservative,"$30,000-$49,999",High school graduate,No,,I strongly favor my candidate,Favorable,Unfavorable,About the same,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Spending to create jobs,The Democratic Party,Helped the economy,,,,Obama,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Positive,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,Yes,,,Legal in all cases,Legal,State questionnaire,Suburbs,Suburbs,1.0,1.0,Midwest,Version 2,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale
866878.0,Indiana,73.0,Call 1,Complete,Election day exit poll,0.61274129152298,Brad Ellsworth,Male,Asian,30-39,Democrat,Liberal,"$200,000 or more",Postgraduate study,,,I strongly favor my candidate,Favorable,Unfavorable,Better,To express support for Barack Obama,Enthusiastic,,,,,,,Spending to create jobs,The Democratic Party,Helped the economy,,,,Obama,Non black male,All other races,30-44,30-59,18-44,30-44,30-39,Other,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,Positive,,,,Democrat,Democratic Men,Non White Democrats,Liberal Democrats,Asian,,,,No,,,Legal in most cases,Legal,State questionnaire,"Cities over 500,000","Cities over 50,000",5.0,3.0,Midwest,Version 2,Suburb,Urban,Urban Core,Very upscale
866856.0,Indiana,57.0,Call 1,Complete,Election day exit poll,0.833664119243622,Brad Ellsworth,Female,Black,50-59,Independent,Liberal,"$50,000-$74,999",Postgraduate study,No,,I strongly favor my candidate,Favorable,Unfavorable,Better,To express support for Barack Obama,Enthusiastic,,,,,,,Spending to create jobs,The Democratic Party,Helped the economy,,,,Obama,Black female,Black women,45-65,30-59,45+,45-59,50-64,Black 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Positive,,,,Independent/Something else,Independent Women,All others,Independents/Something else,Black,,,,No,,,Legal in most cases,Legal,State questionnaire,Suburbs,Suburbs,1.0,1.0,Midwest,Version 2,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale
900877.0,Indiana,90.0,Call 3,Complete,Election day exit poll,1.18279469013214,Brad Ellsworth,Female,White,45-49,Independent,Liberal,"$100,000-$199,999",College graduate,No,,I like my candidate but with reservations,Favorable,Unfavorable,About the same,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Spending to create jobs,The Democratic Party,Helped the economy,,,,Obama,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Positive,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,No,,,Legal in all cases,Legal,State questionnaire,Rural,Small Cities/Rural,4.0,2.0,Midwest,Version 2,Low Density Rural,Rural,Rural,Downscale
900832.0,Indiana,90.0,Call 3,Complete,Election day exit poll,1.20728170871735,Brad Ellsworth,Female,White,65 or over,Democrat,Moderate,"$75,000-$99,999",Postgraduate study,No,,I dislike the other candidate,Favorable,Unfavorable,About the same,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Spending to create jobs,The Democratic Party,Helped the economy,,,,Obama,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Positive,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,No,,,Legal in all cases,Legal,State questionnaire,Rural,Small Cities/Rural,4.0,2.0,Midwest,Version 2,Low Density Rural,Rural,Rural,Downscale
882950.0,Indiana,54.0,Call 2,Complete,Election day exit poll,0.61529803276062,Brad Ellsworth,Female,White,40-44,Democrat,Moderate,"$50,000-$74,999",High school graduate,No,,I strongly favor my candidate,Favorable,Unfavorable,Worse,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,The Democratic Party,Helped the economy,,,,Obama,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,No,,,Legal in all cases,Legal,State questionnaire,Suburbs,Suburbs,1.0,1.0,Midwest,Version 2,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale
900812.0,Indiana,84.0,Call 3,Complete,Election day exit poll,0.896837830543518,Brad Ellsworth,Female,White,65 or over,Democrat,Liberal,"Under $30,000",Some college/assoc. degree,No,,Omit,Favorable,Unfavorable,About the same,To express support for Barack Obama,Omit,,,,,,,Spending to create jobs,The Democratic Party,Helped the economy,,,,Obama,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Omit,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,Yes,,,Legal in most cases,Legal,State questionnaire,Rural,Small Cities/Rural,5.0,2.0,Midwest,Version 2,Extremely Low Density Rural,Rural,Rural,Downscale
882931.0,Indiana,24.0,Call 2,Complete,Election day exit poll,1.16047775745392,Brad Ellsworth,Female,White,50-59,Democrat,Liberal,"$30,000-$49,999",Some college/assoc. degree,No,,I dislike the other candidate,Favorable,Unfavorable,About the same,To express support for Barack Obama,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,The Democratic Party,Helped the economy,,,,Obama,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Negative,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,Yes,,,Legal in all cases,Legal,State questionnaire,Suburbs,Suburbs,2.0,2.0,Midwest,Version 2,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
866731.0,Indiana,57.0,Call 1,Complete,Election day exit poll,0.839815199375153,Brad Ellsworth,Male,Black,45-49,Democrat,Moderate,"Under $30,000",High school graduate,No,,I like my candidate but with reservations,Favorable,Unfavorable,About the same,To express support for Barack Obama,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,The Democratic Party,Helped the economy,,,,Obama,Black male,Black men,45-65,30-59,45+,45-59,40-49,Black 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,Negative,,,,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,,,,No,,,Legal in most cases,Legal,State questionnaire,Suburbs,Suburbs,1.0,1.0,Midwest,Version 2,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale
866706.0,Indiana,57.0,Call 1,Complete,Election day exit poll,0.839815199375153,Brad Ellsworth,Male,Black,45-49,Democrat,Moderate,"Under $30,000",High school graduate,No,,I like my candidate but with reservations,Favorable,Unfavorable,About the same,To express support for Barack Obama,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,The Democratic Party,Helped the economy,,,,Obama,Black male,Black men,45-65,30-59,45+,45-59,40-49,Black 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,Negative,,,,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,,,,No,,,Legal in most cases,Legal,State questionnaire,Suburbs,Suburbs,1.0,1.0,Midwest,Version 2,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale
866662.0,Indiana,82.0,Call 1,Complete,Election day exit poll,1.17015314102173,Brad Ellsworth,Male,White,60-64,Democrat,Moderate,"$50,000-$74,999",High school graduate,,,I strongly favor my candidate,Favorable,Unfavorable,Better,Omit,"Satisfied, but not enthusiastic",,,,,,,Spending to create jobs,The Democratic Party,Helped the economy,,,,Obama,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Positive,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,No,,,Legal in most cases,Legal,State questionnaire,"Cities over 500,000","Cities over 50,000",7.0,3.0,Midwest,Version 2,Suburb,Urban,Urban Core,Very downscale
900627.0,Indiana,57.0,Call 3,Complete,Election day exit poll,0.839815199375153,Brad Ellsworth,Male,Black,50-59,Independent,Moderate,"$75,000-$99,999",College graduate,No,,I strongly favor my candidate,Favorable,Unfavorable,About the same,To express support for Barack Obama,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,The Democratic Party,Helped the economy,,,,Obama,Black male,Black men,45-65,30-59,45+,45-59,50-64,Black 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Negative,,,,Independent/Something else,Independent Men,All others,Independents/Something else,Black,,,,No,,,Legal in most cases,Legal,State questionnaire,Suburbs,Suburbs,1.0,1.0,Midwest,Version 2,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale
900549.0,Indiana,57.0,Call 3,Complete,Election day exit poll,0.839815199375153,Brad Ellsworth,Male,Black,30-39,Democrat,Conservative,"Under $30,000",Some college/assoc. degree,No,,I strongly favor my candidate,Favorable,Unfavorable,About the same,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Spending to create jobs,The Democratic Party,Helped the economy,,,,Obama,Black male,Black men,30-44,30-59,18-44,30-44,30-39,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,Positive,,,,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,,,,No,,,Illegal in all cases,Illegal,State questionnaire,Suburbs,Suburbs,1.0,1.0,Midwest,Version 2,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale
905400.0,Indiana,56.0,Call 3,Complete,Election day exit poll,1.25790643692017,Brad Ellsworth,Male,White,50-59,Democrat,Liberal,"Under $30,000",Some college/assoc. degree,No,,I strongly favor my candidate,Favorable,Unfavorable,Worse,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Spending to create jobs,The Democratic Party,Helped the economy,,,,Obama,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Positive,,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,,,Yes,,,Legal in most cases,Legal,State questionnaire,Suburbs,Suburbs,1.0,1.0,Midwest,Version 2,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale
881081.0,Indiana,108.0,Call 2,Complete,Election day exit poll,0.465266048908234,Brad Ellsworth,Male,White,30-39,Something else,Liberal,"$30,000-$49,999",College graduate,No,,I dislike the other candidate,Favorable,Unfavorable,Worse,To express support for Barack Obama,Enthusiastic,,,,,,,Spending to create jobs,The Democratic Party,Helped the economy,,,,Obama,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Positive,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,No,,,Legal in most cases,Legal,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,5.0,Midwest,Version 2,Suburb,Urban,Urban Core,Very upscale
900494.0,Indiana,45.0,Call 3,Complete,Election day exit poll,1.273566365242,Brad Ellsworth,Male,White,25-29,Democrat,Moderate,,College graduate,No,,I strongly favor my candidate,Favorable,Unfavorable,Better,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,,Spending to create jobs,The Democratic Party,Helped the economy,,,,Obama,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,,,,,,Positive,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,,,,Legal in most cases,Legal,State questionnaire,Suburbs,Suburbs,5.0,2.0,Midwest,Version 2,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
900492.0,Indiana,45.0,Call 3,Complete,Election day exit poll,1.273566365242,Brad Ellsworth,Male,White,25-29,Democrat,Moderate,,College graduate,No,,I strongly favor my candidate,Favorable,Unfavorable,Better,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,,Spending to create jobs,The Democratic Party,Helped the economy,,,,Obama,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,,,,,,Positive,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,,,,Legal in most cases,Legal,State questionnaire,Suburbs,Suburbs,5.0,2.0,Midwest,Version 2,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
881034.0,Indiana,108.0,Call 2,Complete,Election day exit poll,0.471419960260391,Brad Ellsworth,Female,White,60-64,Democrat,Liberal,"$30,000-$49,999",College graduate,No,,I strongly favor my candidate,Favorable,Unfavorable,Better,To express support for Barack Obama,Enthusiastic,,,,,,,Spending to create jobs,The Democratic Party,Helped the economy,,,,Obama,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Positive,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,No,,,Legal in most cases,Legal,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,5.0,Midwest,Version 2,Suburb,Urban,Urban Core,Very upscale
