ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENSC10,GOVSC10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,BRNAGAIN,CHILD,DESCRIBS10,FAVDEM2,FAVREP2,FAVPALIN2,FAVROMN2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,LAIDOFF,NECWORRY,OBAMA4,STIMULUS,TEAPARTY,TEAREASG,VOTE2008,WORK,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,PARENTS,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARENTS,TEAPARTY3,WHNCLINC,WHTEVANG,XTEAPARTYID,RPRIM2012,REP2012P,WRKWOMEN,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
904462.0,South Carolina,14.0,Call 3,Complete,Election day exit poll,1.05825340747833,Jim DeMint,Vincent Sheheen,Female,White,50-59,Democrat,Moderate,,Some college/assoc. degree,No,No,,I dislike the other candidate,Favorable,Unfavorable,,,About the same,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,,Helped the economy,,Against the Tea Party movement,Obama,Yes,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,,Positive,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,All others,,Someone else,Non-Republicans,Working women,State questionnaire,Suburbs,Suburbs,1.0,4.0,South,Version 2,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Upscale,29483.0
868159.0,South Carolina,111.0,Call 1,Complete,Election day exit poll,0.924208164215088,Jim DeMint,Vincent Sheheen,Male,Black,30-39,Democrat,Liberal,,Postgraduate study,No,No,,I strongly favor my candidate,Favorable,Unfavorable,,,Better,To express support for Barack Obama,Enthusiastic,,,,,,,Helped the economy,,Against the Tea Party movement,Obama,Yes,Black male,Black men,30-44,30-59,18-44,30-44,30-39,Black 30-44,College graduate,More than High school graduate,Non white college degree,,,,,,,Positive,,,,Democrat,Democratic Men,Non White Democrats,Liberal Democrats,Black,,,,All others,,Mike Huckabee,Non-Republicans,All others,State questionnaire,Suburbs,Suburbs,4.0,1.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale,29369.0
868105.0,South Carolina,111.0,Call 1,Complete,Election day exit poll,1.00586771965027,Jim DeMint,Vincent Sheheen,Male,Other,50-59,Independent,Moderate,,Some college/assoc. degree,No,No,,I like my candidate but with reservations,Favorable,Unfavorable,,,About the same,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,,Helped the economy,,The Tea Party movement was not a factor,Obama,,Non black male,All other races,45-65,30-59,45+,45-59,50-64,Other,No college degree,More than High school graduate,Non white no college degree,,,,,,,Positive,,,,Independent/Something else,Independent Men,All others,Independents/Something else,Other,,,,All others,,Someone else,Non-Republicans,All others,State questionnaire,Suburbs,Suburbs,4.0,1.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale,29369.0
889130.0,South Carolina,91.0,Call 2,Complete,Election day exit poll,0.84945547580719,Tom Clements,Vincent Sheheen,Male,Black,25-29,Democrat,Moderate,,College graduate,No,Yes,,I dislike the other candidate,Favorable,Unfavorable,,,About the same,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Helped the economy,,Against the Tea Party movement,Obama,Yes,Black male,Black men,18-29,18-29,18-44,18-29,25-29,Black 18-29,College graduate,More than High school graduate,Non white college degree,,,,,,,Positive,,,,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,,,,All others,,Someone else,Non-Republicans,All others,State questionnaire,Suburbs,Suburbs,2.0,2.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale,29223.0
902494.0,South Carolina,91.0,Call 3,Complete,Election day exit poll,0.895331501960754,Tom Clements,Vincent Sheheen,Female,White,60-64,Democrat,Liberal,,Postgraduate study,No,No,,I dislike the other candidate,Favorable,Unfavorable,,,About the same,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,,Helped the economy,,Against the Tea Party movement,Obama,Yes,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,Positive,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,All others,,Someone else,Non-Republicans,Working women,State questionnaire,Suburbs,Suburbs,2.0,2.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale,29223.0
868391.0,South Carolina,14.0,Call 1,Complete,Election day exit poll,0.995762825012207,Tom Clements,Vincent Sheheen,Female,Black,25-29,Democrat,Liberal,,Postgraduate study,No,Yes,,I like my candidate but with reservations,Favorable,Unfavorable,,,Better,To express support for Barack Obama,"Dissatisfied, but not angry",,,,,,,Helped the economy,,The Tea Party movement was not a factor,Obama,Yes,Black female,Black women,18-29,18-29,18-44,18-29,25-29,Black 18-29,College graduate,More than High school graduate,Non white college degree,,,,,,,Negative,,,,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Black,,,,All others,,Sarah Palin,Non-Republicans,Working women,State questionnaire,Suburbs,Suburbs,1.0,4.0,South,Version 2,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Upscale,29483.0
901940.0,South Carolina,75.0,Call 3,Complete,Election day exit poll,1.01677322387695,Tom Clements,Vincent Sheheen,Female,Black,40-44,Democrat,Liberal,,,No,Yes,,I dislike the other candidate,Favorable,Unfavorable,,,Better,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Helped the economy,,Against the Tea Party movement,Obama,Yes,Black female,Black women,30-44,30-59,18-44,30-44,40-49,Black 30-44,,,,,,,,,,Positive,,,,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Black,,,,All others,,Sarah Palin,Non-Republicans,Working women,State questionnaire,Suburbs,Suburbs,2.0,2.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,29072.0
887267.0,South Carolina,18.0,Call 2,Complete,Election day exit poll,0.769231140613556,Tom Clements,Vincent Sheheen,Female,White,40-44,Independent,Moderate,,College graduate,No,No,,I dislike the other candidate,Favorable,Unfavorable,,,Better,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Helped the economy,,Against the Tea Party movement,Obama,Yes,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,,Positive,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,All others,,Someone else,Non-Republicans,Working women,State questionnaire,Suburbs,Suburbs,1.0,4.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale,29464.0
901395.0,South Carolina,18.0,Call 3,Complete,Election day exit poll,0.769231140613556,Tom Clements,Vincent Sheheen,Female,White,30-39,Democrat,Liberal,,College graduate,No,No,,I like my candidate but with reservations,Favorable,Unfavorable,,,About the same,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Helped the economy,,Against the Tea Party movement,Obama,Yes,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,,Positive,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,All others,,Omit,Omit,Working women,State questionnaire,Suburbs,Suburbs,1.0,4.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale,29464.0
886632.0,South Carolina,75.0,Call 2,Complete,Election day exit poll,1.10661149024963,Tom Clements,Vincent Sheheen,Female,White,45-49,Democrat,,,Postgraduate study,No,No,,I strongly favor my candidate,Favorable,Unfavorable,,,About the same,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Helped the economy,,Against the Tea Party movement,Obama,Yes,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,Positive,,,,Democrat,Democratic Women,White Democrats,,White,,,,All others,,Sarah Palin,Non-Republicans,Working women,State questionnaire,Suburbs,Suburbs,2.0,2.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,29072.0
901691.0,South Carolina,36.0,Call 3,Complete,Election day exit poll,0.791527688503265,Tom Clements,Vincent Sheheen,Female,Hispanic,50-59,Democrat,Liberal,,Postgraduate study,Yes,No,,I like my candidate but with reservations,Favorable,Unfavorable,,,About the same,To express support for Barack Obama,"Dissatisfied, but not angry",,,,,,,Helped the economy,,Against the Tea Party movement,Obama,Yes,Non black female,Latino women,45-65,30-59,45+,45-59,50-64,Latino 45-54,College graduate,More than High school graduate,Non white college degree,,,,,,,Negative,,,,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Hispanic/Latino,,,,All others,,Someone else,Non-Republicans,Working women,State questionnaire,Suburbs,Suburbs,1.0,4.0,South,Version 2,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Upscale,29483.0
886830.0,South Carolina,18.0,Call 2,Complete,Election day exit poll,0.90685647726059,Tom Clements,Vincent Sheheen,Male,White,65 or over,Democrat,Moderate,,Postgraduate study,No,No,,I like my candidate but with reservations,Favorable,Unfavorable,,,Worse,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,,Helped the economy,,Against the Tea Party movement,Obama,No,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,,Positive,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,All others,,Mitt Romney,Non-Republicans,All others,State questionnaire,Suburbs,Suburbs,1.0,4.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale,29464.0
867604.0,South Carolina,18.0,Call 1,Complete,Election day exit poll,0.706782460212708,Tom Clements,Vincent Sheheen,Female,Black,50-59,Democrat,Conservative,,Postgraduate study,No,Yes,,I dislike the other candidate,Favorable,Unfavorable,,,About the same,Barack Obama was not a factor,Enthusiastic,,,,,,,Helped the economy,,The Tea Party movement was not a factor,Obama,Yes,Black female,Black women,45-65,30-59,45+,45-59,50-64,Black 45-54,College graduate,More than High school graduate,Non white college degree,,,,,,,Positive,,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,,,All others,,Someone else,Non-Republicans,Working women,State questionnaire,Suburbs,Suburbs,1.0,4.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale,29464.0
887331.0,South Carolina,111.0,Call 2,Complete,Election day exit poll,0.826920747756958,Alvin Greene,Nikki Haley,Male,Black,50-59,Democrat,Moderate,,College graduate,No,No,,I dislike the other candidate,Favorable,Favorable,,,Worse,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Hurt the economy,,The Tea Party movement was not a factor,Obama,Yes,Black male,Black men,45-65,30-59,45+,45-59,50-64,Black 45-54,College graduate,More than High school graduate,Non white college degree,,,,,,,Negative,,,,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,,,,All others,,Mike Huckabee,Non-Republicans,All others,State questionnaire,Suburbs,Suburbs,4.0,1.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale,29369.0
887355.0,South Carolina,14.0,Call 2,Complete,Election day exit poll,0.972341001033783,Jim DeMint,Vincent Sheheen,Female,Black,40-44,Democrat,Liberal,,Postgraduate study,No,Yes,,I like my candidate but with reservations,Favorable,Unfavorable,,,About the same,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Hurt the economy,,Against the Tea Party movement,Obama,Yes,Black female,Black women,30-44,30-59,18-44,30-44,40-49,Black 30-44,College graduate,More than High school graduate,Non white college degree,,,,,,,Positive,,,,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Black,,,,All others,,Someone else,Non-Republicans,Working women,State questionnaire,Suburbs,Suburbs,1.0,4.0,South,Version 2,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Upscale,29483.0
868218.0,South Carolina,14.0,Call 1,Complete,Election day exit poll,0.752923786640167,,Vincent Sheheen,Female,Black,50-59,Democrat,,,Some college/assoc. degree,No,Yes,,Omit,Favorable,Unfavorable,,,Better,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,,Made no difference,,The Tea Party movement was not a factor,Obama,Yes,Black female,Black women,45-65,30-59,45+,45-59,50-64,Black 45-54,No college degree,More than High school graduate,Non white no college degree,,,,,,,Positive,,,,Democrat,Democratic Women,Non White Democrats,,Black,,,,All others,,Someone else,Non-Republicans,Working women,State questionnaire,Suburbs,Suburbs,1.0,4.0,South,Version 2,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Upscale,29483.0
888972.0,South Carolina,91.0,Call 2,Complete,Election day exit poll,0.619424283504486,Did not vote,Vincent Sheheen,Male,Black,45-49,Democrat,Liberal,,Postgraduate study,No,Yes,,I strongly favor my candidate,Favorable,Unfavorable,,,About the same,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Made no difference,,Against the Tea Party movement,Obama,Yes,Black male,Black men,45-65,30-59,45+,45-59,40-49,Black 45-54,College graduate,More than High school graduate,Non white college degree,,,,,,,Positive,,,,Democrat,Democratic Men,Non White Democrats,Liberal Democrats,Black,,,,All others,,Omit,Omit,All others,State questionnaire,Suburbs,Suburbs,2.0,2.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale,29223.0
902907.0,South Carolina,111.0,Call 3,Complete,Election day exit poll,0.848907887935638,Alvin Greene,Vincent Sheheen,Male,Black,30-39,Democrat,Moderate,,High school graduate,No,Yes,,I strongly favor my candidate,Favorable,Unfavorable,,,About the same,To express support for Barack Obama,Angry,,,,,,,Made no difference,,The Tea Party movement was not a factor,Obama,Yes,Black male,Black men,30-44,30-59,18-44,30-44,30-39,Black 30-44,No college degree,High school graduate or less,Non white no college degree,,,,,,,Negative,,,,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,,,,All others,,Someone else,Non-Republicans,All others,State questionnaire,Suburbs,Suburbs,4.0,1.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale,29369.0
902433.0,South Carolina,91.0,Call 3,Complete,Election day exit poll,0.90461677312851,Alvin Greene,Vincent Sheheen,Female,Black,30-39,Democrat,Liberal,,College graduate,No,Yes,,I strongly favor my candidate,Favorable,Unfavorable,,,Better,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Made no difference,,The Tea Party movement was not a factor,Obama,Yes,Black female,Black women,30-44,30-59,18-44,30-44,30-39,Black 30-44,College graduate,More than High school graduate,Non white college degree,,,,,,,Positive,,,,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Black,,,,All others,,Someone else,Non-Republicans,Working women,State questionnaire,Suburbs,Suburbs,2.0,2.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale,29223.0
868007.0,South Carolina,111.0,Call 1,Complete,Election day exit poll,0.901271283626556,Alvin Greene,Vincent Sheheen,Female,Black,18-24,Democrat,Moderate,,Some college/assoc. degree,No,No,,I strongly favor my candidate,Favorable,Unfavorable,,,Better,To express support for Barack Obama,Enthusiastic,,,,,,,Made no difference,,The Tea Party movement was not a factor,Obama,Yes,Black female,Black women,18-29,18-29,18-44,18-29,18-24,Black 18-29,No college degree,More than High school graduate,Non white no college degree,,,,,,,Positive,,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,,,All others,,Someone else,Non-Republicans,Working women,State questionnaire,Suburbs,Suburbs,4.0,1.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale,29369.0
887242.0,South Carolina,111.0,Call 2,Complete,Election day exit poll,0.811065137386322,Alvin Greene,Vincent Sheheen,Female,Black,30-39,Democrat,Moderate,,Some college/assoc. degree,No,Yes,,I like my candidate but with reservations,Favorable,Unfavorable,,,About the same,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,,Made no difference,,The Tea Party movement was not a factor,Obama,No,Black female,Black women,30-44,30-59,18-44,30-44,30-39,Black 30-44,No college degree,More than High school graduate,Non white no college degree,,,,,,,Positive,,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,,,All others,,Someone else,Non-Republicans,All others,State questionnaire,Suburbs,Suburbs,4.0,1.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale,29369.0
887132.0,South Carolina,111.0,Call 2,Complete,Election day exit poll,0.943322896957397,Alvin Greene,Vincent Sheheen,Male,Black,18-24,Democrat,Liberal,,College graduate,No,Yes,,I strongly favor my candidate,Favorable,Unfavorable,,,Worse,To express support for Barack Obama,Enthusiastic,,,,,,,Made no difference,,The Tea Party movement was not a factor,Obama,No,Black male,Black men,18-29,18-29,18-44,18-29,18-24,Black 18-29,College graduate,More than High school graduate,Non white college degree,,,,,,,Positive,,,,Democrat,Democratic Men,Non White Democrats,Liberal Democrats,Black,,,,All others,,Someone else,Non-Republicans,All others,State questionnaire,Suburbs,Suburbs,4.0,1.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale,29369.0
887095.0,South Carolina,111.0,Call 2,Complete,Election day exit poll,0.956175088882446,Alvin Greene,Vincent Sheheen,Male,Black,60-64,Democrat,Moderate,,High school graduate,No,Yes,,I strongly favor my candidate,Favorable,Unfavorable,,,About the same,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Made no difference,,The Tea Party movement was not a factor,Obama,,Black male,Black men,45-65,60+,45+,60+,50-64,Black 45-54,No college degree,High school graduate or less,Non white no college degree,,,,,,,Positive,,,,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,,,,All others,,Someone else,Non-Republicans,All others,State questionnaire,Suburbs,Suburbs,4.0,1.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale,29369.0
887034.0,South Carolina,14.0,Call 2,Complete,Election day exit poll,1.62946164608002,Alvin Greene,Vincent Sheheen,Female,Black,65 or over,Independent,Moderate,,Postgraduate study,No,Yes,,I strongly favor my candidate,Favorable,Unfavorable,,,About the same,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Made no difference,,Against the Tea Party movement,Obama,No,Black female,Black women,65+,60+,45+,60+,65+,Black 65+,College graduate,More than High school graduate,Non white college degree,,,,,,,Positive,,,,Independent/Something else,Independent Women,All others,Independents/Something else,Black,,,,All others,,Someone else,Non-Republicans,All others,State questionnaire,Suburbs,Suburbs,1.0,4.0,South,Version 2,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Upscale,29483.0
902009.0,South Carolina,91.0,Call 3,Complete,Election day exit poll,0.984545290470123,Alvin Greene,Vincent Sheheen,Female,Other,50-59,Democrat,Liberal,,High school graduate,No,,,I strongly favor my candidate,Favorable,Unfavorable,,,Worse,To express support for Barack Obama,Angry,,,,,,,Made no difference,,In favor of the Tea Party movement,Obama,Yes,Non black female,All other races,45-65,30-59,45+,45-59,50-64,Other,No college degree,High school graduate or less,Non white no college degree,,,,,,,Negative,,,,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Other,,,,All others,,Someone else,Non-Republicans,Working women,State questionnaire,Suburbs,Suburbs,2.0,2.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale,29223.0
902366.0,South Carolina,18.0,Call 3,Complete,Election day exit poll,0.873623251914978,Jim DeMint,Vincent Sheheen,Male,White,45-49,Independent,Liberal,,Postgraduate study,No,No,,I like my candidate but with reservations,Favorable,Favorable,,,Worse,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Made no difference,,The Tea Party movement was not a factor,Obama,Yes,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,Negative,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,All others,,Someone else,Non-Republicans,All others,State questionnaire,Suburbs,Suburbs,1.0,4.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale,29464.0
901124.0,South Carolina,36.0,Call 3,Complete,Election day exit poll,0.949803233146667,Jim DeMint,Nikki Haley,Male,White,25-29,Something else,Moderate,,High school graduate,No,No,,I like my candidate but with reservations,Favorable,Favorable,,,Worse,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Made no difference,,The Tea Party movement was not a factor,Obama,Yes,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,No college degree,High school graduate or less,White no college degree,,,,,,,Negative,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,All others,,Sarah Palin,Non-Republicans,All others,State questionnaire,Suburbs,Suburbs,1.0,4.0,South,Version 2,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Upscale,29483.0
867367.0,South Carolina,36.0,Call 1,Complete,Election day exit poll,0.858872294425964,Jim DeMint,Vincent Sheheen,Female,White,30-39,Democrat,Liberal,,College graduate,No,No,,I dislike the other candidate,Favorable,Unfavorable,,,Worse,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Made no difference,,The Tea Party movement was not a factor,Obama,Yes,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,,Negative,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,All others,,Someone else,Non-Republicans,Working women,State questionnaire,Suburbs,Suburbs,1.0,4.0,South,Version 2,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Upscale,29483.0
867410.0,South Carolina,14.0,Call 1,Complete,Election day exit poll,1.17029321193695,Jim DeMint,Nikki Haley,Male,White,25-29,Democrat,Conservative,,College graduate,No,Yes,,I strongly favor my candidate,Favorable,Unfavorable,,,Worse,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Made no difference,,The Tea Party movement was not a factor,Obama,No,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,,,,,,,Negative,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,White Born-again/Evangelical Christians,,Mike Huckabee,Non-Republicans,All others,State questionnaire,Suburbs,Suburbs,1.0,4.0,South,Version 2,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Upscale,29483.0
901792.0,South Carolina,18.0,Call 3,Complete,Election day exit poll,0.830662429332733,Jim DeMint,Nikki Haley,Male,White,30-39,Independent,Moderate,,College graduate,No,No,,I strongly favor my candidate,Unfavorable,Unfavorable,,,Worse,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Made no difference,,The Tea Party movement was not a factor,Obama,Yes,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,,Negative,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,All others,,Mitt Romney,Non-Republicans,All others,State questionnaire,Suburbs,Suburbs,1.0,4.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale,29464.0
886514.0,South Carolina,36.0,Call 2,Complete,Election day exit poll,0.791527688503265,Tom Clements,Vincent Sheheen,Female,White,30-39,Democrat,Moderate,,Postgraduate study,No,No,,I dislike the other candidate,Favorable,Favorable,,,About the same,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Made no difference,,The Tea Party movement was not a factor,Obama,Yes,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,,Negative,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,All others,,Someone else,Non-Republicans,Working women,State questionnaire,Suburbs,Suburbs,1.0,4.0,South,Version 2,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Upscale,29483.0
901068.0,South Carolina,36.0,Call 3,Complete,Election day exit poll,0.621841132640839,Tom Clements,Other,Female,White,50-59,Independent,Moderate,,Some college/assoc. degree,No,No,,I dislike the other candidate,Unfavorable,Favorable,,,About the same,Barack Obama was not a factor,Angry,,,,,,,Made no difference,,The Tea Party movement was not a factor,Obama,No,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,,Negative,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,All others,,Mike Huckabee,Non-Republicans,All others,State questionnaire,Suburbs,Suburbs,1.0,4.0,South,Version 2,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Upscale,29483.0
889204.0,South Carolina,91.0,Call 2,Complete,Election day exit poll,0.794889986515045,Tom Clements,Vincent Sheheen,Female,White,30-39,Independent,Conservative,,Postgraduate study,No,No,,I dislike the other candidate,Favorable,Unfavorable,,,Better,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Made no difference,,The Tea Party movement was not a factor,Obama,Yes,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,,Negative,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,All others,,Newt Gingrich,Non-Republicans,Working women,State questionnaire,Suburbs,Suburbs,2.0,2.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale,29223.0
889203.0,South Carolina,91.0,Call 2,Complete,Election day exit poll,0.794889986515045,Tom Clements,Vincent Sheheen,Female,White,30-39,Independent,Conservative,,Postgraduate study,No,No,,I dislike the other candidate,Favorable,Unfavorable,,,Better,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Made no difference,,The Tea Party movement was not a factor,Obama,Yes,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,,Negative,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,All others,,Newt Gingrich,Non-Republicans,Working women,State questionnaire,Suburbs,Suburbs,2.0,2.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale,29223.0
902355.0,South Carolina,91.0,Call 3,Complete,Election day exit poll,0.895331501960754,Tom Clements,Vincent Sheheen,Female,White,60-64,Democrat,Liberal,,Postgraduate study,No,No,,I dislike the other candidate,Favorable,Unfavorable,,,Worse,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Made no difference,,The Tea Party movement was not a factor,Obama,Yes,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,Negative,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,All others,,Someone else,Non-Republicans,Working women,State questionnaire,Suburbs,Suburbs,2.0,2.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale,29223.0
901818.0,South Carolina,36.0,Call 3,Complete,Election day exit poll,0.791527688503265,Tom Clements,Vincent Sheheen,Female,White,30-39,Democrat,Liberal,,Postgraduate study,No,No,,I dislike the other candidate,Favorable,Unfavorable,,,Worse,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Made no difference,,The Tea Party movement was not a factor,Obama,Yes,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,,Positive,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,All others,,Mike Huckabee,Non-Republicans,Working women,State questionnaire,Suburbs,Suburbs,1.0,4.0,South,Version 2,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Upscale,29483.0
