ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENNV10,GOVNV10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,DESCRIBS10B,FAVDEM2,FAVREP2,FINSIT2,FORECLOSE,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,LAIDOFF,NECWORRY,OBAMA4,PRIORITY,QUALSEN10,TEAPARTY,TEAREAS,TIMESEN10,TRACK,UNFAIRNV10,UNIONHH10,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARTY3,TIMESENMTH10,TIMESENWK10,UNFAIRREID,UNFAIRANGLE,WHNCLINC,XTEAPARTYID,ANGLECNSRV,OUTSIDER,REIDJOB,REIDTOOLONG,FORECLOSE2,REIDJOB2,QTYPE,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
903702.0,Nevada,113.0,Call 2,Complete,Election day exit poll,0.620000004768372,Harry Reid,Brian Sandoval,Female,White,40-44,Democrat,Moderate,"$50,000-$74,999",College graduate,No,,,,,Very worried,,"Dissatisfied, but not angry",,,,Yes,,Somewhat disapprove,,Understands the needs of people like me,Somewhat oppose,,,Seriously off on the wrong track,,,Obama,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,,,Disapprove,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Oppose,,,,,No,Non-Tea Party supporters and Democrats,Too conservative,,,Yes,Worried,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",2.0,1.0,West,Version 3,Suburb,Urban,Urban Core,Very upscale
903695.0,Nevada,2.0,Call 2,Complete,Election day exit poll,0.439999997615814,Harry Reid,Brian Sandoval,Male,Asian,18-24,Democrat,Liberal,"$75,000-$99,999",College graduate,No,,,,,Not at all worried,,"Satisfied, but not enthusiastic",,,,No,,Somewhat approve,,Is not too extreme,Strongly oppose,,,Generally going in the right direction,,,Obama,Non black male,All other races,18-29,18-29,18-44,18-29,18-24,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Positive,,,Approve,Democrat,Democratic Men,Non White Democrats,Liberal Democrats,Asian,Oppose,,,,,No,Non-Tea Party supporters and Democrats,Too conservative,,,No,Not worried,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",2.0,3.0,West,Version 3,Suburb,Urban,Urban Core,Upscale
903532.0,Nevada,91.0,Call 2,Complete,Election day exit poll,0.389999985694885,Harry Reid,Brian Sandoval,Female,White,65 or over,Democrat,Moderate,"Under $30,000",High school graduate,No,,,,,Not at all worried,,"Dissatisfied, but not angry",,,,Yes,,Strongly approve,,Has the right experience,Strongly oppose,,,Seriously off on the wrong track,,,Obama,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Negative,,,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Oppose,,,,,Yes,Non-Tea Party supporters and Democrats,Too conservative,,,Yes,Not worried,,State questionnaire,English,Rural,Small Cities/Rural,2.0,3.0,West,Version 3,Extremely Low Density Rural,Rural,Rural,Very downscale
903436.0,Nevada,39.0,Call 2,Complete,Election day exit poll,0.46000000834465,Harry Reid,Brian Sandoval,Male,White,30-39,Independent,Moderate,"$75,000-$99,999",High school graduate,No,,,,,Not very worried,,"Dissatisfied, but not angry",,,,No,,Somewhat approve,,Has the right experience,Neutral,,,Seriously off on the wrong track,,,Obama,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,,,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Neutral,,,,,No,Non-Tea Party supporters and Independents/Something else,Too conservative,,,No,Not worried,,State questionnaire,English,Suburbs,Suburbs,1.0,2.0,West,Version 3,Suburb,80s Suburbs,Urban Perimeter,Upscale
903369.0,Nevada,73.0,Call 2,Not complete,Election day exit poll,0.439999997615814,Harry Reid,Brian Sandoval,Male,White,40-44,,,,College graduate,No,I dislike the other candidates,,,,,,,,,,,,,,,,,,,Both of them,,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,,,,,,,,,White,,,,Harry Reid did,Sharron Angle did,,,,,,,,,State questionnaire,English,Suburbs,Suburbs,3.0,2.0,West,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale
903256.0,Nevada,93.0,Call 2,Complete,Election day exit poll,0.330000013113022,Harry Reid,Brian Sandoval,Female,Other,45-49,Independent,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,,,,,Somewhat worried,,"Dissatisfied, but not angry",,,,Yes,,Somewhat approve,,Has the right experience,Somewhat oppose,,,Seriously off on the wrong track,,,McCain,Non black female,All other races,45-65,30-59,45+,45-59,40-49,Other,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Negative,,,Approve,Independent/Something else,Independent Women,All others,Independents/Something else,Other,Oppose,,,,,No,Non-Tea Party supporters and Independents/Something else,Too conservative,,,Omit,Worried,,State questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,3.0,West,Version 3,Low Density Rural,Rural,Rural,Very downscale
902972.0,Nevada,17.0,Call 2,Not complete,Election day exit poll,0.509999990463257,Harry Reid,Brian Sandoval,Male,White,60-64,,,,Some college/assoc. degree,No,,,,,,,,Government should do more to solve problems,,,,,,,,,,Before that,,,,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,,,,,,,,,White,,Before that,In the last month or earlier,,,,,,,,,,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",3.0,2.0,West,Version 1,Suburb,Urban,Urban Core,Very upscale
904697.0,Nevada,36.0,Call 2,Complete,Election day exit poll,0.439999997615814,Harry Reid,Brian Sandoval,Female,White,45-49,Independent,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,,,,Not at all worried,,Omit,,,,Yes,,Omit,,Has the right experience,Neutral,,,Generally going in the right direction,,,Obama,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Omit,,,Omit,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Neutral,,,,,Yes,Non-Tea Party supporters and Independents/Something else,Too conservative,,,No,Not worried,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",1.0,2.0,West,Version 3,Extremely High Density Urban,Urban,Urban Core,Upscale
902660.0,Nevada,30.0,Call 2,Complete,Election day exit poll,0.449999988079071,Harry Reid,Brian Sandoval,Male,White,40-44,Republican,Moderate,"$75,000-$99,999",Some college/assoc. degree,No,,,,,Somewhat worried,,"Dissatisfied, but not angry",,,,No,,Strongly disapprove,,Is not too extreme,Somewhat support,,,Generally going in the right direction,,,McCain,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,,,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Support,,,,,No,Tea Party supporters,Too conservative,,,No,Worried,,State questionnaire,English,Suburbs,Suburbs,2.0,2.0,West,Version 3,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
902554.0,Nevada,42.0,Call 2,Complete,Election day exit poll,0.439999997615814,Harry Reid,Brian Sandoval,Male,White,45-49,Republican,Conservative,"$100,000-$199,999",Postgraduate study,No,,,,,Very worried,,Angry,,,,No,,Strongly disapprove,,Has the right experience,Somewhat support,,,Seriously off on the wrong track,,,McCain,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Negative,,,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,,,,,No,Tea Party supporters,Too conservative,,,No,Worried,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",3.0,2.0,West,Version 3,High Density Urban,Urban,Urban Core,Very upscale
902490.0,Nevada,30.0,Call 2,Complete,Election day exit poll,0.449999988079071,Harry Reid,Brian Sandoval,Female,White,50-59,Democrat,Moderate,"$50,000-$74,999",High school graduate,No,,,,,Not at all worried,,"Dissatisfied, but not angry",,,,No,,Somewhat approve,,Understands the needs of people like me,Somewhat oppose,,,Seriously off on the wrong track,,,McCain,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,,,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Oppose,,,,,No,Non-Tea Party supporters and Democrats,Too conservative,,,Yes,Not worried,,State questionnaire,English,Suburbs,Suburbs,2.0,2.0,West,Version 3,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
902479.0,Nevada,93.0,Call 2,Complete,Election day exit poll,0.389999985694885,Harry Reid,Brian Sandoval,Male,White,65 or over,Republican,Liberal,"$75,000-$99,999",Some college/assoc. degree,No,,,,,Not very worried,,"Satisfied, but not enthusiastic",,,,No,,Strongly approve,,Has the right experience,Strongly oppose,,,Generally going in the right direction,,,Obama,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Positive,,,Approve,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Oppose,,,,,No,Non-Tea Party supporters and Republicans,Too conservative,,,No,Not worried,,State questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,3.0,West,Version 3,Low Density Rural,Rural,Rural,Very downscale
902337.0,Nevada,41.0,Call 2,Not complete,Election day exit poll,0.579999983310699,Harry Reid,Brian Sandoval,Female,White,18-24,,,,Postgraduate study,No,I dislike the other candidates,,,,,,,,,,,,,,,,,,,Neither of them,,,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,College graduate,More than High school graduate,White college degree,,,,,,,,,,,,,,White,,,,Harry Reid did not,Sharron Angle did not,,,,,,,,,State questionnaire,English,Suburbs,Suburbs,3.0,2.0,West,Version 2,High Density Urban,80s Suburbs,Urban Perimeter,Very downscale
902293.0,Nevada,39.0,Call 2,Complete,Election day exit poll,0.46000000834465,Harry Reid,Brian Sandoval,Male,White,45-49,Republican,Conservative,"$200,000 or more",Postgraduate study,No,,,,,Somewhat worried,,"Dissatisfied, but not angry",,,,Yes,,Somewhat disapprove,,Understands the needs of people like me,Neutral,,,Seriously off on the wrong track,,,McCain,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Negative,,,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Neutral,,,,,No,Non-Tea Party supporters and Republicans,Too conservative,,,No,Worried,,State questionnaire,English,Suburbs,Suburbs,1.0,2.0,West,Version 3,Suburb,80s Suburbs,Urban Perimeter,Upscale
902237.0,Nevada,28.0,Call 2,Complete,Election day exit poll,0.449999988079071,Harry Reid,Brian Sandoval,Male,White,50-59,Republican,Conservative,"$100,000-$199,999",College graduate,No,,,,,Not very worried,,"Satisfied, but not enthusiastic",,,,No,,Somewhat disapprove,,Has the right experience,Strongly support,,,Generally going in the right direction,,,McCain,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Positive,,,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,,,,,No,Tea Party supporters,About right,,,Yes,Not worried,,State questionnaire,English,Suburbs,Suburbs,2.0,2.0,West,Version 3,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very downscale
902186.0,Nevada,59.0,Call 2,Complete,Election day exit poll,0.550000011920929,Harry Reid,Brian Sandoval,Male,White,65 or over,Independent,Moderate,"$75,000-$99,999",Postgraduate study,No,,,,,Not very worried,,"Dissatisfied, but not angry",,,,No,,Somewhat disapprove,,Has the right experience,Omit,,,Generally going in the right direction,,,McCain,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,,,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Omit,,,,,No,,Too conservative,,,No,Not worried,,State questionnaire,English,Suburbs,Suburbs,3.0,2.0,West,Version 3,Suburb,80s Suburbs,Urban Perimeter,Very downscale
902091.0,Nevada,33.0,Call 2,Complete,Election day exit poll,0.449999988079071,Harry Reid,Brian Sandoval,Male,Hispanic,40-44,Democrat,Liberal,"$100,000-$199,999",Some college/assoc. degree,Yes,,,,,Not very worried,,"Satisfied, but not enthusiastic",,,,No,,Strongly approve,,Has the right experience,Neutral,,,Generally going in the right direction,,,Obama,Non black male,Latino men,30-44,30-59,18-44,30-44,40-49,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,Positive,,,Approve,Democrat,Democratic Men,Non White Democrats,Liberal Democrats,Hispanic/Latino,Neutral,,,,,No,Non-Tea Party supporters and Democrats,Not conservative enough,,,No,Not worried,,State questionnaire,English,Suburbs,Suburbs,1.0,2.0,West,Version 3,Suburb,80s Suburbs,Urban Perimeter,Upscale
901832.0,Nevada,30.0,Call 2,Complete,Election day exit poll,0.449999988079071,Harry Reid,Brian Sandoval,Male,White,30-39,Republican,Moderate,"$75,000-$99,999",Some college/assoc. degree,No,,,,,Somewhat worried,,"Dissatisfied, but not angry",,,,No,,Strongly disapprove,,Is not too extreme,Somewhat support,,,Generally going in the right direction,,,McCain,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,,,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Support,,,,,No,Tea Party supporters,Too conservative,,,No,Worried,,State questionnaire,English,Suburbs,Suburbs,2.0,2.0,West,Version 3,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
901669.0,Nevada,111.0,Call 2,Complete,Election day exit poll,0.419999986886978,Harry Reid,Brian Sandoval,Male,Other,45-49,Independent,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,,,,,Not very worried,,"Dissatisfied, but not angry",,,,No,,Somewhat disapprove,,Understands the needs of people like me,Neutral,,,Generally going in the right direction,,,Obama,Non black male,All other races,45-65,30-59,45+,45-59,40-49,Other,No college degree,More than High school graduate,Non white no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,Negative,,,Disapprove,Independent/Something else,Independent Men,All others,Independents/Something else,American Indian,Neutral,,,,,No,Non-Tea Party supporters and Independents/Something else,Too conservative,,,No,Not worried,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",2.0,1.0,West,Version 3,Low Density Rural,Urban,Urban Core,Very upscale
901663.0,Nevada,30.0,Call 2,Complete,Election day exit poll,0.529999971389771,Harry Reid,Brian Sandoval,Male,White,60-64,Independent,Liberal,"$100,000-$199,999",Some college/assoc. degree,No,,,,,Not at all worried,,"Dissatisfied, but not angry",,,,Yes,,Strongly disapprove,,Has the right experience,Strongly support,,,Seriously off on the wrong track,,,McCain,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Negative,,,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,,,,,No,Tea Party supporters,Too conservative,,,Yes,Not worried,,State questionnaire,English,Suburbs,Suburbs,2.0,2.0,West,Version 3,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
861163.0,Nevada,50007.0,,Complete,Telephone survey,2.94000005722046,Harry Reid,Brian Sandoval,Female,White,50-59,Democrat,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,,,,Somewhat worried,,"Satisfied, but not enthusiastic",,,,Yes,,Strongly approve,,Is not too extreme,Strongly oppose,,,Seriously off on the wrong track,,,Obama,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Positive,,,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Oppose,,,,,Yes,Non-Tea Party supporters and Democrats,Too conservative,,,No,Worried,,State questionnaire,English,Suburbs,Suburbs,3.0,2.0,West,Version 3,Extremely High Density Urban,70s Suburbs,Urban Perimeter,Very downscale
861122.0,Nevada,50007.0,,Complete,Telephone survey,6.61999988555908,Harry Reid,Brian Sandoval,Male,Asian,50-59,Independent,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,,,,,Not very worried,,"Dissatisfied, but not angry",,,,Yes,,Somewhat disapprove,,Understands the needs of people like me,Somewhat oppose,,,Seriously off on the wrong track,,,Other,Non black male,All other races,45-65,30-59,45+,45-59,50-64,Other,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Negative,,,Disapprove,Independent/Something else,Independent Men,All others,Independents/Something else,Asian,Oppose,,,,,No,Non-Tea Party supporters and Independents/Something else,Too conservative,,,No,Not worried,,State questionnaire,English,Suburbs,Suburbs,3.0,2.0,West,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale
861049.0,Nevada,50007.0,,Complete,Telephone survey,1.60000002384186,Harry Reid,Brian Sandoval,Female,White,65 or over,Independent,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,,,,Somewhat worried,,"Dissatisfied, but not angry",,,,No,,Strongly disapprove,,Has the right experience,Somewhat support,,,Seriously off on the wrong track,,,McCain,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Negative,,,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Support,,,,,Yes,Tea Party supporters,Too conservative,,,Yes,Worried,,State questionnaire,English,Suburbs,Suburbs,3.0,2.0,West,Version 3,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale
861047.0,Nevada,50007.0,,Complete,Telephone survey,2.05999994277954,Harry Reid,Brian Sandoval,Female,White,65 or over,Republican,Conservative,,Some college/assoc. degree,No,,,,,Very worried,,"Dissatisfied, but not angry",,,,Yes,,Somewhat disapprove,,Has the right experience,Neutral,,,Omit,,,McCain,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,,Negative,,,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Neutral,,,,,,Non-Tea Party supporters and Republicans,Not conservative enough,,,No,Worried,,State questionnaire,English,Suburbs,Suburbs,3.0,2.0,West,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale
861040.0,Nevada,50007.0,,Complete,Telephone survey,2.86999988555908,Harry Reid,Brian Sandoval,Male,White,60-64,Independent,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,,,,,Somewhat worried,,"Satisfied, but not enthusiastic",,,,No,,Somewhat approve,,Has the right experience,Strongly oppose,,,Generally going in the right direction,,,Obama,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Positive,,,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Oppose,,,,,No,Non-Tea Party supporters and Independents/Something else,Not conservative enough,,,No,Worried,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",3.0,2.0,West,Version 3,High Density Urban,Urban,Urban Core,Very upscale
861025.0,Nevada,50003.0,,Complete,Telephone survey,2.83999991416931,Harry Reid,Brian Sandoval,Female,White,50-59,Independent,Moderate,"Under $30,000",High school graduate,No,,,,,Somewhat worried,,"Satisfied, but not enthusiastic",,,,No,,Somewhat approve,,Can bring needed change,Neutral,,,Seriously off on the wrong track,,,Didn't vote,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Positive,,,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Neutral,,,,,Yes,Non-Tea Party supporters and Independents/Something else,Too conservative,,,Yes,Worried,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",2.0,1.0,West,Version 3,Low Density Rural,Urban,Urban Core,Upscale
861019.0,Nevada,50003.0,,Complete,Telephone survey,2.58999991416931,Harry Reid,Brian Sandoval,Female,White,60-64,Republican,Conservative,"$30,000-$49,999",High school graduate,No,,,,,Not at all worried,,Enthusiastic,,,,No,,Somewhat approve,,Understands the needs of people like me,Strongly oppose,,,Omit,,,Obama,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Positive,,,Approve,Republican,Republican Women,White Republicans,Conservative Republicans,White,Oppose,,,,,Yes,Non-Tea Party supporters and Republicans,Not conservative enough,,,No,Not worried,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",2.0,1.0,West,Version 3,Suburb,Urban,Urban Core,Very upscale
860984.0,Nevada,50003.0,,Complete,Telephone survey,2.0699999332428,Harry Reid,Brian Sandoval,Male,White,65 or over,Independent,Moderate,"$30,000-$49,999",Postgraduate study,No,,,,,Not very worried,,"Dissatisfied, but not angry",,,,No,,Somewhat approve,,Has the right experience,Somewhat oppose,,,Generally going in the right direction,,,Obama,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Negative,,,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Oppose,,,,,No,Non-Tea Party supporters and Independents/Something else,Omit,,,No,Not worried,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",2.0,1.0,West,Version 3,Suburb,Urban,Urban Core,Downscale
860978.0,Nevada,50007.0,,Complete,Telephone survey,2.14000010490417,Harry Reid,Brian Sandoval,Male,White,65 or over,Democrat,Moderate,,High school graduate,No,,,,,Somewhat worried,,Angry,,,,Yes,,Strongly disapprove,,Has the right experience,Strongly oppose,,,Seriously off on the wrong track,,,Obama,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,Negative,,,Disapprove,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Oppose,,,,,,Non-Tea Party supporters and Democrats,Too conservative,,,Yes,Worried,,State questionnaire,English,Suburbs,Suburbs,3.0,2.0,West,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale
860968.0,Nevada,50007.0,,Complete,Telephone survey,1.13999998569489,Harry Reid,Brian Sandoval,Female,Other,65 or over,Independent,,,Some college/assoc. degree,No,,,,,Not at all worried,,Angry,,,,Yes,,Strongly disapprove,,Can bring needed change,Omit,,,Seriously off on the wrong track,,,McCain,Non black female,All other races,65+,60+,45+,60+,65+,Other,No college degree,More than High school graduate,Non white no college degree,,,,,,Negative,,,Disapprove,Independent/Something else,Independent Women,All others,Independents/Something else,American Indian,Omit,,,,,,,Omit,,,Omit,Not worried,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",3.0,2.0,West,Version 3,Suburb,Urban,Urban Core,Very upscale
860963.0,Nevada,50003.0,,Complete,Telephone survey,4.01999998092651,Harry Reid,Brian Sandoval,Male,White,50-59,Something else,Moderate,"$75,000-$99,999",Some college/assoc. degree,No,,,,,Not at all worried,,"Satisfied, but not enthusiastic",,,,No,,Somewhat approve,,Is not too extreme,Strongly oppose,,,Generally going in the right direction,,,Obama,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Positive,,,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Oppose,,,,,No,Non-Tea Party supporters and Independents/Something else,Too conservative,,,No,Not worried,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",2.0,1.0,West,Version 3,Suburb,Urban,Urban Core,Very upscale
860958.0,Nevada,50007.0,,Complete,Telephone survey,5.1399998664856,Harry Reid,Brian Sandoval,Male,Hispanic,30-39,Independent,Conservative,"$75,000-$99,999",Some college/assoc. degree,Yes,,,,,Very worried,,"Dissatisfied, but not angry",,,,No,,Strongly disapprove,,Has the right experience,Strongly support,,,Seriously off on the wrong track,,,McCain,Non black male,Latino men,30-44,30-59,18-44,30-44,30-39,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Negative,,,Disapprove,Independent/Something else,Independent Men,All others,Independents/Something else,Hispanic/Latino,Support,,,,,No,Tea Party supporters,Not conservative enough,,,Omit,Worried,,State questionnaire,English,Suburbs,Suburbs,3.0,2.0,West,Version 3,Suburb,80s Suburbs,Urban Perimeter,Upscale
860932.0,Nevada,50001.0,,Complete,Telephone survey,6.26999998092651,Harry Reid,Brian Sandoval,Female,Asian,50-59,Republican,Conservative,"$75,000-$99,999",College graduate,No,,,,,Very worried,,Angry,,,,No,,Strongly disapprove,,Omit,Strongly support,,,Seriously off on the wrong track,,,McCain,Non black female,All other races,45-65,30-59,45+,45-59,50-64,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Negative,,,Disapprove,Republican,Republican Women,All others,Conservative Republicans,Asian,Support,,,,,No,Tea Party supporters,About right,,,Yes,Worried,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",1.0,2.0,West,Version 3,Extremely High Density Urban,Urban,Urban Core,Upscale
860915.0,Nevada,50003.0,,Complete,Telephone survey,2.79999995231628,Harry Reid,Brian Sandoval,Female,White,50-59,Democrat,Moderate,,College graduate,No,,,,,Somewhat worried,,"Dissatisfied, but not angry",,,,No,,Strongly approve,,Has the right experience,Strongly oppose,,,Seriously off on the wrong track,,,Obama,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Oppose,,,,,,Non-Tea Party supporters and Democrats,Too conservative,,,No,Worried,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",2.0,1.0,West,Version 3,Suburb,Urban,Urban Core,Very upscale
