ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENWV10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,BRNAGAIN,DESCRIBS10,FAVDEM2,FAVREP2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,NECWORRY,OBAMA4,PRIORITY,QUALSEN10,SENCNTL,TEAPARTY,TIMESEN10,UNIONHH10,VOTE2008,WORK,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARTY3,TIMESENMTH10,TIMESENWK10,WHNCLINC,WHTEVANG,XTEAPARTYID,COALHH,GUNOWNER,MANCHJOB,MANCHJOB2,WRKWOMEN,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
904733.0,West Virginia,5.0,Call 3,Complete,Election day exit poll,0.878928899765015,John Raese,Male,White,30-39,Independent,Conservative,"$75,000-$99,999",Postgraduate study,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,,Can bring needed change,,Neutral,In the last month,,,Yes,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Neutral,In the last month,In the last month or earlier,No,,Non-Tea Party supporters and Independents/Something else,No,,,,All others,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,2.0,East,Version 1,Town,Rural,Rural,Very upscale,25404.0
873268.0,West Virginia,5.0,Call 1,Complete,Election day exit poll,0.818532884120941,Joe Manchin,Female,White,60-64,,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Omit,The economy,Very worried,Omit,,Is not too extreme,,Strongly oppose,Before that,,,No,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Omit,,,,,White,Oppose,Before that,In the last month or earlier,Yes,,,No,,,,All others,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,2.0,East,Version 1,Town,Rural,Rural,Very upscale,25404.0
873267.0,West Virginia,5.0,Call 1,Complete,Election day exit poll,0.818532884120941,Joe Manchin,Female,White,60-64,,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Omit,The economy,Very worried,Omit,,Is not too extreme,,Strongly oppose,Before that,,,No,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Omit,,,,,White,Oppose,Before that,In the last month or earlier,Yes,,,No,,,,All others,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,2.0,East,Version 1,Town,Rural,Rural,Very upscale,25404.0
905082.0,West Virginia,5.0,Call 3,Complete,Election day exit poll,0.708142280578613,Joe Manchin,Female,White,30-39,Independent,Liberal,"$50,000-$74,999",Postgraduate study,No,,,,,,,,Government should do more to solve problems,Omit,The economy,Not too worried,Strongly approve,,Understands the needs of people like me,,Neutral,In the last month,,,Yes,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Not worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Neutral,In the last month,In the last month or earlier,No,,Non-Tea Party supporters and Independents/Something else,No,,,,Working women,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,2.0,East,Version 1,Town,Rural,Rural,Very upscale,25404.0
906859.0,West Virginia,48.0,Call 3,Complete,Election day exit poll,0.737253904342651,John Raese,Male,White,45-49,Republican,Moderate,,Some college/assoc. degree,No,Yes,I like my candidate but with reservations,Unfavorable,Favorable,Worse,To express opposition to Barack Obama,Angry,,,,,,Reducing the budget deficit,,The Republican Party,,,No,Didn't vote,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,Negative,,,,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,,,,,White Born-again/Evangelical Christians,,,Yes,Somewhat disapprove,Disapprove,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25314.0
906549.0,West Virginia,48.0,Call 3,Complete,Election day exit poll,0.927377045154572,Joe Manchin,Male,White,18-24,Independent,Moderate,,No high school diploma,No,No,I strongly favor my candidate,Favorable,Favorable,Worse,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,Spending to create jobs,,Does not matter to me,,,No,Didn't vote,,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,High school graduate or less,White no college degree,,,,,,Positive,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,,All others,,,No,Somewhat approve,Approve,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25314.0
889412.0,West Virginia,48.0,Call 2,Complete,Election day exit poll,0.737253904342651,John Raese,Male,White,30-39,Something else,Conservative,,College graduate,No,No,I like my candidate but with reservations,Unfavorable,Unfavorable,Worse,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,,,,Reducing the budget deficit,,Does not matter to me,,,No,Other,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,,All others,,,No,Strongly approve,Approve,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25314.0
906417.0,West Virginia,48.0,Call 3,Complete,Election day exit poll,0.953294217586517,Joe Manchin,Male,White,45-49,Democrat,Moderate,,College graduate,,No,I like my candidate but with reservations,Favorable,Unfavorable,About the same,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,Cutting taxes,,The Republican Party,,,No,McCain,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,,All others,,,Yes,Strongly approve,Approve,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25314.0
875158.0,West Virginia,48.0,Call 1,Complete,Election day exit poll,0.953294217586517,Joe Manchin,Male,White,50-59,Independent,Conservative,,Postgraduate study,No,Yes,I like my candidate but with reservations,Unfavorable,Favorable,About the same,To express opposition to Barack Obama,Angry,,,,,,Cutting taxes,,The Republican Party,,,No,McCain,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,,White Born-again/Evangelical Christians,,,Yes,Strongly approve,Approve,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25314.0
889475.0,West Virginia,48.0,Call 2,Complete,Election day exit poll,0.737253904342651,John Raese,Male,White,50-59,Republican,Conservative,,High school graduate,No,Yes,I like my candidate but with reservations,Unfavorable,Favorable,About the same,To express opposition to Barack Obama,Angry,,,,,,Reducing the budget deficit,,The Republican Party,,,Yes,McCain,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,,Negative,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,,White Born-again/Evangelical Christians,,,Yes,Strongly approve,Approve,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25314.0
889614.0,West Virginia,48.0,Call 2,Complete,Election day exit poll,0.852182626724243,John Raese,Male,White,60-64,Independent,Conservative,,Postgraduate study,No,No,I like my candidate but with reservations,Unfavorable,Unfavorable,About the same,To express opposition to Barack Obama,Angry,,,,,,Reducing the budget deficit,,The Republican Party,,,No,McCain,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,,All others,,,Yes,Somewhat approve,Approve,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25314.0
906756.0,West Virginia,48.0,Call 3,Complete,Election day exit poll,0.737253904342651,John Raese,Male,White,40-44,Republican,Conservative,,College graduate,No,Yes,I strongly favor my candidate,Unfavorable,Favorable,About the same,To express opposition to Barack Obama,Angry,,,,,,Reducing the budget deficit,,The Republican Party,,,No,McCain,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,,White Born-again/Evangelical Christians,,,Yes,Somewhat approve,Approve,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25314.0
874780.0,West Virginia,48.0,Call 1,Complete,Election day exit poll,0.852182626724243,John Raese,Male,White,65 or over,Republican,Conservative,,Postgraduate study,No,No,I like my candidate but with reservations,Unfavorable,Favorable,Worse,To express opposition to Barack Obama,Angry,,,,,,Cutting taxes,,The Republican Party,,,No,McCain,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,,All others,,,Yes,Somewhat approve,Approve,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25314.0
889541.0,West Virginia,48.0,Call 2,Complete,Election day exit poll,0.708162367343903,John Raese,Female,White,50-59,Republican,Conservative,,College graduate,No,Yes,I like my candidate but with reservations,Omit,Favorable,About the same,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,,,,Reducing the budget deficit,,The Republican Party,,,No,McCain,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,,White Born-again/Evangelical Christians,,,No,Strongly approve,Approve,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25314.0
906953.0,West Virginia,48.0,Call 3,Complete,Election day exit poll,0.737253904342651,John Raese,Male,White,40-44,Republican,Conservative,,Some college/assoc. degree,No,Yes,I strongly favor my candidate,Unfavorable,Favorable,Worse,To express opposition to Barack Obama,Angry,,,,,,Reducing the budget deficit,,The Republican Party,,,Yes,McCain,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,More than High school graduate,White no college degree,,,,,,Negative,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,,White Born-again/Evangelical Christians,,,No,Somewhat approve,Approve,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25314.0
889731.0,West Virginia,48.0,Call 2,Complete,Election day exit poll,0.852182626724243,John Raese,Male,White,65 or over,Republican,Conservative,,College graduate,No,No,I strongly favor my candidate,Unfavorable,Favorable,About the same,To express opposition to Barack Obama,"Satisfied, but not enthusiastic",,,,,,Reducing the budget deficit,,The Republican Party,,,No,McCain,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,Positive,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,,All others,,,No,Somewhat approve,Approve,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25314.0
889669.0,West Virginia,48.0,Call 2,Complete,Election day exit poll,0.818556129932404,John Raese,Female,White,60-64,Republican,Moderate,,Postgraduate study,No,No,I like my candidate but with reservations,Unfavorable,Favorable,About the same,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,,,,Reducing the budget deficit,,The Republican Party,,,No,McCain,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,,,,,All others,,,No,Somewhat approve,Approve,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25314.0
906348.0,West Virginia,48.0,Call 3,Complete,Election day exit poll,0.915677905082703,Joe Manchin,Female,White,50-59,Democrat,Moderate,,Some college/assoc. degree,No,No,I strongly favor my candidate,Favorable,Unfavorable,About the same,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,Spending to create jobs,,The Democratic Party,,,No,Obama,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,Negative,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,,All others,,,Yes,Strongly approve,Approve,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25314.0
906279.0,West Virginia,48.0,Call 3,Complete,Election day exit poll,0.953294217586517,Joe Manchin,Male,White,50-59,Democrat,Moderate,,Postgraduate study,No,No,I strongly favor my candidate,Unfavorable,Unfavorable,About the same,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,Reducing the budget deficit,,The Republican Party,,,No,Obama,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,,All others,,,Yes,Strongly approve,Approve,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25314.0
906201.0,West Virginia,48.0,Call 3,Complete,Election day exit poll,1.10190093517303,Joe Manchin,Male,White,60-64,Democrat,Liberal,,College graduate,No,No,I strongly favor my candidate,Favorable,Unfavorable,Worse,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,Spending to create jobs,,The Democratic Party,,,No,Obama,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Positive,,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,,,,All others,,,Yes,Somewhat approve,Approve,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25314.0
875651.0,West Virginia,48.0,Call 1,Complete,Election day exit poll,1.10190093517303,Joe Manchin,Male,White,60-64,Democrat,Moderate,,College graduate,No,No,I strongly favor my candidate,Favorable,Unfavorable,Better,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,Spending to create jobs,,The Democratic Party,,,No,Obama,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Positive,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,,All others,,,Yes,Strongly approve,Approve,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25314.0
875425.0,West Virginia,48.0,Call 1,Complete,Election day exit poll,1.05842077732086,Joe Manchin,Female,White,65 or over,Democrat,Moderate,,Some college/assoc. degree,No,Yes,I strongly favor my candidate,Favorable,Unfavorable,About the same,To express support for Barack Obama,"Dissatisfied, but not angry",,,,,,Reducing the budget deficit,,The Democratic Party,,,No,Obama,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,,Negative,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,,White Born-again/Evangelical Christians,,,Yes,Somewhat approve,Approve,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25314.0
889984.0,West Virginia,48.0,Call 2,Complete,Election day exit poll,0.953294217586517,Joe Manchin,Male,White,50-59,Democrat,Moderate,,Postgraduate study,No,No,I strongly favor my candidate,Favorable,Omit,About the same,To express support for Barack Obama,Enthusiastic,,,,,,Spending to create jobs,,The Democratic Party,,,Yes,Obama,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Positive,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,,All others,,,Yes,Strongly approve,Approve,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25314.0
889982.0,West Virginia,48.0,Call 2,Complete,Election day exit poll,0.953294217586517,Joe Manchin,Male,White,50-59,Democrat,Moderate,,Postgraduate study,No,No,I strongly favor my candidate,Favorable,Omit,About the same,To express support for Barack Obama,Enthusiastic,,,,,,Spending to create jobs,,The Democratic Party,,,Yes,Obama,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Positive,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,,All others,,,Yes,Strongly approve,Approve,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25314.0
875359.0,West Virginia,48.0,Call 1,Complete,Election day exit poll,0.953294217586517,Joe Manchin,Male,White,30-39,Democrat,Moderate,,High school graduate,No,No,I like my candidate but with reservations,Favorable,Unfavorable,Better,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,Reducing the budget deficit,,The Democratic Party,,,No,Obama,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,High school graduate or less,White no college degree,,,,,,Positive,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,,All others,,,Yes,Somewhat approve,Approve,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25314.0
906696.0,West Virginia,48.0,Call 3,Complete,Election day exit poll,0.915677905082703,Joe Manchin,Female,White,50-59,Democrat,Moderate,,Postgraduate study,No,No,I dislike the other candidate,Favorable,Unfavorable,About the same,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,Spending to create jobs,,The Democratic Party,,,No,Obama,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,,All others,,,No,Strongly approve,Approve,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25314.0
906472.0,West Virginia,48.0,Call 3,Complete,Election day exit poll,1.10190093517303,Joe Manchin,Male,White,60-64,Democrat,Moderate,,Postgraduate study,No,Yes,I dislike the other candidate,Favorable,Unfavorable,Worse,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,Reducing the budget deficit,,The Democratic Party,,,No,Obama,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,,White Born-again/Evangelical Christians,,,No,Strongly approve,Approve,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25314.0
875581.0,West Virginia,48.0,Call 1,Complete,Election day exit poll,0.915677905082703,Joe Manchin,Female,White,45-49,Democrat,Liberal,,Postgraduate study,No,No,I strongly favor my candidate,Favorable,Unfavorable,Better,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,Spending to create jobs,,The Democratic Party,,,No,Obama,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Positive,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,,All others,,,No,Strongly approve,Approve,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25314.0
875522.0,West Virginia,48.0,Call 1,Complete,Election day exit poll,0.915677905082703,Joe Manchin,Female,White,30-39,Democrat,Moderate,,College graduate,No,Yes,I strongly favor my candidate,Favorable,Unfavorable,Better,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,Reducing the budget deficit,,The Democratic Party,,,No,Obama,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,,White Born-again/Evangelical Christians,,,No,Strongly approve,Approve,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25314.0
875481.0,West Virginia,48.0,Call 1,Complete,Election day exit poll,0.915677905082703,Joe Manchin,Female,White,30-39,Independent,Moderate,,Postgraduate study,No,No,I strongly favor my candidate,Favorable,Favorable,Better,Barack Obama was not a factor,Enthusiastic,,,,,,Spending to create jobs,,The Democratic Party,,,No,Obama,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,Positive,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,,All others,,,No,Strongly approve,Approve,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25314.0
889931.0,West Virginia,48.0,Call 2,Complete,Election day exit poll,1.05842077732086,Joe Manchin,Female,White,60-64,Democrat,Liberal,,Postgraduate study,No,No,I like my candidate but with reservations,Favorable,Unfavorable,Better,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,Spending to create jobs,,The Democratic Party,,,Yes,Obama,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Positive,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,,All others,,,No,Somewhat approve,Approve,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25314.0
875283.0,West Virginia,48.0,Call 1,Complete,Election day exit poll,0.960964798927307,Joe Manchin,Female,Black,60-64,Democrat,Moderate,,Some college/assoc. degree,No,Yes,I strongly favor my candidate,Favorable,Unfavorable,About the same,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,Reducing the budget deficit,,The Democratic Party,,,No,Obama,,Black female,Black women,45-65,60+,45+,60+,50-64,Black 45-54,No college degree,More than High school graduate,Non white no college degree,,,,,,Positive,,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,,,,All others,,,No,Strongly approve,Approve,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25314.0
889865.0,West Virginia,48.0,Call 2,Complete,Election day exit poll,0.927377045154572,Joe Manchin,Male,White,25-29,Democrat,Liberal,,Postgraduate study,No,No,I dislike the other candidate,Unfavorable,Unfavorable,Better,Barack Obama was not a factor,Angry,,,,,,Spending to create jobs,,The Democratic Party,,,Yes,Obama,,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,,,,All others,,,No,Somewhat approve,Approve,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25314.0
889814.0,West Virginia,48.0,Call 2,Complete,Election day exit poll,0.953294217586517,Joe Manchin,Male,Hispanic,50-59,Democrat,Liberal,,Postgraduate study,Yes,No,I like my candidate but with reservations,Favorable,Unfavorable,Better,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,Spending to create jobs,,The Democratic Party,,,Yes,Obama,,Non black male,Latino men,45-65,30-59,45+,45-59,50-64,Latino 45-54,College graduate,More than High school graduate,Non white college degree,,,,,,Positive,,,,Democrat,Democratic Men,Non White Democrats,Liberal Democrats,Hispanic/Latino,,,,,All others,,,No,Somewhat disapprove,Disapprove,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25314.0
906631.0,West Virginia,48.0,Call 3,Complete,Election day exit poll,0.953294217586517,Joe Manchin,Male,White,50-59,Democrat,Liberal,,Postgraduate study,No,No,I like my candidate but with reservations,Favorable,Unfavorable,Worse,Barack Obama was not a factor,Angry,,,,,,Reducing the budget deficit,,The Democratic Party,,,No,Obama,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,,,,All others,,,No,Somewhat approve,Approve,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25314.0
874925.0,West Virginia,48.0,Call 1,Complete,Election day exit poll,0.737253904342651,John Raese,Male,White,50-59,Independent,Moderate,,Postgraduate study,No,No,I dislike the other candidate,Unfavorable,Unfavorable,Worse,Barack Obama was not a factor,Angry,,,,,,Reducing the budget deficit,,The Republican Party,,,No,Obama,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,,All others,,,No,Somewhat approve,Approve,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25314.0
907038.0,West Virginia,48.0,Call 3,Complete,Election day exit poll,0.480303674936295,Jesse Johnson,Male,White,45-49,Independent,Moderate,,Postgraduate study,No,No,I dislike the other candidate,Favorable,Favorable,Worse,Barack Obama was not a factor,Angry,,,,,,Cutting taxes,,The Democratic Party,,,No,Obama,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,,All others,,,No,Somewhat approve,Approve,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25314.0
