ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENFL10,GOVFL10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,CUBAN3,CHILD,DESCRIBS10B,FAVDEM2,FAVREP2,FINSIT2,FORECLOSE,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,LAIDOFF,NECWORRY,OBAMA4,PRIORITY,QUALSEN10,SENCNTL,STIMULUS,TEAPARTY,TEAREAS,TIMESEN10,TRACK,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,PARENTS,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARENTS,TEAPARTY3,TIMESENMTH10,TIMESENWK10,WHNCLINC,XTEAPARTYID,@2WAYSENFL,DECLINE10,DESCRIBG10,MARRIED,FORECLOSE2,QTYPE,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
902901.0,Florida,68.0,Call 3,Complete,Election day exit poll,0.660000026226044,Kendrick Meek,Alex Sink,Male,Black,25-29,Democrat,Moderate,"$75,000-$99,999",High school graduate,No,,,,,,,,,Government should do more to solve problems,Expand it,The economy,Yes,Very worried,Strongly approve,,,,,Neutral,,Before that,,,Black male,Black men,18-29,18-29,18-44,18-29,25-29,Black 18-29,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,,,The economy,Worried,Approve,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,,Neutral,Before that,In the last month or earlier,No,Non-Tea Party supporters and Democrats,,,I strongly favor my candidate,,,State questionnaire,English,Suburbs,Suburbs,8.0,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Downscale
872820.0,Florida,68.0,Call 1,Complete,Election day exit poll,0.519999980926514,Kendrick Meek,Alex Sink,Female,Black,30-39,Democrat,Moderate,"Under $30,000",Some college/assoc. degree,No,,,,,,,,,Government should do more to solve problems,Expand it,The economy,Yes,Somewhat worried,Strongly approve,,,,,Strongly oppose,,Before that,,,Black female,Black women,30-44,30-59,18-44,30-44,30-39,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,,,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,Oppose,Before that,In the last month or earlier,No,Non-Tea Party supporters and Democrats,,,I like my candidate but with reservations,,,State questionnaire,English,Suburbs,Suburbs,8.0,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Downscale
872282.0,Florida,68.0,Call 1,Complete,Election day exit poll,0.519999980926514,Kendrick Meek,Alex Sink,Female,Black,30-39,Democrat,Conservative,"$30,000-$49,999",College graduate,No,,,,,,,,,Government should do more to solve problems,Expand it,The economy,Yes,Very worried,Strongly approve,,,,,Neutral,,In the last three days,,,Black female,Black women,30-44,30-59,18-44,30-44,30-39,Black 30-44,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,,,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,Neutral,In the last month,In the last week,No,Non-Tea Party supporters and Democrats,,,I strongly favor my candidate,,,State questionnaire,English,Suburbs,Suburbs,8.0,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Downscale
887617.0,Florida,23.0,Call 2,Complete,Election day exit poll,0.889999985694885,Kendrick Meek,Alex Sink,Female,Hispanic,65 or over,Democrat,Moderate,"Under $30,000",College graduate,"Yes, other Hispanic",,,,,,,,,Government should do more to solve problems,Expand it,The economy,Yes,Very worried,Somewhat approve,,,,,Strongly support,,In the last week,,,Non black female,Latino women,65+,60+,45+,60+,65+,Latino 65+,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,,,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Hispanic/Latino,,Support,In the last month,In the last week,No,Tea Party supporters,,,I strongly favor my candidate,,,State questionnaire,Spanish,Suburbs,Suburbs,21.0,5.0,South,Version 1,High Density Urban,80s Suburbs,Urban Perimeter,Upscale
902652.0,Florida,69.0,Call 3,Complete,Election day exit poll,0.920000016689301,Kendrick Meek,Alex Sink,Male,White,50-59,Democrat,Liberal,"$75,000-$99,999",Some college/assoc. degree,No,,,,,,,,,Government should do more to solve problems,Expand it,The economy,Yes,Somewhat worried,Somewhat approve,,,,,Neutral,,In the last month,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,,The economy,Worried,Approve,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,Neutral,In the last month,In the last month or earlier,No,Non-Tea Party supporters and Democrats,,,I strongly favor my candidate,,,State questionnaire,English,Suburbs,Suburbs,7.0,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Downscale
885185.0,Florida,97.0,Call 2,Complete,Election day exit poll,0.579999983310699,Kendrick Meek,Alex Sink,Female,White,45-49,Democrat,Liberal,"$30,000-$49,999",College graduate,No,,,,,,,,,Government is doing too many things better left to businesses and individuals,Expand it,The economy,Yes,Somewhat worried,Somewhat approve,,,,,Somewhat oppose,,In the last month,,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,Oppose,In the last month,In the last month or earlier,No,Non-Tea Party supporters and Democrats,,,I like my candidate but with reservations,,,State questionnaire,English,Suburbs,Suburbs,7.0,1.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale
859693.0,Florida,50071.0,,Complete,Telephone survey,0.569999992847443,Kendrick Meek,Other,Female,White,50-59,Democrat,Moderate,"Under $30,000",No high school diploma,No,,,,,,,,,Omit,Expand it,The economy,Yes,Very worried,Somewhat approve,,,,,Neutral,,In the last week,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,Neutral,In the last month,In the last week,Yes,Non-Tea Party supporters and Democrats,,,I like my candidate but with reservations,,,State questionnaire,English,Suburbs,Suburbs,15.0,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Upscale
903598.0,Florida,106.0,Call 3,Complete,Election day exit poll,0.660000026226044,Marco Rubio,Alex Sink,Female,White,65 or over,Republican,Liberal,"$100,000-$199,999",High school graduate,No,,,,,,,,,Government should do more to solve problems,Expand it,The economy,Yes,Very worried,Somewhat disapprove,,,,,Somewhat oppose,,Before that,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,,Oppose,Before that,In the last month or earlier,No,Non-Tea Party supporters and Republicans,,,I like my candidate but with reservations,,,State questionnaire,English,Suburbs,Suburbs,13.0,4.0,South,Version 1,Low Density Rural,80s Suburbs,Urban Perimeter,Very upscale
873214.0,Florida,23.0,Call 1,Complete,Election day exit poll,1.26999998092651,Marco Rubio,Alex Sink,Male,Hispanic,50-59,Democrat,Moderate,"Under $30,000",Some college/assoc. degree,"Yes, other Hispanic",,,,,,,,,Government should do more to solve problems,Expand it,The economy,Yes,Very worried,Strongly approve,,,,,Somewhat support,,Before that,,,Non black male,Latino men,45-65,30-59,45+,45-59,50-64,Latino 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,,,The economy,Worried,Approve,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Hispanic/Latino,,Support,Before that,In the last month or earlier,No,Tea Party supporters,,,I strongly favor my candidate,,,State questionnaire,English,Suburbs,Suburbs,21.0,5.0,South,Version 1,High Density Urban,80s Suburbs,Urban Perimeter,Upscale
873129.0,Florida,23.0,Call 1,Complete,Election day exit poll,1.16999995708466,Marco Rubio,Alex Sink,Female,Hispanic,50-59,Democrat,Moderate,"Under $30,000",High school graduate,"Yes, other Hispanic",,,,,,,,,Government should do more to solve problems,Expand it,The economy,Yes,Very worried,Strongly approve,,,,,Neutral,,In the last three days,,,Non black female,Latino women,45-65,30-59,45+,45-59,50-64,Latino 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,,,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Hispanic/Latino,,Neutral,In the last month,In the last week,No,Non-Tea Party supporters and Democrats,,,I like my candidate but with reservations,,,State questionnaire,English,Suburbs,Suburbs,21.0,5.0,South,Version 1,High Density Urban,80s Suburbs,Urban Perimeter,Upscale
873059.0,Florida,23.0,Call 1,Complete,Election day exit poll,1.13999998569489,Marco Rubio,Alex Sink,Female,Hispanic,65 or over,Republican,Liberal,"Under $30,000",Some college/assoc. degree,"Yes, other Hispanic",,,,,,,,,Government should do more to solve problems,Expand it,The economy,Yes,Very worried,Strongly approve,,,,,Somewhat support,,Before that,,,Non black female,Latino women,65+,60+,45+,60+,65+,Latino 65+,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,,,The economy,Worried,Approve,Republican,Republican Women,All others,Moderate/Liberal Republicans,Hispanic/Latino,,Support,Before that,In the last month or earlier,No,Tea Party supporters,,,I strongly favor my candidate,,,State questionnaire,Spanish,Suburbs,Suburbs,21.0,5.0,South,Version 1,High Density Urban,80s Suburbs,Urban Perimeter,Upscale
887558.0,Florida,23.0,Call 2,Complete,Election day exit poll,1.26999998092651,Marco Rubio,Alex Sink,Male,Hispanic,50-59,Independent,Moderate,"$30,000-$49,999",High school graduate,"Yes, other Hispanic",,,,,,,,,Government should do more to solve problems,Expand it,The economy,Yes,Very worried,Somewhat approve,,,,,Strongly support,,In the last week,,,Non black male,Latino men,45-65,30-59,45+,45-59,50-64,Latino 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,,,The economy,Worried,Approve,Independent/Something else,Independent Men,All others,Independents/Something else,Hispanic/Latino,,Support,In the last month,In the last week,No,Tea Party supporters,,,I like my candidate but with reservations,,,State questionnaire,Spanish,Suburbs,Suburbs,21.0,5.0,South,Version 1,High Density Urban,80s Suburbs,Urban Perimeter,Upscale
870338.0,Florida,28.0,Call 2,Complete,Election day exit poll,2.57999992370605,Marco Rubio,Rick Scott,Female,Hispanic,40-44,Independent,Conservative,"$50,000-$74,999",Some college/assoc. degree,"Yes, Cuban",,,,,,,,,Government is doing too many things better left to businesses and individuals,Expand it,The economy,Yes,Very worried,Strongly disapprove,,,,,Somewhat support,,In the last three days,,,Non black female,Latino women,30-44,30-59,18-44,30-44,40-49,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,,,The economy,Worried,Disapprove,Independent/Something else,Independent Women,All others,Independents/Something else,Hispanic/Latino,,Support,In the last month,In the last week,No,Tea Party supporters,,,I like my candidate but with reservations,,,State questionnaire,English,Suburbs,Suburbs,25.0,5.0,South,Version 1,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Upscale
873389.0,Florida,23.0,Call 1,Complete,Election day exit poll,1.12999999523163,Marco Rubio,Rick Scott,Male,Hispanic,50-59,Independent,Conservative,"Under $30,000",College graduate,"Yes, other Hispanic",,,,,,,,,Government should do more to solve problems,Expand it,The economy,Yes,Very worried,Strongly disapprove,,,,,Somewhat support,,In the last three days,,,Non black male,Latino men,45-65,30-59,45+,45-59,50-64,Latino 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,All others,Independents/Something else,Hispanic/Latino,,Support,In the last month,In the last week,No,Tea Party supporters,,,I strongly favor my candidate,,,State questionnaire,English,Suburbs,Suburbs,21.0,5.0,South,Version 1,High Density Urban,80s Suburbs,Urban Perimeter,Upscale
859725.0,Florida,50094.0,,Complete,Telephone survey,2.61999988555908,Charlie Crist,Alex Sink,Male,White,65 or over,Democrat,Liberal,"$75,000-$99,999",Postgraduate study,No,,,,,,,,,Government should do more to solve problems,Expand it,The economy,Yes,Very worried,Strongly disapprove,,,,,Neutral,,In the last month,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,,The economy,Worried,Disapprove,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,Neutral,In the last month,In the last month or earlier,No,Non-Tea Party supporters and Democrats,,,I like my candidate but with reservations,,,State questionnaire,English,Suburbs,Suburbs,19.0,5.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
859684.0,Florida,50042.0,,Complete,Telephone survey,1.79999995231628,Charlie Crist,Alex Sink,Female,White,50-59,Democrat,Liberal,,Some college/assoc. degree,No,,,,,,,,,Government should do more to solve problems,Expand it,The economy,Yes,Somewhat worried,Somewhat approve,,,,,Somewhat oppose,,In the last month,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,Oppose,In the last month,In the last month or earlier,,Non-Tea Party supporters and Democrats,,,I strongly favor my candidate,,,State questionnaire,English,Suburbs,Suburbs,9.0,3.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale
903577.0,Florida,23.0,Call 3,Complete,Election day exit poll,1.12999999523163,Charlie Crist,Alex Sink,Female,Hispanic,65 or over,Democrat,Moderate,"Under $30,000",Some college/assoc. degree,"Yes, other Hispanic",,,,,,,,,Government should do more to solve problems,Expand it,The economy,Yes,Somewhat worried,Strongly approve,,,,,Strongly oppose,,Before that,,,Non black female,Latino women,65+,60+,45+,60+,65+,Latino 65+,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,,,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Hispanic/Latino,,Oppose,Before that,In the last month or earlier,No,Non-Tea Party supporters and Democrats,,,I strongly favor my candidate,,,State questionnaire,English,Suburbs,Suburbs,21.0,5.0,South,Version 1,High Density Urban,80s Suburbs,Urban Perimeter,Upscale
887675.0,Florida,23.0,Call 2,Complete,Election day exit poll,1.1599999666214,Charlie Crist,Alex Sink,Female,Hispanic,50-59,Democrat,Moderate,"$50,000-$74,999",Some college/assoc. degree,"Yes, other Hispanic",,,,,,,,,Government should do more to solve problems,Expand it,The economy,Yes,Somewhat worried,Strongly approve,,,,,Neutral,,Before that,,,Non black female,Latino women,45-65,30-59,45+,45-59,50-64,Latino 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,,,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Hispanic/Latino,,Neutral,Before that,In the last month or earlier,No,Non-Tea Party supporters and Democrats,,,I strongly favor my candidate,,,State questionnaire,English,Suburbs,Suburbs,21.0,5.0,South,Version 1,High Density Urban,80s Suburbs,Urban Perimeter,Upscale
872816.0,Florida,23.0,Call 1,Complete,Election day exit poll,1.1599999666214,Charlie Crist,Alex Sink,Female,Hispanic,30-39,Independent,Moderate,"$50,000-$74,999",Postgraduate study,"Yes, Cuban",,,,,,,,,Government is doing too many things better left to businesses and individuals,Expand it,The economy,Yes,Very worried,Somewhat approve,,,,,Neutral,,In the last week,,,Non black female,Latino women,30-44,30-59,18-44,30-44,30-39,Latino 30-44,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,,,The economy,Worried,Approve,Independent/Something else,Independent Women,All others,Independents/Something else,Hispanic/Latino,,Neutral,In the last month,In the last week,No,Non-Tea Party supporters and Independents/Something else,,,I dislike the other candidate,,,State questionnaire,English,Suburbs,Suburbs,21.0,5.0,South,Version 1,High Density Urban,80s Suburbs,Urban Perimeter,Upscale
871247.0,Florida,27.0,Call 1,Complete,Election day exit poll,5.59999990463257,Charlie Crist,Alex Sink,Male,Hispanic,18-24,Democrat,Liberal,"$30,000-$49,999",College graduate,"Yes, other Hispanic",,,,,,,,,Government should do more to solve problems,Expand it,The economy,Yes,Very worried,Strongly approve,,,,,Strongly oppose,,In the last month,,,Non black male,Latino men,18-29,18-29,18-44,18-29,18-24,Latino 18-29,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,,,The economy,Worried,Approve,Democrat,Democratic Men,Non White Democrats,Liberal Democrats,Hispanic/Latino,,Oppose,In the last month,In the last month or earlier,No,Non-Tea Party supporters and Democrats,,,I strongly favor my candidate,,,State questionnaire,English,Suburbs,Suburbs,25.0,5.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
870646.0,Florida,69.0,Call 1,Complete,Election day exit poll,1.26999998092651,Charlie Crist,Alex Sink,Female,White,45-49,Republican,Moderate,"Under $30,000",Some college/assoc. degree,No,,,,,,,,,Government is doing too many things better left to businesses and individuals,Expand it,The economy,Yes,Very worried,Somewhat disapprove,,,,,Neutral,,In the last month,,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,,Neutral,In the last month,In the last month or earlier,Yes,Non-Tea Party supporters and Republicans,,,I like my candidate but with reservations,,,State questionnaire,English,Suburbs,Suburbs,7.0,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Downscale
885811.0,Florida,69.0,Call 2,Complete,Election day exit poll,1.01999998092651,Charlie Crist,Rick Scott,Female,White,45-49,Democrat,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,,,,,,,,,Government should do more to solve problems,Expand it,The economy,Yes,Very worried,Somewhat approve,,,,,Strongly oppose,,In the last month,,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,Oppose,In the last month,In the last month or earlier,No,Non-Tea Party supporters and Democrats,,,I dislike the other candidate,,,State questionnaire,English,Suburbs,Suburbs,7.0,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Downscale
859713.0,Florida,50025.0,,Complete,Telephone survey,2.16000008583069,Other,Rick Scott,Female,White,45-49,Something else,Conservative,"Under $30,000",,No,,,,,,,,,Government should do more to solve problems,Expand it,The economy,Yes,Very worried,Somewhat disapprove,,,,,Neutral,,In the last week,,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,,,,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,,The economy,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,Neutral,In the last month,In the last week,,Non-Tea Party supporters and Independents/Something else,,,I dislike the other candidate,,,State questionnaire,English,Suburbs,Suburbs,6.0,1.0,South,Version 1,Town,80s Suburbs,Urban Perimeter,Downscale
903293.0,Florida,68.0,Call 3,Complete,Election day exit poll,0.569999992847443,Kendrick Meek,Alex Sink,Male,Black,45-49,Independent,Conservative,"$50,000-$74,999",High school graduate,No,,,,,,,,,Omit,Omit,Health care,Yes,Omit,Omit,,,,,Omit,,In the last three days,,,Black male,Black men,45-65,30-59,45+,45-59,40-49,Black 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,,,Something else,Omit,Omit,Independent/Something else,Independent Men,All others,Independents/Something else,Black,,Omit,In the last month,In the last week,No,,,,Omit,,,State questionnaire,English,Suburbs,Suburbs,8.0,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Downscale
859899.0,Florida,50057.0,,Complete,Telephone survey,1.87999999523163,Marco Rubio,Rick Scott,Male,White,65 or over,Republican,Conservative,"$50,000-$74,999",College graduate,No,,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Health care,Yes,Very worried,Strongly disapprove,,,,,Somewhat support,,Before that,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,,Support,Before that,In the last month or earlier,No,Tea Party supporters,,,I strongly favor my candidate,,,State questionnaire,English,Suburbs,Suburbs,12.0,3.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
859752.0,Florida,50094.0,,Complete,Telephone survey,2.70000004768372,Marco Rubio,Rick Scott,Male,White,60-64,Independent,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Health care,Yes,Very worried,Strongly disapprove,,,,,Strongly support,,Before that,,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,,Something else,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,Support,Before that,In the last month or earlier,Yes,Tea Party supporters,,,I like my candidate but with reservations,,,State questionnaire,English,Suburbs,Suburbs,19.0,5.0,South,Version 1,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Upscale
885757.0,Florida,69.0,Call 2,Complete,Election day exit poll,1.04999995231628,Marco Rubio,Rick Scott,Male,White,50-59,Republican,Conservative,"$50,000-$74,999",High school graduate,No,,,,,,,,,Government should do more to solve problems,Leave it as is,Health care,Yes,Very worried,Somewhat disapprove,,,,,Somewhat support,,Before that,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,,Support,Before that,In the last month or earlier,No,Tea Party supporters,,,I strongly favor my candidate,,,State questionnaire,English,Suburbs,Suburbs,7.0,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Downscale
885463.0,Florida,97.0,Call 2,Complete,Election day exit poll,0.949999988079071,Marco Rubio,Rick Scott,Female,White,45-49,Republican,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,,,,,,,,,Government should do more to solve problems,Leave it as is,Health care,Yes,Very worried,Strongly approve,,,,,Neutral,,Before that,,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,,Something else,Worried,Approve,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,,Neutral,Before that,In the last month or earlier,No,Non-Tea Party supporters and Republicans,,,I like my candidate but with reservations,,,State questionnaire,English,Suburbs,Suburbs,7.0,1.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale
902498.0,Florida,81.0,Call 3,Complete,Election day exit poll,0.800000011920929,Charlie Crist,Rick Scott,Female,White,18-24,Independent,Liberal,"Under $30,000",High school graduate,No,,,,,,,,,Government should do more to solve problems,Leave it as is,Health care,Yes,Somewhat worried,Somewhat approve,,,,,Neutral,,In the last month,,,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,,Something else,Worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,Neutral,In the last month,In the last month or earlier,Yes,Non-Tea Party supporters and Independents/Something else,,,I like my candidate but with reservations,,,State questionnaire,English,Suburbs,Suburbs,5.0,3.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very downscale
859894.0,Florida,50031.0,,Complete,Telephone survey,1.87000000476837,Kendrick Meek,Alex Sink,Female,White,50-59,Democrat,Liberal,"$75,000-$99,999",College graduate,No,,,,,,,,,Government should do more to solve problems,Expand it,Health care,Yes,Very worried,Somewhat approve,,,,,Strongly oppose,,In the last week,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,,Something else,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,Oppose,In the last month,In the last week,No,Non-Tea Party supporters and Democrats,,,I dislike the other candidate,,,State questionnaire,English,Suburbs,Suburbs,7.0,2.0,South,Version 1,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale
859830.0,Florida,50109.0,,Complete,Telephone survey,2.00999999046326,Kendrick Meek,Alex Sink,Female,White,65 or over,Democrat,Conservative,,Some college/assoc. degree,No,,,,,,,,,Government is doing too many things better left to businesses and individuals,Expand it,Health care,Yes,Very worried,Somewhat approve,,,,,Neutral,,In the last month,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,,,,Something else,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,Neutral,In the last month,In the last month or earlier,,Non-Tea Party supporters and Democrats,,,I dislike the other candidate,,,State questionnaire,English,Suburbs,Suburbs,22.0,5.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
859742.0,Florida,50109.0,,Complete,Telephone survey,2.08999991416931,Kendrick Meek,Alex Sink,Male,White,50-59,Democrat,Moderate,"Under $30,000",College graduate,No,,,,,,,,,Government should do more to solve problems,Expand it,Health care,Yes,Somewhat worried,Strongly approve,,,,,Strongly oppose,,In the last month,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,,Something else,Worried,Approve,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,Oppose,In the last month,In the last month or earlier,No,Non-Tea Party supporters and Democrats,,,I strongly favor my candidate,,,State questionnaire,English,Suburbs,Suburbs,22.0,5.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
