ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENPA10,GOVPA10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,CHILD,DESCRIBS10,FAVDEM2,FAVREP2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,HEALTHFAM,ISSUE10,LAIDOFF,NECWORRY,OBAMA4,PRIORITY,QUALSEN10,RELIGN10,SENCNTL,TEAPARTY,TEAREAS,TIMESEN10,TRACK,UNIONHH10,VOTE2008,WORK,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,PARENTS,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,REL5,WHITEREL,TEAPARENTS,TEAPARTY3,TIMESENMTH10,TIMESENWK10,WHNCLINC,XTEAPARTYID,PRINCIPLES,SAMESEXM,SPECTOOM,WRKWOMEN,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
914701.0,Pennsylvania,99.0,Call 3,Complete,Election day exit poll,2.50699090957642,Joe Sestak,Dan Onorato,Female,Hispanic,30-39,Democrat,Liberal,,Some college/assoc. degree,Yes,,,,,,,,,Expand it,,,,,,Spending to create jobs,,,,Somewhat support,,,Generally going in the right direction,,Obama,,Non black female,Latino women,30-44,30-59,18-44,30-44,30-39,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,,,,,,,,,,,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Hispanic/Latino,,,,Support,,,,Tea Party supporters,,Yes,,,National questionnaire,"Cities over 500,000","Cities over 50,000",1.0,1.0,East,Version 3,High Density Urban,Urban,Urban Core,Very downscale
889708.0,Pennsylvania,38.0,Call 2,Complete,Election day exit poll,0.928354144096375,Joe Sestak,Dan Onorato,Male,White,65 or over,Independent,Liberal,,Postgraduate study,No,,,,,,,,,Expand it,,,,,,Spending to create jobs,,,,Strongly oppose,,,Generally going in the right direction,,Obama,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,,,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,Oppose,,,,Non-Tea Party supporters and Independents/Something else,,Yes,,,National questionnaire,Suburbs,Suburbs,7.0,2.0,East,Version 3,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
912230.0,Pennsylvania,58.0,Call 3,Complete,Election day exit poll,0.538517713546753,Joe Sestak,Tom Corbett,Female,White,50-59,Independent,Moderate,,Some college/assoc. degree,No,,,,,,,,,Expand it,,,,,,Spending to create jobs,,,,Strongly oppose,,,Generally going in the right direction,,Obama,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,,,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,Oppose,,,,Non-Tea Party supporters and Independents/Something else,,Yes,,,National questionnaire,Suburbs,Suburbs,3.0,5.0,East,Version 3,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
872068.0,Pennsylvania,15.0,Call 1,Complete,Election day exit poll,0.611118316650391,Joe Sestak,Tom Corbett,Female,White,60-64,Democrat,Moderate,,Some college/assoc. degree,No,,,,,,,,,Expand it,,,,,,Spending to create jobs,,,,Strongly oppose,,,Generally going in the right direction,,Obama,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,,,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,Oppose,,,,Non-Tea Party supporters and Democrats,,Yes,,,National questionnaire,Suburbs,Suburbs,4.0,5.0,East,Version 3,Suburb,60s Suburbs,Urban Perimeter,Upscale
905396.0,Pennsylvania,53.0,Call 3,Complete,Election day exit poll,1.49609673023224,Pat Toomey,Tom Corbett,Male,White,50-59,Republican,Moderate,,College graduate,No,,,,,,,,,Expand it,,,,,,Spending to create jobs,,,,Strongly oppose,,,Seriously off on the wrong track,,Obama,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,,,,,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,,,,Oppose,,,,Non-Tea Party supporters and Republicans,,Yes,,,National questionnaire,Suburbs,Suburbs,7.0,2.0,East,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
889233.0,Pennsylvania,34.0,Call 2,Complete,Election day exit poll,0.720707178115845,Joe Sestak,Tom Corbett,Male,White,30-39,Independent,Moderate,,Postgraduate study,No,,Omit,Omit,Omit,Better,Omit,"Satisfied, but not enthusiastic",,,,,,,,Spending to create jobs,,,Omit,,Omit,,,,Obama,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,,Positive,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,,,,,,Omit,Yes,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,5.0,4.0,East,Version 2,Town,Rural,Rural,Upscale
872708.0,Pennsylvania,89.0,Call 1,Complete,Election day exit poll,0.385536551475525,Joe Sestak,Dan Onorato,Female,Hispanic,30-39,Democrat,Moderate,,Postgraduate study,Yes,,I like my candidate but with reservations,Favorable,Omit,About the same,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,,,Spending to create jobs,,,The Democratic Party,,The Tea Party movement was not a factor,,,,Obama,,Non black female,Latino women,30-44,30-59,18-44,30-44,30-39,Latino 30-44,College graduate,More than High school graduate,Non white college degree,,,,,,,Positive,,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,,,,,,,,,,Make compromises to get things done,Yes,,,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,1.0,East,Version 2,Extremely High Density Urban,Urban,Urban Core,Very downscale
872405.0,Pennsylvania,34.0,Call 1,Complete,Election day exit poll,0.778104960918427,Joe Sestak,Tom Corbett,Female,White,65 or over,Independent,Moderate,,Postgraduate study,No,,I like my candidate but with reservations,Omit,Unfavorable,About the same,Barack Obama was not a factor,Angry,,,,,,,,Spending to create jobs,,,The Republican Party,,The Tea Party movement was not a factor,,,,Obama,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,,Negative,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,,,,,,Make compromises to get things done,Yes,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,5.0,4.0,East,Version 2,Town,Rural,Rural,Upscale
911652.0,Pennsylvania,3.0,Call 3,Complete,Election day exit poll,1.3489465713501,Pat Toomey,Tom Corbett,Male,White,50-59,Independent,Conservative,,Some college/assoc. degree,No,,Omit,Omit,Unfavorable,About the same,Omit,Enthusiastic,,,,,,,,Spending to create jobs,,,The Democratic Party,,In favor of the Tea Party movement,,,,Obama,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,,Positive,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,,,,,,Stick to their principles no matter what,Yes,,,State questionnaire,Suburbs,Suburbs,18.0,5.0,East,Version 2,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
888414.0,Pennsylvania,11.0,Call 2,Complete,Election day exit poll,1.71103692054749,Joe Sestak,Dan Onorato,Male,White,18-24,Independent,Moderate,,Postgraduate study,No,,I dislike the other candidate,Unfavorable,Unfavorable,About the same,Barack Obama was not a factor,Angry,,,,,,,,Spending to create jobs,,,The Democratic Party,,Against the Tea Party movement,,,,Obama,,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,College graduate,More than High school graduate,White college degree,,,,,,,Negative,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,,,,,,Make compromises to get things done,Yes,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",14.0,5.0,East,Version 2,Extremely High Density Urban,Urban,Urban Core,Upscale
912162.0,Pennsylvania,11.0,Call 3,Complete,Election day exit poll,1.44566345214844,Joe Sestak,Dan Onorato,Female,Other,45-49,Democrat,Liberal,,Postgraduate study,No,,I dislike the other candidate,Unfavorable,Unfavorable,About the same,Barack Obama was not a factor,Angry,,,,,,,,Spending to create jobs,,,The Democratic Party,,The Tea Party movement was not a factor,,,,Obama,,Non black female,All other races,45-65,30-59,45+,45-59,40-49,Other,College graduate,More than High school graduate,Non white college degree,,,,,,,Negative,,,,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Other,,,,,,,,,Stick to their principles no matter what,Yes,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",14.0,5.0,East,Version 2,Extremely High Density Urban,Urban,Urban Core,Upscale
872557.0,Pennsylvania,34.0,Call 1,Complete,Election day exit poll,0.703229904174805,Joe Sestak,Dan Onorato,Female,White,50-59,Democrat,Liberal,,College graduate,No,,I strongly favor my candidate,Unfavorable,Unfavorable,Worse,To express support for Barack Obama,"Dissatisfied, but not angry",,,,,,,,Spending to create jobs,,,The Democratic Party,,Against the Tea Party movement,,,,Obama,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,Negative,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,,,,,,Stick to their principles no matter what,Yes,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,5.0,4.0,East,Version 2,Town,Rural,Rural,Upscale
889434.0,Pennsylvania,66.0,Call 2,Complete,Election day exit poll,0.815385162830353,Joe Sestak,Dan Onorato,Female,Black,60-64,Democrat,Liberal,,Postgraduate study,No,,I strongly favor my candidate,Favorable,Unfavorable,About the same,To express support for Barack Obama,Enthusiastic,,,,,,,,Spending to create jobs,,,The Democratic Party,,Against the Tea Party movement,,,,Obama,,Black female,Black women,45-65,60+,45+,60+,50-64,Black 45-54,College graduate,More than High school graduate,Non white college degree,,,,,,,Positive,,,,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Black,,,,,,,,,Make compromises to get things done,Yes,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",16.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Downscale
889422.0,Pennsylvania,34.0,Call 2,Complete,Election day exit poll,0.787395775318146,Joe Sestak,Dan Onorato,Female,White,65 or over,Democrat,Liberal,,Postgraduate study,No,,I strongly favor my candidate,Favorable,Unfavorable,Worse,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,,Spending to create jobs,,,The Democratic Party,,Against the Tea Party movement,,,,Obama,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,,Positive,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,,,,,,Make compromises to get things done,Yes,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,5.0,4.0,East,Version 2,Town,Rural,Rural,Upscale
913648.0,Pennsylvania,73.0,Call 3,Complete,Election day exit poll,0.811419069766998,Joe Sestak,Dan Onorato,Female,White,50-59,Democrat,Liberal,,College graduate,No,,I dislike the other candidate,Favorable,Unfavorable,About the same,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,,Spending to create jobs,,,The Democratic Party,,Against the Tea Party movement,,,,Obama,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,Positive,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,,,,,,Make compromises to get things done,Yes,,,State questionnaire,Suburbs,Suburbs,10.0,4.0,East,Version 2,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
908677.0,Pennsylvania,72.0,Call 3,Complete,Election day exit poll,0.933828711509705,Joe Sestak,Dan Onorato,Female,White,50-59,Democrat,Conservative,,High school graduate,No,,I strongly favor my candidate,Favorable,Unfavorable,Worse,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,,,Spending to create jobs,,,The Democratic Party,,The Tea Party movement was not a factor,,,,Obama,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,,,Positive,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,,,,,,Make compromises to get things done,Yes,,,State questionnaire,Suburbs,Suburbs,10.0,3.0,East,Version 2,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
889192.0,Pennsylvania,96.0,Call 2,Complete,Election day exit poll,2.69795799255371,Joe Sestak,Dan Onorato,Female,White,30-39,Democrat,Moderate,,College graduate,No,,I like my candidate but with reservations,Favorable,Unfavorable,Worse,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,,Spending to create jobs,,,The Democratic Party,,The Tea Party movement was not a factor,,,,Obama,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,,Negative,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,,,,,,Stick to their principles no matter what,Yes,,,State questionnaire,"Cities over 500,000","Cities over 50,000",13.0,1.0,East,Version 2,Extremely High Density Urban,Urban,Urban Core,Downscale
889174.0,Pennsylvania,34.0,Call 2,Complete,Election day exit poll,0.729312598705292,Joe Sestak,Dan Onorato,Male,White,50-59,Democrat,Moderate,,Postgraduate study,No,,I like my candidate but with reservations,Favorable,Unfavorable,Worse,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,,Spending to create jobs,,,The Democratic Party,,The Tea Party movement was not a factor,,,,Obama,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,Positive,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,,,,,,Make compromises to get things done,Yes,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,5.0,4.0,East,Version 2,Town,Rural,Rural,Upscale
889114.0,Pennsylvania,34.0,Call 2,Complete,Election day exit poll,0.703229904174805,Joe Sestak,Dan Onorato,Female,White,30-39,Democrat,Moderate,,Postgraduate study,No,,I like my candidate but with reservations,Favorable,Unfavorable,Better,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,,Spending to create jobs,,,The Democratic Party,,The Tea Party movement was not a factor,,,,Obama,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,,Negative,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,,,,,,Make compromises to get things done,Yes,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,5.0,4.0,East,Version 2,Town,Rural,Rural,Upscale
874494.0,Pennsylvania,73.0,Call 1,Complete,Election day exit poll,0.908533573150635,Joe Sestak,Dan Onorato,Female,White,65 or over,Democrat,Liberal,,Postgraduate study,,,I strongly favor my candidate,Favorable,Unfavorable,Worse,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,,Spending to create jobs,,,The Democratic Party,,Against the Tea Party movement,,,,Obama,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,,Positive,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,,,,,,Make compromises to get things done,Yes,,,State questionnaire,Suburbs,Suburbs,10.0,4.0,East,Version 2,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
889066.0,Pennsylvania,101.0,Call 2,Complete,Election day exit poll,0.97397768497467,Joe Sestak,Dan Onorato,Female,White,60-64,Democrat,Liberal,,Some college/assoc. degree,No,,I strongly favor my candidate,Favorable,Unfavorable,Better,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,,Spending to create jobs,,,The Democratic Party,,Against the Tea Party movement,,,,Obama,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,,Positive,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,,,,,,Make compromises to get things done,Yes,,,State questionnaire,Rural,Small Cities/Rural,10.0,3.0,East,Version 2,Suburb,Rural,Rural,Very downscale
874475.0,Pennsylvania,39.0,Call 1,Complete,Election day exit poll,0.818353235721588,Joe Sestak,Dan Onorato,Male,White,50-59,Democrat,Moderate,,Some college/assoc. degree,No,,I like my candidate but with reservations,Favorable,Unfavorable,About the same,To express support for Barack Obama,"Dissatisfied, but not angry",,,,,,,,Spending to create jobs,,,The Democratic Party,,The Tea Party movement was not a factor,,,,Obama,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,,Negative,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,,,,,,Make compromises to get things done,Yes,,,State questionnaire,Suburbs,Suburbs,16.0,2.0,East,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
890248.0,Pennsylvania,25.0,Call 2,Complete,Election day exit poll,0.807861506938934,Joe Sestak,Dan Onorato,Male,White,40-44,Democrat,Liberal,,High school graduate,No,,I strongly favor my candidate,Favorable,Unfavorable,Omit,To express support for Barack Obama,Enthusiastic,,,,,,,,Spending to create jobs,,,The Democratic Party,,Against the Tea Party movement,,,,Obama,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,High school graduate or less,White no college degree,,,,,,,Positive,,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,,,,,,,,Make compromises to get things done,Yes,,,State questionnaire,Suburbs,Suburbs,8.0,2.0,East,Version 2,Suburb,60s Suburbs,Urban Perimeter,Upscale
890198.0,Pennsylvania,89.0,Call 2,Complete,Election day exit poll,0.443472921848297,Joe Sestak,Dan Onorato,Female,Black,30-39,Democrat,Conservative,,High school graduate,No,,I strongly favor my candidate,Favorable,Unfavorable,Better,To express support for Barack Obama,Enthusiastic,,,,,,,,Spending to create jobs,,,The Democratic Party,,The Tea Party movement was not a factor,,,,Obama,,Black female,Black women,30-44,30-59,18-44,30-44,30-39,Black 30-44,No college degree,High school graduate or less,Non white no college degree,,,,,,,Positive,,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,,,,,,,,Make compromises to get things done,Yes,,,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,1.0,East,Version 2,Extremely High Density Urban,Urban,Urban Core,Very downscale
913043.0,Pennsylvania,42.0,Call 3,Complete,Election day exit poll,0.749293744564056,Joe Sestak,Dan Onorato,Male,White,30-39,Independent,Liberal,,College graduate,No,,I like my candidate but with reservations,Favorable,Unfavorable,About the same,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,,,Spending to create jobs,,,Does not matter to me,,The Tea Party movement was not a factor,,,,Obama,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,,Positive,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,,,,,,Stick to their principles no matter what,Yes,,,State questionnaire,Rural,Small Cities/Rural,5.0,4.0,East,Version 2,Low Density Rural,Rural,Rural,Downscale
874150.0,Pennsylvania,39.0,Call 1,Complete,Election day exit poll,0.789086103439331,Joe Sestak,Dan Onorato,Female,Asian,45-49,Democrat,Moderate,,Postgraduate study,No,,I strongly favor my candidate,Favorable,Unfavorable,Better,To express support for Barack Obama,Enthusiastic,,,,,,,,Spending to create jobs,,,The Democratic Party,,The Tea Party movement was not a factor,,,,Obama,,Non black female,All other races,45-65,30-59,45+,45-59,40-49,Other,College graduate,More than High school graduate,Non white college degree,,,,,,,Positive,,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Asian,,,,,,,,,Make compromises to get things done,Yes,,,State questionnaire,Suburbs,Suburbs,16.0,2.0,East,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
888712.0,Pennsylvania,47.0,Call 2,Complete,Election day exit poll,0.719716370105743,Joe Sestak,Dan Onorato,Male,White,50-59,Democrat,Liberal,,Postgraduate study,No,,I strongly favor my candidate,Favorable,Unfavorable,About the same,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,,,Spending to create jobs,,,The Democratic Party,,The Tea Party movement was not a factor,,,,Obama,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,Positive,,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,,,,,,,,Make compromises to get things done,Yes,,,State questionnaire,Suburbs,Suburbs,17.0,4.0,East,Version 2,Town,60s Suburbs,Urban Perimeter,Very downscale
874017.0,Pennsylvania,51.0,Call 1,Complete,Election day exit poll,1.05022001266479,Joe Sestak,Dan Onorato,Male,White,50-59,Republican,Moderate,,Postgraduate study,No,,I strongly favor my candidate,Favorable,Unfavorable,About the same,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,,Spending to create jobs,,,The Democratic Party,,The Tea Party movement was not a factor,,,,Obama,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,Positive,,,,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,,,,,,,,,Make compromises to get things done,Yes,,,State questionnaire,Suburbs,Suburbs,6.0,2.0,East,Version 2,Suburb,60s Suburbs,Urban Perimeter,Very upscale
888499.0,Pennsylvania,55.0,Call 2,Complete,Election day exit poll,0.88352769613266,Joe Sestak,Dan Onorato,Female,White,60-64,Democrat,Moderate,,College graduate,No,,I like my candidate but with reservations,Favorable,Unfavorable,Worse,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,,Spending to create jobs,,,The Democratic Party,,Against the Tea Party movement,,,,Obama,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,Negative,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,,,,,,Make compromises to get things done,Yes,,,State questionnaire,Suburbs,Suburbs,7.0,2.0,East,Version 2,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
888401.0,Pennsylvania,47.0,Call 2,Complete,Election day exit poll,0.858870267868042,Joe Sestak,Dan Onorato,Female,Black,25-29,Democrat,Moderate,,Some college/assoc. degree,No,,I strongly favor my candidate,Favorable,Unfavorable,About the same,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,,Spending to create jobs,,,The Democratic Party,,The Tea Party movement was not a factor,,,,Obama,,Black female,Black women,18-29,18-29,18-44,18-29,25-29,Black 18-29,No college degree,More than High school graduate,Non white no college degree,,,,,,,Positive,,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,,,,,,,,Stick to their principles no matter what,Yes,,,State questionnaire,Suburbs,Suburbs,17.0,4.0,East,Version 2,Town,60s Suburbs,Urban Perimeter,Very downscale
873738.0,Pennsylvania,51.0,Call 1,Complete,Election day exit poll,1.01266050338745,Joe Sestak,Dan Onorato,Female,White,30-39,Independent,Moderate,,Postgraduate study,No,,I like my candidate but with reservations,Favorable,Unfavorable,Worse,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,,Spending to create jobs,,,The Democratic Party,,Against the Tea Party movement,,,,Obama,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,,Positive,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,,,,,,Make compromises to get things done,Yes,,,State questionnaire,Suburbs,Suburbs,6.0,2.0,East,Version 2,Suburb,60s Suburbs,Urban Perimeter,Very upscale
873613.0,Pennsylvania,66.0,Call 1,Complete,Election day exit poll,0.779780626296997,Joe Sestak,Dan Onorato,Male,White,65 or over,Democrat,Liberal,,Postgraduate study,,,I strongly favor my candidate,Favorable,Unfavorable,About the same,To express support for Barack Obama,"Dissatisfied, but not angry",,,,,,,,Spending to create jobs,,,The Democratic Party,,The Tea Party movement was not a factor,,,,Obama,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,,Negative,,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,,,,,,,,Make compromises to get things done,Yes,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",16.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Downscale
875329.0,Pennsylvania,107.0,Call 1,Complete,Election day exit poll,0.903539657592773,Joe Sestak,Dan Onorato,Female,White,50-59,Democrat,Liberal,,Postgraduate study,No,,I strongly favor my candidate,Favorable,Unfavorable,About the same,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,,Spending to create jobs,,,The Democratic Party,,Against the Tea Party movement,,,,Obama,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,Positive,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,,,,,,Make compromises to get things done,Yes,,,State questionnaire,Suburbs,Suburbs,12.0,5.0,East,Version 2,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
912347.0,Pennsylvania,39.0,Call 3,Complete,Election day exit poll,0.789086103439331,Joe Sestak,Dan Onorato,Female,White,30-39,Independent,Liberal,,Postgraduate study,No,,I strongly favor my candidate,Favorable,Unfavorable,About the same,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,,Spending to create jobs,,,The Democratic Party,,Against the Tea Party movement,,,,Obama,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,,Positive,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,,,,,,Make compromises to get things done,Yes,,,State questionnaire,Suburbs,Suburbs,16.0,2.0,East,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
873387.0,Pennsylvania,25.0,Call 1,Complete,Election day exit poll,0.778969645500183,Joe Sestak,Dan Onorato,Female,White,40-44,Democrat,Liberal,,Some college/assoc. degree,No,,I like my candidate but with reservations,Favorable,Unfavorable,About the same,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,,Spending to create jobs,,,The Democratic Party,,Against the Tea Party movement,,,,Obama,,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,More than High school graduate,White no college degree,,,,,,,Positive,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,,,,,,Stick to their principles no matter what,Yes,,,State questionnaire,Suburbs,Suburbs,8.0,2.0,East,Version 2,Suburb,60s Suburbs,Urban Perimeter,Upscale
873308.0,Pennsylvania,51.0,Call 1,Complete,Election day exit poll,1.05022001266479,Joe Sestak,Dan Onorato,Male,White,50-59,Democrat,Liberal,,Postgraduate study,No,,I strongly favor my candidate,Favorable,Unfavorable,About the same,To express support for Barack Obama,"Dissatisfied, but not angry",,,,,,,,Spending to create jobs,,,The Democratic Party,,Against the Tea Party movement,,,,Obama,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,Negative,,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,,,,,,,,Make compromises to get things done,Yes,,,State questionnaire,Suburbs,Suburbs,6.0,2.0,East,Version 2,Suburb,60s Suburbs,Urban Perimeter,Very upscale
