ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENCO10,GOVCO10,COAMD63,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,BRNAGAIN,DESCRIBS10,FAVDEM2,FAVREP2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,NECWORRY,OBAMA4,PRIORITY,QUALSEN10,SENCNTL,TEAPARTY,TEAREAS,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARTY3,WHNCLINC,WHTEVANG,XTEAPARTYID,DECLINE10,EXTREMEBEN,EXTREMEBUCK,HICKMAES,HICKTANC,IMMDEPORT,OBAMALIB,OUTSIDER,EXTREMECO,QTYPE,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
856877.0,Colorado,,,Complete,Telephone survey,1.33000004291534,Michael Bennet,John Hickenlooper,No,Female,White,30-39,Democrat,Liberal,,Postgraduate study,No,No,I strongly favor my candidate,Favorable,Unfavorable,Better,Barack Obama was not a factor,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Expand it,The economy,Not too worried,Somewhat approve,Spending to create jobs,Is not too extreme,The Democratic Party,Strongly oppose,Against the Tea Party movement,Obama,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,Negative,The economy,Not worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Oppose,,All others,Non-Tea Party supporters and Democrats,A normal downturn,No,Yes,John Hickenlooper,John Hickenlooper,Offered a chance to apply for legal status,Too conservative,Omit,Only Ken Buck,State questionnaire,English,Suburbs,Suburbs,,2.0,West,Version 1,Extremely Low Density Rural,80s Suburbs,Urban Perimeter,Very upscale,80112.0
856866.0,Colorado,,,Complete,Telephone survey,0.0399999991059303,Michael Bennet,John Hickenlooper,,Male,White,45-49,Republican,Moderate,"$200,000 or more",College graduate,No,No,,Unfavorable,Favorable,About the same,Barack Obama was not a factor,"Satisfied, but not enthusiastic",Government is doing too many things better left to businesses and individuals,Expand it,The economy,Not too worried,Somewhat approve,Reducing the budget deficit,Has the right experience,The Republican Party,Strongly oppose,The Tea Party movement was not a factor,McCain,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Positive,The economy,Not worried,Approve,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Oppose,No,All others,Non-Tea Party supporters and Republicans,A normal downturn,No,No,Omit,Omit,Offered a chance to apply for legal status,Too liberal,An insider who knows how to get things done,Neither of them,State questionnaire,English,Suburbs,Suburbs,5.0,3.0,West,Version 1,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,80132.0
856863.0,Colorado,,,Complete,Telephone survey,1.3400000333786,Michael Bennet,John Hickenlooper,No,Female,White,30-39,Democrat,Liberal,"$100,000-$199,999",College graduate,No,No,I strongly favor my candidate,Favorable,Unfavorable,About the same,To express support for Barack Obama,"Satisfied, but not enthusiastic",Government should do more to solve problems,Expand it,Health care,Not too worried,Strongly approve,Spending to create jobs,Can bring needed change,The Democratic Party,Strongly oppose,Against the Tea Party movement,Obama,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Positive,Something else,Not worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Oppose,No,All others,Non-Tea Party supporters and Democrats,A normal downturn,No,Yes,John Hickenlooper,John Hickenlooper,Offered a chance to apply for legal status,About right,An outisder who wants to shake things up,Only Ken Buck,State questionnaire,English,Suburbs,Suburbs,6.0,3.0,West,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,80134.0
856859.0,Colorado,,,Complete,Telephone survey,0.239999994635582,Michael Bennet,John Hickenlooper,,Female,White,45-49,Democrat,Moderate,,College graduate,No,No,I strongly favor my candidate,Favorable,Unfavorable,About the same,To express support for Barack Obama,"Satisfied, but not enthusiastic",Government should do more to solve problems,Expand it,The economy,Not too worried,Strongly approve,Reducing the budget deficit,Has the right experience,The Democratic Party,Strongly oppose,The Tea Party movement was not a factor,Obama,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Positive,The economy,Not worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Oppose,,All others,Non-Tea Party supporters and Democrats,A normal downturn,No,Yes,John Hickenlooper,John Hickenlooper,Omit,About right,Omit,Only Ken Buck,State questionnaire,English,Suburbs,Suburbs,6.0,3.0,West,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,80134.0
856858.0,Colorado,50021.0,,Complete,Telephone survey,1.25999999046326,Michael Bennet,John Hickenlooper,No,Male,White,30-39,Independent,Moderate,"Under $30,000",College graduate,No,No,I dislike the other candidate,Favorable,Unfavorable,Worse,Barack Obama was not a factor,"Dissatisfied, but not angry",Government should do more to solve problems,Expand it,The economy,Very worried,Omit,Spending to create jobs,Understands the needs of people like me,The Democratic Party,Strongly oppose,The Tea Party movement was not a factor,Obama,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Negative,The economy,Worried,Omit,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Oppose,No,All others,Non-Tea Party supporters and Independents/Something else,"A serious, long-term decline",No,Yes,John Hickenlooper,John Hickenlooper,Offered a chance to apply for legal status,Too conservative,Omit,Only Ken Buck,State questionnaire,English,Suburbs,Suburbs,6.0,2.0,West,Version 1,Extremely Low Density Rural,80s Suburbs,Urban Perimeter,Very upscale,80112.0
856852.0,Colorado,,,Complete,Telephone survey,0.529999971389771,Ken Buck,Tom Tancredo,No,Male,White,65 or over,Republican,Conservative,,College graduate,No,No,I dislike the other candidate,Unfavorable,Favorable,Better,Barack Obama was not a factor,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Cutting taxes,Can bring needed change,The Republican Party,Strongly support,The Tea Party movement was not a factor,McCain,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,Negative,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,,All others,Tea Party supporters,A normal downturn,No,No,Would not have voted,Tom Tancredo,Offered a chance to apply for legal status,Too liberal,An outisder who wants to shake things up,Neither of them,State questionnaire,English,Suburbs,Suburbs,6.0,3.0,West,Version 1,High Density Urban,80s Suburbs,Urban Perimeter,Very upscale,80126.0
856838.0,Colorado,50021.0,,Complete,Telephone survey,1.1599999666214,Michael Bennet,Tom Tancredo,No,Male,White,50-59,Republican,Conservative,"$75,000-$99,999",College graduate,No,No,I dislike the other candidate,Unfavorable,Favorable,Worse,Barack Obama was not a factor,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Reducing the budget deficit,Is not too extreme,The Republican Party,Strongly support,The Tea Party movement was not a factor,McCain,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,No,All others,Tea Party supporters,"A serious, long-term decline",No,Yes,Would not have voted,Tom Tancredo,Deported to the country they came from,Too liberal,An outisder who wants to shake things up,Only Ken Buck,State questionnaire,English,Suburbs,Suburbs,6.0,2.0,West,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale,80128.0
856833.0,Colorado,,,Complete,Telephone survey,1.77999997138977,Other,Did not vote,No,Female,White,50-59,Independent,Liberal,"$100,000-$199,999",College graduate,No,No,I like my candidate but with reservations,Favorable,Omit,About the same,Barack Obama was not a factor,"Dissatisfied, but not angry",Government should do more to solve problems,Expand it,The economy,Somewhat worried,Somewhat approve,Spending to create jobs,Is not too extreme,The Democratic Party,Somewhat oppose,The Tea Party movement was not a factor,Obama,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Negative,The economy,Worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Oppose,No,All others,Non-Tea Party supporters and Independents/Something else,"A serious, long-term decline",No,Yes,John Hickenlooper,John Hickenlooper,Offered a chance to apply for legal status,Too conservative,An insider who knows how to get things done,Only Ken Buck,State questionnaire,English,Suburbs,Suburbs,2.0,1.0,West,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale,80026.0
856828.0,Colorado,50021.0,,Complete,Telephone survey,1.00999999046326,Michael Bennet,John Hickenlooper,No,Male,Other,60-64,Independent,Moderate,"$100,000-$199,999",Postgraduate study,No,No,I strongly favor my candidate,Unfavorable,Unfavorable,Worse,To express support for Barack Obama,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Expand it,The economy,Somewhat worried,Strongly approve,Spending to create jobs,Understands the needs of people like me,The Democratic Party,Strongly oppose,The Tea Party movement was not a factor,Obama,Non black male,All other races,45-65,60+,45+,60+,50-64,Other,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,Negative,The economy,Worried,Approve,Independent/Something else,Independent Men,All others,Independents/Something else,Other,Oppose,No,All others,Non-Tea Party supporters and Independents/Something else,"A serious, long-term decline",No,Yes,John Hickenlooper,John Hickenlooper,Offered a chance to apply for legal status,About right,An insider who knows how to get things done,Only Ken Buck,State questionnaire,English,Suburbs,Suburbs,6.0,2.0,West,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale,80127.0
856819.0,Colorado,,,Complete,Telephone survey,0.879999995231628,Ken Buck,Tom Tancredo,,Male,Hispanic,50-59,Republican,Conservative,"$50,000-$74,999",College graduate,Yes,Yes,I strongly favor my candidate,Unfavorable,Favorable,About the same,To express opposition to Barack Obama,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Repeal it,Health care,Not at all worried,Strongly disapprove,Cutting taxes,Understands the needs of people like me,The Republican Party,Strongly support,The Tea Party movement was not a factor,McCain,Non black male,Latino men,45-65,30-59,45+,45-59,50-64,Latino 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Negative,Something else,Not worried,Disapprove,Republican,Republican Men,All others,Conservative Republicans,Hispanic/Latino,Support,No,All others,Tea Party supporters,"A serious, long-term decline",No,No,Would not have voted,Tom Tancredo,Deported to the country they came from,Too liberal,An outisder who wants to shake things up,Neither of them,State questionnaire,English,Suburbs,Suburbs,,4.0,West,Version 1,Town,80s Suburbs,Urban Perimeter,Downscale,81504.0
856814.0,Colorado,,,Complete,Telephone survey,0.300000011920929,Ken Buck,John Hickenlooper,Yes,Male,White,60-64,Republican,Conservative,,Some college/assoc. degree,No,No,I like my candidate but with reservations,Omit,Omit,Worse,Barack Obama was not a factor,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Expand it,The war in Afghanistan,Very worried,Strongly approve,Reducing the budget deficit,Understands the needs of people like me,Omit,Neutral,The Tea Party movement was not a factor,Obama,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,Negative,Something else,Worried,Approve,Republican,Republican Men,White Republicans,Conservative Republicans,White,Neutral,,All others,Non-Tea Party supporters and Republicans,"A serious, long-term decline",No,No,John Hickenlooper,John Hickenlooper,Deported to the country they came from,Too liberal,An insider who knows how to get things done,Neither of them,State questionnaire,English,Suburbs,Suburbs,7.0,2.0,West,Version 1,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,80102.0
856809.0,Colorado,,,Complete,Telephone survey,1.3400000333786,Michael Bennet,John Hickenlooper,No,Female,White,30-39,Democrat,Liberal,"Under $30,000",College graduate,No,No,I strongly favor my candidate,Favorable,Unfavorable,Worse,To express support for Barack Obama,"Dissatisfied, but not angry",Government should do more to solve problems,Repeal it,The economy,Very worried,Somewhat approve,Spending to create jobs,Understands the needs of people like me,The Democratic Party,Neutral,The Tea Party movement was not a factor,Obama,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Negative,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Neutral,No,All others,Non-Tea Party supporters and Democrats,"A serious, long-term decline",No,No,John Hickenlooper,John Hickenlooper,Offered a chance to apply for legal status,About right,An insider who knows how to get things done,Neither of them,State questionnaire,English,Suburbs,Suburbs,,3.0,West,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,80134.0
856803.0,Colorado,,,Complete,Telephone survey,0.0500000007450581,Michael Bennet,John Hickenlooper,,Female,White,65 or over,Democrat,Liberal,,High school graduate,No,No,I like my candidate but with reservations,Favorable,Favorable,About the same,To express support for Barack Obama,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Omit,The economy,Very worried,Strongly approve,Spending to create jobs,Is not too extreme,The Democratic Party,Somewhat support,The Tea Party movement was not a factor,Obama,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,Negative,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Support,,All others,Tea Party supporters,Omit,No,Yes,John Hickenlooper,John Hickenlooper,Offered a chance to apply for legal status,About right,An outisder who wants to shake things up,Only Ken Buck,State questionnaire,English,Suburbs,Suburbs,6.0,3.0,West,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,80134.0
856798.0,Colorado,,,Complete,Telephone survey,1.25,Other,John Hickenlooper,No,Female,White,60-64,Democrat,Liberal,"$75,000-$99,999",Postgraduate study,No,No,I strongly favor my candidate,Favorable,Unfavorable,Worse,Barack Obama was not a factor,Angry,Government should do more to solve problems,Expand it,The war in Afghanistan,Somewhat worried,Somewhat approve,Spending to create jobs,Understands the needs of people like me,The Democratic Party,Strongly oppose,Omit,Obama,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,Something else,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Oppose,No,All others,Non-Tea Party supporters and Democrats,"A serious, long-term decline",No,Yes,John Hickenlooper,John Hickenlooper,Offered a chance to apply for legal status,Too conservative,An outisder who wants to shake things up,Only Ken Buck,State questionnaire,English,Suburbs,Suburbs,6.0,3.0,West,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,80134.0
856797.0,Colorado,,,Complete,Telephone survey,0.730000019073486,Michael Bennet,John Hickenlooper,No,Male,White,50-59,Democrat,Liberal,"$100,000-$199,999",Postgraduate study,No,No,I dislike the other candidate,Favorable,Unfavorable,Better,Barack Obama was not a factor,"Dissatisfied, but not angry",Government should do more to solve problems,Expand it,The economy,Somewhat worried,Strongly approve,Reducing the budget deficit,Is not too extreme,The Democratic Party,Strongly oppose,The Tea Party movement was not a factor,Obama,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Negative,The economy,Worried,Approve,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Oppose,No,All others,Non-Tea Party supporters and Democrats,"A serious, long-term decline",No,Yes,John Hickenlooper,John Hickenlooper,Offered a chance to apply for legal status,About right,An insider who knows how to get things done,Only Ken Buck,State questionnaire,English,Suburbs,Suburbs,4.0,3.0,West,Version 1,Low Density Rural,80s Suburbs,Urban Perimeter,Downscale,80550.0
856793.0,Colorado,,,Complete,Telephone survey,0.0700000002980232,Michael Bennet,John Hickenlooper,No,Female,White,40-44,Something else,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,No,I strongly favor my candidate,Unfavorable,Unfavorable,About the same,To express support for Barack Obama,"Dissatisfied, but not angry",Government should do more to solve problems,Expand it,The economy,Not too worried,Strongly approve,Spending to create jobs,Understands the needs of people like me,The Republican Party,Strongly oppose,The Tea Party movement was not a factor,Obama,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Negative,The economy,Not worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Oppose,Yes,All others,Non-Tea Party supporters and Independents/Something else,"A serious, long-term decline",No,Yes,John Hickenlooper,John Hickenlooper,Offered a chance to apply for legal status,About right,An insider who knows how to get things done,Only Ken Buck,State questionnaire,English,Suburbs,Suburbs,4.0,3.0,West,Version 1,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,80534.0
856781.0,Colorado,,,Complete,Telephone survey,7.82999992370605,Michael Bennet,John Hickenlooper,No,Female,Hispanic,25-29,Democrat,Liberal,"$30,000-$49,999",Postgraduate study,Yes,No,I like my candidate but with reservations,Favorable,Omit,Worse,To express support for Barack Obama,"Satisfied, but not enthusiastic",Government should do more to solve problems,Leave it as is,The economy,Very worried,Strongly approve,Reducing the budget deficit,Can bring needed change,The Democratic Party,Neutral,The Tea Party movement was not a factor,Obama,Non black female,Latino women,18-29,18-29,18-44,18-29,25-29,Latino 18-29,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,Positive,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Hispanic/Latino,Neutral,No,All others,Non-Tea Party supporters and Democrats,A normal downturn,No,Yes,John Hickenlooper,John Hickenlooper,Offered a chance to apply for legal status,About right,An insider who knows how to get things done,Only Ken Buck,State questionnaire,English,Suburbs,Suburbs,,3.0,West,Version 1,High Density Urban,80s Suburbs,Urban Perimeter,Very upscale,80126.0
856777.0,Colorado,,,Complete,Telephone survey,0.0900000035762787,Ken Buck,Tom Tancredo,,Female,White,50-59,Republican,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,No,I like my candidate but with reservations,Unfavorable,Omit,Worse,To express opposition to Barack Obama,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Somewhat worried,Strongly disapprove,Reducing the budget deficit,Understands the needs of people like me,The Republican Party,Somewhat support,The Tea Party movement was not a factor,McCain,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Negative,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Support,No,All others,Tea Party supporters,"A serious, long-term decline",No,Yes,Omit,Tom Tancredo,Deported to the country they came from,Too liberal,An insider who knows how to get things done,Only Ken Buck,State questionnaire,English,Suburbs,Suburbs,7.0,2.0,West,Version 1,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,80102.0
856771.0,Colorado,50021.0,,Complete,Telephone survey,1.33000004291534,Michael Bennet,John Hickenlooper,No,Female,White,30-39,Democrat,Moderate,"$50,000-$74,999",Postgraduate study,No,No,I dislike the other candidate,Favorable,Unfavorable,About the same,Barack Obama was not a factor,"Satisfied, but not enthusiastic",Government is doing too many things better left to businesses and individuals,Leave it as is,The economy,Somewhat worried,Somewhat approve,Cutting taxes,Is not too extreme,The Democratic Party,Omit,The Tea Party movement was not a factor,Obama,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Positive,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Omit,No,All others,,"A serious, long-term decline",No,Yes,John Hickenlooper,John Hickenlooper,Offered a chance to apply for legal status,About right,An insider who knows how to get things done,Only Ken Buck,State questionnaire,English,Suburbs,Suburbs,6.0,2.0,West,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale,80128.0
856767.0,Colorado,,,Complete,Telephone survey,0.0799999982118607,Michael Bennet,John Hickenlooper,,Female,White,50-59,Democrat,Liberal,"$30,000-$49,999",High school graduate,No,No,I dislike the other candidate,Favorable,Unfavorable,About the same,To express support for Barack Obama,"Satisfied, but not enthusiastic",Government should do more to solve problems,Expand it,Health care,Not too worried,Strongly approve,Spending to create jobs,Can bring needed change,The Democratic Party,Strongly oppose,Against the Tea Party movement,Obama,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Positive,Something else,Not worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Oppose,Yes,All others,Non-Tea Party supporters and Democrats,A normal downturn,No,Yes,John Hickenlooper,John Hickenlooper,Offered a chance to apply for legal status,About right,An insider who knows how to get things done,Only Ken Buck,State questionnaire,English,Suburbs,Suburbs,2.0,2.0,West,Version 1,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Upscale,80241.0
856761.0,Colorado,,,Complete,Telephone survey,0.409999996423721,Michael Bennet,John Hickenlooper,Did not vote,Male,Hispanic,45-49,Democrat,Moderate,"Under $30,000",Some college/assoc. degree,Yes,Yes,I dislike the other candidate,Favorable,Favorable,Worse,Barack Obama was not a factor,"Satisfied, but not enthusiastic",Government should do more to solve problems,Expand it,The economy,Not too worried,Strongly approve,Spending to create jobs,Is not too extreme,The Democratic Party,Strongly oppose,The Tea Party movement was not a factor,Obama,Non black male,Latino men,45-65,30-59,45+,45-59,40-49,Latino 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,Positive,The economy,Not worried,Approve,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Hispanic/Latino,Oppose,No,All others,Non-Tea Party supporters and Democrats,"A serious, long-term decline",No,Yes,John Hickenlooper,John Hickenlooper,Offered a chance to apply for legal status,About right,Omit,Only Ken Buck,State questionnaire,English,Suburbs,Suburbs,,3.0,West,Version 1,High Density Urban,80s Suburbs,Urban Perimeter,Very upscale,80126.0
856751.0,Colorado,,,Complete,Telephone survey,0.200000002980232,Michael Bennet,John Hickenlooper,No,Female,White,65 or over,Democrat,Moderate,"Under $30,000",High school graduate,No,No,I strongly favor my candidate,Favorable,Omit,Worse,Barack Obama was not a factor,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Expand it,The economy,Somewhat worried,Somewhat approve,Reducing the budget deficit,Is not too extreme,The Democratic Party,Somewhat oppose,The Tea Party movement was not a factor,Obama,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Negative,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Oppose,Yes,All others,Non-Tea Party supporters and Democrats,"A serious, long-term decline",No,Yes,John Hickenlooper,John Hickenlooper,Offered a chance to apply for legal status,About right,An outisder who wants to shake things up,Only Ken Buck,State questionnaire,English,Suburbs,Suburbs,6.0,3.0,West,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale,80124.0
856742.0,Colorado,,,Complete,Telephone survey,0.810000002384186,Michael Bennet,John Hickenlooper,Yes,Female,Other,65 or over,Democrat,Liberal,"$50,000-$74,999",Postgraduate study,No,No,I strongly favor my candidate,Favorable,Unfavorable,About the same,Barack Obama was not a factor,"Satisfied, but not enthusiastic",Government should do more to solve problems,Leave it as is,The economy,Not too worried,Strongly approve,Spending to create jobs,Can bring needed change,The Democratic Party,Strongly oppose,Against the Tea Party movement,Obama,Non black female,All other races,65+,60+,45+,60+,65+,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Positive,The economy,Not worried,Approve,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Other,Oppose,No,All others,Non-Tea Party supporters and Democrats,"A serious, long-term decline",No,Yes,John Hickenlooper,John Hickenlooper,Offered a chance to apply for legal status,About right,An insider who knows how to get things done,Only Ken Buck,State questionnaire,English,Suburbs,Suburbs,6.0,3.0,West,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,80134.0
856741.0,Colorado,,,Complete,Telephone survey,0.419999986886978,Michael Bennet,John Hickenlooper,Yes,Male,White,40-44,Something else,Moderate,"$200,000 or more",College graduate,No,No,I dislike the other candidate,Unfavorable,Unfavorable,About the same,Barack Obama was not a factor,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Cutting taxes,Is not too extreme,Omit,Strongly support,The Tea Party movement was not a factor,Other,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Negative,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,No,All others,Tea Party supporters,"A serious, long-term decline",No,No,John Hickenlooper,John Hickenlooper,Deported to the country they came from,Too liberal,An outisder who wants to shake things up,Neither of them,State questionnaire,English,Suburbs,Suburbs,6.0,3.0,West,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,80134.0
856738.0,Colorado,,,Complete,Telephone survey,0.170000001788139,Ken Buck,Tom Tancredo,,Male,White,50-59,Something else,Conservative,"$75,000-$99,999",Postgraduate study,No,No,I strongly favor my candidate,Unfavorable,Unfavorable,Better,Barack Obama was not a factor,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Cutting taxes,Can bring needed change,The Republican Party,Strongly support,In favor of the Tea Party movement,McCain,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,No,All others,Tea Party supporters,"A serious, long-term decline",No,No,Omit,Tom Tancredo,Offered a chance to apply for legal status,Too liberal,An outisder who wants to shake things up,Neither of them,State questionnaire,English,Suburbs,Suburbs,5.0,3.0,West,Version 1,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,80132.0
