ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENLA10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,GOVTDO10,HEALTHCARE10,ISSUE10,NECWORRY,OBAMA4,TEAPARTY,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARTY3,WHNCLINC,XTEAPARTYID,FAVMELAN,FAVVITTER,HURRICANE,OILSPILL,HURRICANE2,OILSPILL2,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
874301.0, Louisiana,59.0,Call 1,Complete,Election day exit poll,0.867346405982971,David Vitter,Male,White,25-29,Republican,Conservative,"$50,000-$74,999",High school graduate,No,Government is doing too many things better left to businesses and individuals,Leave it as is,The economy,Somewhat worried,Strongly disapprove,Strongly support,McCain,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,No,Tea Party supporters,Favorable,Favorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,Suburbs,Suburbs,6.0,4.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Upscale,70706.0
871960.0, Louisiana,14.0,Call 1,Complete,Election day exit poll,1.2748167514801,David Vitter,Female,White,60-64,Republican,Conservative,"$30,000-$49,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Strongly support,McCain,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Support,No,Tea Party supporters,Unfavorable,Favorable,A severe hardship but you have recovered,A severe hardship but you have recovered,Caused a severe hardship,Caused a severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",7.0,2.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale,70605.0
874929.0, Louisiana,71.0,Call 1,Complete,Election day exit poll,1.03309750556946,David Vitter,Male,White,50-59,Republican,Conservative,"$100,000-$199,999",College graduate,No,Government should do more to solve problems,Repeal it,The economy,Very worried,Strongly disapprove,Strongly support,McCain,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,No,Tea Party supporters,Unfavorable,Favorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,1.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,71203.0
895272.0, Louisiana,44.0,Call 2,Complete,Election day exit poll,0.847049593925476,David Vitter,Female,White,65 or over,Democrat,Moderate,"Under $30,000",High school graduate,No,Government should do more to solve problems,Leave it as is,The war in Afghanistan,Very worried,Somewhat disapprove,Neutral,Obama,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Something else,Worried,Disapprove,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Neutral,Yes,Non-Tea Party supporters and Democrats,Unfavorable,Favorable,A severe hardship but you have recovered,No severe hardship,Caused a severe hardship,No severe hardship,State questionnaire,Suburbs,Suburbs,2.0,4.0,South,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very downscale,70094.0
874272.0, Louisiana,44.0,Call 1,Complete,Election day exit poll,0.847049593925476,David Vitter,Female,White,65 or over,Republican,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,Government is doing too many things better left to businesses and individuals,Repeal it,Health care,Very worried,Strongly disapprove,Strongly support,McCain,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Support,Yes,Tea Party supporters,Unfavorable,Favorable,A severe hardship but you have recovered,No severe hardship,Caused a severe hardship,No severe hardship,State questionnaire,Suburbs,Suburbs,2.0,4.0,South,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very downscale,70094.0
913930.0, Louisiana,87.0,Call 3,Complete,Election day exit poll,1.27706921100616,David Vitter,Female,White,18-24,Republican,Conservative,"$75,000-$99,999",High school graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Neutral,Didn't vote,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Neutral,No,Non-Tea Party supporters and Republicans,Unfavorable,Favorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,Suburbs,Suburbs,7.0,2.0,South,Version 1,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,70584.0
874258.0, Louisiana,36.0,Call 1,Complete,Election day exit poll,0.880246877670288,David Vitter,Male,White,65 or over,Independent,Conservative,"$100,000-$199,999",Postgraduate study,No,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Not at all worried,Strongly disapprove,Somewhat support,McCain,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Something else,Not worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,No,Tea Party supporters,Unfavorable,Favorable,A severe hardship but you have recovered,No severe hardship,Caused a severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,4.0,South,Version 1,High Density Urban,Urban,Urban Core,Very upscale,70003.0
892913.0, Louisiana,63.0,Call 2,Complete,Election day exit poll,0.953862249851227,David Vitter,Male,White,30-39,Republican,Moderate,"$100,000-$199,999",College graduate,No,Omit,Repeal it,The economy,Very worried,Strongly disapprove,Somewhat support,McCain,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Support,No,Tea Party supporters,Unfavorable,Unfavorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,5.0,South,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale,70116.0
892910.0, Louisiana,87.0,Call 2,Complete,Election day exit poll,1.13633453845978,David Vitter,Female,White,50-59,Democrat,Moderate,"$50,000-$74,999",Postgraduate study,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Somewhat support,McCain,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,The economy,Worried,Disapprove,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Support,No,Tea Party supporters,Unfavorable,Favorable,A severe hardship but you have recovered,A severe hardship but you have recovered,Caused a severe hardship,Caused a severe hardship,State questionnaire,Suburbs,Suburbs,7.0,2.0,South,Version 1,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,70584.0
913902.0, Louisiana,59.0,Call 3,Complete,Election day exit poll,0.742657780647278,David Vitter,Female,White,50-59,Republican,Moderate,,Some college/assoc. degree,No,Government should do more to solve problems,Repeal it,The economy,Very worried,Strongly disapprove,Neutral,McCain,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Neutral,,Non-Tea Party supporters and Republicans,Unfavorable,Favorable,A severe hardship and you have not recovered,No severe hardship,Caused a severe hardship,No severe hardship,State questionnaire,Suburbs,Suburbs,6.0,4.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Upscale,70706.0
874235.0, Louisiana,32.0,Call 1,Complete,Election day exit poll,1.44750189781189,David Vitter,Female,White,60-64,Republican,Conservative,"$50,000-$74,999",No high school diploma,No,Government should do more to solve problems,Repeal it,The economy,Very worried,Strongly disapprove,Strongly support,McCain,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Support,No,Tea Party supporters,Unfavorable,Favorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,Rural,Small Cities/Rural,5.0,1.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,71251.0
874878.0, Louisiana,79.0,Call 1,Complete,Election day exit poll,0.452937662601471,David Vitter,Female,White,65 or over,Independent,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,Strongly support,McCain,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Something else,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Support,Yes,Tea Party supporters,Unfavorable,Favorable,A severe hardship but you have recovered,No severe hardship,Caused a severe hardship,No severe hardship,State questionnaire,Suburbs,Suburbs,3.0,4.0,South,Version 1,Suburb,70s Suburbs,Urban Perimeter,Upscale,70043.0
912313.0, Louisiana,36.0,Call 3,Complete,Election day exit poll,0.847049593925476,David Vitter,Female,White,65 or over,Republican,Conservative,"$75,000-$99,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Expand it,Health care,Very worried,Strongly disapprove,Strongly oppose,McCain,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Oppose,No,Non-Tea Party supporters and Republicans,Unfavorable,Favorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,4.0,South,Version 1,High Density Urban,Urban,Urban Core,Very upscale,70003.0
874232.0, Louisiana,59.0,Call 1,Complete,Election day exit poll,0.867346405982971,David Vitter,Male,White,18-24,Republican,Conservative,"$50,000-$74,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Strongly support,McCain,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,No,Tea Party supporters,Unfavorable,Favorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,Suburbs,Suburbs,6.0,4.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Upscale,70706.0
874228.0, Louisiana,79.0,Call 1,Complete,Election day exit poll,0.41268053650856,David Vitter,Male,White,45-49,Republican,Conservative,"$75,000-$99,999",High school graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,Strongly support,McCain,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,No,Tea Party supporters,Unfavorable,Favorable,A severe hardship and you have not recovered,No severe hardship,Caused a severe hardship,No severe hardship,State questionnaire,Suburbs,Suburbs,3.0,4.0,South,Version 1,Suburb,70s Suburbs,Urban Perimeter,Upscale,70043.0
892891.0, Louisiana,71.0,Call 2,Complete,Election day exit poll,1.03309750556946,David Vitter,Male,White,50-59,Republican,Moderate,"$30,000-$49,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Strongly support,McCain,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Support,No,Tea Party supporters,Unfavorable,Favorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,1.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,71203.0
913887.0, Louisiana,32.0,Call 3,Complete,Election day exit poll,1.26910936832428,David Vitter,Female,White,45-49,Independent,Conservative,"$100,000-$199,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Strongly support,McCain,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,The economy,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Support,No,Tea Party supporters,Unfavorable,Favorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,Rural,Small Cities/Rural,5.0,1.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,71251.0
895217.0, Louisiana,26.0,Call 2,Complete,Election day exit poll,2.46597170829773,David Vitter,Male,White,45-49,Independent,Moderate,"$30,000-$49,999",High school graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly approve,Somewhat support,McCain,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,The economy,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,Yes,Tea Party supporters,Favorable,Favorable,A severe hardship and you have not recovered,No severe hardship,Caused a severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",6.0,3.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale,70808.0
874192.0, Louisiana,26.0,Call 1,Complete,Election day exit poll,2.46597170829773,David Vitter,Male,Other,50-59,Republican,Conservative,"$200,000 or more",College graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Somewhat support,McCain,Non black male,All other races,45-65,30-59,45+,45-59,50-64,Other,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,The economy,Worried,Disapprove,Republican,Republican Men,All others,Conservative Republicans,Other,Support,No,Tea Party supporters,Unfavorable,Favorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",6.0,3.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale,70808.0
892855.0, Louisiana,63.0,Call 2,Complete,Election day exit poll,1.08794212341309,David Vitter,Male,White,60-64,Republican,Conservative,"$200,000 or more",Postgraduate study,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Strongly support,McCain,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,No,Tea Party supporters,Unfavorable,Favorable,A severe hardship but you have recovered,A severe hardship but you have recovered,Caused a severe hardship,Caused a severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,5.0,South,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale,70116.0
913850.0, Louisiana,87.0,Call 3,Complete,Election day exit poll,1.13633453845978,David Vitter,Female,White,40-44,Republican,Conservative,"$100,000-$199,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Somewhat worried,Somewhat disapprove,Somewhat support,McCain,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Support,No,Tea Party supporters,Favorable,Favorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,Suburbs,Suburbs,7.0,2.0,South,Version 1,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,70584.0
913288.0, Louisiana,87.0,Call 3,Complete,Election day exit poll,1.1808694601059,David Vitter,Male,White,50-59,Republican,Conservative,"$75,000-$99,999",High school graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Strongly support,McCain,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,No,Tea Party supporters,Unfavorable,Favorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,Suburbs,Suburbs,7.0,2.0,South,Version 1,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,70584.0
895190.0, Louisiana,44.0,Call 2,Complete,Election day exit poll,0.742657780647278,David Vitter,Female,White,40-44,Democrat,Conservative,"Under $30,000",No high school diploma,No,Government should do more to solve problems,Expand it,Omit,Very worried,Strongly disapprove,Omit,McCain,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Omit,Worried,Disapprove,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Omit,Yes,,Unfavorable,Favorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,Suburbs,Suburbs,2.0,4.0,South,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very downscale,70094.0
874813.0, Louisiana,36.0,Call 1,Complete,Election day exit poll,0.771763801574707,David Vitter,Male,White,50-59,Republican,Conservative,"$200,000 or more",College graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,Strongly support,McCain,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,No,Tea Party supporters,Unfavorable,Favorable,A severe hardship but you have recovered,No severe hardship,Caused a severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,4.0,South,Version 1,High Density Urban,Urban,Urban Core,Very upscale,70003.0
874162.0, Louisiana,32.0,Call 1,Complete,Election day exit poll,1.44750189781189,David Vitter,Female,White,65 or over,Republican,Conservative,,,No,Government is doing too many things better left to businesses and individuals,Repeal it,The war in Afghanistan,Somewhat worried,Strongly disapprove,Neutral,McCain,Non black female,White women,65+,60+,45+,60+,65+,White 65+,,,,,,,,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Neutral,,Non-Tea Party supporters and Republicans,Unfavorable,Favorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,Rural,Small Cities/Rural,5.0,1.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,71251.0
874149.0, Louisiana,36.0,Call 1,Not complete,Election day exit poll,0.847049593925476,David Vitter,Female,White,65 or over,,,,College graduate,No,Government is doing too many things better left to businesses and individuals,,,,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,,,,,,,,White,,,,Favorable,Favorable,A severe hardship but you have recovered,,Caused a severe hardship,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,4.0,South,Version 1,High Density Urban,Urban,Urban Core,Very upscale,70003.0
874145.0, Louisiana,79.0,Call 1,Complete,Election day exit poll,0.397116839885712,David Vitter,Female,Hispanic,50-59,Democrat,Moderate,"$30,000-$49,999",High school graduate,Yes,Government is doing too many things better left to businesses and individuals,Leave it as is,The economy,Very worried,Somewhat disapprove,Neutral,Obama,Non black female,Latino women,45-65,30-59,45+,45-59,50-64,Latino 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,The economy,Worried,Disapprove,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Hispanic/Latino,Neutral,No,Non-Tea Party supporters and Democrats,Unfavorable,Favorable,A severe hardship but you have recovered,No severe hardship,Caused a severe hardship,No severe hardship,State questionnaire,Suburbs,Suburbs,3.0,4.0,South,Version 1,Suburb,70s Suburbs,Urban Perimeter,Upscale,70043.0
914919.0, Louisiana,71.0,Call 3,Complete,Election day exit poll,0.994135618209839,David Vitter,Female,White,30-39,Republican,Conservative,"$100,000-$199,999",College graduate,No,Government should do more to solve problems,Repeal it,Health care,Very worried,Strongly disapprove,Neutral,McCain,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Neutral,No,Non-Tea Party supporters and Republicans,Unfavorable,Favorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,1.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,71203.0
874136.0, Louisiana,86.0,Call 1,Complete,Election day exit poll,1.48237943649292,David Vitter,Female,Black,40-44,,Liberal,"Under $30,000",High school graduate,No,Government should do more to solve problems,Expand it,The war in Afghanistan,Very worried,Strongly approve,Strongly support,Obama,Black female,Black women,30-44,30-59,18-44,30-44,40-49,Black 30-44,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,Something else,Worried,Approve,,,,,Black,Support,No,,Favorable,Favorable,A severe hardship and you have not recovered,No severe hardship,Caused a severe hardship,No severe hardship,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,7.0,2.0,South,Version 1,Suburb,Rural,Rural,Downscale,70570.0
874135.0, Louisiana,86.0,Call 1,Complete,Election day exit poll,1.48237943649292,David Vitter,Female,Black,40-44,,Liberal,"Under $30,000",High school graduate,No,Government should do more to solve problems,Expand it,The war in Afghanistan,Very worried,Strongly approve,Strongly support,Obama,Black female,Black women,30-44,30-59,18-44,30-44,40-49,Black 30-44,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,Something else,Worried,Approve,,,,,Black,Support,No,,Favorable,Favorable,A severe hardship and you have not recovered,No severe hardship,Caused a severe hardship,No severe hardship,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,7.0,2.0,South,Version 1,Suburb,Rural,Rural,Downscale,70570.0
895130.0, Louisiana,26.0,Call 2,Complete,Election day exit poll,2.46597170829773,David Vitter,Female,White,50-59,Republican,Conservative,"$200,000 or more",College graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Neutral,McCain,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Neutral,No,Non-Tea Party supporters and Republicans,Unfavorable,Favorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",6.0,3.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale,70808.0
913785.0, Louisiana,26.0,Call 3,Complete,Election day exit poll,2.46597170829773,David Vitter,Female,White,45-49,Independent,Conservative,"$200,000 or more",College graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Strongly support,McCain,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,The economy,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Support,No,Tea Party supporters,Unfavorable,Favorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",6.0,3.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale,70808.0
895117.0, Louisiana,3.0,Call 2,Complete,Election day exit poll,1.25986278057098,David Vitter,Female,White,60-64,Republican,Moderate,"$50,000-$74,999",Postgraduate study,No,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,Somewhat support,McCain,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Support,No,Tea Party supporters,Unfavorable,Unfavorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,1.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,71112.0
895119.0, Louisiana,3.0,Call 2,Complete,Election day exit poll,1.25986278057098,David Vitter,Female,White,60-64,Republican,Moderate,"$50,000-$74,999",Postgraduate study,No,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,Somewhat support,McCain,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Support,No,Tea Party supporters,Unfavorable,Unfavorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,1.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,71112.0
