ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENHI10,GOVHI10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,GOVTDO10,HEALTHCARE10,ISSUE10,NECWORRY,OBAMA4,TEAPARTY,UNIONHH10,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEHI,TEAPARTY3,WHNCLINC,XTEAPARTYID,LINGLE2,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
913425.0,Hawaii,10.0,Call 2,Complete,Election day exit poll,0.746371746063232,Daniel Inouye,Neil Abercrombie,Female,White,25-29,Independent,Liberal,"$30,000-$49,999",Some college/assoc. degree,No,Government should do more to solve problems,Leave it as is,The economy,Somewhat worried,Strongly approve,Omit,No,Obama,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,The economy,Worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Omit,Yes,,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96816.0
920041.0,Hawaii,44.0,Call 3,Complete,Election day exit poll,1.36157393455505,Daniel Inouye,Neil Abercrombie,Male,White,60-64,Democrat,Liberal,"$200,000 or more",Postgraduate study,No,Government should do more to solve problems,Expand it,Health care,Somewhat worried,Strongly approve,Strongly oppose,No,Obama,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Something else,Worried,Approve,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Oppose,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,West,Version 1,Town,Rural,Rural,Downscale,96714.0
920038.0,Hawaii,44.0,Call 3,Complete,Election day exit poll,1.36157393455505,Daniel Inouye,Neil Abercrombie,Male,White,60-64,Democrat,Liberal,"$30,000-$49,999",Some college/assoc. degree,No,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Strongly approve,Somewhat oppose,No,Obama,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,The economy,Worried,Approve,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Oppose,Yes,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,West,Version 1,Town,Rural,Rural,Downscale,96714.0
920034.0,Hawaii,44.0,Call 3,Complete,Election day exit poll,1.05492579936981,Daniel Inouye,Neil Abercrombie,Female,White,50-59,Democrat,Liberal,"Under $30,000",Some college/assoc. degree,No,Omit,Expand it,Health care,Somewhat worried,Strongly approve,Somewhat oppose,No,Obama,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Something else,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Oppose,Yes,Non-Tea Party supporters and Democrats,Omit,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,West,Version 1,Town,Rural,Rural,Downscale,96714.0
894267.0,Hawaii,43.0,Call 1,Complete,Election day exit poll,0.788036704063416,Daniel Inouye,Neil Abercrombie,Female,White,45-49,Democrat,Moderate,"$100,000-$199,999",Postgraduate study,No,Government should do more to solve problems,Expand it,The economy,Very worried,Somewhat approve,Neutral,No,Obama,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Neutral,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Suburbs,Suburbs,2.0,1.0,West,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96734.0
920030.0,Hawaii,44.0,Call 3,Complete,Election day exit poll,1.05492579936981,Daniel Inouye,Neil Abercrombie,Female,White,50-59,Democrat,Liberal,,Postgraduate study,No,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Strongly approve,Strongly oppose,No,Obama,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Oppose,,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,West,Version 1,Town,Rural,Rural,Downscale,96714.0
920029.0,Hawaii,44.0,Call 3,Complete,Election day exit poll,1.05492579936981,Daniel Inouye,Neil Abercrombie,Female,White,50-59,Something else,Liberal,"$100,000-$199,999",College graduate,No,Government should do more to solve problems,Expand it,The war in Afghanistan,Somewhat worried,Strongly approve,Strongly oppose,No,Obama,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Something else,Worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Oppose,No,Non-Tea Party supporters and Independents/Something else,Disapprove,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,West,Version 1,Town,Rural,Rural,Downscale,96714.0
920028.0,Hawaii,44.0,Call 3,Complete,Election day exit poll,0.982770502567291,Daniel Inouye,Neil Abercrombie,Female,Other,25-29,Independent,Liberal,"Under $30,000",College graduate,No,Government should do more to solve problems,Expand it,The war in Afghanistan,Somewhat worried,Somewhat approve,Strongly oppose,No,Obama,Non black female,All other races,18-29,18-29,18-44,18-29,25-29,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,Something else,Worried,Approve,Independent/Something else,Independent Women,All others,Independents/Something else,Other,Oppose,No,Non-Tea Party supporters and Independents/Something else,Disapprove,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,West,Version 1,Town,Rural,Rural,Downscale,96714.0
920027.0,Hawaii,44.0,Call 3,Complete,Election day exit poll,1.0873054265976,Daniel Inouye,Neil Abercrombie,Male,White,50-59,Democrat,Liberal,"$200,000 or more",College graduate,No,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Somewhat approve,Strongly oppose,No,Obama,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,The economy,Worried,Approve,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Oppose,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,West,Version 1,Town,Rural,Rural,Downscale,96714.0
920026.0,Hawaii,44.0,Call 3,Complete,Election day exit poll,1.3210266828537,Daniel Inouye,Neil Abercrombie,Female,White,60-64,Democrat,Liberal,"Under $30,000",Postgraduate study,No,Government should do more to solve problems,Expand it,The war in Afghanistan,Not too worried,Strongly approve,Strongly oppose,No,Obama,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Something else,Not worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Oppose,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,West,Version 1,Town,Rural,Rural,Downscale,96714.0
894176.0,Hawaii,43.0,Call 1,Complete,Election day exit poll,0.788036704063416,Daniel Inouye,Neil Abercrombie,Female,Other,50-59,Independent,Moderate,"$100,000-$199,999",Postgraduate study,No,Government should do more to solve problems,Repeal it,The economy,Somewhat worried,Strongly approve,Strongly oppose,No,Obama,Non black female,All other races,45-65,30-59,45+,45-59,50-64,Other,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,The economy,Worried,Approve,Independent/Something else,Independent Women,All others,Independents/Something else,Native Hawaiian,Oppose,No,Non-Tea Party supporters and Independents/Something else,Disapprove,State questionnaire,Suburbs,Suburbs,2.0,1.0,West,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96734.0
912294.0,Hawaii,12.0,Call 2,Complete,Election day exit poll,0.636742532253265,Daniel Inouye,Neil Abercrombie,Male,,30-39,Independent,Liberal,"Under $30,000",College graduate,No,Government should do more to solve problems,Omit,The economy,Not too worried,Somewhat approve,Neutral,No,Obama,,,30-44,30-59,18-44,30-44,30-39,,College graduate,More than High school graduate,,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,,The economy,Not worried,Approve,Independent/Something else,Independent Men,,Independents/Something else,,Neutral,,Non-Tea Party supporters and Independents/Something else,Approve,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Extremely High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,96826.0
919917.0,Hawaii,24.0,Call 3,Complete,Election day exit poll,0.561773896217346,Daniel Inouye,Neil Abercrombie,Female,Black,30-39,Democrat,Conservative,"$50,000-$74,999",Postgraduate study,No,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Strongly approve,Strongly oppose,No,Obama,Black female,Black women,30-44,30-59,18-44,30-44,30-39,Black 30-44,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,Oppose,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
911187.0,Hawaii,53.0,Call 2,Complete,Election day exit poll,0.999559998512268,Daniel Inouye,Neil Abercrombie,Male,Other,25-29,Democrat,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Strongly approve,Omit,No,Obama,Non black male,All other races,18-29,18-29,18-44,18-29,25-29,Other,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,The economy,Worried,Approve,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Other,Omit,No,,Approve,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,West,Version 1,Town,Rural,Rural,Upscale,96768.0
919909.0,Hawaii,24.0,Call 3,Complete,Election day exit poll,0.828797221183777,Daniel Inouye,Neil Abercrombie,Female,Other,40-44,Democrat,Moderate,"$75,000-$99,999",Some college/assoc. degree,No,Government is doing too many things better left to businesses and individuals,Leave it as is,The economy,Somewhat worried,Somewhat approve,Neutral,Yes,Obama,Non black female,All other races,30-44,30-59,18-44,30-44,40-49,Other,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Native Hawaiian,Neutral,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
915625.0,Hawaii,44.0,Call 2,Complete,Election day exit poll,1.0873054265976,Daniel Inouye,Neil Abercrombie,Male,Other,50-59,Something else,,"$30,000-$49,999",College graduate,No,Government should do more to solve problems,Expand it,Omit,Not at all worried,Strongly approve,Neutral,No,Obama,Non black male,All other races,45-65,30-59,45+,45-59,50-64,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,Omit,Not worried,Approve,Independent/Something else,Independent Men,All others,Independents/Something else,Other,Neutral,No,Non-Tea Party supporters and Independents/Something else,Disapprove,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,West,Version 1,Town,Rural,Rural,Downscale,96714.0
895934.0,Hawaii,22.0,Call 1,Complete,Election day exit poll,1.12603843212128,Daniel Inouye,Neil Abercrombie,Male,Asian,30-39,Democrat,Liberal,"Under $30,000",Some college/assoc. degree,No,Government should do more to solve problems,Expand it,Health care,Not at all worried,Strongly approve,Neutral,No,Obama,Non black male,All other races,30-44,30-59,18-44,30-44,30-39,Other,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,Something else,Not worried,Approve,Democrat,Democratic Men,Non White Democrats,Liberal Democrats,Asian,Neutral,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96797.0
919991.0,Hawaii,8.0,Call 3,Complete,Election day exit poll,0.812224447727203,Daniel Inouye,Neil Abercrombie,Male,Asian,50-59,Independent,Moderate,"$200,000 or more",Postgraduate study,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Somewhat worried,Somewhat approve,Somewhat oppose,No,Obama,Non black male,All other races,45-65,30-59,45+,45-59,50-64,Other,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,The economy,Worried,Approve,Independent/Something else,Independent Men,All others,Independents/Something else,Asian,Oppose,No,Non-Tea Party supporters and Independents/Something else,Approve,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96821.0
919988.0,Hawaii,8.0,Call 3,Complete,Election day exit poll,0.812224447727203,Daniel Inouye,Neil Abercrombie,Male,Asian,30-39,Republican,Moderate,"$50,000-$74,999",College graduate,No,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Strongly approve,Somewhat oppose,No,Obama,Non black male,All other races,30-44,30-59,18-44,30-44,30-39,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,The economy,Worried,Approve,Republican,Republican Men,All others,Moderate/Liberal Republicans,Asian,Oppose,No,Non-Tea Party supporters and Republicans,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96821.0
919986.0,Hawaii,8.0,Call 3,Complete,Election day exit poll,0.788036704063416,Daniel Inouye,Neil Abercrombie,Female,Asian,50-59,Independent,Moderate,,College graduate,No,Government should do more to solve problems,Expand it,The economy,Very worried,Somewhat approve,Neutral,Yes,Obama,Non black female,All other races,45-65,30-59,45+,45-59,50-64,Other,College graduate,More than High school graduate,Non white college degree,,,,,,The economy,Worried,Approve,Independent/Something else,Independent Women,All others,Independents/Something else,Asian,Neutral,,Non-Tea Party supporters and Independents/Something else,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96821.0
919985.0,Hawaii,8.0,Call 3,Complete,Election day exit poll,1.01710486412048,Daniel Inouye,Neil Abercrombie,Male,Asian,65 or over,Democrat,Liberal,"$50,000-$74,999",Postgraduate study,No,Government should do more to solve problems,Expand it,The economy,Very worried,Somewhat approve,Neutral,Yes,Obama,Non black male,All other races,65+,60+,45+,60+,65+,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,The economy,Worried,Approve,Democrat,Democratic Men,Non White Democrats,Liberal Democrats,Asian,Neutral,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96821.0
919984.0,Hawaii,8.0,Call 3,Complete,Election day exit poll,0.788036704063416,Daniel Inouye,Neil Abercrombie,Female,Asian,30-39,Democrat,Liberal,"$50,000-$74,999",Postgraduate study,No,Omit,Leave it as is,The economy,Somewhat worried,Strongly approve,Strongly oppose,No,Obama,Non black female,All other races,30-44,30-59,18-44,30-44,30-39,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Asian,Oppose,No,Non-Tea Party supporters and Democrats,Approve,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96821.0
919887.0,Hawaii,54.0,Call 3,Complete,Election day exit poll,2.05390882492065,Daniel Inouye,Neil Abercrombie,Female,White,25-29,Democrat,Liberal,"Under $30,000",Postgraduate study,No,Government should do more to solve problems,Expand it,Health care,Somewhat worried,Somewhat approve,Omit,No,Obama,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Something else,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Omit,No,,Approve,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,West,Version 1,Town,Rural,Rural,Upscale,96768.0
919982.0,Hawaii,8.0,Call 3,Complete,Election day exit poll,0.986815869808197,Daniel Inouye,Neil Abercrombie,Female,White,60-64,Democrat,Liberal,"$30,000-$49,999",Postgraduate study,No,Omit,Leave it as is,The economy,Not too worried,Strongly approve,Strongly oppose,No,Obama,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,The economy,Not worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Oppose,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96821.0
919981.0,Hawaii,8.0,Call 3,Complete,Election day exit poll,0.986815869808197,Daniel Inouye,Neil Abercrombie,Female,White,60-64,Democrat,Moderate,"$100,000-$199,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Leave it as is,The economy,Somewhat worried,Strongly approve,Neutral,No,Obama,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Neutral,No,Non-Tea Party supporters and Democrats,Approve,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96821.0
893500.0,Hawaii,24.0,Call 1,Complete,Election day exit poll,0.8542360663414,Daniel Inouye,Neil Abercrombie,Male,Asian,30-39,Something else,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Somewhat approve,Neutral,Yes,Obama,Non black male,All other races,30-44,30-59,18-44,30-44,30-39,Other,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,The economy,Worried,Approve,Independent/Something else,Independent Men,All others,Independents/Something else,Asian,Neutral,No,Non-Tea Party supporters and Independents/Something else,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
919971.0,Hawaii,8.0,Call 3,Complete,Election day exit poll,0.812224447727203,Daniel Inouye,Neil Abercrombie,Male,Asian,45-49,Independent,Moderate,"$100,000-$199,999",Postgraduate study,No,Government is doing too many things better left to businesses and individuals,Expand it,The economy,Somewhat worried,Somewhat approve,Neutral,No,Obama,Non black male,All other races,45-65,30-59,45+,45-59,40-49,Other,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,The economy,Worried,Approve,Independent/Something else,Independent Men,All others,Independents/Something else,Asian,Neutral,No,Non-Tea Party supporters and Independents/Something else,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96821.0
911146.0,Hawaii,22.0,Call 2,Complete,Election day exit poll,1.12603843212128,Daniel Inouye,Neil Abercrombie,Male,Asian,40-44,Democrat,Liberal,"$75,000-$99,999",College graduate,No,Government should do more to solve problems,Expand it,Health care,Somewhat worried,Somewhat approve,Strongly oppose,Yes,Obama,Non black male,All other races,30-44,30-59,18-44,30-44,40-49,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Something else,Worried,Approve,Democrat,Democratic Men,Non White Democrats,Liberal Democrats,Asian,Oppose,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96797.0
919969.0,Hawaii,8.0,Call 3,Complete,Election day exit poll,0.788036704063416,Daniel Inouye,Neil Abercrombie,Female,White,50-59,Independent,Liberal,,Postgraduate study,No,Government should do more to solve problems,Expand it,Health care,Not too worried,Strongly approve,Strongly oppose,Yes,Obama,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Something else,Not worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Oppose,,Non-Tea Party supporters and Independents/Something else,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96821.0
919967.0,Hawaii,8.0,Call 3,Complete,Election day exit poll,0.986815869808197,Daniel Inouye,Neil Abercrombie,Female,White,65 or over,,Liberal,"$200,000 or more",Postgraduate study,No,Government should do more to solve problems,Leave it as is,The war in Afghanistan,Somewhat worried,Somewhat approve,Strongly oppose,No,Obama,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Something else,Worried,Approve,,,,,White,Oppose,No,,Approve,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96821.0
919964.0,Hawaii,8.0,Call 3,Complete,Election day exit poll,0.986815869808197,Daniel Inouye,Neil Abercrombie,Female,White,65 or over,Independent,Moderate,"$75,000-$99,999",College graduate,No,Government should do more to solve problems,Expand it,Health care,Not too worried,Somewhat approve,Somewhat oppose,No,Obama,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Something else,Not worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Oppose,No,Non-Tea Party supporters and Independents/Something else,Approve,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96821.0
913451.0,Hawaii,12.0,Call 2,Complete,Election day exit poll,0.696712851524353,Daniel Inouye,Neil Abercrombie,Female,Hispanic,50-59,Democrat,Moderate,"Under $30,000",Some college/assoc. degree,Yes,Government should do more to solve problems,Expand it,Health care,Very worried,Somewhat approve,Neutral,No,Obama,Non black female,Latino women,45-65,30-59,45+,45-59,50-64,Latino 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,Something else,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Other,Neutral,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Extremely High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,96826.0
919961.0,Hawaii,10.0,Call 3,Complete,Election day exit poll,0.801170647144318,Daniel Inouye,Neil Abercrombie,Female,Asian,40-44,Democrat,Liberal,"$75,000-$99,999",Some college/assoc. degree,No,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Somewhat disapprove,Neutral,Yes,Obama,Non black female,All other races,30-44,30-59,18-44,30-44,40-49,Other,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,The economy,Worried,Disapprove,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Asian,Neutral,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96816.0
919774.0,Hawaii,43.0,Call 3,Complete,Election day exit poll,0.986815869808197,Daniel Inouye,Neil Abercrombie,Female,Other,65 or over,Democrat,Liberal,"$30,000-$49,999",Some college/assoc. degree,No,Government should do more to solve problems,Repeal it,The war in Afghanistan,Somewhat worried,Strongly approve,Neutral,Yes,Obama,Non black female,All other races,65+,60+,45+,60+,65+,Other,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,Something else,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Native Hawaiian,Neutral,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Suburbs,Suburbs,2.0,1.0,West,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96734.0
919957.0,Hawaii,10.0,Call 3,Complete,Election day exit poll,0.825761556625366,Daniel Inouye,Neil Abercrombie,Male,Other,45-49,Democrat,Conservative,"Under $30,000",Postgraduate study,No,Government should do more to solve problems,Expand it,The economy,Very worried,Somewhat approve,Neutral,No,Obama,Non black male,All other races,45-65,30-59,45+,45-59,40-49,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,The economy,Worried,Approve,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Other,Neutral,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96816.0
919770.0,Hawaii,43.0,Call 3,Not complete,Election day exit poll,0.986815869808197,Daniel Inouye,Neil Abercrombie,Female,White,65 or over,,,,College graduate,No,Government should do more to solve problems,,,,Strongly approve,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,,,Approve,,,,,White,,,,,State questionnaire,Suburbs,Suburbs,2.0,1.0,West,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96734.0
