ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENCT10,GOVCT10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,CHILD,GOVTDO10,NECWORRY,OBAMA4,TEAPARTY,TIMESEN10,UNFAIRCT10,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,PARENTS,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARENTS,TEAPARTY3,TIMESENMTH10,TIMESENWK10,UNFAIRBLUM,UNFAIRMCMA,WHNCLINC,XTEAPARTYID,BLUMHONEST,MCMAWREST,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
904824.0,Connecticut,24.0,Call 3,Complete,Election day exit poll,0.787214457988739,Linda McMahon,Tom Foley,Female,White,18-24,Independent,Moderate,"Under $30,000",Some college/assoc. degree,No,No,,,,,,,,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Women without children,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,,,,Yes,,,,National questionnaire,Suburbs,Suburbs,2.0,2.0,East,Version 4,Suburb,60s Suburbs,Urban Perimeter,Downscale
904949.0,Connecticut,24.0,Call 3,Complete,Election day exit poll,0.704809308052063,Richard Blumenthal,Dan Malloy,Male,White,50-59,Democrat,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,No,,,,,,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,,,,No,,,,National questionnaire,Suburbs,Suburbs,2.0,2.0,East,Version 4,Suburb,60s Suburbs,Urban Perimeter,Downscale
905074.0,Connecticut,24.0,Call 3,Complete,Election day exit poll,0.756078481674194,Linda McMahon,Tom Foley,Female,White,50-59,Republican,Conservative,"$75,000-$99,999",High school graduate,No,No,,,,,,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,,,,No,,,,National questionnaire,Suburbs,Suburbs,2.0,2.0,East,Version 4,Suburb,60s Suburbs,Urban Perimeter,Downscale
905214.0,Connecticut,76.0,Call 3,Complete,Election day exit poll,1.00373721122742,Richard Blumenthal,Dan Malloy,Male,White,45-49,Democrat,Liberal,"$75,000-$99,999",College graduate,No,No,,,,,,,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,,,,,,No,,,,National questionnaire,Suburbs,Suburbs,4.0,1.0,East,Version 4,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
905306.0,Connecticut,24.0,Call 3,Complete,Election day exit poll,0.810346126556396,Other,Tom Foley,Male,White,25-29,Republican,Moderate,"$30,000-$49,999",Postgraduate study,No,No,,,,,,,,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Men without children,,,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,,,,,,,No,,,,National questionnaire,Suburbs,Suburbs,2.0,2.0,East,Version 4,Suburb,60s Suburbs,Urban Perimeter,Downscale
905317.0,Connecticut,76.0,Call 3,Complete,Election day exit poll,1.01229441165924,Linda McMahon,Tom Foley,Male,White,60-64,Republican,Conservative,"$100,000-$199,999",Postgraduate study,No,No,,,,,,,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Men without children,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,,,,No,,,,National questionnaire,Suburbs,Suburbs,4.0,1.0,East,Version 4,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
905330.0,Connecticut,34.0,Call 3,Complete,Election day exit poll,0.932496845722198,Linda McMahon,Tom Foley,Female,White,50-59,Democrat,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,No,Government is doing too many things better left to businesses and individuals,Very worried,Strongly disapprove,Somewhat support,Before that,Both of them,McCain,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,Worried,Disapprove,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Do not have children,Support,Before that,In the last month or earlier,Richard Blumenthal did,Linda McMahon did,No,Tea Party supporters,No,Did not affect your vote,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
905401.0,Connecticut,34.0,Call 3,Not complete,Election day exit poll,0.917651116847992,Linda McMahon,Tom Foley,Male,White,50-59,,,,High school graduate,No,No,Government is doing too many things better left to businesses and individuals,,,,Before that,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,,Men without children,,,,,,,White,,,Before that,In the last month or earlier,,,,,,,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
905418.0,Connecticut,76.0,Call 3,Complete,Election day exit poll,1.01763081550598,Linda McMahon,Tom Foley,Male,White,50-59,Democrat,Moderate,"$200,000 or more",Postgraduate study,No,No,,,,,,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Men without children,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,,,,No,,,,National questionnaire,Suburbs,Suburbs,4.0,1.0,East,Version 4,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
905469.0,Connecticut,24.0,Call 3,Complete,Election day exit poll,0.860811233520508,Richard Blumenthal,Tom Foley,Female,Asian,30-39,Something else,,"$75,000-$99,999",Some college/assoc. degree,No,No,,,,,,,,Non black female,All other races,30-44,30-59,18-44,30-44,30-39,Other,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Women without children,,,Independent/Something else,Independent Women,All others,Independents/Something else,Asian,,,,,,,No,,,,National questionnaire,Suburbs,Suburbs,2.0,2.0,East,Version 4,Suburb,60s Suburbs,Urban Perimeter,Downscale
905471.0,Connecticut,24.0,Call 3,Complete,Election day exit poll,0.860811233520508,Richard Blumenthal,Tom Foley,Female,Asian,30-39,Something else,,"$75,000-$99,999",Some college/assoc. degree,No,No,,,,,,,,Non black female,All other races,30-44,30-59,18-44,30-44,30-39,Other,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Women without children,,,Independent/Something else,Independent Women,All others,Independents/Something else,Asian,,,,,,,No,,,,National questionnaire,Suburbs,Suburbs,2.0,2.0,East,Version 4,Suburb,60s Suburbs,Urban Perimeter,Downscale
905488.0,Connecticut,34.0,Call 3,Complete,Election day exit poll,0.878695607185364,Richard Blumenthal,Dan Malloy,Female,White,65 or over,Independent,Liberal,"$75,000-$99,999",Postgraduate study,No,No,Government should do more to solve problems,Somewhat worried,Somewhat approve,Strongly oppose,Before that,Only Linda McMahon,Obama,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,Worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Do not have children,Oppose,Before that,In the last month or earlier,Richard Blumenthal did not,Linda McMahon did,No,Non-Tea Party supporters and Independents/Something else,Yes,Less likely to vote for her,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
905527.0,Connecticut,76.0,Call 3,Complete,Election day exit poll,1.01997566223145,Richard Blumenthal,Dan Malloy,Female,White,45-49,Republican,Conservative,"$50,000-$74,999",College graduate,No,No,,,,,,,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,,,,No,,,,National questionnaire,Suburbs,Suburbs,4.0,1.0,East,Version 4,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
905556.0,Connecticut,34.0,Call 3,Complete,Election day exit poll,0.970897853374481,Linda McMahon,Tom Foley,Female,White,25-29,Republican,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,Yes,Government should do more to solve problems,Very worried,Strongly disapprove,Neutral,Before that,Neither of them,McCain,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Moms - Women with children,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Non-Tea Party supporters and Moms,Neutral,Before that,In the last month or earlier,Richard Blumenthal did not,Linda McMahon did not,No,Non-Tea Party supporters and Republicans,No,Did not affect your vote,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
905602.0,Connecticut,32.0,Call 3,Complete,Election day exit poll,1.02224886417389,Richard Blumenthal,Tom Foley,Male,White,60-64,Republican,Moderate,"$100,000-$199,999",Postgraduate study,No,No,Omit,Very worried,Somewhat approve,Strongly oppose,In the last three days,Both of them,Obama,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Men without children,Worried,Approve,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Do not have children,Oppose,In the last month,In the last week,Richard Blumenthal did,Linda McMahon did,No,Non-Tea Party supporters and Republicans,Yes,Less likely to vote for her,State questionnaire,Suburbs,Suburbs,2.0,2.0,East,Version 1,Suburb,70s Suburbs,Urban Perimeter,Very upscale
905621.0,Connecticut,76.0,Call 3,Complete,Election day exit poll,0.998473703861237,Richard Blumenthal,Dan Malloy,Male,White,65 or over,Democrat,Moderate,"$50,000-$74,999",College graduate,No,No,,,,,,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,,,,No,,,,National questionnaire,Suburbs,Suburbs,4.0,1.0,East,Version 4,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
905627.0,Connecticut,34.0,Call 3,Complete,Election day exit poll,0.905061900615692,Richard Blumenthal,Dan Malloy,Male,White,18-24,Independent,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,No,Government should do more to solve problems,Not at all worried,Strongly approve,Neutral,In the last month,Omit,Obama,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Men without children,Not worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Do not have children,Neutral,In the last month,In the last month or earlier,Omit,Omit,No,Non-Tea Party supporters and Independents/Something else,Omit,Less likely to vote for her,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
905692.0,Connecticut,34.0,Call 3,Not complete,Election day exit poll,0.932496845722198,Linda McMahon,Tom Foley,Female,White,40-44,,,,College graduate,No,Yes,Government is doing too many things better left to businesses and individuals,,,,In the last month,,,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,Moms - Women with children,,,,,,,White,,,In the last month,In the last month or earlier,,,,,,,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
905693.0,Connecticut,32.0,Call 3,Complete,Election day exit poll,0.902607679367065,Linda McMahon,Tom Foley,Male,White,45-49,Independent,Conservative,"$100,000-$199,999",Postgraduate study,No,Yes,Government is doing too many things better left to businesses and individuals,Very worried,Strongly disapprove,Strongly support,In the last three days,Neither of them,McCain,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Dads - Men with children,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Tea Party supporters and Dads,Support,In the last month,In the last week,Richard Blumenthal did not,Linda McMahon did not,No,Tea Party supporters,No,More likely to vote for her,State questionnaire,Suburbs,Suburbs,2.0,2.0,East,Version 1,Suburb,70s Suburbs,Urban Perimeter,Very upscale
905729.0,Connecticut,91.0,Call 3,Complete,Election day exit poll,0.985734701156616,Richard Blumenthal,Dan Malloy,Male,White,18-24,Democrat,Liberal,"$100,000-$199,999",High school graduate,No,No,Government should do more to solve problems,Somewhat worried,Somewhat approve,Strongly oppose,In the last week,Both of them,Obama,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Men without children,Worried,Approve,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Do not have children,Oppose,In the last month,In the last week,Richard Blumenthal did,Linda McMahon did,No,Non-Tea Party supporters and Democrats,No,Did not affect your vote,State questionnaire,Suburbs,Suburbs,4.0,4.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale
905743.0,Connecticut,76.0,Call 3,Complete,Election day exit poll,1.04507195949554,Richard Blumenthal,Dan Malloy,Male,White,18-24,Democrat,Liberal,,College graduate,No,,,,,Somewhat oppose,,,Obama,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,College graduate,More than High school graduate,White college degree,,,,,,,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,Oppose,,,,,,Non-Tea Party supporters and Democrats,,,National questionnaire,Suburbs,Suburbs,4.0,1.0,East,Version 3,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
905774.0,Connecticut,34.0,Call 3,Complete,Election day exit poll,0.912838995456696,Linda McMahon,Tom Foley,Male,White,65 or over,Republican,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,No,Government is doing too many things better left to businesses and individuals,Very worried,Strongly disapprove,Strongly support,Before that,Both of them,McCain,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Men without children,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Do not have children,Support,Before that,In the last month or earlier,Richard Blumenthal did,Linda McMahon did,Yes,Tea Party supporters,No,Did not affect your vote,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
905782.0,Connecticut,32.0,Call 3,Complete,Election day exit poll,1.02184069156647,Richard Blumenthal,Dan Malloy,Male,Black,45-49,Democrat,Liberal,"$50,000-$74,999",College graduate,No,Yes,Government should do more to solve problems,Somewhat worried,Strongly approve,Neutral,Before that,Only Linda McMahon,Obama,Black male,Black men,45-65,30-59,45+,45-59,40-49,Black 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Dads - Men with children,Worried,Approve,Democrat,Democratic Men,Non White Democrats,Liberal Democrats,Black,Non-Tea Party supporters and Dads,Neutral,Before that,In the last month or earlier,Richard Blumenthal did not,Linda McMahon did,No,Non-Tea Party supporters and Democrats,Yes,Less likely to vote for her,State questionnaire,Suburbs,Suburbs,2.0,2.0,East,Version 1,Suburb,70s Suburbs,Urban Perimeter,Very upscale
905804.0,Connecticut,82.0,Call 3,Complete,Election day exit poll,0.820822596549988,Richard Blumenthal,Dan Malloy,Female,White,18-24,Democrat,Liberal,"$30,000-$49,999",College graduate,No,,Government should do more to solve problems,Somewhat worried,Strongly approve,Neutral,,,Obama,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,Neutral,,,,,No,Non-Tea Party supporters and Democrats,,,National questionnaire,Suburbs,Suburbs,5.0,4.0,East,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
905808.0,Connecticut,91.0,Call 3,Complete,Election day exit poll,1.11553978919983,Linda McMahon,Tom Foley,Female,White,45-49,Republican,Moderate,"$75,000-$99,999",College graduate,No,No,Government is doing too many things better left to businesses and individuals,Somewhat worried,Somewhat disapprove,Neutral,In the last month,Both of them,McCain,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Do not have children,Neutral,In the last month,In the last month or earlier,Richard Blumenthal did,Linda McMahon did,No,Non-Tea Party supporters and Republicans,Yes,Did not affect your vote,State questionnaire,Suburbs,Suburbs,4.0,4.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale
905837.0,Connecticut,76.0,Call 3,Complete,Election day exit poll,1.00373721122742,Richard Blumenthal,Dan Malloy,Male,Hispanic,45-49,Democrat,Liberal,,No high school diploma,Yes,,,,,Somewhat oppose,,,Obama,Non black male,Latino men,45-65,30-59,45+,45-59,40-49,Latino 45-54,No college degree,High school graduate or less,Non white no college degree,,,,,,,,,Democrat,Democratic Men,Non White Democrats,Liberal Democrats,Hispanic/Latino,,Oppose,,,,,,Non-Tea Party supporters and Democrats,,,National questionnaire,Suburbs,Suburbs,4.0,1.0,East,Version 3,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
905864.0,Connecticut,34.0,Call 3,Complete,Election day exit poll,0.912838995456696,Linda McMahon,Tom Foley,Male,White,65 or over,Democrat,Liberal,"$50,000-$74,999",College graduate,No,No,Government should do more to solve problems,Somewhat worried,Somewhat approve,Neutral,In the last week,Only Richard Blumenthal,Other,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,Worried,Approve,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Do not have children,Neutral,In the last month,In the last week,Richard Blumenthal did,Linda McMahon did not,No,Non-Tea Party supporters and Democrats,No,More likely to vote for her,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
905887.0,Connecticut,91.0,Call 3,Complete,Election day exit poll,0.962063252925873,Richard Blumenthal,Dan Malloy,Female,White,45-49,Democrat,Liberal,"$100,000-$199,999",Postgraduate study,No,Yes,Government should do more to solve problems,Somewhat worried,Somewhat disapprove,Somewhat oppose,Before that,Only Linda McMahon,Obama,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Moms - Women with children,Worried,Disapprove,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Non-Tea Party supporters and Moms,Oppose,Before that,In the last month or earlier,Richard Blumenthal did not,Linda McMahon did,No,Non-Tea Party supporters and Democrats,Yes,Less likely to vote for her,State questionnaire,Suburbs,Suburbs,4.0,4.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale
905899.0,Connecticut,32.0,Call 3,Complete,Election day exit poll,1.02763783931732,Richard Blumenthal,Tom Foley,Male,White,45-49,Independent,Moderate,"$75,000-$99,999",Postgraduate study,No,Yes,Government is doing too many things better left to businesses and individuals,Somewhat worried,Strongly approve,Neutral,In the last month,Only Linda McMahon,Obama,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Dads - Men with children,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Non-Tea Party supporters and Dads,Neutral,In the last month,In the last month or earlier,Richard Blumenthal did not,Linda McMahon did,No,Non-Tea Party supporters and Independents/Something else,Yes,Did not affect your vote,State questionnaire,Suburbs,Suburbs,2.0,2.0,East,Version 1,Suburb,70s Suburbs,Urban Perimeter,Very upscale
905955.0,Connecticut,76.0,Call 3,Complete,Election day exit poll,1.01462686061859,Richard Blumenthal,Dan Malloy,Female,White,65 or over,Democrat,Liberal,,College graduate,No,,,,,Strongly oppose,,,Obama,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,Oppose,,,,,,Non-Tea Party supporters and Democrats,,,National questionnaire,Suburbs,Suburbs,4.0,1.0,East,Version 3,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
905966.0,Connecticut,91.0,Call 3,Complete,Election day exit poll,1.02441799640656,Linda McMahon,Tom Foley,Female,,50-59,Republican,Conservative,,Some college/assoc. degree,,Yes,Government is doing too many things better left to businesses and individuals,Very worried,Strongly disapprove,Strongly support,Before that,Omit,McCain,,,45-65,30-59,45+,45-59,50-64,,No college degree,More than High school graduate,,,,,,,Moms - Women with children,Worried,Disapprove,Republican,Republican Women,,Conservative Republicans,,Tea Party supporters and Moms,Support,Before that,In the last month or earlier,Omit,Omit,,Tea Party supporters,No,Less likely to vote for her,State questionnaire,Suburbs,Suburbs,4.0,4.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale
905972.0,Connecticut,34.0,Call 3,Complete,Election day exit poll,0.883327722549438,Richard Blumenthal,Dan Malloy,Female,White,45-49,Independent,Liberal,"$100,000-$199,999",College graduate,No,Yes,Government should do more to solve problems,Very worried,Somewhat approve,Strongly oppose,Before that,Both of them,Obama,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Moms - Women with children,Worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Non-Tea Party supporters and Moms,Oppose,Before that,In the last month or earlier,Richard Blumenthal did,Linda McMahon did,No,Non-Tea Party supporters and Independents/Something else,Yes,Less likely to vote for her,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
905984.0,Connecticut,32.0,Call 3,Complete,Election day exit poll,0.868846952915192,Richard Blumenthal,Dan Malloy,Female,White,50-59,Democrat,Moderate,"$200,000 or more",College graduate,No,No,Government should do more to solve problems,Somewhat worried,Strongly approve,Strongly oppose,In the last week,Both of them,Obama,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Women without children,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Do not have children,Oppose,In the last month,In the last week,Richard Blumenthal did,Linda McMahon did,No,Non-Tea Party supporters and Democrats,No,Less likely to vote for her,State questionnaire,Suburbs,Suburbs,2.0,2.0,East,Version 1,Suburb,70s Suburbs,Urban Perimeter,Very upscale
906038.0,Connecticut,76.0,Call 3,Complete,Election day exit poll,1.05953776836395,Linda McMahon,Tom Foley,Male,White,18-24,Republican,Conservative,,Some college/assoc. degree,No,,,,,Strongly oppose,,,McCain,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,,,,,,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,Oppose,,,,,,Non-Tea Party supporters and Republicans,,,National questionnaire,Suburbs,Suburbs,4.0,1.0,East,Version 3,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
906042.0,Connecticut,91.0,Call 3,Complete,Election day exit poll,0.962063252925873,Richard Blumenthal,Dan Malloy,Female,White,40-44,Democrat,Moderate,"$100,000-$199,999",Postgraduate study,No,Yes,Government should do more to solve problems,Somewhat worried,Strongly approve,Strongly oppose,Before that,Only Linda McMahon,Obama,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Moms - Women with children,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Non-Tea Party supporters and Moms,Oppose,Before that,In the last month or earlier,Richard Blumenthal did not,Linda McMahon did,No,Non-Tea Party supporters and Democrats,Yes,Less likely to vote for her,State questionnaire,Suburbs,Suburbs,4.0,4.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale
906044.0,Connecticut,34.0,Call 3,Complete,Election day exit poll,0.912838995456696,Linda McMahon,Tom Foley,Male,White,65 or over,Independent,Conservative,"$75,000-$99,999",Postgraduate study,No,No,Government is doing too many things better left to businesses and individuals,Very worried,Somewhat disapprove,Somewhat support,Before that,Both of them,McCain,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Do not have children,Support,Before that,In the last month or earlier,Richard Blumenthal did,Linda McMahon did,No,Tea Party supporters,No,Did not affect your vote,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
906076.0,Connecticut,32.0,Call 3,Complete,Election day exit poll,1.02763783931732,Richard Blumenthal,Tom Foley,Male,White,50-59,Independent,Moderate,"$75,000-$99,999",High school graduate,No,No,Government is doing too many things better left to businesses and individuals,Somewhat worried,Somewhat approve,Neutral,In the last week,Both of them,Obama,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Do not have children,Neutral,In the last month,In the last week,Richard Blumenthal did,Linda McMahon did,No,Non-Tea Party supporters and Independents/Something else,Yes,Did not affect your vote,State questionnaire,Suburbs,Suburbs,2.0,2.0,East,Version 1,Suburb,70s Suburbs,Urban Perimeter,Very upscale
