ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENNY10,SEN2NY10,GOVNY10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,CHILD,GOVTDO10,ISSUE10,NECWORRY,OBAMA4,TEAPARTY,UNIONHH10,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,PARENTS,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARENTS,TEAPARTY3,WHNCLINC,XTEAPARTYID,HONEST10NY,HONESTCUOMO,HONESTPALA,QTYPE,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
914958.0, New York,59.0,Call 3,Complete,Election day exit poll,0.865509450435638,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Female,Black,40-44,Democrat,Moderate,"$75,000-$99,999",Postgraduate study,No,,Government should do more to solve problems,The economy,Very worried,Strongly approve,Strongly oppose,,Obama,Black female,Black women,30-44,30-59,18-44,30-44,40-49,Black 30-44,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,Oppose,No,Non-Tea Party supporters and Democrats,,,,National questionnaire,English,Suburbs,Suburbs,4.0,2.0,East,Version 1,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale
870270.0, New York,32.0,Call 1,Complete,Election day exit poll,0.699137806892395,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Female,Black,50-59,Democrat,Moderate,"$30,000-$49,999",Postgraduate study,No,,,The economy,,,,,,Black female,Black women,45-65,30-59,45+,45-59,50-64,Black 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,,The economy,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,,No,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",11.0,1.0,East,Version 2,Extremely High Density Urban,Urban,Urban Core,Very downscale
871196.0, New York,1.0,Call 1,Complete,Election day exit poll,1.32605350017548,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,White,50-59,Independent,Moderate,"$100,000-$199,999",College graduate,No,Yes,Government is doing too many things better left to businesses and individuals,The economy,Somewhat worried,Strongly approve,Strongly oppose,No,Obama,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Dads - Men with children,The economy,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Non-Tea Party supporters and Dads,Oppose,No,Non-Tea Party supporters and Independents/Something else,Only Andrew Cuomo,Andrew Cuomo is,Carl Paladino is not,State questionnaire,English,Suburbs,Suburbs,21.0,3.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale
895491.0, New York,55.0,Call 2,Complete,Election day exit poll,1.05536556243896,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Female,Black,50-59,Democrat,Liberal,"Under $30,000",College graduate,No,,Government should do more to solve problems,The economy,Not at all worried,Strongly approve,Omit,,Obama,Black female,Black women,45-65,30-59,45+,45-59,50-64,Black 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,,The economy,Not worried,Approve,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Black,,Omit,No,,,,,National questionnaire,English,Suburbs,Suburbs,21.0,5.0,East,Version 1,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
914930.0, New York,28.0,Call 3,Complete,Election day exit poll,1.02309203147888,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,Other,50-59,Something else,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,No,Omit,The economy,Somewhat worried,Strongly approve,Strongly oppose,Yes,Obama,Non black male,All other races,45-65,30-59,45+,45-59,50-64,Other,No college degree,More than High school graduate,Non white no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,Men without children,The economy,Worried,Approve,Independent/Something else,Independent Men,All others,Independents/Something else,Other,Do not have children,Oppose,No,Non-Tea Party supporters and Independents/Something else,Only Andrew Cuomo,Andrew Cuomo is,Carl Paladino is not,State questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,23.0,5.0,East,Version 1,Town,Rural,Rural,Downscale
914921.0, New York,29.0,Call 3,Complete,Election day exit poll,0.924283862113953,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Female,Black,30-39,Democrat,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,Yes,Government should do more to solve problems,The economy,Very worried,Strongly approve,Somewhat oppose,No,Obama,Black female,Black women,30-44,30-59,18-44,30-44,30-39,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,Moms - Women with children,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,Non-Tea Party supporters and Moms,Oppose,No,Non-Tea Party supporters and Democrats,Only Andrew Cuomo,Andrew Cuomo is,Carl Paladino is not,State questionnaire,English,"Cities over 500,000","Cities over 50,000",10.0,1.0,East,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale
914901.0, New York,4.0,Call 3,Complete,Election day exit poll,1.00986576080322,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Female,Black,45-49,Democrat,Liberal,"$30,000-$49,999",High school graduate,No,Yes,Government is doing too many things better left to businesses and individuals,The economy,Very worried,Strongly approve,Neutral,Yes,Obama,Black female,Black women,45-65,30-59,45+,45-59,40-49,Black 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,Moms - Women with children,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Black,Non-Tea Party supporters and Moms,Neutral,No,Non-Tea Party supporters and Democrats,Only Andrew Cuomo,Andrew Cuomo is,Carl Paladino is not,State questionnaire,English,"Cities over 500,000","Cities over 50,000",16.0,1.0,East,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale
914895.0, New York,49.0,Call 3,Complete,Election day exit poll,1.16215002536774,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,Black,50-59,Democrat,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,,,The economy,,,,,,Black male,Black men,45-65,30-59,45+,45-59,50-64,Black 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,,The economy,,,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,,,No,,,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",28.0,4.0,East,Version 2,High Density Urban,Urban,Urban Core,Downscale
871107.0, New York,32.0,Call 1,Complete,Election day exit poll,0.536925077438354,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,White,30-39,Democrat,Liberal,"$200,000 or more",Postgraduate study,No,,Government should do more to solve problems,The economy,Somewhat worried,Somewhat approve,Strongly oppose,,Obama,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Approve,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,Oppose,No,Non-Tea Party supporters and Democrats,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",11.0,1.0,East,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale
914846.0, New York,16.0,Call 3,Complete,Election day exit poll,1.04014360904694,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,White,50-59,Independent,Moderate,"$100,000-$199,999",Postgraduate study,No,No,Government should do more to solve problems,The economy,Somewhat worried,Strongly approve,Strongly oppose,No,Obama,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Men without children,The economy,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Do not have children,Oppose,No,Non-Tea Party supporters and Independents/Something else,Only Andrew Cuomo,Andrew Cuomo is,Carl Paladino is not,State questionnaire,English,Suburbs,Suburbs,27.0,5.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
914835.0, New York,85.0,Call 3,Complete,Election day exit poll,0.570613503456116,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Female,White,45-49,Democrat,Liberal,"$75,000-$99,999",College graduate,No,,,The economy,,,,,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,No,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",13.0,1.0,East,Version 2,Extremely High Density Urban,Urban,Urban Core,Upscale
914801.0, New York,101.0,Call 3,Complete,Election day exit poll,0.646730720996857,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,White,50-59,Something else,Moderate,"$100,000-$199,999",High school graduate,No,,,The economy,,,,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,No,,,,,National questionnaire,English,Suburbs,Suburbs,3.0,2.0,East,Version 2,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
914794.0, New York,49.0,Call 3,Complete,Election day exit poll,1.15589606761932,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Female,Black,50-59,Democrat,Moderate,"Under $30,000",High school graduate,No,,Government should do more to solve problems,The economy,Very worried,Strongly approve,Strongly oppose,,Obama,Black female,Black women,45-65,30-59,45+,45-59,50-64,Black 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,Oppose,No,Non-Tea Party supporters and Democrats,,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",28.0,4.0,East,Version 1,High Density Urban,Urban,Urban Core,Downscale
895342.0, New York,4.0,Call 2,Complete,Election day exit poll,1.14426553249359,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Female,Black,65 or over,Democrat,Liberal,"Under $30,000",No high school diploma,No,Yes,Government should do more to solve problems,The economy,Somewhat worried,Strongly approve,Strongly support,No,Obama,Black female,Black women,65+,60+,45+,60+,65+,Black 65+,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,Moms - Women with children,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Black,Tea Party supporters and Moms,Support,No,Tea Party supporters,Only Andrew Cuomo,Andrew Cuomo is,Carl Paladino is not,State questionnaire,English,"Cities over 500,000","Cities over 50,000",16.0,1.0,East,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale
895330.0, New York,23.0,Call 2,Complete,Election day exit poll,0.318321079015732,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Female,White,40-44,Something else,Moderate,"$75,000-$99,999",College graduate,No,,,The economy,,,,,,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,No,,,,,National questionnaire,English,Suburbs,Suburbs,27.0,4.0,East,Version 2,Suburb,70s Suburbs,Urban Perimeter,Very upscale
914771.0, New York,23.0,Call 3,Complete,Election day exit poll,0.360685408115387,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Female,White,65 or over,Democrat,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,,,The economy,,,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,No,,,,,National questionnaire,English,Suburbs,Suburbs,27.0,4.0,East,Version 2,Suburb,70s Suburbs,Urban Perimeter,Very upscale
914766.0, New York,37.0,Call 3,Complete,Election day exit poll,1.3875435590744,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,White,50-59,Democrat,Liberal,"$75,000-$99,999",College graduate,No,,Government should do more to solve problems,The economy,Somewhat worried,Somewhat approve,Somewhat oppose,,Obama,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Approve,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,Oppose,No,Non-Tea Party supporters and Democrats,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",8.0,1.0,East,Version 1,Extremely High Density Urban,Urban,Urban Core,Downscale
915318.0, New York,29.0,Call 3,Complete,Election day exit poll,0.929284751415253,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,Black,45-49,Democrat,Moderate,"$100,000-$199,999",Postgraduate study,No,No,Government should do more to solve problems,The economy,Not too worried,Strongly approve,Strongly oppose,No,Obama,Black male,Black men,45-65,30-59,45+,45-59,40-49,Black 45-54,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,Men without children,The economy,Not worried,Approve,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,Do not have children,Oppose,No,Non-Tea Party supporters and Democrats,Only Andrew Cuomo,Andrew Cuomo is,Carl Paladino is not,State questionnaire,English,"Cities over 500,000","Cities over 50,000",10.0,1.0,East,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale
914755.0, New York,29.0,Call 3,Complete,Election day exit poll,0.929284751415253,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,Black,40-44,Democrat,Liberal,,Postgraduate study,No,No,Government should do more to solve problems,The economy,Somewhat worried,Somewhat approve,Neutral,Yes,McCain,Black male,Black men,30-44,30-59,18-44,30-44,40-49,Black 30-44,College graduate,More than High school graduate,Non white college degree,,,,,,Men without children,The economy,Worried,Approve,Democrat,Democratic Men,Non White Democrats,Liberal Democrats,Black,Do not have children,Neutral,,Non-Tea Party supporters and Democrats,Only Andrew Cuomo,Andrew Cuomo is,Carl Paladino is not,State questionnaire,English,"Cities over 500,000","Cities over 50,000",10.0,1.0,East,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale
914748.0, New York,49.0,Call 3,Complete,Election day exit poll,1.15589606761932,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Female,Black,30-39,Democrat,Moderate,"$50,000-$74,999",College graduate,No,,Government should do more to solve problems,The economy,Somewhat worried,Strongly approve,Strongly oppose,,Obama,Black female,Black women,30-44,30-59,18-44,30-44,30-39,Black 30-44,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,Oppose,No,Non-Tea Party supporters and Democrats,,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",28.0,4.0,East,Version 1,High Density Urban,Urban,Urban Core,Downscale
895251.0, New York,23.0,Call 2,Complete,Election day exit poll,0.362636893987656,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,White,65 or over,Democrat,Liberal,"Under $30,000",College graduate,No,,,The economy,,,,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,The economy,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,,No,,,,,National questionnaire,English,Suburbs,Suburbs,27.0,4.0,East,Version 2,Suburb,70s Suburbs,Urban Perimeter,Very upscale
914693.0, New York,49.0,Call 3,Complete,Election day exit poll,1.15589606761932,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Female,Black,30-39,Democrat,Moderate,"Under $30,000",Some college/assoc. degree,No,,Government should do more to solve problems,The economy,Very worried,Strongly approve,Strongly oppose,,Obama,Black female,Black women,30-44,30-59,18-44,30-44,30-39,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,Oppose,No,Non-Tea Party supporters and Democrats,,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",28.0,4.0,East,Version 1,High Density Urban,Urban,Urban Core,Downscale
868103.0, New York,87.0,Call 1,Complete,Election day exit poll,0.801053524017334,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Female,White,50-59,Democrat,Liberal,"$75,000-$99,999",Some college/assoc. degree,No,,,The economy,,,,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,No,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",13.0,1.0,East,Version 2,Extremely High Density Urban,Urban,Urban Core,Upscale
870925.0, New York,111.0,Call 1,Complete,Election day exit poll,1.50253367424011,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,White,60-64,Independent,Conservative,"$200,000 or more",Postgraduate study,No,Yes,Government should do more to solve problems,The economy,Very worried,Somewhat approve,Strongly oppose,Yes,Obama,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Dads - Men with children,The economy,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Non-Tea Party supporters and Dads,Oppose,No,Non-Tea Party supporters and Independents/Something else,Neither of them,Andrew Cuomo is not,Carl Paladino is not,State questionnaire,English,Suburbs,Suburbs,18.0,3.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
870923.0, New York,111.0,Call 1,Complete,Election day exit poll,1.50253367424011,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,White,60-64,Independent,Conservative,"$200,000 or more",Postgraduate study,No,Yes,Government should do more to solve problems,The economy,Very worried,Somewhat approve,Strongly oppose,Yes,Obama,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Dads - Men with children,The economy,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Non-Tea Party supporters and Dads,Oppose,No,Non-Tea Party supporters and Independents/Something else,Neither of them,Andrew Cuomo is not,Carl Paladino is not,State questionnaire,English,Suburbs,Suburbs,18.0,3.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
895191.0, New York,59.0,Call 2,Complete,Election day exit poll,0.870192289352417,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,Black,30-39,Democrat,Moderate,"$100,000-$199,999",Postgraduate study,No,,,The economy,,,,,,Black male,Black men,30-44,30-59,18-44,30-44,30-39,Black 30-44,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,,The economy,,,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,,,No,,,,,National questionnaire,English,Suburbs,Suburbs,4.0,2.0,East,Version 2,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale
870883.0, New York,101.0,Call 1,Complete,Election day exit poll,0.643250405788422,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Female,White,45-49,Democrat,Liberal,"$100,000-$199,999",College graduate,No,,,The economy,,,,,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,No,,,,,National questionnaire,English,Suburbs,Suburbs,3.0,2.0,East,Version 2,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
895174.0, New York,23.0,Call 2,Complete,Election day exit poll,0.360685408115387,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Female,White,65 or over,Independent,Moderate,"$50,000-$74,999",Postgraduate study,No,,,The economy,,,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,No,,,,,National questionnaire,English,Suburbs,Suburbs,27.0,4.0,East,Version 2,Suburb,70s Suburbs,Urban Perimeter,Very upscale
870847.0, New York,111.0,Call 1,Complete,Election day exit poll,1.49444806575775,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Female,White,65 or over,Democrat,Moderate,"$75,000-$99,999",High school graduate,No,No,Government should do more to solve problems,The economy,Somewhat worried,Somewhat approve,Strongly oppose,No,Obama,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Do not have children,Oppose,No,Non-Tea Party supporters and Democrats,Only Andrew Cuomo,Andrew Cuomo is,Carl Paladino is not,State questionnaire,English,Suburbs,Suburbs,18.0,3.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
895145.0, New York,55.0,Call 2,Complete,Election day exit poll,0.810501515865326,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,White,50-59,Independent,Moderate,"$50,000-$74,999",High school graduate,No,,,The economy,,,,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,No,,,,,National questionnaire,English,Suburbs,Suburbs,21.0,5.0,East,Version 2,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
914588.0, New York,1.0,Call 3,Complete,Election day exit poll,1.85466980934143,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,White,18-24,Democrat,Conservative,"$200,000 or more",No high school diploma,No,Yes,Government is doing too many things better left to businesses and individuals,The economy,Somewhat worried,Somewhat approve,Neutral,Yes,Didn't vote,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Dads - Men with children,The economy,Worried,Approve,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Non-Tea Party supporters and Dads,Neutral,No,Non-Tea Party supporters and Democrats,Only Andrew Cuomo,Andrew Cuomo is,Carl Paladino is not,State questionnaire,English,Suburbs,Suburbs,21.0,3.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale
870821.0, New York,59.0,Call 1,Complete,Election day exit poll,0.870192289352417,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,Black,50-59,Democrat,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,,Government should do more to solve problems,The economy,Very worried,Strongly approve,Strongly oppose,,Obama,Black male,Black men,45-65,30-59,45+,45-59,50-64,Black 45-54,No college degree,More than High school graduate,Non white no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,,The economy,Worried,Approve,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,,Oppose,No,Non-Tea Party supporters and Democrats,,,,National questionnaire,English,Suburbs,Suburbs,4.0,2.0,East,Version 1,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale
870802.0, New York,32.0,Call 1,Complete,Election day exit poll,0.534035682678223,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Female,White,30-39,Democrat,Liberal,"$100,000-$199,999",Postgraduate study,No,,Government should do more to solve problems,The economy,Very worried,Somewhat approve,Strongly oppose,,Obama,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,Oppose,No,Non-Tea Party supporters and Democrats,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",11.0,1.0,East,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale
870798.0, New York,101.0,Call 1,Complete,Election day exit poll,0.732802033424377,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,White,60-64,Democrat,Moderate,"Under $30,000",High school graduate,No,,,The economy,,,,,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,The economy,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,Yes,,,,,National questionnaire,English,Suburbs,Suburbs,3.0,2.0,East,Version 2,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
914528.0, New York,49.0,Call 3,Complete,Election day exit poll,0.887707114219666,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,White,30-39,Democrat,Liberal,"$50,000-$74,999",Postgraduate study,No,,Government should do more to solve problems,The economy,Somewhat worried,Strongly approve,Strongly oppose,,Obama,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Approve,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,Oppose,No,Non-Tea Party supporters and Democrats,,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",28.0,4.0,East,Version 1,High Density Urban,Urban,Urban Core,Downscale
914526.0, New York,101.0,Call 3,Complete,Election day exit poll,0.646730720996857,Charles Schumer,Kirsten Gillibrand,Andrew Cuomo,Male,White,40-44,Independent,Moderate,"$75,000-$99,999",High school graduate,No,,Government is doing too many things better left to businesses and individuals,The economy,Somewhat worried,Strongly approve,Neutral,,Obama,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,Neutral,No,Non-Tea Party supporters and Independents/Something else,,,,National questionnaire,English,Suburbs,Suburbs,3.0,2.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
