ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENIA10,GOVIA10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,BRNAGAIN,CHILD,FAVDEM2,FAVREP2,FAVPALIN2,FAVROMN2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,NECWORRY,OBAMA4,PRIORITY,TEAPARTY,TRACK,VOTE2008,WORK,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,PARENTS,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARENTS,TEAPARTY3,WHNCLINC,WHTEVANG,XTEAPARTYID,CELLPHONE,LANDPHONE,RCAUC2012,SAMESEXM,CELLULAR,REP2012C,WRKWOMEN,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
879309.0, Iowa,29.0,Call 1,Complete,Election day exit poll,0.953715741634369,Roxanne Conlin,Chet Culver,Female,White,60-64,Republican,Conservative,"$75,000-$99,999",,No,,No,,,Unfavorable,Omit,,,,Government should do more to solve problems,Omit,The economy,Somewhat worried,Somewhat disapprove,,Neutral,Seriously off on the wrong track,,No,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,,,,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Do not have children,Neutral,,,Non-Tea Party supporters and Republicans,,,,,,,All others,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Upscale
917256.0, Iowa,108.0,Call 3,Complete,Election day exit poll,1.17615389823914,Roxanne Conlin,Chet Culver,Male,White,40-44,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,,Yes,,,Unfavorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Omit,The economy,Not too worried,Somewhat disapprove,,Neutral,Generally going in the right direction,,Yes,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Dads - Men with children,,The economy,Not worried,Disapprove,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Non-Tea Party supporters and Dads,Neutral,Yes,,Non-Tea Party supporters and Democrats,,,,,,,All others,State questionnaire,Rural,Small Cities/Rural,4.0,2.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Upscale
897238.0, Iowa,102.0,Call 2,Complete,Election day exit poll,1.14855968952179,Roxanne Conlin,Terry Branstad,Male,White,50-59,Independent,Moderate,"Under $30,000",No high school diploma,No,,No,,,Unfavorable,Omit,,,,Government is doing too many things better left to businesses and individuals,Omit,The economy,Somewhat worried,Somewhat disapprove,,Neutral,Omit,,No,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Men without children,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Do not have children,Neutral,Yes,,Non-Tea Party supporters and Independents/Something else,,,,,,,All others,State questionnaire,Rural,Small Cities/Rural,5.0,4.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
897114.0, Iowa,42.0,Call 2,Complete,Election day exit poll,0.661170721054077,Roxanne Conlin,Terry Branstad,Female,White,65 or over,Independent,Moderate,"Under $30,000",High school graduate,No,,Yes,,,Unfavorable,Favorable,,,,Government should do more to solve problems,Omit,The economy,Very worried,Somewhat approve,,Neutral,Seriously off on the wrong track,,Yes,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Moms - Women with children,,The economy,Worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Non-Tea Party supporters and Moms,Neutral,Yes,,Non-Tea Party supporters and Independents/Something else,,,,,,,Working women,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,3.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale
916495.0, Iowa,113.0,Call 3,Complete,Election day exit poll,0.963963031768799,Roxanne Conlin,Terry Branstad,Female,White,18-24,Independent,Conservative,"Under $30,000",High school graduate,No,,No,,,Favorable,Omit,,,,Government is doing too many things better left to businesses and individuals,Omit,The economy,Very worried,Strongly disapprove,,Neutral,Seriously off on the wrong track,,No,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Women without children,,The economy,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Do not have children,Neutral,Yes,,Non-Tea Party supporters and Independents/Something else,,,,,,,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,4.0,Midwest,Version 1,Suburb,Urban,Urban Core,Upscale
896999.0, Iowa,59.0,Call 2,Complete,Election day exit poll,0.731121122837067,Roxanne Conlin,Terry Branstad,Female,White,25-29,Republican,Moderate,"$75,000-$99,999",Some college/assoc. degree,No,,No,,,Unfavorable,Unfavorable,,,,Government should do more to solve problems,Omit,The economy,Somewhat worried,Somewhat approve,,Neutral,Generally going in the right direction,,Yes,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,,The economy,Worried,Approve,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Do not have children,Neutral,No,,Non-Tea Party supporters and Republicans,,,,,,,Working women,State questionnaire,Suburbs,Suburbs,2.0,1.0,Midwest,Version 1,Suburb,70s Suburbs,Urban Perimeter,Very upscale
878720.0, Iowa,16.0,Call 1,Complete,Election day exit poll,0.877558171749115,Chuck Grassley,Chet Culver,Female,White,60-64,Independent,Liberal,,,No,,No,,,Favorable,Omit,,,,Omit,Omit,The economy,Not at all worried,Omit,,Neutral,Omit,,No,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,,,,,,,,,Women without children,,The economy,Not worried,Omit,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Do not have children,Neutral,,,Non-Tea Party supporters and Independents/Something else,,,,,,,All others,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,5.0,4.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Downscale
916723.0, Iowa,55.0,Call 3,Complete,Election day exit poll,1.02604830265045,Chuck Grassley,Chet Culver,Male,White,65 or over,Independent,Liberal,"$75,000-$99,999",College graduate,No,,No,,,Favorable,Unfavorable,,,,Government is doing too many things better left to businesses and individuals,Omit,The economy,Not too worried,Somewhat disapprove,,Neutral,Seriously off on the wrong track,,Yes,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,The economy,Not worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Do not have children,Neutral,No,,Non-Tea Party supporters and Independents/Something else,,,,,,,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,1.0,Midwest,Version 1,Suburb,Urban,Urban Core,Upscale
897912.0, Iowa,49.0,Call 2,Complete,Election day exit poll,1.01179766654968,Chuck Grassley,Chet Culver,Male,White,60-64,Independent,Moderate,"$75,000-$99,999",College graduate,No,,No,,,Unfavorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Omit,The economy,Very worried,Strongly approve,,Neutral,Generally going in the right direction,,Yes,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,The economy,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Do not have children,Neutral,No,,Non-Tea Party supporters and Independents/Something else,,,,,,,All others,State questionnaire,Suburbs,Suburbs,2.0,1.0,Midwest,Version 1,Suburb,70s Suburbs,Urban Perimeter,Very upscale
864081.0, Iowa,50010.0,,Complete,Telephone survey,0.603656947612762,Chuck Grassley,Chet Culver,Female,White,65 or over,Democrat,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,,No,,,Omit,Omit,,,,Omit,Omit,The economy,Very worried,Strongly disapprove,,Neutral,Seriously off on the wrong track,,No,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Women without children,,The economy,Worried,Disapprove,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Do not have children,Neutral,Yes,,Non-Tea Party supporters and Democrats,,,,,,,All others,State questionnaire,Rural,Small Cities/Rural,3.0,3.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
879403.0, Iowa,17.0,Call 1,Complete,Election day exit poll,0.841045558452606,Chuck Grassley,Terry Branstad,Female,White,65 or over,Republican,Moderate,,College graduate,No,,No,,,Unfavorable,Unfavorable,,,,Government is doing too many things better left to businesses and individuals,Omit,The economy,Very worried,Strongly disapprove,,Neutral,Seriously off on the wrong track,,Yes,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,Women without children,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Do not have children,Neutral,,,Non-Tea Party supporters and Republicans,,,,,,,Working women,State questionnaire,Rural,Small Cities/Rural,5.0,4.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
916848.0, Iowa,42.0,Call 3,Complete,Election day exit poll,0.820536434650421,Chuck Grassley,Terry Branstad,Female,White,50-59,Independent,Conservative,"$30,000-$49,999",College graduate,No,,No,,,Omit,Omit,,,,Omit,Omit,The economy,Very worried,Somewhat disapprove,,Neutral,Seriously off on the wrong track,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Women without children,,The economy,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Do not have children,Neutral,No,,Non-Tea Party supporters and Independents/Something else,,,,,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,3.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale
916738.0, Iowa,42.0,Call 3,Complete,Election day exit poll,0.820536434650421,Chuck Grassley,Terry Branstad,Female,White,30-39,Democrat,Moderate,"$75,000-$99,999",High school graduate,No,,No,,,Favorable,Unfavorable,,,,Government should do more to solve problems,Omit,The economy,Very worried,Somewhat approve,,Neutral,Seriously off on the wrong track,,Yes,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Do not have children,Neutral,No,,Non-Tea Party supporters and Democrats,,,,,,,Working women,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,3.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale
864088.0, Iowa,50004.0,,Complete,Telephone survey,0.841332912445068,Chuck Grassley,Terry Branstad,Female,White,65 or over,Republican,Moderate,"$30,000-$49,999",High school graduate,No,,No,,,Omit,Favorable,,,,Government is doing too many things better left to businesses and individuals,Omit,The economy,Somewhat worried,Somewhat approve,,Neutral,Omit,,No,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Women without children,,The economy,Worried,Approve,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Do not have children,Neutral,Yes,,Non-Tea Party supporters and Republicans,,,,,,,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,1.0,Midwest,Version 1,Suburb,Urban,Urban Core,Upscale
896629.0, Iowa,29.0,Call 2,Complete,Election day exit poll,0.518553614616394,Chuck Grassley,Other,Female,White,60-64,Republican,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,,No,,,Favorable,Unfavorable,,,,Government is doing too many things better left to businesses and individuals,Omit,The economy,Very worried,Strongly disapprove,,Neutral,Seriously off on the wrong track,,No,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Women without children,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Do not have children,Neutral,No,,Non-Tea Party supporters and Republicans,,,,,,,All others,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Upscale
897166.0, Iowa,108.0,Call 2,Complete,Election day exit poll,1.55354416370392,Other,Chet Culver,Female,White,50-59,Democrat,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,,Yes,,,Unfavorable,Omit,,,,Government should do more to solve problems,Omit,The economy,Not too worried,Somewhat approve,,Neutral,Generally going in the right direction,,Yes,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Moms - Women with children,,The economy,Not worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Non-Tea Party supporters and Moms,Neutral,No,,Non-Tea Party supporters and Democrats,,,,,,,Working women,State questionnaire,Rural,Small Cities/Rural,4.0,2.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Upscale
864140.0, Iowa,,,Complete,Telephone survey,2.19590926170349,Other,Other,Male,White,50-59,Independent,Moderate,"$100,000-$199,999",Postgraduate study,No,,No,,,Unfavorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Omit,The economy,Somewhat worried,Somewhat disapprove,,Neutral,Seriously off on the wrong track,,Yes,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Men without children,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Do not have children,Neutral,No,,Non-Tea Party supporters and Independents/Something else,,,,,,,All others,State questionnaire,Rural,Small Cities/Rural,5.0,4.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
864144.0, Iowa,,,Complete,Telephone survey,0.441114842891693,Roxanne Conlin,Chet Culver,Female,White,25-29,Democrat,Liberal,"$30,000-$49,999",College graduate,No,,Yes,,,Unfavorable,Unfavorable,,,,Government is doing too many things better left to businesses and individuals,Expand it,Illegal immigration,Somewhat worried,Strongly approve,,Neutral,Generally going in the right direction,,Yes,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Moms - Women with children,,Something else,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Non-Tea Party supporters and Moms,Neutral,No,,Non-Tea Party supporters and Democrats,,,,,,,Working women,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,4.0,Midwest,Version 1,Low Density Rural,Urban,Urban Core,Upscale
916333.0, Iowa,100.0,Call 3,Complete,Election day exit poll,1.04624915122986,Roxanne Conlin,Chet Culver,Female,Hispanic,18-24,Democrat,Moderate,"Under $30,000",High school graduate,Yes,,No,,,Unfavorable,Unfavorable,,,,Government should do more to solve problems,Expand it,Illegal immigration,Somewhat worried,Somewhat approve,,Neutral,Generally going in the right direction,,Yes,Non black female,Latino women,18-29,18-29,18-44,18-29,18-24,Latino 18-29,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,Women without children,,Something else,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Hispanic/Latino,Do not have children,Neutral,No,,Non-Tea Party supporters and Democrats,,,,,,,Working women,State questionnaire,Rural,Small Cities/Rural,4.0,3.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
917846.0, Iowa,36.0,Call 3,Complete,Election day exit poll,0.95912092924118,Chuck Grassley,Chet Culver,Male,White,40-44,Something else,Conservative,"$50,000-$74,999",Postgraduate study,No,,Yes,,,Favorable,Unfavorable,,,,Government should do more to solve problems,Expand it,Illegal immigration,Very worried,Strongly disapprove,,Neutral,Seriously off on the wrong track,,Yes,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Dads - Men with children,,Something else,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Non-Tea Party supporters and Dads,Neutral,No,,Non-Tea Party supporters and Independents/Something else,,,,,,,All others,State questionnaire,Rural,Small Cities/Rural,5.0,4.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
897807.0, Iowa,113.0,Call 2,Complete,Election day exit poll,0.949704170227051,Chuck Grassley,Terry Branstad,Male,White,25-29,Republican,Conservative,"$75,000-$99,999",College graduate,No,,Yes,,,Favorable,Favorable,,,,Government should do more to solve problems,Expand it,Illegal immigration,Somewhat worried,Strongly disapprove,,Neutral,Generally going in the right direction,,Yes,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Dads - Men with children,,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Non-Tea Party supporters and Dads,Neutral,No,,Non-Tea Party supporters and Republicans,,,,,,,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,4.0,Midwest,Version 1,Suburb,Urban,Urban Core,Upscale
864232.0, Iowa,50010.0,,Complete,Telephone survey,0.892348289489746,Chuck Grassley,Terry Branstad,Male,White,25-29,Independent,Liberal,"$30,000-$49,999",Some college/assoc. degree,No,,Yes,,,Favorable,Unfavorable,,,,Government should do more to solve problems,Expand it,Illegal immigration,Very worried,Strongly disapprove,,Neutral,Seriously off on the wrong track,,Yes,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Dads - Men with children,,Something else,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Non-Tea Party supporters and Dads,Neutral,Yes,,Non-Tea Party supporters and Independents/Something else,,,,,,,All others,State questionnaire,Rural,Small Cities/Rural,3.0,3.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
898156.0, Iowa,80.0,Call 2,Complete,Election day exit poll,0.912239670753479,Roxanne Conlin,Chet Culver,Male,White,50-59,Democrat,Moderate,"$50,000-$74,999",High school graduate,No,,No,,,Unfavorable,Unfavorable,,,,Government should do more to solve problems,Leave it as is,Illegal immigration,Somewhat worried,Strongly approve,,Neutral,Generally going in the right direction,,Yes,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,Something else,Worried,Approve,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Do not have children,Neutral,No,,Non-Tea Party supporters and Democrats,,,,,,,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,3.0,Midwest,Version 1,Suburb,Urban,Urban Core,Downscale
897907.0, Iowa,36.0,Call 2,Complete,Election day exit poll,0.719154894351959,Chuck Grassley,Terry Branstad,Female,White,65 or over,Democrat,Conservative,"Under $30,000",Some college/assoc. degree,No,,No,,,Unfavorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Leave it as is,Illegal immigration,Very worried,Strongly disapprove,,Neutral,Seriously off on the wrong track,,No,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Women without children,,Something else,Worried,Disapprove,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Do not have children,Neutral,Yes,,Non-Tea Party supporters and Democrats,,,,,,,All others,State questionnaire,Rural,Small Cities/Rural,5.0,4.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
916636.0, Iowa,1.0,Call 3,Complete,Election day exit poll,1.03820931911469,Roxanne Conlin,Chet Culver,Male,White,60-64,Independent,Moderate,,High school graduate,No,,No,,,Favorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Somewhat worried,Strongly disapprove,,Neutral,Seriously off on the wrong track,,Yes,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,,Men without children,,Something else,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Do not have children,Neutral,,,Non-Tea Party supporters and Independents/Something else,,,,,,,All others,State questionnaire,Rural,Small Cities/Rural,4.0,2.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
877990.0, Iowa,36.0,Call 1,Complete,Election day exit poll,1.10144627094269,Roxanne Conlin,Chet Culver,Male,White,65 or over,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,,No,,,Unfavorable,Unfavorable,,,,Government should do more to solve problems,Repeal it,Illegal immigration,Very worried,Strongly approve,,Neutral,Seriously off on the wrong track,,No,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Men without children,,Something else,Worried,Approve,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Do not have children,Neutral,Yes,,Non-Tea Party supporters and Democrats,,,,,,,All others,State questionnaire,Rural,Small Cities/Rural,5.0,4.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
864135.0, Iowa,50000.0,,Complete,Telephone survey,2.06434726715088,Chuck Grassley,,Male,White,65 or over,Independent,Conservative,"Under $30,000",High school graduate,No,,No,,,Omit,Favorable,,,,Omit,Repeal it,Illegal immigration,Very worried,Somewhat disapprove,,Neutral,Seriously off on the wrong track,,No,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Men without children,,Something else,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Do not have children,Neutral,Yes,,Non-Tea Party supporters and Independents/Something else,,,,,,,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,1.0,Midwest,Version 1,High Density Urban,Urban,Urban Core,Upscale
880273.0, Iowa,96.0,Call 1,Complete,Election day exit poll,0.52521163225174,Chuck Grassley,,Male,White,65 or over,Republican,Moderate,"Under $30,000",No high school diploma,No,,No,,,Favorable,Favorable,,,,Government should do more to solve problems,Repeal it,Illegal immigration,Very worried,Strongly disapprove,,Neutral,Seriously off on the wrong track,,No,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Men without children,,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Do not have children,Neutral,Yes,,Non-Tea Party supporters and Republicans,,,,,,,All others,State questionnaire,Rural,Small Cities/Rural,5.0,4.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
864189.0, Iowa,50000.0,,Complete,Telephone survey,2.75581121444702,Chuck Grassley,Terry Branstad,Female,White,30-39,Republican,Conservative,,Some college/assoc. degree,No,,Yes,,,Favorable,Omit,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Somewhat worried,Strongly disapprove,,Neutral,Seriously off on the wrong track,,No,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,,,,,,Moms - Women with children,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Non-Tea Party supporters and Moms,Neutral,,,Non-Tea Party supporters and Republicans,,,,,,,All others,State questionnaire,Rural,Small Cities/Rural,1.0,1.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Downscale
898138.0, Iowa,36.0,Call 2,Complete,Election day exit poll,0.691943287849426,Chuck Grassley,Terry Branstad,Female,White,45-49,Republican,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,Yes,,,Unfavorable,Unfavorable,,,,Omit,Repeal it,Illegal immigration,Very worried,Somewhat disapprove,,Neutral,Seriously off on the wrong track,,Yes,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Moms - Women with children,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Non-Tea Party supporters and Moms,Neutral,Yes,,Non-Tea Party supporters and Republicans,,,,,,,Working women,State questionnaire,Rural,Small Cities/Rural,5.0,4.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
917903.0, Iowa,17.0,Call 3,Complete,Election day exit poll,0.809221804141998,Chuck Grassley,Terry Branstad,Female,White,50-59,Independent,Moderate,"$75,000-$99,999",College graduate,No,,No,,,Unfavorable,Unfavorable,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Somewhat worried,Somewhat disapprove,,Neutral,Seriously off on the wrong track,,Yes,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,,Something else,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Do not have children,Neutral,No,,Non-Tea Party supporters and Independents/Something else,,,,,,,Working women,State questionnaire,Rural,Small Cities/Rural,5.0,4.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
917396.0, Iowa,106.0,Call 3,Complete,Election day exit poll,0.969078600406647,Chuck Grassley,Terry Branstad,Female,White,50-59,Republican,Conservative,"$75,000-$99,999",College graduate,No,,Yes,,,Favorable,Favorable,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,,Neutral,Seriously off on the wrong track,,Yes,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Moms - Women with children,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Non-Tea Party supporters and Moms,Neutral,No,,Non-Tea Party supporters and Republicans,,,,,,,Working women,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Upscale
