ID,PRSNV20,WEIGHT,ACASUPREME,AGE,AGE3,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,CHILD12,CONTAINCOVID,CONTAINCOVID2,COUNT2,COUNTACC,COVIDHARDSHIP,COVIDHARDSHIP2,EARLYVELECTION,ECONVCORONA20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FACEMASKS,FAVBIDEN2,FAVPRES20,FAVTRUMP,FINSIT,FORCAND,GEOCODE,GOVTANGR16,GOVTANGR16B,HANDLECORONA20,HANDLEECON20,IMMBETTER,INC100K,INC30K,INC50K,INCOME3,INCOME20,INCWHITE,ISSUE20,LATINO,LGBT,NEC,NEC2,NEWVOTER,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT20,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACISM20,RACISM20B,REGION,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,TEMPBIDEN,TEMPERAMENT20,TEMPTRUMP,TIME16,TIME16MONTH,TIME16WEEK,TRUMP2,TRUMP4,UNIONHH12,VERSION,VETVOTER,VOTEMETHOD,WHNCLINC
67886.0,Joe Biden,1.78283020322,,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,2.0,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,Favorable,Only Biden,Unfavorable,About the same,,3.0,Angry,"Dissatisfied, but not angry or Angry",,,Help the country,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Racial inequality,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,-1.0,Moderate/Liberal Republicans,Moderate Independents,Cares about people like me,White,White,State questionnaire,White,White,White,,,West,Male,White men,,Rural,Small Cities/Rural,English,Nevada,Other,Telephone survey,Yes,Only Joe Biden does,No,In September,Before that,Before that,,,,Version 1,No,By mail,No
67882.0,Joe Biden,10.05426597004,,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,All others,All others,Complete,,4.0,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,Favorable,Only Biden,Unfavorable,Better today,,2.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,Help the country,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and non white",Health care policy,No,,,,,,Democrat,Non-black Democrat,All Other,Democratic men,Democrat,Democratic Men,Non-White Democrats,Liberal,-1.0,Liberal Democrats,Liberal Democrats,Can unite the country,Other,Asian,State questionnaire,Asian,Non-white,Asian,,,West,Male,All other races,,Suburbs,Suburbs,English,Nevada,Other,Telephone survey,Yes,Only Joe Biden does,No,In September,Before that,Before that,,,,Version 1,No,By mail,No
67880.0,Donald Trump,5.34001223014,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,4.0,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,Unfavorable,Only Trump,Favorable,Better today,,2.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Health care policy,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,-1.0,Moderate/Liberal Republicans,Moderate Independents,Has good judgment,White,White,State questionnaire,White,White,White,,,West,Female,White women,,Suburbs,Suburbs,English,Nevada,White suburban women,Telephone survey,No,Only Donald Trump does,Yes,In October,In the last month,Before that,,,,Version 1,No,By mail,No
67878.0,Joe Biden,3.90353590243,,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,3.0,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,Favorable,Only Biden,Unfavorable,Worse today,,2.0,Angry,"Dissatisfied, but not angry or Angry",,,Hurt the country,,,,,,,The coronavirus pandemic,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,,-1.0,,,Can unite the country,White,White,State questionnaire,White,White,White,,,West,Male,White men,,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,Version 1,,By mail,No
67874.0,Joe Biden,10.57059348751,,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,All others,All others,Complete,,3.0,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,Favorable,Only Biden,Unfavorable,About the same,,2.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,Help the country,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",The coronavirus pandemic,No,,,,,,Independent/Something else,Non-black non-Democrat,All Other,Independent men,Independent,Independent Men,All others,Liberal,-1.0,Moderate/Liberal Republicans,Liberal Independents,Has good judgment,Other,Asian,State questionnaire,Asian,Non-white,Asian,,,West,Male,All other races,,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Yes,Both of them do,Yes,Before that,Before that,Before that,,,,Version 1,No,By mail,No
67872.0,Joe Biden,2.39835964736,,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,2.0,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Only Biden,Unfavorable,About the same,,1.0,Angry,"Dissatisfied, but not angry or Angry",,,Help the country,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The coronavirus pandemic,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,-1.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Can unite the country,White,White,State questionnaire,White,White,White,,,West,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,Version 1,No,By mail,No
67870.0,Joe Biden,7.90603540562,,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,All others,All others,Complete,,2.0,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,Unfavorable,Neither of them,Unfavorable,Worse today,,1.0,Angry,"Dissatisfied, but not angry or Angry",,,Help the country,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",Health care policy,No,,,,,,Democrat,Non-black Democrat,All Other,Democratic men,Democrat,Democratic Men,Non-White Democrats,Moderate,-1.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Has good judgment,Other,American Indian,State questionnaire,Other,Non-white,American Indian,,,West,Male,All other races,,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,Version 1,No,By mail,No
67869.0,,1.10839089268,,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,All others,All others,Complete,,2.0,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,Favorable,Only Biden,Unfavorable,Worse today,,1.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,Help the country,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",The economy,No,,,,,,Independent/Something else,Non-black non-Democrat,All Other,Independent men,Independent,Independent Men,All others,Moderate,-1.0,Moderate/Liberal Republicans,Moderate Independents,Has good judgment,Other,Other,State questionnaire,Other,Non-white,Other,,,West,Male,All other races,,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,Version 1,No,By mail,No
67868.0,Joe Biden,1.95326542686,,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,2.0,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,Favorable,Only Biden,Unfavorable,About the same,,1.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,Help the country,,,,,,,The coronavirus pandemic,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Moderate,-1.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Can unite the country,White,White,State questionnaire,White,White,White,,,West,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,Version 1,No,By mail,No
67867.0,Joe Biden,2.18616758192,,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,2.0,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Only Biden,Unfavorable,About the same,,1.0,Angry,"Dissatisfied, but not angry or Angry",,,Help the country,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The coronavirus pandemic,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,-1.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Has good judgment,White,White,State questionnaire,White,White,White,,,West,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Yes,Only Joe Biden does,No,In September,Before that,Before that,,,,Version 1,No,By mail,No
67866.0,Joe Biden,3.63604460713,,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,2.0,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,Favorable,Only Biden,Unfavorable,Worse today,,1.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,Help the country,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Health care policy,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Moderate,-1.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Can unite the country,White,White,State questionnaire,White,White,White,,,West,Male,White men,,Suburbs,Suburbs,English,Nevada,White suburban men,Telephone survey,,,No,Before that,Before that,Before that,,,,Version 1,No,By mail,No
67865.0,Joe Biden,2.18908714463,,65+,60+,65-74,45+,60+,65+,Non-Black 60+,All others,All others,Complete,,4.0,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Favorable,Only Biden,Unfavorable,About the same,,3.0,Angry,"Dissatisfied, but not angry or Angry",,,Help the country,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and non white",The coronavirus pandemic,No,,,,,,Independent/Something else,Non-black non-Democrat,All Other,Independent women,Something else,Independent Women,All others,Moderate,-1.0,Moderate/Liberal Republicans,Moderate Independents,Has good judgment,Other,Asian,State questionnaire,Asian,Non-white,Asian,,,West,Female,All other races,,Rural,Small Cities/Rural,English,Nevada,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,Version 1,No,By mail,No
67862.0,Joe Biden,6.63186244409,,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,All others,All others,Complete,,3.0,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Favorable,Only Biden,Unfavorable,About the same,,2.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,Help the country,,,,,,,The coronavirus pandemic,No,,,,,,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Democratic Women,Non-White Democrats,Liberal,-1.0,Liberal Democrats,Liberal Democrats,Has good judgment,Other,Asian,State questionnaire,Asian,Non-white,Asian,,,West,Female,All other races,,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,Version 1,No,By mail,No
67859.0,Joe Biden,5.47996436929,,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,3.0,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,Favorable,Only Biden,Unfavorable,Worse today,,2.0,Angry,"Dissatisfied, but not angry or Angry",,,Help the country,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Health care policy,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Conservative,-1.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Has good judgment,White,White,State questionnaire,White,White,White,,,West,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,Version 1,No,By mail,No
67858.0,Joe Biden,9.31024227379,,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,1.0,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,Favorable,Only Biden,Unfavorable,Worse today,,2.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,Help the country,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,,-1.0,,,Has good judgment,White,White,State questionnaire,White,White,White,,,West,Female,White women,,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Yes,Only Joe Biden does,No,In September,Before that,Before that,,,,Version 1,No,By mail,No
67855.0,Joe Biden,2.39835964736,,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,2.0,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Only Biden,Unfavorable,Worse today,,1.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,Help the country,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",Health care policy,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,-1.0,Liberal Democrats,Liberal Democrats,Can unite the country,White,White,State questionnaire,White,White,White,,,West,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,Version 1,No,By mail,No
67854.0,Joe Biden,2.76582874387,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,2.0,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Only Biden,Unfavorable,About the same,,3.0,Angry,"Dissatisfied, but not angry or Angry",,,Help the country,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The coronavirus pandemic,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,Independent Women,White Independent,Conservative,-1.0,Moderate/Liberal Republicans,Conservative Independents,Has good judgment,White,White,State questionnaire,White,White,White,,,West,Female,White women,,Rural,Small Cities/Rural,English,Nevada,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,Version 1,No,By mail,No
67853.0,Joe Biden,4.07324025228,,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,3.0,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,Favorable,Only Biden,Unfavorable,About the same,,2.0,Angry,"Dissatisfied, but not angry or Angry",,,Help the country,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Health care policy,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,-1.0,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,White,White,,,West,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,Version 1,No,By mail,No
67852.0,Joe Biden,6.9115753662,,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,3.0,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,Favorable,Only Biden,Unfavorable,About the same,,2.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,Help the country,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The coronavirus pandemic,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,-1.0,Moderate/Liberal Republicans,Moderate Independents,Can unite the country,White,White,State questionnaire,White,White,White,,,West,Male,White men,,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Yes,Only Joe Biden does,No,In October,In the last month,Before that,,,,Version 1,No,By mail,No
67851.0,Joe Biden,2.36915154731,,65+,60+,65-74,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,3.0,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Favorable,Only Biden,Unfavorable,About the same,,2.0,Angry,"Dissatisfied, but not angry or Angry",,,Help the country,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and non white",The coronavirus pandemic,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,-1.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Is a strong leader,Black,Black,State questionnaire,Black,Non-white,Black,,,West,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,Version 1,No,By mail,No
67850.0,Joe Biden,10.87483497023,,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,3.0,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Only Biden,Unfavorable,About the same,,2.0,Angry,"Dissatisfied, but not angry or Angry",,,Help the country,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Health care policy,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,-1.0,Liberal Democrats,Liberal Democrats,Is a strong leader,White,White,State questionnaire,White,White,White,,,West,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,Version 1,No,By mail,No
67845.0,Donald Trump,8.19602153149,,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,2.0,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,Unfavorable,Only Trump,Favorable,About the same,,3.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,Hurt the country,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Crime and safety,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,-1.0,Independent/Something else,Conservative Republicans,Has good judgment,White,White,State questionnaire,White,White,White,,,West,Female,White women,,Rural,Small Cities/Rural,English,Nevada,Other,Telephone survey,No,Only Donald Trump does,Yes,In September,Before that,Before that,,,,Version 1,No,By mail,No
67844.0,Joe Biden,3.34888820129,,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,2.0,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Only Biden,Unfavorable,About the same,,3.0,Angry,"Dissatisfied, but not angry or Angry",,,Help the country,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Health care policy,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,-1.0,Moderate/Liberal Republicans,Moderate Independents,Cares about people like me,White,White,State questionnaire,White,White,White,,,West,Female,White women,,Rural,Small Cities/Rural,English,Nevada,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,Version 1,No,By mail,No
67843.0,Joe Biden,11.43330296706,,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,3.0,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Only Biden,Unfavorable,About the same,,2.0,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,,Help the country,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Racial inequality,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,-1.0,Moderate/Liberal Republicans,Moderate Independents,Has good judgment,White,White,State questionnaire,White,White,White,,,West,Female,White women,,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,Version 1,No,By mail,No
67842.0,Joe Biden,3.35103949909,,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,,3.0,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,Favorable,Only Biden,Unfavorable,Worse today,,2.0,Angry,"Dissatisfied, but not angry or Angry",,,Help the country,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and non white",Racial inequality,No,,,,,,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,Independent Women,All others,Moderate,-1.0,Moderate/Liberal Republicans,Moderate Independents,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,,,West,Female,Black women,,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,Version 1,No,By mail,No
67841.0,Joe Biden,5.00141739639,,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,4.0,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Only Biden,Unfavorable,About the same,,2.0,Angry,"Dissatisfied, but not angry or Angry",,,Help the country,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The coronavirus pandemic,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,-1.0,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,White,White,,,West,Female,White women,,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,Version 1,No,By mail,No
67840.0,Joe Biden,9.31024227379,,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,3.0,,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,Favorable,Only Biden,Unfavorable,About the same,,2.0,Angry,"Dissatisfied, but not angry or Angry",,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The coronavirus pandemic,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,-1.0,Liberal Democrats,Liberal Democrats,Cares about people like me,White,White,State questionnaire,White,White,White,,,West,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,Version 1,No,By mail,No
133592.0,,1.03983525686,,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,Call 1,1.0,,,,,,,,Election day,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,About the same,,2.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,,Help the country,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",,Yes,,,,,,,,,,,,,,42.0,,,Can unite the country,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,West,Female,Latino women,,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Election day exit poll,,,,In the last few days,In the last month,In the last week,,,,Version 1,No,Election day,No
