ID,WEIGHT,PRES,HOU,ABORT2,ABORTION,ACASUPREME,AGE,AGE3,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BIDENWINGEN,BIDENWINGENB,BREAK12,BREAK12A,BREAK12B,BRNAGAIN,CALL,CDNUM,CHILD12,CLIMATECHANGE,CONTAINCOVID,CONTAINCOVID2,COUNT2,COUNTACC,COVIDHARDSHIP,COVIDHARDSHIP2,EARLYVELECTION,ECONVCORONA20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FACEMASKS,FAIRJUSTICE20,FAVBIDEN2,FAVBLM,FAVHARRIS,FAVPENCE,FAVPRES20,FAVTRUMP,FAVVP20,FINSIT,FORCAND,GEOCODE,GOVTANGR16,GOVTANGR16B,HANDLECORONA20,HANDLEECON20,HEALTHBIDEN,HEALTHCAND20,HEALTHTRUMP,INC100K,INC30K,INC50K,INCOME3,INCOME20,INCWHITE,ISSUE20,ISSVQUAL20,LATINO,LGBT,LIFE,MARCHILD,MARRIED,NEC,NEC2,NEWVOTER,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT20,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACISM20,RACISM20B,REGION,REL5,RELIGN18,RELWHITE,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,SUPREME16,SUPREME16B,TELEPOLL,TEMPBIDEN,TEMPERAMENT20,TEMPTRUMP,TIME16,TIME16MONTH,TIME16WEEK,TRUMP2,TRUMP4,TRUMPWINGEN20,TRUMPWINGEN20B,UNIONHH12,VERSION,VETVOTER,VOTE2016,VOTEEXPERIENCE,VOTEEXPERIENCE2,VOTEMETHOD,WHITEREL,WHNCLINC,WHTEVANG,WORK,WORKSEX,WPROTBRN,WPROTBRN3,WRKWOMEN,WRKWOMEN4
131622.0,0.3147169408,Donald Trump,The Republican candidate,,,,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,,,,,,Call 1,1.0,,,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Very confident,A moderate financial hardship,A severe financial hardship or a moderate financial hardship,Election day,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,Unfavorable,Favorable,,,Only Pence,,,2.0,,,,,Joe Biden does,Both of them,Donald Trump does,,,,,,,,,No,,Better than life today,,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Moderate,67.0,Conservative Republicans,Mod./Liberal Republicans,,White,White,National questionnaire,White,White,White,A minor problem,A minor problem or not a problem at all,West,,,,Male,White men,,Rural,Small Cities/Rural,,Wyoming,Other,,,Election day exit poll,,,,,,,Strongly or somewhat approve,Somewhat approve,,,,Version 3,,,Very easy,Very easy or somewhat easy,Election day,,,,,,,,,
142857.0,0.31491216241,Donald Trump,The Republican candidate,,,,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,,,,,,Call 2,1.0,,,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Somewhat confident,A moderate financial hardship,A severe financial hardship or a moderate financial hardship,Election day,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,Unfavorable,Favorable,,,Only Pence,,,2.0,,,,,Joe Biden does not,Only Donald Trump,Donald Trump does,,,,,,,,,No,,Better than life today,,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,67.0,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,,,,Male,White men,,Rural,Small Cities/Rural,,Wyoming,Other,,,Election day exit poll,,,,,,,Strongly or somewhat approve,Somewhat approve,,,,Version 3,,,Very easy,Very easy or somewhat easy,Election day,,,,,,,,,
148948.0,0.31536643127,Donald Trump,The Republican candidate,,,Overturn it,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,An important factor,Important,Factor,,Call 3,8.0,,,,,,,,,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Personal choice,Treats all people fairly,Unfavorable,Unfavorable,,,Only Trump,Favorable,,,,5.0,,,,,,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The economy,My candidate's positions on the issues,No,,,,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,109.0,Independent/Something else,Conservative Republicans,Is a strong leader,White,White,National questionnaire,White,White,White,,,Midwest,,,,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",,Indiana,Other,,,Election day exit poll,,,,,,,,,,,,Version 1,,,,,Election day,,No,,,,,,,
131415.0,0.31536774302,Donald Trump,The Republican candidate,,,,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Scared,Concerned or scared,,,,,Call 1,1.0,,,,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,,For your candidate,2.0,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",Donald Trump,Donald Trump,,,,,,,,,,,,No,,,,,Good,Excellent or good,No,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,67.0,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,White,White,,,West,,,,Male,White men,,Rural,Small Cities/Rural,,Wyoming,Other,,,Election day exit poll,,,,,,,,,Excited,Excited or optimistic,No,Version 2,,Donald Trump,,,Election day,,,,No,Non-working men,,,All others,Non-working men
120485.0,0.31540258006,Donald Trump,The Republican candidate,,,Overturn it,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,,,,,,,,14.0,,,,,,,,,Absentee or early in-person,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Personal choice,Treats Black people unfairly,Unfavorable,Omit,,,Only Trump,Favorable,,,,1.0,,,,,,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and non white",The economy,My candidate's positions on the issues,Yes,,,,,,,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,Independent Men,All others,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Is a strong leader,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,South,,,,Male,Latino men,,"Cities 10,000-50,000",Small Cities/Rural,English, Georgia,Other,,,Telephone survey,,,,,,,,,,,,Version 1,,,,,Early in-person,,No,,,,,,,
150561.0,0.31542001572,Donald Trump,The Republican candidate,,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Scared,Concerned or scared,,,,,Call 3,16.0,,,,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,,,For your candidate,4.0,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Donald Trump,Donald Trump,,,,,,,,,,,,No,,,,,Good,Excellent or good,No,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,26.0,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,White,White,,,Midwest,,,,Female,White women,,Suburbs,Suburbs,English, Illinois,White suburban women,,,Election day exit poll,,,,,,,,,Optimistic,Excited or optimistic,Yes,Version 2,,Donald Trump,,,Election day,,,,Yes,Working women,,,Working women,Working women
149971.0,0.31556205576,Donald Trump,The Republican candidate,,,Overturn it,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,A minor factor,Not important,Factor,,Call 3,8.0,,,,,,,,,Election day,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Public health responsibility,Omit,Unfavorable,Unfavorable,,,Only Trump,Favorable,,,,5.0,,,,,,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",The economy,My candidate's positions on the issues,No,,,,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,Independent Men,White Independent,Moderate,109.0,Moderate/Liberal Republicans,Moderate Independents,Is a strong leader,White,White,National questionnaire,White,White,White,,,Midwest,,,,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",,Indiana,Other,,,Election day exit poll,,,,,,,,,,,,Version 1,,,,,Election day,,Yes,,,,,,,
126875.0,0.31556412711,Donald Trump,The Republican candidate,,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,,,,,Call 1,11.0,,,Very well,Very well or somewhat well,Very confident or somewhat confident,Very confident,No financial hardship at all,No financial hardship at all,Election day,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Unfavorable,Favorable,,,Only Pence,,,2.0,,,,,Joe Biden does not,Only Donald Trump,Donald Trump does,,,,,,,,,No,,Better than life today,,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,36.0,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,,,,Female,White women,,Suburbs,Suburbs,English, Georgia,White suburban women,,,Election day exit poll,,,,,,,Strongly or somewhat approve,Strongly approve,,,,Version 3,,,Very easy,Very easy or somewhat easy,Election day,,,,,,,,,
155270.0,0.31585866815,Donald Trump,The Republican candidate,,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Not complete,,,,,,,Call 3,13.0,No,,,,,,,,Election day,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,Yes,,,All others,No,,,,Men without children,,,,,,,,,1.0,,,,Other,White,National questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,West,,,,Male,Latino men,Non married men,"Cities 50,000-500,000","Cities over 50,000",English,California,Other,,,Election day exit poll,,,,,,,,,,,,Version 4,,,,,Election day,,,,,,,,,
155158.0,0.31589812233,Donald Trump,The Republican candidate,Illegal,Illegal in all cases,,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,,,,,,Yes,Call 3,9.0,Yes,Yes,,,,,,,Election day,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,,Better today,,2.0,,,,,,,,,,,,,,,,Yes,No,,All others,No,,,,Men with children,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,Independent Men,All others,Moderate,91.0,Moderate/Liberal Republicans,Moderate Independents,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,West,Protestant/Other Non-Catholic Christian,Other Christian,,Male,Latino men,Non married men,Suburbs,Suburbs,English,California,Other,An important factor,The most important factor or an important factor,Election day exit poll,No,Neither of them do,No,Before that,Before that,Before that,,,,,,Version 4,No,,,,Election day,Non-white,,All others,,,No,,,
144019.0,0.31589812233,Donald Trump,The Republican candidate,Illegal,Illegal in most cases,,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,,,,,,Yes,Call 2,9.0,No,No,,,,,,,Election day,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,,,Better today,,2.0,,,,,,,,,,,,,,,,Yes,No,,All others,No,,,,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,All others,Conservative,91.0,Independent/Something else,Conservative Republicans,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,West,Protestant/Other Non-Catholic Christian,Other Christian,,Male,Latino men,Non married men,Suburbs,Suburbs,English,California,Other,Not a factor at all,A minor factor or not a factor at all,Election day exit poll,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,,,Version 4,No,,,,Election day,Non-white,,All others,,,No,,,
155422.0,0.31589812233,Donald Trump,The Republican candidate,Legal,Legal in most cases,,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,,,,,,Yes,Call 3,9.0,Yes,Yes,,,,,,,Election day,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,,Better today,,2.0,,,,,,,,,,,,,,,,Yes,No,,All others,No,,,,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,All others,Conservative,91.0,Independent/Something else,Conservative Republicans,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,West,,,,Male,Latino men,Non married men,Suburbs,Suburbs,English,California,Other,An important factor,The most important factor or an important factor,Election day exit poll,Yes,Both of them do,Yes,Before that,Before that,Before that,,,,,,Version 4,No,,,,Election day,Non-white,,All others,,,No,,,
131816.0,0.31608432539,Donald Trump,The Republican candidate,Legal,Legal in most cases,,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,,,,,No,Call 2,4.0,No,Yes,,,,,,,Election day,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,About the same,,2.0,,,,,,,,,,,,,,,,No,No,,All others,No,,,,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,7.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,National questionnaire,White,White,White,,,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,Protestant/Other Non-Catholic Christian,Male,White men,Non married men,Suburbs,Suburbs,,Indiana,White suburban men,Not a factor at all,A minor factor or not a factor at all,Election day exit poll,No,Only Donald Trump does,Yes,In the last few days,In the last month,In the last week,,,,,,Version 4,No,,,,Election day,White Protestants,,All others,,,No,White Protestant non-evangelical,,
125327.0,0.31620962454,Donald Trump,The Republican candidate,Illegal,Illegal in most cases,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,,,,Yes,Call 1,1.0,No,Omit,,,,,,,Election day,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,,Better today,,5.0,,,,,,,,,,,,,,,,No,No,,All others,No,,,,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,,95.0,,,,White,White,National questionnaire,White,White,White,,,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",,Massachusetts,Other,An important factor,The most important factor or an important factor,Election day exit poll,No,Only Donald Trump does,Yes,Omit,Omit,Omit,,,,,,Version 4,No,,,,Election day,White Protestants,,White Born-again/Evangelical Christians,,,Yes,White Protestant evangelical,,
118271.0,0.31622162954,Donald Trump,The Republican candidate,,,,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,,,,,,7.0,,,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Very confident,A moderate financial hardship,A severe financial hardship or a moderate financial hardship,Absentee or early in-person,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,Unfavorable,Favorable,,,Only Pence,,,5.0,,,,,Joe Biden does not,Only Donald Trump,Donald Trump does,,,,,,,,,,,Worse than life today,,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,,White,White,National questionnaire,White,White,,One of many important problems,The most important problem or one of many important problems,Midwest,,,,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",,Missouri,Other,,,Telephone survey,,,,,,,Strongly or somewhat approve,Somewhat approve,,,,Version 3,,,Somewhat easy,Very easy or somewhat easy,By mail,,,,,,,,,
144479.0,0.31658173973,Donald Trump,The Republican candidate,,,,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Omit,Omit,,,,,Call 2,41.0,,,,,,,,,Election day,Omit,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,,For your candidate,2.0,Angry,"Dissatisfied, but not angry or Angry",Omit,Donald Trump,,,,,,,,,,,,No,,,,,Excellent,Excellent or good,No,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,63.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,National questionnaire,White,White,White,,,West,,,,Male,White men,,Suburbs,Suburbs,English,California,White suburban men,,,Election day exit poll,,,,,,,,,Omit,Omit,No,Version 2,,Donald Trump,,,Election day,,,,Yes,Working men,,,All others,Working men
129950.0,0.31771688155,Donald Trump,The Republican candidate,,,,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,,,,,Call 1,3.0,,,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,No financial hardship at all,No financial hardship at all,Election day,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,Unfavorable,Favorable,,,Only Pence,,,4.0,,,,,Joe Biden does not,Only Donald Trump,Donald Trump does,,,,,,,,,No,,Better than life today,,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,5.0,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,,,,Male,White men,,Suburbs,Suburbs,,Arkansas,White suburban men,,,Election day exit poll,,,,,,,Strongly or somewhat approve,Somewhat approve,,,,Version 3,,,Very easy,Very easy or somewhat easy,Election day,,,,,,,,,
150765.0,0.31776158208,Donald Trump,The Republican candidate,,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,,,,,Call 3,3.0,,,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,A moderate financial hardship,A severe financial hardship or a moderate financial hardship,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,Unfavorable,Favorable,,,Only Pence,,,2.0,,,,,Joe Biden does not,Only Donald Trump,Donald Trump does,,,,,,,,,No,,About the same,,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,96.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,National questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,Midwest,,,,Female,White women,,Suburbs,Suburbs,,Missouri,White suburban women,,,Election day exit poll,,,,,,,Strongly or somewhat approve,Somewhat approve,,,,Version 3,,,Very easy,Very easy or somewhat easy,Election day,,,,,,,,,
144562.0,0.31794396935,Donald Trump,The Republican candidate,,,,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,,,,,,,Call 1,3.0,,,Very well,Very well or somewhat well,Not very confident or not at all confident,Not very confident,No financial hardship at all,No financial hardship at all,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,Unfavorable,Favorable,,,Only Pence,,,2.0,,,,,Joe Biden does not,Only Donald Trump,Donald Trump does,,,,,,,,,Yes,,Better than life today,,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,All others,Conservative,115.0,Independent/Something else,Conservative Republicans,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Not a problem at all,A minor problem or not a problem at all,West,,,,Male,Latino men,,Suburbs,Suburbs,English,California,Other,,,Election day exit poll,,,,,,,Strongly or somewhat approve,Strongly approve,,,,Version 3,,,Somewhat easy,Very easy or somewhat easy,Election day,,,,,,,,,
144481.0,0.31794396935,Donald Trump,The Republican candidate,,,,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,,,,,,,Call 1,3.0,,,Very well,Very well or somewhat well,Not very confident or not at all confident,Not very confident,No financial hardship at all,No financial hardship at all,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,Unfavorable,Favorable,,,Only Pence,,,2.0,,,,,Joe Biden does not,Only Donald Trump,Donald Trump does,,,,,,,,,Yes,,Better than life today,,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,All others,Conservative,115.0,Independent/Something else,Conservative Republicans,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Not a problem at all,A minor problem or not a problem at all,West,,,,Male,Latino men,,Suburbs,Suburbs,English,California,Other,,,Election day exit poll,,,,,,,Strongly or somewhat approve,Strongly approve,,,,Version 3,,,Somewhat easy,Very easy or somewhat easy,Election day,,,,,,,,,
144474.0,0.31794396935,Donald Trump,The Republican candidate,,,,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,,,,,,,Call 1,3.0,,,Very well,Very well or somewhat well,Not very confident or not at all confident,Not very confident,No financial hardship at all,No financial hardship at all,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,Unfavorable,Favorable,,,Only Pence,,,2.0,,,,,Omit,Omit,Omit,,,,,,,,,Yes,,Better than life today,,,,,,,,,,,,,,,115.0,,,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Not a problem at all,A minor problem or not a problem at all,West,,,,Male,Latino men,,Suburbs,Suburbs,English,California,Other,,,Election day exit poll,,,,,,,Strongly or somewhat approve,Strongly approve,,,,Version 3,,,Somewhat easy,Very easy or somewhat easy,Election day,,,,,,,,,
116057.0,0.31797112205,Donald Trump,The Republican candidate,,,,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,,,,,,2.0,,,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Very confident,A moderate financial hardship,A severe financial hardship or a moderate financial hardship,Absentee or early in-person,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,Favorable,Favorable,,,Both,,,2.0,,,,,Joe Biden does not,Only Donald Trump,Donald Trump does,,,,,,,,,,,About the same,,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,White,,One of many important problems,The most important problem or one of many important problems,West,,,,Male,White men,,Rural,Small Cities/Rural,, Idaho,Other,,,Telephone survey,,,,,,,Strongly or somewhat approve,Strongly approve,,,,Version 3,,,Very easy,Very easy or somewhat easy,By mail,,,,,,,,,
138982.0,0.318084965,Donald Trump,The Republican candidate,,,,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,,,,,,Call 2,4.0,,,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Very confident,No financial hardship at all,No financial hardship at all,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,Unfavorable,Unfavorable,,,Neither,,,5.0,,,,,Joe Biden does,Both of them,Donald Trump does,,,,,,,,,No,,About the same,,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Moderate,94.0,Conservative Republicans,Mod./Liberal Republicans,,White,White,National questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,Midwest,,,,Male,White men,,Rural,Small Cities/Rural,,Missouri,Other,,,Election day exit poll,,,,,,,Strongly or somewhat approve,Somewhat approve,,,,Version 3,,,Very easy,Very easy or somewhat easy,Election day,,,,,,,,,
129517.0,0.318084965,Donald Trump,The Republican candidate,,,,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,,,,,,Call 1,5.0,,,Very well,Very well or somewhat well,Very confident or somewhat confident,Somewhat confident,No financial hardship at all,No financial hardship at all,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,Unfavorable,Favorable,,,Only Pence,,,3.0,,,,,Joe Biden does not,Only Donald Trump,Donald Trump does,,,,,,,,,No,,Worse than life today,,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,Independent Men,White Independent,Conservative,53.0,Moderate/Liberal Republicans,Conservative Independents,,White,White,National questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,Midwest,,,,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",,Missouri,Other,,,Election day exit poll,,,,,,,Strongly or somewhat approve,Strongly approve,,,,Version 3,,,Somewhat easy,Very easy or somewhat easy,Election day,,,,,,,,,
133712.0,0.31829527493,Donald Trump,The Republican candidate,,,Overturn it,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,,A minor factor,Not important,Factor,,Call 2,11.0,,,,,,,,,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Personal choice,Treats all people fairly,Unfavorable,Unfavorable,,,Only Trump,Favorable,,,,1.0,,,,,,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The economy,My candidate's positions on the issues,No,,,,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,126.0,Conservative Republicans,Mod./Liberal Republicans,Is a strong leader,White,White,National questionnaire,White,White,White,,,East,,,,Female,White women,,"Cities over 500,000","Cities over 50,000",English, New York,Other,,,Election day exit poll,,,,,,,,,,,,Version 1,,,,,Election day,,No,,,,,,,
152209.0,0.31829527493,Donald Trump,The Republican candidate,,,Overturn it,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,,An important factor,Important,Factor,,Call 3,11.0,,,,,,,,,Election day,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Public health responsibility,Treats all people fairly,Unfavorable,Unfavorable,,,Only Trump,Favorable,,,,1.0,,,,,,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The economy,My candidate's positions on the issues,No,,,,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,126.0,Conservative Republicans,Mod./Liberal Republicans,Is a strong leader,White,White,National questionnaire,White,White,White,,,East,,,,Female,White women,,"Cities over 500,000","Cities over 50,000",English, New York,Other,,,Election day exit poll,,,,,,,,,,,,Version 1,,,,,Election day,,No,,,,,,,
