ID,WEIGHT,PRSFL20,AGE,AGE3,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BIDENWINGEN,BIDENWINGENB,CALL,CDNUM,CHILD12,CLIMATECHANGE,CONTAINCOVID,CONTAINCOVID2,COUNT2,COUNTACC,CUBAN,CUBANPR4,EARLYVELECTION,ECONVCORONA20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBIDEN2,FAVPRES20,FAVTRUMP,FINSIT,FORCAND,GEOCODE,HANDLECORONA20,HANDLEECON20,ISSUE20,LATINO,LGBT,NEC,NEC2,NEWVOTER,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,PUERTORICAN,QLT20,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACISM20,RACISM20B,REGION,REL5,RELIGN18,RELWHITE,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,TEMPBIDEN,TEMPERAMENT20,TEMPTRUMP,TIME16,TIME16MONTH,TIME16WEEK,TRUMP2,TRUMP4,TRUMPWINGEN20,TRUMPWINGEN20B,VERSION,VOTE2016,VOTEMETHOD
59242.0,0.69831366622,Joe Biden,45-65,30-59,50-59,45+,45-59,50-64,,,,Complete,,,,16.0,,Yes,,,,,No,No,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,,,Favorable,Only Biden,Unfavorable,Worse today,,3.0,,,The economy,No,,,,,,Independent/Something else,,,Independent women,Independent,,Liberal,,Moderate/Liberal Republicans,Liberal Independents,No,Can unite the country,,,State questionnaire,,,,,,South,Protestant/Other Non-Catholic Christian,Protestant,,Female,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,Other,Early in-person
59243.0,0.69831366622,Joe Biden,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,,,16.0,,Yes,,,,,No,No,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Biden,Unfavorable,About the same,,3.0,,,The coronavirus pandemic,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,No,Has good judgment,White,White,State questionnaire,White,White,White,,,South,Catholic,Catholic,Catholic,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,Hillary Clinton,Early in-person
59244.0,0.5350926651,Joe Biden,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,,16.0,,Yes,,,,,No,No,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Only Biden,Unfavorable,About the same,,3.0,,,Racial inequality,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,No,Can unite the country,White,White,State questionnaire,White,White,White,,,South,Jewish,Jewish,Jewish,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,Hillary Clinton,Early in-person
59245.0,0.5350926651,Joe Biden,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,,16.0,,Yes,,,,,No,No,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Omit,Omit,Unfavorable,About the same,,3.0,,,Omit,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,Is a strong leader,White,White,State questionnaire,White,White,White,,,South,Something else,Other,Something else,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,Hillary Clinton,Early in-person
59246.0,0.5350926651,Joe Biden,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,,,16.0,,Yes,,,,,No,No,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Favorable,Only Biden,Unfavorable,Worse today,,3.0,,,Health care policy,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,Can unite the country,White,White,State questionnaire,White,White,White,,,South,Catholic,Catholic,Catholic,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,Hillary Clinton,Early in-person
59247.0,0.69831366622,Joe Biden,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,,,16.0,,Yes,,,,,No,No,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Only Biden,Unfavorable,About the same,,3.0,,,The coronavirus pandemic,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,No,Cares about people like me,White,White,State questionnaire,White,White,White,,,South,Catholic,Catholic,Catholic,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,Hillary Clinton,Early in-person
59248.0,0.5350926651,Joe Biden,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,,,16.0,,Yes,,,,,No,No,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Only Biden,Unfavorable,About the same,,3.0,,,Racial inequality,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,No,Has good judgment,White,White,State questionnaire,White,White,White,,,South,None,None,None,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,Didn't vote,Early in-person
59249.0,0.36116659043,Joe Biden,18-29,18-29,18-24,18-44,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,,,,24.0,,Yes,,,,,No,No,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Only Biden,Unfavorable,Worse today,,5.0,,,Racial inequality,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Protestant/Other Non-Catholic Christian,Other Christian,,Male,Black men,Suburbs,Suburbs,English,Florida,Other,Telephone survey,Yes,Only Joe Biden does,No,In the last week,In the last month,In the last week,,,,,Version 1,Didn't vote,Early in-person
59250.0,0.36116659043,Joe Biden,18-29,18-29,18-24,18-44,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,,,,23.0,,Yes,,,,,No,No,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Only Biden,Unfavorable,Worse today,,5.0,,,Racial inequality,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Protestant/Other Non-Catholic Christian,Other Christian,,Male,Black men,Suburbs,Suburbs,English,Florida,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,Didn't vote,Early in-person
59251.0,0.36116659043,Joe Biden,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,,,,23.0,,Yes,,,,,No,No,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Favorable,Only Biden,Omit,About the same,,5.0,,,Racial inequality,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Protestant/Other Non-Catholic Christian,Other Christian,,Female,Black women,Suburbs,Suburbs,English,Florida,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,Hillary Clinton,Early in-person
59252.0,0.52035631124,Joe Biden,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,All others,All others,Complete,,,,24.0,,Yes,,,,,No,No,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Only Biden,Unfavorable,Better today,,5.0,,,Racial inequality,No,,,,,,Independent/Something else,Non-black non-Democrat,All Other,Independent women,Something else,All others,Liberal,,Moderate/Liberal Republicans,Liberal Independents,No,Has good judgment,Other,Other,State questionnaire,Other,Non-white,Other,,,South,Protestant/Other Non-Catholic Christian,Other Christian,,Female,All other races,Suburbs,Suburbs,English,Florida,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,Didn't vote,Early in-person
59253.0,0.36116659043,Joe Biden,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,,,,24.0,,Yes,,,,,No,"Yes, other Hispanic",Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Only Biden,Unfavorable,About the same,,5.0,,,The economy,Yes,,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,Has good judgment,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,South,None,None,,Male,Latino men,Suburbs,Suburbs,English,Florida,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,Other,Early in-person
59254.0,0.5893326559,Joe Biden,30-44,30-59,30-34,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,,,,23.0,,Yes,,,,,No,No,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Only Biden,Unfavorable,Better today,,5.0,,,Racial inequality,No,,,,,,Republican,Black non-Democrat,All Republicans,Republican men,Republican,All others,Moderate,,Conservative Republicans,Mod./Liberal Republicans,No,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Protestant/Other Non-Catholic Christian,Other Christian,,Male,Black men,Suburbs,Suburbs,English,Florida,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,Didn't vote,Early in-person
59255.0,0.36116659043,Joe Biden,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,,,,24.0,,Yes,,,,,No,"Yes, Puerto Rican",Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Only Biden,Unfavorable,Worse today,,5.0,,,Racial inequality,Yes,,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,Yes,Can unite the country,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,South,Catholic,Catholic,,Male,Latino men,Suburbs,Suburbs,English,Florida,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,Hillary Clinton,Early in-person
59256.0,0.36116659043,Joe Biden,30-44,30-59,30-34,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,,,,24.0,,Yes,,,,,No,No,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Only Biden,Unfavorable,Worse today,,5.0,,,Racial inequality,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Protestant/Other Non-Catholic Christian,Other Christian,,Female,Black women,Suburbs,Suburbs,English,Florida,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,Hillary Clinton,Early in-person
59257.0,0.36116659043,Joe Biden,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,,24.0,,Yes,,,,,No,No,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Only Biden,Unfavorable,Worse today,,5.0,,,The economy,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,No,Is a strong leader,White,White,State questionnaire,White,White,White,,,South,Jewish,Jewish,Jewish,Male,White men,Suburbs,Suburbs,English,Florida,White suburban men,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,Other,Early in-person
59258.0,0.36116659043,Joe Biden,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,Complete,,,,22.0,,Yes,,,,,Yes,"Yes, Cuban",Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Only Biden,Unfavorable,About the same,,5.0,,,The coronavirus pandemic,Yes,,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,Can unite the country,Other,,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,South,Catholic,Catholic,,Male,Latino men,Suburbs,Suburbs,English,Florida,Other,Telephone survey,Yes,Only Joe Biden does,No,In September,Before that,Before that,,,,,Version 1,Hillary Clinton,Early in-person
59259.0,0.47133435567,Joe Biden,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,,22.0,,Yes,,,,,No,No,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Biden,Unfavorable,Better today,,5.0,,,The coronavirus pandemic,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,No,Can unite the country,White,White,State questionnaire,White,White,White,,,South,Catholic,Catholic,Catholic,Male,White men,Suburbs,Suburbs,English,Florida,White suburban men,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,Hillary Clinton,Early in-person
59260.0,0.36116659043,Joe Biden,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,All others,All others,Complete,,,,22.0,,Yes,,,,,No,No,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Only Biden,Unfavorable,About the same,,5.0,,,The coronavirus pandemic,No,,,,,,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,Can unite the country,Other,Other,State questionnaire,Other,Non-white,Other,,,South,Something else,Muslim,,Female,All other races,Suburbs,Suburbs,English,Florida,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,Hillary Clinton,Early in-person
59261.0,0.47133435567,Joe Biden,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,,22.0,,Yes,,,,,No,No,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Biden,Unfavorable,About the same,,5.0,,,Health care policy,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Liberal,,Moderate/Liberal Republicans,Liberal Independents,No,Can unite the country,White,White,State questionnaire,White,White,White,,,South,Catholic,Catholic,Catholic,Female,White women,Suburbs,Suburbs,English,Florida,White suburban women,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,Hillary Clinton,Early in-person
59262.0,0.36116659043,Joe Biden,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,,22.0,,Yes,,,,,No,No,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Biden,Unfavorable,Better today,,5.0,,,Racial inequality,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,No,Has good judgment,White,White,State questionnaire,White,White,White,,,South,None,None,None,Male,White men,Suburbs,Suburbs,English,Florida,White suburban men,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,Hillary Clinton,Early in-person
59263.0,0.36116659043,Joe Biden,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,,,22.0,,Omit,,,,,No,No,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Only Biden,Unfavorable,About the same,,5.0,,,The economy,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,No,Cares about people like me,White,White,State questionnaire,White,White,White,,,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Female,White women,Suburbs,Suburbs,English,Florida,White suburban women,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,Hillary Clinton,Early in-person
59264.0,0.36116659043,Joe Biden,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,,,,22.0,,Yes,,,,,No,No,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Unfavorable,Neither of them,Unfavorable,About the same,,5.0,,,Racial inequality,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,No,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Catholic,Catholic,,Female,Black women,Suburbs,Suburbs,English,Florida,Other,Telephone survey,Yes,Both of them do,Yes,Before that,Before that,Before that,,,,,Version 1,Donald Trump,Early in-person
59265.0,0.36116659043,Joe Biden,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,,22.0,,Omit,,,,,No,No,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Only Biden,Unfavorable,About the same,,5.0,,,Health care policy,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,Can unite the country,White,White,State questionnaire,White,White,White,,,South,Jewish,Jewish,Jewish,Female,White women,Suburbs,Suburbs,English,Florida,White suburban women,Telephone survey,Yes,Only Joe Biden does,No,In October,In the last month,Before that,,,,,Version 1,Hillary Clinton,Early in-person
59266.0,0.36116659043,Joe Biden,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,,,22.0,,Yes,,,,,No,No,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Biden,Unfavorable,About the same,,5.0,,,The economy,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,Has good judgment,White,White,State questionnaire,White,White,White,,,South,Catholic,Catholic,Catholic,Female,White women,Suburbs,Suburbs,English,Florida,White suburban women,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,Hillary Clinton,Early in-person
59267.0,0.72488614012,Joe Biden,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,,,,5.0,,Yes,,,,,No,No,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Only Biden,Unfavorable,About the same,,1.0,,,Racial inequality,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Protestant/Other Non-Catholic Christian,Other Christian,,Female,Black women,"Cities over 500,000","Cities over 50,000",English,Florida,Other,Telephone survey,Yes,Both of them do,Yes,Before that,Before that,Before that,,,,,Version 1,Other,Early in-person
59268.0,0.72488614012,Joe Biden,18-29,18-29,18-24,18-44,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,,,,5.0,,Yes,,,,,No,No,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Only Biden,Unfavorable,Better today,,1.0,,,Racial inequality,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Protestant/Other Non-Catholic Christian,Other Christian,,Female,Black women,"Cities over 500,000","Cities over 50,000",English,Florida,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,Hillary Clinton,Early in-person
59269.0,0.72488614012,Joe Biden,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,,,,5.0,,Yes,,,,,No,No,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Only Biden,Unfavorable,Better today,,1.0,,,Crime and safety,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,Is a strong leader,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Something else,Other,,Female,Black women,"Cities over 500,000","Cities over 50,000",English,Florida,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,Hillary Clinton,Early in-person
59270.0,0.72488614012,Joe Biden,45-65,60+,60-64,45+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,,,,5.0,,Yes,,,,,No,No,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Both of them,Favorable,Worse today,,1.0,,,The coronavirus pandemic,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,Is a strong leader,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Protestant/Other Non-Catholic Christian,Other Christian,,Male,Black men,"Cities over 500,000","Cities over 50,000",English,Florida,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,Hillary Clinton,Early in-person
59271.0,1.04439098603,Joe Biden,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,,,,5.0,,Yes,,,,,No,No,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Both of them,Favorable,Better today,,1.0,,,Health care policy,No,,,,,,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Something else,All others,Moderate,,Moderate/Liberal Republicans,Moderate Independents,No,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Protestant/Other Non-Catholic Christian,Other Christian,,Male,Black men,"Cities over 500,000","Cities over 50,000",English,Florida,Other,Telephone survey,Yes,Both of them do,Yes,Before that,Before that,Before that,,,,,Version 1,Hillary Clinton,Early in-person
59272.0,0.72488614012,Joe Biden,18-29,18-29,18-24,18-44,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,,,,5.0,,Yes,,,,,No,No,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Only Biden,Unfavorable,About the same,,1.0,,,Racial inequality,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,No,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Something else,Other,,Male,Black men,"Cities over 500,000","Cities over 50,000",English,Florida,Other,Telephone survey,Yes,Both of them do,Yes,In the last week,In the last month,In the last week,,,,,Version 1,Didn't vote,Early in-person
