ID,WEIGHT,PRSTX20,SENTX20,ABORT2,ABORTION,AGE,AGE3,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,CALL,CDNUM,CHILD12,CLIMATECHANGE,CONTAINCOVID,CONTAINCOVID2,COUNT2,COUNTACC,EARLYVELECTION,ECONVCORONA20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBIDEN2,FAVPRES20,FAVTRUMP,FINSIT,FORCAND,GEOCODE,HANDLECORONA20,HANDLEECON20,IMMWALL,INC100K,INC30K,INC50K,INCOME3,INCOME20,INCWHITE,ISSUE20,LATINO,LGBT,NEC,NEC2,NEWVOTER,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT20,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACISM20,RACISM20B,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,TEMPBIDEN,TEMPERAMENT20,TEMPTRUMP,TIME16,TIME16MONTH,TIME16WEEK,TRUMP2,TRUMP4,VERSION,VETVOTER,VOTEMETHOD,WHNCLINC,WHTEVANG
84801.0,3.68244927923,Donald Trump,John Cornyn,Illegal,Illegal in most cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,,1.0,No,No,Very well,Very well or somewhat well,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,For your candidate,1.0,Donald Trump,Donald Trump,,,,,,,,,No,No,Good,Excellent or good,No,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,White,White,A minor problem,A minor problem or not a problem at all,South,Female,White women,Rural,Small Cities/Rural,English,Texas,Other,Telephone survey,,,,,,,Strongly or somewhat approve,Strongly approve,Version 2,,By mail,,White Born-again/Evangelical Christians
84802.0,2.99243116088,Joe Biden,Mary Jennings 'MJ' Hegar,Illegal,Illegal in most cases,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,17.0,No,Yes,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,For your candidate,4.0,Joe Biden,Joe Biden,,,,,,,,,No,No,Not so good,Not so good or poor,No,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Female,White women,Suburbs,Suburbs,English,Texas,White suburban women,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,,By mail,,All others
84803.0,4.60538519698,Donald Trump,John Cornyn,Legal,Legal in most cases,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,Yes,,23.0,No,No,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,Against his opponent,6.0,Donald Trump,Donald Trump,,,,,,,,,Yes,No,Good,Excellent or good,No,Women without children,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Independent,All others,Conservative,,Moderate/Liberal Republicans,Conservative Independents,,Other,Other,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,One of many important problems,The most important problem or one of many important problems,South,Female,Latino women,Suburbs,Suburbs,English,Texas,Other,Telephone survey,,,,,,,Strongly or somewhat approve,Strongly approve,Version 2,,By mail,,All others
84804.0,1.01468259756,Joe Biden,Mary Jennings 'MJ' Hegar,Legal,Legal in most cases,65+,60+,65-74,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,Yes,,8.0,No,Yes,Very badly,Somewhat badly or very badly,Omit,Omit,Absentee or early in-person,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,Against his opponent,1.0,Joe Biden,Joe Biden,,,,,,,,,No,No,Not so good,Not so good or poor,No,Men without children,,,,,,,Moderate,,,,,Black,Black,State questionnaire,Black,Non-white,Black,One of many important problems,The most important problem or one of many important problems,South,Male,Black men,Suburbs,Suburbs,English,Texas,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,,By mail,,All others
84805.0,2.48716724863,Joe Biden,Mary Jennings 'MJ' Hegar,Legal,Legal in all cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,No,,22.0,No,Yes,Very badly,Somewhat badly or very badly,Omit,Omit,Absentee or early in-person,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,For your candidate,3.0,Joe Biden,Joe Biden,,,,,,,,,Yes,No,Not so good,Not so good or poor,No,Women without children,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,One of many important problems,The most important problem or one of many important problems,South,Female,Latino women,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,,By mail,,All others
84806.0,1.99636741036,Joe Biden,Mary Jennings 'MJ' Hegar,Legal,Legal in most cases,65+,60+,75 or older,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,Yes,,2.0,No,Yes,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,Against his opponent,3.0,Joe Biden,Joe Biden,,,,,,,,,No,No,Poor,Not so good or poor,No,Women without children,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,,Black,Black,State questionnaire,Black,Non-white,Black,One of many important problems,The most important problem or one of many important problems,South,Female,Black women,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,,By mail,,All others
84807.0,3.42487792548,Donald Trump,John Cornyn,Illegal,Illegal in most cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,,21.0,No,No,Very well,Very well or somewhat well,Very confident or somewhat confident,Very confident,Absentee or early in-person,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,For your candidate,4.0,Donald Trump,Donald Trump,,,,,,,,,No,No,Good,Excellent or good,No,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,White,White,A minor problem,A minor problem or not a problem at all,South,Female,White women,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Telephone survey,,,,,,,Strongly or somewhat approve,Strongly approve,Version 2,,By mail,,All others
84808.0,1.88490978354,Joe Biden,Mary Jennings 'MJ' Hegar,Legal,Legal in all cases,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,,29.0,No,Yes,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,For your candidate,3.0,Joe Biden,Joe Biden,,,,,,,,,No,No,Poor,Not so good or poor,No,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Male,White men,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,,By mail,,All others
84809.0,1.12693068004,Joe Biden,Mary Jennings 'MJ' Hegar,Legal,Legal in all cases,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,,21.0,No,Yes,Very badly,Somewhat badly or very badly,Not very confident or not at all confident,Not very confident,Absentee or early in-person,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,For your candidate,4.0,Joe Biden,Joe Biden,,,,,,,,,No,No,Poor,Not so good or poor,No,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Male,White men,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,,By mail,,All others
84810.0,2.50847244249,Donald Trump,John Cornyn,Legal,Legal in most cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,13.0,,Yes,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,,,,,,,,,,,Against his opponent,5.0,Omit,Donald Trump,,,,,,,,,No,,Not so good,Not so good or poor,No,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,,,,,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Other,Telephone survey,,,,,,,Strongly or somewhat approve,Somewhat approve,Version 2,,By mail,,All others
84811.0,1.08727383734,Joe Biden,Mary Jennings 'MJ' Hegar,Legal,Legal in most cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,No,,28.0,No,Yes,Very well,Very well or somewhat well,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,For your candidate,4.0,Joe Biden,Joe Biden,,,,,,,,,Yes,No,Not so good,Not so good or poor,No,Men without children,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,All others,Liberal,,Moderate/Liberal Republicans,Liberal Independents,,Other,American Indian,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,One of many important problems,The most important problem or one of many important problems,South,Male,Latino men,Suburbs,Suburbs,English,Texas,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,,By mail,,All others
84812.0,3.2079687102,Joe Biden,Mary Jennings 'MJ' Hegar,Legal,Legal in most cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,All others,All others,Complete,Yes,,23.0,No,Yes,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,For your candidate,6.0,Joe Biden,Joe Biden,,,,,,,,,No,No,Poor,Not so good or poor,No,Men without children,Democrat,Non-black Democrat,All Other,Democratic men,Democrat,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,,Other,American Indian,State questionnaire,Other,Non-white,American Indian,The most important problem,The most important problem or one of many important problems,South,Male,All other races,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,,By mail,,All others
84813.0,5.50962142902,Joe Biden,Mary Jennings 'MJ' Hegar,Legal,Legal in all cases,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No,,4.0,Yes,Yes,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,For your candidate,1.0,Joe Biden,Joe Biden,,,,,,,,,No,No,Poor,Not so good or poor,No,Women with children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Female,White women,Rural,Small Cities/Rural,English,Texas,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,,By mail,,All others
84814.0,1.88490978354,Joe Biden,Mary Jennings 'MJ' Hegar,Omit,Omit,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,,2.0,No,Yes,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,Against his opponent,3.0,Joe Biden,Joe Biden,,,,,,,,,No,,Poor,Not so good or poor,No,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Male,White men,Suburbs,Suburbs,English,Texas,White suburban men,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,,By mail,,All others
84815.0,4.8290228995,Joe Biden,Mary Jennings 'MJ' Hegar,Legal,Legal in most cases,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,No,,18.0,No,Yes,Somewhat well,Very well or somewhat well,Not very confident or not at all confident,Not very confident,Absentee or early in-person,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,For your candidate,3.0,Joe Biden,Joe Biden,,,,,,,,,Yes,No,Poor,Not so good or poor,No,Women without children,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,,,,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,One of many important problems,The most important problem or one of many important problems,South,Female,Latino women,"Cities over 500,000","Cities over 50,000",Spanish,Texas,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,,By mail,,All others
84816.0,4.90132692544,Joe Biden,Other,Legal,Legal in most cases,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,Complete,No,,15.0,No,Yes,Very badly,Somewhat badly or very badly,Not very confident or not at all confident,Not very confident,Absentee or early in-person,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,For your candidate,6.0,Joe Biden,Joe Biden,,,,,,,,,Yes,No,Not so good,Not so good or poor,No,Men without children,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Conservative,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,One of many important problems,The most important problem or one of many important problems,South,Male,Latino men,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,,By mail,,All others
84817.0,3.09507991384,Joe Biden,Mary Jennings 'MJ' Hegar,Legal,Legal in all cases,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,No,,15.0,No,Omit,Omit,Omit,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,For your candidate,6.0,Omit,Omit,,,,,,,,,Yes,No,Omit,Omit,No,Men without children,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,,,,,,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,One of many important problems,The most important problem or one of many important problems,South,Male,Latino men,"Cities 50,000-500,000","Cities over 50,000",Spanish,Texas,Other,Telephone survey,,,,,,,Omit,Omit,Version 2,,By mail,,All others
84818.0,2.45849849162,Donald Trump,John Cornyn,Illegal,Illegal in most cases,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,,20.0,No,No,Somewhat well,Very well or somewhat well,Not very confident or not at all confident,Not very confident,Absentee or early in-person,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,Omit,6.0,Donald Trump,Donald Trump,,,,,,,,,No,No,Good,Excellent or good,No,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,White,White,A minor problem,A minor problem or not a problem at all,South,Female,White women,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Telephone survey,,,,,,,Strongly or somewhat approve,Strongly approve,Version 2,,By mail,,White Born-again/Evangelical Christians
84819.0,5.00515488335,Joe Biden,Mary Jennings 'MJ' Hegar,Legal,Legal in all cases,65+,60+,65-74,45+,60+,65+,,,,Complete,Yes,,9.0,Yes,Yes,Very badly,Somewhat badly or very badly,Not very confident or not at all confident,Not very confident,Absentee or early in-person,,Associate's degree (AA or AS),No college degree,More than high school graduate,,,,,,,For your candidate,3.0,Joe Biden,Joe Biden,,,,,,,,,,,Not so good,Not so good or poor,No,Women with children,Independent/Something else,,,Independent women,Independent,,Liberal,,Moderate/Liberal Republicans,Liberal Independents,,,,State questionnaire,,,,The most important problem,The most important problem or one of many important problems,South,Female,,Suburbs,Suburbs,,Texas,,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,,By mail,,All others
84820.0,4.59213061044,Joe Biden,Mary Jennings 'MJ' Hegar,Legal,Legal in most cases,65+,60+,65-74,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,Yes,,33.0,No,Yes,Somewhat badly,Somewhat badly or very badly,Not very confident or not at all confident,Not very confident,Absentee or early in-person,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,For your candidate,2.0,Joe Biden,Joe Biden,,,,,,,,,No,No,Poor,Not so good or poor,No,Women without children,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Black,Black,State questionnaire,Black,Non-white,Black,One of many important problems,The most important problem or one of many important problems,South,Female,Black women,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,Version 2,,By mail,,All others
84821.0,9.96140868648,Donald Trump,John Cornyn,Illegal,Illegal in most cases,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,,12.0,No,Yes,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Very confident,Absentee or early in-person,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,Against his opponent,2.0,Donald Trump,Donald Trump,,,,,,,,,No,No,Not so good,Not so good or poor,No,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,White,White,A minor problem,A minor problem or not a problem at all,South,Male,White men,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Telephone survey,,,,,,,Strongly or somewhat approve,Somewhat approve,Version 2,,By mail,,White Born-again/Evangelical Christians
84822.0,3.52000801505,Donald Trump,John Cornyn,Illegal,Illegal in most cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,,24.0,No,Yes,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Very confident,Absentee or early in-person,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,For your candidate,2.0,Donald Trump,Donald Trump,,,,,,,,,No,No,Not so good,Not so good or poor,No,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Female,White women,Suburbs,Suburbs,English,Texas,White suburban women,Telephone survey,,,,,,,Strongly or somewhat approve,Strongly approve,Version 2,,By mail,,All others
84823.0,10.80455993476,Donald Trump,John Cornyn,Omit,Omit,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,No,,24.0,,Omit,Somewhat well,Very well or somewhat well,Not very confident or not at all confident,Not very confident,Absentee or early in-person,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,For your candidate,2.0,Donald Trump,Donald Trump,,,,,,,,,No,No,Good,Excellent or good,No,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,,,,,,White,White,State questionnaire,White,White,White,Omit,Omit,South,Male,White men,Suburbs,Suburbs,English,Texas,White suburban men,Telephone survey,,,,,,,Strongly or somewhat approve,Somewhat approve,Version 2,,By mail,,All others
84824.0,4.10075996522,Donald Trump,John Cornyn,Legal,Legal in most cases,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,No,,4.0,No,Yes,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,For your candidate,1.0,Donald Trump,Donald Trump,,,,,,,,,No,No,Good,Excellent or good,No,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,,,,,,White,White,State questionnaire,White,White,White,A minor problem,A minor problem or not a problem at all,South,Female,White women,Suburbs,Suburbs,English,Texas,White suburban women,Telephone survey,,,,,,,Strongly or somewhat approve,Somewhat approve,Version 2,,By mail,,All others
84825.0,1.26387461554,Donald Trump,John Cornyn,Legal,Legal in most cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,,7.0,Yes,No,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Very confident,Absentee or early in-person,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,For your candidate,3.0,Donald Trump,Donald Trump,,,,,,,,,No,No,Poor,Not so good or poor,No,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Liberal,,Conservative Republicans,Mod./Liberal Republicans,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Male,White men,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Telephone survey,,,,,,,Strongly or somewhat approve,Strongly approve,Version 2,,By mail,,All others
84826.0,1.17675577902,Donald Trump,John Cornyn,Illegal,Illegal in most cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,,25.0,No,No,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,Against his opponent,5.0,Donald Trump,Donald Trump,,,,,,,,,No,No,Good,Excellent or good,No,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Male,White men,Suburbs,Suburbs,English,Texas,White suburban men,Telephone survey,,,,,,,Strongly or somewhat approve,Somewhat approve,Version 2,,By mail,,All others
84827.0,1.08727383734,Joe Biden,Mary Jennings 'MJ' Hegar,Legal,Legal in most cases,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,No,,31.0,No,Yes,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,For your candidate,4.0,Joe Biden,Joe Biden,,,,,,,,,Yes,No,Not so good,Not so good or poor,No,Men without children,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,One of many important problems,The most important problem or one of many important problems,South,Male,Latino men,Suburbs,Suburbs,English,Texas,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,Version 2,,By mail,,All others
84828.0,2.73266149652,Donald Trump,John Cornyn,Illegal,Illegal in most cases,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,,8.0,Yes,No,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,For your candidate,3.0,Donald Trump,Donald Trump,,,,,,,,,No,No,Good,Excellent or good,No,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Male,White men,Suburbs,Suburbs,English,Texas,White suburban men,Telephone survey,,,,,,,Strongly or somewhat approve,Strongly approve,Version 2,,By mail,,White Born-again/Evangelical Christians
84829.0,2.233109542,Joe Biden,Mary Jennings 'MJ' Hegar,Legal,Legal in all cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,,4.0,No,Yes,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,For your candidate,2.0,Joe Biden,Joe Biden,,,,,,,,,No,No,Not so good,Not so good or poor,No,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,White,White,The most important problem,The most important problem or one of many important problems,South,Male,White men,Suburbs,Suburbs,English,Texas,White suburban men,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,,By mail,,All others
84830.0,3.2079687102,Joe Biden,Mary Jennings 'MJ' Hegar,Illegal,Illegal in most cases,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,,35.0,No,Yes,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,Against his opponent,6.0,Joe Biden,Joe Biden,,,,,,,,,No,No,Poor,Not so good or poor,No,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Male,White men,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,,By mail,,White Born-again/Evangelical Christians
